"","GO0043235_receptor_complex"
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.235526978711773
"Q9C0B9_IDR_207_351",0.247230808432145
"Q9C0B9_IDR_403_435",0.246826964790418
"Q9C0B9_IDR_464_1021",0.270415248065665
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.199095125224839
"Q9C0C7_IDR_250_310",0.2022507329487
"Q9C0C7_IDR_312_649",0.210480206126618
"Q9C0C7_IDR_665_726",0.195838634158237
"Q9C0C7_IDR_737_805",0.192335301541605
"Q9C0C9_IDR_1155_1249",0.254270139532939
"Q9C0C9_IDR_1_55",0.252202106362484
"Q9C0C9_IDR_399_537",0.249794688540712
"Q9C0C9_IDR_712_920",0.243733065563865
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.259092357578831
"Q9C0F1_IDR_289_390",0.524111547139318
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.483560871931604
"Q9C0H9_IDR_264_1183",0.516439128068396
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.518687316044488
"Q9C0I9_IDR_179_441",0.481312683955512
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.339005418355741
"Q9C0J8_IDR_408_507",0.32335719243936
"Q9C0J8_IDR_511_1336",0.337637389204899
"Q9C0J9_IDR_1_48",0.487576845206773
"Q9C0J9_IDR_175_482",0.512423154793227
"Q9C0K0_IDR_1_824",0.527434978627404
"Q9C0K0_IDR_858_894",0.472565021372596
"Q9GZR2_IDR_80_195",0.499098780118856
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.338053601345251
"Q9GZR7_IDR_62_190",0.319256569710665
"Q9GZR7_IDR_812_859",0.342689828944084
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.246075964131121
"Q9GZU2_IDR_1305_1386",0.254659940490688
"Q9GZU2_IDR_1_34",0.256634337900435
"Q9GZU2_IDR_1417_1478",0.242629757477756
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.510585910256741
"Q9GZV3_IDR_520_580",0.489414089743258
"Q9H009_IDR_142_177",0.502760383453453
"Q9H009_IDR_1_74",0.497239616546547
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.503364936749169
"Q9H019_IDR_74_143",0.496635063250831
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.495346160034434
"Q9H063_IDR_52_83",0.504653839965566
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.257080560383131
"Q9H0E7_IDR_167_291",0.244978781991609
"Q9H0E7_IDR_306_373",0.250347074643558
"Q9H0E7_IDR_682_712",0.247593582981702
"Q9H0E9_IDR_133_704",0.328978835236411
"Q9H0E9_IDR_819_854",0.33020588213106
"Q9H0E9_IDR_869_1101",0.340815282632529
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.495744943953664
"Q9H0V9_IDR_1_43",0.555377100117455
"Q9H0V9_IDR_293_348",0.444622899882545
"Q9H0W5_IDR_62_92",0.508594680910493
"Q9H0W5_IDR_99_538",0.491405319089507
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.322782366729325
"Q9H0X9_IDR_249_362",0.347145948531359
"Q9H161_IDR_236_411",0.48263766691477
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.338014151088244
"Q9H171_IDR_344_400",0.33218023783623
"Q9H171_IDR_72_104",0.329805611075526
"Q9H172_IDR_1_43",0.501185512868252
"Q9H172_IDR_333_364",0.498814487131748
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.25196168152427
"Q9H175_IDR_1_63",0.251621761191967
"Q9H175_IDR_281_371",0.254430052749268
"Q9H175_IDR_425_543",0.241986504534495
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.257293817261555
"Q9H1A4_IDR_674_704",0.251026764328023
"Q9H1A4_IDR_715_746",0.251881979604086
"Q9H1A4_IDR_988_1019",0.239797438806336
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.488337866287038
"Q9H1K0_IDR_472_732",0.329331846229879
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.496831066443744
"Q9H1M3_IDR_70_183",0.503168933556256
"Q9H1P3_IDR_1_59",0.522295417763984
"Q9H1P3_IDR_319_350",0.477704582236016
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.490301928588174
"Q9H1V8_IDR_646_711",0.509698071411826
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.496878020991317
"Q9H1Y3_IDR_330_397",0.503121979008683
"Q9H1Z8_IDR_109_148",0.468903854211138
"Q9H1Z8_IDR_1_31",0.531096145788862
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.481646854716314
"Q9H2C1_IDR_298_345",0.518353145283686
"Q9H2D6_IDR_1_2115",0.497838948189207
"Q9H2D6_IDR_2151_2188",0.502161051810793
"Q9H2F5_IDR_276_439",0.506007082483891
"Q9H2F5_IDR_471_836",0.493992917516109
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.543178346757361
"Q9H2G2_IDR_313_796",0.456821653242639
"Q9H2G4_IDR_1_210",0.507388183386153
"Q9H2G4_IDR_426_682",0.492611816613847
"Q9H2G9_IDR_1_130",0.480792810546992
"Q9H2G9_IDR_219_321",0.519207189453008
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.488815516448153
"Q9H2W2_IDR_136_220",0.524841503337392
"Q9H2W2_IDR_1_91",0.475158496662607
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.535545113525561
"Q9H2X6_IDR_536_1061",0.464454886474439
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.336535730394687
"Q9H2X9_IDR_87_120",0.34015393033808
"Q9H2X9_IDR_942_1066",0.323310339267233
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.335286727446549
"Q9H2Y9_IDR_374_412",0.311795512898392
"Q9H2Y9_IDR_763_848",0.352917759655059
"Q9H2Z4_IDR_1_191",0.51653172190387
"Q9H2Z4_IDR_289_342",0.48346827809613
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.533108444417059
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.321092603125584
"Q9H3P7_IDR_22_69",0.326669921665952
"Q9H3P7_IDR_291_363",0.352237475208464
"Q9H3Q1_IDR_1_35",0.33765182059335
"Q9H3Q1_IDR_227_356",0.324153180118174
"Q9H3Q1_IDR_55_199",0.338194999288475
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.264477269983585
"Q9H422_IDR_87_147",0.22750151094316
"Q9H422_IDR_874_1078",0.265578344092173
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.330238418218412
"Q9H461_IDR_344_380",0.326463334914761
"Q9H461_IDR_624_694",0.343298246866826
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.311729589295283
"Q9H4A3_IDR_1262_2382",0.323522171099609
"Q9H4A3_IDR_567_1259",0.364748239605109
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.501735045910945
"Q9H4B4_IDR_337_413",0.498264954089055
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.321162481685559
"Q9H4L5_IDR_164_210",0.328475919297578
"Q9H4L5_IDR_246_512",0.350361599016864
"Q9H4L7_IDR_1_248",0.504491044728485
"Q9H4L7_IDR_292_382",0.495508955271515
"Q9H4M7_IDR_1_46",0.33363520765018
"Q9H4M7_IDR_149_436",0.340871909354125
"Q9H4M7_IDR_473_747",0.325492882995695
"Q9H4Q3_IDR_162_443",0.50153501068989
"Q9H4Q3_IDR_643_707",0.49846498931011
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.518508764024343
"Q9H4S2_IDR_199_264",0.481491235975657
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.250336592433011
"Q9H5I5_IDR_1464_1896",0.159320104687429
"Q9H5I5_IDR_2042_2146",0.140062534074078
"Q9H5I5_IDR_837_904",0.134392798663833
"Q9H5J0_IDR_173_466",0.518489936004814
"Q9H5J0_IDR_521_574",0.481510063995186
"Q9H5J8_IDR_1_74",0.351905052326696
"Q9H5J8_IDR_245_278",0.33465165464905
"Q9H5J8_IDR_85_122",0.313443293024254
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.516888782927619
"Q9H5N1_IDR_305_440",0.483111217072381
"Q9H5P4_IDR_309_391",0.212789274667216
"Q9H5P4_IDR_393_553",0.178191798698543
"Q9H5P4_IDR_679_856",0.200834236836241
"Q9H5P4_IDR_952_1033",0.204140218970308
"Q9H5P4_IDR_9_54",0.204044470827692
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.507920612468905
"Q9H5V7_IDR_1_55",0.492079387531095
"Q9H6B1_IDR_216_263",0.202451929048943
"Q9H6B1_IDR_279_319",0.202028159537983
"Q9H6B1_IDR_327_363",0.203779829313764
"Q9H6B1_IDR_92_201",0.187462141106726
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.513245898125787
"Q9H6E5_IDR_636_759",0.486754101874213
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.47563007268208
"Q9H6X2_IDR_475_564",0.52436992731792
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.494303105476688
"Q9H6Y5_IDR_68_119",0.505696894523312
"Q9H6Z4_IDR_1_384",0.543579040329836
"Q9H6Z4_IDR_514_567",0.456420959670165
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.477622123646069
"Q9H7N4_IDR_1279_1312",0.522377876353931
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.509473800735277
"Q9H7P9_IDR_429_1386",0.490526199264723
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.525153113885713
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.492157625631221
"Q9H841_IDR_333_368",0.507842374368779
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.248630552441673
"Q9H869_IDR_345_375",0.255830356540252
"Q9H869_IDR_392_745",0.24403989615157
"Q9H869_IDR_752_796",0.251499194866505
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.503338583869031
"Q9H8E8_IDR_211_460",0.496661416130969
"Q9H8G2_IDR_1_126",0.490731111395149
"Q9H8G2_IDR_198_361",0.509268888604851
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.206624818568649
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.503803782370988
"Q9H8Y1_IDR_553_618",0.496196217629012
"Q9H8Y5_IDR_120_153",0.32085446036999
"Q9H8Y5_IDR_354_489",0.304837848347157
"Q9H8Y5_IDR_618_681",0.374307691282854
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.510629143878023
"Q9H930_IDR_152_299",0.489370856121977
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.495008091868779
"Q9H967_IDR_60_176",0.504991908131221
"Q9H972_IDR_464_518",0.508618546860043
"Q9H972_IDR_71_300",0.491381453139957
"Q9H981_IDR_1_36",0.489719463302757
"Q9H981_IDR_428_495",0.510280536697243
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.523090488393594
"Q9H9S0_IDR_1_98",0.476909511606406
"Q9H9Y2_IDR_1_52",0.48962789157133
"Q9H9Y2_IDR_84_128",0.51037210842867
"Q9H9Z2_IDR_119_209",0.503069720875999
"Q9H9Z2_IDR_1_36",0.496930279124001
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.4970166305168
"Q9HA90_IDR_91_139",0.5029833694832
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.471729496441845
"Q9HAV5_IDR_66_246",0.528270503558155
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.326380393626215
"Q9HAW4_IDR_1141_1256",0.331638134001045
"Q9HAW4_IDR_1292_1332",0.341981472372741
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.42575129285702
"Q9HAZ2_IDR_216_393",0.277056621422518
"Q9HAZ2_IDR_397_1246",0.297192085720462
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.491563232114397
"Q9HB14_IDR_356_386",0.508436767885603
"Q9HB15_IDR_316_368",0.494295484098521
"Q9HB15_IDR_380_430",0.505704515901479
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.502703216423837
"Q9HBH9_IDR_408_458",0.497296783576163
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.337551774467749
"Q9HBJ7_IDR_565_657",0.337274449474562
"Q9HBJ7_IDR_746_817",0.325173776057689
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.337812281970527
"Q9HBM0_IDR_400_474",0.330774958666286
"Q9HBM0_IDR_498_779",0.331412759363187
"Q9HC44_IDR_427_474",0.508792144012288
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.560166737167899
"Q9HC58_IDR_272_434",0.439833262832101
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.513999440635487
"Q9HC77_IDR_33_949",0.486000559364513
"Q9HC78_IDR_1_65",0.473341473193386
"Q9HC78_IDR_202_498",0.526658526806614
"Q9HC84_IDR_1433_1501",0.204236417409591
"Q9HC84_IDR_1605_1778",0.19731640651636
"Q9HC84_IDR_1884_2304",0.199343698348335
"Q9HC84_IDR_2416_2861",0.199442961142119
"Q9HCE5_IDR_1_110",0.498442442549662
"Q9HCE5_IDR_397_456",0.501557557450338
"Q9HCE6_IDR_1131_1168",0.498425153424659
"Q9HCE6_IDR_1_309",0.501574846575341
"Q9HCE7_IDR_140_234",0.513995262716756
"Q9HCE7_IDR_266_307",0.486004737283244
"Q9HCE9_IDR_1156_1220",0.20433576673873
"Q9HCE9_IDR_1_35",0.211271827565489
"Q9HCE9_IDR_519_653",0.192957224328757
"Q9HCE9_IDR_658_727",0.199065464835756
"Q9HCE9_IDR_882_1143",0.192369716531268
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.517832569169601
"Q9HCG7_IDR_896_927",0.482167430830399
"Q9HCG8_IDR_1_124",0.338347103180048
"Q9HCG8_IDR_408_441",0.333620059579335
"Q9HCG8_IDR_656_908",0.328032837240618
"Q9HCJ5_IDR_129_202",0.32232187158951
"Q9HCJ5_IDR_1_72",0.337438228167411
"Q9HCJ5_IDR_483_513",0.340239900243079
"Q9HCJ6_IDR_1_38",0.489079145598148
"Q9HCJ6_IDR_383_419",0.510920854401852
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.25977316531881
"Q9HCK1_IDR_1862_2007",0.252513413375185
"Q9HCK1_IDR_2065_2354",0.245424604479791
"Q9HCK1_IDR_56_1610",0.242288816826215
"Q9HCK4_IDR_932_972",0.4732604164546
"Q9HCK4_IDR_982_1378",0.5267395835454
"Q9HCK8_IDR_1399_1439",0.253261240314508
"Q9HCK8_IDR_1_662",0.235562972105387
"Q9HCK8_IDR_1663_1736",0.251438715532355
"Q9HCK8_IDR_1967_2581",0.259737072047749
"Q9HCL0_IDR_725_915",0.493194056042127
"Q9HCL0_IDR_952_1083",0.506805943957873
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.491133487310484
"Q9HCU0_IDR_401_687",0.508866512689516
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.49790290637588
"Q9HCU9_IDR_172_205",0.50209709362412
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.337775541999826
"Q9HCX4_IDR_736_775",0.327425361810884
"Q9HCX4_IDR_829_862",0.334799096189291
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.50670140825849
"Q9HD20_IDR_884_948",0.49329859174151
"Q9HD23_IDR_1_81",0.503796319588243
"Q9HD23_IDR_399_443",0.496203680411757
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.470793821792981
"Q9HD67_IDR_947_1167",0.529206178207019
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.473840209101855
"Q9NP64_IDR_93_128",0.526159790898145
"Q9NP66_IDR_1_102",0.508282728834567
"Q9NP66_IDR_181_220",0.491717271165433
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.480068406641031
"Q9NP71_IDR_189_666",0.519931593358969
"Q9NP74_IDR_211_242",0.249586273940985
"Q9NP74_IDR_246_406",0.252830935424818
"Q9NP74_IDR_450_551",0.26061345514955
"Q9NP74_IDR_92_209",0.236969335484647
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.3365965033712
"Q9NP80_IDR_217_286",0.32901307768257
"Q9NP80_IDR_294_353",0.334390418946231
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.478413469866878
"Q9NP85_IDR_352_383",0.521586530133122
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.319958006390065
"Q9NPD5_IDR_649_702",0.345976444535719
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.498642312654892
"Q6PJI9_IDR_344_383",0.316885526632927
"Q6PJI9_IDR_497_528",0.347991578198915
"Q6PJI9_IDR_588_639",0.335122895168158
"Q6PJP8_IDR_1_115",0.321372798724086
"Q6PJP8_IDR_183_409",0.358659058531882
"Q6PJP8_IDR_412_697",0.319968142744032
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.107754391496433
"Q6Q759_IDR_1143_1219",0.112284585172521
"Q6Q759_IDR_1324_1379",0.114147729614173
"Q6Q759_IDR_1926_2028",0.118574727357586
"Q6Q759_IDR_880_932",0.107476933071568
"Q6Q759_IDR_936_1012",0.104926342602514
"Q6QHK4_IDR_124_161",0.504428165992727
"Q6QHK4_IDR_1_64",0.495571834007273
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.24450838277599
"Q6T4P5_IDR_542_578",0.24974865046529
"Q6T4P5_IDR_606_718",0.255038395108115
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.123575432743007
"Q6TFL3_IDR_344_374",0.121390638761389
"Q6TFL3_IDR_385_488",0.125570365236005
"Q6TFL3_IDR_758_980",0.126978458906388
"Q6UWB4_IDR_1_52",0.445965385192769
"Q6UWB4_IDR_303_352",0.554034614807231
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.462646311545477
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.505039809853732
"Q6UXY8_IDR_961_1006",0.479215947423519
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.506766709579094
"Q6UY09_IDR_538_573",0.493233290420906
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.503310254248421
"Q6UY14_IDR_605_661",0.496689745751579
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.33739503152333
"Q6VAB6_IDR_474_567",0.337913435301357
"Q6VAB6_IDR_571_651",0.324691533175313
"Q6VB84_IDR_1_106",0.474875451299422
"Q6VB84_IDR_235_416",0.525124548700579
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.457341388080444
"Q6X4U4_IDR_169_206",0.478620293074089
"Q6X4U4_IDR_1_70",0.521379706925912
"Q6X4W1_IDR_108_323",0.49105911299013
"Q6X4W1_IDR_1_101",0.50894088700987
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.500397439343545
"Q6XE24_IDR_371_437",0.499602560656455
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.472682660509934
"Q6XR72_IDR_419_485",0.527317339490066
"Q6XYB7_IDR_142_198",0.50044103640735
"Q6XYB7_IDR_1_90",0.49955896359265
"Q6XYQ8_IDR_140_228",0.501377888372788
"Q6XYQ8_IDR_86_131",0.498622111627212
"Q6XZF7_IDR_1350_1512",0.339368629999853
"Q6XZF7_IDR_209_242",0.328807594661031
"Q6XZF7_IDR_302_779",0.331823775339116
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.50997620660885
"Q6ZMI0_IDR_702_734",0.197594033988736
"Q6ZMI0_IDR_737_780",0.206078320397617
"Q9NPE2_IDR_1_60",0.501357687345108
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.328919265755025
"Q9NPF5_IDR_258_311",0.333673581775986
"Q9NPF5_IDR_396_467",0.337407152468989
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.500481824401016
"Q9NPG3_IDR_578_1134",0.499518175598984
"Q9NPG4_IDR_1124_1184",0.487544170471223
"Q9NPG4_IDR_785_1113",0.512455829528777
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.330693354314258
"Q9NPI1_IDR_35_132",0.322204745406382
"Q9NPI1_IDR_481_520",0.34710190027936
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.50709363152308
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.483030538154556
"Q9NQ34_IDR_1_36",0.516969461845444
"Q9NQ35_IDR_1_40",0.504524829000521
"Q9NQ35_IDR_43_103",0.495475170999479
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.500318835199243
"Q9NQ48_IDR_170_209",0.499681164800757
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.249618834094622
"Q9NQ66_IDR_1172_1216",0.252435837436849
"Q9NQ66_IDR_465_547",0.25022425939679
"Q9NQ66_IDR_817_1035",0.24772106907174
"Q9NQ69_IDR_197_275",0.339449524587689
"Q9NQ69_IDR_320_397",0.333675112517225
"Q9NQ69_IDR_32_66",0.326875362895087
"Q9NQ75_IDR_76_432",0.536206221417648
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.362960719319811
"Q9NQL9_IDR_287_336",0.316961420920995
"Q9NQL9_IDR_397_472",0.320077859759193
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.525716178232866
"Q9NQR7_IDR_121_581",0.474283821767134
"Q9NQS1_IDR_1_113",0.490373967905434
"Q9NQS1_IDR_205_347",0.509626032094566
"Q9NQS3_IDR_1_50",0.342134220971326
"Q9NQS3_IDR_359_408",0.296569987131141
"Q9NQS3_IDR_429_530",0.361295791897533
"Q9NQW6_IDR_889_924",0.520697049133929
