"","GO0034660_ncRNA_metabolic_process"
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.479302327024369
"Q96P47_IDR_428_567",0.520697672975631
"Q96PD2_IDR_1_68",0.335441044586196
"Q96PD2_IDR_453_560",0.33009366936669
"Q96PD2_IDR_689_731",0.334465286047113
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.329341822731856
"Q96PE1_IDR_1_32",0.332904722585273
"Q96PE1_IDR_951_1010",0.337753454682871
"Q96PE2_IDR_1_1062",0.253919991717511
"Q96PE2_IDR_1561_1607",0.255035603493067
"Q96PE2_IDR_1616_1727",0.24092310621781
"Q96PE2_IDR_1984_2020",0.250121298571612
"Q96PE3_IDR_1_39",0.489501222657506
"Q96PE3_IDR_472_621",0.510498777342494
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.325076927147207
"Q96PU5_IDR_415_494",0.30691773545431
"Q96PU8_IDR_183_284",0.505609900633155
"Q96PU8_IDR_290_341",0.494390099366845
"Q96PV0_IDR_727_1343",0.473779426665148
"Q96PV0_IDR_90_174",0.526220573334852
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.219592157592901
"Q96PV6_IDR_14_78",0.234143077718827
"Q96PV6_IDR_237_285",0.22556591394057
"Q96PV6_IDR_344_540",0.320698850747701
"Q96PX1_IDR_327_630",0.482401500489674
"Q96PX1_IDR_645_679",0.517598499510326
"Q96PX6_IDR_1_55",0.383082061482851
"Q96PX6_IDR_176_553",0.282883589893463
"Q96PX6_IDR_59_140",0.334034348623686
"Q96PX9_IDR_1116_1271",0.315991058479834
"Q96PX9_IDR_1_184",0.338375204538042
"Q96PX9_IDR_574_801",0.345633736982124
"Q96PY6_IDR_269_1032",0.578983823402175
"Q96Q91_IDR_1_51",0.239607986488201
"Q96Q91_IDR_177_227",0.241115108408641
"Q96Q91_IDR_341_375",0.24717372228938
"Q96Q91_IDR_944_976",0.272103182813778
"Q96QB1_IDR_1_806",0.483185796267123
"Q96QB1_IDR_811_1017",0.516814203732877
"Q96QC0_IDR_148_398",0.314021813222945
"Q96QC0_IDR_522_585",0.222526009197103
"Q96QC0_IDR_649_679",0.234330209110916
"Q96QC0_IDR_681_907",0.229121968469036
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.319428726700182
"Q96QD9_IDR_236_268",0.312683089680346
"Q96QD9_IDR_40_227",0.367888183619472
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.150905204401363
"Q96QE3_IDR_1_322",0.144980562885291
"Q96QE3_IDR_333_867",0.165995629190927
"Q96QE3_IDR_879_932",0.102136586635986
"Q96QE3_IDR_973_1049",0.166731785870904
"Q96QT6_IDR_293_733",0.228207049857242
"Q96QT6_IDR_973_1004",0.239131868214488
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.460128289284421
"Q6IQ49_IDR_177_379",0.539871710715579
"Q6IQ55_IDR_300_553",0.534462404689087
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.243938143212245
"Q6MZP7_IDR_189_341",0.245375673758401
"Q6MZP7_IDR_367_522",0.245248614500337
"Q6MZP7_IDR_644_680",0.265437568529017
"Q6MZQ0_IDR_1_48",0.335148060032712
"Q6MZQ0_IDR_179_212",0.336348027210407
"Q6MZQ0_IDR_216_368",0.328503912756881
"Q6NT76_IDR_230_269",0.339763203313809
"Q6NT76_IDR_332_420",0.354991451600473
"Q6NT89_IDR_1_114",0.477030302670492
"Q6NT89_IDR_137_227",0.522969697329508
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.433404272253778
"Q6NUJ5_IDR_56_407",0.566595727746222
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.54414516334252
"Q6NXT6_IDR_465_551",0.45585483665748
"Q6NY19_IDR_1_50",0.318761200245941
"Q6NY19_IDR_57_544",0.365993079363504
"Q6NY19_IDR_790_840",0.315245720390555
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.517462331718988
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.530013747711286
"Q6P1N0_IDR_814_854",0.469986252288714
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.301791510019067
"Q6P1R3_IDR_205_285",0.337212437630846
"Q6P1R3_IDR_435_466",0.360996052350087
"Q6P1R4_IDR_343_410",0.533322680380609
"Q6P1R4_IDR_417_473",0.466677319619391
"Q6P3S6_IDR_373_638",0.440411980383785
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.515342546282748
"Q6P444_IDR_87_269",0.484657453717252
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.475287384189992
"Q6P5Z2_IDR_429_552",0.468934254773778
"Q6P5Z2_IDR_60_146",0.531065745226222
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.548348182560334
"Q6P6C2_IDR_288_394",0.451651817439666
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.328647327914927
"Q6P995_IDR_381_673",0.291941625452095
"Q6P995_IDR_677_826",0.379411046632978
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.477836423894583
"Q6PGQ7_IDR_1_103",0.522163576105417
"Q6PH81_IDR_1_35",0.409795628255021
"Q6PH81_IDR_39_125",0.590204371744979
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.491968995108814
"Q6PI47_IDR_380_426",0.508031004891186
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.502025123970004
"Q6PIF2_IDR_164_218",0.497974876029996
"Q6PJG2_IDR_882_1035",0.327297957238371
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.474935177711462
"Q96R06_IDR_840_984",0.525064822288538
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.18905180242234
"Q96RG2_IDR_1272_1323",0.204750435222241
"Q96RG2_IDR_397_610",0.201107519981778
"Q96RG2_IDR_749_864",0.204108967788851
"Q96RG2_IDR_936_990",0.20098127458479
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.542491439022654
"Q96RI1_IDR_62_130",0.457508560977346
"Q96RN1_IDR_646_708",0.463231226677385
"Q96RN1_IDR_801_970",0.536768773322615
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.504705415075146
"Q96RP8_IDR_406_456",0.495294584924854
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.41420129232606
"Q96RR1_IDR_633_684",0.58579870767394
"Q96RR4_IDR_1_146",0.473262935087085
"Q96RR4_IDR_495_588",0.526737064912915
"Q96RS0_IDR_105_192",0.286042460504364
"Q96RS0_IDR_263_494",0.208290577070689
"Q96RS0_IDR_51_102",0.225086676182569
"Q96RS0_IDR_523_632",0.280580286242378
"Q96RT1_IDR_431_461",0.336427179488185
"Q96RT1_IDR_463_865",0.363551050705352
"Q96RT1_IDR_984_1316",0.300021769806463
"Q96RT6_IDR_245_296",0.345446331142442
"Q96RT6_IDR_343_436",0.344920742015027
"Q96RT6_IDR_445_617",0.30963292684253
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.479267176959375
"Q96RU2_IDR_698_775",0.520732823040625
"Q96RU3_IDR_275_377",0.507731612391454
"Q96RU3_IDR_481_546",0.492268387608546
"Q96RU7_IDR_1_63",0.506519917813737
"Q96S15_IDR_463_613",0.497143177120434
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.477474390706999
"Q96S38_IDR_422_881",0.522525609293001
"Q96S53_IDR_1_36",0.51152264048477
"Q96S53_IDR_318_571",0.48847735951523
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.508024018994804
"Q96S59_IDR_457_611",0.491975981005196
"Q96S65_IDR_116_267",0.446628513270019
"Q96S65_IDR_1_80",0.278754603218726
"Q96S65_IDR_304_508",0.274616883511255
"Q96S66_IDR_365_551",0.501931797637376
"Q96S66_IDR_40_91",0.498068202362624
"Q96S82_IDR_197_333",0.471247579898961
"Q96S82_IDR_96_143",0.528752420101039
"Q96S90_IDR_1_35",0.438251734938189
"Q96S90_IDR_91_227",0.561748265061811
"Q96S94_IDR_1_33",0.468913462229415
"Q96S94_IDR_300_520",0.531086537770585
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.58982832849714
"Q96SB3_IDR_598_663",0.41017167150286
"Q96SB4_IDR_1_59",0.42093261920097
"Q96SB4_IDR_246_477",0.57906738079903
"Q96SC8_IDR_1_441",0.480392999555318
"Q96SC8_IDR_497_542",0.519607000444682
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.627132484829
"Q96SN8_IDR_1566_1713",0.372867515171
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.453311479359122
"Q96ST2_IDR_703_740",0.268313954586809
"Q96ST2_IDR_772_809",0.278374566054069
"Q96ST3_IDR_1_118",0.217865676701826
"Q96ST3_IDR_196_301",0.214219053447612
"Q96ST3_IDR_367_459",0.271411441146603
"Q96ST3_IDR_830_877",0.296503828703959
"Q96ST8_IDR_1_304",0.35266925729328
"Q96ST8_IDR_307_366",0.322765106852451
"Q96ST8_IDR_742_783",0.324565635854268
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.310928822484976
"Q96T68_IDR_502_626",0.379769461638404
"Q96T68_IDR_64_125",0.30930171587662
"Q96T83_IDR_1_77",0.526743919078248
"Q96T83_IDR_618_699",0.473256080921752
"Q96T88_IDR_593_675",0.627966056065528
"Q96T88_IDR_78_124",0.372033943934472
"Q96T92_IDR_1_309",0.501050373617962
"Q96T92_IDR_311_422",0.498949626382038
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.46824908295303
"Q99081_IDR_640_682",0.53175091704697
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.257668678423192
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.495145191015548
"Q99502_IDR_243_319",0.504854808984452
"Q99504_IDR_1_72",0.4903642627297
"Q99504_IDR_219_300",0.5096357372703
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.487875512536993
"Q99523_IDR_800_831",0.512124487463007
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.404918080886602
"Q99547_IDR_64_160",0.595081919113398
"Q99549_IDR_115_498",0.60904047247637
"Q99549_IDR_1_55",0.39095952752363
"Q99550_IDR_128_1108",0.522322038502689
"Q99550_IDR_1_88",0.477677961497311
"Q99558_IDR_1_52",0.200727156779522
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.349161266792503
"Q99593_IDR_219_424",0.32490064666208
"Q99593_IDR_433_485",0.325938086545417
"Q99594_IDR_100_134",0.492653287635968
"Q99594_IDR_1_31",0.507346712364033
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.299596046991783
"Q99607_IDR_302_520",0.223371323107411
"Q99607_IDR_526_582",0.241995788994085
"Q99607_IDR_586_663",0.235036840906721
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.268885553959947
"Q99613_IDR_162_313",0.473334313869931
"Q99613_IDR_879_913",0.257780132170122
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.489707053553747
"Q99678_IDR_314_358",0.510292946446253
"Q99680_IDR_1_35",0.466056842268366
"Q99680_IDR_245_307",0.533943157731634
"Q99683_IDR_1179_1243",0.244894775451948
"Q99683_IDR_1278_1308",0.262817524628269
"Q99683_IDR_32_87",0.247011187136068
"Q99683_IDR_939_1039",0.245276512783715
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.332038142200391
"Q99687_IDR_1_61",0.312837334085372
"Q99687_IDR_163_277",0.355124523714238
"Q99689_IDR_1_73",0.32606862317573
"Q99689_IDR_257_314",0.339113899139334
"Q99689_IDR_75_223",0.334817477684936
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.159689020009456
"Q99698_IDR_109_226",0.147667731173631
"Q99698_IDR_831_867",0.154690142510795
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.503054854618028
"Q99755_IDR_456_562",0.496945145381972
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.488422048614817
"Q99759_IDR_208_358",0.511577951385183
"Q99767_IDR_1_350",0.54401079849704
"Q99767_IDR_392_423",0.45598920150296
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.462376189998195
"Q99801_IDR_37_129",0.537623810001805
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.528948666424937
"Q99811_IDR_125_253",0.471051333575063
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.410100076315266
"Q99835_IDR_555_769",0.589899923684734
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.403644272668053
"Q99856_IDR_377_515",0.319796098858291
"Q99856_IDR_539_593",0.276559628473656
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.507476375740651
"Q99928_IDR_344_397",0.492523624259349
"Q99929_IDR_111_175",0.476009510551797
"Q99929_IDR_1_57",0.523990489448203
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.461381450595439
"Q99983_IDR_386_421",0.538618549404561
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.150114972612733
"Q99996_IDR_2066_2110",0.13876067559392
"Q99996_IDR_2121_3131",0.20920672119589
"Q99996_IDR_3199_3693",0.192818764085596
"Q99996_IDR_3800_3868",0.125812247585036
"Q99996_IDR_751_1844",0.183286618926824
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.517871624882079
"Q9BQA5_IDR_486_517",0.482128375117921
"Q9BQB4_IDR_171_213",0.541439213399185
"Q9BQB4_IDR_41_74",0.458560786600815
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.524189520942643
"Q9BQE6_IDR_196_289",0.475810479057357
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.258297226019758
"Q9BQF6_IDR_443_515",0.256762236090636
"Q9BQF6_IDR_686_733",0.234919292426271
"Q9BQF6_IDR_876_928",0.250021245463335
"Q9BQG0_IDR_1145_1328",0.569452539568096
"Q9BQG0_IDR_696_755",0.430547460431904
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.234290073451542
"Q9BQS8_IDR_340_405",0.261538033249549
"Q9BQS8_IDR_549_601",0.272136293406506
"Q9BQT9_IDR_805_892",0.452186121404259
"Q9BQT9_IDR_912_956",0.547813878595741
"Q9BQW3_IDR_386_438",0.515253279910702
"Q9BQW3_IDR_442_602",0.484746720089298
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.316561994476903
"Q9BR39_IDR_383_416",0.322972819225165
"Q9BR39_IDR_425_671",0.360465186297932
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.449406258982906
"Q9BR77_IDR_86_225",0.550593741017094
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.194471430321434
"Q9BRR8_IDR_353_504",0.132688886314802
"Q9BRR8_IDR_570_612",0.152298453899497
"Q9BRR8_IDR_621_756",0.165432473927644
"Q9BRR8_IDR_68_156",0.142842879988216
"Q9BRR8_IDR_759_914",0.212265875548408
"Q9BRR9_IDR_113_210",0.315212897047963
"Q9BRR9_IDR_248_325",0.31959832786582
"Q9BRR9_IDR_444_508",0.365188775086218
"Q9BRS2_IDR_1_110",0.386956999980113
"Q9BRS2_IDR_451_568",0.613043000019887
"Q9BRS8_IDR_1_84",0.528856871184027
"Q9BRS8_IDR_294_462",0.471143128815973
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.487942147157946
"Q9BSF8_IDR_434_475",0.512057852842054
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.313125955688272
"Q9BSJ2_IDR_773_812",0.372571967397378
"Q9BSJ2_IDR_870_902",0.31430207691435
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.33196124251911
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.268097173396746
"Q9BTC0_IDR_1_262",0.314334362759241
"Q9BTC0_IDR_323_668",0.214726061205907
"Q9BTC0_IDR_765_1046",0.202842402638106
"Q9BTC8_IDR_325_373",0.332616598022775
"Q9BTC8_IDR_419_482",0.337952182884224
"Q9BTC8_IDR_540_590",0.329431219093001
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.366876973756827
"Q9BUA3_IDR_20_66",0.326774861874363
"Q9BUA3_IDR_274_315",0.306348164368811
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.538763182285739
"Q9BUB5_IDR_377_465",0.461236817714261
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.440342586236592
"Q9BUG6_IDR_141_351",0.559657413763408
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.519183177844622
"Q9BUH8_IDR_134_593",0.480816822155378
"Q9BV73_IDR_1084_1412",0.254226013779184
"Q9BV73_IDR_1_513",0.226821926182057
"Q9BV73_IDR_1790_1980",0.254724029108353
"Q9BV73_IDR_2019_2442",0.264228030930407
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.167829503048238
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.484555069392929
"Q9BVW5_IDR_1_66",0.515444930607071
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.501391983469736
"Q9BW11_IDR_20_74",0.498608016530264
"Q9BWU0_IDR_1_149",0.19509211223745
"Q9BWU0_IDR_279_358",0.265194837413089
"Q9BWU0_IDR_444_537",0.236332238715469
"Q9BWU0_IDR_584_765",0.303380811633992
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.340917227855001
"Q9BWV1_IDR_811_855",0.340109337483702
"Q9BWV1_IDR_877_1114",0.318973434661297
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.49855399881895
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.433171327071629
"Q9BX69_IDR_90_279",0.566828672928371
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.135208318770847
"Q9BX84_IDR_1285_1456",0.128842690440633
"Q9BX84_IDR_1459_1598",0.151064271818575
"Q9BX84_IDR_1665_1695",0.134598441156572
"Q9BX84_IDR_1983_2022",0.149237489414503
"Q9BX84_IDR_544_600",0.155460448668761
"Q9BX84_IDR_772_820",0.145588339730109
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.340881685274457
"Q9BXA9_IDR_1_80",0.361562527005611
"Q9BXA9_IDR_83_1121",0.297555787719932
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.4834619421998
"Q9BXK1_IDR_27_156",0.5165380578002
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.358083593755456
"Q9BXL6_IDR_392_567",0.323878481924008
"Q9BXL6_IDR_756_803",0.318037924320536
"Q9BXL7_IDR_225_305",0.35651655835542
"Q9BXL7_IDR_424_664",0.322649365064971
"Q9BXL7_IDR_852_916",0.320834076579608
"Q9BXL8_IDR_186_226",0.474773373090195
"Q9BXL8_IDR_80_174",0.525226626909805
"Q9BXM0_IDR_1342_1375",0.331820470723121
"Q9BXM0_IDR_1_43",0.325351485491086
"Q9BXM0_IDR_45_233",0.342828043785793
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.159515767607437
"Q9BXT5_IDR_1_469",0.149300330558191
"Q9BXT5_IDR_2264_2514",0.183246137758781
"Q9BXT5_IDR_2563_2596",0.158526358900063
"Q9BXT5_IDR_473_775",0.167091004009253
"Q9BXT5_IDR_782_1040",0.182320401166276
"Q9BXT8_IDR_1104_1169",0.363173939544418
"Q9BXT8_IDR_1360_1397",0.328214244106937
"Q9BXT8_IDR_309_399",0.308611816348645
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.451225742319961
"Q9BXU1_IDR_976_1018",0.548774257680039
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.509825477263393
"Q9BXU7_IDR_731_820",0.490174522736607
"Q9BY12_IDR_745_899",0.323331413642077
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.307318921300472
"Q9BY66_IDR_1411_1539",0.348738347867362
"Q9BY66_IDR_174_310",0.343942730832166
"Q9BY67_IDR_335_376",0.498960086049638
"Q9BY67_IDR_398_442",0.501039913950362
"Q9BY76_IDR_1_109",0.508734264018195
"Q9BY76_IDR_115_180",0.491265735981805
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.415201094542061
"Q9BY84_IDR_561_654",0.584798905457939
"Q9BY89_IDR_1_31",0.420073113155837
"Q9BY89_IDR_37_1789",0.579926886844163
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.501422535187647
"Q9BYM8_IDR_243_277",0.498577464812353
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.605652544198045
"Q9BYP7_IDR_486_1800",0.394347455801955
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.201484791609478
"Q9BYW2_IDR_1_1069",0.189095567412093
"Q9BYW2_IDR_1829_2147",0.243526413730104
"Q9BYW2_IDR_2311_2388",0.173470719883256
"Q9BYW2_IDR_2421_2468",0.192422507365069
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.333930082147745
"Q9BYX2_IDR_145_329",0.317059581486572
"Q9BYX2_IDR_384_454",0.349010336365683
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.509986490180418
"Q9BZE3_IDR_286_327",0.490013509819582
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.487805962313383
"Q9BZE9_IDR_495_553",0.512194037686617
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.498559650610771
"Q9BZJ7_IDR_311_368",0.501440349389229
"Q9BZJ8_IDR_1_40",0.320848631164532
"Q9BZJ8_IDR_246_282",0.33738493118386
"Q9BZJ8_IDR_364_451",0.341766437651609
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.23495134230272
"Q9BZL6_IDR_190_250",0.25001564065524
"Q9BZL6_IDR_316_378",0.25650377834902
"Q9BZL6_IDR_848_878",0.25852923869302
