"","GO0022853_active_ion_transmembrane_transporter_activity"
"Q9Y6J0_IDR_1301_1498",0.251572704721263
"Q9Y6J0_IDR_1668_2220",0.233656666301847
"Q9Y6J0_IDR_290_406",0.231314841838508
"Q9Y6J0_IDR_421_464",0.283455787138382
"Q9Y6J9_IDR_377_448",0.529231025383769
"Q9Y6J9_IDR_450_546",0.470768974616231
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.523033238087407
"Q9Y6K9_IDR_343_391",0.476966761912594
"Q9Y6L6_IDR_128_165",0.343571739469476
"Q9Y6L6_IDR_284_315",0.282689292776751
"Q9Y6L6_IDR_650_691",0.373738967753772
"Q9Y6L7_IDR_1_62",0.486095554788978
"Q9Y6L7_IDR_69_154",0.513904445211022
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.496369039620794
"Q9Y6M4_IDR_332_427",0.503630960379206
"Q9Y6M5_IDR_145_245",0.515674914205197
"Q9Y6M5_IDR_451_492",0.484325085794803
"Q9Y6M7_IDR_1184_1214",0.356433043896652
"Q9Y6M7_IDR_1_31",0.262486084186002
"Q9Y6M7_IDR_216_410",0.190623458240222
"Q9Y6M7_IDR_52_86",0.190457413677125
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.456088918673218
"Q9Y6N7_IDR_982_1040",0.543911081326782
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.502649127677105
"Q9Y6P5_IDR_282_325",0.497350872322895
"Q9Y6Q2_IDR_13_169",0.50666724523213
"Q9Y6Q2_IDR_189_226",0.493332754767871
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.353150625638596
"Q9Y6Q6_IDR_436_523",0.319269964501249
"Q9Y6Q6_IDR_555_616",0.327579409860155
"Q9Y6Q9_IDR_1_36",0.529930480970037
"Q9Y6Q9_IDR_372_1420",0.470069519029962
"Q9Y6R0_IDR_1_40",0.506743416606893
"Q9Y6R0_IDR_201_577",0.493256583393107
"Q9Y6R1_IDR_1009_1044",0.26443012366887
"Q9Y6R1_IDR_211_270",0.247983324655987
"Q9Y6R1_IDR_38_83",0.238577504188684
"Q9Y6R1_IDR_399_433",0.24900904748646
"Q9Y6R4_IDR_1148_1289",0.34677922233099
"Q9Y6R4_IDR_1_217",0.309299006426972
"Q9Y6R4_IDR_430_505",0.343921771242038
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.516179498475422
"Q9Y6S9_IDR_235_378",0.483820501524578
"Q9Y6T7_IDR_383_424",0.492931865801553
"Q9Y6T7_IDR_89_128",0.507068134198447
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.334453811350627
"Q9Y6V0_IDR_2946_4688",0.323454413131052
"Q9Y6V0_IDR_4828_4975",0.342091775518321
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.491605187855162
"O14490_IDR_903_962",0.508394812144838
"O14492_IDR_377_408",0.357905361230295
"O14492_IDR_518_621",0.321491519700033
"O14492_IDR_83_132",0.320603119069672
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.493796929382704
"O14495_IDR_280_311",0.506203070617296
"O14497_IDR_1_1635",0.460412123715725
"O14497_IDR_1736_1963",0.539587876284275
"O14503_IDR_1_54",0.327480964386599
"O14503_IDR_184_330",0.340343810854364
"O14503_IDR_332_412",0.332175224759037
"O14511_IDR_1_96",0.477509156157497
"O14511_IDR_415_850",0.522490843842503
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.202095391353053
"O14513_IDR_258_467",0.192287733646568
"O14513_IDR_474_513",0.207055135117699
"O14545_IDR_136_167",0.235742938800384
"O14545_IDR_174_367",0.30920120265065
"O14545_IDR_388_582",0.217857857453153
"O14545_IDR_51_87",0.237198001095813
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.34945757861123
"O14559_IDR_255_309",0.341155861020008
"O14559_IDR_516_1268",0.309386560368762
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.504562389224031
"O14578_IDR_1904_2027",0.495437610775968
"O14594_IDR_1275_1311",0.492780548432261
"O14594_IDR_361_960",0.507219451567739
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.239843973128882
"O14646_IDR_1049_1122",0.255985784435453
"O14646_IDR_1_269",0.243312282125657
"O14646_IDR_1320_1411",0.277487529871993
"O14646_IDR_1503_1710",0.223214403566898
"O14647_IDR_1051_1127",0.253228037583962
"O14647_IDR_1_259",0.271753335532273
"O14647_IDR_1327_1463",0.248404709040009
"O14647_IDR_1557_1828",0.226613917843756
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.194256304973615
"O14654_IDR_1_74",0.199181028856759
"O14654_IDR_338_703",0.191531217538352
"O14654_IDR_707_778",0.21494229808311
"O14654_IDR_786_918",0.200089150548164
"O14662_IDR_16_71",0.482994761433742
"O14662_IDR_188_223",0.517005238566258
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.524001277789019
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.537296945241079
"O14763_IDR_1_77",0.462703054758921
"O14764_IDR_1_35",0.514481166976544
"O14764_IDR_364_419",0.485518833023456
"O14770_IDR_177_291",0.25484107656504
"O14770_IDR_1_79",0.246680095360791
"O14770_IDR_331_366",0.255831325836421
"O14770_IDR_402_477",0.242647502237747
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.182148663635449
"O14776_IDR_154_371",0.154723662189726
"O14776_IDR_1_67",0.151426334736231
"O14776_IDR_373_428",0.165115587257717
"O14776_IDR_466_522",0.178911279779396
"O14776_IDR_574_654",0.167674472401481
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.486623458530619
"O14901_IDR_475_512",0.513376541469381
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.503180543077197
"O14917_IDR_977_1095",0.496819456922803
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.195376144155815
"O14924_IDR_149_218",0.218928298349263
"O14924_IDR_401_434",0.20509540400091
"O14924_IDR_446_705",0.185970808717583
"O14924_IDR_843_959",0.194629344776429
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.514629098744612
"O14967_IDR_496_610",0.485370901255388
"O15015_IDR_1_238",0.488837333500334
"O15015_IDR_657_782",0.511162666499666
"O15018_IDR_182_324",0.217808517533151
"O15018_IDR_423_501",0.219987977889736
"O15018_IDR_535_575",0.190538871294938
"O15018_IDR_676_719",0.193485539655562
"O15018_IDR_816_2616",0.178179093626613
"O15020_IDR_2082_2222",0.500885355657376
"O15020_IDR_2330_2390",0.499114644342624
"O15021_IDR_1099_1136",0.267603029779911
"O15021_IDR_1229_2623",0.231532824168824
"O15021_IDR_1_376",0.237705126539315
"O15021_IDR_874_1084",0.26315901951195
"O15027_IDR_1_1260",0.238859646710156
"O15027_IDR_1271_1385",0.226589649568428
"O15027_IDR_1570_1612",0.299582365000022
"O15027_IDR_1890_2357",0.234968338721394
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.322993972087971
"O15034_IDR_588_846",0.328428333708182
"O15055_IDR_1224_1255",0.252334693286355
"O15055_IDR_940_1126",0.233617441232717
"O15056_IDR_1418_1468",0.528340027626748
"O15056_IDR_984_1409",0.471659972373252
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.50665777379607
"O15063_IDR_512_1070",0.49334222620393
"O15066_IDR_372_430",0.500568975576282
"O15066_IDR_694_747",0.499431024423718
"O15068_IDR_558_628",0.522168868813399
"O15068_IDR_956_1031",0.477831131186601
"O15069_IDR_1_1419",0.468185302741926
"O15069_IDR_1488_1522",0.531814697258074
"O15072_IDR_1052_1205",0.235606855401915
"O15072_IDR_1_31",0.249296005041134
"O15072_IDR_209_253",0.253829399909267
"O15072_IDR_996_1031",0.261267739647685
"O15075_IDR_147_180",0.254404352392617
"O15075_IDR_1_54",0.247756645506983
"O15085_IDR_1083_1354",0.16604651889876
"O15085_IDR_125_289",0.165792648069906
"O15085_IDR_1368_1417",0.165448209885246
"O15085_IDR_1452_1522",0.169697410685442
"O15085_IDR_492_712",0.164438655236683
"O15090_IDR_1022_1257",0.561552228403832
"O15090_IDR_1_1019",0.438447771596168
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.469907125420059
"O15105_IDR_220_250",0.530092874579941
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.436998572663884
"O15117_IDR_545_687",0.563001427336116
"O15119_IDR_304_743",0.478765972959273
"O15119_IDR_36_101",0.521234027040727
"O15123_IDR_1_32",0.468682083485799
"O15123_IDR_229_277",0.531317916514201
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.341924841980942
"O15209_IDR_562_634",0.330432607649503
"O15211_IDR_197_235",0.26182322073144
"O15211_IDR_393_426",0.254598331917696
"O15211_IDR_510_645",0.239827175800121
"O15211_IDR_735_777",0.243751271550743
"O15213_IDR_1_100",0.50658542283207
"O15213_IDR_529_610",0.49341457716793
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.320355627892099
"O15231_IDR_44_571",0.325724094765287
"O15231_IDR_586_617",0.353920277342614
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.508870125098789
"O15234_IDR_245_703",0.491129874901211
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.463458038493808
"O15259_IDR_61_148",0.536541961506192
"O15355_IDR_162_326",0.494393022828549
"O15355_IDR_509_546",0.505606977171451
"O15357_IDR_120_177",0.518735114468203
"O15357_IDR_894_1197",0.481264885531797
"O15370_IDR_106_282",0.475865486272303
"O15370_IDR_1_49",0.524134513727697
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.525979382581674
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.492920053744969
"O15481_IDR_316_346",0.507079946255031
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.496496639680012
"O15488_IDR_298_451",0.503503360319988
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.523206260404463
"O15550_IDR_400_884",0.476793739595537
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.300824542818763
"O43147_IDR_425_492",0.399910044531628
"O43147_IDR_620_787",0.299265412649609
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.231160983750559
"O43149_IDR_1_43",0.23939973354325
"O43149_IDR_1955_2077",0.270890179682279
"O43149_IDR_2415_2452",0.258549103023912
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.308902934350483
"O43155_IDR_502_563",0.356370135738586
"O43155_IDR_568_599",0.334726929910931
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.489325489398125
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.504924733623338
"O43187_IDR_505_593",0.495075266376662
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.498290475357719
"O43193_IDR_374_412",0.501709524642281
"O43194_IDR_215_279",0.494064699611597
"O43194_IDR_365_453",0.505935300388403
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.507119074656951
"O43237_IDR_331_492",0.492880925343049
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.511438029772101
"O43246_IDR_590_635",0.488561970227899
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.314954687378782
"O43303_IDR_49_757",0.408058036734773
"O43303_IDR_895_1012",0.276987275886445
"O43304_IDR_183_225",0.512355693001595
"O43304_IDR_661_696",0.487644306998405
"O43306_IDR_1_114",0.48087411310779
"O43306_IDR_558_619",0.51912588689221
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.345337234322093
"O43310_IDR_169_369",0.296290853585448
"O43310_IDR_38_98",0.358371912092459
"O43312_IDR_135_197",0.521615466843281
"O43312_IDR_250_755",0.478384533156719
"O43313_IDR_1_85",0.207831347160711
"O43313_IDR_213_596",0.268393523684418
"O43313_IDR_89_130",0.235525147400687
"O43424_IDR_860_921",0.505840763464283
"O43424_IDR_957_1007",0.494159236535717
"O43426_IDR_1485_1573",0.533501240799201
"O43426_IDR_975_1483",0.466498759200799
"O43432_IDR_1002_1216",0.494092627320819
"O43432_IDR_1_721",0.505907372679181
"O43435_IDR_1_105",0.484546491139352
"O43435_IDR_306_364",0.515453508860648
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.311109613485779
"Q6ZW31_IDR_604_650",0.326512326434848
"Q6ZW31_IDR_667_701",0.362378060079373
"Q6ZW49_IDR_188_587",0.47789707282918
"Q6ZW49_IDR_830_861",0.52210292717082
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.340227540676958
"Q6ZWB6_IDR_152_205",0.33076038725426
"Q6ZWB6_IDR_324_432",0.329012072068782
"Q6ZWE6_IDR_1_109",0.348067207243471
"Q6ZWE6_IDR_111_205",0.319790745021203
"Q6ZWE6_IDR_316_355",0.332142047735326
"Q6ZWH5_IDR_40_74",0.506597109979222
"Q6ZWH5_IDR_796_965",0.493402890020778
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.512403065340964
"Q70CQ3_IDR_361_416",0.487596934659036
"Q70CQ4_IDR_1_122",0.502474354565286
"Q70CQ4_IDR_769_1352",0.497525645434714
"Q70E73_IDR_1_64",0.351424483374612
"Q70E73_IDR_524_1207",0.318396123079058
"Q70E73_IDR_96_241",0.330179393546329
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.475867375760665
"Q70EK9_IDR_313_356",0.524132624239335
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.46692074240946
"Q70EL2_IDR_386_615",0.53307925759054
"Q70EL4_IDR_1_88",0.484657837914901
"Q70EL4_IDR_740_1123",0.515342162085099
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.49453458423994
"Q70SY1_IDR_397_505",0.50546541576006
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.502617195608836
"Q71SY5_IDR_545_747",0.497382804391164
"Q75N03_IDR_1_69",0.518063916125818
"Q75N03_IDR_191_491",0.481936083874182
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.499621039074119
"Q75VX8_IDR_350_795",0.500378960925881
"Q75WM6_IDR_1_62",0.512602589651096
"Q75WM6_IDR_85_255",0.487397410348904
"Q765P7_IDR_137_199",0.518212666510494
"Q765P7_IDR_250_747",0.481787333489506
"Q76FK4_IDR_157_192",0.227050893918039
"Q76FK4_IDR_196_797",0.323412773812024
"Q76FK4_IDR_800_1108",0.234100830344685
"Q76FK4_IDR_90_149",0.215435501925252
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.315487501316818
"Q7KZ85_IDR_482_518",0.361660926949729
"Q7KZI7_IDR_1_46",0.526058363880503
"Q7KZI7_IDR_366_696",0.473941636119497
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.499797055906306
"Q7L014_IDR_786_866",0.500202944093694
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.510305102935931
"Q7L190_IDR_1_82",0.489694897064069
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.511838905125864
"Q7L1W4_IDR_61_136",0.488161094874135
"Q7L2E3_IDR_1_40",0.498818677039242
"Q7L590_IDR_424_723",0.451738065117744
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.420773067808001
"Q7L5N7_IDR_510_544",0.579226932191999
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.369454044780085
"Q7L7X3_IDR_547_595",0.332865038463402
"Q7L7X3_IDR_851_1001",0.297680916756513
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.493375711840189
"Q7L8A9_IDR_306_357",0.506624288159811
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.5415941124489
"Q7L8J4_IDR_276_393",0.4584058875511
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.483512926998839
"Q7RTS1_IDR_140_177",0.528237533111316
"O43491_IDR_1_82",0.344530436940078
"O43491_IDR_521_948",0.336682672819027
"O43491_IDR_84_213",0.318786890240894
"O43497_IDR_1_49",0.206191120310343
"O43526_IDR_368_547",0.265428354645803
"O43526_IDR_551_639",0.254966105869466
"O43526_IDR_648_872",0.243076205631168
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.323816166511082
"O43541_IDR_16_120",0.318532685282253
"O43541_IDR_284_315",0.357651148206664
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.321766489073641
"O43561_IDR_170_201",0.338324826102051
"O43561_IDR_225_262",0.339908684824309
"O43566_IDR_191_299",0.31094284802931
"O43566_IDR_22_57",0.344661255764237
"O43566_IDR_446_566",0.344395896206453
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.32612206629318
"O43614_IDR_258_297",0.487381648109225
"O43614_IDR_386_444",0.512618351890775
"O43615_IDR_1_59",0.486907209251547
"O43615_IDR_83_230",0.513092790748453
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.452886837530204
"O43815_IDR_66_445",0.547113162469796
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.491865881561453
"O43823_IDR_543_692",0.508134118438547
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.487547712501697
"O43847_IDR_134_207",0.512452287498303
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.524372143904463
"O43889_IDR_244_336",0.475627856095537
"O43896_IDR_385_434",0.356190592996777
"O43918_IDR_238_295",0.246307691258423
"O43918_IDR_343_430",0.247192746571625
"O43918_IDR_474_508",0.266204181932595
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.366096742526393
"O43933_IDR_183_240",0.34380341320331
"O43933_IDR_343_378",0.290099844270297
"O60216_IDR_396_564",0.450924635533337
"O60216_IDR_97_331",0.549075364466663
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.504544191123471
"O60231_IDR_72_223",0.495455808876529
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.478265593881374
"O60237_IDR_896_930",0.521734406118626
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.478470693294535
"O60239_IDR_252_435",0.521529306705465
"O60240_IDR_107_186",0.354642191106182
"O60266_IDR_1_45",0.487785848275854
"O60266_IDR_498_583",0.512214151724146
"O60268_IDR_1_89",0.350275266362776
"O60268_IDR_251_286",0.329380174404573
"O60268_IDR_317_347",0.320344559232651
"O60269_IDR_1_379",0.488012833990478
"O60269_IDR_396_458",0.511987166009522
"O60271_IDR_517_548",0.191617897006344
"O60271_IDR_562_630",0.178592360859168
"O60271_IDR_69_513",0.239600785502395
"O60271_IDR_718_750",0.192542545133761
"O60271_IDR_804_910",0.197646411498331
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.158140563481035
"O60281_IDR_2119_2168",0.143607586663877
"O60281_IDR_2282_2363",0.125584297577751
"O60281_IDR_2433_2576",0.151882732385321
"O60281_IDR_2602_2639",0.121080581036022
"O60281_IDR_460_751",0.135670676500974
"O60281_IDR_812_1369",0.16403356235502
"O60296_IDR_562_837",0.186889906073025
"O60296_IDR_848_914",0.192847276254862
"O60299_IDR_11_353",0.509866492349914
"O60299_IDR_363_673",0.490133507650086
"O60303_IDR_1147_1198",0.205501027491163
"O60303_IDR_1_33",0.196848038902632
"O60303_IDR_152_467",0.202754675684023
"O60303_IDR_626_963",0.204213973695008
"O60303_IDR_79_150",0.190682284227174
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.333799065895867
"O60307_IDR_1_172",0.331578725123999
"O60307_IDR_679_945",0.334622208980134
"O60308_IDR_158_201",0.27353341827698
"O60308_IDR_259_418",0.240336948401278
"O60308_IDR_685_743",0.25193229124807
"O60308_IDR_871_925",0.234197342073671
"O60309_IDR_1047_1086",0.177989101286595
"O60309_IDR_1_869",0.172500878043084
"O60333_IDR_1205_1244",0.167092190566517
"O60333_IDR_1521_1588",0.158641479685461
"O60333_IDR_1592_1682",0.172030193109778
"O60333_IDR_705_735",0.171793290630921
"O60333_IDR_912_957",0.168225093326335
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.344410057336074
"O60343_IDR_237_352",0.347610678466588
"O60343_IDR_525_874",0.307979264197338
"O60346_IDR_1431_1511",0.336335590142599
"O60346_IDR_1_462",0.302700285180874
"O60346_IDR_1575_1636",0.360964124676527
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.368826884233686
"O60481_IDR_1_186",0.476061649137531
"O60481_IDR_405_461",0.523938350862469
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.458400025008023
"O60502_IDR_395_550",0.541599974991977
"O60503_IDR_1248_1353",0.356156200729042
"O60503_IDR_1_78",0.288263003346209
"O60503_IDR_579_713",0.355580795924749
"O60504_IDR_1_382",0.501866156554498
"O60504_IDR_522_611",0.498133843445502
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.502981001506359
"O60508_IDR_201_238",0.497018998493641
"O60512_IDR_1_71",0.498074059484376
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.268288914604197
"O60610_IDR_1208_1272",0.245550314782626
"O60610_IDR_1_85",0.242859764698352
"O60610_IDR_505_766",0.243301005914825
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.332688513605406
"O60658_IDR_329_386",0.321619836025092
"O60658_IDR_429_481",0.345691650369502
"O60663_IDR_13_48",0.333678553810355
"O60663_IDR_176_237",0.317862316210584
"O60663_IDR_269_388",0.348459129979061
"O60664_IDR_1_35",0.499761057956402
"O60664_IDR_69_172",0.500238942043598
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.169161968252171
"O60673_IDR_2014_2182",0.216598661091837
"O60673_IDR_274_307",0.188456356571038
"O60673_IDR_310_974",0.257859987291059
"O60741_IDR_1_90",0.533237899343256
"O60741_IDR_595_890",0.466762100656744
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.500066726569716
"O60759_IDR_173_359",0.499933273430284
"O60763_IDR_675_790",0.547635379278929
"O60763_IDR_930_962",0.452364620721071
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.332721213291544
"O60784_IDR_303_415",0.369572848483592
"O60784_IDR_450_492",0.297705938224865
"O60806_IDR_1_37",0.366949536572719
"O60806_IDR_251_318",0.310096305145673
"O60806_IDR_321_420",0.322954158281609
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.19541691528056
"O60885_IDR_459_666",0.210996389987417
"O60885_IDR_676_1201",0.19439607260462
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.500600168632648
"O60902_IDR_161_331",0.499399831367352
"O60907_IDR_1_37",0.501750454045096
"O60907_IDR_146_210",0.498249545954904
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.321824770418394
"O75037_IDR_401_480",0.368196073740158
"O75037_IDR_490_970",0.309979155841448
"O75038_IDR_1382_1416",0.320361612932419
"O75038_IDR_475_618",0.40182580975746
"O75038_IDR_886_1379",0.277812577310121
"O75044_IDR_170_229",0.195665010274478
"O75044_IDR_415_457",0.196731516819723
"O75044_IDR_463_501",0.221145703579035
"O75044_IDR_694_755",0.209282268075849
"O75044_IDR_785_1071",0.177175501250916
"O75052_IDR_172_347",0.461177117566738
"O75052_IDR_361_506",0.538822882433262
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.472412965998139
"O75056_IDR_412_442",0.527587034001861
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.46922418740721
