"","GO0051276_chromosome_organization"
"Q9UBK2_IDR_1_57",0.522278264546488
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.336689312953698
"Q9UBL0_IDR_241_633",0.212970162360047
"Q9UBL0_IDR_643_683",0.227372210963659
"Q9UBL0_IDR_689_812",0.222968313722596
"Q9UBL3_IDR_1_98",0.500873685671768
"Q9UBS0_IDR_401_482",0.551828367121786
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.449296888497725
"Q9UBS9_IDR_458_1224",0.550703111502275
"Q9UBT2_IDR_201_232",0.451060887484509
"Q9UBT2_IDR_549_636",0.548939112515491
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.328450657401046
"Q9UBT6_IDR_651_772",0.31364534590203
"Q9UBT6_IDR_813_861",0.357903996696924
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.519190640364311
"Q9UBU7_IDR_1_42",0.238898543600312
"Q9UBU6_IDR_182_238",0.480809359635689
"Q9UBU7_IDR_97_138",0.181208098605479
"Q9UBZ9_IDR_146_344",0.244155243724481
"Q9UBZ9_IDR_827_942",0.244790300120102
"Q9UBZ9_IDR_944_1151",0.511054456155417
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.515068298399393
"Q9UD57_IDR_184_260",0.484931701600606
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.339928058250231
"Q9UDT6_IDR_1_73",0.348288855461524
"Q9UDT6_IDR_957_1046",0.311783086288245
"Q9UDV6_IDR_1_33",0.50812645208659
"Q9UDV6_IDR_186_315",0.49187354791341
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.324867657297901
"Q9UDY2_IDR_386_504",0.356966333921684
"Q9UDY2_IDR_891_1184",0.318166008780415
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.269307117740086
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.201710033971096
"Q9UFD9_IDR_1199_1449",0.189337462897585
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.186229611501895
"Q9UFD9_IDR_534_571",0.20823659862603
"Q9UFD9_IDR_685_828",0.214486293003393
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.320976687033129
"Q9UGI0_IDR_174_244",0.337759616523305
"Q9UGI0_IDR_40_85",0.341263696443566
"Q9UGI6_IDR_1_220",0.301194438283203
"Q9UGI6_IDR_222_267",0.371563773751867
"Q9UGI6_IDR_694_731",0.32724178796493
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.501412029571578
"Q9UGU0_IDR_1_1628",0.314032005304044
"Q9UGU0_IDR_1655_1695",0.342590706002804
"Q9UGU0_IDR_1710_1841",0.343377288693152
"Q9UGU5_IDR_1_413",0.566898693790682
"Q9UGU5_IDR_448_518",0.433101306209318
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.536406749258991
"Q9UH99_IDR_207_329",0.463593250741009
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.477211015443277
"Q9UHB6_IDR_449_731",0.522788984556723
"Q9UHB7_IDR_1_925",0.615736180307818
"Q9UHB7_IDR_1036_1082",0.384263819692182
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.536368447131174
"Q9UHC1_IDR_614_1038",0.463631552868826
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.463681862174517
"Q9UHC6_IDR_1290_1331",0.536318137825483
"Q9UHC7_IDR_109_173",0.33763114718568
"Q9UHC7_IDR_1_57",0.312147414302887
"Q9UHC7_IDR_176_213",0.350221438511433
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.516613536783928
"Q9UHF4_IDR_409_441",0.483386463216072
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.266695475206217
"Q9UHF7_IDR_461_516",0.263226558363745
"Q9UHF7_IDR_566_613",0.236645800500082
"Q9UHL9_IDR_430_561",0.252033976713123
"Q9UHL9_IDR_649_705",0.251342136538808
"Q9UHL9_IDR_887_934",0.257624660536802
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.31969090445137
"Q9UHP3_IDR_59_91",0.342776037781173
"Q9UHP3_IDR_709_799",0.337533057767456
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.470075123820453
"Q9UHR4_IDR_374_494",0.529924876179547
"Q9UHR5_IDR_1_106",0.506004588686477
"Q9UHR5_IDR_209_295",0.493995411313523
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.510571806388818
"Q9UI33_IDR_1754_1791",0.175745748636778
"Q9UI33_IDR_921_994",0.207792676469969
"Q9UI36_IDR_1_182",0.31322491480081
"Q9UI36_IDR_281_605",0.301696716850112
"Q9UI36_IDR_675_750",0.385078368349078
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.301969840117789
"Q9UI46_IDR_1_39",0.289733356577464
"Q9UI46_IDR_237_285",0.408296803304747
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.179768584787142
"Q9UIF8_IDR_1403_1701",0.117840351908129
"Q9UIF8_IDR_1_739",0.146336223975516
"Q9UIF8_IDR_848_886",0.123474437077815
"Q9UIF8_IDR_957_1015",0.104569262320711
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.339284031803808
"Q9UIU6_IDR_197_237",0.346945911849704
"Q9UIU6_IDR_273_781",0.313770056346489
"Q9UIW0_IDR_1_107",0.518868427630092
"Q9UIW0_IDR_152_183",0.481131572369908
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.442989865341456
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.490786858018615
"Q9UJJ9_IDR_269_305",0.509213141981385
"Q9UJK0_IDR_1_53",0.48023503818988
"Q9UJK0_IDR_226_302",0.51976496181012
"Q9UJL9_IDR_128_275",0.487885771112848
"Q9UJL9_IDR_26_64",0.512114228887152
"Q9UJM3_IDR_1_173",0.331159899045329
"Q9UJM3_IDR_175_373",0.315525451739518
"Q9UJM3_IDR_416_462",0.353314649215153
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.460120413564093
"Q9UJQ4_IDR_1_101",0.539879586435907
"Q9UJT2_IDR_1_366",0.341321013350316
"Q9UJT2_IDR_368_491",0.320678901980568
"Q9UJT2_IDR_518_592",0.338000084669116
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.557129845053408
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.309870088669632
"Q9UKD1_IDR_315_423",0.349468288744286
"Q9UKD1_IDR_43_85",0.340661622586082
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.495853970704475
"Q9UKF5_IDR_699_820",0.504146029295525
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.474879073985955
"Q9UKG1_IDR_464_496",0.525120926014045
"Q9UKP3_IDR_307_347",0.512880407746411
"Q9UKP3_IDR_65_113",0.487119592253589
"Q9UKP4_IDR_1270_1320",0.24450173835415
"Q9UKP4_IDR_1_38",0.241784648693682
"Q9UKP4_IDR_188_237",0.285885097867281
"Q9UKP4_IDR_999_1261",0.227828515084887
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.51062947204278
"Q9UKP6_IDR_331_389",0.48937052795722
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.519825326324211
"Q9UL17_IDR_317_520",0.480174673675789
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.356394420508688
"Q9UL36_IDR_764_808",0.322471351577927
"Q9UL36_IDR_814_916",0.321134227913385
"Q9ULD2_IDR_1237_1270",0.185999281942338
"Q9ULD4_IDR_392_470",0.405538700522356
"Q9ULD4_IDR_68_110",0.255464076443618
"Q9ULD4_IDR_757_1062",0.338997223034026
"Q9ULD5_IDR_1_194",0.487911518802006
"Q9ULD5_IDR_336_544",0.512088481197994
"Q9ULD6_IDR_1_50",0.300648122725232
"Q9ULD6_IDR_665_774",0.364066454882586
"Q9ULD6_IDR_75_150",0.335285422392183
"Q9ULD8_IDR_135_194",0.546906407445014
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.246444789000327
"Q9ULI4_IDR_1_334",0.25572218293195
"Q9ULI4_IDR_724_790",0.267308273573731
"Q9ULI4_IDR_795_1018",0.230524754493991
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.355893517425934
"Q9ULJ3_IDR_866_907",0.348295953615764
"Q9ULJ3_IDR_947_1012",0.295810528958302
"Q9ULL1_IDR_1286_1346",0.161103310781983
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.3281716363352
"Q9ULM0_IDR_137_571",0.31187193665603
"Q9ULM0_IDR_28_93",0.35995642700877
"Q9ULM3_IDR_117_199",0.420014380459164
"Q9ULM3_IDR_335_1139",0.579985619540836
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.490612174805274
"Q9ULQ0_IDR_301_432",0.509387825194726
"Q9ULQ1_IDR_1_66",0.506739949996712
"Q9ULQ1_IDR_783_816",0.493260050003288
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.372329645214132
"Q9ULR3_IDR_1_35",0.322992554020732
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.522711239582568
"Q9ULV5_IDR_197_492",0.477288760417432
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.48668145812508
"Q9ULW2_IDR_540_581",0.51331854187492
"Q9ULW3_IDR_1_41",0.51262661285754
"Q9ULW3_IDR_191_245",0.48737338714246
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.548509939167764
"Q9ULW6_IDR_1_94",0.451490060832236
"Q9ULX3_IDR_104_204",0.51185011753386
"Q9ULX3_IDR_376_412",0.48814988246614
"Q9ULX5_IDR_17_50",0.49226396804828
"Q9ULX5_IDR_97_129",0.50773603195172
"Q9ULX6_IDR_1_383",0.337108258981809
"Q9ULX6_IDR_427_476",0.284939424196207
"Q9ULX6_IDR_545_646",0.377952316821984
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.327334504302684
"Q9UMD9_IDR_374_463",0.359979392899464
"Q9UMD9_IDR_471_1497",0.312686102797852
"Q9UMN6_IDR_1_1166",0.636992239878102
"Q9UMN6_IDR_1810_2409",0.363007760121898
"Q9UMQ3_IDR_1_181",0.497495741303068
"Q9UMQ3_IDR_183_279",0.502504258696932
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.473308814008819
"Q9UNA0_IDR_200_255",0.526691185991181
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.486584964904561
"Q9UNA4_IDR_442_700",0.513415035095439
"Q9UNE0_IDR_1_70",0.448925656916838
"Q9UNE0_IDR_91_333",0.551074343083162
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.338337833412878
"Q9UP95_IDR_941_1017",0.339812745565363
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.48479382695977
"Q9UPC5_IDR_346_381",0.51520617304023
"Q9UPE1_IDR_1_57",0.471526203640659
"Q9UPE1_IDR_240_401",0.528473796359341
"Q9UPG8_IDR_1_67",0.53192334088965
"Q9UPG8_IDR_225_496",0.46807665911035
"Q9UPI3_IDR_1_74",0.466595821147409
"Q9UPR6_IDR_12_446",0.281706796326492
"Q9UPR6_IDR_542_588",0.285230835184199
"Q9UPR6_IDR_904_939",0.433062368489309
"Q9UPS6_IDR_1767_1805",0.257917166456482
"Q9UPS6_IDR_199_742",0.224163292855018
"Q9UPS6_IDR_904_1667",0.5179195406885
"Q9UPS8_IDR_1_35",0.285256655884905
"Q9UPS8_IDR_201_707",0.456911962086412
"Q9UPS8_IDR_835_917",0.257831382028682
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.315503646255715
"Q9UPW5_IDR_1149_1226",0.44923638998145
"Q9UPW5_IDR_349_617",0.55076361001855
"Q9UPW6_IDR_1_55",0.213048813702788
"Q9UPW6_IDR_187_223",0.209843870994593
"Q9UPW6_IDR_231_537",0.178827933481001
"Q9UPW6_IDR_550_618",0.197210545543326
"Q9UPW6_IDR_666_733",0.201068836278292
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.377343375752098
"Q9UQ16_IDR_598_651",0.332723546501237
"Q9UQ16_IDR_749_869",0.289933077746664
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.47293666673371
"Q9UQB3_IDR_1_543",0.28980508000879
"Q9UQ90_IDR_765_795",0.52706333326629
"Q9UQB3_IDR_1040_1155",0.330163414287152
"Q9UQB3_IDR_784_827",0.380031505704059
"Q9UQB8_IDR_128_196",0.280839478256747
"Q9UQB8_IDR_249_395",0.22952476408192
"Q9UQB8_IDR_433_517",0.233291365988607
"Q9UQB8_IDR_522_552",0.256344391672725
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.244365314993981
"Q9Y210_IDR_792_850",0.537671811710229
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.241250440223159
"Q9Y222_IDR_414_491",0.177050712066773
"Q9Y222_IDR_515_571",0.184694099531691
"Q9Y222_IDR_575_690",0.201857562432758
"Q9Y222_IDR_710_760",0.195147185745618
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.310083252297988
"Q9Y228_IDR_203_233",0.347234014084932
"Q9Y228_IDR_331_551",0.342682733617079
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.322932180608981
"Q9Y232_IDR_1_57",0.342120315445035
"Q9Y232_IDR_298_336",0.334947503945984
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.285951880268218
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.473312804919333
"Q9Y2B5_IDR_87_149",0.526687195080667
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.36572855024778
"Q9Y2G1_IDR_843_1007",0.315169316398811
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.56966446973094
"Q9Y2G4_IDR_516_660",0.43033553026906
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.524550342791973
"Q9Y2G8_IDR_718_749",0.475449657208027
"Q9Y2G9_IDR_160_197",0.338083861664788
"Q9Y2G9_IDR_616_677",0.379759943209477
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.417046229395131
"Q9Y2J2_IDR_409_1087",0.582953770604869
"Q9Y2J4_IDR_1_431",0.456866575288241
"Q9Y2J4_IDR_468_770",0.543133424711759
"Q9Y2K2_IDR_1_57",0.322924134988954
"Q9Y2K1_IDR_114_344",0.476216996120545
"Q9Y2K1_IDR_348_413",0.523783003879455
"Q9Y2K2_IDR_319_349",0.372949451092738
"Q9Y2K2_IDR_389_1288",0.304126413918307
"Q9Y2Q0_IDR_1100_1130",0.489947596797325
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.508848518008494
"Q9Y2T7_IDR_1_85",0.491151481991506
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.538704859255237
"Q9Y3R0_IDR_1088_1128",0.197797621136908
"Q9Y3R0_IDR_933_993",0.204927930677965
"Q9Y3R5_IDR_1031_1215",0.31860888410403
"Q9Y3R5_IDR_1849_1892",0.297630319568565
"Q9Y3R5_IDR_545_683",0.383760796327404
"Q9Y3S1_IDR_1316_2297",0.252355265385971
"Q9Y3S1_IDR_1_47",0.229260803487753
"Q9Y3S1_IDR_50_184",0.290825358924868
"Q9Y3S1_IDR_544_1314",0.227558572201408
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.500562662674058
"A0A0A6YYL3_IDR_325_492",0.499437337325942
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.518854176576368
"A0A1B0GTZ2_IDR_225_276",0.481145823423632
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.518893497643663
"A0A1B0GVG6_IDR_91_124",0.481106502356337
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.490622205638771
"A0A1B0GVM6_IDR_56_89",0.509377794361229
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.246217148259856
"Q6ZMI3_IDR_137_297",0.544368263893503
"Q6ZMI3_IDR_58_107",0.455631736106497
"Q6ZMJ2_IDR_1_121",0.49833742680991
"Q6ZMJ2_IDR_291_384",0.50166257319009
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.491366394770481
"Q6ZMN7_IDR_490_1003",0.508633605229519
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.482761203961856
"Q6ZMP0_IDR_534_616",0.517238796038144
"Q6ZMQ8_IDR_1253_1297",0.358460725675253
"Q6ZMQ8_IDR_415_531",0.31703117946313
"Q6ZMQ8_IDR_536_1190",0.324508094861616
"Q6ZMS7_IDR_1_38",0.465091274053423
"Q6ZMS7_IDR_183_281",0.534908725946577
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.444484459176097
"Q6ZN04_IDR_382_514",0.310727504149207
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.301099599249465
"Q6ZN16_IDR_1_57",0.294972364823328
"Q6ZN16_IDR_911_1007",0.403928035927207
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.518938580953194
"Q6ZN18_IDR_351_397",0.481061419046806
"Q6ZNJ1_IDR_1298_1436",0.442380031884181
"Q6ZNJ1_IDR_1858_1915",0.557619968115819
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.477502311464151
"Q6ZNM6_IDR_55_116",0.522497688535849
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.375363712840081
"Q6ZP65_IDR_269_463",0.303503461279489
"Q6ZP65_IDR_508_573",0.32113282588043
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.116440765518405
"Q6ZRS2_IDR_2213_2316",0.154506748634374
"Q6ZRS2_IDR_2323_3230",0.192035410080285
"Q6ZRS2_IDR_953_1312",0.118138724310219
"Q6ZRS4_IDR_1_136",0.505887538194429
"Q6ZRS4_IDR_221_1044",0.494112461805571
"Q6ZRT6_IDR_147_265",0.459130202223369
"Q6ZRT6_IDR_1_53",0.540869797776631
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.247072154062376
"Q6ZSY5_IDR_207_237",0.247024455515011
"Q6ZSY5_IDR_290_528",0.242559634762689
"Q6ZSY5_IDR_63_102",0.263343755659923
"Q6ZSZ5_IDR_1104_1360",0.255508891711474
"Q6ZSZ5_IDR_1_402",0.238452283386034
"Q6ZSZ5_IDR_892_992",0.254694136288205
"Q6ZSZ5_IDR_997_1044",0.251344688614287
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.323027192810387
"Q6ZU64_IDR_1564_1597",0.303813204421194
"Q6ZU64_IDR_1715_1829",0.380335873815024
"Q6ZU64_IDR_97_136",0.315850921763782
"Q6ZU65_IDR_19_123",0.191138366349076
"Q6ZU65_IDR_249_443",0.35761215023051
"Q6ZU65_IDR_570_600",0.223441853162552
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.227807630257862
"Q6ZU69_IDR_308_372",0.329928652964216
"Q6ZU69_IDR_32_294",0.328779828788449
"Q6ZUJ8_IDR_634_805",0.295638297939709
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.245982849759511
"Q6ZUM4_IDR_446_494",0.251538628932103
"Q6ZUM4_IDR_617_665",0.2717108561121
"Q6ZUM4_IDR_70_259",0.230767665196286
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.603625681335786
"Q6ZUT1_IDR_33_96",0.396374318664214
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.200318024370409
"Q6ZUT9_IDR_140_177",0.200160456533198
"Q6ZUT9_IDR_410_442",0.202011696861383
"Q6ZUT9_IDR_602_728",0.192462821722819
"Q6ZUT9_IDR_811_850",0.205047000512192
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.351115587017253
"Q6ZV29_IDR_1_95",0.33524785334761
"Q6ZV29_IDR_303_448",0.313636559635137
"Q6ZVM7_IDR_466_507",0.337719098467189
"Q6ZVT0_IDR_1_153",0.514827708267276
"Q6ZVT0_IDR_570_673",0.485172291732724
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.286833408230725
"A0AVK6_IDR_212_263",0.236995513326517
"A0AVK6_IDR_351_867",0.250150577153813
"A0AVK6_IDR_69_110",0.226020501288945
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.473857796049978
"A0FGR9_IDR_589_736",0.526142203950022
"A1L443_IDR_407_756",0.352905918357787
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.527265777003034
"A1L4H1_IDR_951_1468",0.472734222996966
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.415742309804558
"A1X283_IDR_428_849",0.584257690195442
"A2RUB6_IDR_914_948",0.423518262498589
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.338944444762649
"A3KN83_IDR_682_840",0.661055555237351
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.332233354274434
"A4D263_IDR_211_245",0.354802811037714
"A4D263_IDR_379_415",0.312963834687852
"A4D2H0_IDR_278_319",0.533546190488489
"A4D2H0_IDR_330_675",0.466453809511511
"A4D2P6_IDR_212_277",0.524457907179344
"A4D2P6_IDR_469_831",0.475542092820656
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.266182777909719
"A4FU28_IDR_278_331",0.258651398319165
"A4FU28_IDR_333_469",0.272405787715143
"A4FU28_IDR_474_698",0.202760036055973
"A5YKK6_IDR_1307_1355",0.349110027252217
"A5YKK6_IDR_683_828",0.321326596613943
"A5YKK6_IDR_998_1072",0.329563376133839
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.336340967144548
"A6NC98_IDR_307_760",0.333409498395326
"A6NC98_IDR_845_983",0.330249534460126
"A6NDD5_IDR_190_221",0.482375481368558
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
