"","GO0006259_DNA_metabolic_process"
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.464581054874019
"Q9BXK1_IDR_27_156",0.535418945125981
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.348007499457217
"Q9BXL6_IDR_392_567",0.325216270882349
"Q9BXL6_IDR_756_803",0.326776229660434
"Q9BXL7_IDR_225_305",0.315254645816349
"Q9BXL7_IDR_424_664",0.36938252702421
"Q9BXL7_IDR_852_916",0.315362827159441
"Q9BXL8_IDR_186_226",0.51343643000381
"Q9BXL8_IDR_80_174",0.48656356999619
"Q9BXM0_IDR_1342_1375",0.299828256309646
"Q9BXM0_IDR_1_43",0.311536311040149
"Q9BXM0_IDR_45_233",0.388635432650205
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.154167594067001
"Q9BXT5_IDR_1_469",0.143851566948453
"Q9BXT5_IDR_2264_2514",0.202736615726103
"Q9BXT5_IDR_2563_2596",0.148418413470758
"Q9BXT5_IDR_473_775",0.142232108711121
"Q9BXT5_IDR_782_1040",0.208593701076565
"Q9BXT8_IDR_1104_1169",0.343067689078039
"Q9BXT8_IDR_1360_1397",0.327060478639296
"Q9BXT8_IDR_309_399",0.329871832282665
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.452641125501642
"Q9BXU1_IDR_976_1018",0.547358874498358
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.51210119992157
"Q9BXU7_IDR_731_820",0.48789880007843
"Q9BY12_IDR_745_899",0.268868370637103
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.301005456274184
"Q9BY66_IDR_1411_1539",0.351884927300659
"Q9BY66_IDR_174_310",0.347109616425158
"Q9BY67_IDR_335_376",0.487206714092378
"Q9BY67_IDR_398_442",0.512793285907622
"Q9BY76_IDR_1_109",0.435201244910064
"Q9BY76_IDR_115_180",0.564798755089936
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.435758801792339
"Q9BY84_IDR_561_654",0.564241198207661
"Q9BY89_IDR_1_31",0.485328738225788
"Q9BY89_IDR_37_1789",0.514671261774212
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.493471986608769
"Q9BYM8_IDR_243_277",0.506528013391231
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.53794997951446
"Q9BYP7_IDR_486_1800",0.46205002048554
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.235608176485623
"Q9BYW2_IDR_1_1069",0.197668752723478
"Q9BYW2_IDR_1829_2147",0.22190840968925
"Q9BYW2_IDR_2311_2388",0.171450155461816
"Q9BYW2_IDR_2421_2468",0.173364505639833
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.319154086967146
"Q9BYX2_IDR_145_329",0.341926802535728
"Q9BYX2_IDR_384_454",0.338919110497126
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.585426917366938
"Q9BZE3_IDR_286_327",0.414573082633062
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.635542750106157
"Q9BZE9_IDR_495_553",0.364457249893843
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.517404528638423
"Q9BZJ7_IDR_311_368",0.482595471361577
"Q9BZJ8_IDR_1_40",0.324862416032891
"Q9BZJ8_IDR_246_282",0.352543389741081
"Q9BZJ8_IDR_364_451",0.322594194226029
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.232049827414258
"Q9BZL6_IDR_190_250",0.280234996785334
"Q9BZL6_IDR_316_378",0.25186091204243
"Q9BZL6_IDR_848_878",0.235854263757978
"Q9BZM3_IDR_14_204",0.47197357840678
"Q9BZM3_IDR_254_304",0.52802642159322
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.536569631785705
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.56628551901312
"Q9C086_IDR_78_267",0.43371448098688
"Q9C091_IDR_1088_1225",0.295075313544496
"Q9C091_IDR_241_368",0.387905822964815
"Q9C091_IDR_51_102",0.31701886349069
"Q9C093_IDR_1197_1327",0.221763039839751
"Q9C093_IDR_1663_1709",0.175213383198261
"Q9C093_IDR_257_290",0.168168568883409
"Q9C093_IDR_608_681",0.199010195234347
"Q9C093_IDR_890_1004",0.235844812844232
"Q9C098_IDR_21_345",0.513525812647951
"Q9C098_IDR_617_648",0.486474187352049
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.243900968301862
"Q9C0B9_IDR_207_351",0.226666749976154
"Q9C0B9_IDR_403_435",0.258178782439244
"Q9C0B9_IDR_464_1021",0.271253499282741
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.191502398261725
"Q9C0C7_IDR_250_310",0.201213855123752
"Q9C0C7_IDR_312_649",0.190644597458874
"Q9C0C7_IDR_665_726",0.212795186770453
"Q9C0C7_IDR_737_805",0.203843962385196
"Q9C0C9_IDR_1155_1249",0.272205673170733
"Q9C0C9_IDR_1_55",0.175517823902372
"Q9C0C9_IDR_399_537",0.346970296325346
"Q9C0C9_IDR_712_920",0.205306206601549
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.211744595024752
"Q9C0F1_IDR_289_390",0.476255416042041
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.488613822837887
"Q9C0H9_IDR_264_1183",0.511386177162113
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.494617091667231
"Q9C0I9_IDR_179_441",0.505382908332769
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.337806205969737
"Q9C0J8_IDR_408_507",0.358362330728961
"Q9C0J8_IDR_511_1336",0.303831463301302
"Q9C0J9_IDR_1_48",0.416117161745169
"Q9C0J9_IDR_175_482",0.58388283825483
"Q9C0K0_IDR_1_824",0.46912083316991
"Q9C0K0_IDR_858_894",0.53087916683009
"Q9GZR2_IDR_80_195",0.532806622081371
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.22033481941991
"Q9GZR7_IDR_62_190",0.532639547306918
"Q9GZR7_IDR_812_859",0.247025633273172
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.243670780560109
"Q9GZU2_IDR_1305_1386",0.260162823802661
"Q9GZU2_IDR_1_34",0.252652149671038
"Q9GZU2_IDR_1417_1478",0.243514245966192
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.495902337534167
"Q9GZV3_IDR_520_580",0.504097662465833
"Q9H009_IDR_142_177",0.504279552261879
"Q9H009_IDR_1_74",0.495720447738121
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.515857113308961
"Q9H019_IDR_74_143",0.484142886691039
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.498416567900529
"Q9H063_IDR_52_83",0.501583432099471
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.171523371607048
"Q9H0E7_IDR_167_291",0.47106982233345
"Q9H0E7_IDR_306_373",0.173008317885291
"Q9H0E7_IDR_682_712",0.184398488174211
"Q9H0E9_IDR_133_704",0.353746964016516
"Q9H0E9_IDR_819_854",0.313958030067561
"Q9H0E9_IDR_869_1101",0.332295005915922
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.500348403811577
"Q9H0V9_IDR_1_43",0.438238802039284
"Q9H0V9_IDR_293_348",0.561761197960716
"Q9H0W5_IDR_62_92",0.426827626184755
"Q9H0W5_IDR_99_538",0.573172373815245
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.38098218119539
"Q9H0X9_IDR_249_362",0.323724498962037
"Q9H161_IDR_236_411",0.327415055493394
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.334156876204685
"Q9H171_IDR_344_400",0.325026199409932
"Q9H171_IDR_72_104",0.340816924385383
"Q9H172_IDR_1_43",0.485259950880122
"Q9H172_IDR_333_364",0.514740049119878
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.251928106989775
"Q9H175_IDR_1_63",0.255642974977779
"Q9H175_IDR_281_371",0.23600076531083
"Q9H175_IDR_425_543",0.256428152721616
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.221706283578114
"Q9H1A4_IDR_674_704",0.272200052292206
"Q9H1A4_IDR_715_746",0.244553676023056
"Q9H1A4_IDR_988_1019",0.261539988106624
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.453730129046679
"Q9H1K0_IDR_472_732",0.304813485439938
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.538152087911811
"Q9H1M3_IDR_70_183",0.461847912088189
"Q9H1P3_IDR_1_59",0.454351408127103
"Q9H1P3_IDR_319_350",0.545648591872897
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.501620005349223
"Q9H1V8_IDR_646_711",0.498379994650777
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.413421364293081
"Q9H1Y3_IDR_330_397",0.586578635706919
"Q9H1Z8_IDR_109_148",0.49879281300737
"Q9H1Z8_IDR_1_31",0.50120718699263
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.503617194430666
"Q9H2C1_IDR_298_345",0.496382805569334
"Q9H2D6_IDR_1_2115",0.525707007558846
"Q9H2D6_IDR_2151_2188",0.474292992441154
"Q9H2F5_IDR_276_439",0.52343210063683
"Q9H2F5_IDR_471_836",0.47656789936317
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.436108681984576
"Q9H2G2_IDR_313_796",0.563891318015424
"Q9H2G4_IDR_1_210",0.520936278951447
"Q9H2G4_IDR_426_682",0.479063721048553
"Q9H2G9_IDR_1_130",0.63086870233071
"Q9H2G9_IDR_219_321",0.36913129766929
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.497299292853814
"Q9H2W2_IDR_136_220",0.500999961798872
"Q9H2W2_IDR_1_91",0.499000038201128
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.506624349987808
"Q9H2X6_IDR_536_1061",0.493375650012192
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.339327270325171
"Q9H2X9_IDR_87_120",0.328632826527953
"Q9H2X9_IDR_942_1066",0.332039903146876
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.296075012963119
"Q9H2Y9_IDR_374_412",0.421890875562362
"Q9H2Y9_IDR_763_848",0.28203411147452
"Q9H2Z4_IDR_1_191",0.493994627022197
"Q9H2Z4_IDR_289_342",0.506005372977803
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.436937685720668
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.32541544908372
"Q9H3P7_IDR_22_69",0.324370787556673
"Q9H3P7_IDR_291_363",0.350213763359607
"Q9H3Q1_IDR_1_35",0.328909887782462
"Q9H3Q1_IDR_227_356",0.317786892797542
"Q9H3Q1_IDR_55_199",0.353303219419996
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.229564594566225
"Q9H422_IDR_87_147",0.26497432470522
"Q9H422_IDR_874_1078",0.252798797794278
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.362953352900784
"Q9H461_IDR_344_380",0.310044442363555
"Q9H461_IDR_624_694",0.327002204735661
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.360574729202303
"Q9H4A3_IDR_1262_2382",0.331571348948743
"Q9H4A3_IDR_567_1259",0.307853921848954
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.409377249257305
"Q9H4B4_IDR_337_413",0.590622750742695
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.341035357336839
"Q9H4L5_IDR_164_210",0.310070727559076
"Q9H4L5_IDR_246_512",0.348893915104085
"Q9H4L7_IDR_1_248",0.498970548756724
"Q9H4L7_IDR_292_382",0.501029451243276
"Q9H4M7_IDR_1_46",0.34793330837378
"Q9H4M7_IDR_149_436",0.322563791374452
"Q9H4M7_IDR_473_747",0.329502900251768
"Q9H4Q3_IDR_162_443",0.466107395642689
"Q9H4Q3_IDR_643_707",0.533892604357311
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.497282075211237
"Q9H4S2_IDR_199_264",0.502717924788763
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.226364158463184
"Q9H5I5_IDR_1464_1896",0.13119858257586
"Q9H5I5_IDR_2042_2146",0.133139087524381
"Q9H5I5_IDR_837_904",0.156239094020537
"Q9H5J0_IDR_173_466",0.406577931736995
"Q9H5J0_IDR_521_574",0.593422068263005
"Q9H5J8_IDR_1_74",0.308292817162492
"Q9H5J8_IDR_245_278",0.263317849807493
"Q9H5J8_IDR_85_122",0.428389333030015
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.494194727573407
"Q9H5N1_IDR_305_440",0.505805272426593
"Q9H5P4_IDR_309_391",0.174038821144301
"Q9H5P4_IDR_393_553",0.279066002427986
"Q9H5P4_IDR_679_856",0.194211749293655
"Q9H5P4_IDR_952_1033",0.175285745111933
"Q9H5P4_IDR_9_54",0.177397682022125
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.477605309843896
"Q9H5V7_IDR_1_55",0.522394690156104
"Q9H6B1_IDR_216_263",0.163268112726409
"Q9H6B1_IDR_279_319",0.159316261356035
"Q9H6B1_IDR_327_363",0.150008657013837
"Q9H6B1_IDR_92_201",0.28558008052865
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.487857789552283
"Q9H6E5_IDR_636_759",0.512142210447717
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.537719299482245
"Q9H6X2_IDR_475_564",0.462280700517755
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.495704445277125
"Q9H6Y5_IDR_68_119",0.504295554722875
"Q9H6Z4_IDR_1_384",0.577632796163117
"Q9H6Z4_IDR_514_567",0.422367203836883
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.644764490100262
"Q9H7N4_IDR_1279_1312",0.355235509899738
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.520144425161339
"Q9H7P9_IDR_429_1386",0.479855574838661
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.48287155079727
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.476022473045915
"Q9H841_IDR_333_368",0.523977526954085
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.260873248407694
"Q9H869_IDR_345_375",0.236747289164351
"Q9H869_IDR_392_745",0.251406250592534
"Q9H869_IDR_752_796",0.250973211835421
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.480638635617935
"Q9H8E8_IDR_211_460",0.519361364382065
"Q9H8G2_IDR_1_126",0.623960907518275
"Q9H8G2_IDR_198_361",0.376039092481725
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.184443646744795
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.516276203944052
"Q9H8Y1_IDR_553_618",0.483723796055948
"Q9H8Y5_IDR_120_153",0.276254376916483
"Q9H8Y5_IDR_354_489",0.443638326407947
"Q9H8Y5_IDR_618_681",0.28010729667557
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.426752596230445
"Q9H930_IDR_152_299",0.573247403769555
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.402467939136641
"Q9H967_IDR_60_176",0.597532060863359
"Q9H972_IDR_464_518",0.493166434759285
"Q9H972_IDR_71_300",0.506833565240715
"Q9H981_IDR_1_36",0.496125252404645
"Q9H981_IDR_428_495",0.503874747595355
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.442816484258543
"Q9H9S0_IDR_1_98",0.557183515741457
"Q9H9Y2_IDR_1_52",0.650393747414882
"Q9H9Y2_IDR_84_128",0.349606252585118
"Q9H9Z2_IDR_119_209",0.485198196840501
"Q9H9Z2_IDR_1_36",0.514801803159499
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.496097984951623
"Q9HA90_IDR_91_139",0.503902015048377
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.497794484442291
"Q9HAV5_IDR_66_246",0.502205515557709
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.362186923826271
"Q9HAW4_IDR_1141_1256",0.199536830186408
"Q9HAW4_IDR_1292_1332",0.43827624598732
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.344669518357191
"Q9HAZ2_IDR_216_393",0.333316156383443
"Q9HAZ2_IDR_397_1246",0.322014325259366
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.478227681008799
"Q9HB14_IDR_356_386",0.521772318991201
"Q9HB15_IDR_316_368",0.508883426175528
"Q9HB15_IDR_380_430",0.491116573824472
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.529173525831152
"Q9HBH9_IDR_408_458",0.470826474168848
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.483053817224408
"Q9HBJ7_IDR_565_657",0.249900950846278
"Q9HBJ7_IDR_746_817",0.267045231929314
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.331489225933333
"Q9HBM0_IDR_400_474",0.332488926380447
"Q9HBM0_IDR_498_779",0.33602184768622
"Q9HC44_IDR_427_474",0.517251719364713
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.56038085560661
"Q9HC58_IDR_272_434",0.43961914439339
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.401307780231497
"Q9HC77_IDR_33_949",0.598692219768503
"Q9HC78_IDR_1_65",0.532998653324405
"Q9HC78_IDR_202_498",0.467001346675595
"Q9HC84_IDR_1433_1501",0.199502896039134
"Q9HC84_IDR_1605_1778",0.198210000455572
"Q9HC84_IDR_1884_2304",0.18937757979249
"Q9HC84_IDR_2416_2861",0.206688888972406
"Q9HCE5_IDR_1_110",0.560303136362983
"Q9HCE5_IDR_397_456",0.439696863637017
"Q9HCE6_IDR_1131_1168",0.506172023921231
"Q9HCE6_IDR_1_309",0.493827976078769
"Q9HCE7_IDR_140_234",0.475821723785876
"Q9HCE7_IDR_266_307",0.524178276214124
"Q9HCE9_IDR_1156_1220",0.19051068305041
"Q9HCE9_IDR_1_35",0.17883467429243
"Q9HCE9_IDR_519_653",0.204792089308356
"Q9HCE9_IDR_658_727",0.209251837668911
"Q9HCE9_IDR_882_1143",0.216610715679893
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.484525046312273
"Q9HCG7_IDR_896_927",0.515474953687727
"Q9HCG8_IDR_1_124",0.304858836188972
"Q9HCG8_IDR_408_441",0.285433407574167
"Q9HCG8_IDR_656_908",0.409707756236861
"Q9HCJ5_IDR_129_202",0.341305143100213
"Q9HCJ5_IDR_1_72",0.332258147846803
"Q9HCJ5_IDR_483_513",0.326436709052985
"Q9HCJ6_IDR_1_38",0.515533878714326
"Q9HCJ6_IDR_383_419",0.484466121285674
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.191252722314915
"Q9HCK1_IDR_1862_2007",0.320288918479213
"Q9HCK1_IDR_2065_2354",0.287440891993003
"Q9HCK1_IDR_56_1610",0.20101746721287
"Q9HCK4_IDR_932_972",0.506427139199893
"Q9HCK4_IDR_982_1378",0.493572860800107
"Q9HCK8_IDR_1399_1439",0.19135734128002
"Q9HCK8_IDR_1_662",0.35410103215527
"Q9HCK8_IDR_1663_1736",0.212355518387155
"Q9HCK8_IDR_1967_2581",0.242186108177555
"Q9HCL0_IDR_725_915",0.500820875444719
"Q9HCL0_IDR_952_1083",0.499179124555281
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.535364214763208
"Q9HCU0_IDR_401_687",0.464635785236792
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.429049538481434
"Q9HCU9_IDR_172_205",0.570950461518567
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.312578234845449
"Q9HCX4_IDR_736_775",0.35990209832576
"Q9HCX4_IDR_829_862",0.327519666828791
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.467344177444823
"Q9HD20_IDR_884_948",0.532655822555176
"Q9HD23_IDR_1_81",0.473717220303769
"Q9HD23_IDR_399_443",0.526282779696231
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.524999419717117
"Q9HD67_IDR_947_1167",0.475000580282883
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.673529655959338
"Q9NP64_IDR_93_128",0.326470344040662
"Q9NP66_IDR_1_102",0.545395848380482
"Q9NP66_IDR_181_220",0.454604151619518
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.49819066733661
"Q9NP71_IDR_189_666",0.50180933266339
"Q9NP74_IDR_211_242",0.243414733915433
"Q9NP74_IDR_246_406",0.262585940174454
"Q9NP74_IDR_450_551",0.243393256335892
"Q9NP74_IDR_92_209",0.250606069574222
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.316874505402031
"Q9NP80_IDR_217_286",0.35269436157457
"Q9NP80_IDR_294_353",0.330431133023399
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.551280464053981
"Q9NP85_IDR_352_383",0.448719535946019
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.34347876811137
"Q9NPD5_IDR_649_702",0.339864706665286
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.527411835649819
"Q6PJI9_IDR_344_383",0.346662733034292
"Q6PJI9_IDR_497_528",0.317065182540825
"Q6PJI9_IDR_588_639",0.336272084424883
"Q6PJP8_IDR_1_115",0.467314662375186
"Q6PJP8_IDR_183_409",0.176010813388398
"Q6PJP8_IDR_412_697",0.356674524236416
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.0933333829424868
"Q6Q759_IDR_1143_1219",0.0898851049219326
"Q6Q759_IDR_1324_1379",0.0907736477554538
"Q6Q759_IDR_1926_2028",0.0850880073412898
"Q6Q759_IDR_880_932",0.167104160678427
"Q6Q759_IDR_936_1012",0.138122176442489
"Q6QHK4_IDR_124_161",0.492505307635842
"Q6QHK4_IDR_1_64",0.507494692364158
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.240154681284905
"Q6T4P5_IDR_542_578",0.259699006740221
"Q6T4P5_IDR_606_718",0.251012692295134
"Q6T4R5_IDR_1_1651",1
