"","GO0009889_regulation_of_biosynthetic_process"
"Q9HCK8_IDR_1663_1736",0.185302375246712
"Q9HCK8_IDR_1967_2581",0.346329489127592
"Q9HCL0_IDR_725_915",0.375593953429227
"Q9HCL0_IDR_952_1083",0.624406046570773
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.391856532629147
"Q9HCU0_IDR_401_687",0.608143467370853
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.465040065291544
"Q9HCU9_IDR_172_205",0.534959934708456
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.348572973066321
"Q9HCX4_IDR_736_775",0.34879607745719
"Q9HCX4_IDR_829_862",0.302630949476489
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.536606294123023
"Q9HD20_IDR_884_948",0.463393705876977
"Q9HD23_IDR_1_81",0.442794677023866
"Q9HD23_IDR_399_443",0.557205322976134
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.486089714367397
"Q9HD67_IDR_947_1167",0.513910285632603
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.708726667090328
"Q9NP64_IDR_93_128",0.291273332909672
"Q9NP66_IDR_1_102",0.523438067610047
"Q9NP66_IDR_181_220",0.476561932389953
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.40972566445407
"Q9NP71_IDR_189_666",0.59027433554593
"Q9NP74_IDR_211_242",0.202006164884316
"Q9NP74_IDR_246_406",0.267020463738502
"Q9NP74_IDR_450_551",0.295254583000978
"Q9NP74_IDR_92_209",0.235718788376203
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.34078432150088
"Q9NP80_IDR_217_286",0.335918540127048
"Q9NP80_IDR_294_353",0.323297138372071
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.358413328613098
"Q9NP85_IDR_352_383",0.641586671386902
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.359073305705454
"Q9NPD5_IDR_649_702",0.33016896529285
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.536093983282327
"Q6PJI9_IDR_344_383",0.357248156006369
"Q6PJI9_IDR_497_528",0.355379358051446
"Q6PJI9_IDR_588_639",0.287372485942185
"Q6PJP8_IDR_1_115",0.333309151307855
"Q6PJP8_IDR_183_409",0.342058426199824
"Q6PJP8_IDR_412_697",0.324632422492321
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.102123924985755
"Q6Q759_IDR_1143_1219",0.143513478896858
"Q6Q759_IDR_1324_1379",0.141523454336691
"Q6Q759_IDR_1926_2028",0.103484426738279
"Q6Q759_IDR_880_932",0.101307152721458
"Q6Q759_IDR_936_1012",0.0979907718216918
"Q6QHK4_IDR_124_161",0.511479936287517
"Q6QHK4_IDR_1_64",0.488520063712483
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.170022969857693
"Q6T4P5_IDR_542_578",0.459813541507832
"Q6T4P5_IDR_606_718",0.163321607132194
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.141700388309574
"Q6TFL3_IDR_344_374",0.112455000962333
"Q6TFL3_IDR_385_488",0.101572650508667
"Q6TFL3_IDR_758_980",0.114563349615293
"Q6UWB4_IDR_1_52",0.528109708341086
"Q6UWB4_IDR_303_352",0.471890291658914
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.472688092917469
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.476594958163298
"Q6UXY8_IDR_961_1006",0.380444785129728
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.49878964880204
"Q6UY09_IDR_538_573",0.50121035119796
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.523914415608233
"Q6UY14_IDR_605_661",0.476085584391767
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.447463208891896
"Q6VAB6_IDR_474_567",0.291266268157428
"Q6VAB6_IDR_571_651",0.261270522950676
"Q6VB84_IDR_1_106",0.433215787774595
"Q6VB84_IDR_235_416",0.566784212225405
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.465366052193845
"Q6X4U4_IDR_169_206",0.531590068929076
"Q6X4U4_IDR_1_70",0.468409931070924
"Q6X4W1_IDR_108_323",0.695528372704331
"Q6X4W1_IDR_1_101",0.304471627295669
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.588235048230006
"Q6XE24_IDR_371_437",0.411764951769994
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.574451073785065
"Q6XR72_IDR_419_485",0.425548926214935
"Q6XYB7_IDR_142_198",0.523011425880819
"Q6XYB7_IDR_1_90",0.476988574119181
"Q6XYQ8_IDR_140_228",0.549114219769276
"Q6XYQ8_IDR_86_131",0.450885780230724
"Q6XZF7_IDR_1350_1512",0.403163675335515
"Q6XZF7_IDR_209_242",0.305751529943962
"Q6XZF7_IDR_302_779",0.291084794720522
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.476584035176751
"Q6ZMI0_IDR_702_734",0.184770249514892
"Q6ZMI0_IDR_737_780",0.180353513804244
"Q9NPE2_IDR_1_60",0.463906016717673
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.306842788263668
"Q9NPF5_IDR_258_311",0.279749556935534
"Q9NPF5_IDR_396_467",0.413407654800799
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.353028101003919
"Q9NPG3_IDR_578_1134",0.646971898996081
"Q9NPG4_IDR_1124_1184",0.467188069100631
"Q9NPG4_IDR_785_1113",0.532811930899369
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.300074569647638
"Q9NPI1_IDR_35_132",0.359184168315526
"Q9NPI1_IDR_481_520",0.340741262036836
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.518594077967189
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.530674104973327
"Q9NQ34_IDR_1_36",0.469325895026673
"Q9NQ35_IDR_1_40",0.482758309366527
"Q9NQ35_IDR_43_103",0.517241690633473
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.488600595698118
"Q9NQ48_IDR_170_209",0.511399404301882
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.19198493508092
"Q9NQ66_IDR_1172_1216",0.213297287314012
"Q9NQ66_IDR_465_547",0.204182999275033
"Q9NQ66_IDR_817_1035",0.390534778330034
"Q9NQ69_IDR_197_275",0.35381935303797
"Q9NQ69_IDR_320_397",0.334201083295121
"Q9NQ69_IDR_32_66",0.311979563666909
"Q9NQ75_IDR_76_432",0.491198658285797
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.364514892280017
"Q9NQL9_IDR_287_336",0.360610556531457
"Q9NQL9_IDR_397_472",0.274874551188526
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.52852661109158
"Q9NQR7_IDR_121_581",0.47147338890842
"Q9NQS1_IDR_1_113",0.614995727632001
"Q9NQS1_IDR_205_347",0.385004272367999
"Q9NQS3_IDR_1_50",0.275948057211132
"Q9NQS3_IDR_359_408",0.312609407092928
"Q9NQS3_IDR_429_530",0.41144253569594
"Q9NQW6_IDR_889_924",0.441338399185353
"Q9NQW8_IDR_1_183",0.504917514523577
"Q9NQW8_IDR_685_779",0.495082485476423
"Q9NQX0_IDR_1_165",0.387101388332962
"Q9NQX0_IDR_379_468",0.612898611667038
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.561156180784952
"Q9NQX4_IDR_1227_1357",0.438843819215048
"Q9NQX5_IDR_107_282",0.565815952258799
"Q9NQX5_IDR_1_101",0.434184047741201
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.545483407068338
"Q9NQZ2_IDR_330_479",0.454516592931662
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.515337469358534
"Q9NQZ6_IDR_58_110",0.484662530641466
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.450386767096796
"Q9NR81_IDR_470_526",0.549613232903204
"Q9NR82_IDR_1_88",0.233915067035657
"Q9NR82_IDR_401_619",0.218100244480623
"Q9NR82_IDR_633_863",0.315061314812589
"Q9NR82_IDR_874_932",0.23292337367113
"Q9NR83_IDR_1_203",0.361601929073491
"Q9NR83_IDR_205_362",0.638398070926509
"Q9NR99_IDR_1646_1717",0.301403463128223
"Q9NR99_IDR_700_771",0.270531080821246
"Q9NR99_IDR_807_1634",0.428065456050531
"Q9NRA0_IDR_1_46",0.320695350898493
"Q9NRA0_IDR_384_419",0.357512410841464
"Q9NRA0_IDR_476_512",0.321792238260043
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.339528620271363
"Q9NRC6_IDR_3490_3540",0.31981033447691
"Q9NRC6_IDR_3642_3674",0.340661045251727
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.330421654952541
"Q9NRF2_IDR_628_752",0.343772298916759
"Q9NRF2_IDR_96_283",0.3258060461307
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.43265779791747
"Q9NRH1_IDR_135_196",0.56734220208253
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.445795377835788
"Q9NRI5_IDR_618_854",0.554204622164212
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.182498356216249
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.270341244833356
"Q9NRR4_IDR_460_500",0.266222653923263
"Q9NRR4_IDR_78_405",0.463436101243381
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.27159692530697
"Q9NRY4_IDR_1442_1499",0.422337132116447
"Q9NRY4_IDR_952_1117",0.306065942576583
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.305659695527025
"Q9NS68_IDR_194_423",0.376018693815594
"Q9NS68_IDR_96_189",0.318321610657381
"Q9NS69_IDR_108_142",0.530726543707947
"Q9NS69_IDR_1_41",0.469273456292053
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.492946498419933
"Q9NS87_IDR_601_712",0.507053501580067
"Q9NS91_IDR_359_495",0.439096750393392
"Q9NS91_IDR_99_241",0.560903249606608
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.524744569413245
"Q9NSI8_IDR_305_335",0.475255430586755
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.47347763318496
"Q9NST1_IDR_404_481",0.52652236681504
"Q9NSV4_IDR_1022_1179",0.356421948809015
"Q9NSV4_IDR_1_112",0.358645192125314
"Q9NSV4_IDR_549_600",0.284932859065671
"Q9NSY0_IDR_1_35",0.532472555253153
"Q9NSY0_IDR_387_418",0.467527444746847
"Q9NSY1_IDR_1_37",0.584101210821395
"Q9NSY1_IDR_326_1111",0.415898789178605
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.225672051103384
"Q9NT99_IDR_459_491",0.233721416970438
"Q9NT99_IDR_496_552",0.236207971056388
"Q9NT99_IDR_620_693",0.30439856086979
"Q9NTG1_IDR_1_42",0.488877653788112
"Q9NTZ6_IDR_392_426",0.53463046165624
"Q9NTZ6_IDR_92_222",0.46536953834376
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.402441144083151
"Q9NU39_IDR_185_408",0.597558855916849
"Q9NUA8_IDR_129_237",0.541166936205674
"Q9NUA8_IDR_614_733",0.458833063794326
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.496753849659527
"Q9NUB4_IDR_89_122",0.503246150340473
"Q9NUC0_IDR_1_75",0.524433454871356
"Q9NUC0_IDR_208_253",0.475566545128644
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.518615208911041
"Q9NUE0_IDR_353_388",0.481384791088959
"Q9NUG4_IDR_1_37",0.287684018749827
"Q9NUG4_IDR_160_295",0.317512754380254
"Q9NUG4_IDR_370_409",0.394803226869919
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.502561461338388
"Q9NUY8_IDR_512_544",0.497438538661612
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.442614729719178
"Q9NV58_IDR_400_436",0.251473473733814
"Q9NV58_IDR_463_838",0.305911796547008
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.436434630639462
"Q9NV66_IDR_319_352",0.563565369360538
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.49510834765778
"Q9NVP1_IDR_1_173",0.459197809835283
"Q9NVP1_IDR_626_670",0.540802190164717
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.354459633164876
"Q9NVR5_IDR_354_517",0.278494555332266
"Q9NVR5_IDR_674_794",0.367045811502858
"Q9NVU0_IDR_145_176",0.389118997391572
"Q9NVU0_IDR_439_554",0.610881002608428
"Q9NVU7_IDR_226_280",0.500643851954168
"Q9NVU7_IDR_452_687",0.499356148045832
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.524767391739888
"Q9NWF9_IDR_35_277",0.475232608260112
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.253587601999599
"Q9NWH9_IDR_70_383",0.331620553236161
"Q9NWH9_IDR_969_1002",0.41479184476424
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.306562121061349
"Q9NWM3_IDR_250_386",0.396593263911938
"Q9NWM3_IDR_87_248",0.296844615026713
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.494494856459237
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.548458248138244
"Q9NX65_IDR_1_50",0.451541751861756
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.501371680986576
"Q9NX94_IDR_276_314",0.498628319013424
"Q9NX95_IDR_1_281",0.416325939187744
"Q9NX95_IDR_305_336",0.223453672460947
"Q9NX95_IDR_344_484",0.170444090140522
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.622624982500177
"Q9NXW2_IDR_53_91",0.377375017499823
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.515440860448131
"Q9NXZ2_IDR_1_65",0.484559139551869
"Q9NY12_IDR_162_217",0.427203187743905
"Q9NY12_IDR_1_62",0.572796812256095
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.241284260364817
"Q9NYB5_IDR_142_182",0.234171280500343
"Q9NYB5_IDR_300_332",0.274295591454258
"Q9NYB5_IDR_667_712",0.250248867680582
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.340815527579633
"Q9NYF5_IDR_621_681",0.388085600257921
"Q9NYF5_IDR_753_837",0.271098872162447
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.5141555683233
"Q9NYP9_IDR_44_76",0.4858444316767
"Q9NYQ6_IDR_2300_2332",0.291998971966768
"Q9NYQ6_IDR_2722_2752",0.278672569497478
"Q9NYQ6_IDR_2754_2998",0.429328458535754
"Q9NYQ7_IDR_181_231",0.275500751320398
"Q9NYQ7_IDR_2788_2818",0.32082707196471
"Q9NYQ7_IDR_2824_3312",0.403672176714893
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.511610253342295
"Q9NYV4_IDR_1_717",0.488389746657705
"Q9NYV6_IDR_1_45",0.318197401407362
"Q9NYV6_IDR_264_301",0.252743642922622
"Q9NYV6_IDR_591_651",0.429058955670017
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.572071998567538
"Q9NZ71_IDR_1141_1219",0.254839617778295
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.241521722921035
"Q9NZ94_IDR_639_702",0.231597237296773
"Q9NZ94_IDR_734_806",0.280666840704028
"Q9NZ94_IDR_818_848",0.246214199078164
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.570708714004072
"Q9NZB2_IDR_894_1118",0.429291285995928
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.610636726757911
"Q9NZC9_IDR_859_954",0.389363273242089
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.549276239301024
"Q9NZI5_IDR_73_112",0.450723760698976
"Q9NZM3_IDR_818_886",0.277815525942421
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.540257029572473
"Q9NZM5_IDR_92_417",0.459742970427527
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.177180980042518
"Q9NZN5_IDR_1267_1405",0.149872844115535
"Q9NZN5_IDR_1422_1489",0.183751203221927
"Q9NZN5_IDR_149_345",0.16814815503403
"Q9NZN5_IDR_1_64",0.165575273939258
"Q9NZN5_IDR_564_764",0.155471543646732
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.546428290337086
"Q9NZQ8_IDR_669_714",0.453571709662914
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.462144946451933
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.303003605190483
"Q9P0K1_IDR_202_233",0.312184716173312
"Q9P0K1_IDR_766_906",0.384811678636205
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.367545064633918
"Q9P0K8_IDR_1_64",0.29239126378983
"Q9P0K8_IDR_469_563",0.340063671576252
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.534714543319639
"Q9P0L1_IDR_241_356",0.465285456680361
"Q9P0L2_IDR_1_53",0.511460267529906
"Q9P0L2_IDR_374_703",0.488539732470094
"Q9P0L9_IDR_1_74",0.490741985097781
"Q9P0L9_IDR_742_805",0.509258014902219
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.462206960172637
"Q9P0M4_IDR_41_103",0.537793039827363
"Q9P0X4_IDR_1736_2223",0.330732334633033
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.337266652204968
"Q9P107_IDR_355_479",0.351856499640711
"Q9P107_IDR_761_933",0.310876848154321
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.363808125968072
"Q9P1A6_IDR_21_162",0.41586557264428
"Q9P1A6_IDR_978_1040",0.220326301387648
"Q9P1Q0_IDR_1_60",0.391718233823833
"Q9P1Q0_IDR_481_575",0.608281766176167
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.248934862618209
"Q9P215_IDR_575_609",0.472171671926
"Q9P215_IDR_92_151",0.527828328074
"Q9P217_IDR_119_175",0.34068053788207
"Q9P217_IDR_25_59",0.355533018510757
"Q9P217_IDR_455_485",0.303786443607173
"Q9P218_IDR_119_151",0.465999943086482
"Q9P218_IDR_992_1284",0.534000056913518
"Q9P219_IDR_1329_2016",0.3699761046395
"Q9P219_IDR_221_259",0.218417106903183
"Q9P219_IDR_297_784",0.178325939431441
"Q9P219_IDR_888_1063",0.233280849025876
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.476948597676009
"Q9P227_IDR_809_899",0.259937254397337
"Q9P273_IDR_1_295",0.63037075925903
"Q9P273_IDR_338_375",0.36962924074097
"Q9P275_IDR_1046_1123",0.4596053050546
"Q9P275_IDR_426_1044",0.5403946949454
"Q9P278_IDR_180_304",0.267401964052708
"Q9P278_IDR_576_717",0.235534406920668
"Q9P278_IDR_726_922",0.221151372208744
"Q9P278_IDR_93_123",0.27591225681788
"Q9P281_IDR_1_164",0.363058262781013
"Q9P281_IDR_167_2471",0.636941737218987
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.187993110123954
"Q9P2D8_IDR_1442_1999",0.157193246417395
"Q9P2D8_IDR_721_804",0.225723355157805
"Q9P2D8_IDR_882_939",0.217708632739734
"Q9P2E2_IDR_367_798",0.511484786240419
"Q9P2E2_IDR_901_1029",0.488515213759581
"Q9P2E3_IDR_1_141",0.615631889743013
"Q9P2E3_IDR_795_887",0.384368110256987
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.238736322357071
"Q9P2E7_IDR_725_786",0.245008882627293
"Q9P2E7_IDR_842_947",0.516254795015636
"Q9P2E8_IDR_320_370",0.504504921432688
"Q9P2E8_IDR_60_158",0.495495078567312
"Q9P2E9_IDR_1247_1357",0.202037494641823
"Q9P2E9_IDR_1379_1410",0.205358846796119
"Q9P2E9_IDR_1_698",0.222100701661109
"Q9P2E9_IDR_708_740",0.197018975379737
"Q9P2E9_IDR_883_996",0.173483981521211
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.497062029041427
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.554614729918035
"Q9P2J8_IDR_1_48",0.445385270081965
"Q9P2K1_IDR_1_257",0.477691066666711
"Q9P2K1_IDR_587_624",0.522308933333289
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.550015467022482
"Q9P2K3_IDR_347_495",0.449984532977518
"Q9P2K8_IDR_1496_1526",0.248935086768635
"Q9P2K8_IDR_189_260",0.293007137719651
"Q9P2K8_IDR_660_709",0.239950867478279
"Q9P2K8_IDR_713_792",0.218106908033435
"Q9P2K9_IDR_1_42",0.44106882320877
"Q9P2K9_IDR_156_252",0.55893117679123
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.478483482820634
"Q9P2N2_IDR_19_80",0.521516517179366
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.188251426705668
"Q9P2R6_IDR_443_1471",0.64395619658364
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.592882594129075
"Q9P2S2_IDR_1672_1710",0.407117405870925
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.435916161491413
"Q9P2T0_IDR_341_379",0.564083838508587
"Q9P2U7_IDR_1_51",0.501542344579243
"Q9P2U7_IDR_498_560",0.498457655420757
"Q9P2U8_IDR_1_59",0.505999128567251
"Q9P2U8_IDR_506_582",0.494000871432749
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.544664173428625
"Q9P2Y5_IDR_467_612",0.455335826571375
"Q9UBF8_IDR_242_318",0.396888433845029
"Q9UBF8_IDR_410_526",0.176481276487701
"Q9UBF8_IDR_61_125",0.208445142396414
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.545614352630538
"Q9UBH6_IDR_76_123",0.454385647369462
"Q9UBI4_IDR_1_47",0.496136550487106
"Q9UBI4_IDR_248_287",0.503863449512894
"Q9UBI9_IDR_1_90",0.479032036133724
