"","GO0051656_establishment_of_organelle_localization"
"Q92804_IDR_321_592",0.336059680927238
"Q92805_IDR_1_68",0.314567581729084
"Q92805_IDR_551_626",0.340717914440669
"Q92837_IDR_224_266",0.322327552787105
"Q92837_IDR_53_197",0.321078662778037
"Q92838_IDR_67_249",1
"Q92839_IDR_1_75",1
"Q92841_IDR_16_118",0.534220457631064
"Q92841_IDR_554_729",0.465779542368936
"Q92844_IDR_1_389",1
"Q92847_IDR_1_32",1
"Q92851_IDR_194_272",1
"Q92854_IDR_650_853",1
"Q92858_IDR_1_169",0.506739945245429
"Q92858_IDR_218_354",0.493260054754571
"Q92859_IDR_1054_1107",0.490829918372067
"Q92859_IDR_1130_1461",0.509170081627933
"Q92870_IDR_1_293",0.34970287291127
"Q92870_IDR_313_414",0.334329621203914
"Q92886_IDR_1_103",0.54229440570005
"Q92870_IDR_712_758",0.315967505884815
"Q92879_IDR_241_339",0.488443032736937
"Q92879_IDR_350_393",0.511556967263063
"Q92911_IDR_577_643",1
"Q92913_IDR_1_63",0.496038142170485
"Q92913_IDR_206_245",0.503961857829515
"Q92914_IDR_1_65",1
"Q92915_IDR_1_66",0.508809819821948
"Q92915_IDR_208_247",0.491190180178052
"Q92917_IDR_198_238",0.293087644513267
"Q92917_IDR_25_157",0.357769187483816
"Q92917_IDR_300_355",0.349143168002917
"Q92918_IDR_295_481",1
"Q92922_IDR_283_444",0.341425404492298
"Q92922_IDR_562_632",0.308175182519965
"Q92922_IDR_667_1105",0.350399412987737
"Q92925_IDR_1_142",1
"Q92930_IDR_176_207",1
"Q92932_IDR_114_507",0.586438995980411
"Q92932_IDR_645_723",0.413561004019589
"Q92934_IDR_1_92",1
"Q92935_IDR_1_42",1
"Q92945_IDR_1_142",0.365072378677648
"Q92979_IDR_1_38",1
"Q92982_IDR_1_35",1
"Q92985_IDR_134_172",1
"Q92988_IDR_1_240",1
"Q92993_IDR_67_222",1
"Q92994_IDR_284_677",1
"Q92997_IDR_502_559",0.332815060139336
"Q92997_IDR_561_690",0.322050923617126
"Q92997_IDR_94_241",0.345134016243538
"Q93008_IDR_1592_1636",0.359005835289244
"Q93008_IDR_1_63",0.320421303613211
"Q93008_IDR_2479_2570",0.320572861097546
"Q93009_IDR_1_63",1
"Q93015_IDR_1_56",0.518069966333905
"Q93015_IDR_214_270",0.481930033666095
"Q93038_IDR_1_32",0.512748988810466
"Q93038_IDR_230_326",0.487251011189534
"Q93050_IDR_666_708",1
"Q93052_IDR_1_388",1
"Q93063_IDR_1_55",1
"Q969F2_IDR_179_451",1
"Q969F8_IDR_1_37",0.502703528718584
"Q969F8_IDR_342_398",0.497296471281416
"Q969F9_IDR_215_245",1
"Q969G2_IDR_178_310",1
"Q969G3_IDR_135_196",0.337948190829686
"Q969G3_IDR_1_67",0.301336031899338
"Q969G3_IDR_294_411",0.360715777270976
"Q969G5_IDR_130_261",1
"Q969G9_IDR_191_470",1
"Q969H0_IDR_1_229",1
"Q969H4_IDR_327_397",0.341869415437536
"Q969H4_IDR_505_596",0.330599234863773
"Q969H4_IDR_673_720",0.327531349698691
"Q969I6_IDR_1_76",1
"Q969J2_IDR_136_317",1
"Q969K3_IDR_154_265",0.568333082284902
"Q969K3_IDR_286_321",0.431666917715098
"Q969M2_IDR_104_144",0.586591439798826
"Q969M2_IDR_247_484",0.413408560201174
"Q969Y2_IDR_1_31",1
"Q969Z0_IDR_2_64",1
"Q969Z4_IDR_120_343",0.478429780102493
"Q969Z4_IDR_356_416",0.521570219897507
"Q96A00_IDR_1_32",1
"Q96A04_IDR_1_32",0.473625417430609
"Q96A04_IDR_75_125",0.526374582569391
"Q96A08_IDR_1_37",1
"Q96A09_IDR_1_46",1
"Q96A11_IDR_1_61",0.470266563414889
"Q96A11_IDR_401_431",0.529733436585111
"Q96A19_IDR_1_260",0.582577709857112
"Q96A19_IDR_488_550",0.417422290142888
"Q96A22_IDR_1_53",1
"Q96A25_IDR_1_47",1
"Q96A26_IDR_1_61",1
"Q96A29_IDR_1_33",1
"Q96A33_IDR_1_119",0.567320731664819
"Q96A33_IDR_426_483",0.432679268335181
"Q96A46_IDR_1_37",1
"Q96A65_IDR_211_272",0.523234242547169
"Q96A65_IDR_407_481",0.476765757452831
"Q96A73_IDR_1_305",1
"Q96A83_IDR_124_379",0.465896077098215
"Q96A83_IDR_388_441",0.534103922901785
"Q96A98_IDR_1_50",1
"Q96A99_IDR_114_257",0.530008815227349
"Q96A99_IDR_1_39",0.46999118477265
"Q96AA8_IDR_162_489",0.583319501731481
"Q96AA8_IDR_563_619",0.416680498268519
"Q96AC1_IDR_141_178",1
"Q96AC6_IDR_18_243",0.549401943718838
"Q96AC6_IDR_712_838",0.450598056281162
"Q96AD5_IDR_258_294",0.550160506425632
"Q96AD5_IDR_456_504",0.449839493574368
"Q96AE4_IDR_450_482",0.504101033537608
"Q96AE4_IDR_46_97",0.495898966462392
"Q96AG3_IDR_1_94",1
"Q96AG4_IDR_171_264",1
"Q96AH0_IDR_108_204",1
"Q96AY3_IDR_1_38",1
"Q96AY4_IDR_1291_1335",0.351473387712816
"Q96AY4_IDR_1_39",0.329439262137709
"Q96AY4_IDR_1944_2457",0.319087350149475
"Q96B01_IDR_1_352",1
"Q96B18_IDR_47_599",1
"Q96B23_IDR_1_379",1
"Q96B33_IDR_186_292",1
"Q96B36_IDR_37_177",1
"Q96B54_IDR_1_160",1
"Q96B77_IDR_20_51",1
"Q96B97_IDR_157_606",0.530265628722915
"Q96B97_IDR_61_98",0.469734371277085
"Q96BA8_IDR_1_345",0.531886456653389
"Q96BA8_IDR_389_517",0.468113543346611
"Q96BD0_IDR_1_76",1
"Q96BD5_IDR_25_493",0.514299403610133
"Q96BD5_IDR_630_680",0.485700596389867
"Q96BD8_IDR_96_133",1
"Q96BF3_IDR_137_167",0.508209919502271
"Q96BT3_IDR_1_459",1
"Q96BT7_IDR_511_619",1
"Q96BU1_IDR_1_319",1
"Q96BV0_IDR_1_444",1
"Q96BW1_IDR_58_103",1
"Q96BY6_IDR_1230_1325",0.194509627690571
"Q96BY6_IDR_1400_1468",0.197645221359913
"Q96BY6_IDR_1_43",0.209170641289769
"Q96BY6_IDR_2153_2186",0.190772536415333
"Q96BY6_IDR_293_342",0.207901973244414
"Q96BY7_IDR_1008_1047",0.14896428437248
"Q96BY7_IDR_109_144",0.139845371683073
"Q96BY7_IDR_1371_1448",0.145100700076091
"Q96BY7_IDR_1731_1800",0.136970037921703
"Q96BY7_IDR_238_276",0.136066944168737
"Q96BY7_IDR_343_500",0.152634108223144
"Q96BY7_IDR_867_900",0.140418553554772
"Q96BY9_IDR_284_339",1
"Q96BZ4_IDR_1_55",1
"Q96C00_IDR_144_366",1
"Q96CB8_IDR_216_462",0.414797159519039
"Q96CB8_IDR_44_149",0.585202840480961
"Q96CB9_IDR_1_35",1
"Q96CC6_IDR_1_369",1
"Q96CF2_IDR_174_223",1
"Q96CG3_IDR_151_184",1
"Q96CG8_IDR_1_98",1
"Q96CJ1_IDR_114_260",1
"Q96CK0_IDR_1_48",0.344692000867158
"Q96CK0_IDR_172_321",0.318534371481984
"Q96CK0_IDR_323_461",0.336773627650858
"Q96CN4_IDR_1_81",0.331881844062824
"Q96CN4_IDR_662_702",0.345832068863298
"Q96CN4_IDR_705_794",0.322286087073878
"Q96CN9_IDR_1_169",0.28702453760289
"Q96CN9_IDR_396_513",0.349814313822562
"Q96CN9_IDR_569_667",0.363161148574548
"Q96CP2_IDR_1_36",0.479311790395124
"Q96CP2_IDR_70_140",0.520688209604876
"Q96CP6_IDR_1_77",0.315603540871021
"Q96D31_IDR_261_301",0.365940956355483
"Q96D42_IDR_128_322",1
"Q96D53_IDR_1_131",1
"Q96D59_IDR_123_192",1
"Q96D70_IDR_1_70",1
"Q96D71_IDR_104_275",0.453039042394652
"Q96D71_IDR_370_796",0.546960957605348
"Q96D96_IDR_46_83",1
"Q96D98_IDR_1_86",1
"Q96DB5_IDR_1_38",1
"Q96DB9_IDR_15_131",1
"Q96DC7_IDR_1_63",1
"Q96DD7_IDR_72_197",1
"Q96DE5_IDR_1_59",1
"Q96DF8_IDR_1_476",1
"Q96DI7_IDR_1_50",1
"Q96DL1_IDR_1_37",1
"Q96DM1_IDR_1_72",1
"Q96DN2_IDR_744_955",1
"Q96DN5_IDR_949_1027",1
"Q96DZ5_IDR_227_285",0.235415952038998
"Q96DZ5_IDR_361_415",0.262805285935585
"Q96DZ5_IDR_487_547",0.22481369310832
"Q96E09_IDR_1_287",1
"Q96E11_IDR_1_40",1
"Q96E29_IDR_13_116",1
"Q96E39_IDR_82_390",1
"Q96E40_IDR_164_214",1
"Q96E93_IDR_16_69",1
"Q96EA4_IDR_339_586",1
"Q96EB1_IDR_1_44",0.493233407173868
"Q96EB1_IDR_390_420",0.506766592826132
"Q96EB6_IDR_1_174",0.316688641724019
"Q96EB6_IDR_505_621",0.363261776156941
"Q96EB6_IDR_661_747",0.32004958211904
"Q96EC8_IDR_1_51",1
"Q96ES7_IDR_96_151",1
"Q96ED9_IDR_155_256",0.37781641369762
"Q96ED9_IDR_393_481",0.322821066929288
"Q96ED9_IDR_639_719",0.299362519373092
"Q96EE3_IDR_322_360",1
"Q96EU6_IDR_1_116",1
"Q96EV2_IDR_1_1094",1
"Q96EV8_IDR_213_255",0.50054989040389
"Q96EV8_IDR_257_351",0.49945010959611
"Q96EW2_IDR_342_387",0.524388142538428
"Q96EW2_IDR_398_456",0.475611857461572
"Q96EX1_IDR_40_92",1
"Q96EX2_IDR_1_150",1
"Q96EX3_IDR_1_102",1
"Q96EY4_IDR_1_36",0.447448258536902
"Q96EY4_IDR_165_203",0.552551741463098
"Q96EY5_IDR_153_203",1
"Q96EZ8_IDR_1_132",1
"Q96F05_IDR_1_382",1
"Q96F24_IDR_48_242",1
"Q96F25_IDR_1_32",1
"Q96F45_IDR_1_621",1
"Q96FK6_IDR_353_387",1
"Q96FL8_IDR_474_535",1
"Q96FL9_IDR_1_50",1
"Q96FS4_IDR_1_105",0.478361456278433
"Q96FS4_IDR_762_993",0.521638543721567
"Q96FT9_IDR_1_123",1
"Q96FV0_IDR_175_321",1
"Q96FV9_IDR_191_227",0.503074934905653
"Q96FV9_IDR_532_571",0.496925065094347
"Q96FZ2_IDR_292_354",1
"Q96FZ5_IDR_1_33",1
"Q96FZ7_IDR_167_201",1
"Q96G01_IDR_119_665",0.483593863775053
"Q96G01_IDR_737_975",0.516406136224947
"Q96G23_IDR_334_380",1
"Q96G25_IDR_159_268",1
"Q96G27_IDR_46_269",1
"Q96G28_IDR_136_322",1
"Q96G30_IDR_122_157",0.517365630966995
"Q96G30_IDR_58_119",0.482634369033005
"Q96G42_IDR_1_183",1
"Q96G46_IDR_1_120",0.541526277778238
"Q96G46_IDR_236_288",0.458473722221762
"Q96G74_IDR_1_173",0.491371463106303
"Q96G74_IDR_413_512",0.508628536893697
"Q96G91_IDR_337_374",1
"Q96G97_IDR_1_49",0.495156953685684
"Q96G97_IDR_245_398",0.504843046314316
"Q96GA3_IDR_24_377",0.578522357157444
"Q96GA3_IDR_380_475",0.421477642842556
"Q96GC6_IDR_244_478",0.534438571171373
"Q96GC6_IDR_76_108",0.465561428828627
"Q96GC9_IDR_1_36",1
"Q96GD3_IDR_237_353",0.498642794017179
"Q96GD3_IDR_464_587",0.501357205982821
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.507563892847546
"Q96GI7_IDR_1_86",0.492436107152454
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.347101276167635
"Q96GN5_IDR_237_321",0.31817730835283
"Q96GN5_IDR_89_138",0.334721415479535
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.322612260102776
"Q96GX5_IDR_495_648",0.357831499907298
"Q96GX5_IDR_660_732",0.319556239989926
"Q96GY0_IDR_143_296",0.521036078035345
"Q96GY0_IDR_42_140",0.478963921964655
"Q96GY3_IDR_129_200",0.488253866503793
"Q96GY3_IDR_33_91",0.511746133496207
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.497768183227282
"Q96HA1_IDR_70_1249",0.502231816772718
"Q96HB5_IDR_1_55",0.550273822988776
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.549019957759199
"Q96HA7_IDR_663_928",0.450980042240801
"Q96HB5_IDR_63_623",0.449726177011224
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.468936036963757
"Q96HE9_IDR_1_54",0.531063963036243
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.529985459523533
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.155903663363799
"Q96HP0_IDR_1308_1375",0.168685539354908
"Q96HP0_IDR_1_44",0.165123571105899
"Q96HP0_IDR_156_194",0.177330890900371
"Q96HP0_IDR_410_444",0.171675585747592
"Q96HP0_IDR_850_900",0.161280749527432
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.47415224520331
"Q96HR8_IDR_295_391",0.52584775479669
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.487911965944051
"Q96HU1_IDR_387_423",0.512088034055949
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.483184032697054
"Q96HZ4_IDR_1_37",0.516815967302946
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.475234226952426
"Q96IQ9_IDR_197_312",0.491110191925792
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.312780629602489
"Q96IT1_IDR_1_39",0.332637384104996
"Q96IT1_IDR_488_518",0.354581986292515
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.483894014132452
"Q96IY1_IDR_224_281",0.516105985867548
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.492735823343554
"Q96J42_IDR_1_84",0.507264176656446
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.545024807703383
"Q96J84_IDR_612_757",0.454975192296617
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.503229936597276
"Q96J87_IDR_278_312",0.496770063402724
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.257482543028914
"Q96JE7_IDR_1_89",0.240406913941481
"Q96JE7_IDR_397_430",0.26717464003614
"Q96JE7_IDR_713_1054",0.234935902993464
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.481912113711846
"Q96JG6_IDR_492_601",0.518087886288154
"Q96JG8_IDR_1_55",0.335911513746098
"Q96JG8_IDR_57_408",0.330199638496009
"Q96JG8_IDR_688_729",0.333888847757893
"Q96JH7_IDR_1093_1222",0.262180814028329
"Q96JH7_IDR_1_40",0.23516914661153
"Q96JH7_IDR_699_773",0.258772447584146
"Q96JH7_IDR_985_1087",0.243877591775995
"Q96JH8_IDR_1_58",0.351408992882847
"Q96JH8_IDR_167_237",0.352591791238363
"Q96JH8_IDR_814_968",0.29599921587879
"Q96JJ6_IDR_159_192",0.488789127190053
"Q96JJ6_IDR_356_603",0.511210872809947
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.515299666001831
"Q96JK2_IDR_491_942",0.48470033399817
"Q96JM4_IDR_1499_1536",0.137157500018948
"Q96JM4_IDR_1587_1629",0.139230927065631
"Q96JM4_IDR_1690_1722",0.131726863586236
"Q96JM7_IDR_122_223",0.335436197738015
"Q96JM7_IDR_49_118",0.355875393533149
"Q96JM7_IDR_546_683",0.308688408728836
"Q96JN0_IDR_1_345",0.488592715117202
"Q96JN0_IDR_388_433",0.511407284882798
"Q96JN2_IDR_141_303",0.218855420509226
"Q96JN2_IDR_1_89",0.246179037104908
"Q96JN2_IDR_326_382",0.170204318995474
"Q96JN2_IDR_552_869",0.183473366681716
"Q96JN2_IDR_942_1127",0.181287856708676
"Q96JN8_IDR_1088_1124",0.529711279835746
"Q96JN8_IDR_1_39",0.470288720164253
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.409622862652507
"Q96K76_IDR_424_461",0.33833348319327
"Q96K76_IDR_839_1026",0.334991706936656
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.219194802879188
"Q96KC8_IDR_185_220",0.253707287872596
"Q96KC8_IDR_243_327",0.279108401581403
"Q96KC8_IDR_348_493",0.247989507666813
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.467058939355784
"Q96KK3_IDR_476_526",0.532941060644216
"Q96KQ4_IDR_278_880",0.339675620596504
"Q96KQ7_IDR_1_419",0.526547868592821
"Q96KQ7_IDR_552_611",0.473452131407179
"Q96KR1_IDR_1038_1074",0.364600772063614
"Q96KR1_IDR_145_558",0.295928127646038
"Q96KR1_IDR_642_721",0.339471100290348
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.553443103184569
"Q96KS9_IDR_54_112",0.446556896815431
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.514365571107073
"Q96L34_IDR_372_666",0.485634428892927
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.515213427066079
"Q96LL4_IDR_1_75",0.484786572933921
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.314427522630492
"Q96LP6_IDR_1_31",0.341920893432653
"Q96LP6_IDR_42_84",0.343651583936855
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.315506606148763
"Q96LT9_IDR_200_325",0.365967917089075
"Q96LT9_IDR_327_384",0.318525476762162
"Q96LU7_IDR_572_616",0.256386171547398
"Q96LU7_IDR_654_694",0.241300709885273
"Q96LU7_IDR_718_752",0.272744837522902
"Q96LU7_IDR_77_208",0.229568281044427
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.347165997162665
"Q96M53_IDR_1_101",0.29522869679808
"Q96M53_IDR_254_351",0.357605306039256
"Q96M60_IDR_106_145",0.517529190270672
"Q96M60_IDR_310_376",0.482470809729328
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.4979773871522
"Q96M69_IDR_603_825",0.5020226128478
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.239703022695457
"Q96M86_IDR_233_268",0.246235801291638
"Q96M86_IDR_2687_2784",0.248074032915532
"Q96M86_IDR_3586_3651",0.265987143097373
"Q96M89_IDR_1_199",0.477910841732287
"Q96M89_IDR_302_401",0.522089158267713
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.52496142887428
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.496042465758165
"Q96MM3_IDR_79_110",0.503957534241835
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.47456275088691
"Q96MM7_IDR_508_600",0.52543724911309
"Q96MN9_IDR_1_275",0.454567171843586
"Q96MN9_IDR_283_318",0.545432828156414
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.321038380344717
"Q96MS0_IDR_1334_1386",0.334507420173717
"Q96MS0_IDR_971_1018",0.344454199481566
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.211892670522784
"Q96MT7_IDR_704_737",0.216887497224197
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.484476630599565
"Q96MX3_IDR_485_542",0.515523369400435
"Q96MY1_IDR_1_184",0.519039186153454
"Q96MY1_IDR_247_397",0.480960813846546
"Q96MY7_IDR_1_529",0.557197903495976
"Q96MY7_IDR_582_647",0.442802096504024
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.543980442852104
"Q96N06_IDR_93_139",0.456019557147896
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.500300230750119
"Q96N21_IDR_333_525",0.499699769249881
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.245410140364383
"Q96N23_IDR_1380_1443",0.26942703653026
"Q96N23_IDR_1_45",0.22545646450794
"Q96N23_IDR_1543_1604",0.259706358597417
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.34706880445155
"Q96N67_IDR_414_455",0.338205417751071
"Q96N67_IDR_860_909",0.314725777797379
"Q96N77_IDR_1_117",0.497797456022931
"Q96NA8_IDR_198_231",0.252404457974904
"Q96NA8_IDR_366_419",0.264207181468482
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.513140081760712
"Q96NB3_IDR_72_287",0.486859918239288
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.507112054947868
"Q96NG5_IDR_87_160",0.492887945052132
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.556174044455991
"Q96NK8_IDR_167_203",0.443825955544009
"Q96NL0_IDR_227_280",0.501047904100363
"Q96NL0_IDR_283_473",0.498952095899637
"Q96NL1_IDR_1_238",0.466278140760663
"Q96NL1_IDR_243_275",0.533721859239337
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.475483696063363
"Q96NL6_IDR_69_133",0.524516303936637
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.552729223120888
"Q96NM4_IDR_53_258",0.447270776879112
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.325696269833474
"Q96NX9_IDR_1_63",0.281223504679173
"Q96NX9_IDR_512_599",0.393080225487353
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.522438360034987
"Q96NY9_IDR_87_127",0.477561639965013
"Q96NZ1_IDR_1_189",0.49638703781766
"Q96NZ1_IDR_288_421",0.50361296218234
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.331563145883565
"Q96P26_IDR_1_47",0.344523971352534
"Q96P26_IDR_244_277",0.323912882763901
"Q96P31_IDR_602_640",0.496963956317723
"Q96P31_IDR_700_734",0.503036043682277
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.492685673520052
"Q96P47_IDR_428_567",0.507314326479948
"Q96PD2_IDR_1_68",0.350967293189533
"Q96PD2_IDR_453_560",0.324685110772707
"Q96PD2_IDR_689_731",0.324347596037761
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.313443794512944
"Q96PE1_IDR_1_32",0.339573236960437
"Q96PE1_IDR_951_1010",0.346982968526619
"Q96PE2_IDR_1_1062",0.24402212158863
"Q96PE2_IDR_1561_1607",0.239844647096409
"Q96PE2_IDR_1616_1727",0.259649196040467
"Q96PE2_IDR_1984_2020",0.256484035274494
"Q96PE3_IDR_1_39",0.454449391439736
"Q96PE3_IDR_472_621",0.545550608560264
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.361141330483794
"Q96PU5_IDR_415_494",0.30216086445814
"Q96PU8_IDR_183_284",0.514802124801022
"Q96PU8_IDR_290_341",0.485197875198978
"Q96PV0_IDR_727_1343",0.509762159698821
"Q96PV0_IDR_90_174",0.490237840301179
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.23659260024647
"Q96PV6_IDR_14_78",0.260521634693185
"Q96PV6_IDR_237_285",0.248787513881396
"Q96PV6_IDR_344_540",0.254098251178949
"Q96PX1_IDR_327_630",0.488306924650801
"Q96PX1_IDR_645_679",0.511693075349199
"Q96PX6_IDR_1_55",0.395194934665273
"Q96PX6_IDR_176_553",0.282310660854232
"Q96PX6_IDR_59_140",0.322494404480495
"Q96PX9_IDR_1116_1271",0.325592421518113
"Q96PX9_IDR_1_184",0.338945358081707
"Q96PX9_IDR_574_801",0.335462220400179
"Q96PY6_IDR_269_1032",0.506167275025906
"Q96Q91_IDR_1_51",0.240726585378958
"Q96Q91_IDR_177_227",0.246395906262593
"Q96Q91_IDR_341_375",0.249143628898139
"Q96Q91_IDR_944_976",0.26373387946031
"Q96QB1_IDR_1_806",0.482087516368482
"Q96QB1_IDR_811_1017",0.517912483631518
"Q96QC0_IDR_148_398",0.299808712705835
"Q96QC0_IDR_522_585",0.247053809827905
"Q96QC0_IDR_649_679",0.226550951197997
"Q96QC0_IDR_681_907",0.226586526268263
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.319617543133954
"Q96QD9_IDR_236_268",0.338933566586065
"Q96QD9_IDR_40_227",0.341448890279981
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.148196227852598
"Q96QE3_IDR_1_322",0.137359275555151
"Q96QE3_IDR_333_867",0.176961779823293
"Q96QE3_IDR_879_932",0.11928681014024
"Q96QE3_IDR_973_1049",0.137773306987782
"Q96QT6_IDR_293_733",0.227946322102675
"Q96QT6_IDR_973_1004",0.259451836612115
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
