"","GO0090304_nucleic_acid_metabolic_process"
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.488539127472783
"Q9BYM8_IDR_243_277",0.511460872527217
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.385891654768702
"Q9BYP7_IDR_486_1800",0.614108345231298
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.220937835068499
"Q9BYW2_IDR_1_1069",0.156443934210844
"Q9BYW2_IDR_1829_2147",0.287246879404632
"Q9BYW2_IDR_2311_2388",0.16376975193258
"Q9BYW2_IDR_2421_2468",0.171601599383445
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.329785231241815
"Q9BYX2_IDR_145_329",0.31781145760392
"Q9BYX2_IDR_384_454",0.352403311154265
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.565692385120025
"Q9BZE3_IDR_286_327",0.434307614879975
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.573927778327554
"Q9BZE9_IDR_495_553",0.426072221672446
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.488893110064295
"Q9BZJ7_IDR_311_368",0.511106889935705
"Q9BZJ8_IDR_1_40",0.331927348102411
"Q9BZJ8_IDR_246_282",0.304962620224055
"Q9BZJ8_IDR_364_451",0.363110031673534
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.331486558278672
"Q9BZL6_IDR_190_250",0.239431493156458
"Q9BZL6_IDR_316_378",0.215168290013494
"Q9BZL6_IDR_848_878",0.213913658551375
"Q9BZM3_IDR_14_204",0.615508282309294
"Q9BZM3_IDR_254_304",0.384491717690706
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.521495704067351
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.57123302165713
"Q9C086_IDR_78_267",0.42876697834287
"Q9C091_IDR_1088_1225",0.395693345674079
"Q9C091_IDR_241_368",0.321328412951928
"Q9C091_IDR_51_102",0.282978241373994
"Q9C093_IDR_1197_1327",0.215746751509507
"Q9C093_IDR_1663_1709",0.197473539197117
"Q9C093_IDR_257_290",0.185025079424827
"Q9C093_IDR_608_681",0.202688560527782
"Q9C093_IDR_890_1004",0.199066069340766
"Q9C098_IDR_21_345",0.52659930874949
"Q9C098_IDR_617_648",0.47340069125051
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.282418383027365
"Q9C0B9_IDR_207_351",0.199233091449737
"Q9C0B9_IDR_403_435",0.179916114160712
"Q9C0B9_IDR_464_1021",0.338432411362186
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.192953589411395
"Q9C0C7_IDR_250_310",0.207012273412691
"Q9C0C7_IDR_312_649",0.222853960048535
"Q9C0C7_IDR_665_726",0.201118720990171
"Q9C0C7_IDR_737_805",0.176061456137207
"Q9C0C9_IDR_1155_1249",0.254617230219823
"Q9C0C9_IDR_1_55",0.225516079967518
"Q9C0C9_IDR_399_537",0.318413619010192
"Q9C0C9_IDR_712_920",0.201453070802467
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.231290512899306
"Q9C0F1_IDR_289_390",0.462638579979327
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.590551994442051
"Q9C0H9_IDR_264_1183",0.40944800555795
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.50763795264016
"Q9C0I9_IDR_179_441",0.49236204735984
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.270761400340937
"Q9C0J8_IDR_408_507",0.269292812024024
"Q9C0J8_IDR_511_1336",0.459945787635038
"Q9C0J9_IDR_1_48",0.368650097628538
"Q9C0J9_IDR_175_482",0.631349902371462
"Q9C0K0_IDR_1_824",0.573788813200286
"Q9C0K0_IDR_858_894",0.426211186799714
"Q9GZR2_IDR_80_195",0.507928672906864
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.258960657535932
"Q9GZR7_IDR_62_190",0.320577613866924
"Q9GZR7_IDR_812_859",0.420461728597144
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.256675139748135
"Q9GZU2_IDR_1305_1386",0.263145126495638
"Q9GZU2_IDR_1_34",0.231674664801856
"Q9GZU2_IDR_1417_1478",0.248505068954371
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.503520704262599
"Q9GZV3_IDR_520_580",0.496479295737401
"Q9H009_IDR_142_177",0.504274440036067
"Q9H009_IDR_1_74",0.495725559963933
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.515226518885747
"Q9H019_IDR_74_143",0.484773481114253
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.504614193926396
"Q9H063_IDR_52_83",0.495385806073604
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.204974626455108
"Q9H0E7_IDR_167_291",0.364676597488292
"Q9H0E7_IDR_306_373",0.206795501249106
"Q9H0E7_IDR_682_712",0.223553274807494
"Q9H0E9_IDR_133_704",0.376288675613596
"Q9H0E9_IDR_819_854",0.320067057080374
"Q9H0E9_IDR_869_1101",0.30364426730603
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.516701854239883
"Q9H0V9_IDR_1_43",0.442764500498929
"Q9H0V9_IDR_293_348",0.557235499501071
"Q9H0W5_IDR_62_92",0.439032094242727
"Q9H0W5_IDR_99_538",0.560967905757273
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.338370632232056
"Q9H0X9_IDR_249_362",0.323117088287387
"Q9H161_IDR_236_411",0.415503111607793
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.331757292416638
"Q9H171_IDR_344_400",0.335440515724486
"Q9H171_IDR_72_104",0.332802191858877
"Q9H172_IDR_1_43",0.491549509231545
"Q9H172_IDR_333_364",0.508450490768455
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.227165245002052
"Q9H175_IDR_1_63",0.239428407344227
"Q9H175_IDR_281_371",0.26432705191103
"Q9H175_IDR_425_543",0.269079295742691
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.244186270292844
"Q9H1A4_IDR_674_704",0.257786944926285
"Q9H1A4_IDR_715_746",0.261830411339216
"Q9H1A4_IDR_988_1019",0.236196373441655
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.348392879326137
"Q9H1K0_IDR_472_732",0.291629412032218
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.513550578434493
"Q9H1M3_IDR_70_183",0.486449421565507
"Q9H1P3_IDR_1_59",0.491089473043359
"Q9H1P3_IDR_319_350",0.508910526956641
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.507288037781399
"Q9H1V8_IDR_646_711",0.492711962218601
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.549414557984219
"Q9H1Y3_IDR_330_397",0.450585442015781
"Q9H1Z8_IDR_109_148",0.506078978976255
"Q9H1Z8_IDR_1_31",0.493921021023745
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.488196363266027
"Q9H2C1_IDR_298_345",0.511803636733973
"Q9H2D6_IDR_1_2115",0.540694006910497
"Q9H2D6_IDR_2151_2188",0.459305993089503
"Q9H2F5_IDR_276_439",0.509340133816837
"Q9H2F5_IDR_471_836",0.490659866183163
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.463153510568509
"Q9H2G2_IDR_313_796",0.536846489431491
"Q9H2G4_IDR_1_210",0.527262572474878
"Q9H2G4_IDR_426_682",0.472737427525122
"Q9H2G9_IDR_1_130",0.580470907513746
"Q9H2G9_IDR_219_321",0.419529092486254
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.506752251523474
"Q9H2W2_IDR_136_220",0.486335082079707
"Q9H2W2_IDR_1_91",0.513664917920293
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.529910705484256
"Q9H2X6_IDR_536_1061",0.470089294515744
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.334611795793831
"Q9H2X9_IDR_87_120",0.333417333733376
"Q9H2X9_IDR_942_1066",0.331970870472792
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.307435227703356
"Q9H2Y9_IDR_374_412",0.391495485483671
"Q9H2Y9_IDR_763_848",0.301069286812973
"Q9H2Z4_IDR_1_191",0.517547148641272
"Q9H2Z4_IDR_289_342",0.482452851358728
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.413410853853702
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.294010459722783
"Q9H3P7_IDR_22_69",0.281982408321507
"Q9H3P7_IDR_291_363",0.424007131955709
"Q9H3Q1_IDR_1_35",0.317961996734602
"Q9H3Q1_IDR_227_356",0.346722522044222
"Q9H3Q1_IDR_55_199",0.335315481221175
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.294131449719255
"Q9H422_IDR_87_147",0.198655743943299
"Q9H422_IDR_874_1078",0.29610010724004
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.361086763561263
"Q9H461_IDR_344_380",0.30006806538421
"Q9H461_IDR_624_694",0.338845171054526
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.2605290860904
"Q9H4A3_IDR_1262_2382",0.346533807585604
"Q9H4A3_IDR_567_1259",0.392937106323996
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.471815046072721
"Q9H4B4_IDR_337_413",0.528184953927279
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.328305247419318
"Q9H4L5_IDR_164_210",0.300913874940481
"Q9H4L5_IDR_246_512",0.3707808776402
"Q9H4L7_IDR_1_248",0.498092661304327
"Q9H4L7_IDR_292_382",0.501907338695673
"Q9H4M7_IDR_1_46",0.344243024918776
"Q9H4M7_IDR_149_436",0.327841887637109
"Q9H4M7_IDR_473_747",0.327915087444115
"Q9H4Q3_IDR_162_443",0.545824516015504
"Q9H4Q3_IDR_643_707",0.454175483984496
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.514425872274702
"Q9H4S2_IDR_199_264",0.485574127725298
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.197932667250053
"Q9H5I5_IDR_1464_1896",0.107088056456463
"Q9H5I5_IDR_2042_2146",0.199972462336208
"Q9H5I5_IDR_837_904",0.137655138231584
"Q9H5J0_IDR_173_466",0.392312943324036
"Q9H5J0_IDR_521_574",0.607687056675964
"Q9H5J8_IDR_1_74",0.32643014840413
"Q9H5J8_IDR_245_278",0.309974808400934
"Q9H5J8_IDR_85_122",0.363595043194936
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.566136089479025
"Q9H5N1_IDR_305_440",0.433863910520975
"Q9H5P4_IDR_309_391",0.18765798904556
"Q9H5P4_IDR_393_553",0.202602785374582
"Q9H5P4_IDR_679_856",0.217453180998666
"Q9H5P4_IDR_952_1033",0.194644729204755
"Q9H5P4_IDR_9_54",0.197641315376436
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.520646510841202
"Q9H5V7_IDR_1_55",0.479353489158798
"Q9H6B1_IDR_216_263",0.183666976420209
"Q9H6B1_IDR_279_319",0.175622770021126
"Q9H6B1_IDR_327_363",0.185258796353512
"Q9H6B1_IDR_92_201",0.232509937119711
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.496859127394468
"Q9H6E5_IDR_636_759",0.503140872605532
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.537333316208908
"Q9H6X2_IDR_475_564",0.462666683791092
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.510987207132394
"Q9H6Y5_IDR_68_119",0.489012792867606
"Q9H6Z4_IDR_1_384",0.53185474609908
"Q9H6Z4_IDR_514_567",0.46814525390092
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.595161318901038
"Q9H7N4_IDR_1279_1312",0.404838681098962
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.533216001260459
"Q9H7P9_IDR_429_1386",0.466783998739541
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.465523473410658
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.483608151908404
"Q9H841_IDR_333_368",0.516391848091596
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.239104669822718
"Q9H869_IDR_345_375",0.226588025226823
"Q9H869_IDR_392_745",0.269275823218682
"Q9H869_IDR_752_796",0.265031481731778
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.485189185628357
"Q9H8E8_IDR_211_460",0.514810814371643
"Q9H8G2_IDR_1_126",0.562021744215086
"Q9H8G2_IDR_198_361",0.437978255784914
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.196156052083067
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.521885711238538
"Q9H8Y1_IDR_553_618",0.478114288761462
"Q9H8Y5_IDR_120_153",0.311793990624027
"Q9H8Y5_IDR_354_489",0.386901176467851
"Q9H8Y5_IDR_618_681",0.301304832908123
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.466863977227357
"Q9H930_IDR_152_299",0.533136022772643
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.432142679357338
"Q9H967_IDR_60_176",0.567857320642662
"Q9H972_IDR_464_518",0.521629711897756
"Q9H972_IDR_71_300",0.478370288102245
"Q9H981_IDR_1_36",0.497531114929489
"Q9H981_IDR_428_495",0.502468885070511
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.465879805488518
"Q9H9S0_IDR_1_98",0.534120194511482
"Q9H9Y2_IDR_1_52",0.577967216937054
"Q9H9Y2_IDR_84_128",0.422032783062946
"Q9H9Z2_IDR_119_209",0.605516653130243
"Q9H9Z2_IDR_1_36",0.394483346869757
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.535113719989799
"Q9HA90_IDR_91_139",0.464886280010201
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.491841705171515
"Q9HAV5_IDR_66_246",0.508158294828485
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.358110591376833
"Q9HAW4_IDR_1141_1256",0.285343275717583
"Q9HAW4_IDR_1292_1332",0.356546132905583
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.308179288733308
"Q9HAZ2_IDR_216_393",0.346323095421751
"Q9HAZ2_IDR_397_1246",0.345497615844942
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.415872724896189
"Q9HB14_IDR_356_386",0.584127275103811
"Q9HB15_IDR_316_368",0.513681469365769
"Q9HB15_IDR_380_430",0.486318530634231
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.538830409906053
"Q9HBH9_IDR_408_458",0.461169590093947
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.382515770583887
"Q9HBJ7_IDR_565_657",0.303485754335739
"Q9HBJ7_IDR_746_817",0.313998475080374
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.339334911075913
"Q9HBM0_IDR_400_474",0.33376632624078
"Q9HBM0_IDR_498_779",0.326898762683308
"Q9HC44_IDR_427_474",0.473833781294812
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.590801804333546
"Q9HC58_IDR_272_434",0.409198195666454
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.447735050205534
"Q9HC77_IDR_33_949",0.552264949794466
"Q9HC78_IDR_1_65",0.393334797863139
"Q9HC78_IDR_202_498",0.606665202136861
"Q9HC84_IDR_1433_1501",0.198701492109252
"Q9HC84_IDR_1605_1778",0.19629596822319
"Q9HC84_IDR_1884_2304",0.181484099883264
"Q9HC84_IDR_2416_2861",0.208825059956699
"Q9HCE5_IDR_1_110",0.612354933613403
"Q9HCE5_IDR_397_456",0.387645066386597
"Q9HCE6_IDR_1131_1168",0.61132988733631
"Q9HCE6_IDR_1_309",0.38867011266369
"Q9HCE7_IDR_140_234",0.508271624856022
"Q9HCE7_IDR_266_307",0.491728375143978
"Q9HCE9_IDR_1156_1220",0.184452793944482
"Q9HCE9_IDR_1_35",0.267637036560038
"Q9HCE9_IDR_519_653",0.17983290291933
"Q9HCE9_IDR_658_727",0.180984560232069
"Q9HCE9_IDR_882_1143",0.187092706344081
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.50004961782853
"Q9HCG7_IDR_896_927",0.49995038217147
"Q9HCG8_IDR_1_124",0.314625230541293
"Q9HCG8_IDR_408_441",0.287899261366547
"Q9HCG8_IDR_656_908",0.39747550809216
"Q9HCJ5_IDR_129_202",0.331250110949444
"Q9HCJ5_IDR_1_72",0.331470650754665
"Q9HCJ5_IDR_483_513",0.337279238295891
"Q9HCJ6_IDR_1_38",0.489746874215058
"Q9HCJ6_IDR_383_419",0.510253125784942
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.232059422027408
"Q9HCK1_IDR_1862_2007",0.275858228544691
"Q9HCK1_IDR_2065_2354",0.259735339186821
"Q9HCK1_IDR_56_1610",0.23234701024108
"Q9HCK4_IDR_932_972",0.482294977087545
"Q9HCK4_IDR_982_1378",0.517705022912455
"Q9HCK8_IDR_1399_1439",0.173354864883135
"Q9HCK8_IDR_1_662",0.319183235218342
"Q9HCK8_IDR_1663_1736",0.182864151235098
"Q9HCK8_IDR_1967_2581",0.324597748663425
"Q9HCL0_IDR_725_915",0.419486439468805
"Q9HCL0_IDR_952_1083",0.580513560531195
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.448136246058096
"Q9HCU0_IDR_401_687",0.551863753941904
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.459355480288136
"Q9HCU9_IDR_172_205",0.540644519711864
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.324968184711468
"Q9HCX4_IDR_736_775",0.367714809450033
"Q9HCX4_IDR_829_862",0.307317005838499
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.504072247714656
"Q9HD20_IDR_884_948",0.495927752285344
"Q9HD23_IDR_1_81",0.477249292437219
"Q9HD23_IDR_399_443",0.522750707562781
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.497380396764825
"Q9HD67_IDR_947_1167",0.502619603235175
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.68352272319758
"Q9NP64_IDR_93_128",0.31647727680242
"Q9NP66_IDR_1_102",0.537777262643876
"Q9NP66_IDR_181_220",0.462222737356124
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.418114912632707
"Q9NP71_IDR_189_666",0.581885087367293
"Q9NP74_IDR_211_242",0.233319782865123
"Q9NP74_IDR_246_406",0.25859739453878
"Q9NP74_IDR_450_551",0.251642341251576
"Q9NP74_IDR_92_209",0.256440481344521
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.323674508179561
"Q9NP80_IDR_217_286",0.335672570074796
"Q9NP80_IDR_294_353",0.340652921745643
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.435646560659081
"Q9NP85_IDR_352_383",0.564353439340919
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.334719536148318
"Q9NPD5_IDR_649_702",0.342415710155004
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.511406475843832
"Q6PJI9_IDR_344_383",0.354108159807612
"Q6PJI9_IDR_497_528",0.333174450670386
"Q6PJI9_IDR_588_639",0.312717389522002
"Q6PJP8_IDR_1_115",0.364281728218613
"Q6PJP8_IDR_183_409",0.259781982497112
"Q6PJP8_IDR_412_697",0.375936289284275
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.100408310565783
"Q6Q759_IDR_1143_1219",0.115085560416302
"Q6Q759_IDR_1324_1379",0.113733246944463
"Q6Q759_IDR_1926_2028",0.102395668291708
"Q6Q759_IDR_880_932",0.116816978854948
"Q6Q759_IDR_936_1012",0.125228952832712
"Q6QHK4_IDR_124_161",0.475397544904427
"Q6QHK4_IDR_1_64",0.524602455095573
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.209467346687095
"Q6T4P5_IDR_542_578",0.360996832896017
"Q6T4P5_IDR_606_718",0.209743939383108
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.131887278968961
"Q6TFL3_IDR_344_374",0.115891705611376
"Q6TFL3_IDR_385_488",0.113008201709912
"Q6TFL3_IDR_758_980",0.135636437437579
"Q6UWB4_IDR_1_52",0.511848701816243
"Q6UWB4_IDR_303_352",0.488151298183757
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.522625577213762
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.491682681464134
"Q6UXY8_IDR_961_1006",0.463575601617023
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.513287573877724
"Q6UY09_IDR_538_573",0.486712426122276
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.488702794260264
"Q6UY14_IDR_605_661",0.511297205739736
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.400842213049164
"Q6VAB6_IDR_474_567",0.291905001095699
"Q6VAB6_IDR_571_651",0.307252785855137
"Q6VB84_IDR_1_106",0.486672412396033
"Q6VB84_IDR_235_416",0.513327587603967
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.507921400036968
"Q6X4U4_IDR_169_206",0.546181633207272
"Q6X4U4_IDR_1_70",0.453818366792728
"Q6X4W1_IDR_108_323",0.609383961462208
"Q6X4W1_IDR_1_101",0.390616038537792
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.519036275500782
"Q6XE24_IDR_371_437",0.480963724499218
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.545094364222471
"Q6XR72_IDR_419_485",0.454905635777529
"Q6XYB7_IDR_142_198",0.446808829319224
