"","GO0009891_positive_regulation_of_biosynthetic_process"
"Q9UL17_IDR_317_520",0.540955818423825
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.323018842643556
"Q9UL36_IDR_764_808",0.34888591121369
"Q9UL36_IDR_814_916",0.328095246142754
"Q9ULD2_IDR_1237_1270",0.185442177605892
"Q9ULD4_IDR_392_470",0.344691549052735
"Q9ULD4_IDR_68_110",0.314084612747862
"Q9ULD4_IDR_757_1062",0.341223838199403
"Q9ULD5_IDR_1_194",0.487362166345535
"Q9ULD5_IDR_336_544",0.512637833654465
"Q9ULD6_IDR_1_50",0.345734748094391
"Q9ULD6_IDR_665_774",0.335503995372684
"Q9ULD6_IDR_75_150",0.318761256532925
"Q9ULD8_IDR_135_194",0.492038089889141
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.256947786564317
"Q9ULI4_IDR_1_334",0.243611898060172
"Q9ULI4_IDR_724_790",0.267172313758097
"Q9ULI4_IDR_795_1018",0.232268001617414
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.333235567276338
"Q9ULJ3_IDR_866_907",0.329438617833742
"Q9ULJ3_IDR_947_1012",0.337325814889921
"Q9ULL1_IDR_1286_1346",0.154032562997699
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.337629899520328
"Q9ULM0_IDR_137_571",0.322928998565694
"Q9ULM0_IDR_28_93",0.339441101913978
"Q9ULM3_IDR_117_199",0.367717237456815
"Q9ULM3_IDR_335_1139",0.632282762543185
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.442165646596116
"Q9ULQ0_IDR_301_432",0.557834353403884
"Q9ULQ1_IDR_1_66",0.517089220837916
"Q9ULQ1_IDR_783_816",0.482910779162084
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.306977262886909
"Q9ULR3_IDR_1_35",0.375193908223028
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.49311008654665
"Q9ULV5_IDR_197_492",0.50688991345335
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.528493925246173
"Q9ULW2_IDR_540_581",0.471506074753827
"Q9ULW3_IDR_1_41",0.53466337216777
"Q9ULW3_IDR_191_245",0.46533662783223
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.510037993223017
"Q9ULW6_IDR_1_94",0.489962006776983
"Q9ULX3_IDR_104_204",0.482111203832574
"Q9ULX3_IDR_376_412",0.517888796167426
"Q9ULX5_IDR_17_50",0.489247164808861
"Q9ULX5_IDR_97_129",0.510752835191139
"Q9ULX6_IDR_1_383",0.40597833684468
"Q9ULX6_IDR_427_476",0.307072312450813
"Q9ULX6_IDR_545_646",0.286949350704508
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.351708915111669
"Q9UMD9_IDR_374_463",0.350213963071157
"Q9UMD9_IDR_471_1497",0.298077121817174
"Q9UMN6_IDR_1_1166",0.552806070653625
"Q9UMN6_IDR_1810_2409",0.447193929346375
"Q9UMQ3_IDR_1_181",0.513572417329619
"Q9UMQ3_IDR_183_279",0.486427582670381
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.543880728606175
"Q9UNA0_IDR_200_255",0.456119271393825
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.513032083285655
"Q9UNA4_IDR_442_700",0.486967916714345
"Q9UNE0_IDR_1_70",0.469636533146037
"Q9UNE0_IDR_91_333",0.530363466853963
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.368268441294783
"Q9UP95_IDR_941_1017",0.316630594758867
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.549067069962937
"Q9UPC5_IDR_346_381",0.450932930037063
"Q9UPE1_IDR_1_57",0.533874425476269
"Q9UPE1_IDR_240_401",0.466125574523731
"Q9UPG8_IDR_1_67",0.249450272317876
"Q9UPG8_IDR_225_496",0.750549727682124
"Q9UPI3_IDR_1_74",0.502334350967158
"Q9UPR6_IDR_12_446",0.325043432161356
"Q9UPR6_IDR_542_588",0.35286340669828
"Q9UPR6_IDR_904_939",0.322093161140364
"Q9UPS6_IDR_1767_1805",0.30655769714195
"Q9UPS6_IDR_199_742",0.367884008277581
"Q9UPS6_IDR_904_1667",0.325558294580469
"Q9UPS8_IDR_1_35",0.310628470887067
"Q9UPS8_IDR_201_707",0.374918299870432
"Q9UPS8_IDR_835_917",0.314453229242501
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.385640993097131
"Q9UPW5_IDR_1149_1226",0.534830268321491
"Q9UPW5_IDR_349_617",0.465169731678508
"Q9UPW6_IDR_1_55",0.200454804440155
"Q9UPW6_IDR_187_223",0.173282401589492
"Q9UPW6_IDR_231_537",0.227005495778058
"Q9UPW6_IDR_550_618",0.208721775182175
"Q9UPW6_IDR_666_733",0.19053552301012
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.332361854657778
"Q9UQ16_IDR_598_651",0.311090440238289
"Q9UQ16_IDR_749_869",0.356547705103933
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.542342419865127
"Q9UQB3_IDR_1_543",0.353742172054095
"Q9UQ90_IDR_765_795",0.457657580134873
"Q9UQB3_IDR_1040_1155",0.323528341380957
"Q9UQB3_IDR_784_827",0.322729486564948
"Q9UQB8_IDR_128_196",0.237617526794348
"Q9UQB8_IDR_249_395",0.259622936484633
"Q9UQB8_IDR_433_517",0.271563204914341
"Q9UQB8_IDR_522_552",0.231196331806678
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.240691798784232
"Q9Y210_IDR_792_850",0.48076489036621
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.213339143871849
"Q9Y222_IDR_414_491",0.200178987112414
"Q9Y222_IDR_515_571",0.208521487683548
"Q9Y222_IDR_575_690",0.189219322856052
"Q9Y222_IDR_710_760",0.188741058476138
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.322440402413986
"Q9Y228_IDR_203_233",0.315352540278414
"Q9Y228_IDR_331_551",0.3622070573076
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.431707804513657
"Q9Y232_IDR_1_57",0.294095664710666
"Q9Y232_IDR_298_336",0.274196530775677
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.309690060095263
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.482838662299225
"Q9Y2B5_IDR_87_149",0.517161337700775
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.213429142043027
"Q9Y2G1_IDR_843_1007",0.213205596150937
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.525203145124917
"Q9Y2G4_IDR_516_660",0.474796854875083
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.493192472009443
"Q9Y2G8_IDR_718_749",0.506807527990557
"Q9Y2G9_IDR_160_197",0.262101881913942
"Q9Y2G9_IDR_616_677",0.313681805019398
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.532912993233684
"Q9Y2J2_IDR_409_1087",0.467087006766316
"Q9Y2J4_IDR_1_431",0.548548058739054
"Q9Y2J4_IDR_468_770",0.451451941260946
"Q9Y2K2_IDR_1_57",0.278593522480544
"Q9Y2K1_IDR_114_344",0.499961448745304
"Q9Y2K1_IDR_348_413",0.500038551254696
"Q9Y2K2_IDR_319_349",0.243886993235362
"Q9Y2K2_IDR_389_1288",0.477519484284094
"Q9Y2Q0_IDR_1100_1130",0.51453357163567
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.530103440690962
"Q9Y2T7_IDR_1_85",0.469896559309038
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.465987300847538
"Q9Y3R0_IDR_1088_1128",0.183947309227364
"Q9Y3R0_IDR_933_993",0.18235846593303
"Q9Y3R5_IDR_1031_1215",0.332968829235447
"Q9Y3R5_IDR_1849_1892",0.31652886025319
"Q9Y3R5_IDR_545_683",0.350502310511362
"Q9Y3S1_IDR_1316_2297",0.252370725876334
"Q9Y3S1_IDR_1_47",0.199216368314926
"Q9Y3S1_IDR_50_184",0.20213931269003
"Q9Y3S1_IDR_544_1314",0.34627359311871
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.491507768101027
"A0A0A6YYL3_IDR_325_492",0.508492231898973
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.572845675884101
"A0A1B0GTZ2_IDR_225_276",0.427154324115899
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.511333856076173
"A0A1B0GVG6_IDR_91_124",0.488666143923827
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.499707013263303
"A0A1B0GVM6_IDR_56_89",0.500292986736697
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.245105198473512
"Q6ZMI3_IDR_137_297",0.503285421639067
"Q6ZMI3_IDR_58_107",0.496714578360933
"Q6ZMJ2_IDR_1_121",0.522568396035859
"Q6ZMJ2_IDR_291_384",0.477431603964142
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.371886163495016
"Q6ZMN7_IDR_490_1003",0.628113836504984
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.498441286452227
"Q6ZMP0_IDR_534_616",0.501558713547773
"Q6ZMQ8_IDR_1253_1297",0.325924617391659
"Q6ZMQ8_IDR_415_531",0.326114102911151
"Q6ZMQ8_IDR_536_1190",0.34796127969719
"Q6ZMS7_IDR_1_38",0.503869065705519
"Q6ZMS7_IDR_183_281",0.496130934294481
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.391089470662921
"Q6ZN04_IDR_382_514",0.363121070265589
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.324756546909213
"Q6ZN16_IDR_1_57",0.332737400420833
"Q6ZN16_IDR_911_1007",0.342506052669954
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.554604926341356
"Q6ZN18_IDR_351_397",0.445395073658644
"Q6ZNJ1_IDR_1298_1436",0.505192100620096
"Q6ZNJ1_IDR_1858_1915",0.494807899379904
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.487334103260444
"Q6ZNM6_IDR_55_116",0.512665896739556
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.353798625949243
"Q6ZP65_IDR_269_463",0.317630951068306
"Q6ZP65_IDR_508_573",0.328570422982451
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.174767355871405
"Q6ZRS2_IDR_2213_2316",0.148130814789396
"Q6ZRS2_IDR_2323_3230",0.159784965359988
"Q6ZRS2_IDR_953_1312",0.1827519283535
"Q6ZRS4_IDR_1_136",0.457303898493932
"Q6ZRS4_IDR_221_1044",0.542696101506068
"Q6ZRT6_IDR_147_265",0.517787435168171
"Q6ZRT6_IDR_1_53",0.482212564831829
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.250921818022649
"Q6ZSY5_IDR_207_237",0.241676172020078
"Q6ZSY5_IDR_290_528",0.272042196190629
"Q6ZSY5_IDR_63_102",0.235359813766644
"Q6ZSZ5_IDR_1104_1360",0.260772751408935
"Q6ZSZ5_IDR_1_402",0.243327506328856
"Q6ZSZ5_IDR_892_992",0.24605304920028
"Q6ZSZ5_IDR_997_1044",0.249846693061929
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.301391245660255
"Q6ZU64_IDR_1564_1597",0.31341353869586
"Q6ZU64_IDR_1715_1829",0.349935453629176
"Q6ZU64_IDR_97_136",0.336651007674965
"Q6ZU65_IDR_19_123",0.193733334805366
"Q6ZU65_IDR_249_443",0.290689833618502
"Q6ZU65_IDR_570_600",0.230777576121548
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.284799255454584
"Q6ZU69_IDR_308_372",0.32086038310077
"Q6ZU69_IDR_32_294",0.361848805799276
"Q6ZUJ8_IDR_634_805",0.293480683661222
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.264089844753994
"Q6ZUM4_IDR_446_494",0.264761823921413
"Q6ZUM4_IDR_617_665",0.239934448963661
"Q6ZUM4_IDR_70_259",0.231213882360932
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.499301555486763
"Q6ZUT1_IDR_33_96",0.500698444513237
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.203401307819766
"Q6ZUT9_IDR_140_177",0.205814916020428
"Q6ZUT9_IDR_410_442",0.195364055209934
"Q6ZUT9_IDR_602_728",0.198551294432421
"Q6ZUT9_IDR_811_850",0.196868426517451
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.298922730424203
"Q6ZV29_IDR_1_95",0.378378213683179
"Q6ZV29_IDR_303_448",0.322699055892618
"Q6ZVM7_IDR_466_507",0.285293304854206
"Q6ZVT0_IDR_1_153",0.525837145219976
"Q6ZVT0_IDR_570_673",0.474162854780024
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.246929291647191
"A0AVK6_IDR_212_263",0.222590133199454
"A0AVK6_IDR_351_867",0.31440735080815
"A0AVK6_IDR_69_110",0.216073224345205
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.458735489651387
"A0FGR9_IDR_589_736",0.541264510348613
"A1L443_IDR_407_756",0.321766917960072
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.475564398536857
"A1L4H1_IDR_951_1468",0.524435601463143
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.489783883543175
"A1X283_IDR_428_849",0.510216116456825
"A2RUB6_IDR_914_948",0.481633829474949
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.547982183721486
"A3KN83_IDR_682_840",0.452017816278514
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.334164737738117
"A4D263_IDR_211_245",0.326281968608272
"A4D263_IDR_379_415",0.33955329365361
"A4D2H0_IDR_278_319",0.530721700665478
"A4D2H0_IDR_330_675",0.469278299334522
"A4D2P6_IDR_212_277",0.415142698486713
"A4D2P6_IDR_469_831",0.584857301513287
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.245324669080296
"A4FU28_IDR_278_331",0.270908421210429
"A4FU28_IDR_333_469",0.258131764822303
"A4FU28_IDR_474_698",0.225635144886972
"A5YKK6_IDR_1307_1355",0.328063862701419
"A5YKK6_IDR_683_828",0.408436978668179
"A5YKK6_IDR_998_1072",0.263499158630402
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.359470383111033
"A6NC98_IDR_307_760",0.312646115112958
"A6NC98_IDR_845_983",0.327883501776009
"A6NDD5_IDR_190_221",0.505052407835159
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.497045333847848
"A6NDN3_IDR_213_693",0.502954666152152
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.489637902144527
"A6NDY0_IDR_35_143",0.510362097855473
"A6NFA1_IDR_1_36",0.326418230392618
"A6NFA1_IDR_355_436",0.359560319745739
"A6NFA1_IDR_449_517",0.314021449861642
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.334181910411993
"A6NFE2_IDR_188_222",0.298672500033438
"A6NFE2_IDR_224_271",0.367145589554568
"A6NFI3_IDR_1_157",0.210305599225073
"A6NFI3_IDR_173_344",0.227745851806559
"A6NFI3_IDR_488_608",0.192348692166537
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.214491966621752
"A6NJZ7_IDR_209_374",0.186888365270071
"A6NJZ7_IDR_534_567",0.200136728107043
"A6NJZ7_IDR_685_828",0.205915646884991
"A6NJZ7_IDR_82_193",0.192567293116142
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.401942290661429
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.341950627195473
"A6NMT0_IDR_48_106",0.320529825470387
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.530101167191126
"A6NN90_IDR_1_31",0.469898832808874
"A6NNA5_IDR_1_38",0.48269121794229
"A6NNA5_IDR_83_263",0.51730878205771
"A6NNE9_IDR_1_165",0.483252920544515
"A6NNE9_IDR_327_364",0.516747079455485
"A7E2V4_IDR_1430_1467",0.300932790873853
"A7E2V4_IDR_518_726",0.318158520588405
"A7KAX9_IDR_30_109",0.362144632906298
"A7KAX9_IDR_572_637",0.294469403150937
"A7KAX9_IDR_665_2087",0.343385963942765
"A7MBM2_IDR_1133_1289",0.343392401651462
"A7MBM2_IDR_1_188",0.311793442506804
"A7MBM2_IDR_236_272",0.344814155841734
"A7MCY6_IDR_167_565",0.504110962349054
"A7MCY6_IDR_95_154",0.495889037650946
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.171729130932164
"A7XYQ1_IDR_189_224",0.167467180491262
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.507425118015811
"A8MQ27_IDR_435_494",0.492574881984189
"A8MQT2_IDR_1_141",0.500569143655545
"A8MQT2_IDR_271_563",0.499430856344455
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.261573813954606
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.504348651412131
"A8MWV9_IDR_90_139",0.495651348587869
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.482958370882435
"B1AKI9_IDR_109_157",0.322258704687237
"B1AKI9_IDR_165_222",0.333522990816933
"B1AKI9_IDR_1_99",0.34421830449583
"B1AL46_IDR_1_397",0.344846023463649
"B1AL46_IDR_405_522",0.351375073651526
"B1AL46_IDR_525_878",0.303778902884825
"B1AL88_IDR_109_153",0.346982462685415
"B1AL88_IDR_379_413",0.284364999782091
"B1AL88_IDR_67_100",0.368652537532494
"B7U540_IDR_367_433",0.496394712807808
"B7Z1M9_IDR_12_45",0.506855389108971
"B7Z1M9_IDR_47_208",0.493144610891029
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.495950811702658
"B7ZW38_IDR_89_186",0.504049188297342
"B8ZZ34_IDR_1_55",0.485874249551166
"B8ZZ34_IDR_98_397",0.514125750448834
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.50584459216337
"C9JLJ4_IDR_378_528",0.49415540783663
"C9JLR9_IDR_1_102",0.208932401003843
"C9JLR9_IDR_173_259",0.211207650106799
"C9JLR9_IDR_328_427",0.190090921723032
"C9JLR9_IDR_444_476",0.193949321124393
"C9JLR9_IDR_482_579",0.195819706041933
"C9JPN9_IDR_1_55",0.339208479251359
"C9JPN9_IDR_378_464",0.318916239666311
"C9JPN9_IDR_469_528",0.34187528108233
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.338660204161689
"D6RGH6_IDR_127_179",0.333386335810102
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.418278396551089
"D6RIA3_IDR_1686_1757",0.581721603448911
"D6RJB6_IDR_1_56",0.338783723729631
"D6RJB6_IDR_379_464",0.320870574405934
"D6RJB6_IDR_469_528",0.340345701864435
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.358642691541264
"F8WBI6_IDR_183_214",0.304791162776701
"F8WBI6_IDR_279_604",0.336566145682035
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.48559404518514
"H7C350_IDR_1_240",0.50258566314817
"H7C350_IDR_297_361",0.49741433685183
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.579651217632747
"I3L3R5_IDR_69_154",0.420348782367253
"I6L899_IDR_1_116",0.350829785305947
"I6L899_IDR_183_214",0.309156428434093
"I6L899_IDR_271_608",0.340013786259961
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.347179137577062
"O00192_IDR_589_651",0.330179035641267
"O00192_IDR_851_956",0.322641826781671
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.501553091563628
"O00203_IDR_646_856",0.498446908436372
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.577421990242396
"O00305_IDR_164_219",0.34356810100152
"O00305_IDR_1_67",0.320227173590459
"O00305_IDR_406_520",0.336204725408021
"O00308_IDR_149_312",0.493442867590293
"O00308_IDR_355_403",0.506557132409707
"O00311_IDR_1_38",0.361942309312989
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.320541102604528
"O00311_IDR_470_532",0.317516588082484
"O00327_IDR_1_77",0.453774957732447
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.517690610153768
"O00470_IDR_1_77",0.482309389846232
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.496420737392857
"O00472_IDR_290_524",0.503579262607143
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.327083560941672
"O00566_IDR_649_681",0.325903541162186
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.505046630567722
"O00591_IDR_338_390",0.494953369432278
"A1A5C7_IDR_633_686",0.473868660804236
"A1A5D9_IDR_258_367",0.23952853972758
"A1A5D9_IDR_369_401",0.241953409008426
"A1A5D9_IDR_452_497",0.24591772332016
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.504442773291313
"A1L162_IDR_1_63",0.495557226708686
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.193049471034576
"A1L390_IDR_1154_1219",0.20282724710876
"A1L390_IDR_1_89",0.228445866295842
"A1L390_IDR_412_905",0.182854788803044
"A1L390_IDR_937_1048",0.192822626757778
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.330115636510366
"A1L443_IDR_285_389",0.348117445529561
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.435041411501694
"Q9Y426_IDR_389_696",0.564958588498306
"Q9Y446_IDR_1_314",0.614270076784619
"Q9Y446_IDR_549_586",0.385729923215381
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.499084388654439
"Q9Y450_IDR_1_87",0.500915611345561
"Q9Y458_IDR_1_86",0.332925967716025
"Q9Y458_IDR_271_346",0.340760522298419
"Q9Y458_IDR_384_435",0.326313509985556
"Q9Y462_IDR_149_246",0.448571883450622
"Q9Y462_IDR_250_366",0.551428116549378
"Q9Y463_IDR_1_36",0.330708625309035
"Q9Y463_IDR_433_629",0.669291374690965
"Q9Y466_IDR_42_77",0.476676593208722
"Q9Y466_IDR_81_173",0.523323406791278
"Q9Y468_IDR_113_168",0.233007668838031
"Q9Y468_IDR_170_269",0.26187271710875
"Q9Y468_IDR_26_84",0.227306641823798
"Q9Y468_IDR_587_721",0.277812972229421
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.49980607793291
"Q9Y483_IDR_356_558",0.50019392206709
"Q9Y485_IDR_1246_1305",0.0968401441578981
"Q9Y485_IDR_1361_1395",0.0928815469941483
