"","GO0000976_transcription_cis_regulatory_region_binding"
"Q9NWF9_IDR_35_277",0.482001089207829
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.268489903626601
"Q9NWH9_IDR_70_383",0.294904968557651
"Q9NWH9_IDR_969_1002",0.436605127815748
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.288102550139888
"Q9NWM3_IDR_250_386",0.421353959339456
"Q9NWM3_IDR_87_248",0.290543490520656
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.532871899152862
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.555068752463843
"Q9NX65_IDR_1_50",0.444931247536157
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.446325327417201
"Q9NX94_IDR_276_314",0.553674672582799
"Q9NX95_IDR_1_281",0.368469571609314
"Q9NX95_IDR_305_336",0.234505585852358
"Q9NX95_IDR_344_484",0.187761245791182
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.673152546177134
"Q9NXW2_IDR_53_91",0.326847453822866
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.540548729999174
"Q9NXZ2_IDR_1_65",0.459451270000826
"Q9NY12_IDR_162_217",0.44352895142141
"Q9NY12_IDR_1_62",0.55647104857859
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.227787706019067
"Q9NYB5_IDR_142_182",0.240780485054915
"Q9NYB5_IDR_300_332",0.273453167071152
"Q9NYB5_IDR_667_712",0.257978641854866
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.398785018628717
"Q9NYF5_IDR_621_681",0.345229499027216
"Q9NYF5_IDR_753_837",0.255985482344067
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.520268542145827
"Q9NYP9_IDR_44_76",0.479731457854173
"Q9NYQ6_IDR_2300_2332",0.277484824265056
"Q9NYQ6_IDR_2722_2752",0.29714142002666
"Q9NYQ6_IDR_2754_2998",0.425373755708284
"Q9NYQ7_IDR_181_231",0.277813085402255
"Q9NYQ7_IDR_2788_2818",0.341291676840195
"Q9NYQ7_IDR_2824_3312",0.38089523775755
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.615673116045153
"Q9NYV4_IDR_1_717",0.384326883954847
"Q9NYV6_IDR_1_45",0.27351488540294
"Q9NYV6_IDR_264_301",0.211862728949128
"Q9NYV6_IDR_591_651",0.514622385647932
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.556959350135112
"Q9NZ71_IDR_1141_1219",0.244293007451329
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.24061073237322
"Q9NZ94_IDR_639_702",0.218627001790971
"Q9NZ94_IDR_734_806",0.302313444770395
"Q9NZ94_IDR_818_848",0.238448821065414
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.599472938930144
"Q9NZB2_IDR_894_1118",0.400527061069856
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.531326405108264
"Q9NZC9_IDR_859_954",0.468673594891736
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.591496033078959
"Q9NZI5_IDR_73_112",0.408503966921041
"Q9NZM3_IDR_818_886",0.293434734955022
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.556920130163692
"Q9NZM5_IDR_92_417",0.443079869836308
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.204624138173592
"Q9NZN5_IDR_1267_1405",0.151006976259825
"Q9NZN5_IDR_1422_1489",0.161829584054062
"Q9NZN5_IDR_149_345",0.173736274025733
"Q9NZN5_IDR_1_64",0.171345834985046
"Q9NZN5_IDR_564_764",0.137457192501743
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.549565045843975
"Q9NZQ8_IDR_669_714",0.450434954156025
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.431383389437689
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.270400042827056
"Q9P0K1_IDR_202_233",0.261449679942802
"Q9P0K1_IDR_766_906",0.468150277230142
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.381460248321215
"Q9P0K8_IDR_1_64",0.273954726375425
"Q9P0K8_IDR_469_563",0.34458502530336
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.537622997547674
"Q9P0L1_IDR_241_356",0.462377002452326
"Q9P0L2_IDR_1_53",0.574114720691508
"Q9P0L2_IDR_374_703",0.425885279308491
"Q9P0L9_IDR_1_74",0.534750312001449
"Q9P0L9_IDR_742_805",0.46524968799855
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.485260009476981
"Q9P0M4_IDR_41_103",0.514739990523019
"Q9P0X4_IDR_1736_2223",0.391063851151593
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.341600600966843
"Q9P107_IDR_355_479",0.33579123517361
"Q9P107_IDR_761_933",0.322608163859547
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.373392495154693
"Q9P1A6_IDR_21_162",0.450289725705109
"Q9P1A6_IDR_978_1040",0.176317779140198
"Q9P1Q0_IDR_1_60",0.443815784271824
"Q9P1Q0_IDR_481_575",0.556184215728176
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.251777678569274
"Q9P215_IDR_575_609",0.460967594171947
"Q9P215_IDR_92_151",0.539032405828053
"Q9P217_IDR_119_175",0.306834342221625
"Q9P217_IDR_25_59",0.354881351035012
"Q9P217_IDR_455_485",0.338284306743363
"Q9P218_IDR_119_151",0.464868342196243
"Q9P218_IDR_992_1284",0.535131657803757
"Q9P219_IDR_1329_2016",0.342912366909998
"Q9P219_IDR_221_259",0.26401218020278
"Q9P219_IDR_297_784",0.163319195991911
"Q9P219_IDR_888_1063",0.229756256895311
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.541986585289862
"Q9P227_IDR_809_899",0.255522894677708
"Q9P273_IDR_1_295",0.681863285724065
"Q9P273_IDR_338_375",0.318136714275935
"Q9P275_IDR_1046_1123",0.576415460560795
"Q9P275_IDR_426_1044",0.423584539439205
"Q9P278_IDR_180_304",0.277627080688318
"Q9P278_IDR_576_717",0.238623339958229
"Q9P278_IDR_726_922",0.220446641032386
"Q9P278_IDR_93_123",0.263302938321067
"Q9P281_IDR_1_164",0.451106482196076
"Q9P281_IDR_167_2471",0.548893517803924
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.182245443882728
"Q9P2D8_IDR_1442_1999",0.156343959457752
"Q9P2D8_IDR_721_804",0.247603698280036
"Q9P2D8_IDR_882_939",0.209481505988415
"Q9P2E2_IDR_367_798",0.547727767203242
"Q9P2E2_IDR_901_1029",0.452272232796758
"Q9P2E3_IDR_1_141",0.53311218231942
"Q9P2E3_IDR_795_887",0.46688781768058
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.227936507492164
"Q9P2E7_IDR_725_786",0.240469195482242
"Q9P2E7_IDR_842_947",0.531594297025595
"Q9P2E8_IDR_320_370",0.465370404726864
"Q9P2E8_IDR_60_158",0.534629595273136
"Q9P2E9_IDR_1247_1357",0.200737594629183
"Q9P2E9_IDR_1379_1410",0.239905331479213
"Q9P2E9_IDR_1_698",0.182059393463079
"Q9P2E9_IDR_708_740",0.211692488068732
"Q9P2E9_IDR_883_996",0.165605192359793
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.480903080183832
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.565966666973489
"Q9P2J8_IDR_1_48",0.434033333026511
"Q9P2K1_IDR_1_257",0.490098036152452
"Q9P2K1_IDR_587_624",0.509901963847547
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.62648214846808
"Q9P2K3_IDR_347_495",0.37351785153192
"Q9P2K8_IDR_1496_1526",0.256885236914595
"Q9P2K8_IDR_189_260",0.284735637691511
"Q9P2K8_IDR_660_709",0.244929403184859
"Q9P2K8_IDR_713_792",0.213449722209035
"Q9P2K9_IDR_1_42",0.521977137914629
"Q9P2K9_IDR_156_252",0.478022862085371
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.503802937711148
"Q9P2N2_IDR_19_80",0.496197062288852
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.158584780060875
"Q9P2R6_IDR_443_1471",0.721256212132717
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.597956181391128
"Q9P2S2_IDR_1672_1710",0.402043818608872
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.448473234475934
"Q9P2T0_IDR_341_379",0.551526765524066
"Q9P2U7_IDR_1_51",0.470669503924076
"Q9P2U7_IDR_498_560",0.529330496075924
"Q9P2U8_IDR_1_59",0.467973562638643
"Q9P2U8_IDR_506_582",0.532026437361357
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.552686446686316
"Q9P2Y5_IDR_467_612",0.447313553313684
"Q9UBF8_IDR_242_318",0.433207909272336
"Q9UBF8_IDR_410_526",0.170889184184807
"Q9UBF8_IDR_61_125",0.197682779740974
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.549748077418502
"Q9UBH6_IDR_76_123",0.450251922581498
"Q9UBI4_IDR_1_47",0.563134030867792
"Q9UBI4_IDR_248_287",0.436865969132209
"Q9UBI9_IDR_1_90",0.461083211888695
"Q9UBI9_IDR_195_303",0.538916788111305
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.775199278404138
"Q9UBK2_IDR_1_57",0.224800721595862
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.256845790067091
"Q9UBL0_IDR_241_633",0.308303415404058
"Q9UBL0_IDR_643_683",0.214052654939198
"Q9UBL0_IDR_689_812",0.220798139589653
"Q9UBL3_IDR_1_98",0.387989396810904
"Q9UBS0_IDR_401_482",0.485193209681031
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.544888137427114
"Q9UBS9_IDR_458_1224",0.455111862572886
"Q9UBT2_IDR_201_232",0.549434310373171
"Q9UBT2_IDR_549_636",0.450565689626829
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.309116986088032
"Q9UBT6_IDR_651_772",0.460321608195218
"Q9UBT6_IDR_813_861",0.23056140571675
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.450318302809617
"Q9UBU7_IDR_1_42",0.195012490442795
"Q9UBU6_IDR_182_238",0.549681697190383
"Q9UBU7_IDR_97_138",0.223868410236884
"Q9UBZ9_IDR_146_344",0.403328079229621
"Q9UBZ9_IDR_827_942",0.328197410710744
"Q9UBZ9_IDR_944_1151",0.268474510059634
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.359880589766799
"Q9UD57_IDR_184_260",0.640119410233201
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.319752197093291
"Q9UDT6_IDR_1_73",0.325399184941885
"Q9UDT6_IDR_957_1046",0.354848617964824
"Q9UDV6_IDR_1_33",0.477262235143513
"Q9UDV6_IDR_186_315",0.522737764856488
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.347694338547211
"Q9UDY2_IDR_386_504",0.339878630157443
"Q9UDY2_IDR_891_1184",0.312427031295346
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.28808353182322
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.165106746518214
"Q9UFD9_IDR_1199_1449",0.315318337490199
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.154885109411423
"Q9UFD9_IDR_534_571",0.187248274605446
"Q9UFD9_IDR_685_828",0.177441531974718
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.505022200845436
"Q9UGI0_IDR_174_244",0.241655829843362
"Q9UGI0_IDR_40_85",0.253321969311202
"Q9UGI6_IDR_1_220",0.288476935913447
"Q9UGI6_IDR_222_267",0.341958923033171
"Q9UGI6_IDR_694_731",0.369564141053381
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.447097516418003
"Q9UGU0_IDR_1_1628",0.698141365084575
"Q9UGU0_IDR_1655_1695",0.139034253018972
"Q9UGU0_IDR_1710_1841",0.162824381896453
"Q9UGU5_IDR_1_413",0.617590228005001
"Q9UGU5_IDR_448_518",0.382409771994999
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.422955483204576
"Q9UH99_IDR_207_329",0.577044516795423
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.575313064316404
"Q9UHB6_IDR_449_731",0.424686935683596
"Q9UHB7_IDR_1_925",0.570865089640035
"Q9UHB7_IDR_1036_1082",0.429134910359965
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.392114880819558
"Q9UHC1_IDR_614_1038",0.607885119180442
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.530134103762471
"Q9UHC6_IDR_1290_1331",0.469865896237529
"Q9UHC7_IDR_109_173",0.334791056950508
"Q9UHC7_IDR_1_57",0.258100922776931
"Q9UHC7_IDR_176_213",0.407108020272561
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.55005157505825
"Q9UHF4_IDR_409_441",0.44994842494175
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.111515181383876
"Q9UHF7_IDR_461_516",0.09826621757026
"Q9UHF7_IDR_566_613",0.271726122655339
"Q9UHL9_IDR_430_561",0.414880744049337
"Q9UHL9_IDR_649_705",0.167364130413683
"Q9UHL9_IDR_887_934",0.154316457729387
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.451637293511982
"Q9UHP3_IDR_59_91",0.248581190405729
"Q9UHP3_IDR_709_799",0.299781516082289
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.472149422285024
"Q9UHR4_IDR_374_494",0.527850577714976
"Q9UHR5_IDR_1_106",0.446751913226907
"Q9UHR5_IDR_209_295",0.553248086773093
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.473973361062209
"Q9UI33_IDR_1754_1791",0.238924937595042
"Q9UI33_IDR_921_994",0.226268044482604
"Q9UI36_IDR_1_182",0.232559471510827
"Q9UI36_IDR_281_605",0.475243629279065
"Q9UI36_IDR_675_750",0.292196899210108
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.316671731339884
"Q9UI46_IDR_1_39",0.341784440109421
"Q9UI46_IDR_237_285",0.341543828550695
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.0944440609749636
"Q9UIF8_IDR_1403_1701",0.336904744512316
"Q9UIF8_IDR_1_739",0.132436366554318
"Q9UIF8_IDR_848_886",0.107142632833583
"Q9UIF8_IDR_957_1015",0.126399373705897
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.260561742977106
"Q9UIU6_IDR_197_237",0.216332520567501
"Q9UIU6_IDR_273_781",0.523105736455393
"Q9UIW0_IDR_1_107",0.589649421142939
"Q9UIW0_IDR_152_183",0.410350578857061
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.513960290596744
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.541845548318122
"Q9UJJ9_IDR_269_305",0.458154451681878
"Q9UJK0_IDR_1_53",0.547213145045894
"Q9UJK0_IDR_226_302",0.452786854954106
"Q9UJL9_IDR_128_275",0.574235460861599
"Q9UJL9_IDR_26_64",0.4257645391384
"Q9UJM3_IDR_1_173",0.353487395231625
"Q9UJM3_IDR_175_373",0.375494389890104
"Q9UJM3_IDR_416_462",0.271018214878271
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.776203246268908
"Q9UJQ4_IDR_1_101",0.223796753731092
"Q9UJT2_IDR_1_366",0.272199685786572
"Q9UJT2_IDR_368_491",0.342747038999753
"Q9UJT2_IDR_518_592",0.385053275213675
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.467571289443775
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.340385974177224
"Q9UKD1_IDR_315_423",0.320450588599228
"Q9UKD1_IDR_43_85",0.339163437223548
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.563323958822053
"Q9UKF5_IDR_699_820",0.436676041177947
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.516201940522459
"Q9UKG1_IDR_464_496",0.483798059477541
"Q9UKP3_IDR_307_347",0.573729517103142
"Q9UKP3_IDR_65_113",0.426270482896858
"Q9UKP4_IDR_1270_1320",0.239830453042427
"Q9UKP4_IDR_1_38",0.275772341920128
"Q9UKP4_IDR_188_237",0.209171489084026
"Q9UKP4_IDR_999_1261",0.27522571595342
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.487727860660266
"Q9UKP6_IDR_331_389",0.512272139339734
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.303660479657984
"Q9UL17_IDR_317_520",0.696339520342016
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.421964577314958
"Q9UL36_IDR_764_808",0.331312195453095
"Q9UL36_IDR_814_916",0.246723227231947
"Q9ULD2_IDR_1237_1270",0.174131476665485
"Q9ULD4_IDR_392_470",0.379587175205732
"Q9ULD4_IDR_68_110",0.321855401379106
"Q9ULD4_IDR_757_1062",0.298557423415161
"Q9ULD5_IDR_1_194",0.493014861100337
"Q9ULD5_IDR_336_544",0.506985138899663
"Q9ULD6_IDR_1_50",0.371780154243555
"Q9ULD6_IDR_665_774",0.318439156280148
"Q9ULD6_IDR_75_150",0.309780689476297
"Q9ULD8_IDR_135_194",0.455044978995922
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.193954286440171
"Q9ULI4_IDR_1_334",0.277745236646991
"Q9ULI4_IDR_724_790",0.301557982312908
"Q9ULI4_IDR_795_1018",0.226742494599931
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.531453897990624
"Q9ULJ3_IDR_866_907",0.305556276802304
"Q9ULJ3_IDR_947_1012",0.162989825207072
"Q9ULL1_IDR_1286_1346",0.176660184878148
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.380510389852647
"Q9ULM0_IDR_137_571",0.308784081872616
"Q9ULM0_IDR_28_93",0.310705528274737
"Q9ULM3_IDR_117_199",0.293964798808359
"Q9ULM3_IDR_335_1139",0.706035201191642
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.394819863767507
"Q9ULQ0_IDR_301_432",0.605180136232493
"Q9ULQ1_IDR_1_66",0.500457302519392
"Q9ULQ1_IDR_783_816",0.499542697480608
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.280024600337447
"Q9ULR3_IDR_1_35",0.29867030724573
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.416502527024974
"Q9ULV5_IDR_197_492",0.583497472975026
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.447249309635459
"Q9ULW2_IDR_540_581",0.552750690364541
"Q9ULW3_IDR_1_41",0.491695806160615
"Q9ULW3_IDR_191_245",0.508304193839385
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.508050200972143
"Q9ULW6_IDR_1_94",0.491949799027857
"Q9ULX3_IDR_104_204",0.457956263734549
"Q9ULX3_IDR_376_412",0.542043736265451
"Q9ULX5_IDR_17_50",0.553885117614823
"Q9ULX5_IDR_97_129",0.446114882385177
"Q9ULX6_IDR_1_383",0.293081137126942
"Q9ULX6_IDR_427_476",0.379549882510352
"Q9ULX6_IDR_545_646",0.327368980362706
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.29352524001924
"Q9UMD9_IDR_374_463",0.526432657662136
"Q9UMD9_IDR_471_1497",0.180042102318624
"Q9UMN6_IDR_1_1166",0.576812730807592
"Q9UMN6_IDR_1810_2409",0.423187269192408
"Q9UMQ3_IDR_1_181",0.704240034091591
"Q9UMQ3_IDR_183_279",0.295759965908409
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.622056800349694
"Q9UNA0_IDR_200_255",0.377943199650306
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.402367049432309
"Q9UNA4_IDR_442_700",0.597632950567691
"Q9UNE0_IDR_1_70",0.603914526940405
"Q9UNE0_IDR_91_333",0.396085473059595
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.334821439513762
"Q9UP95_IDR_941_1017",0.266320720284008
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.500173874234766
"Q9UPC5_IDR_346_381",0.499826125765234
"Q9UPE1_IDR_1_57",0.642299105340104
"Q9UPE1_IDR_240_401",0.357700894659896
"Q9UPG8_IDR_1_67",0.158868317187249
"Q9UPG8_IDR_225_496",0.841131682812751
"Q9UPI3_IDR_1_74",0.554647186916729
"Q9UPR6_IDR_12_446",0.533387449231389
"Q9UPR6_IDR_542_588",0.263532881814018
"Q9UPR6_IDR_904_939",0.203079668954593
"Q9UPS6_IDR_1767_1805",0.280567967879785
"Q9UPS6_IDR_199_742",0.553476061347265
"Q9UPS6_IDR_904_1667",0.165955970772949
"Q9UPS8_IDR_1_35",0.354712163938134
"Q9UPS8_IDR_201_707",0.323744459533281
"Q9UPS8_IDR_835_917",0.321543376528585
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.370012363844847
"Q9UPW5_IDR_1149_1226",0.546814419575934
"Q9UPW5_IDR_349_617",0.453185580424066
"Q9UPW6_IDR_1_55",0.120777492123478
"Q9UPW6_IDR_187_223",0.112317651919033
"Q9UPW6_IDR_231_537",0.421469672785311
"Q9UPW6_IDR_550_618",0.219702091327893
"Q9UPW6_IDR_666_733",0.125733091844284
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.313476516747367
"Q9UQ16_IDR_598_651",0.338673476101435
"Q9UQ16_IDR_749_869",0.347850007151197
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.514949218200377
"Q9UQB3_IDR_1_543",0.551686521955321
"Q9UQ90_IDR_765_795",0.485050781799623
"Q9UQB3_IDR_1040_1155",0.233598984727615
"Q9UQB3_IDR_784_827",0.214714493317065
"Q9UQB8_IDR_128_196",0.159187837603677
"Q9UQB8_IDR_249_395",0.178342954712985
"Q9UQB8_IDR_433_517",0.467358017498464
"Q9UQB8_IDR_522_552",0.195111190184874
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.24469594203476
"Q9Y210_IDR_792_850",0.449623892268206
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.18449419397448
"Q9Y222_IDR_414_491",0.185357650973636
"Q9Y222_IDR_515_571",0.196691624231192
"Q9Y222_IDR_575_690",0.234432285837736
"Q9Y222_IDR_710_760",0.199024244982957
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.318193440192887
"Q9Y228_IDR_203_233",0.257921259984012
"Q9Y228_IDR_331_551",0.423885299823102
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.370782090217987
"Q9Y232_IDR_1_57",0.362072688796942
"Q9Y232_IDR_298_336",0.267145220985071
"Q9Y237_IDR_1_35",1
