"","GO0003682_chromatin_binding"
"O95239_IDR_918_1232",0.402471599605734
"O95243_IDR_149_434",0.556712089027307
"O95243_IDR_1_82",0.443287910972693
"O95248_IDR_1059_1113",0.168807749865905
"O95248_IDR_1284_1318",0.16324235430433
"O95248_IDR_1683_1713",0.15956101494663
"O95248_IDR_1718_1764",0.162313135519856
"O95248_IDR_778_819",0.164862510851557
"O95248_IDR_91_121",0.181213234511722
"O95249_IDR_118_163",0.489949702577044
"O95249_IDR_31_74",0.510050297422956
"O95251_IDR_1_206",0.504694654149327
"O95251_IDR_208_332",0.495305345850672
"O95255_IDR_263_294",0.51608917828074
"O95255_IDR_856_922",0.483910821719261
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.493766511098573
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.422354992570791
"O95365_IDR_487_584",0.577645007429209
"O95373_IDR_881_913",0.497456087311716
"O95373_IDR_917_948",0.502543912688284
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.336367830475698
"O95382_IDR_1_41",0.303452991993161
"O95382_IDR_908_996",0.360179177531141
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.300110419682629
"O95391_IDR_200_257",0.261470604446212
"O95391_IDR_465_560",0.43841897587116
"O95393_IDR_1_49",0.492770877211186
"O95393_IDR_276_319",0.507229122788814
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.502839714273129
"O95436_IDR_634_690",0.497160285726871
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.340618632791653
"O95450_IDR_1_52",0.323985957304795
"O95450_IDR_217_263",0.335395409903552
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.313125767125053
"O95466_IDR_168_222",0.295969163266161
"O95466_IDR_446_635",0.390905069608786
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.346580767758744
"O95477_IDR_1255_1314",0.328545426947977
"O95477_IDR_2226_2261",0.324873805293279
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.485062525671982
"O95567_IDR_87_163",0.514937474328018
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.597724055051659
"O95602_IDR_208_249",0.402275944948341
"O95613_IDR_1_266",0.328180634764935
"O95613_IDR_1384_2557",0.174484859704456
"O95613_IDR_2815_3128",0.167427135540496
"O95613_IDR_321_1256",0.167814115066156
"O95613_IDR_3222_3296",0.162093254923956
"O95622_IDR_1_204",0.517654031284891
"O95622_IDR_649_711",0.482345968715109
"O95625_IDR_124_174",0.293169747364348
"O95625_IDR_320_364",0.244755462293597
"O95625_IDR_369_649",0.462074790342055
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.486217122722674
"O95644_IDR_702_912",0.513782877277326
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.497867972424867
"O95677_IDR_289_366",0.502132027575133
"O95678_IDR_27_62",0.481892112395514
"O95678_IDR_479_551",0.518107887604486
"O95714_IDR_2417_2458",0.206849796303502
"O95714_IDR_2509_2547",0.189454886011179
"O95714_IDR_3410_3529",0.195766119541689
"O95721_IDR_1_213",0.507597435344315
"O95721_IDR_215_258",0.492402564655685
"O95727_IDR_220_304",0.322237385942965
"O95727_IDR_314_360",0.340248555650088
"O95727_IDR_363_393",0.337514058406946
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.492499293788629
"O95754_IDR_688_739",0.507500706211371
"O95757_IDR_503_575",0.517828228921131
"O95757_IDR_788_839",0.482171771078869
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.490314440978707
"O95789_IDR_599_737",0.509685559021293
"O95793_IDR_387_480",0.520698249183205
"O95793_IDR_9_69",0.479301750816795
"O95800_IDR_1_38",0.333821412430154
"O95800_IDR_234_327",0.327987537171617
"O95800_IDR_402_540",0.33819105039823
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.348895921627851
"O95835_IDR_1_137",0.31510366215032
"O95835_IDR_140_633",0.336000416221829
"O95838_IDR_1_41",0.49289487577466
"O95838_IDR_463_553",0.50710512422534
"O95841_IDR_1_45",0.508466019064114
"O95841_IDR_204_270",0.491533980935886
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.50885818790344
"O95873_IDR_264_294",0.49114181209656
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.475404067534753
"O95886_IDR_905_965",0.524595932465247
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.441207684718972
"O95983_IDR_250_291",0.541115957755252
"O95983_IDR_52_108",0.458884042244747
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.327583821339904
"O95996_IDR_698_2303",0.351092039121515
"O95996_IDR_79_128",0.321324139538581
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.495810205464737
"O96004_IDR_155_201",0.504189794535263
"O96005_IDR_1_87",0.436610934792101
"O96005_IDR_597_669",0.563389065207899
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.484054261771896
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.518288339282096
"P01127_IDR_53_86",0.481711660717903
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.495148418329542
"P01135_IDR_1_37",0.504851581670458
"P01138_IDR_1_70",0.472776963488859
"P01138_IDR_91_126",0.527223036511141
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.481985862695288
"P01210_IDR_72_203",0.518014137304712
"P01213_IDR_1_61",0.478993389852597
"P01213_IDR_70_211",0.521006610147403
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.516133141777737
"P02538_IDR_1_61",0.480522039425784
"P02538_IDR_493_564",0.519477960574216
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.507429786147048
"P02671_IDR_263_626",0.492570213852952
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.263819575930889
"P02686_IDR_180_217",0.251885115970755
"P02686_IDR_251_287",0.238760177788897
"P02686_IDR_98_178",0.245535130309458
"P02730_IDR_1_52",0.324591168216158
"P02730_IDR_161_214",0.335922434966046
"P02730_IDR_338_371",0.339486396817797
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.530584488357325
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.326391506070348
"P04233_IDR_263_296",0.335345044772757
"P04233_IDR_86_136",0.338263449156895
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.481573511017381
"P04259_IDR_493_564",0.518426488982619
"P04264_IDR_1_61",0.497642869540993
"P04264_IDR_509_644",0.502357130459007
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.296938100703781
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.334009511781011
"P05305_IDR_1_52",0.319322487278079
"P05305_IDR_84_118",0.34666800094091
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.490138097525809
"P05423_IDR_278_310",0.509861902474191
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.46394720932371
"P05455_IDR_325_408",0.53605279067629
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.500155624900568
"P05997_IDR_79_1263",0.499844375099432
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.475050948882074
"P06213_IDR_743_793",0.524949051117926
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.311272696893837
"P06400_IDR_580_644",0.350088198761716
"P06400_IDR_855_928",0.338639104344447
"P06401_IDR_1_463",0.335703413194781
"P06401_IDR_474_505",0.33239222708623
"P06401_IDR_636_674",0.33190435971899
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.500019794975327
"P06734_IDR_289_321",0.499980205024673
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.499387973064262
"P06850_IDR_80_157",0.500612026935738
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.469883288835535
"P07333_IDR_927_961",0.530116711164465
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.523259431449936
"P07359_IDR_533_573",0.476740568550064
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.497025208185775
"P07492_IDR_91_148",0.502974791814225
"P07498_IDR_1_47",0.498790169130054
"P07498_IDR_72_182",0.501209830869946
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.548253391742877
"P07814_IDR_954_1019",0.451746608257123
"P07900_IDR_226_279",0.700147015901227
"P07900_IDR_699_732",0.299852984098773
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.517240544494862
"P08151_IDR_1_270",0.353517847182768
"P08151_IDR_294_332",0.325639812291765
"P08151_IDR_334_1106",0.320842340525467
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.541606541243134
"P08183_IDR_632_691",0.458393458756866
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.468165346003824
"P08235_IDR_671_731",0.531834653996176
"P08238_IDR_222_271",0.594911758063034
"P08238_IDR_691_724",0.405088241936966
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.49045405277336
"P08476_IDR_259_316",0.50954594722664
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.513434026794522
"P08575_IDR_27_225",0.486565973205478
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.494622785707871
"P08779_IDR_424_473",0.505377214292129
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.57758682149207
"P08F94_IDR_4026_4059",0.42241317850793
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.523014301032212
"P09016_IDR_9_130",0.476985698967788
"P09017_IDR_1_171",0.504560087202009
"P09017_IDR_212_264",0.495439912797991
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.394757839090314
"P09086_IDR_270_300",0.296430092813187
"P09086_IDR_351_479",0.308812068096499
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.496249174034356
"P09681_IDR_1_54",0.488891636238637
"P09681_IDR_83_124",0.511108363761363
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.351345460419066
"P09874_IDR_352_387",0.28100121482945
"P09874_IDR_483_521",0.367653324751484
"P09884_IDR_1_65",0.388033566747849
"P09884_IDR_90_330",0.611966433252151
"P09912_IDR_1_56",0.468711813139022
"P09912_IDR_91_130",0.531288186860978
"P0C025_IDR_297_328",1
"P0C0L5_IDR_1424_1461",1
"P0C1S8_IDR_1_202",0.501227813953596
"P0C1S8_IDR_517_567",0.498772186046404
"P0C1Z6_IDR_1_214",1
"P0C221_IDR_1_34",0.474668855946518
"P0C221_IDR_741_793",0.525331144053482
"P0C263_IDR_1_46",1
"P0C264_IDR_311_359",1
"P0C2L3_IDR_1_122",0.496502783812858
"P0C2L3_IDR_125_166",0.503497216187142
"P0C2W1_IDR_1_36",1
"P0C2W7_IDR_1_110",0.469395951096508
"P0C2W7_IDR_149_299",0.530604048903492
"P0C5Y4_IDR_1_121",1
"P0C671_IDR_1_533",1
"P0C6A0_IDR_1_204",1
"P0C7I6_IDR_239_297",0.337931351590803
"P0C7I6_IDR_42_90",0.329363923919671
"P0C7M4_IDR_1_136",1
"P0C7M8_IDR_1_88",1
"P0C7N4_IDR_150_181",0.49756550103194
"P0C7N4_IDR_184_270",0.50243449896806
"P0C7P1_IDR_69_496",1
"P0C7Q5_IDR_1_45",1
"P0C7Q6_IDR_1_44",1
"P0C7T5_IDR_1_463",0.50469864171102
"P0C7T5_IDR_586_666",0.49530135828898
"P0C7T8_IDR_168_217",1
"P0C7U0_IDR_264_302",0.270480903703777
"P0C7U0_IDR_473_527",0.248241000173291
"P0C7U0_IDR_529_571",0.245602489786855
"P0C7U0_IDR_577_749",0.235675606336076
"P0C7U3_IDR_277_371",1
"P0C7V6_IDR_1_33",0.32181356343184
"P0CG12_IDR_1_524",1
"P0CG20_IDR_1_571",1
"P0CG23_IDR_1_540",0.561256243071967
"P0CG23_IDR_604_659",0.438743756928033
"P0CG32_IDR_225_344",1
"P0CG33_IDR_1_693",1
"P0CG36_IDR_26_64",1
"P0CG37_IDR_24_64",1
"P0CG40_IDR_1_151",0.324298884535224
"P0CG40_IDR_195_330",0.338208695261408
"P0CG40_IDR_396_484",0.337492420203367
"P0CH99_IDR_60_171",1
"P0CI00_IDR_60_171",1
"P0CI01_IDR_1_187",1
"P0CJ78_IDR_1_343",1
"P0DJD1_IDR_979_1024",1
"P0DJD3_IDR_69_496",1
"P0DJG4_IDR_1_378",1
"Q7RTS3_IDR_1_165",1
"Q7RTS6_IDR_430_479",1
"Q7RTS7_IDR_470_529",1
"Q7RTT5_IDR_73_176",1
"Q7RTT9_IDR_1_60",0.493200126168538
"Q7RTT9_IDR_286_333",0.506799873831462
"Q7RTU0_IDR_134_167",0.482832448858973
"Q7RTU0_IDR_1_56",0.517167551141027
"Q7RTU1_IDR_166_214",0.480007145004769
"Q7RTU1_IDR_1_82",0.519992854995231
"Q7RTU3_IDR_157_233",0.479580100060059
"Q7RTU3_IDR_1_94",0.520419899939941
"Q7RTU4_IDR_127_204",0.372651188667464
"Q7RTU4_IDR_1_72",0.627348811332536
"Q7RTU7_IDR_1_86",1
"Q7RTV3_IDR_1_166",0.478642460205028
"Q7RTV3_IDR_230_340",0.521357539794972
"Q7RTW8_IDR_1106_1153",1
"Q7RTX7_IDR_17_57",0.327841314602412
"Q7Z2Z1_IDR_543_631",0.407582651477519
"Q7Z2Z1_IDR_806_1910",0.342143873606773
"Q7Z2Z2_IDR_444_501",0.505908734322112
"Q7Z2Z2_IDR_902_949",0.494091265677888
"Q7Z309_IDR_1_247",1
"Q7Z333_IDR_2457_2677",0.359187098952752
"Q7Z333_IDR_599_1695",0.640812901047248
"Q7Z340_IDR_1_216",1
"Q7Z353_IDR_53_545",0.328735535698361
"Q7Z353_IDR_548_584",0.34180370094385
"Q7Z353_IDR_654_690",0.329460763357788
"Q7Z388_IDR_1_42",1
"Q7Z398_IDR_74_200",1
"Q7Z3B4_IDR_1_130",1
"Q7Z3C6_IDR_585_808",1
"Q7Z3D4_IDR_115_208",0.33390767282283
"Q7Z3D4_IDR_242_306",0.336640590364879
"Q7Z3D4_IDR_28_58",0.329451736812292
"Q7Z3E1_IDR_79_231",1
"Q7Z3E2_IDR_1_209",0.459500809235741
"Q7Z3K3_IDR_1333_1410",0.190055573316726
"Q7Z3K3_IDR_382_462",0.198154153746372
"Q7Z3K3_IDR_694_743",0.192366600669078
"Q7Z3K3_IDR_857_972",0.233667886453604
"Q7Z3K6_IDR_1_171",0.481372957516889
"Q7Z3K6_IDR_328_481",0.518627042483111
"Q7Z3S7_IDR_1_37",1
"Q7Z3T8_IDR_1_747",0.503786539729421
"Q7Z3T8_IDR_749_1001",0.496213460270579
"Q7Z3U7_IDR_509_542",0.500886569887372
"Q7Z3U7_IDR_626_666",0.499113430112628
"Q7Z3V5_IDR_48_138",1
"Q7Z3Y7_IDR_1_72",0.322060509109798
"Q7Z3Y7_IDR_397_429",0.338792087983154
"Q7Z3Y7_IDR_434_464",0.339147402907048
"Q7Z3Y8_IDR_1_69",0.485670383299559
"Q7Z3Y8_IDR_394_459",0.514329616700441
"Q7Z3Y9_IDR_1_68",0.330522055182737
"Q7Z3Y9_IDR_394_428",0.338049397660377
"Q7Z3Y9_IDR_435_468",0.331428547156885
"Q7Z460_IDR_1082_1269",0.300451848249065
"Q7Z460_IDR_542_845",0.354444519701082
"Q7Z465_IDR_1_160",1
"Q7Z478_IDR_176_286",0.204389338942191
"Q7Z478_IDR_1_82",0.38204161740511
"Q7Z478_IDR_303_359",0.209139829214022
"Q7Z478_IDR_502_542",0.204429214438677
"Q7Z494_IDR_1_73",1
"Q7Z4F1_IDR_536_687",1
"Q7Z4H7_IDR_325_379",0.505913328198486
"Q7Z4H7_IDR_396_955",0.494086671801514
"Q7Z4H9_IDR_1_146",1
"Q7Z4K8_IDR_65_119",1
"Q7Z4L0_IDR_1_37",1
"Q7Z4M0_IDR_151_199",1
"Q7Z4N2_IDR_1168_1226",0.179170978490917
"Q7Z4N2_IDR_1238_1603",0.168768100148601
"Q7Z4N2_IDR_405_448",0.262004652925924
"Q7Z4N2_IDR_560_603",0.185809498417636
"Q7Z4N2_IDR_775_812",0.204246770016922
"Q7Z570_IDR_465_1157",0.568348943154294
"Q7Z572_IDR_1_215",0.312808726743961
"Q7Z572_IDR_341_373",0.379117822314277
"Q7Z572_IDR_411_469",0.308073450941762
"Q7Z589_IDR_95_1322",1
"Q7Z591_IDR_1_612",0.474647369639567
"Q7Z591_IDR_614_1439",0.525352630360433
"Q7Z5B4_IDR_1_110",0.481779376285363
"Q7Z5B4_IDR_117_369",0.518220623714637
"Q7Z5D8_IDR_1_106",1
"Q7Z5R6_IDR_1_165",0.514153026479473
"Q7Z5R6_IDR_437_666",0.485846973520527
"Q7Z5V6_IDR_1_314",1
"Q7Z5Y6_IDR_1_33",0.411017392896485
"Q7Z5Y6_IDR_257_296",0.588982607103515
"Q7Z5Y7_IDR_1_115",1
"P0DJH9_IDR_131_168",1
"P0DJJ0_IDR_166_228",1
"P0DKB5_IDR_347_382",1
"P0DKL9_IDR_1_79",1
"P0DL12_IDR_1_43",0.333859165459421
"P0DL12_IDR_47_86",0.336563000711947
"P0DL12_IDR_88_118",0.329577833828631
"P0DN87_IDR_122_165",1
"P0DP42_IDR_184_221",1
"P0DP91_IDR_160_239",0.361940928527563
"P0DP91_IDR_1_72",0.319433773093457
"P0DP91_IDR_241_581",0.31862529837898
"P0DPA2_IDR_292_414",1
"P0DPD6_IDR_1_74",0.52647703711521
"P0DPD6_IDR_98_135",0.47352296288479
"P0DPD7_IDR_220_255",1
"P0DPF3_IDR_1_718",1
"P0DPI2_IDR_1_40",1
"P0DPI3_IDR_1_95",1
"P0DPK2_IDR_1_41",1
"P0DPK5_IDR_1_39",1
"P10275_IDR_36_481",0.477405843024185
"P10275_IDR_624_663",0.522594156975815
"P10276_IDR_1_82",0.486355360226601
"P10276_IDR_418_462",0.513644639773399
"P10323_IDR_294_377",1
"P10398_IDR_162_295",1
"P10412_IDR_108_219",0.633034325129021
"P10412_IDR_1_36",0.366965674870979
"P10415_IDR_33_87",1
"P10451_IDR_1_314",1
"P10515_IDR_181_215",0.436553899459594
"P10515_IDR_308_351",0.563446100540406
"P10586_IDR_1285_1328",1
"P10588_IDR_121_159",0.504529474588983
"P10588_IDR_1_50",0.495470525411017
"P10589_IDR_149_182",0.485200138008892
"P10589_IDR_1_80",0.514799861991108
"P10600_IDR_255_310",1
"P10606_IDR_1_42",1
"P10636_IDR_1_624",1
"P10914_IDR_115_211",1
"P10997_IDR_1_34",0.496174169384821
"P10997_IDR_53_89",0.503825830615179
"P11047_IDR_1_35",1
"P11055_IDR_1907_1940",1
"P11137_IDR_1_1667",1
"P11142_IDR_615_646",1
"P11150_IDR_1_42",1
"P11161_IDR_1_476",1
"P11171_IDR_1_205",0.414019970525167
"P11171_IDR_510_821",0.284611556692681
"P11171_IDR_824_864",0.301368472782152
"P11226_IDR_1_37",0.507166674582132
"P11226_IDR_40_106",0.492833325417868
"P11229_IDR_223_363",1
"P11230_IDR_362_425",1
"P11274_IDR_68_493",1
"P11277_IDR_2078_2137",1
"P11279_IDR_186_216",1
"P11308_IDR_1_130",0.499423908324042
"P11487_IDR_1_36",0.477946689722521
"P11487_IDR_193_239",0.522053310277479
"P11498_IDR_1_33",1
"P11717_IDR_2355_2491",1
"P11801_IDR_29_84",0.521220524765596
"P11801_IDR_361_424",0.478779475234404
"P11831_IDR_1_141",0.347468450217067
"P11831_IDR_223_406",0.355246405266966
"P11831_IDR_464_508",0.297285144515967
"P11836_IDR_235_297",1
"P11940_IDR_425_543",1
"P12034_IDR_1_80",0.508325583348927
"P12034_IDR_232_268",0.491674416651073
"P12035_IDR_1_140",0.49624809018579
"P12035_IDR_529_628",0.50375190981421
"P12074_IDR_1_33",1
"P12107_IDR_242_1573",1
"P12109_IDR_252_591",1
"P12110_IDR_1_39",0.487659683140683
"P12110_IDR_253_591",0.512340316859317
"P12111_IDR_2041_2371",0.387128111784747
"P12111_IDR_2845_2994",0.612871888215253
"P12259_IDR_1125_1164",0.241542607426864
"P12259_IDR_1189_1499",0.239497527177104
"P12259_IDR_687_771",0.255738045915766
"P12259_IDR_779_1087",0.263221819480266
"P12270_IDR_341_384",0.138584016333682
"P12270_IDR_464_506",0.133369500468771
"P12270_IDR_508_672",0.127481613351297
"P12270_IDR_900_941",0.135654194561414
"P12645_IDR_1_53",0.449493184352667
"P12645_IDR_275_368",0.550506815647333
"P12694_IDR_1_50",1
"P12755_IDR_28_85",0.429096762788441
"P12755_IDR_312_577",0.570903237211559
"P12757_IDR_1_141",0.521558681516342
"P12757_IDR_357_553",0.478441318483658
"P12821_IDR_1_50",1
"P12829_IDR_1_40",1
"P12872_IDR_1_76",1
"P12931_IDR_1_83",1
"P12980_IDR_1_157",0.508464864615069
"P12980_IDR_212_280",0.491535135384931
"P13010_IDR_544_585",1
"P13051_IDR_12_65",1
"P13056_IDR_1_45",0.488711000732977
"P13056_IDR_61_365",0.511288999267023
"P13073_IDR_1_32",1
"P13196_IDR_113_170",0.328282073654801
"P13196_IDR_1_34",0.319141653879415
"P13196_IDR_40_111",0.352576272465784
"P13232_IDR_118_148",1
"P13349_IDR_1_117",0.557138100423545
"P13349_IDR_140_251",0.442861899576455
"P13378_IDR_1_242",0.483698801898932
"P13378_IDR_249_290",0.516301198101068
"P13385_IDR_25_75",1
"P13473_IDR_186_216",1
"P13497_IDR_55_124",1
"P13498_IDR_135_195",1
"P13611_IDR_1330_3078",0.332398922900991
"P13611_IDR_3359_3396",0.328668313623671
"P13611_IDR_350_1327",0.338932763475338
"P13631_IDR_1_85",0.466772241820843
"P13631_IDR_421_454",0.533227758179157
"P13640_IDR_1_44",1
"P13645_IDR_1_118",0.486859409009685
"P13645_IDR_456_584",0.513140590990315
"P13646_IDR_1_85",0.479363911570722
"P13646_IDR_413_458",0.520636088429278
"P13647_IDR_1_73",0.489081565478936
"P13647_IDR_497_590",0.510918434521064
"P13667_IDR_1_55",1
"P13682_IDR_1_220",1
"P13725_IDR_214_252",1
"P13727_IDR_1_79",1
"P13805_IDR_1_192",1
"P13807_IDR_624_737",1
"P13861_IDR_44_92",1
"P13866_IDR_567_597",1
"P13945_IDR_1_32",0.338854819181236
"P13945_IDR_243_285",0.327513576756302
"P14616_IDR_1265_1297",0.34136834944868
"P14616_IDR_660_718",0.336080068502097
"P14616_IDR_723_758",0.322551582049223
"P14625_IDR_1_45",0.293959989112288
"P14625_IDR_288_325",0.347123074160267
"P14625_IDR_750_803",0.358916936727445
"P14635_IDR_1_143",1
"P14649_IDR_1_53",1
"P14651_IDR_1_235",0.494079720398798
"P14651_IDR_237_431",0.505920279601201
"P14652_IDR_1_321",1
"P14678_IDR_85_240",1
"P14735_IDR_1_43",1
"P14780_IDR_448_513",1
"P14784_IDR_386_520",1
"P14859_IDR_1_284",0.368169784893043
"P14859_IDR_432_595",0.332617435127424
"P14859_IDR_688_743",0.299212779979533
"P14866_IDR_1_97",1
"P14867_IDR_1_36",0.485935014138429
"P14867_IDR_343_416",0.514064985861571
"P14921_IDR_1_36",0.32473497537605
"P14921_IDR_195_230",0.336997288713955
"P14921_IDR_270_325",0.338267735909995
"P15336_IDR_422_505",0.526028371854881
"P15336_IDR_57_369",0.473971628145119
"P15391_IDR_319_556",1
"P15407_IDR_1_271",1
"P15408_IDR_1_321",1
"P15498_IDR_146_192",1
"P15502_IDR_1_786",1
"P15514_IDR_110_142",0.634042039528967
"P15514_IDR_22_92",0.365957960471033
"P15515_IDR_1_57",1
"P15516_IDR_1_51",1
"P15529_IDR_288_327",1
"P15538_IDR_1_33",1
"P15586_IDR_1_43",1
"P15621_IDR_1_188",1
"P15622_IDR_75_179",1
"P15692_IDR_134_172",1
"P15735_IDR_366_406",1
"P15848_IDR_1_41",1
"P15863_IDR_1_96",0.489972031115228
"P16157_IDR_1367_1449",0.319285099965477
"P16157_IDR_1458_1881",0.340735086936898
"P16157_IDR_817_862",0.339979813097625
"P16220_IDR_1_51",0.512288520810761
"P16220_IDR_81_178",0.487711479189239
"P16234_IDR_1024_1089",0.344250809831022
"P16234_IDR_736_785",0.326423306714965
"P16234_IDR_965_1020",0.329325883454014
"P16260_IDR_1_32",1
"P16284_IDR_627_685",1
"P16333_IDR_63_101",1
"P16383_IDR_1_266",0.501289493180786
"P16383_IDR_382_433",0.498710506819214
"P16389_IDR_420_499",1
"P16401_IDR_111_226",0.561568489440003
"P16401_IDR_1_39",0.438431510559997
"P16402_IDR_109_221",0.695803488679796
"P16402_IDR_1_37",0.304196511320204
