"","GO0005768_endosome"
"Q9BQG0_IDR_1145_1328",0.431126290903893
"Q9BQG0_IDR_696_755",0.568873709096107
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.270871604324652
"Q9BQS8_IDR_340_405",0.239599024216582
"Q9BQS8_IDR_549_601",0.235369850121928
"Q9BQT9_IDR_805_892",0.489853882989754
"Q9BQT9_IDR_912_956",0.510146117010246
"Q9BQW3_IDR_386_438",0.492392778793377
"Q9BQW3_IDR_442_602",0.507607221206623
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.345685913855757
"Q9BR39_IDR_383_416",0.329652029017204
"Q9BR39_IDR_425_671",0.324662057127038
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.507259481578106
"Q9BR77_IDR_86_225",0.492740518421894
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.166685563256643
"Q9BRR8_IDR_353_504",0.158247138843987
"Q9BRR8_IDR_570_612",0.172482886199367
"Q9BRR8_IDR_621_756",0.168641115666183
"Q9BRR8_IDR_68_156",0.177847991027538
"Q9BRR8_IDR_759_914",0.156095305006282
"Q9BRR9_IDR_113_210",0.315877942865752
"Q9BRR9_IDR_248_325",0.342660945524748
"Q9BRR9_IDR_444_508",0.3414611116095
"Q9BRS2_IDR_1_110",0.539522838478313
"Q9BRS2_IDR_451_568",0.460477161521687
"Q9BRS8_IDR_1_84",0.568056948473758
"Q9BRS8_IDR_294_462",0.431943051526242
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.457926816608576
"Q9BSF8_IDR_434_475",0.542073183391424
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.318718980127299
"Q9BSJ2_IDR_773_812",0.355461656622181
"Q9BSJ2_IDR_870_902",0.32581936325052
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.330990841179073
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.263462111425403
"Q9BTC0_IDR_1_262",0.239399516097671
"Q9BTC0_IDR_323_668",0.230199608586392
"Q9BTC0_IDR_765_1046",0.266938763890534
"Q9BTC8_IDR_325_373",0.337763392009225
"Q9BTC8_IDR_419_482",0.335977200920025
"Q9BTC8_IDR_540_590",0.32625940707075
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.320304957106171
"Q9BUA3_IDR_20_66",0.337108178054219
"Q9BUA3_IDR_274_315",0.342586864839611
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.485672590170614
"Q9BUB5_IDR_377_465",0.514327409829386
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.513925710567822
"Q9BUG6_IDR_141_351",0.486074289432178
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.500738765227472
"Q9BUH8_IDR_134_593",0.499261234772528
"Q9BV73_IDR_1084_1412",0.256786298863213
"Q9BV73_IDR_1_513",0.250165081055082
"Q9BV73_IDR_1790_1980",0.259246284167753
"Q9BV73_IDR_2019_2442",0.233802335913952
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.165891546065434
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.476571239389371
"Q9BVW5_IDR_1_66",0.523428760610629
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.518190501345106
"Q9BW11_IDR_20_74",0.481809498654894
"Q9BWU0_IDR_1_149",0.217077252961616
"Q9BWU0_IDR_279_358",0.399487957637642
"Q9BWU0_IDR_444_537",0.184068505074191
"Q9BWU0_IDR_584_765",0.199366284326552
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.327834069354257
"Q9BWV1_IDR_811_855",0.322804284700391
"Q9BWV1_IDR_877_1114",0.349361645945352
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.525148219918707
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.43324278268806
"Q9BX69_IDR_90_279",0.56675721731194
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.136919141047198
"Q9BX84_IDR_1285_1456",0.155937915663303
"Q9BX84_IDR_1459_1598",0.134105103570058
"Q9BX84_IDR_1665_1695",0.140184254948093
"Q9BX84_IDR_1983_2022",0.150912384913495
"Q9BX84_IDR_544_600",0.128011920191585
"Q9BX84_IDR_772_820",0.153929279666269
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.321923911767808
"Q9BXA9_IDR_1_80",0.330589440654028
"Q9BXA9_IDR_83_1121",0.347486647578164
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.500242451836412
"Q9BXK1_IDR_27_156",0.499757548163588
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.333836169854609
"Q9BXL6_IDR_392_567",0.336081442577242
"Q9BXL6_IDR_756_803",0.33008238756815
"Q9BXL7_IDR_225_305",0.345281916740913
"Q9BXL7_IDR_424_664",0.330780045362107
"Q9BXL7_IDR_852_916",0.32393803789698
"Q9BXL8_IDR_186_226",0.493783292583007
"Q9BXL8_IDR_80_174",0.506216707416994
"Q9BXM0_IDR_1342_1375",0.332747515064265
"Q9BXM0_IDR_1_43",0.355959453650961
"Q9BXM0_IDR_45_233",0.311293031284774
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.156237868760964
"Q9BXT5_IDR_1_469",0.178059961918876
"Q9BXT5_IDR_2264_2514",0.153087270082244
"Q9BXT5_IDR_2563_2596",0.182009568822979
"Q9BXT5_IDR_473_775",0.183476866694021
"Q9BXT5_IDR_782_1040",0.147128463720916
"Q9BXT8_IDR_1104_1169",0.306463705177808
"Q9BXT8_IDR_1360_1397",0.359870255924481
"Q9BXT8_IDR_309_399",0.333666038897711
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.479222107062149
"Q9BXU1_IDR_976_1018",0.520777892937851
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.502805040158074
"Q9BXU7_IDR_731_820",0.497194959841926
"Q9BY12_IDR_745_899",0.321820741311728
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.351687348210132
"Q9BY66_IDR_1411_1539",0.321018265078912
"Q9BY66_IDR_174_310",0.327294386710957
"Q9BY67_IDR_335_376",0.541951286440079
"Q9BY67_IDR_398_442",0.458048713559922
"Q9BY76_IDR_1_109",0.522934515444909
"Q9BY76_IDR_115_180",0.477065484555091
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.563706308788294
"Q9BY84_IDR_561_654",0.436293691211706
"Q9BY89_IDR_1_31",0.545238369247304
"Q9BY89_IDR_37_1789",0.454761630752696
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.501243407159967
"Q9BYM8_IDR_243_277",0.498756592840033
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.473193725128455
"Q9BYP7_IDR_486_1800",0.526806274871545
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.198902117324445
"Q9BYW2_IDR_1_1069",0.188503197184742
"Q9BYW2_IDR_1829_2147",0.201126850841621
"Q9BYW2_IDR_2311_2388",0.210603242059078
"Q9BYW2_IDR_2421_2468",0.200864592590115
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.347593832134886
"Q9BYX2_IDR_145_329",0.327721084537812
"Q9BYX2_IDR_384_454",0.324685083327302
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.501230019455993
"Q9BZE3_IDR_286_327",0.498769980544007
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.489308874234276
"Q9BZE9_IDR_495_553",0.510691125765724
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.486816582243001
"Q9BZJ7_IDR_311_368",0.513183417756999
"Q9BZJ8_IDR_1_40",0.334447057033476
"Q9BZJ8_IDR_246_282",0.303170519454674
"Q9BZJ8_IDR_364_451",0.36238242351185
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.272100079644103
"Q9BZL6_IDR_190_250",0.212901229554956
"Q9BZL6_IDR_316_378",0.262203696353446
"Q9BZL6_IDR_848_878",0.252794994447496
"Q9BZM3_IDR_14_204",0.498305651135842
"Q9BZM3_IDR_254_304",0.501694348864158
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.470158763573933
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.467928939410194
"Q9C086_IDR_78_267",0.532071060589806
"Q9C091_IDR_1088_1225",0.35751295154318
"Q9C091_IDR_241_368",0.292569973370955
"Q9C091_IDR_51_102",0.349917075085865
"Q9C093_IDR_1197_1327",0.182644446922802
"Q9C093_IDR_1663_1709",0.20604085730809
"Q9C093_IDR_257_290",0.213063255507282
"Q9C093_IDR_608_681",0.209830772639937
"Q9C093_IDR_890_1004",0.188420667621888
"Q9C098_IDR_21_345",0.471018908823191
"Q9C098_IDR_617_648",0.528981091176809
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.232575585214822
"Q9C0B9_IDR_207_351",0.253454611665738
"Q9C0B9_IDR_403_435",0.24677230420602
"Q9C0B9_IDR_464_1021",0.26719749891342
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.228900588038368
"Q9C0C7_IDR_250_310",0.198179524839676
"Q9C0C7_IDR_312_649",0.206436188702391
"Q9C0C7_IDR_665_726",0.192743534338466
"Q9C0C7_IDR_737_805",0.173740164081099
"Q9C0C9_IDR_1155_1249",0.237809603693619
"Q9C0C9_IDR_1_55",0.269361840625224
"Q9C0C9_IDR_399_537",0.228493561892661
"Q9C0C9_IDR_712_920",0.264334993788495
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.255803187793644
"Q9C0F1_IDR_289_390",0.493121105912322
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.502069894427676
"Q9C0H9_IDR_264_1183",0.497930105572324
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.52765486937543
"Q9C0I9_IDR_179_441",0.47234513062457
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.334598755525787
"Q9C0J8_IDR_408_507",0.35010307231046
"Q9C0J8_IDR_511_1336",0.315298172163753
"Q9C0J9_IDR_1_48",0.461468479348753
"Q9C0J9_IDR_175_482",0.538531520651247
"Q9C0K0_IDR_1_824",0.615697798924773
"Q9C0K0_IDR_858_894",0.384302201075227
"Q9GZR2_IDR_80_195",0.500611854131429
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.386650240476561
"Q9GZR7_IDR_62_190",0.303917270755923
"Q9GZR7_IDR_812_859",0.309432488767516
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.232496126811923
"Q9GZU2_IDR_1305_1386",0.258017631124248
"Q9GZU2_IDR_1_34",0.252325008720058
"Q9GZU2_IDR_1417_1478",0.257161233343771
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.483866887892775
"Q9GZV3_IDR_520_580",0.516133112107224
"Q9H009_IDR_142_177",0.506638014058346
"Q9H009_IDR_1_74",0.493361985941654
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.542559968090215
"Q9H019_IDR_74_143",0.457440031909785
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.511417337471544
"Q9H063_IDR_52_83",0.488582662528456
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.248423435457491
"Q9H0E7_IDR_167_291",0.224810386763181
"Q9H0E7_IDR_306_373",0.242807245032591
"Q9H0E7_IDR_682_712",0.283958932746736
"Q9H0E9_IDR_133_704",0.402694452354158
"Q9H0E9_IDR_819_854",0.270261264730872
"Q9H0E9_IDR_869_1101",0.32704428291497
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.523486512026195
"Q9H0V9_IDR_1_43",0.492096734810435
"Q9H0V9_IDR_293_348",0.507903265189565
"Q9H0W5_IDR_62_92",0.528247819957029
"Q9H0W5_IDR_99_538",0.471752180042971
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.312077853083861
"Q9H0X9_IDR_249_362",0.376650155526751
"Q9H161_IDR_236_411",0.406964995265008
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.330559333471052
"Q9H171_IDR_344_400",0.349438480122066
"Q9H171_IDR_72_104",0.320002186406882
"Q9H172_IDR_1_43",0.485824775999024
"Q9H172_IDR_333_364",0.514175224000976
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.244807997777185
"Q9H175_IDR_1_63",0.241802457827602
"Q9H175_IDR_281_371",0.260030780159572
"Q9H175_IDR_425_543",0.253358764235642
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.227851709980661
"Q9H1A4_IDR_674_704",0.243666667912556
"Q9H1A4_IDR_715_746",0.265441620981726
"Q9H1A4_IDR_988_1019",0.263040001125057
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.499250288766268
"Q9H1K0_IDR_472_732",0.571453739760645
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.459705461998976
"Q9H1M3_IDR_70_183",0.540294538001024
"Q9H1P3_IDR_1_59",0.514010454378624
"Q9H1P3_IDR_319_350",0.485989545621376
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.511078129499172
"Q9H1V8_IDR_646_711",0.488921870500828
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.536864915435017
"Q9H1Y3_IDR_330_397",0.463135084564983
"Q9H1Z8_IDR_109_148",0.50803923640221
"Q9H1Z8_IDR_1_31",0.49196076359779
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.500911252734996
"Q9H2C1_IDR_298_345",0.499088747265005
"Q9H2D6_IDR_1_2115",0.477621003152426
"Q9H2D6_IDR_2151_2188",0.522378996847574
"Q9H2F5_IDR_276_439",0.501560019550488
"Q9H2F5_IDR_471_836",0.498439980449512
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.472842384002532
"Q9H2G2_IDR_313_796",0.527157615997468
"Q9H2G4_IDR_1_210",0.449504822880481
"Q9H2G4_IDR_426_682",0.550495177119519
"Q9H2G9_IDR_1_130",0.48950937385478
"Q9H2G9_IDR_219_321",0.51049062614522
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.50201732745006
"Q9H2W2_IDR_136_220",0.523296974019072
"Q9H2W2_IDR_1_91",0.476703025980928
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.498061146499726
"Q9H2X6_IDR_536_1061",0.501938853500274
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.343696897585582
"Q9H2X9_IDR_87_120",0.332213153717692
"Q9H2X9_IDR_942_1066",0.324089948696726
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.363134130790254
"Q9H2Y9_IDR_374_412",0.302626452427701
"Q9H2Y9_IDR_763_848",0.334239416782045
"Q9H2Z4_IDR_1_191",0.453559146108415
"Q9H2Z4_IDR_289_342",0.546440853891584
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.499541723938049
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.301767714177105
"Q9H3P7_IDR_22_69",0.339965168674871
"Q9H3P7_IDR_291_363",0.358267117148024
"Q9H3Q1_IDR_1_35",0.31618717621321
"Q9H3Q1_IDR_227_356",0.366084614749075
"Q9H3Q1_IDR_55_199",0.317728209037714
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.238197439847536
"Q9H422_IDR_87_147",0.250584677051966
"Q9H422_IDR_874_1078",0.243668445426164
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.330517027173817
"Q9H461_IDR_344_380",0.344796921917857
"Q9H461_IDR_624_694",0.324686050908326
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.321465382166176
"Q9H4A3_IDR_1262_2382",0.325495114045747
"Q9H4A3_IDR_567_1259",0.353039503788077
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.530403673806474
"Q9H4B4_IDR_337_413",0.469596326193526
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.324948072485433
"Q9H4L5_IDR_164_210",0.313845354863254
"Q9H4L5_IDR_246_512",0.361206572651313
"Q9H4L7_IDR_1_248",0.504794230259168
"Q9H4L7_IDR_292_382",0.495205769740832
"Q9H4M7_IDR_1_46",0.335748099315449
"Q9H4M7_IDR_149_436",0.325246223152113
"Q9H4M7_IDR_473_747",0.339005677532438
"Q9H4Q3_IDR_162_443",0.486959906289711
"Q9H4Q3_IDR_643_707",0.513040093710289
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.508557104991206
"Q9H4S2_IDR_199_264",0.491442895008794
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.262352214443806
"Q9H5I5_IDR_1464_1896",0.131942470417981
"Q9H5I5_IDR_2042_2146",0.121515469487166
"Q9H5I5_IDR_837_904",0.149606111916549
"Q9H5J0_IDR_173_466",0.585408224112562
"Q9H5J0_IDR_521_574",0.414591775887438
"Q9H5J8_IDR_1_74",0.353518341686974
"Q9H5J8_IDR_245_278",0.331481756527921
"Q9H5J8_IDR_85_122",0.314999901785105
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.526683139214533
"Q9H5N1_IDR_305_440",0.473316860785467
"Q9H5P4_IDR_309_391",0.229859548284609
"Q9H5P4_IDR_393_553",0.174570741750266
"Q9H5P4_IDR_679_856",0.187347193606825
"Q9H5P4_IDR_952_1033",0.220273825442153
"Q9H5P4_IDR_9_54",0.187948690916148
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.463276925987119
"Q9H5V7_IDR_1_55",0.536723074012881
"Q9H6B1_IDR_216_263",0.196777933706842
"Q9H6B1_IDR_279_319",0.198729308589995
"Q9H6B1_IDR_327_363",0.204606044979909
"Q9H6B1_IDR_92_201",0.20626200494581
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.519324172851352
"Q9H6E5_IDR_636_759",0.480675827148648
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.489542821378488
"Q9H6X2_IDR_475_564",0.510457178621512
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.504636950841266
"Q9H6Y5_IDR_68_119",0.495363049158734
"Q9H6Z4_IDR_1_384",0.471104597123934
"Q9H6Z4_IDR_514_567",0.528895402876066
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.465687564384867
"Q9H7N4_IDR_1279_1312",0.534312435615133
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.476731142375655
"Q9H7P9_IDR_429_1386",0.523268857624345
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.534017389477766
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.507896431191695
"Q9H841_IDR_333_368",0.492103568808306
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.246187017296752
"Q9H869_IDR_345_375",0.253243936990088
"Q9H869_IDR_392_745",0.233396577976937
"Q9H869_IDR_752_796",0.267172467736222
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.538033942106214
"Q9H8E8_IDR_211_460",0.461966057893786
"Q9H8G2_IDR_1_126",0.44785133319011
"Q9H8G2_IDR_198_361",0.55214866680989
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.223129630728503
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.522439287075704
"Q9H8Y1_IDR_553_618",0.477560712924296
"Q9H8Y5_IDR_120_153",0.381096503092901
"Q9H8Y5_IDR_354_489",0.320273175749999
"Q9H8Y5_IDR_618_681",0.2986303211571
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.538472808733808
"Q9H930_IDR_152_299",0.461527191266192
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.4933436252159
"Q9H967_IDR_60_176",0.5066563747841
"Q9H972_IDR_464_518",0.486857696856954
"Q9H972_IDR_71_300",0.513142303143045
"Q9H981_IDR_1_36",0.46509983451674
"Q9H981_IDR_428_495",0.53490016548326
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.483940080451687
"Q9H9S0_IDR_1_98",0.516059919548313
"Q9H9Y2_IDR_1_52",0.479467596557619
"Q9H9Y2_IDR_84_128",0.520532403442381
"Q9H9Z2_IDR_119_209",0.465036819079559
"Q9H9Z2_IDR_1_36",0.534963180920441
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.44511447990148
"Q9HA90_IDR_91_139",0.55488552009852
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.499926008957772
"Q9HAV5_IDR_66_246",0.500073991042228
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.285101620460649
"Q9HAW4_IDR_1141_1256",0.467168398486255
"Q9HAW4_IDR_1292_1332",0.247729981053095
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.350269422915407
"Q9HAZ2_IDR_216_393",0.319591674049603
"Q9HAZ2_IDR_397_1246",0.33013890303499
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.475220299715704
"Q9HB14_IDR_356_386",0.524779700284296
"Q9HB15_IDR_316_368",0.492834364073137
"Q9HB15_IDR_380_430",0.507165635926863
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.519085915206617
"Q9HBH9_IDR_408_458",0.480914084793383
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.312826630738223
