"","GO0005615_extracellular_space"
"Q9BTC8_IDR_419_482",0.334026267760707
"Q9BTC8_IDR_540_590",0.330478379779237
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.34103034293052
"Q9BUA3_IDR_20_66",0.331759597519543
"Q9BUA3_IDR_274_315",0.327210059549938
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.476285224485854
"Q9BUB5_IDR_377_465",0.523714775514146
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.526318921190371
"Q9BUG6_IDR_141_351",0.473681078809629
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.501491673165568
"Q9BUH8_IDR_134_593",0.498508326834432
"Q9BV73_IDR_1084_1412",0.249507478077062
"Q9BV73_IDR_1_513",0.254131520779063
"Q9BV73_IDR_1790_1980",0.244751283745489
"Q9BV73_IDR_2019_2442",0.251609717398386
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.157225820747989
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.460441502897937
"Q9BVW5_IDR_1_66",0.539558497102063
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.482801038929306
"Q9BW11_IDR_20_74",0.517198961070694
"Q9BWU0_IDR_1_149",0.266715898199048
"Q9BWU0_IDR_279_358",0.237468689744859
"Q9BWU0_IDR_444_537",0.255145367923123
"Q9BWU0_IDR_584_765",0.24067004413297
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.316608196212758
"Q9BWV1_IDR_811_855",0.296149001250556
"Q9BWV1_IDR_877_1114",0.387242802536686
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.504207099140531
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.532308842603279
"Q9BX69_IDR_90_279",0.467691157396721
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.148059508564114
"Q9BX84_IDR_1285_1456",0.160461349084874
"Q9BX84_IDR_1459_1598",0.136866134127352
"Q9BX84_IDR_1665_1695",0.141389727171826
"Q9BX84_IDR_1983_2022",0.143376894115341
"Q9BX84_IDR_544_600",0.132139450118344
"Q9BX84_IDR_772_820",0.137706936818148
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.336599724791682
"Q9BXA9_IDR_1_80",0.319476396659124
"Q9BXA9_IDR_83_1121",0.343923878549194
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.492480174265164
"Q9BXK1_IDR_27_156",0.507519825734836
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.335361805757403
"Q9BXL6_IDR_392_567",0.323179099269682
"Q9BXL6_IDR_756_803",0.341459094972915
"Q9BXL7_IDR_225_305",0.347557679130137
"Q9BXL7_IDR_424_664",0.32068566786386
"Q9BXL7_IDR_852_916",0.331756653006003
"Q9BXL8_IDR_186_226",0.503487166239064
"Q9BXL8_IDR_80_174",0.496512833760936
"Q9BXM0_IDR_1342_1375",0.32865763412243
"Q9BXM0_IDR_1_43",0.34318876900452
"Q9BXM0_IDR_45_233",0.32815359687305
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.161600219663462
"Q9BXT5_IDR_1_469",0.176922040329162
"Q9BXT5_IDR_2264_2514",0.153508272602187
"Q9BXT5_IDR_2563_2596",0.179940442652023
"Q9BXT5_IDR_473_775",0.166485543549645
"Q9BXT5_IDR_782_1040",0.161543481203522
"Q9BXT8_IDR_1104_1169",0.313088432032345
"Q9BXT8_IDR_1360_1397",0.343199333854481
"Q9BXT8_IDR_309_399",0.343712234113174
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.527547812221495
"Q9BXU1_IDR_976_1018",0.472452187778505
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.501180645160896
"Q9BXU7_IDR_731_820",0.498819354839104
"Q9BY12_IDR_745_899",0.3409246371485
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.335999888802268
"Q9BY66_IDR_1411_1539",0.33745239212283
"Q9BY66_IDR_174_310",0.326547719074902
"Q9BY67_IDR_335_376",0.489003920304236
"Q9BY67_IDR_398_442",0.510996079695764
"Q9BY76_IDR_1_109",0.554213385559173
"Q9BY76_IDR_115_180",0.445786614440827
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.5309290075536
"Q9BY84_IDR_561_654",0.4690709924464
"Q9BY89_IDR_1_31",0.558279362550164
"Q9BY89_IDR_37_1789",0.441720637449836
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.517104398756184
"Q9BYM8_IDR_243_277",0.482895601243816
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.411820566029524
"Q9BYP7_IDR_486_1800",0.588179433970476
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.177266195691986
"Q9BYW2_IDR_1_1069",0.168127402751997
"Q9BYW2_IDR_1829_2147",0.198749038805316
"Q9BYW2_IDR_2311_2388",0.241631586833234
"Q9BYW2_IDR_2421_2468",0.214225775917467
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.30603380272091
"Q9BYX2_IDR_145_329",0.3706115182266
"Q9BYX2_IDR_384_454",0.32335467905249
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.471586857729731
"Q9BZE3_IDR_286_327",0.528413142270269
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.493006646291402
"Q9BZE9_IDR_495_553",0.506993353708598
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.48874741916698
"Q9BZJ7_IDR_311_368",0.51125258083302
"Q9BZJ8_IDR_1_40",0.343530287161586
"Q9BZJ8_IDR_246_282",0.321114060948268
"Q9BZJ8_IDR_364_451",0.335355651890145
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.279342556979231
"Q9BZL6_IDR_190_250",0.24165228754737
"Q9BZL6_IDR_316_378",0.228260110244421
"Q9BZL6_IDR_848_878",0.250745045228978
"Q9BZM3_IDR_14_204",0.531378222725401
"Q9BZM3_IDR_254_304",0.468621777274598
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.559783197138129
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.489284998695529
"Q9C086_IDR_78_267",0.510715001304471
"Q9C091_IDR_1088_1225",0.313272615804229
"Q9C091_IDR_241_368",0.38824803317076
"Q9C091_IDR_51_102",0.298479351025011
"Q9C093_IDR_1197_1327",0.203021791623426
"Q9C093_IDR_1663_1709",0.20204552652945
"Q9C093_IDR_257_290",0.213117471805354
"Q9C093_IDR_608_681",0.195698703462187
"Q9C093_IDR_890_1004",0.186116506579582
"Q9C098_IDR_21_345",0.471174387911413
"Q9C098_IDR_617_648",0.528825612088587
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.242045437447386
"Q9C0B9_IDR_207_351",0.263367771363375
"Q9C0B9_IDR_403_435",0.236754176119152
"Q9C0B9_IDR_464_1021",0.257832615070087
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.195774056658655
"Q9C0C7_IDR_250_310",0.210282618443079
"Q9C0C7_IDR_312_649",0.197462892356348
"Q9C0C7_IDR_665_726",0.200902104039648
"Q9C0C7_IDR_737_805",0.195578328502271
"Q9C0C9_IDR_1155_1249",0.228192671635179
"Q9C0C9_IDR_1_55",0.287852538430611
"Q9C0C9_IDR_399_537",0.25434601021587
"Q9C0C9_IDR_712_920",0.22960877971834
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.249757956282721
"Q9C0F1_IDR_289_390",0.495022692589901
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.453470191251771
"Q9C0H9_IDR_264_1183",0.546529808748229
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.503967364160724
"Q9C0I9_IDR_179_441",0.496032635839276
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.330268756890114
"Q9C0J8_IDR_408_507",0.319245077182094
"Q9C0J8_IDR_511_1336",0.350486165927792
"Q9C0J9_IDR_1_48",0.486143782984987
"Q9C0J9_IDR_175_482",0.513856217015013
"Q9C0K0_IDR_1_824",0.460377666108951
"Q9C0K0_IDR_858_894",0.539622333891049
"Q9GZR2_IDR_80_195",0.486475375648488
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.347182708441019
"Q9GZR7_IDR_62_190",0.299080978006
"Q9GZR7_IDR_812_859",0.353736313552982
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.254650358602761
"Q9GZU2_IDR_1305_1386",0.239367045353673
"Q9GZU2_IDR_1_34",0.255832426296578
"Q9GZU2_IDR_1417_1478",0.250150169746989
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.521624089236059
"Q9GZV3_IDR_520_580",0.478375910763941
"Q9H009_IDR_142_177",0.502336225623674
"Q9H009_IDR_1_74",0.497663774376326
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.504531550611251
"Q9H019_IDR_74_143",0.495468449388749
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.482885376137744
"Q9H063_IDR_52_83",0.517114623862256
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.251290172496945
"Q9H0E7_IDR_167_291",0.236307097805979
"Q9H0E7_IDR_306_373",0.26212125866288
"Q9H0E7_IDR_682_712",0.250281471034196
"Q9H0E9_IDR_133_704",0.377068268656832
"Q9H0E9_IDR_819_854",0.323735892044493
"Q9H0E9_IDR_869_1101",0.299195839298675
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.51297369656095
"Q9H0V9_IDR_1_43",0.655896953058344
"Q9H0V9_IDR_293_348",0.344103046941656
"Q9H0W5_IDR_62_92",0.481856551826451
"Q9H0W5_IDR_99_538",0.518143448173549
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.336376201628484
"Q9H0X9_IDR_249_362",0.307074996216223
"Q9H161_IDR_236_411",0.526153492348047
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.326381244314741
"Q9H171_IDR_344_400",0.326471098006803
"Q9H171_IDR_72_104",0.347147657678456
"Q9H172_IDR_1_43",0.505900824900376
"Q9H172_IDR_333_364",0.494099175099624
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.252742719841112
"Q9H175_IDR_1_63",0.240732079292929
"Q9H175_IDR_281_371",0.257314538228474
"Q9H175_IDR_425_543",0.249210662637485
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.271766706573843
"Q9H1A4_IDR_674_704",0.245443473359635
"Q9H1A4_IDR_715_746",0.248478632899753
"Q9H1A4_IDR_988_1019",0.234311187166769
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.489846278941948
"Q9H1K0_IDR_472_732",0.319920910174166
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.507731606801858
"Q9H1M3_IDR_70_183",0.492268393198142
"Q9H1P3_IDR_1_59",0.517715400344924
"Q9H1P3_IDR_319_350",0.482284599655076
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.504701925188107
"Q9H1V8_IDR_646_711",0.495298074811893
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.495076707079484
"Q9H1Y3_IDR_330_397",0.504923292920516
"Q9H1Z8_IDR_109_148",0.386178326586934
"Q9H1Z8_IDR_1_31",0.613821673413066
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.507514805512715
"Q9H2C1_IDR_298_345",0.492485194487285
"Q9H2D6_IDR_1_2115",0.460693349273764
"Q9H2D6_IDR_2151_2188",0.539306650726236
"Q9H2F5_IDR_276_439",0.436537968189212
"Q9H2F5_IDR_471_836",0.563462031810788
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.55201805525849
"Q9H2G2_IDR_313_796",0.44798194474151
"Q9H2G4_IDR_1_210",0.533940245968335
"Q9H2G4_IDR_426_682",0.466059754031665
"Q9H2G9_IDR_1_130",0.518678289035048
"Q9H2G9_IDR_219_321",0.481321710964952
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.503267678574997
"Q9H2W2_IDR_136_220",0.484088254985461
"Q9H2W2_IDR_1_91",0.515911745014539
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.583861498360774
"Q9H2X6_IDR_536_1061",0.416138501639226
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.339118505773414
"Q9H2X9_IDR_87_120",0.33947873554995
"Q9H2X9_IDR_942_1066",0.321402758676636
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.351093122054199
"Q9H2Y9_IDR_374_412",0.295848956797626
"Q9H2Y9_IDR_763_848",0.353057921148174
"Q9H2Z4_IDR_1_191",0.520470640224042
"Q9H2Z4_IDR_289_342",0.479529359775958
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.546957762855187
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.324332454710878
"Q9H3P7_IDR_22_69",0.321174403457354
"Q9H3P7_IDR_291_363",0.354493141831768
"Q9H3Q1_IDR_1_35",0.354711034611721
"Q9H3Q1_IDR_227_356",0.292144654123614
"Q9H3Q1_IDR_55_199",0.353144311264665
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.302132162678178
"Q9H422_IDR_87_147",0.234400791302988
"Q9H422_IDR_874_1078",0.197433833187226
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.322088165159771
"Q9H461_IDR_344_380",0.344101355934966
"Q9H461_IDR_624_694",0.333810478905263
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.288400074428832
"Q9H4A3_IDR_1262_2382",0.375028365935042
"Q9H4A3_IDR_567_1259",0.336571559636127
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.491590209180052
"Q9H4B4_IDR_337_413",0.508409790819948
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.332416408268546
"Q9H4L5_IDR_164_210",0.342991675096946
"Q9H4L5_IDR_246_512",0.324591916634508
"Q9H4L7_IDR_1_248",0.516123941980214
"Q9H4L7_IDR_292_382",0.483876058019786
"Q9H4M7_IDR_1_46",0.342907484117432
"Q9H4M7_IDR_149_436",0.331061842337205
"Q9H4M7_IDR_473_747",0.326030673545363
"Q9H4Q3_IDR_162_443",0.559085659151733
"Q9H4Q3_IDR_643_707",0.440914340848267
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.518616656043588
"Q9H4S2_IDR_199_264",0.481383343956412
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.255598271040325
"Q9H5I5_IDR_1464_1896",0.138699513484836
"Q9H5I5_IDR_2042_2146",0.135059762962844
"Q9H5I5_IDR_837_904",0.140366940182505
"Q9H5J0_IDR_173_466",0.553432431859774
"Q9H5J0_IDR_521_574",0.446567568140226
"Q9H5J8_IDR_1_74",0.337756898426691
"Q9H5J8_IDR_245_278",0.340467662519551
"Q9H5J8_IDR_85_122",0.321775439053758
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.527591269662178
"Q9H5N1_IDR_305_440",0.472408730337822
"Q9H5P4_IDR_309_391",0.192517261066601
"Q9H5P4_IDR_393_553",0.192962927612142
"Q9H5P4_IDR_679_856",0.191991917685732
"Q9H5P4_IDR_952_1033",0.230568684216989
"Q9H5P4_IDR_9_54",0.191959209418536
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.4889671208241
"Q9H5V7_IDR_1_55",0.5110328791759
"Q9H6B1_IDR_216_263",0.197187981314431
"Q9H6B1_IDR_279_319",0.18736201979184
"Q9H6B1_IDR_327_363",0.229881709668589
"Q9H6B1_IDR_92_201",0.181126296500575
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.511112703977722
"Q9H6E5_IDR_636_759",0.488887296022278
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.480731195566435
"Q9H6X2_IDR_475_564",0.519268804433564
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.465733610362627
"Q9H6Y5_IDR_68_119",0.534266389637373
"Q9H6Z4_IDR_1_384",0.517488504167333
"Q9H6Z4_IDR_514_567",0.482511495832667
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.477683340655773
"Q9H7N4_IDR_1279_1312",0.522316659344227
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.468696177472341
"Q9H7P9_IDR_429_1386",0.531303822527659
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.507963343042019
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.500935449887549
"Q9H841_IDR_333_368",0.499064550112451
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.23317419935724
"Q9H869_IDR_345_375",0.236473424199485
"Q9H869_IDR_392_745",0.304145217960357
"Q9H869_IDR_752_796",0.226207158482918
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.512875078456371
"Q9H8E8_IDR_211_460",0.487124921543629
"Q9H8G2_IDR_1_126",0.467657887857317
"Q9H8G2_IDR_198_361",0.532342112142682
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.208437875704809
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.510831619458032
"Q9H8Y1_IDR_553_618",0.489168380541968
"Q9H8Y5_IDR_120_153",0.264611011493369
"Q9H8Y5_IDR_354_489",0.284403876346046
"Q9H8Y5_IDR_618_681",0.450985112160585
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.523260576248667
"Q9H930_IDR_152_299",0.476739423751333
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.519414673275601
"Q9H967_IDR_60_176",0.480585326724399
"Q9H972_IDR_464_518",0.491095571424108
"Q9H972_IDR_71_300",0.508904428575891
"Q9H981_IDR_1_36",0.495514328332789
"Q9H981_IDR_428_495",0.504485671667211
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.516486093959577
"Q9H9S0_IDR_1_98",0.483513906040423
"Q9H9Y2_IDR_1_52",0.496353468574594
"Q9H9Y2_IDR_84_128",0.503646531425406
"Q9H9Z2_IDR_119_209",0.493001921812889
"Q9H9Z2_IDR_1_36",0.506998078187111
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.507671928665191
"Q9HA90_IDR_91_139",0.492328071334809
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.448592259663535
"Q9HAV5_IDR_66_246",0.551407740336465
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.332087057466255
"Q9HAW4_IDR_1141_1256",0.328160479461525
"Q9HAW4_IDR_1292_1332",0.33975246307222
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.478088232467185
"Q9HAZ2_IDR_216_393",0.24556312073953
"Q9HAZ2_IDR_397_1246",0.276348646793285
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.489534131707978
"Q9HB14_IDR_356_386",0.510465868292022
"Q9HB15_IDR_316_368",0.487192460109551
"Q9HB15_IDR_380_430",0.512807539890449
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.49759554248687
"Q9HBH9_IDR_408_458",0.50240445751313
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.329823291503423
"Q9HBJ7_IDR_565_657",0.345185899370509
"Q9HBJ7_IDR_746_817",0.324990809126069
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.350968557656664
"Q9HBM0_IDR_400_474",0.347343963590731
"Q9HBM0_IDR_498_779",0.301687478752605
"Q9HC44_IDR_427_474",0.520747223147622
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.596461373664386
"Q9HC58_IDR_272_434",0.403538626335614
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.512076384409515
"Q9HC77_IDR_33_949",0.487923615590485
"Q9HC78_IDR_1_65",0.536291337146301
"Q9HC78_IDR_202_498",0.463708662853699
"Q9HC84_IDR_1433_1501",0.195430367758526
"Q9HC84_IDR_1605_1778",0.198749387914149
"Q9HC84_IDR_1884_2304",0.189155220624339
"Q9HC84_IDR_2416_2861",0.210419872589435
"Q9HCE5_IDR_1_110",0.480766780042201
"Q9HCE5_IDR_397_456",0.519233219957799
"Q9HCE6_IDR_1131_1168",0.493627849598367
"Q9HCE6_IDR_1_309",0.506372150401633
"Q9HCE7_IDR_140_234",0.508050319608956
"Q9HCE7_IDR_266_307",0.491949680391044
"Q9HCE9_IDR_1156_1220",0.219587189597467
"Q9HCE9_IDR_1_35",0.214693861829535
"Q9HCE9_IDR_519_653",0.193569789859464
"Q9HCE9_IDR_658_727",0.186726751990096
"Q9HCE9_IDR_882_1143",0.185422406723439
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.503172105649859
"Q9HCG7_IDR_896_927",0.496827894350141
"Q9HCG8_IDR_1_124",0.333227849898965
"Q9HCG8_IDR_408_441",0.346475693214291
"Q9HCG8_IDR_656_908",0.320296456886745
"Q9HCJ5_IDR_129_202",0.337799212324034
"Q9HCJ5_IDR_1_72",0.330093829154897
"Q9HCJ5_IDR_483_513",0.332106958521068
"Q9HCJ6_IDR_1_38",0.490117412922905
"Q9HCJ6_IDR_383_419",0.509882587077095
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.249496515344368
"Q9HCK1_IDR_1862_2007",0.257201331785974
"Q9HCK1_IDR_2065_2354",0.251549529728481
"Q9HCK1_IDR_56_1610",0.241752623141177
"Q9HCK4_IDR_932_972",0.52812923016878
"Q9HCK4_IDR_982_1378",0.47187076983122
"Q9HCK8_IDR_1399_1439",0.217993864179375
"Q9HCK8_IDR_1_662",0.334542442035669
"Q9HCK8_IDR_1663_1736",0.216382332682709
"Q9HCK8_IDR_1967_2581",0.231081361102246
"Q9HCL0_IDR_725_915",0.49840016017204
"Q9HCL0_IDR_952_1083",0.50159983982796
