"","GO0022804_active_transmembrane_transporter_activity"
"Q6ZUM4_IDR_70_259",0.225316968783443
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.465704171118741
"Q6ZUT1_IDR_33_96",0.534295828881259
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.186237618124301
"Q6ZUT9_IDR_140_177",0.198760393085892
"Q6ZUT9_IDR_410_442",0.205205980053063
"Q6ZUT9_IDR_602_728",0.209396277133728
"Q6ZUT9_IDR_811_850",0.200399731603017
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.380837746666661
"Q6ZV29_IDR_1_95",0.293630258063982
"Q6ZV29_IDR_303_448",0.325531995269356
"Q6ZVM7_IDR_466_507",0.316485666561242
"Q6ZVT0_IDR_1_153",0.506315260821344
"Q6ZVT0_IDR_570_673",0.493684739178656
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.240265806297891
"A0AVK6_IDR_212_263",0.273604557458395
"A0AVK6_IDR_351_867",0.216847625161032
"A0AVK6_IDR_69_110",0.269282011082681
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.502285048251267
"A0FGR9_IDR_589_736",0.497714951748733
"A1L443_IDR_407_756",0.328523813787093
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.535076911366583
"A1L4H1_IDR_951_1468",0.464923088633417
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.52576158592808
"A1X283_IDR_428_849",0.47423841407192
"A2RUB6_IDR_914_948",0.49316326481932
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.525154398084182
"A3KN83_IDR_682_840",0.474845601915818
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.330455607286542
"A4D263_IDR_211_245",0.345423532460409
"A4D263_IDR_379_415",0.324120860253048
"A4D2H0_IDR_278_319",0.509282482559977
"A4D2H0_IDR_330_675",0.490717517440023
"A4D2P6_IDR_212_277",0.499789393506218
"A4D2P6_IDR_469_831",0.500210606493782
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.257491113143196
"A4FU28_IDR_278_331",0.26728535548333
"A4FU28_IDR_333_469",0.244529724292118
"A4FU28_IDR_474_698",0.230693807081356
"A5YKK6_IDR_1307_1355",0.360513923243986
"A5YKK6_IDR_683_828",0.312210431193016
"A5YKK6_IDR_998_1072",0.327275645562998
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.343481983439243
"A6NC98_IDR_307_760",0.32129634305483
"A6NC98_IDR_845_983",0.335221673505927
"A6NDD5_IDR_190_221",0.453970311046308
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.55783884176021
"A6NDN3_IDR_213_693",0.442161158239791
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.449959403765572
"A6NDY0_IDR_35_143",0.550040596234428
"A6NFA1_IDR_1_36",0.320406878523741
"A6NFA1_IDR_355_436",0.351283404661258
"A6NFA1_IDR_449_517",0.328309716815002
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.352514721147118
"A6NFE2_IDR_188_222",0.315461308264282
"A6NFE2_IDR_224_271",0.3320239705886
"A6NFI3_IDR_1_157",0.198122099777053
"A6NFI3_IDR_173_344",0.206212270215895
"A6NFI3_IDR_488_608",0.215807324052247
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.195231334744944
"A6NJZ7_IDR_209_374",0.189771701163986
"A6NJZ7_IDR_534_567",0.200782704862775
"A6NJZ7_IDR_685_828",0.228051779226085
"A6NJZ7_IDR_82_193",0.18616248000221
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.491341383439602
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.378453827500024
"A6NMT0_IDR_48_106",0.306779447669669
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.498450873739536
"A6NN90_IDR_1_31",0.501549126260464
"A6NNA5_IDR_1_38",0.484051762358204
"A6NNA5_IDR_83_263",0.515948237641796
"A6NNE9_IDR_1_165",0.445180251712734
"A6NNE9_IDR_327_364",0.554819748287266
"A7E2V4_IDR_1430_1467",0.346938183611126
"A7E2V4_IDR_518_726",0.338519925323192
"A7KAX9_IDR_30_109",0.333664269438913
"A7KAX9_IDR_572_637",0.359365447439034
"A7KAX9_IDR_665_2087",0.306970283122053
"A7MBM2_IDR_1133_1289",0.390172577291977
"A7MBM2_IDR_1_188",0.294173592129577
"A7MBM2_IDR_236_272",0.315653830578446
"A7MCY6_IDR_167_565",0.438032981428253
"A7MCY6_IDR_95_154",0.561967018571747
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.250449816948048
"A7XYQ1_IDR_189_224",0.249193569843848
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.500530198240389
"A8MQ27_IDR_435_494",0.499469801759611
"A8MQT2_IDR_1_141",0.540862909030938
"A8MQT2_IDR_271_563",0.459137090969062
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.237895523573902
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.520153102608741
"A8MWV9_IDR_90_139",0.479846897391259
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.476619900672731
"B1AKI9_IDR_109_157",0.363907838403914
"B1AKI9_IDR_165_222",0.338203112177796
"B1AKI9_IDR_1_99",0.297889049418289
"B1AL46_IDR_1_397",0.310645434357252
"B1AL46_IDR_405_522",0.349742741913265
"B1AL46_IDR_525_878",0.339611823729483
"B1AL88_IDR_109_153",0.330787745346478
"B1AL88_IDR_379_413",0.343401226656233
"B1AL88_IDR_67_100",0.325811027997289
"B7U540_IDR_367_433",0.568486694213317
"B7Z1M9_IDR_12_45",0.510642381313967
"B7Z1M9_IDR_47_208",0.489357618686033
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.526324189100869
"B7ZW38_IDR_89_186",0.473675810899131
"B8ZZ34_IDR_1_55",0.525374517855112
"B8ZZ34_IDR_98_397",0.474625482144887
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.501887439285768
"C9JLJ4_IDR_378_528",0.498112560714232
"C9JLR9_IDR_1_102",0.19306453264578
"C9JLR9_IDR_173_259",0.192602909305006
"C9JLR9_IDR_328_427",0.211412156897031
"C9JLR9_IDR_444_476",0.208595212504516
"C9JLR9_IDR_482_579",0.194325188647667
"C9JPN9_IDR_1_55",0.336596184792501
"C9JPN9_IDR_378_464",0.342661225181919
"C9JPN9_IDR_469_528",0.32074259002558
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.316555551297034
"D6RGH6_IDR_127_179",0.355789188968506
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.466176986507151
"D6RIA3_IDR_1686_1757",0.533823013492849
"D6RJB6_IDR_1_56",0.335026741319253
"D6RJB6_IDR_379_464",0.345589533866341
"D6RJB6_IDR_469_528",0.319383724814406
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.366038750643904
"F8WBI6_IDR_183_214",0.311411202977996
"F8WBI6_IDR_279_604",0.3225500463781
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.488183530834794
"H7C350_IDR_1_240",0.502608466400289
"H7C350_IDR_297_361",0.497391533599711
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.490097213749645
"I3L3R5_IDR_69_154",0.509902786250355
"I6L899_IDR_1_116",0.367038693596056
"I6L899_IDR_183_214",0.310762235985569
"I6L899_IDR_271_608",0.322199070418375
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.345237215338834
"O00192_IDR_589_651",0.308588128959135
"O00192_IDR_851_956",0.346174655702032
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.536559645943048
"O00203_IDR_646_856",0.463440354056952
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.553097254259704
"O00305_IDR_164_219",0.349655011445987
"O00305_IDR_1_67",0.314278737988759
"O00305_IDR_406_520",0.336066250565254
"O00308_IDR_149_312",0.489758600897348
"O00308_IDR_355_403",0.510241399102652
"O00311_IDR_1_38",0.336422755059539
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.290344398195056
"O00311_IDR_470_532",0.373232846745405
"O00327_IDR_1_77",0.506789838910577
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.528143982684063
"O00470_IDR_1_77",0.471856017315937
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.522690425906292
"O00472_IDR_290_524",0.477309574093708
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.335335562762199
"O00566_IDR_649_681",0.32271125843401
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.440736422044661
"O00591_IDR_338_390",0.559263577955339
"A1A5C7_IDR_633_686",0.542314389154914
"A1A5D9_IDR_258_367",0.252782173220849
"A1A5D9_IDR_369_401",0.249264174030747
"A1A5D9_IDR_452_497",0.23636746318248
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.446819839450993
"A1L162_IDR_1_63",0.553180160549007
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.186194278574211
"A1L390_IDR_1154_1219",0.215845495088068
"A1L390_IDR_1_89",0.204612368415244
"A1L390_IDR_412_905",0.219844374394344
"A1L390_IDR_937_1048",0.173503483528132
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.349823114828518
"A1L443_IDR_285_389",0.321653071384389
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.508337971524292
"Q9Y426_IDR_389_696",0.491662028475708
"Q9Y446_IDR_1_314",0.459490055451768
"Q9Y446_IDR_549_586",0.540509944548232
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.453874060574776
"Q9Y450_IDR_1_87",0.546125939425224
"Q9Y458_IDR_1_86",0.342664384443064
"Q9Y458_IDR_271_346",0.314968013825618
"Q9Y458_IDR_384_435",0.342367601731318
"Q9Y462_IDR_149_246",0.407278436189164
"Q9Y462_IDR_250_366",0.592721563810836
"Q9Y463_IDR_1_36",0.511787601845428
"Q9Y463_IDR_433_629",0.488212398154572
"Q9Y466_IDR_42_77",0.477700570458324
"Q9Y466_IDR_81_173",0.522299429541676
"Q9Y468_IDR_113_168",0.249701094996542
"Q9Y468_IDR_170_269",0.271838015876475
"Q9Y468_IDR_26_84",0.245902216003446
"Q9Y468_IDR_587_721",0.232558673123537
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.519309981688905
"Q9Y483_IDR_356_558",0.480690018311095
"Q9Y485_IDR_1246_1305",0.0812842043221471
"Q9Y485_IDR_1361_1395",0.0853860282795604
"Q9Y485_IDR_1889_1949",0.0948613774470409
"Q9Y485_IDR_1969_2018",0.103175829542905
"Q9Y485_IDR_2366_2418",0.0819637539667493
"Q9Y485_IDR_2442_2480",0.0933514388437423
"Q9Y485_IDR_287_332",0.0843122044667492
"Q9Y485_IDR_418_469",0.102645923306077
"Q9Y485_IDR_557_589",0.0821539221829681
"Q9Y485_IDR_665_697",0.0980348946652007
"Q9Y485_IDR_897_934",0.0928304229768598
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.514409162345796
"Q9Y496_IDR_626_699",0.485590837654204
"Q9Y4A5_IDR_179_212",0.250518042763771
"Q9Y4A5_IDR_2024_2085",0.242206887310218
"Q9Y4A5_IDR_2545_2582",0.257607575815117
"Q9Y4A5_IDR_473_538",0.249667494110893
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.18394173575968
"Q9Y4B4_IDR_1_243",0.204121598834846
"Q9Y4B4_IDR_1301_1371",0.190977811252224
"Q9Y4B4_IDR_638_696",0.240928997946683
"Q9Y4B4_IDR_993_1052",0.180029856206567
"Q9Y4B5_IDR_1_1647",0.575496637122494
"Q9Y4B5_IDR_1650_1905",0.424503362877506
"Q9Y4B6_IDR_1393_1507",0.364017325788582
"Q9Y4B6_IDR_190_303",0.351893593961309
"Q9Y4B6_IDR_875_1000",0.284089080250109
"Q9Y4C1_IDR_251_518",0.503653750556875
"Q9Y4C1_IDR_755_907",0.496346249443125
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.278893591779462
"Q9Y4C8_IDR_665_726",0.221386703662159
"Q9Y4C8_IDR_82_128",0.228092605853642
"Q9Y4C8_IDR_925_960",0.271627098704737
"Q9Y4D1_IDR_1043_1078",0.350011281676539
"Q9Y4D1_IDR_511_606",0.288270238302383
"Q9Y4D1_IDR_997_1032",0.361718480021078
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.527725349553133
"Q9Y4E1_IDR_56_1320",0.472274650446867
"Q9Y4E5_IDR_400_459",0.243776436191157
"Q9Y4E5_IDR_51_85",0.250745102370745
"Q9Y4E5_IDR_566_601",0.255089896522554
"Q9Y4E5_IDR_810_872",0.250388564915544
"Q9Y4E6_IDR_1061_1118",0.275733335712175
"Q9Y4E6_IDR_636_666",0.251818395623666
"Q9Y4E6_IDR_708_788",0.255410241321239
"Q9Y4E6_IDR_913_971",0.21703802734292
"Q9Y4E8_IDR_226_263",0.287965627251723
"Q9Y4E8_IDR_621_707",0.348218362292072
"Q9Y4E8_IDR_937_981",0.363816010456205
"Q9Y4F1_IDR_1_35",0.331572456132248
"Q9Y4F1_IDR_355_535",0.324019388309221
"Q9Y4F1_IDR_864_906",0.344408155558532
"Q9Y4F3_IDR_1564_1725",0.367763628500022
"Q9Y4F3_IDR_311_344",0.326423146139684
"Q9Y4F3_IDR_585_730",0.305813225360294
"Q9Y4F4_IDR_1434_1483",0.248615916645119
"Q9Y4F4_IDR_1_88",0.240471226642862
"Q9Y4F4_IDR_312_344",0.265701922234216
"Q9Y4F4_IDR_616_1247",0.245210934477804
"Q9Y4F9_IDR_1_69",0.471431887789037
"Q9Y4F9_IDR_321_730",0.528568112210963
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.36686667896344
"Q9Y4G8_IDR_481_590",0.338997975273483
"Q9Y4G8_IDR_913_1499",0.294135345763076
"Q9Y4H2_IDR_1261_1317",0.33371395021689
"Q9Y4H2_IDR_148_182",0.358485906271358
"Q9Y4H2_IDR_299_1246",0.307800143511751
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.375235933950756
"Q9Y4I1_IDR_1422_1473",0.321651650367364
"Q9Y4I1_IDR_596_631",0.30311241568188
"Q9Y4I5_IDR_1_301",0.518361358112516
"Q9Y4I5_IDR_406_444",0.481638641887484
"Q9Y4J8_IDR_275_410",0.477947251012845
"Q9Y4J8_IDR_418_743",0.522052748987155
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.472838978852084
"Q9Y4L1_IDR_910_999",0.527161021147916
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.569934024238509
"Q9Y4R7_IDR_542_742",0.430065975761491
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.338187588461667
"Q9Y4W2_IDR_511_624",0.345411814861834
"Q9Y4W2_IDR_679_714",0.316400596676499
"Q9Y4W6_IDR_763_797",0.538884760401598
"Q9Y4W6_IDR_78_134",0.461115239598402
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.530645815303926
"Q9Y4Z2_IDR_1_93",0.469354184696074
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.499506133891159
"Q9Y519_IDR_369_407",0.500493866108841
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.481454492241264
"Q9Y561_IDR_781_816",0.518545507758736
"Q9Y566_IDR_1_67",0.371196020241559
"Q9Y566_IDR_416_547",0.327481963012247
"Q9Y566_IDR_758_2087",0.301322016746195
"Q9Y570_IDR_1_38",0.460415379219061
"Q9Y570_IDR_239_281",0.539584620780939
"Q9Y572_IDR_309_428",0.528365134708244
"Q9Y572_IDR_473_518",0.471634865291756
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.537085454885622
"Q9Y592_IDR_618_701",0.462914545114378
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.377081845857839
"Q9Y5A9_IDR_197_239",0.323638902822096
"Q9Y5A9_IDR_245_389",0.299279251320065
"Q9Y5B0_IDR_334_586",0.485873068858225
"Q9Y5B0_IDR_730_961",0.514126931141775
"Q9Y5B6_IDR_1_385",0.577544508206296
"Q9Y5B6_IDR_498_563",0.422455491793704
"Q9Y5B9_IDR_436_478",0.502031461510061
"Q9Y5B9_IDR_927_1047",0.497968538489939
"Q9Y5C1_IDR_16_53",0.495854328998817
"Q9Y5C1_IDR_188_239",0.504145671001183
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.314246317717952
"Q9Y5I4_IDR_814_859",0.352430285975813
"Q9Y5I4_IDR_957_1007",0.333323396306235
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.527722902880499
"Q9Y5J3_IDR_167_290",0.472277097119501
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.518360724066807
"Q9Y5K3_IDR_305_369",0.481639275933193
"Q9Y5K6_IDR_168_295",0.412255802315493
"Q9Y5K6_IDR_310_581",0.288320057716797
"Q9Y5K6_IDR_63_108",0.29942413996771
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.288004934735654
"Q9Y5P4_IDR_184_235",0.371300605772413
"Q9Y5P4_IDR_276_401",0.340694459491932
"Q9Y5P8_IDR_42_123",0.438514267366053
"Q9Y5P8_IDR_519_553",0.561485732633947
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.442908615019611
"Q9Y5Q5_IDR_82_135",0.557091384980389
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.475773266613586
"Q9Y5Q8_IDR_464_519",0.524226733386414
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.485485897116147
"Q9Y5R2_IDR_331_374",0.514514102883853
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.554841065131479
"Q9Y5S1_IDR_726_764",0.445158934868521
"Q9Y5S2_IDR_1609_1711",0.227108095079621
"Q9Y5S2_IDR_352_400",0.260263570649688
"Q9Y5S2_IDR_406_528",0.257556266035807
"Q9Y5S2_IDR_924_1033",0.255072068234884
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.438569790616039
"Q9Y5T5_IDR_385_606",0.561430209383961
"Q9Y5U2_IDR_105_157",0.300395400072479
"Q9Y5U2_IDR_1_76",0.385952171082656
"Q9Y5U2_IDR_218_329",0.313652428844865
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.469020991408036
"Q9Y5W3_IDR_53_112",0.530979008591964
"Q9Y5W5_IDR_1_32",0.466351641861738
"Q9Y5W5_IDR_348_379",0.533648358138262
"Q9Y5W7_IDR_2_60",0.302639176126537
"Q9Y5W7_IDR_473_538",0.351750286349063
"Q9Y5W7_IDR_733_778",0.3456105375244
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.563428739419474
"Q9Y5X4_IDR_1_40",0.436571260580526
"Q9Y5Y0_IDR_1_97",0.463961924269406
"Q9Y5Y0_IDR_518_555",0.536038075730594
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.212271296366812
"Q9Y5Y9_IDR_1872_1956",0.296279310302052
"Q9Y5Y9_IDR_411_595",0.250767158634356
"Q9Y5Y9_IDR_939_986",0.24068223469678
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.506494757224485
"Q9Y603_IDR_1_31",0.493505242775515
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.443011180760434
"Q9Y608_IDR_532_630",0.556988819239566
"Q9Y613_IDR_1002_1105",0.373965472764429
"Q9Y613_IDR_337_534",0.337152090192766
"Q9Y613_IDR_581_623",0.288882437042805
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.482362405151713
"Q9Y616_IDR_448_596",0.517637594848287
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.312634643876372
"Q9Y625_IDR_424_473",0.327936950404232
"Q9Y625_IDR_476_555",0.359428405719396
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.439169041903156
"Q9Y666_IDR_932_1014",0.560830958096844
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.490540708342771
"Q9Y679_IDR_342_382",0.509459291657229
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.501241992707025
"Q9Y692_IDR_56_87",0.498758007292975
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.193621632505861
"Q9Y6C2_IDR_463_493",0.194071159071199
"Q9Y6C2_IDR_549_598",0.211095720590467
"Q9Y6C2_IDR_601_731",0.226625947297008
"Q9Y6C2_IDR_784_864",0.174585540535465
"Q9Y6C5_IDR_1125_1203",0.488730139769712
"Q9Y6C5_IDR_621_658",0.511269860230288
"Q9Y6D5_IDR_1016_1064",0.245440086589167
"Q9Y6D5_IDR_1493_1559",0.245402498783987
"Q9Y6D5_IDR_206_365",0.257068347032597
"Q9Y6D5_IDR_585_632",0.252089067594249
"Q9Y6D6_IDR_1072_1118",0.252693143671531
"Q9Y6D6_IDR_1545_1636",0.249764523435394
"Q9Y6D6_IDR_216_414",0.246293463966016
"Q9Y6D6_IDR_634_687",0.25124886892706
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.477041862518956
"Q9Y6F8_IDR_60_174",0.522958137481044
"Q9Y6G9_IDR_1_44",0.338924497689369
"Q9Y6G9_IDR_342_378",0.348917584878351
"Q9Y6G9_IDR_384_523",0.312157917432279
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.251762465030657
"Q9Y6H5_IDR_550_622",0.241685243624094
"Q9Y6H5_IDR_626_919",0.224596407146421
"Q9Y6H5_IDR_72_143",0.281955884198828
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.507386580451098
"Q9Y6H8_IDR_236_435",0.492613419548902
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.255478243790346
"Q9Y6J0_IDR_1668_2220",0.236610019741655
"Q9Y6J0_IDR_290_406",0.216859730670451
"Q9Y6J0_IDR_421_464",0.291052005797548
"Q9Y6J9_IDR_377_448",0.537602559941583
"Q9Y6J9_IDR_450_546",0.462397440058417
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.518459895660181
"Q9Y6K9_IDR_343_391",0.481540104339819
"Q9Y6L6_IDR_128_165",0.353128538166151
"Q9Y6L6_IDR_284_315",0.281174562828989
"Q9Y6L6_IDR_650_691",0.36569689900486
"Q9Y6L7_IDR_1_62",0.476507750935722
"Q9Y6L7_IDR_69_154",0.523492249064278
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.486371224783547
"Q9Y6M4_IDR_332_427",0.513628775216452
"Q9Y6M5_IDR_145_245",0.545277316132688
