"","GO0006820_anion_transport"
"Q9Y4I1_IDR_596_631",0.306460773904977
"Q9Y4I5_IDR_1_301",0.507152320710123
"Q9Y4I5_IDR_406_444",0.492847679289877
"Q9Y4J8_IDR_275_410",0.498484796539246
"Q9Y4J8_IDR_418_743",0.501515203460754
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.473334050635118
"Q9Y4L1_IDR_910_999",0.526665949364882
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.545576259570531
"Q9Y4R7_IDR_542_742",0.454423740429469
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.337965241235283
"Q9Y4W2_IDR_511_624",0.344925884041315
"Q9Y4W2_IDR_679_714",0.317108874723402
"Q9Y4W6_IDR_763_797",0.531705631393131
"Q9Y4W6_IDR_78_134",0.468294368606869
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.517855258561578
"Q9Y4Z2_IDR_1_93",0.482144741438422
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.488159278618748
"Q9Y519_IDR_369_407",0.511840721381252
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.479763384974764
"Q9Y561_IDR_781_816",0.520236615025236
"Q9Y566_IDR_1_67",0.360096969588734
"Q9Y566_IDR_416_547",0.331451798645807
"Q9Y566_IDR_758_2087",0.308451231765459
"Q9Y570_IDR_1_38",0.47032578372601
"Q9Y570_IDR_239_281",0.52967421627399
"Q9Y572_IDR_309_428",0.518805864424593
"Q9Y572_IDR_473_518",0.481194135575407
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.523912619241004
"Q9Y592_IDR_618_701",0.476087380758996
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.370354646310209
"Q9Y5A9_IDR_197_239",0.326844273684877
"Q9Y5A9_IDR_245_389",0.302801080004914
"Q9Y5B0_IDR_334_586",0.486031573164985
"Q9Y5B0_IDR_730_961",0.513968426835015
"Q9Y5B6_IDR_1_385",0.553452484932183
"Q9Y5B6_IDR_498_563",0.446547515067817
"Q9Y5B9_IDR_436_478",0.510493968346089
"Q9Y5B9_IDR_927_1047",0.489506031653911
"Q9Y5C1_IDR_16_53",0.502991358200635
"Q9Y5C1_IDR_188_239",0.497008641799365
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.315087497802659
"Q9Y5I4_IDR_814_859",0.354785058008633
"Q9Y5I4_IDR_957_1007",0.330127444188708
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.522082543006746
"Q9Y5J3_IDR_167_290",0.477917456993254
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.518765091526896
"Q9Y5K3_IDR_305_369",0.481234908473104
"Q9Y5K6_IDR_168_295",0.395836096206499
"Q9Y5K6_IDR_310_581",0.298660660676805
"Q9Y5K6_IDR_63_108",0.305503243116696
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.29784209505929
"Q9Y5P4_IDR_184_235",0.3558111828496
"Q9Y5P4_IDR_276_401",0.34634672209111
"Q9Y5P8_IDR_42_123",0.453244812076132
"Q9Y5P8_IDR_519_553",0.546755187923868
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.462608376442147
"Q9Y5Q5_IDR_82_135",0.537391623557853
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.485378753313511
"Q9Y5Q8_IDR_464_519",0.514621246686489
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.489046708579872
"Q9Y5R2_IDR_331_374",0.510953291420128
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.542495047143975
"Q9Y5S1_IDR_726_764",0.457504952856025
"Q9Y5S2_IDR_1609_1711",0.222834333729101
"Q9Y5S2_IDR_352_400",0.253922678023583
"Q9Y5S2_IDR_406_528",0.278393050592188
"Q9Y5S2_IDR_924_1033",0.244849937655128
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.465343276162817
"Q9Y5T5_IDR_385_606",0.534656723837183
"Q9Y5U2_IDR_105_157",0.293038102758493
"Q9Y5U2_IDR_1_76",0.400597550371787
"Q9Y5U2_IDR_218_329",0.30636434686972
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.477139545382466
"Q9Y5W3_IDR_53_112",0.522860454617534
"Q9Y5W5_IDR_1_32",0.468014481321598
"Q9Y5W5_IDR_348_379",0.531985518678402
"Q9Y5W7_IDR_2_60",0.311245970588529
"Q9Y5W7_IDR_473_538",0.333812556005689
"Q9Y5W7_IDR_733_778",0.354941473405782
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.546946983050879
"Q9Y5X4_IDR_1_40",0.453053016949121
"Q9Y5Y0_IDR_1_97",0.427802280935131
"Q9Y5Y0_IDR_518_555",0.572197719064869
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.201174922145506
"Q9Y5Y9_IDR_1872_1956",0.310986857734511
"Q9Y5Y9_IDR_411_595",0.251187217831869
"Q9Y5Y9_IDR_939_986",0.236651002288114
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.500709833638871
"Q9Y603_IDR_1_31",0.499290166361129
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.444751693443062
"Q9Y608_IDR_532_630",0.555248306556938
"Q9Y613_IDR_1002_1105",0.362684918250462
"Q9Y613_IDR_337_534",0.329985305963509
"Q9Y613_IDR_581_623",0.307329775786028
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.493673550540622
"Q9Y616_IDR_448_596",0.506326449459378
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.327483990187348
"Q9Y625_IDR_424_473",0.334397401589033
"Q9Y625_IDR_476_555",0.338118608223619
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.33827961993493
"Q9Y666_IDR_932_1014",0.66172038006507
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.505912288401991
"Q9Y679_IDR_342_382",0.494087711598009
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.48994242229642
"Q9Y692_IDR_56_87",0.51005757770358
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.191968544657934
"Q9Y6C2_IDR_463_493",0.201273692354685
"Q9Y6C2_IDR_549_598",0.205768231285974
"Q9Y6C2_IDR_601_731",0.221064610499751
"Q9Y6C2_IDR_784_864",0.179924921201655
"Q9Y6C5_IDR_1125_1203",0.496541595853391
"Q9Y6C5_IDR_621_658",0.503458404146609
"Q9Y6D5_IDR_1016_1064",0.249739049321119
"Q9Y6D5_IDR_1493_1559",0.253636753670139
"Q9Y6D5_IDR_206_365",0.253454756881744
"Q9Y6D5_IDR_585_632",0.243169440126998
"Q9Y6D6_IDR_1072_1118",0.252989887730227
"Q9Y6D6_IDR_1545_1636",0.248004448769413
"Q9Y6D6_IDR_216_414",0.247795783345793
"Q9Y6D6_IDR_634_687",0.251209880154567
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.478789404947227
"Q9Y6F8_IDR_60_174",0.521210595052773
"Q9Y6G9_IDR_1_44",0.324683142653885
"Q9Y6G9_IDR_342_378",0.347962206383879
"Q9Y6G9_IDR_384_523",0.327354650962237
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.244092976613732
"Q9Y6H5_IDR_550_622",0.237494071244738
"Q9Y6H5_IDR_626_919",0.237680605672084
"Q9Y6H5_IDR_72_143",0.280732346469446
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.524154026254336
"Q9Y6H8_IDR_236_435",0.475845973745664
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.242445813333623
"Q9Y6J0_IDR_1668_2220",0.23562823616489
"Q9Y6J0_IDR_290_406",0.229524009130924
"Q9Y6J0_IDR_421_464",0.292401941370562
"Q9Y6J9_IDR_377_448",0.534239603785333
"Q9Y6J9_IDR_450_546",0.465760396214667
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.498946278676028
"Q9Y6K9_IDR_343_391",0.501053721323972
"Q9Y6L6_IDR_128_165",0.307121965905747
"Q9Y6L6_IDR_284_315",0.280823851453938
"Q9Y6L6_IDR_650_691",0.412054182640315
"Q9Y6L7_IDR_1_62",0.48532189946094
"Q9Y6L7_IDR_69_154",0.51467810053906
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.481588147130507
"Q9Y6M4_IDR_332_427",0.518411852869493
"Q9Y6M5_IDR_145_245",0.52371992918052
"Q9Y6M5_IDR_451_492",0.47628007081948
"Q9Y6M7_IDR_1184_1214",0.370839103724211
"Q9Y6M7_IDR_1_31",0.243299867472445
"Q9Y6M7_IDR_216_410",0.190995034856731
"Q9Y6M7_IDR_52_86",0.194865993946614
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.465975433836988
"Q9Y6N7_IDR_982_1040",0.534024566163012
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.505822901863339
"Q9Y6P5_IDR_282_325",0.494177098136661
"Q9Y6Q2_IDR_13_169",0.472968285902432
"Q9Y6Q2_IDR_189_226",0.527031714097568
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.392122405919901
"Q9Y6Q6_IDR_436_523",0.288857366184192
"Q9Y6Q6_IDR_555_616",0.319020227895907
"Q9Y6Q9_IDR_1_36",0.535064294032111
"Q9Y6Q9_IDR_372_1420",0.464935705967889
"Q9Y6R0_IDR_1_40",0.524331963822584
"Q9Y6R0_IDR_201_577",0.475668036177416
"Q9Y6R1_IDR_1009_1044",0.266021294239522
"Q9Y6R1_IDR_211_270",0.248327508274897
"Q9Y6R1_IDR_38_83",0.240235655412124
"Q9Y6R1_IDR_399_433",0.245415542073457
"Q9Y6R4_IDR_1148_1289",0.339387628564009
"Q9Y6R4_IDR_1_217",0.315088172991497
"Q9Y6R4_IDR_430_505",0.345524198444494
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.518647960736888
"Q9Y6S9_IDR_235_378",0.481352039263112
"Q9Y6T7_IDR_383_424",0.503842187819185
"Q9Y6T7_IDR_89_128",0.496157812180815
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.331910540551521
"Q9Y6V0_IDR_2946_4688",0.324105133487624
"Q9Y6V0_IDR_4828_4975",0.343984325960855
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.497074977531766
"O14490_IDR_903_962",0.502925022468234
"O14492_IDR_377_408",0.356918214121524
"O14492_IDR_518_621",0.315907035914287
"O14492_IDR_83_132",0.327174749964189
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.48578057699529
"O14495_IDR_280_311",0.51421942300471
"O14497_IDR_1_1635",0.431918606056256
"O14497_IDR_1736_1963",0.568081393943744
"O14503_IDR_1_54",0.323351266192462
"O14503_IDR_184_330",0.353926579228202
"O14503_IDR_332_412",0.322722154579337
"O14511_IDR_1_96",0.461886994935395
"O14511_IDR_415_850",0.538113005064605
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.205757216574991
"O14513_IDR_258_467",0.192099282178215
"O14513_IDR_474_513",0.207787262193559
"O14545_IDR_136_167",0.237449561267429
"O14545_IDR_174_367",0.307148719091046
"O14545_IDR_388_582",0.219521924732962
"O14545_IDR_51_87",0.235879794908564
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.352549393943067
"O14559_IDR_255_309",0.340439325994613
"O14559_IDR_516_1268",0.30701128006232
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.505882350921618
"O14578_IDR_1904_2027",0.494117649078382
"O14594_IDR_1275_1311",0.497126159443055
"O14594_IDR_361_960",0.502873840556945
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.258383421877633
"O14646_IDR_1049_1122",0.259015686291191
"O14646_IDR_1_269",0.227696484729793
"O14646_IDR_1320_1411",0.297540266108449
"O14646_IDR_1503_1710",0.215747562870567
"O14647_IDR_1051_1127",0.24666576216208
"O14647_IDR_1_259",0.286259922965796
"O14647_IDR_1327_1463",0.243660870518346
"O14647_IDR_1557_1828",0.223413444353778
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.194941311147358
"O14654_IDR_1_74",0.202615573510334
"O14654_IDR_338_703",0.191632637572024
"O14654_IDR_707_778",0.208251487669812
"O14654_IDR_786_918",0.20255899010047
"O14662_IDR_16_71",0.484688903462246
"O14662_IDR_188_223",0.515311096537754
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.529084099119797
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.543968514290839
"O14763_IDR_1_77",0.456031485709161
"O14764_IDR_1_35",0.463619420123062
"O14764_IDR_364_419",0.536380579876938
"O14770_IDR_177_291",0.259289806787971
"O14770_IDR_1_79",0.252185196153105
"O14770_IDR_331_366",0.251901246665503
"O14770_IDR_402_477",0.236623750393421
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.178454878212526
"O14776_IDR_154_371",0.152331699886827
"O14776_IDR_1_67",0.153047793436703
"O14776_IDR_373_428",0.162461663008694
"O14776_IDR_466_522",0.179392279423405
"O14776_IDR_574_654",0.174311686031845
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.480699501165633
"O14901_IDR_475_512",0.519300498834367
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.479726847547459
"O14917_IDR_977_1095",0.520273152452541
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.230706082808596
"O14924_IDR_149_218",0.213725979820033
"O14924_IDR_401_434",0.195484724376405
"O14924_IDR_446_705",0.175102759359737
"O14924_IDR_843_959",0.18498045363523
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.49912482842378
"O14967_IDR_496_610",0.50087517157622
"O15015_IDR_1_238",0.487297096065023
"O15015_IDR_657_782",0.512702903934977
"O15018_IDR_182_324",0.213660391951726
"O15018_IDR_423_501",0.223015071291697
"O15018_IDR_535_575",0.198949329628455
"O15018_IDR_676_719",0.189086357557282
"O15018_IDR_816_2616",0.17528884957084
"O15020_IDR_2082_2222",0.498513280350023
"O15020_IDR_2330_2390",0.501486719649977
"O15021_IDR_1099_1136",0.262453660676768
"O15021_IDR_1229_2623",0.229843672985965
"O15021_IDR_1_376",0.238725379728443
"O15021_IDR_874_1084",0.268977286608824
"O15027_IDR_1_1260",0.226772343988971
"O15027_IDR_1271_1385",0.232780673521357
"O15027_IDR_1570_1612",0.306004116436739
"O15027_IDR_1890_2357",0.234442866052934
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.312809285044144
"O15034_IDR_588_846",0.344969193403494
"O15055_IDR_1224_1255",0.263486907621092
"O15055_IDR_940_1126",0.23085018434241
"O15056_IDR_1418_1468",0.5149754623426
"O15056_IDR_984_1409",0.4850245376574
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.521861208736323
"O15063_IDR_512_1070",0.478138791263677
"O15066_IDR_372_430",0.491691933702732
"O15066_IDR_694_747",0.508308066297268
"O15068_IDR_558_628",0.51788764352397
"O15068_IDR_956_1031",0.48211235647603
"O15069_IDR_1_1419",0.457541611049833
"O15069_IDR_1488_1522",0.542458388950167
"O15072_IDR_1052_1205",0.235897514497867
"O15072_IDR_1_31",0.245190312315349
"O15072_IDR_209_253",0.254142597240514
"O15072_IDR_996_1031",0.264769575946271
"O15075_IDR_147_180",0.242051609358595
"O15075_IDR_1_54",0.241234360759969
"O15085_IDR_1083_1354",0.163640410240303
"O15085_IDR_125_289",0.178434500795603
"O15085_IDR_1368_1417",0.161886845215691
"O15085_IDR_1452_1522",0.167749610224911
"O15085_IDR_492_712",0.162888390999092
"O15090_IDR_1022_1257",0.521321431146742
"O15090_IDR_1_1019",0.478678568853258
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.471143358808892
"O15105_IDR_220_250",0.528856641191108
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.458273023504418
"O15117_IDR_545_687",0.541726976495582
"O15119_IDR_304_743",0.46247594246373
"O15119_IDR_36_101",0.53752405753627
"O15123_IDR_1_32",0.472996175043506
"O15123_IDR_229_277",0.527003824956494
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.330519695194662
"O15209_IDR_562_634",0.329307698403303
"O15211_IDR_197_235",0.261031214860332
"O15211_IDR_393_426",0.263590260898431
"O15211_IDR_510_645",0.234313660382873
"O15211_IDR_735_777",0.241064863858364
"O15213_IDR_1_100",0.501326463717427
"O15213_IDR_529_610",0.498673536282573
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.330179517335731
"O15231_IDR_44_571",0.323296473487746
"O15231_IDR_586_617",0.346524009176523
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.538159913924994
"O15234_IDR_245_703",0.461840086075006
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.432212541787936
"O15259_IDR_61_148",0.567787458212064
"O15355_IDR_162_326",0.478976429820798
"O15355_IDR_509_546",0.521023570179202
"O15357_IDR_120_177",0.521329540682042
"O15357_IDR_894_1197",0.478670459317958
"O15370_IDR_106_282",0.47304286932489
"O15370_IDR_1_49",0.52695713067511
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.516714412987451
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.49824434618363
"O15481_IDR_316_346",0.50175565381637
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.488223451024118
"O15488_IDR_298_451",0.511776548975882
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.543931843809413
"O15550_IDR_400_884",0.456068156190587
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.308418647458633
"O43147_IDR_425_492",0.374249354636351
"O43147_IDR_620_787",0.317331997905015
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.227614376397576
"O43149_IDR_1_43",0.241251237228481
"O43149_IDR_1955_2077",0.270841718278506
"O43149_IDR_2415_2452",0.260292668095437
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.312084209869721
"O43155_IDR_502_563",0.349217040093673
"O43155_IDR_568_599",0.338698750036606
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.483467168736405
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.535523283733463
"O43187_IDR_505_593",0.464476716266537
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.492396637395
"O43193_IDR_374_412",0.507603362605001
"O43194_IDR_215_279",0.500920625695547
"O43194_IDR_365_453",0.499079374304453
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.486793924797142
"O43237_IDR_331_492",0.513206075202858
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.53324300971906
"O43246_IDR_590_635",0.46675699028094
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.32667798743709
"O43303_IDR_49_757",0.389833834222349
"O43303_IDR_895_1012",0.283488178340561
"O43304_IDR_183_225",0.509627227594099
"O43304_IDR_661_696",0.490372772405901
"O43306_IDR_1_114",0.491955361845176
"O43306_IDR_558_619",0.508044638154824
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.345155230137596
"O43310_IDR_169_369",0.309913999701849
"O43310_IDR_38_98",0.344930770160554
"O43312_IDR_135_197",0.541078793009732
"O43312_IDR_250_755",0.458921206990268
"O43313_IDR_1_85",0.22241313828322
"O43313_IDR_213_596",0.240627952776487
"O43313_IDR_89_130",0.250277953959105
"O43424_IDR_860_921",0.504498755316625
"O43424_IDR_957_1007",0.495501244683375
"O43426_IDR_1485_1573",0.531216454503169
"O43426_IDR_975_1483",0.468783545496831
"O43432_IDR_1002_1216",0.496291965120592
"O43432_IDR_1_721",0.503708034879408
"O43435_IDR_1_105",0.49170972042892
"O43435_IDR_306_364",0.50829027957108
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.307083753595421
"Q6ZW31_IDR_604_650",0.326232906666221
"Q6ZW31_IDR_667_701",0.366683339738358
"Q6ZW49_IDR_188_587",0.47369517778991
"Q6ZW49_IDR_830_861",0.52630482221009
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.34420656609836
"Q6ZWB6_IDR_152_205",0.325717907159559
"Q6ZWB6_IDR_324_432",0.330075526742081
"Q6ZWE6_IDR_1_109",0.37159331811829
"Q6ZWE6_IDR_111_205",0.307438348230495
"Q6ZWE6_IDR_316_355",0.320968333651216
"Q6ZWH5_IDR_40_74",0.503845049997488
"Q6ZWH5_IDR_796_965",0.496154950002513
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.521686843056213
"Q70CQ3_IDR_361_416",0.478313156943787
"Q70CQ4_IDR_1_122",0.515134807320165
"Q70CQ4_IDR_769_1352",0.484865192679835
"Q70E73_IDR_1_64",0.366469156180326
"Q70E73_IDR_524_1207",0.314014071023895
"Q70E73_IDR_96_241",0.31951677279578
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.46883755663638
"Q70EK9_IDR_313_356",0.53116244336362
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.472469799343961
"Q70EL2_IDR_386_615",0.527530200656039
"Q70EL4_IDR_1_88",0.477746538824931
"Q70EL4_IDR_740_1123",0.522253461175069
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.458913437626914
"Q70SY1_IDR_397_505",0.541086562373086
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.499222442615979
"Q71SY5_IDR_545_747",0.500777557384021
"Q75N03_IDR_1_69",0.526705384950146
"Q75N03_IDR_191_491",0.473294615049854
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.497837825184708
"Q75VX8_IDR_350_795",0.502162174815292
"Q75WM6_IDR_1_62",0.514719402004726
"Q75WM6_IDR_85_255",0.485280597995274
"Q765P7_IDR_137_199",0.51890149956079
"Q765P7_IDR_250_747",0.48109850043921
"Q76FK4_IDR_157_192",0.227109551729372
"Q76FK4_IDR_196_797",0.310095581008768
"Q76FK4_IDR_800_1108",0.247215159079766
"Q76FK4_IDR_90_149",0.215579708182094
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.304595304712172
"Q7KZ85_IDR_482_518",0.355669927353942
"Q7KZI7_IDR_1_46",0.525588458970712
"Q7KZI7_IDR_366_696",0.474411541029288
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.493017047357643
"Q7L014_IDR_786_866",0.506982952642357
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.514451054003521
"Q7L190_IDR_1_82",0.485548945996479
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.502942886196885
"Q7L1W4_IDR_61_136",0.497057113803115
"Q7L2E3_IDR_1_40",0.508265296933987
"Q7L590_IDR_424_723",0.441939002314129
