"","GO0006281_DNA_repair"
"Q92930_IDR_176_207",1
"Q92932_IDR_114_507",0.500452546082713
"Q92932_IDR_645_723",0.499547453917287
"Q92934_IDR_1_92",1
"Q92935_IDR_1_42",1
"Q92945_IDR_1_142",0.332619928459551
"Q92979_IDR_1_38",1
"Q92982_IDR_1_35",1
"Q92985_IDR_134_172",1
"Q92988_IDR_1_240",1
"Q92993_IDR_67_222",1
"Q92994_IDR_284_677",1
"Q92997_IDR_502_559",0.297400187588142
"Q92997_IDR_561_690",0.314017070636034
"Q92997_IDR_94_241",0.388582741775824
"Q93008_IDR_1592_1636",0.32889681894543
"Q93008_IDR_1_63",0.339525028708247
"Q93008_IDR_2479_2570",0.331578152346323
"Q93009_IDR_1_63",1
"Q93015_IDR_1_56",0.505803883571684
"Q93015_IDR_214_270",0.494196116428316
"Q93038_IDR_1_32",0.493393331529984
"Q93038_IDR_230_326",0.506606668470016
"Q93050_IDR_666_708",1
"Q93052_IDR_1_388",1
"Q93063_IDR_1_55",1
"Q969F2_IDR_179_451",1
"Q969F8_IDR_1_37",0.505484419183732
"Q969F8_IDR_342_398",0.494515580816268
"Q969F9_IDR_215_245",1
"Q969G2_IDR_178_310",1
"Q969G3_IDR_135_196",0.326357302004567
"Q969G3_IDR_1_67",0.314889601139513
"Q969G3_IDR_294_411",0.35875309685592
"Q969G5_IDR_130_261",1
"Q969G9_IDR_191_470",1
"Q969H0_IDR_1_229",1
"Q969H4_IDR_327_397",0.341128358202887
"Q969H4_IDR_505_596",0.328988862192471
"Q969H4_IDR_673_720",0.329882779604642
"Q969I6_IDR_1_76",1
"Q969J2_IDR_136_317",1
"Q969K3_IDR_154_265",0.725437320577284
"Q969K3_IDR_286_321",0.274562679422716
"Q969M2_IDR_104_144",0.554536995663068
"Q969M2_IDR_247_484",0.445463004336932
"Q969Y2_IDR_1_31",1
"Q969Z0_IDR_2_64",1
"Q969Z4_IDR_120_343",0.480293435466498
"Q969Z4_IDR_356_416",0.519706564533502
"Q96A00_IDR_1_32",1
"Q96A04_IDR_1_32",0.503326661889832
"Q96A04_IDR_75_125",0.496673338110168
"Q96A08_IDR_1_37",1
"Q96A09_IDR_1_46",1
"Q96A11_IDR_1_61",0.488889036964423
"Q96A11_IDR_401_431",0.511110963035577
"Q96A19_IDR_1_260",0.491495422738965
"Q96A19_IDR_488_550",0.508504577261035
"Q96A22_IDR_1_53",1
"Q96A25_IDR_1_47",1
"Q96A26_IDR_1_61",1
"Q96A29_IDR_1_33",1
"Q96A33_IDR_1_119",0.535247041999017
"Q96A33_IDR_426_483",0.464752958000983
"Q96A46_IDR_1_37",1
"Q96A65_IDR_211_272",0.522691710342933
"Q96A65_IDR_407_481",0.477308289657067
"Q96A73_IDR_1_305",1
"Q96A83_IDR_124_379",0.482300293160238
"Q96A83_IDR_388_441",0.517699706839762
"Q96A98_IDR_1_50",1
"Q96A99_IDR_114_257",0.493246710289648
"Q96A99_IDR_1_39",0.506753289710352
"Q96AA8_IDR_162_489",0.530244748905837
"Q96AA8_IDR_563_619",0.469755251094162
"Q96AC1_IDR_141_178",1
"Q96AC6_IDR_18_243",0.50841722654178
"Q96AC6_IDR_712_838",0.49158277345822
"Q96AD5_IDR_258_294",0.517003944605038
"Q96AD5_IDR_456_504",0.482996055394962
"Q96AE4_IDR_450_482",0.504242772096482
"Q96AE4_IDR_46_97",0.495757227903518
"Q96AG3_IDR_1_94",1
"Q96AG4_IDR_171_264",1
"Q96AH0_IDR_108_204",1
"Q96AY3_IDR_1_38",1
"Q96AY4_IDR_1291_1335",0.344904066233931
"Q96AY4_IDR_1_39",0.334027476652826
"Q96AY4_IDR_1944_2457",0.321068457113243
"Q96B01_IDR_1_352",1
"Q96B18_IDR_47_599",1
"Q96B23_IDR_1_379",1
"Q96B33_IDR_186_292",1
"Q96B36_IDR_37_177",1
"Q96B54_IDR_1_160",1
"Q96B77_IDR_20_51",1
"Q96B97_IDR_157_606",0.553737523345838
"Q96B97_IDR_61_98",0.446262476654162
"Q96BA8_IDR_1_345",0.529664997901517
"Q96BA8_IDR_389_517",0.470335002098483
"Q96BD0_IDR_1_76",1
"Q96BD5_IDR_25_493",0.51876131070282
"Q96BD5_IDR_630_680",0.481238689297181
"Q96BD8_IDR_96_133",1
"Q96BF3_IDR_137_167",0.490774521033963
"Q96BT3_IDR_1_459",1
"Q96BT7_IDR_511_619",1
"Q96BU1_IDR_1_319",1
"Q96BV0_IDR_1_444",1
"Q96BW1_IDR_58_103",1
"Q96BY6_IDR_1230_1325",0.19565015373882
"Q96BY6_IDR_1400_1468",0.194294822415388
"Q96BY6_IDR_1_43",0.211966118972881
"Q96BY6_IDR_2153_2186",0.194275723547557
"Q96BY6_IDR_293_342",0.203813181325354
"Q96BY7_IDR_1008_1047",0.168427116130774
"Q96BY7_IDR_109_144",0.131165215252788
"Q96BY7_IDR_1371_1448",0.161096719766999
"Q96BY7_IDR_1731_1800",0.133132812878576
"Q96BY7_IDR_238_276",0.131806379426981
"Q96BY7_IDR_343_500",0.136259637221325
"Q96BY7_IDR_867_900",0.138112119322555
"Q96BY9_IDR_284_339",1
"Q96BZ4_IDR_1_55",1
"Q96C00_IDR_144_366",1
"Q96CB8_IDR_216_462",0.371117246681489
"Q96CB8_IDR_44_149",0.628882753318511
"Q96CB9_IDR_1_35",1
"Q96CC6_IDR_1_369",1
"Q96CF2_IDR_174_223",1
"Q96CG3_IDR_151_184",1
"Q96CG8_IDR_1_98",1
"Q96CJ1_IDR_114_260",1
"Q96CK0_IDR_1_48",0.311162872781741
"Q96CK0_IDR_172_321",0.311990172291999
"Q96CK0_IDR_323_461",0.37684695492626
"Q96CN4_IDR_1_81",0.324755282388207
"Q96CN4_IDR_662_702",0.344595310522933
"Q96CN4_IDR_705_794",0.330649407088861
"Q96CN9_IDR_1_169",0.346604555816284
"Q96CN9_IDR_396_513",0.327998588747304
"Q96CN9_IDR_569_667",0.325396855436412
"Q96CP2_IDR_1_36",0.41118817725333
"Q96CP2_IDR_70_140",0.58881182274667
"Q96CP6_IDR_1_77",0.318774246373939
"Q96D31_IDR_261_301",0.330573542782747
"Q96D42_IDR_128_322",1
"Q96D53_IDR_1_131",1
"Q96D59_IDR_123_192",1
"Q96D70_IDR_1_70",1
"Q96D71_IDR_104_275",0.498055681891681
"Q96D71_IDR_370_796",0.501944318108319
"Q96D96_IDR_46_83",1
"Q96D98_IDR_1_86",1
"Q96DB5_IDR_1_38",1
"Q96DB9_IDR_15_131",1
"Q96DC7_IDR_1_63",1
"Q96DD7_IDR_72_197",1
"Q96DE5_IDR_1_59",1
"Q96DF8_IDR_1_476",1
"Q96DI7_IDR_1_50",1
"Q96DL1_IDR_1_37",1
"Q96DM1_IDR_1_72",1
"Q96DN2_IDR_744_955",1
"Q96DN5_IDR_949_1027",1
"Q96DZ5_IDR_227_285",0.240997289561917
"Q96DZ5_IDR_361_415",0.261935792175575
"Q96DZ5_IDR_487_547",0.238508023212107
"Q96E09_IDR_1_287",1
"Q96E11_IDR_1_40",1
"Q96E29_IDR_13_116",1
"Q96E39_IDR_82_390",1
"Q96E40_IDR_164_214",1
"Q96E93_IDR_16_69",1
"Q96EA4_IDR_339_586",1
"Q96EB1_IDR_1_44",0.507678456563152
"Q96EB1_IDR_390_420",0.492321543436848
"Q96EB6_IDR_1_174",0.369803873893945
"Q96EB6_IDR_505_621",0.322277766480235
"Q96EB6_IDR_661_747",0.30791835962582
"Q96EC8_IDR_1_51",1
"Q96ES7_IDR_96_151",1
"Q96ED9_IDR_155_256",0.36021685478281
"Q96ED9_IDR_393_481",0.327166944459819
"Q96ED9_IDR_639_719",0.312616200757371
"Q96EE3_IDR_322_360",1
"Q96EU6_IDR_1_116",1
"Q96EV2_IDR_1_1094",1
"Q96EV8_IDR_213_255",0.475766160607087
"Q96EV8_IDR_257_351",0.524233839392913
"Q96EW2_IDR_342_387",0.503910226881724
"Q96EW2_IDR_398_456",0.496089773118276
"Q96EX1_IDR_40_92",1
"Q96EX2_IDR_1_150",1
"Q96EX3_IDR_1_102",1
"Q96EY4_IDR_1_36",0.40709331604091
"Q96EY4_IDR_165_203",0.59290668395909
"Q96EY5_IDR_153_203",1
"Q96EZ8_IDR_1_132",1
"Q96F05_IDR_1_382",1
"Q96F24_IDR_48_242",1
"Q96F25_IDR_1_32",1
"Q96F45_IDR_1_621",1
"Q96FK6_IDR_353_387",1
"Q96FL8_IDR_474_535",1
"Q96FL9_IDR_1_50",1
"Q96FS4_IDR_1_105",0.488104753293614
"Q96FS4_IDR_762_993",0.511895246706386
"Q96FT9_IDR_1_123",1
"Q96FV0_IDR_175_321",1
"Q96FV9_IDR_191_227",0.503700995045155
"Q96FV9_IDR_532_571",0.496299004954845
"Q96FZ2_IDR_292_354",1
"Q96FZ5_IDR_1_33",1
"Q96FZ7_IDR_167_201",1
"Q96G01_IDR_119_665",0.503272752672229
"Q96G01_IDR_737_975",0.496727247327771
"Q96G23_IDR_334_380",1
"Q96G25_IDR_159_268",1
"Q96G27_IDR_46_269",1
"Q96G28_IDR_136_322",1
"Q96G30_IDR_122_157",0.505234257504065
"Q96G30_IDR_58_119",0.494765742495935
"Q96G42_IDR_1_183",1
"Q96G46_IDR_1_120",0.658369840716216
"Q96G46_IDR_236_288",0.341630159283784
"Q96G74_IDR_1_173",0.533893100819991
"Q96G74_IDR_413_512",0.466106899180009
"Q96G91_IDR_337_374",1
"Q96G97_IDR_1_49",0.482088989625376
"Q96G97_IDR_245_398",0.517911010374624
"Q96GA3_IDR_24_377",0.535978872526202
"Q96GA3_IDR_380_475",0.464021127473798
"Q96GC6_IDR_244_478",0.527171375912279
"Q96GC6_IDR_76_108",0.472828624087721
"Q96GC9_IDR_1_36",1
"Q96GD3_IDR_237_353",0.602883116294052
"Q96GD3_IDR_464_587",0.397116883705948
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.515499611014201
"Q96GI7_IDR_1_86",0.484500388985799
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.28477482972821
"Q96GN5_IDR_237_321",0.448319202035603
"Q96GN5_IDR_89_138",0.266905968236187
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.318859549731855
"Q96GX5_IDR_495_648",0.353260770373817
"Q96GX5_IDR_660_732",0.327879679894328
"Q96GY0_IDR_143_296",0.484933417907575
"Q96GY0_IDR_42_140",0.515066582092425
"Q96GY3_IDR_129_200",0.444571164193891
"Q96GY3_IDR_33_91",0.555428835806109
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.420530618508238
"Q96HA1_IDR_70_1249",0.579469381491762
"Q96HB5_IDR_1_55",0.508952087112829
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.444760840817994
"Q96HA7_IDR_663_928",0.555239159182006
"Q96HB5_IDR_63_623",0.49104791288717
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.432435477617117
"Q96HE9_IDR_1_54",0.567564522382883
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.488861500976145
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.157670925337245
"Q96HP0_IDR_1308_1375",0.159648555194849
"Q96HP0_IDR_1_44",0.157957231978914
"Q96HP0_IDR_156_194",0.162268158585045
"Q96HP0_IDR_410_444",0.202608054336915
"Q96HP0_IDR_850_900",0.159847074567031
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.332710298556255
"Q96HR8_IDR_295_391",0.667289701443745
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.505137261062084
"Q96HU1_IDR_387_423",0.494862738937916
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.503053540707827
"Q96HZ4_IDR_1_37",0.496946459292173
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.48263847729507
"Q96IQ9_IDR_197_312",0.435736002657231
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.336136774927583
"Q96IT1_IDR_1_39",0.329660160032141
"Q96IT1_IDR_488_518",0.334203065040277
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.417975395518475
"Q96IY1_IDR_224_281",0.582024604481525
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.52398814298486
"Q96J42_IDR_1_84",0.47601185701514
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.516308475079746
"Q96J84_IDR_612_757",0.483691524920254
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.497527139420539
"Q96J87_IDR_278_312",0.502472860579461
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.263149452695009
"Q96JE7_IDR_1_89",0.237432987117433
"Q96JE7_IDR_397_430",0.252579675654892
"Q96JE7_IDR_713_1054",0.246837884532666
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.49204573939581
"Q96JG6_IDR_492_601",0.50795426060419
"Q96JG8_IDR_1_55",0.335865488252603
"Q96JG8_IDR_57_408",0.337662830541784
"Q96JG8_IDR_688_729",0.326471681205613
"Q96JH7_IDR_1093_1222",0.282174713576972
"Q96JH7_IDR_1_40",0.242824605518544
"Q96JH7_IDR_699_773",0.242076328349841
"Q96JH7_IDR_985_1087",0.232924352554644
"Q96JH8_IDR_1_58",0.327971482457679
"Q96JH8_IDR_167_237",0.344621430719733
"Q96JH8_IDR_814_968",0.327407086822588
"Q96JJ6_IDR_159_192",0.500740620673253
"Q96JJ6_IDR_356_603",0.499259379326747
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.475921390079659
"Q96JK2_IDR_491_942",0.524078609920341
"Q96JM4_IDR_1499_1536",0.140037068122926
"Q96JM4_IDR_1587_1629",0.146005862213861
"Q96JM4_IDR_1690_1722",0.136417833962794
"Q96JM7_IDR_122_223",0.444527983801286
"Q96JM7_IDR_49_118",0.274529100180399
"Q96JM7_IDR_546_683",0.280942916018315
"Q96JN0_IDR_1_345",0.614064138359606
"Q96JN0_IDR_388_433",0.385935861640394
"Q96JN2_IDR_141_303",0.198979181978105
"Q96JN2_IDR_1_89",0.209352126308111
"Q96JN2_IDR_326_382",0.191147238797263
"Q96JN2_IDR_552_869",0.194279998891696
"Q96JN2_IDR_942_1127",0.206241454024825
"Q96JN8_IDR_1088_1124",0.510094047877793
"Q96JN8_IDR_1_39",0.489905952122207
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.431337894557784
"Q96K76_IDR_424_461",0.338377561738204
"Q96K76_IDR_839_1026",0.337267266774385
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.197091352987733
"Q96KC8_IDR_185_220",0.283966309968465
"Q96KC8_IDR_243_327",0.291375983722449
"Q96KC8_IDR_348_493",0.227566353321352
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.463673115520549
"Q96KK3_IDR_476_526",0.536326884479451
"Q96KQ4_IDR_278_880",0.361791600565572
"Q96KQ7_IDR_1_419",0.527778527861687
"Q96KQ7_IDR_552_611",0.472221472138313
"Q96KR1_IDR_1038_1074",0.389147066762189
"Q96KR1_IDR_145_558",0.296605426292051
"Q96KR1_IDR_642_721",0.31424750694576
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.487134675473775
"Q96KS9_IDR_54_112",0.512865324526225
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.520524304403709
"Q96L34_IDR_372_666",0.479475695596291
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.508582262874324
"Q96LL4_IDR_1_75",0.491417737125676
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.329098445395708
"Q96LP6_IDR_1_31",0.333733377273791
"Q96LP6_IDR_42_84",0.3371681773305
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.28836196378621
"Q96LT9_IDR_200_325",0.407226120808496
"Q96LT9_IDR_327_384",0.304411915405294
"Q96LU7_IDR_572_616",0.233074387141152
"Q96LU7_IDR_654_694",0.240160449346154
"Q96LU7_IDR_718_752",0.235222798243177
"Q96LU7_IDR_77_208",0.291542365269517
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.326153630680147
"Q96M53_IDR_1_101",0.314011507933716
"Q96M53_IDR_254_351",0.359834861386137
"Q96M60_IDR_106_145",0.524585205690393
"Q96M60_IDR_310_376",0.475414794309607
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.505250161134462
"Q96M69_IDR_603_825",0.494749838865538
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.227849341704262
"Q96M86_IDR_233_268",0.282329279690421
"Q96M86_IDR_2687_2784",0.235137554010719
"Q96M86_IDR_3586_3651",0.254683824594598
"Q96M89_IDR_1_199",0.516818192747247
"Q96M89_IDR_302_401",0.483181807252753
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.502394224537224
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.514297770040884
"Q96MM3_IDR_79_110",0.485702229959116
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.495329455544503
"Q96MM7_IDR_508_600",0.504670544455497
"Q96MN9_IDR_1_275",0.488030167715873
"Q96MN9_IDR_283_318",0.511969832284127
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.383527321189944
"Q96MS0_IDR_1334_1386",0.302937404861279
"Q96MS0_IDR_971_1018",0.313535273948778
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.19779104295651
"Q96MT7_IDR_704_737",0.206456801824674
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.502353209587676
"Q96MX3_IDR_485_542",0.497646790412324
"Q96MY1_IDR_1_184",0.491360030402837
"Q96MY1_IDR_247_397",0.508639969597163
"Q96MY7_IDR_1_529",0.485611599164681
"Q96MY7_IDR_582_647",0.514388400835318
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.517914185275393
"Q96N06_IDR_93_139",0.482085814724607
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.500002240787194
"Q96N21_IDR_333_525",0.499997759212806
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.222956699830307
"Q96N23_IDR_1380_1443",0.313593645033233
"Q96N23_IDR_1_45",0.207933228711387
"Q96N23_IDR_1543_1604",0.255516426425073
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.333876159493851
"Q96N67_IDR_414_455",0.337923700198492
"Q96N67_IDR_860_909",0.328200140307657
"Q96N77_IDR_1_117",0.498692890625375
"Q96NA8_IDR_198_231",0.233968042893285
"Q96NA8_IDR_366_419",0.239863040269965
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.458437318887416
"Q96NB3_IDR_72_287",0.541562681112584
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.492365052134615
"Q96NG5_IDR_87_160",0.507634947865385
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.603971592976924
"Q96NK8_IDR_167_203",0.396028407023076
"Q96NL0_IDR_227_280",0.507929763776985
"Q96NL0_IDR_283_473",0.492070236223015
"Q96NL1_IDR_1_238",0.508026267814897
"Q96NL1_IDR_243_275",0.491973732185103
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.502598261971843
"Q96NL6_IDR_69_133",0.497401738028157
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.4495688456788
"Q96NM4_IDR_53_258",0.5504311543212
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.287495974660895
"Q96NX9_IDR_1_63",0.302861979614275
"Q96NX9_IDR_512_599",0.40964204572483
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.502035641725008
"Q96NY9_IDR_87_127",0.497964358274992
"Q96NZ1_IDR_1_189",0.500629208829793
"Q96NZ1_IDR_288_421",0.499370791170207
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.333164992485398
"Q96P26_IDR_1_47",0.332319605995646
"Q96P26_IDR_244_277",0.334515401518956
"Q96P31_IDR_602_640",0.494638620801102
"Q96P31_IDR_700_734",0.505361379198898
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.494296136300058
"Q96P47_IDR_428_567",0.505703863699942
"Q96PD2_IDR_1_68",0.338211964203869
"Q96PD2_IDR_453_560",0.320947539215081
"Q96PD2_IDR_689_731",0.34084049658105
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.403836107771957
"Q96PE1_IDR_1_32",0.288982079044335
"Q96PE1_IDR_951_1010",0.307181813183708
"Q96PE2_IDR_1_1062",0.314291046116498
"Q96PE2_IDR_1561_1607",0.229774027179847
"Q96PE2_IDR_1616_1727",0.230363246488681
"Q96PE2_IDR_1984_2020",0.225571680214974
"Q96PE3_IDR_1_39",0.504466631919792
"Q96PE3_IDR_472_621",0.495533368080208
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.333576390306226
"Q96PU5_IDR_415_494",0.324838949269422
"Q96PU8_IDR_183_284",0.496517191377835
"Q96PU8_IDR_290_341",0.503482808622165
"Q96PV0_IDR_727_1343",0.49421819277522
"Q96PV0_IDR_90_174",0.50578180722478
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.214583055266246
"Q96PV6_IDR_14_78",0.222776241958105
"Q96PV6_IDR_237_285",0.224170171959792
"Q96PV6_IDR_344_540",0.338470530815857
"Q96PX1_IDR_327_630",0.510949411806584
"Q96PX1_IDR_645_679",0.489050588193416
"Q96PX6_IDR_1_55",0.34832190044782
"Q96PX6_IDR_176_553",0.321846429859576
"Q96PX6_IDR_59_140",0.329831669692604
"Q96PX9_IDR_1116_1271",0.335041529766967
"Q96PX9_IDR_1_184",0.337210684850386
"Q96PX9_IDR_574_801",0.327747785382647
"Q96PY6_IDR_269_1032",0.486592898901171
"Q96Q91_IDR_1_51",0.252013159747106
"Q96Q91_IDR_177_227",0.251626798899237
"Q96Q91_IDR_341_375",0.24460843448173
"Q96Q91_IDR_944_976",0.251751606871927
"Q96QB1_IDR_1_806",0.535180901678879
"Q96QB1_IDR_811_1017",0.464819098321121
"Q96QC0_IDR_148_398",0.329143878867031
"Q96QC0_IDR_522_585",0.224896337895164
"Q96QC0_IDR_649_679",0.221765244260345
"Q96QC0_IDR_681_907",0.22419453897746
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.322323919319188
"Q96QD9_IDR_236_268",0.326614611857853
"Q96QD9_IDR_40_227",0.351061468822959
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.0924391513005691
"Q96QE3_IDR_1_322",0.208284605957004
"Q96QE3_IDR_333_867",0.171683153266841
"Q96QE3_IDR_879_932",0.081306098790384
"Q96QE3_IDR_973_1049",0.191125608612076
"Q96QT6_IDR_293_733",0.263561622543613
"Q96QT6_IDR_973_1004",0.248982228842659
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.431016155290671
"Q6IQ49_IDR_177_379",0.56898384470933
"Q6IQ55_IDR_300_553",0.528241482689514
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.246722497350277
"Q6MZP7_IDR_189_341",0.250491672933395
"Q6MZP7_IDR_367_522",0.246315695231908
"Q6MZP7_IDR_644_680",0.256470134484421
"Q6MZQ0_IDR_1_48",0.331648255497098
"Q6MZQ0_IDR_179_212",0.338345405875627
"Q6MZQ0_IDR_216_368",0.330006338627275
"Q6NT76_IDR_230_269",0.306968238422657
"Q6NT76_IDR_332_420",0.384811251463127
"Q6NT89_IDR_1_114",0.480706355174134
"Q6NT89_IDR_137_227",0.519293644825866
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.474664104987386
"Q6NUJ5_IDR_56_407",0.525335895012614
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.49745301470431
"Q6NXT6_IDR_465_551",0.50254698529569
"Q6NY19_IDR_1_50",0.336735950592666
"Q6NY19_IDR_57_544",0.332296913766998
"Q6NY19_IDR_790_840",0.330967135640337
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
