"","GO0005654_nucleoplasm"
"Q9P0K1_IDR_766_906",0.301118216131246
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.344074099277651
"Q9P0K8_IDR_1_64",0.32983898349992
"Q9P0K8_IDR_469_563",0.326086917222429
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.509405418945176
"Q9P0L1_IDR_241_356",0.490594581054825
"Q9P0L2_IDR_1_53",0.464864668808651
"Q9P0L2_IDR_374_703",0.535135331191349
"Q9P0L9_IDR_1_74",0.475970548062967
"Q9P0L9_IDR_742_805",0.524029451937033
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.494559775661517
"Q9P0M4_IDR_41_103",0.505440224338483
"Q9P0X4_IDR_1736_2223",0.224684320791872
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.316909609421185
"Q9P107_IDR_355_479",0.331346405068609
"Q9P107_IDR_761_933",0.351743985510206
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.372671096711985
"Q9P1A6_IDR_21_162",0.317098988117874
"Q9P1A6_IDR_978_1040",0.310229915170141
"Q9P1Q0_IDR_1_60",0.465946542503867
"Q9P1Q0_IDR_481_575",0.534053457496133
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.227310050387561
"Q9P215_IDR_575_609",0.508896929249005
"Q9P215_IDR_92_151",0.491103070750995
"Q9P217_IDR_119_175",0.384270269167659
"Q9P217_IDR_25_59",0.313920000740223
"Q9P217_IDR_455_485",0.301809730092117
"Q9P218_IDR_119_151",0.517338939522858
"Q9P218_IDR_992_1284",0.482661060477142
"Q9P219_IDR_1329_2016",0.288744151222911
"Q9P219_IDR_221_259",0.21120356452687
"Q9P219_IDR_297_784",0.265146163923989
"Q9P219_IDR_888_1063",0.23490612032623
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.32288831231013
"Q9P227_IDR_809_899",0.276139428400051
"Q9P273_IDR_1_295",0.508467390119376
"Q9P273_IDR_338_375",0.491532609880624
"Q9P275_IDR_1046_1123",0.349817518851416
"Q9P275_IDR_426_1044",0.650182481148584
"Q9P278_IDR_180_304",0.236435155667081
"Q9P278_IDR_576_717",0.250458743877466
"Q9P278_IDR_726_922",0.244449181963963
"Q9P278_IDR_93_123",0.268656918491489
"Q9P281_IDR_1_164",0.450151242228617
"Q9P281_IDR_167_2471",0.549848757771383
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.187624116339652
"Q9P2D8_IDR_1442_1999",0.211410219364479
"Q9P2D8_IDR_721_804",0.182524998166603
"Q9P2D8_IDR_882_939",0.218182956297374
"Q9P2E2_IDR_367_798",0.546803685683995
"Q9P2E2_IDR_901_1029",0.453196314316005
"Q9P2E3_IDR_1_141",0.553762667255093
"Q9P2E3_IDR_795_887",0.446237332744907
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.334643745034984
"Q9P2E7_IDR_725_786",0.339135291415172
"Q9P2E7_IDR_842_947",0.326220963549844
"Q9P2E8_IDR_320_370",0.494311464252523
"Q9P2E8_IDR_60_158",0.505688535747477
"Q9P2E9_IDR_1247_1357",0.187111945493448
"Q9P2E9_IDR_1379_1410",0.161369730501523
"Q9P2E9_IDR_1_698",0.293560601683857
"Q9P2E9_IDR_708_740",0.170554789283937
"Q9P2E9_IDR_883_996",0.187402933037236
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.465340143690011
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.476984328088208
"Q9P2J8_IDR_1_48",0.523015671911792
"Q9P2K1_IDR_1_257",0.45992709425817
"Q9P2K1_IDR_587_624",0.54007290574183
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.460322542553281
"Q9P2K3_IDR_347_495",0.539677457446719
"Q9P2K8_IDR_1496_1526",0.239114790143863
"Q9P2K8_IDR_189_260",0.254446247422701
"Q9P2K8_IDR_660_709",0.235795365421788
"Q9P2K8_IDR_713_792",0.270643597011648
"Q9P2K9_IDR_1_42",0.451022390793024
"Q9P2K9_IDR_156_252",0.548977609206976
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.514272560352935
"Q9P2N2_IDR_19_80",0.485727439647065
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.257045418906561
"Q9P2R6_IDR_443_1471",0.476013312667615
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.512820948177642
"Q9P2S2_IDR_1672_1710",0.487179051822358
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.515743957891445
"Q9P2T0_IDR_341_379",0.484256042108555
"Q9P2U7_IDR_1_51",0.497811299389706
"Q9P2U7_IDR_498_560",0.502188700610294
"Q9P2U8_IDR_1_59",0.500396576062715
"Q9P2U8_IDR_506_582",0.499603423937285
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.450829066040337
"Q9P2Y5_IDR_467_612",0.549170933959663
"Q9UBF8_IDR_242_318",0.235321840990432
"Q9UBF8_IDR_410_526",0.248143886608911
"Q9UBF8_IDR_61_125",0.271842939782506
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.48411533531956
"Q9UBH6_IDR_76_123",0.51588466468044
"Q9UBI4_IDR_1_47",0.493429951981824
"Q9UBI4_IDR_248_287",0.506570048018176
"Q9UBI9_IDR_1_90",0.594315608783102
"Q9UBI9_IDR_195_303",0.405684391216898
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.577701127643054
"Q9UBK2_IDR_1_57",0.422298872356946
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.270677777342569
"Q9UBL0_IDR_241_633",0.249819903119132
"Q9UBL0_IDR_643_683",0.241951030038496
"Q9UBL0_IDR_689_812",0.237551289499803
"Q9UBL3_IDR_1_98",0.49143661785103
"Q9UBS0_IDR_401_482",0.523780292588649
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.481534475790686
"Q9UBS9_IDR_458_1224",0.518465524209314
"Q9UBT2_IDR_201_232",0.455029747982218
"Q9UBT2_IDR_549_636",0.544970252017782
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.319650177903161
"Q9UBT6_IDR_651_772",0.310984167620683
"Q9UBT6_IDR_813_861",0.369365654476156
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.522410740241315
"Q9UBU7_IDR_1_42",0.252144309751503
"Q9UBU6_IDR_182_238",0.477589259758685
"Q9UBU7_IDR_97_138",0.239486209951934
"Q9UBZ9_IDR_146_344",0.32473030985981
"Q9UBZ9_IDR_827_942",0.30890152789401
"Q9UBZ9_IDR_944_1151",0.366368162246181
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.488084997511532
"Q9UD57_IDR_184_260",0.511915002488468
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.339962572355485
"Q9UDT6_IDR_1_73",0.333373763560616
"Q9UDT6_IDR_957_1046",0.3266636640839
"Q9UDV6_IDR_1_33",0.480293904241865
"Q9UDV6_IDR_186_315",0.519706095758135
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.430880979710879
"Q9UDY2_IDR_386_504",0.331170390831746
"Q9UDY2_IDR_891_1184",0.237948629457375
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.282944317707411
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.208287685585755
"Q9UFD9_IDR_1199_1449",0.179521612934686
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.22507930559794
"Q9UFD9_IDR_534_571",0.191178229757801
"Q9UFD9_IDR_685_828",0.195933166123819
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.350137479218225
"Q9UGI0_IDR_174_244",0.333428348725056
"Q9UGI0_IDR_40_85",0.316434172056719
"Q9UGI6_IDR_1_220",0.289572691200306
"Q9UGI6_IDR_222_267",0.36402735153249
"Q9UGI6_IDR_694_731",0.346399957267205
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.517719849191804
"Q9UGU0_IDR_1_1628",0.524567041223519
"Q9UGU0_IDR_1655_1695",0.237149744988599
"Q9UGU0_IDR_1710_1841",0.238283213787882
"Q9UGU5_IDR_1_413",0.599029739141841
"Q9UGU5_IDR_448_518",0.400970260858159
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.52928593669275
"Q9UH99_IDR_207_329",0.47071406330725
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.493602370268242
"Q9UHB6_IDR_449_731",0.506397629731758
"Q9UHB7_IDR_1_925",0.760958734168406
"Q9UHB7_IDR_1036_1082",0.239041265831594
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.533119457350216
"Q9UHC1_IDR_614_1038",0.466880542649784
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.509466552168509
"Q9UHC6_IDR_1290_1331",0.490533447831491
"Q9UHC7_IDR_109_173",0.330583537432729
"Q9UHC7_IDR_1_57",0.351532824070084
"Q9UHC7_IDR_176_213",0.317883638497187
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.496637882594465
"Q9UHF4_IDR_409_441",0.503362117405535
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.266726749000009
"Q9UHF7_IDR_461_516",0.251849258874934
"Q9UHF7_IDR_566_613",0.224837587525156
"Q9UHL9_IDR_430_561",0.237803825472152
"Q9UHL9_IDR_649_705",0.245007630392724
"Q9UHL9_IDR_887_934",0.279773984537984
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.345696998833834
"Q9UHP3_IDR_59_91",0.342360987306818
"Q9UHP3_IDR_709_799",0.311942013859348
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.566699673727185
"Q9UHR4_IDR_374_494",0.433300326272815
"Q9UHR5_IDR_1_106",0.489215979293137
"Q9UHR5_IDR_209_295",0.510784020706863
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.495084396818767
"Q9UI33_IDR_1754_1791",0.227625658290831
"Q9UI33_IDR_921_994",0.193243983244861
"Q9UI36_IDR_1_182",0.428494315704441
"Q9UI36_IDR_281_605",0.286421816445551
"Q9UI36_IDR_675_750",0.285083867850007
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.328214951459653
"Q9UI46_IDR_1_39",0.314183505427984
"Q9UI46_IDR_237_285",0.357601543112364
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.169778843919296
"Q9UIF8_IDR_1403_1701",0.12425800200132
"Q9UIF8_IDR_1_739",0.215940179206164
"Q9UIF8_IDR_848_886",0.124504436592408
"Q9UIF8_IDR_957_1015",0.11405978999611
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.334047774964784
"Q9UIU6_IDR_197_237",0.299187723133044
"Q9UIU6_IDR_273_781",0.366764501902172
"Q9UIW0_IDR_1_107",0.543155642252378
"Q9UIW0_IDR_152_183",0.456844357747622
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.591463731134647
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.498292937435922
"Q9UJJ9_IDR_269_305",0.501707062564078
"Q9UJK0_IDR_1_53",0.474979786866728
"Q9UJK0_IDR_226_302",0.525020213133272
"Q9UJL9_IDR_128_275",0.503037581962547
"Q9UJL9_IDR_26_64",0.496962418037453
"Q9UJM3_IDR_1_173",0.308702211595972
"Q9UJM3_IDR_175_373",0.353643536842633
"Q9UJM3_IDR_416_462",0.337654251561395
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.524219029909263
"Q9UJQ4_IDR_1_101",0.475780970090737
"Q9UJT2_IDR_1_366",0.326312678281494
"Q9UJT2_IDR_368_491",0.368714125560031
"Q9UJT2_IDR_518_592",0.304973196158475
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.579588869178031
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.302103419422382
"Q9UKD1_IDR_315_423",0.401327680345114
"Q9UKD1_IDR_43_85",0.296568900232504
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.416771911633759
"Q9UKF5_IDR_699_820",0.583228088366241
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.496413916978317
"Q9UKG1_IDR_464_496",0.503586083021683
"Q9UKP3_IDR_307_347",0.510380049976692
"Q9UKP3_IDR_65_113",0.489619950023308
"Q9UKP4_IDR_1270_1320",0.240795203651083
"Q9UKP4_IDR_1_38",0.211566173767868
"Q9UKP4_IDR_188_237",0.282495134315317
"Q9UKP4_IDR_999_1261",0.265143488265732
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.513966354201973
"Q9UKP6_IDR_331_389",0.486033645798027
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.482153355417299
"Q9UL17_IDR_317_520",0.517846644582701
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.310368677667504
"Q9UL36_IDR_764_808",0.326819678762575
"Q9UL36_IDR_814_916",0.362811643569922
"Q9ULD2_IDR_1237_1270",0.191714580669833
"Q9ULD4_IDR_392_470",0.306539480820309
"Q9ULD4_IDR_68_110",0.26323652957156
"Q9ULD4_IDR_757_1062",0.430223989608131
"Q9ULD5_IDR_1_194",0.481767553232985
"Q9ULD5_IDR_336_544",0.518232446767015
"Q9ULD6_IDR_1_50",0.314984802145377
"Q9ULD6_IDR_665_774",0.345545346682012
"Q9ULD6_IDR_75_150",0.339469851172611
"Q9ULD8_IDR_135_194",0.505844018764836
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.316564376472225
"Q9ULI4_IDR_1_334",0.241590124141866
"Q9ULI4_IDR_724_790",0.228124482091402
"Q9ULI4_IDR_795_1018",0.213721017294507
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.339309780630482
"Q9ULJ3_IDR_866_907",0.332017480084799
"Q9ULJ3_IDR_947_1012",0.328672739284719
"Q9ULL1_IDR_1286_1346",0.138021924538238
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.34951186019538
"Q9ULM0_IDR_137_571",0.301382862386227
"Q9ULM0_IDR_28_93",0.349105277418393
"Q9ULM3_IDR_117_199",0.457534495953488
"Q9ULM3_IDR_335_1139",0.542465504046512
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.464006542291621
"Q9ULQ0_IDR_301_432",0.535993457708379
"Q9ULQ1_IDR_1_66",0.492880744885414
"Q9ULQ1_IDR_783_816",0.507119255114586
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.336295672370501
"Q9ULR3_IDR_1_35",0.340440286220269
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.51741099563931
"Q9ULV5_IDR_197_492",0.48258900436069
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.517593730513158
"Q9ULW2_IDR_540_581",0.482406269486842
"Q9ULW3_IDR_1_41",0.504641730430169
"Q9ULW3_IDR_191_245",0.495358269569831
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.537665348292306
"Q9ULW6_IDR_1_94",0.462334651707694
"Q9ULX3_IDR_104_204",0.508137654741165
"Q9ULX3_IDR_376_412",0.491862345258836
"Q9ULX5_IDR_17_50",0.511641913868455
"Q9ULX5_IDR_97_129",0.488358086131545
"Q9ULX6_IDR_1_383",0.405837132755588
"Q9ULX6_IDR_427_476",0.25175971278748
"Q9ULX6_IDR_545_646",0.342403154456932
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.325064862326035
"Q9UMD9_IDR_374_463",0.282360473462539
"Q9UMD9_IDR_471_1497",0.392574664211426
"Q9UMN6_IDR_1_1166",0.547728399890037
"Q9UMN6_IDR_1810_2409",0.452271600109963
"Q9UMQ3_IDR_1_181",0.550363749713133
"Q9UMQ3_IDR_183_279",0.449636250286867
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.487684164779206
"Q9UNA0_IDR_200_255",0.512315835220794
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.531135073520778
"Q9UNA4_IDR_442_700",0.468864926479222
"Q9UNE0_IDR_1_70",0.476709492345038
"Q9UNE0_IDR_91_333",0.523290507654962
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.331151881943952
"Q9UP95_IDR_941_1017",0.331715751079178
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.507271994677265
"Q9UPC5_IDR_346_381",0.492728005322735
"Q9UPE1_IDR_1_57",0.452219066889358
"Q9UPE1_IDR_240_401",0.547780933110642
"Q9UPG8_IDR_1_67",0.481618600413425
"Q9UPG8_IDR_225_496",0.518381399586575
"Q9UPI3_IDR_1_74",0.518202574477858
"Q9UPR6_IDR_12_446",0.301209858351504
"Q9UPR6_IDR_542_588",0.318412875300919
"Q9UPR6_IDR_904_939",0.380377266347577
"Q9UPS6_IDR_1767_1805",0.225680626466192
"Q9UPS6_IDR_199_742",0.372388787751288
"Q9UPS6_IDR_904_1667",0.401930585782521
"Q9UPS8_IDR_1_35",0.325538995537255
"Q9UPS8_IDR_201_707",0.332392289929597
"Q9UPS8_IDR_835_917",0.342068714533148
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.267559465769541
"Q9UPW5_IDR_1149_1226",0.508590124021605
"Q9UPW5_IDR_349_617",0.491409875978395
"Q9UPW6_IDR_1_55",0.212849946782193
"Q9UPW6_IDR_187_223",0.201492599307303
"Q9UPW6_IDR_231_537",0.186363311371393
"Q9UPW6_IDR_550_618",0.202141155166401
"Q9UPW6_IDR_666_733",0.19715298737271
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.321922445870112
"Q9UQ16_IDR_598_651",0.280050930141412
"Q9UQ16_IDR_749_869",0.398026623988476
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.47106030097392
"Q9UQB3_IDR_1_543",0.386747663882324
"Q9UQ90_IDR_765_795",0.52893969902608
"Q9UQB3_IDR_1040_1155",0.313195263172076
"Q9UQB3_IDR_784_827",0.3000570729456
"Q9UQB8_IDR_128_196",0.245600670172809
"Q9UQB8_IDR_249_395",0.25341302286881
"Q9UQB8_IDR_433_517",0.24642216057785
"Q9UQB8_IDR_522_552",0.254564146380531
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.271294920589156
"Q9Y210_IDR_792_850",0.510248868563079
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.214360064341727
"Q9Y222_IDR_414_491",0.191925335298989
"Q9Y222_IDR_515_571",0.198910247498879
"Q9Y222_IDR_575_690",0.200595830978117
"Q9Y222_IDR_710_760",0.194208521882288
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.328442462105681
"Q9Y228_IDR_203_233",0.317762636275471
"Q9Y228_IDR_331_551",0.353794901618849
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.34208287950292
"Q9Y232_IDR_1_57",0.339953252869839
"Q9Y232_IDR_298_336",0.31796386762724
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.350542977323454
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.511500078377326
"Q9Y2B5_IDR_87_149",0.488499921622674
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.280807081962704
"Q9Y2G1_IDR_843_1007",0.277405209237642
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.564297813035092
"Q9Y2G4_IDR_516_660",0.435702186964908
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.49776981596103
"Q9Y2G8_IDR_718_749",0.50223018403897
"Q9Y2G9_IDR_160_197",0.316350882117486
"Q9Y2G9_IDR_616_677",0.344549454408698
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.432735773962996
"Q9Y2J2_IDR_409_1087",0.567264226037004
"Q9Y2J4_IDR_1_431",0.495260363535979
"Q9Y2J4_IDR_468_770",0.504739636464021
"Q9Y2K2_IDR_1_57",0.339542881754307
"Q9Y2K1_IDR_114_344",0.485665764752745
"Q9Y2K1_IDR_348_413",0.514334235247255
"Q9Y2K2_IDR_319_349",0.288684449958396
"Q9Y2K2_IDR_389_1288",0.371772668287297
"Q9Y2Q0_IDR_1100_1130",0.509119378302611
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.566153319731443
"Q9Y2T7_IDR_1_85",0.433846680268557
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.551928598728982
"Q9Y3R0_IDR_1088_1128",0.205026985901896
"Q9Y3R0_IDR_933_993",0.189381855331705
"Q9Y3R5_IDR_1031_1215",0.370935826188098
"Q9Y3R5_IDR_1849_1892",0.315862799336382
"Q9Y3R5_IDR_545_683",0.31320137447552
"Q9Y3S1_IDR_1316_2297",0.276458306736925
"Q9Y3S1_IDR_1_47",0.206256654295812
"Q9Y3S1_IDR_50_184",0.267022006363764
"Q9Y3S1_IDR_544_1314",0.250263032603499
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.483858640365568
"A0A0A6YYL3_IDR_325_492",0.516141359634432
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.514523104137307
"A0A1B0GTZ2_IDR_225_276",0.485476895862693
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.506334430534104
"A0A1B0GVG6_IDR_91_124",0.493665569465896
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.513037994650686
"A0A1B0GVM6_IDR_56_89",0.486962005349314
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.247008303189863
"Q6ZMI3_IDR_137_297",0.562836127132538
"Q6ZMI3_IDR_58_107",0.437163872867462
"Q6ZMJ2_IDR_1_121",0.496384710380757
"Q6ZMJ2_IDR_291_384",0.503615289619243
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.495542829022431
"Q6ZMN7_IDR_490_1003",0.504457170977569
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.494188269358383
"Q6ZMP0_IDR_534_616",0.505811730641617
"Q6ZMQ8_IDR_1253_1297",0.32715648705137
"Q6ZMQ8_IDR_415_531",0.291695211221792
"Q6ZMQ8_IDR_536_1190",0.381148301726838
