"","GO0015085_calcium_ion_transmembrane_transporter_activity"
"O43246_IDR_590_635",0.490819809214427
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.349353611795049
"O43303_IDR_49_757",0.32582656871627
"O43303_IDR_895_1012",0.324819819488681
"O43304_IDR_183_225",0.474741352149714
"O43304_IDR_661_696",0.525258647850286
"O43306_IDR_1_114",0.521682432404822
"O43306_IDR_558_619",0.478317567595178
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.341516004211099
"O43310_IDR_169_369",0.318267235746975
"O43310_IDR_38_98",0.340216760041926
"O43312_IDR_135_197",0.475595885478498
"O43312_IDR_250_755",0.524404114521501
"O43313_IDR_1_85",0.270729867720199
"O43313_IDR_213_596",0.244901129981089
"O43313_IDR_89_130",0.246895690971426
"O43424_IDR_860_921",0.497338968930866
"O43424_IDR_957_1007",0.502661031069134
"O43426_IDR_1485_1573",0.509758619329431
"O43426_IDR_975_1483",0.490241380670569
"O43432_IDR_1002_1216",0.518833329932503
"O43432_IDR_1_721",0.481166670067497
"O43435_IDR_1_105",0.497441892477798
"O43435_IDR_306_364",0.502558107522202
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.360666082017499
"Q6ZW31_IDR_604_650",0.326285843207981
"Q6ZW31_IDR_667_701",0.31304807477452
"Q6ZW49_IDR_188_587",0.511043546880058
"Q6ZW49_IDR_830_861",0.488956453119942
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.328935530563372
"Q6ZWB6_IDR_152_205",0.318730035314551
"Q6ZWB6_IDR_324_432",0.352334434122077
"Q6ZWE6_IDR_1_109",0.326417997768838
"Q6ZWE6_IDR_111_205",0.334903728119003
"Q6ZWE6_IDR_316_355",0.33867827411216
"Q6ZWH5_IDR_40_74",0.506798430976443
"Q6ZWH5_IDR_796_965",0.493201569023557
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.519234624179056
"Q70CQ3_IDR_361_416",0.480765375820944
"Q70CQ4_IDR_1_122",0.475312377543286
"Q70CQ4_IDR_769_1352",0.524687622456714
"Q70E73_IDR_1_64",0.272455080940644
"Q70E73_IDR_524_1207",0.266391471788324
"Q70E73_IDR_96_241",0.461153447271032
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.485480680220229
"Q70EK9_IDR_313_356",0.514519319779771
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.468661158936832
"Q70EL2_IDR_386_615",0.531338841063168
"Q70EL4_IDR_1_88",0.461023653066096
"Q70EL4_IDR_740_1123",0.538976346933904
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.46522400787264
"Q70SY1_IDR_397_505",0.53477599212736
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.481080232447398
"Q71SY5_IDR_545_747",0.518919767552602
"Q75N03_IDR_1_69",0.50424036272978
"Q75N03_IDR_191_491",0.49575963727022
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.505181006634422
"Q75VX8_IDR_350_795",0.494818993365578
"Q75WM6_IDR_1_62",0.487330087201496
"Q75WM6_IDR_85_255",0.512669912798504
"Q765P7_IDR_137_199",0.480886796824267
"Q765P7_IDR_250_747",0.519113203175733
"Q76FK4_IDR_157_192",0.254674563706209
"Q76FK4_IDR_196_797",0.259422522534717
"Q76FK4_IDR_800_1108",0.230292970257801
"Q76FK4_IDR_90_149",0.255609943501273
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.342331484601329
"Q7KZ85_IDR_482_518",0.339909345488991
"Q7KZI7_IDR_1_46",0.535154032262073
"Q7KZI7_IDR_366_696",0.464845967737927
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.51273158047264
"Q7L014_IDR_786_866",0.48726841952736
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.508513077537588
"Q7L190_IDR_1_82",0.491486922462412
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.497581449297654
"Q7L1W4_IDR_61_136",0.502418550702346
"Q7L2E3_IDR_1_40",0.506331847449476
"Q7L590_IDR_424_723",0.48952306451574
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.504901207047871
"Q7L5N7_IDR_510_544",0.495098792952129
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.320663544999803
"Q7L7X3_IDR_547_595",0.316560621255842
"Q7L7X3_IDR_851_1001",0.362775833744355
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.468934251911481
"Q7L8A9_IDR_306_357",0.531065748088519
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.495540936351231
"Q7L8J4_IDR_276_393",0.504459063648769
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.502724151874698
"Q7RTS1_IDR_140_177",0.500969297736205
"O43491_IDR_1_82",0.33365453787972
"O43491_IDR_521_948",0.326673871554632
"O43491_IDR_84_213",0.339671590565648
"O43497_IDR_1_49",0.176679319734969
"O43526_IDR_368_547",0.219465462750216
"O43526_IDR_551_639",0.227332783974016
"O43526_IDR_648_872",0.255605282919433
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.342184600015196
"O43541_IDR_16_120",0.326224821588833
"O43541_IDR_284_315",0.33159057839597
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.278792570810278
"O43561_IDR_170_201",0.442956360934776
"O43561_IDR_225_262",0.278251068254945
"O43566_IDR_191_299",0.342578958127703
"O43566_IDR_22_57",0.320088335357059
"O43566_IDR_446_566",0.337332706515238
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.329690628008601
"O43614_IDR_258_297",0.43843554524682
"O43614_IDR_386_444",0.56156445475318
"O43615_IDR_1_59",0.513122251838544
"O43615_IDR_83_230",0.486877748161456
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.509183476303844
"O43815_IDR_66_445",0.490816523696156
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.53043480676026
"O43823_IDR_543_692",0.46956519323974
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.508829655963307
"O43847_IDR_134_207",0.491170344036693
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.479660425416626
"O43889_IDR_244_336",0.520339574583374
"O43896_IDR_385_434",0.30179695940469
"O43918_IDR_238_295",0.246318435287681
"O43918_IDR_343_430",0.251302125399936
"O43918_IDR_474_508",0.247292773107592
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.333853802726706
"O43933_IDR_183_240",0.332935387495972
"O43933_IDR_343_378",0.333210809777321
"O60216_IDR_396_564",0.500151541522459
"O60216_IDR_97_331",0.499848458477541
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.482655132772299
"O60231_IDR_72_223",0.517344867227701
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.600217993180703
"O60237_IDR_896_930",0.399782006819297
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.499688642969799
"O60239_IDR_252_435",0.500311357030201
"O60240_IDR_107_186",0.296514505926814
"O60266_IDR_1_45",0.509589295836858
"O60266_IDR_498_583",0.490410704163142
"O60268_IDR_1_89",0.330093399324243
"O60268_IDR_251_286",0.339720843079911
"O60268_IDR_317_347",0.330185757595846
"O60269_IDR_1_379",0.494589456000283
"O60269_IDR_396_458",0.505410543999717
"O60271_IDR_517_548",0.198573630014538
"O60271_IDR_562_630",0.190245149534138
"O60271_IDR_69_513",0.247889586468692
"O60271_IDR_718_750",0.187333691671472
"O60271_IDR_804_910",0.175957942311159
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.140167300785872
"O60281_IDR_2119_2168",0.144229379485029
"O60281_IDR_2282_2363",0.140059036389141
"O60281_IDR_2433_2576",0.13658044071123
"O60281_IDR_2602_2639",0.158734201146069
"O60281_IDR_460_751",0.145919944967571
"O60281_IDR_812_1369",0.134309696515087
"O60296_IDR_562_837",0.201815866206927
"O60296_IDR_848_914",0.194039066997023
"O60299_IDR_11_353",0.57275588784955
"O60299_IDR_363_673",0.42724411215045
"O60303_IDR_1147_1198",0.196444997858915
"O60303_IDR_1_33",0.19955195777258
"O60303_IDR_152_467",0.191344176976508
"O60303_IDR_626_963",0.21230997839182
"O60303_IDR_79_150",0.200348889000178
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.346037120042054
"O60307_IDR_1_172",0.316740035472204
"O60307_IDR_679_945",0.337222844485742
"O60308_IDR_158_201",0.246963551938932
"O60308_IDR_259_418",0.248703688852045
"O60308_IDR_685_743",0.245255427968719
"O60308_IDR_871_925",0.259077331240304
"O60309_IDR_1047_1086",0.206726487607701
"O60309_IDR_1_869",0.189924173715733
"O60333_IDR_1205_1244",0.163579858921222
"O60333_IDR_1521_1588",0.164162621147247
"O60333_IDR_1592_1682",0.172112914147663
"O60333_IDR_705_735",0.163925838124674
"O60333_IDR_912_957",0.175990300412625
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.314962257340116
"O60343_IDR_237_352",0.337797075716684
"O60343_IDR_525_874",0.3472406669432
"O60346_IDR_1431_1511",0.32962271571289
"O60346_IDR_1_462",0.330512051731405
"O60346_IDR_1575_1636",0.339865232555704
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.316808756525214
"O60481_IDR_1_186",0.49852324483466
"O60481_IDR_405_461",0.50147675516534
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.510290389571041
"O60502_IDR_395_550",0.489709610428959
"O60503_IDR_1248_1353",0.291682632325011
"O60503_IDR_1_78",0.405664278443729
"O60503_IDR_579_713",0.30265308923126
"O60504_IDR_1_382",0.487128472682593
"O60504_IDR_522_611",0.512871527317407
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.503512924136432
"O60508_IDR_201_238",0.496487075863568
"O60512_IDR_1_71",0.503582265933284
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.234575276049514
"O60610_IDR_1208_1272",0.23792648009214
"O60610_IDR_1_85",0.307319584549738
"O60610_IDR_505_766",0.220178659308608
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.307993404456956
"O60658_IDR_329_386",0.364627735042876
"O60658_IDR_429_481",0.327378860500168
"O60663_IDR_13_48",0.332804348313349
"O60663_IDR_176_237",0.335042638893553
"O60663_IDR_269_388",0.332153012793097
"O60664_IDR_1_35",0.513784622447349
"O60664_IDR_69_172",0.486215377552651
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.197653125200715
"O60673_IDR_2014_2182",0.200812299726703
"O60673_IDR_274_307",0.203468028381543
"O60673_IDR_310_974",0.192827927679071
"O60741_IDR_1_90",0.517697640212036
"O60741_IDR_595_890",0.482302359787964
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.415088965919123
"O60759_IDR_173_359",0.584911034080877
"O60763_IDR_675_790",0.504242764329562
"O60763_IDR_930_962",0.495757235670438
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.33101268950814
"O60784_IDR_303_415",0.341496242183039
"O60784_IDR_450_492",0.327491068308821
"O60806_IDR_1_37",0.328821350274382
"O60806_IDR_251_318",0.344042650223308
"O60806_IDR_321_420",0.32713599950231
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.199851730184831
"O60885_IDR_459_666",0.202072402040184
"O60885_IDR_676_1201",0.200008522501474
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.520204833930858
"O60902_IDR_161_331",0.479795166069142
"O60907_IDR_1_37",0.514042778380069
"O60907_IDR_146_210",0.485957221619931
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.34933288784763
"O75037_IDR_401_480",0.328214977832801
"O75037_IDR_490_970",0.322452134319569
"O75038_IDR_1382_1416",0.308224494125276
"O75038_IDR_475_618",0.391687576063752
"O75038_IDR_886_1379",0.300087929810973
"O75044_IDR_170_229",0.19974345975535
"O75044_IDR_415_457",0.19512653661857
"O75044_IDR_463_501",0.194914491910122
"O75044_IDR_694_755",0.192794829873282
"O75044_IDR_785_1071",0.217420681842677
"O75052_IDR_172_347",0.489685561334899
"O75052_IDR_361_506",0.510314438665102
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.477136740427588
"O75056_IDR_412_442",0.522863259572412
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.512151048960957
"O75071_IDR_144_426",0.487848951039043
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.329314034469632
"O75116_IDR_1113_1149",0.329015637864308
"O75116_IDR_1350_1388",0.34167032766606
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.349884876730132
"O75122_IDR_309_645",0.335893799974754
"O75122_IDR_880_1053",0.314221323295114
"O75128_IDR_1_53",0.489731612609064
"O75128_IDR_227_1238",0.510268387390937
"O75129_IDR_1_59",0.336873930496628
"O75129_IDR_288_349",0.322189746099536
"O75129_IDR_357_411",0.340936323403837
"O75132_IDR_172_286",0.196678243887724
"O75132_IDR_1_87",0.201122241119387
"O75132_IDR_341_456",0.197936189518368
"O75132_IDR_511_550",0.205034839064321
"O75132_IDR_609_651",0.1992284864102
"O75140_IDR_1000_1075",0.230773627881485
"O75140_IDR_1112_1172",0.237588411414018
"O75140_IDR_411_456",0.237337971950666
"O75140_IDR_461_727",0.294299988753831
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.551052164871227
"O75145_IDR_859_937",0.448947835128773
"O75146_IDR_1011_1053",0.489542727969523
"O75146_IDR_288_360",0.510457272030477
"O75150_IDR_111_177",0.315748869104774
"O75150_IDR_1_96",0.352619439676519
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.49900971515617
"O75170_IDR_525_966",0.50099028484383
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.524030406457525
"O75177_IDR_41_396",0.475969593542475
"O75179_IDR_1_136",0.333339419901069
"O75179_IDR_1451_2427",0.309422853749365
"O75179_IDR_2471_2509",0.357237726349566
"O75182_IDR_1_36",0.338974833640604
"O75182_IDR_704_767",0.321130140328678
"O75182_IDR_92_300",0.339895026030718
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.517568709552466
"O75362_IDR_207_1048",0.482431290447534
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.489616706336821
"O75364_IDR_1_81",0.510383293663179
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.237700534142658
"O75376_IDR_319_418",0.251322146958906
"O75376_IDR_420_451",0.241699552252388
"O75376_IDR_483_2440",0.269277766646048
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.470333160943151
"O75381_IDR_71_108",0.529666839056849
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.504973021108776
"O75461_IDR_240_281",0.495026978891224
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.501956433150049
"O75467_IDR_55_197",0.498043566849951
"O75469_IDR_122_165",0.342363543524743
"O75469_IDR_1_36",0.325411074646226
"O75469_IDR_179_234",0.33222538182903
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.498838686002
"O75474_IDR_49_147",0.501161313998
"O75475_IDR_431_530",0.500706183861622
"O75475_IDR_89_347",0.499293816138378
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.506605716392774
"O75563_IDR_223_295",0.492941094554281
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.118537996952382
"O75592_IDR_2555_2592",0.125524114937471
"O75592_IDR_2670_3153",0.154212675265583
"O75592_IDR_3187_3236",0.121922400131819
"O75592_IDR_3314_3386",0.121277848839321
"O75592_IDR_3479_3511",0.121293419159025
"O75592_IDR_87_131",0.116599066315212
"O75592_IDR_890_922",0.120632478399188
"O75593_IDR_121_277",0.498506149162356
"O75593_IDR_1_32",0.501493850837644
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.48869803355833
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.24607746795333
"O75691_IDR_2572_2613",0.24657759671903
"O75691_IDR_2731_2785",0.24839213592575
"O75691_IDR_863_907",0.25895279940189
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.336258420415265
"O75717_IDR_308_427",0.321000202180674
"O75717_IDR_821_1017",0.342741377404061
"O75747_IDR_1_34",0.493838196479752
"O75747_IDR_174_224",0.506161803520248
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.497961536621384
"O75781_IDR_332_387",0.502038463378615
"O75864_IDR_462_568",0.334703451972063
"O75864_IDR_575_691",0.32142057319558
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.512662971874043
"O75886_IDR_369_525",0.487337028125957
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.476343536276492
"O75899_IDR_752_941",0.523656463723508
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.511443943334548
"O75901_IDR_368_423",0.488556056665451
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.497957439056116
"O75912_IDR_859_925",0.502042560943884
"O75914_IDR_1_66",0.499292257267649
"O75962_IDR_1249_1285",0.177798975234519
"O75962_IDR_1606_1653",0.190469633183553
"O75962_IDR_1704_1968",0.207143780673237
"O75962_IDR_2288_2556",0.2422910410676
"O75969_IDR_162_279",0.204465009600173
"O75969_IDR_409_453",0.20388889129962
"O75969_IDR_456_514",0.200841046588131
"O75969_IDR_542_594",0.198649116681574
"O75969_IDR_605_750",0.192155935830502
"O75970_IDR_1247_1328",0.105602365655217
"O75970_IDR_1565_1611",0.128509658192809
"O75970_IDR_1811_1855",0.125345475076555
"O75970_IDR_340_371",0.107213900368065
"O75970_IDR_43_109",0.107673557170264
"O75970_IDR_466_525",0.109344373424342
"O75970_IDR_638_685",0.104511840430653
"O75970_IDR_857_951",0.106048552854115
"O75970_IDR_954_996",0.105750276827979
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.28876877457671
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.496717688698124
"O76081_IDR_93_244",0.503282311301876
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.503989248579973
"O76083_IDR_68_239",0.496010751420027
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.314278172054585
"O94759_IDR_1_57",0.355959287163692
"O94759_IDR_581_613",0.329762540781723
"O94761_IDR_359_448",0.338784389584886
"O94761_IDR_49_351",0.328444305738336
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.535852305587756
"O94823_IDR_458_712",0.464147694412244
"O94826_IDR_1_33",0.500894938612488
"O94826_IDR_64_107",0.499105061387512
"O94830_IDR_1_32",0.333191690017885
"O94830_IDR_433_477",0.345775472034569
"O94830_IDR_603_647",0.321032837947546
"O94842_IDR_1_232",0.49652047370036
"O94880_IDR_589_620",0.197756194146864
"O94880_IDR_692_754",0.199602541222256
"O94880_IDR_756_867",0.198897304951406
"O94885_IDR_1_35",0.134407009261372
"O94885_IDR_229_344",0.136332380376802
"O94885_IDR_358_547",0.239132347737857
"O94885_IDR_697_728",0.159335399646481
"O94885_IDR_730_1088",0.156057202957998
"O94885_IDR_88_177",0.174735660019491
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.312058371904464
"O94887_IDR_359_498",0.345355655414057
"O94887_IDR_858_903",0.342585972681479
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.347911276819275
"O94900_IDR_46_263",0.324177790836735
"O94900_IDR_8_41",0.32791093234399
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.505937221447642
"O94907_IDR_23_79",0.494062778552358
"O94910_IDR_1114_1434",0.518497708650439
"O94910_IDR_400_472",0.481502291349561
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.259008550625646
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.405644652265317
"O94929_IDR_298_593",0.594355347734683
"O94933_IDR_293_347",0.339648073768866
"O94933_IDR_613_659",0.332091240188048
"O94933_IDR_682_856",0.328260686043086
"O94966_IDR_1_112",0.197562345051468
"O94941_IDR_219_250",0.488120527589567
"O94941_IDR_339_480",0.511879472410433
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.201474921756066
"O94966_IDR_203_274",0.202101973790715
"O94966_IDR_399_488",0.194755452497571
"O94966_IDR_874_983",0.204105306904179
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.450432150482881
"O94972_IDR_624_943",0.549567849517119
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.338182165126317
"O94979_IDR_792_858",0.334283119151331
"O94979_IDR_881_1111",0.327534715722352
"O94983_IDR_1119_1202",0.202022037435923
"O94983_IDR_212_305",0.198769419370087
"O94983_IDR_392_435",0.20134393419136
"O94983_IDR_447_490",0.204064071568648
"O94983_IDR_814_1022",0.193800537433982
"O94985_IDR_819_902",0.492420118025783
"O95025_IDR_1_38",0.512079893112011
"O95025_IDR_737_777",0.487920106887989
"O95049_IDR_279_374",0.232683515610721
"O95049_IDR_558_590",0.222472516444375
"O95049_IDR_774_919",0.232673104840316
"O95049_IDR_94_189",0.312170863104588
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.518542809457239
"O95069_IDR_333_398",0.481457190542761
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0989673270681976
"O95071_IDR_1749_1779",0.10330610074361
"O95071_IDR_1860_1911",0.100330825560782
"O95071_IDR_1965_2021",0.0984043501990981
"O95071_IDR_2027_2174",0.102276249584099
"O95071_IDR_2318_2364",0.0991632018859684
"O95071_IDR_2454_2499",0.0962092709100127
"O95071_IDR_583_645",0.100604299023633
"O95071_IDR_81_159",0.10200528215263
"O95071_IDR_936_1074",0.098733092871969
"O95155_IDR_1_152",0.490245620293305
"O95155_IDR_218_393",0.509754379706695
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.501102254461611
"O95158_IDR_20_58",0.498897745538389
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.352150995646481
"O95180_IDR_1564_1595",0.123196211156587
"O95180_IDR_1_68",0.12198562314867
"O95180_IDR_1867_2353",0.127136345347476
"O95180_IDR_424_459",0.13559245293295
"O95180_IDR_483_771",0.139938371767836
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.468280072211825
"O95235_IDR_702_890",0.236314095756402
"O95238_IDR_70_118",0.495536167830274
"O95239_IDR_426_558",0.314073189835089
"O95239_IDR_656_820",0.353046202403642
"O95239_IDR_918_1232",0.332880607761269
"O95243_IDR_149_434",0.519799248862503
"O95243_IDR_1_82",0.480200751137497
"O95248_IDR_1059_1113",0.169818229869855
"O95248_IDR_1284_1318",0.171025749747677
"O95248_IDR_1683_1713",0.173516359613911
"O95248_IDR_1718_1764",0.164214627555145
"O95248_IDR_778_819",0.165651273162291
"O95248_IDR_91_121",0.155773760051121
"O95249_IDR_118_163",0.501294993896281
"O95249_IDR_31_74",0.498705006103719
"O95251_IDR_1_206",0.486078685505917
"O95251_IDR_208_332",0.513921314494083
"O95255_IDR_263_294",0.527407831435619
"O95255_IDR_856_922",0.472592168564381
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.498072607375158
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.491312400655671
"O95365_IDR_487_584",0.508687599344329
"O95373_IDR_881_913",0.496815384851639
"O95373_IDR_917_948",0.503184615148361
"O95376_IDR_1_53",1
