"","GO0043547_positive_regulation_of_GTPase_activity"
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.504515110992378
"Q9Y561_IDR_781_816",0.495484889007622
"Q9Y566_IDR_1_67",0.292594548120217
"Q9Y566_IDR_416_547",0.350052329660229
"Q9Y566_IDR_758_2087",0.357353122219554
"Q9Y570_IDR_1_38",0.501138502973235
"Q9Y570_IDR_239_281",0.498861497026765
"Q9Y572_IDR_309_428",0.533138155097168
"Q9Y572_IDR_473_518",0.466861844902832
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.518974228287365
"Q9Y592_IDR_618_701",0.481025771712635
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.33271013187713
"Q9Y5A9_IDR_197_239",0.342711829681702
"Q9Y5A9_IDR_245_389",0.324578038441168
"Q9Y5B0_IDR_334_586",0.505321450715231
"Q9Y5B0_IDR_730_961",0.494678549284769
"Q9Y5B6_IDR_1_385",0.485525538940417
"Q9Y5B6_IDR_498_563",0.514474461059583
"Q9Y5B9_IDR_436_478",0.504678849623223
"Q9Y5B9_IDR_927_1047",0.495321150376777
"Q9Y5C1_IDR_16_53",0.496499109946828
"Q9Y5C1_IDR_188_239",0.503500890053172
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.35163215971045
"Q9Y5I4_IDR_814_859",0.334892081545669
"Q9Y5I4_IDR_957_1007",0.313475758743881
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.421377590737124
"Q9Y5J3_IDR_167_290",0.578622409262876
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.469861870730348
"Q9Y5K3_IDR_305_369",0.530138129269652
"Q9Y5K6_IDR_168_295",0.310195732251683
"Q9Y5K6_IDR_310_581",0.320706438664084
"Q9Y5K6_IDR_63_108",0.369097829084233
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.338515171373126
"Q9Y5P4_IDR_184_235",0.331821888965887
"Q9Y5P4_IDR_276_401",0.329662939660987
"Q9Y5P8_IDR_42_123",0.511268228019263
"Q9Y5P8_IDR_519_553",0.488731771980737
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.488610899356541
"Q9Y5Q5_IDR_82_135",0.511389100643459
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.499932873646408
"Q9Y5Q8_IDR_464_519",0.500067126353592
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.504013343163875
"Q9Y5R2_IDR_331_374",0.495986656836125
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.496752653159281
"Q9Y5S1_IDR_726_764",0.503247346840719
"Q9Y5S2_IDR_1609_1711",0.298146520351235
"Q9Y5S2_IDR_352_400",0.218757894247128
"Q9Y5S2_IDR_406_528",0.216587454801274
"Q9Y5S2_IDR_924_1033",0.266508130600363
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.506187342637301
"Q9Y5T5_IDR_385_606",0.493812657362699
"Q9Y5U2_IDR_105_157",0.329762681202851
"Q9Y5U2_IDR_1_76",0.343663407518123
"Q9Y5U2_IDR_218_329",0.326573911279026
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.497522025692932
"Q9Y5W3_IDR_53_112",0.502477974307068
"Q9Y5W5_IDR_1_32",0.494086571403397
"Q9Y5W5_IDR_348_379",0.505913428596603
"Q9Y5W7_IDR_2_60",0.320075469987928
"Q9Y5W7_IDR_473_538",0.345931393538502
"Q9Y5W7_IDR_733_778",0.333993136473569
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.520943908366948
"Q9Y5X4_IDR_1_40",0.479056091633052
"Q9Y5Y0_IDR_1_97",0.4916727954644
"Q9Y5Y0_IDR_518_555",0.5083272045356
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.234671894023271
"Q9Y5Y9_IDR_1872_1956",0.260748502012646
"Q9Y5Y9_IDR_411_595",0.27816117032486
"Q9Y5Y9_IDR_939_986",0.226418433639223
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.504908580574446
"Q9Y603_IDR_1_31",0.495091419425554
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.49442338677121
"Q9Y608_IDR_532_630",0.50557661322879
"Q9Y613_IDR_1002_1105",0.300315092435337
"Q9Y613_IDR_337_534",0.41757033356532
"Q9Y613_IDR_581_623",0.282114573999343
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.495806898396935
"Q9Y616_IDR_448_596",0.504193101603065
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.33270524529371
"Q9Y625_IDR_424_473",0.336327942310649
"Q9Y625_IDR_476_555",0.330966812395641
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.510749906199496
"Q9Y666_IDR_932_1014",0.489250093800504
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.495319142977499
"Q9Y679_IDR_342_382",0.504680857022501
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.510453064609736
"Q9Y692_IDR_56_87",0.489546935390264
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.193830988781544
"Q9Y6C2_IDR_463_493",0.207296894414985
"Q9Y6C2_IDR_549_598",0.200243180190761
"Q9Y6C2_IDR_601_731",0.197061328758267
"Q9Y6C2_IDR_784_864",0.201567607854442
"Q9Y6C5_IDR_1125_1203",0.510079408290807
"Q9Y6C5_IDR_621_658",0.489920591709193
"Q9Y6D5_IDR_1016_1064",0.235880812395883
"Q9Y6D5_IDR_1493_1559",0.239320873572821
"Q9Y6D5_IDR_206_365",0.270659437464261
"Q9Y6D5_IDR_585_632",0.254138876567036
"Q9Y6D6_IDR_1072_1118",0.242910662952332
"Q9Y6D6_IDR_1545_1636",0.254657658696972
"Q9Y6D6_IDR_216_414",0.262310604646262
"Q9Y6D6_IDR_634_687",0.240121073704433
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.443090801836099
"Q9Y6F8_IDR_60_174",0.556909198163901
"Q9Y6G9_IDR_1_44",0.337929342914754
"Q9Y6G9_IDR_342_378",0.319714465731071
"Q9Y6G9_IDR_384_523",0.342356191354175
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.241313449351664
"Q9Y6H5_IDR_550_622",0.241976785581529
"Q9Y6H5_IDR_626_919",0.282834315754674
"Q9Y6H5_IDR_72_143",0.233875449312133
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.48838370678829
"Q9Y6H8_IDR_236_435",0.51161629321171
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.257662073179404
"Q9Y6J0_IDR_1668_2220",0.243703691081532
"Q9Y6J0_IDR_290_406",0.242837019033386
"Q9Y6J0_IDR_421_464",0.255797216705677
"Q9Y6J9_IDR_377_448",0.499031993044277
"Q9Y6J9_IDR_450_546",0.500968006955723
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.506221721714289
"Q9Y6K9_IDR_343_391",0.493778278285711
"Q9Y6L6_IDR_128_165",0.33467234320531
"Q9Y6L6_IDR_284_315",0.344858790990869
"Q9Y6L6_IDR_650_691",0.320468865803821
"Q9Y6L7_IDR_1_62",0.49861988869907
"Q9Y6L7_IDR_69_154",0.501380111300931
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.502145551106278
"Q9Y6M4_IDR_332_427",0.497854448893722
"Q9Y6M5_IDR_145_245",0.483578894359323
"Q9Y6M5_IDR_451_492",0.516421105640677
"Q9Y6M7_IDR_1184_1214",0.249362790538547
"Q9Y6M7_IDR_1_31",0.248183105192538
"Q9Y6M7_IDR_216_410",0.265134592271218
"Q9Y6M7_IDR_52_86",0.237319511997697
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.487371074334025
"Q9Y6N7_IDR_982_1040",0.512628925665975
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.513957343074306
"Q9Y6P5_IDR_282_325",0.486042656925694
"Q9Y6Q2_IDR_13_169",0.513949763020811
"Q9Y6Q2_IDR_189_226",0.48605023697919
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.330268039516575
"Q9Y6Q6_IDR_436_523",0.339751480956877
"Q9Y6Q6_IDR_555_616",0.329980479526547
"Q9Y6Q9_IDR_1_36",0.513619281939753
"Q9Y6Q9_IDR_372_1420",0.486380718060247
"Q9Y6R0_IDR_1_40",0.49202218064691
"Q9Y6R0_IDR_201_577",0.50797781935309
"Q9Y6R1_IDR_1009_1044",0.245698556379263
"Q9Y6R1_IDR_211_270",0.264368098486713
"Q9Y6R1_IDR_38_83",0.243223342363682
"Q9Y6R1_IDR_399_433",0.246710002770342
"Q9Y6R4_IDR_1148_1289",0.399789518818317
"Q9Y6R4_IDR_1_217",0.3022202717165
"Q9Y6R4_IDR_430_505",0.297990209465184
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.450187556271739
"Q9Y6S9_IDR_235_378",0.549812443728261
"Q9Y6T7_IDR_383_424",0.545303242835437
"Q9Y6T7_IDR_89_128",0.454696757164563
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.326871794739812
"Q9Y6V0_IDR_2946_4688",0.330597599275783
"Q9Y6V0_IDR_4828_4975",0.342530605984406
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.5631815978292
"O14490_IDR_903_962",0.4368184021708
"O14492_IDR_377_408",0.323815062711599
"O14492_IDR_518_621",0.349383254021243
"O14492_IDR_83_132",0.326801683267158
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.498584999792635
"O14495_IDR_280_311",0.501415000207365
"O14497_IDR_1_1635",0.501880006351466
"O14497_IDR_1736_1963",0.498119993648534
"O14503_IDR_1_54",0.332549134890302
"O14503_IDR_184_330",0.324439376791667
"O14503_IDR_332_412",0.343011488318031
"O14511_IDR_1_96",0.493787459480338
"O14511_IDR_415_850",0.506212540519662
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.156961772688268
"O14513_IDR_258_467",0.179953129828522
"O14513_IDR_474_513",0.172861667167404
"O14545_IDR_136_167",0.247346786964513
"O14545_IDR_174_367",0.255716630041512
"O14545_IDR_388_582",0.259502404596867
"O14545_IDR_51_87",0.237434178397109
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.315386517646936
"O14559_IDR_255_309",0.282886189816481
"O14559_IDR_516_1268",0.401727292536583
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.50147297322727
"O14578_IDR_1904_2027",0.49852702677273
"O14594_IDR_1275_1311",0.447341099082947
"O14594_IDR_361_960",0.552658900917053
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.244504058659145
"O14646_IDR_1049_1122",0.239027960963646
"O14646_IDR_1_269",0.277578196676161
"O14646_IDR_1320_1411",0.229565062288425
"O14646_IDR_1503_1710",0.253828780071768
"O14647_IDR_1051_1127",0.251701991302649
"O14647_IDR_1_259",0.250296689224887
"O14647_IDR_1327_1463",0.245819672003767
"O14647_IDR_1557_1828",0.252181647468697
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.193842656899698
"O14654_IDR_1_74",0.201146007200014
"O14654_IDR_338_703",0.205065377220848
"O14654_IDR_707_778",0.20593109744257
"O14654_IDR_786_918",0.19401486123687
"O14662_IDR_16_71",0.492072753997466
"O14662_IDR_188_223",0.507927246002534
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.507116669677738
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.491098099595022
"O14763_IDR_1_77",0.508901900404978
"O14764_IDR_1_35",0.507735498966147
"O14764_IDR_364_419",0.492264501033853
"O14770_IDR_177_291",0.248751210623677
"O14770_IDR_1_79",0.249377335356894
"O14770_IDR_331_366",0.257275893242887
"O14770_IDR_402_477",0.244595560776542
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.169233619508215
"O14776_IDR_154_371",0.175674081014434
"O14776_IDR_1_67",0.168458016344954
"O14776_IDR_373_428",0.168261608026561
"O14776_IDR_466_522",0.160336746370394
"O14776_IDR_574_654",0.158035928735443
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.480324157241691
"O14901_IDR_475_512",0.519675842758309
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.523166252076991
"O14917_IDR_977_1095",0.476833747923009
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.182099975973869
"O14924_IDR_149_218",0.202521839690999
"O14924_IDR_401_434",0.197853727322589
"O14924_IDR_446_705",0.208452772264901
"O14924_IDR_843_959",0.209071684747642
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.518752324499138
"O14967_IDR_496_610",0.481247675500862
"O15015_IDR_1_238",0.494328204563631
"O15015_IDR_657_782",0.50567179543637
"O15018_IDR_182_324",0.135901090147369
"O15018_IDR_423_501",0.141284338032798
"O15018_IDR_535_575",0.141797230621443
"O15018_IDR_676_719",0.175253085487214
"O15018_IDR_816_2616",0.405764255711177
"O15020_IDR_2082_2222",0.490710385309341
"O15020_IDR_2330_2390",0.509289614690659
"O15021_IDR_1099_1136",0.184209804939231
"O15021_IDR_1229_2623",0.378965401979235
"O15021_IDR_1_376",0.228478911468439
"O15021_IDR_874_1084",0.208345881613094
"O15027_IDR_1_1260",0.239808594641888
"O15027_IDR_1271_1385",0.263750914847588
"O15027_IDR_1570_1612",0.255277048249179
"O15027_IDR_1890_2357",0.241163442261345
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.270020005452835
"O15034_IDR_588_846",0.464525128728582
"O15055_IDR_1224_1255",0.232781680436337
"O15055_IDR_940_1126",0.302773682242629
"O15056_IDR_1418_1468",0.508180529176208
"O15056_IDR_984_1409",0.491819470823792
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.435761897800024
"O15063_IDR_512_1070",0.564238102199976
"O15066_IDR_372_430",0.477728239094201
"O15066_IDR_694_747",0.522271760905799
"O15068_IDR_558_628",0.447197312379186
"O15068_IDR_956_1031",0.552802687620814
"O15069_IDR_1_1419",0.492655922318836
"O15069_IDR_1488_1522",0.507344077681164
"O15072_IDR_1052_1205",0.274664604553437
"O15072_IDR_1_31",0.244142857109846
"O15072_IDR_209_253",0.239412586687258
"O15072_IDR_996_1031",0.241779951649459
"O15075_IDR_147_180",0.243766270839207
"O15075_IDR_1_54",0.2599966880897
"O15085_IDR_1083_1354",0.142288766787121
"O15085_IDR_125_289",0.193990052687336
"O15085_IDR_1368_1417",0.152045294098453
"O15085_IDR_1452_1522",0.178838050109586
"O15085_IDR_492_712",0.157979530852245
"O15090_IDR_1022_1257",0.501105301130456
"O15090_IDR_1_1019",0.498894698869544
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.485015818643549
"O15105_IDR_220_250",0.514984181356452
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.48471266607638
"O15117_IDR_545_687",0.51528733392362
"O15119_IDR_304_743",0.470822491782299
"O15119_IDR_36_101",0.529177508217701
"O15123_IDR_1_32",0.50341630789692
"O15123_IDR_229_277",0.49658369210308
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.313795353954672
"O15209_IDR_562_634",0.328512958777755
"O15211_IDR_197_235",0.250057695942869
"O15211_IDR_393_426",0.246013981908708
"O15211_IDR_510_645",0.259086764666498
"O15211_IDR_735_777",0.244841557481925
"O15213_IDR_1_100",0.494875756310543
"O15213_IDR_529_610",0.505124243689457
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.289369393907738
"O15231_IDR_44_571",0.410792341428447
"O15231_IDR_586_617",0.299838264663815
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.441685858283632
"O15234_IDR_245_703",0.558314141716368
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.514727274257143
"O15259_IDR_61_148",0.485272725742857
"O15355_IDR_162_326",0.500548332673712
"O15355_IDR_509_546",0.499451667326288
"O15357_IDR_120_177",0.527570432589659
"O15357_IDR_894_1197",0.472429567410341
"O15370_IDR_106_282",0.502670865966408
"O15370_IDR_1_49",0.497329134033592
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.509872494747987
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.516587545943648
"O15481_IDR_316_346",0.483412454056352
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.499177096711965
"O15488_IDR_298_451",0.500822903288035
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.443534408541394
"O15550_IDR_400_884",0.556465591458606
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.321021254379145
"O43147_IDR_425_492",0.306077968907101
"O43147_IDR_620_787",0.372900776713754
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.257534786548094
"O43149_IDR_1_43",0.256064464054416
"O43149_IDR_1955_2077",0.244068369224343
"O43149_IDR_2415_2452",0.242332380173147
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.344503618183324
"O43155_IDR_502_563",0.320510617659928
"O43155_IDR_568_599",0.334985764156748
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.504600961650847
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.487681969941988
"O43187_IDR_505_593",0.512318030058012
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.491304145711965
"O43193_IDR_374_412",0.508695854288035
"O43194_IDR_215_279",0.492408390873464
"O43194_IDR_365_453",0.507591609126536
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.508154681088921
"O43237_IDR_331_492",0.491845318911079
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.505593828406334
"O43246_IDR_590_635",0.494406171593666
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.334042550263823
"O43303_IDR_49_757",0.333794882766359
"O43303_IDR_895_1012",0.332162566969818
"O43304_IDR_183_225",0.493142788914602
"O43304_IDR_661_696",0.506857211085398
"O43306_IDR_1_114",0.495557506403469
"O43306_IDR_558_619",0.50444249359653
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.342454706693
"O43310_IDR_169_369",0.319216501123912
"O43310_IDR_38_98",0.338328792183089
"O43312_IDR_135_197",0.347693390178351
"O43312_IDR_250_755",0.652306609821649
"O43313_IDR_1_85",0.255730525481234
"O43313_IDR_213_596",0.247799013971337
"O43313_IDR_89_130",0.246725485509881
"O43424_IDR_860_921",0.504810460522486
"O43424_IDR_957_1007",0.495189539477514
"O43426_IDR_1485_1573",0.499827120754681
"O43426_IDR_975_1483",0.500172879245319
"O43432_IDR_1002_1216",0.519727064795996
"O43432_IDR_1_721",0.480272935204004
"O43435_IDR_1_105",0.481010725220289
"O43435_IDR_306_364",0.518989274779711
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.52390631163528
"Q6ZW31_IDR_604_650",0.2335958422485
"Q6ZW31_IDR_667_701",0.24249784611622
"Q6ZW49_IDR_188_587",0.484894478988875
"Q6ZW49_IDR_830_861",0.515105521011125
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.313384175981932
"Q6ZWB6_IDR_152_205",0.321183161757204
"Q6ZWB6_IDR_324_432",0.365432662260863
"Q6ZWE6_IDR_1_109",0.323079344532122
"Q6ZWE6_IDR_111_205",0.362297483674462
"Q6ZWE6_IDR_316_355",0.314623171793415
"Q6ZWH5_IDR_40_74",0.495472267757327
"Q6ZWH5_IDR_796_965",0.504527732242673
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.504844860576646
"Q70CQ3_IDR_361_416",0.495155139423354
"Q70CQ4_IDR_1_122",0.290720697422794
"Q70CQ4_IDR_769_1352",0.709279302577206
"Q70E73_IDR_1_64",0.252469471546413
"Q70E73_IDR_524_1207",0.389837442983547
"Q70E73_IDR_96_241",0.35769308547004
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.502667493498474
"Q70EK9_IDR_313_356",0.497332506501526
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.488370106710109
"Q70EL2_IDR_386_615",0.511629893289891
"Q70EL4_IDR_1_88",0.371636476548821
"Q70EL4_IDR_740_1123",0.628363523451179
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.584979856207524
"Q70SY1_IDR_397_505",0.415020143792476
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.501516206342038
"Q71SY5_IDR_545_747",0.498483793657962
"Q75N03_IDR_1_69",0.504370848282188
"Q75N03_IDR_191_491",0.495629151717812
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.492078882073573
"Q75VX8_IDR_350_795",0.507921117926427
"Q75WM6_IDR_1_62",0.513583445807404
"Q75WM6_IDR_85_255",0.486416554192596
"Q765P7_IDR_137_199",0.406012686870677
"Q765P7_IDR_250_747",0.593987313129323
"Q76FK4_IDR_157_192",0.259310455773228
"Q76FK4_IDR_196_797",0.251442021836366
"Q76FK4_IDR_800_1108",0.235855616093965
"Q76FK4_IDR_90_149",0.25339190629644
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.446656067370325
"Q7KZ85_IDR_482_518",0.277201531824144
"Q7KZI7_IDR_1_46",0.325701470766786
"Q7KZI7_IDR_366_696",0.674298529233214
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.489724230049249
"Q7L014_IDR_786_866",0.510275769950751
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.514657545270384
"Q7L190_IDR_1_82",0.485342454729616
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.478451925078309
"Q7L1W4_IDR_61_136",0.521548074921691
"Q7L2E3_IDR_1_40",0.506353182592971
"Q7L590_IDR_424_723",0.507460989541213
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.49512433190196
"Q7L5N7_IDR_510_544",0.50487566809804
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.298448658489008
"Q7L7X3_IDR_547_595",0.312770867049146
"Q7L7X3_IDR_851_1001",0.388780474461846
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.456866651434216
"Q7L8A9_IDR_306_357",0.543133348565784
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.512843362730322
"Q7L8J4_IDR_276_393",0.487156637269678
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.504998592175763
"Q7RTS1_IDR_140_177",0.506823829305412
"O43491_IDR_1_82",0.344436392567876
"O43491_IDR_521_948",0.330880716304083
"O43491_IDR_84_213",0.32468289112804
"O43497_IDR_1_49",0.185095920060262
"O43526_IDR_368_547",0.2628874476005
"O43526_IDR_551_639",0.230939864807029
"O43526_IDR_648_872",0.236487998965567
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.330476095486754
"O43541_IDR_16_120",0.337442739126891
"O43541_IDR_284_315",0.332081165386356
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
