"","GO0000785_chromatin"
"Q9NRY4_IDR_952_1117",0.309444796615643
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.33480677916138
"Q9NS68_IDR_194_423",0.333373979410754
"Q9NS68_IDR_96_189",0.331819241427867
"Q9NS69_IDR_108_142",0.431788820112239
"Q9NS69_IDR_1_41",0.568211179887761
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.501539681521788
"Q9NS87_IDR_601_712",0.498460318478212
"Q9NS91_IDR_359_495",0.507641706362694
"Q9NS91_IDR_99_241",0.492358293637306
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.470816023406476
"Q9NSI8_IDR_305_335",0.529183976593524
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.512879486711794
"Q9NST1_IDR_404_481",0.487120513288206
"Q9NSV4_IDR_1022_1179",0.4175180380842
"Q9NSV4_IDR_1_112",0.294494227522018
"Q9NSV4_IDR_549_600",0.287987734393783
"Q9NSY0_IDR_1_35",0.509561226311146
"Q9NSY0_IDR_387_418",0.490438773688854
"Q9NSY1_IDR_1_37",0.508631512943796
"Q9NSY1_IDR_326_1111",0.491368487056204
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.247151073010927
"Q9NT99_IDR_459_491",0.249279044150833
"Q9NT99_IDR_496_552",0.252306059612916
"Q9NT99_IDR_620_693",0.251263823225324
"Q9NTG1_IDR_1_42",0.474421693348766
"Q9NTZ6_IDR_392_426",0.517981826625473
"Q9NTZ6_IDR_92_222",0.482018173374527
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.504566755778823
"Q9NU39_IDR_185_408",0.495433244221177
"Q9NUA8_IDR_129_237",0.535343509094798
"Q9NUA8_IDR_614_733",0.464656490905202
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.497434080071584
"Q9NUB4_IDR_89_122",0.502565919928416
"Q9NUC0_IDR_1_75",0.493821220554213
"Q9NUC0_IDR_208_253",0.506178779445787
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.519534445963631
"Q9NUE0_IDR_353_388",0.480465554036369
"Q9NUG4_IDR_1_37",0.339440189060633
"Q9NUG4_IDR_160_295",0.33385783133702
"Q9NUG4_IDR_370_409",0.326701979602347
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.49960387014314
"Q9NUY8_IDR_512_544",0.50039612985686
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.344966680224869
"Q9NV58_IDR_400_436",0.296938052726663
"Q9NV58_IDR_463_838",0.358095267048468
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.536443290031227
"Q9NV66_IDR_319_352",0.463556709968773
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.449374495159598
"Q9NVP1_IDR_1_173",0.692222105686751
"Q9NVP1_IDR_626_670",0.307777894313249
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.295337484638497
"Q9NVR5_IDR_354_517",0.358978360742355
"Q9NVR5_IDR_674_794",0.345684154619147
"Q9NVU0_IDR_145_176",0.489848319995661
"Q9NVU0_IDR_439_554",0.510151680004339
"Q9NVU7_IDR_226_280",0.462116153686205
"Q9NVU7_IDR_452_687",0.537883846313795
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.438441579003631
"Q9NWF9_IDR_35_277",0.561558420996369
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.279889365899596
"Q9NWH9_IDR_70_383",0.457056208817385
"Q9NWH9_IDR_969_1002",0.263054425283019
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.327094731199048
"Q9NWM3_IDR_250_386",0.35889232561381
"Q9NWM3_IDR_87_248",0.314012943187142
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.480609829721549
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.502451539199336
"Q9NX65_IDR_1_50",0.497548460800664
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.489415072193098
"Q9NX94_IDR_276_314",0.510584927806902
"Q9NX95_IDR_1_281",0.243607697452295
"Q9NX95_IDR_305_336",0.248930653245116
"Q9NX95_IDR_344_484",0.259696389565705
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.478445300092
"Q9NXW2_IDR_53_91",0.521554699908
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.492606975265184
"Q9NXZ2_IDR_1_65",0.507393024734816
"Q9NY12_IDR_162_217",0.4977522593544
"Q9NY12_IDR_1_62",0.5022477406456
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.248927941005606
"Q9NYB5_IDR_142_182",0.249857578957289
"Q9NYB5_IDR_300_332",0.249048926510382
"Q9NYB5_IDR_667_712",0.252165553526723
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.312669658786824
"Q9NYF5_IDR_621_681",0.288096071621322
"Q9NYF5_IDR_753_837",0.399234269591855
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.49592710379142
"Q9NYP9_IDR_44_76",0.50407289620858
"Q9NYQ6_IDR_2300_2332",0.360623147448866
"Q9NYQ6_IDR_2722_2752",0.307811959456159
"Q9NYQ6_IDR_2754_2998",0.331564893094974
"Q9NYQ7_IDR_181_231",0.346125402289601
"Q9NYQ7_IDR_2788_2818",0.332634479016471
"Q9NYQ7_IDR_2824_3312",0.321240118693928
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.447493641296364
"Q9NYV4_IDR_1_717",0.552506358703636
"Q9NYV6_IDR_1_45",0.30816476484808
"Q9NYV6_IDR_264_301",0.383084175233442
"Q9NYV6_IDR_591_651",0.308751059918478
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.525140580286054
"Q9NZ71_IDR_1141_1219",0.227725486813327
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.248607118391026
"Q9NZ94_IDR_639_702",0.245350589686798
"Q9NZ94_IDR_734_806",0.256117872539613
"Q9NZ94_IDR_818_848",0.249924419382562
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.494434641508111
"Q9NZB2_IDR_894_1118",0.505565358491889
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.503660479469451
"Q9NZC9_IDR_859_954",0.496339520530549
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.491720784254547
"Q9NZI5_IDR_73_112",0.508279215745453
"Q9NZM3_IDR_818_886",0.232357583888592
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.460121459129965
"Q9NZM5_IDR_92_417",0.539878540870035
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.173703956533747
"Q9NZN5_IDR_1267_1405",0.17139927787024
"Q9NZN5_IDR_1422_1489",0.169266856047536
"Q9NZN5_IDR_149_345",0.162089796998372
"Q9NZN5_IDR_1_64",0.153922676720341
"Q9NZN5_IDR_564_764",0.169617435829765
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.479452023687845
"Q9NZQ8_IDR_669_714",0.520547976312155
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.497327997209404
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.331268367308762
"Q9P0K1_IDR_202_233",0.356087795377649
"Q9P0K1_IDR_766_906",0.312643837313589
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.329834775383923
"Q9P0K8_IDR_1_64",0.342963657972343
"Q9P0K8_IDR_469_563",0.327201566643734
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.501108240693217
"Q9P0L1_IDR_241_356",0.498891759306783
"Q9P0L2_IDR_1_53",0.49104045710093
"Q9P0L2_IDR_374_703",0.50895954289907
"Q9P0L9_IDR_1_74",0.497984320816013
"Q9P0L9_IDR_742_805",0.502015679183987
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.484001152992504
"Q9P0M4_IDR_41_103",0.515998847007496
"Q9P0X4_IDR_1736_2223",0.227446197035682
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.33425839399427
"Q9P107_IDR_355_479",0.335604283298606
"Q9P107_IDR_761_933",0.330137322707124
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.319077917260204
"Q9P1A6_IDR_21_162",0.332838809308431
"Q9P1A6_IDR_978_1040",0.348083273431365
"Q9P1Q0_IDR_1_60",0.491655485085881
"Q9P1Q0_IDR_481_575",0.508344514914119
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.236463792384181
"Q9P215_IDR_575_609",0.520632064522532
"Q9P215_IDR_92_151",0.479367935477469
"Q9P217_IDR_119_175",0.340229365549924
"Q9P217_IDR_25_59",0.33717470533121
"Q9P217_IDR_455_485",0.322595929118866
"Q9P218_IDR_119_151",0.502920780440059
"Q9P218_IDR_992_1284",0.497079219559941
"Q9P219_IDR_1329_2016",0.238720188766673
"Q9P219_IDR_221_259",0.2274402308878
"Q9P219_IDR_297_784",0.284974351833127
"Q9P219_IDR_888_1063",0.2488652285124
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.286805028306327
"Q9P227_IDR_809_899",0.307241751116476
"Q9P273_IDR_1_295",0.495268560005696
"Q9P273_IDR_338_375",0.504731439994304
"Q9P275_IDR_1046_1123",0.368825692902926
"Q9P275_IDR_426_1044",0.631174307097074
"Q9P278_IDR_180_304",0.229369667325289
"Q9P278_IDR_576_717",0.25644497889848
"Q9P278_IDR_726_922",0.268414616809485
"Q9P278_IDR_93_123",0.245770736966746
"Q9P281_IDR_1_164",0.416530459535904
"Q9P281_IDR_167_2471",0.583469540464095
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.180590916155437
"Q9P2D8_IDR_1442_1999",0.256205980836919
"Q9P2D8_IDR_721_804",0.180394950169977
"Q9P2D8_IDR_882_939",0.197457785130831
"Q9P2E2_IDR_367_798",0.555955516350331
"Q9P2E2_IDR_901_1029",0.444044483649669
"Q9P2E3_IDR_1_141",0.442430954021458
"Q9P2E3_IDR_795_887",0.557569045978542
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.331890192017648
"Q9P2E7_IDR_725_786",0.34061851276591
"Q9P2E7_IDR_842_947",0.327491295216442
"Q9P2E8_IDR_320_370",0.516819359454227
"Q9P2E8_IDR_60_158",0.483180640545773
"Q9P2E9_IDR_1247_1357",0.200172826505126
"Q9P2E9_IDR_1379_1410",0.176791588379525
"Q9P2E9_IDR_1_698",0.237264811622027
"Q9P2E9_IDR_708_740",0.180600917955202
"Q9P2E9_IDR_883_996",0.205169855538121
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.507953366000452
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.467989327090921
"Q9P2J8_IDR_1_48",0.532010672909079
"Q9P2K1_IDR_1_257",0.435621487393321
"Q9P2K1_IDR_587_624",0.564378512606679
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.490886544262992
"Q9P2K3_IDR_347_495",0.509113455737008
"Q9P2K8_IDR_1496_1526",0.234117456073154
"Q9P2K8_IDR_189_260",0.247731655341997
"Q9P2K8_IDR_660_709",0.243189074973759
"Q9P2K8_IDR_713_792",0.27496181361109
"Q9P2K9_IDR_1_42",0.504080364756272
"Q9P2K9_IDR_156_252",0.495919635243728
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.532094312885788
"Q9P2N2_IDR_19_80",0.467905687114212
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.304742507999759
"Q9P2R6_IDR_443_1471",0.353546045962525
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.509713816936712
"Q9P2S2_IDR_1672_1710",0.490286183063288
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.491199945094283
"Q9P2T0_IDR_341_379",0.508800054905717
"Q9P2U7_IDR_1_51",0.503629754076031
"Q9P2U7_IDR_498_560",0.49637024592397
"Q9P2U8_IDR_1_59",0.510520378312856
"Q9P2U8_IDR_506_582",0.489479621687144
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.470096292513899
"Q9P2Y5_IDR_467_612",0.529903707486101
"Q9UBF8_IDR_242_318",0.246166517445132
"Q9UBF8_IDR_410_526",0.237584784731394
"Q9UBF8_IDR_61_125",0.269994471123164
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.48738947384351
"Q9UBH6_IDR_76_123",0.51261052615649
"Q9UBI4_IDR_1_47",0.47225122724342
"Q9UBI4_IDR_248_287",0.52774877275658
"Q9UBI9_IDR_1_90",0.514346919375748
"Q9UBI9_IDR_195_303",0.485653080624252
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.508322705607026
"Q9UBK2_IDR_1_57",0.491677294392974
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.296927247972624
"Q9UBL0_IDR_241_633",0.227323748136564
"Q9UBL0_IDR_643_683",0.23438102357626
"Q9UBL0_IDR_689_812",0.241367980314553
"Q9UBL3_IDR_1_98",0.509127806301646
"Q9UBS0_IDR_401_482",0.499964326978528
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.516904742034199
"Q9UBS9_IDR_458_1224",0.483095257965801
"Q9UBT2_IDR_201_232",0.41718160495404
"Q9UBT2_IDR_549_636",0.58281839504596
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.304905190483632
"Q9UBT6_IDR_651_772",0.331314724178043
"Q9UBT6_IDR_813_861",0.363780085338325
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.514235057268538
"Q9UBU7_IDR_1_42",0.255730841007301
"Q9UBU6_IDR_182_238",0.485764942731462
"Q9UBU7_IDR_97_138",0.241884204163066
"Q9UBZ9_IDR_146_344",0.344288190106833
"Q9UBZ9_IDR_827_942",0.327281529987032
"Q9UBZ9_IDR_944_1151",0.328430279906134
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.498717626023283
"Q9UD57_IDR_184_260",0.501282373976717
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.33402761441612
"Q9UDT6_IDR_1_73",0.33495888726684
"Q9UDT6_IDR_957_1046",0.33101349831704
"Q9UDV6_IDR_1_33",0.484652968192371
"Q9UDV6_IDR_186_315",0.515347031807629
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.306592303849958
"Q9UDY2_IDR_386_504",0.362255257289638
"Q9UDY2_IDR_891_1184",0.331152438860404
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.250374313023423
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.202531828351639
"Q9UFD9_IDR_1199_1449",0.186927814861226
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.196652818268086
"Q9UFD9_IDR_534_571",0.20318332968078
"Q9UFD9_IDR_685_828",0.210704208838269
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.335594232397498
"Q9UGI0_IDR_174_244",0.341661465533923
"Q9UGI0_IDR_40_85",0.322744302068578
"Q9UGI6_IDR_1_220",0.322542655357884
"Q9UGI6_IDR_222_267",0.359433774914874
"Q9UGI6_IDR_694_731",0.318023569727242
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.505471170086928
"Q9UGU0_IDR_1_1628",0.331286049112421
"Q9UGU0_IDR_1655_1695",0.334126064652071
"Q9UGU0_IDR_1710_1841",0.334587886235508
"Q9UGU5_IDR_1_413",0.616396400436881
"Q9UGU5_IDR_448_518",0.383603599563119
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.50221020181774
"Q9UH99_IDR_207_329",0.49778979818226
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.484656161575668
"Q9UHB6_IDR_449_731",0.515343838424332
"Q9UHB7_IDR_1_925",0.558750055155081
"Q9UHB7_IDR_1036_1082",0.441249944844919
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.527817854256619
"Q9UHC1_IDR_614_1038",0.472182145743381
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.496456122902
"Q9UHC6_IDR_1290_1331",0.503543877098
"Q9UHC7_IDR_109_173",0.335986469408497
"Q9UHC7_IDR_1_57",0.333248082414793
"Q9UHC7_IDR_176_213",0.33076544817671
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.512295141724102
"Q9UHF4_IDR_409_441",0.487704858275898
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.291288400852589
"Q9UHF7_IDR_461_516",0.244507557292661
"Q9UHF7_IDR_566_613",0.229170088988343
"Q9UHL9_IDR_430_561",0.252983844851767
"Q9UHL9_IDR_649_705",0.243506964509013
"Q9UHL9_IDR_887_934",0.263165047845319
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.339811089761883
"Q9UHP3_IDR_59_91",0.325897420784522
"Q9UHP3_IDR_709_799",0.334291489453595
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.509714099127443
"Q9UHR4_IDR_374_494",0.490285900872557
"Q9UHR5_IDR_1_106",0.493469186688374
"Q9UHR5_IDR_209_295",0.506530813311626
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.491938294837084
"Q9UI33_IDR_1754_1791",0.191361181030298
"Q9UI33_IDR_921_994",0.216939965545907
"Q9UI36_IDR_1_182",0.324621579160121
"Q9UI36_IDR_281_605",0.327524339408283
"Q9UI36_IDR_675_750",0.347854081431596
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.329430989039809
"Q9UI46_IDR_1_39",0.310899908821745
"Q9UI46_IDR_237_285",0.359669102138446
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.181605439633318
"Q9UIF8_IDR_1403_1701",0.120854458838903
"Q9UIF8_IDR_1_739",0.159403413925317
"Q9UIF8_IDR_848_886",0.133017283537218
"Q9UIF8_IDR_957_1015",0.117960896421173
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.343578461541211
"Q9UIU6_IDR_197_237",0.328455590054957
"Q9UIU6_IDR_273_781",0.327965948403832
"Q9UIW0_IDR_1_107",0.532874334170196
"Q9UIW0_IDR_152_183",0.467125665829804
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.528569041359297
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.483202038475024
"Q9UJJ9_IDR_269_305",0.516797961524976
"Q9UJK0_IDR_1_53",0.42510717705594
"Q9UJK0_IDR_226_302",0.57489282294406
"Q9UJL9_IDR_128_275",0.498983302072527
"Q9UJL9_IDR_26_64",0.501016697927473
"Q9UJM3_IDR_1_173",0.325344697254226
"Q9UJM3_IDR_175_373",0.33366412635354
"Q9UJM3_IDR_416_462",0.340991176392234
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.489514996017484
"Q9UJQ4_IDR_1_101",0.510485003982516
"Q9UJT2_IDR_1_366",0.352859293620959
"Q9UJT2_IDR_368_491",0.330072586653932
"Q9UJT2_IDR_518_592",0.317068119725108
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.54522058036534
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.301823282341276
"Q9UKD1_IDR_315_423",0.364749487966813
"Q9UKD1_IDR_43_85",0.33342722969191
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.48165180045664
"Q9UKF5_IDR_699_820",0.51834819954336
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.492669257597898
"Q9UKG1_IDR_464_496",0.507330742402102
"Q9UKP3_IDR_307_347",0.533390815985703
"Q9UKP3_IDR_65_113",0.466609184014297
"Q9UKP4_IDR_1270_1320",0.244840111189658
"Q9UKP4_IDR_1_38",0.235059506111583
"Q9UKP4_IDR_188_237",0.287187653915556
"Q9UKP4_IDR_999_1261",0.232912728783203
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.506106121274985
"Q9UKP6_IDR_331_389",0.493893878725015
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.516898008386739
"Q9UL17_IDR_317_520",0.483101991613261
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.343978173625385
"Q9UL36_IDR_764_808",0.336229473526603
"Q9UL36_IDR_814_916",0.319792352848012
"Q9ULD2_IDR_1237_1270",0.190702358841615
"Q9ULD4_IDR_392_470",0.336527785511702
"Q9ULD4_IDR_68_110",0.281793704570255
"Q9ULD4_IDR_757_1062",0.381678509918044
"Q9ULD5_IDR_1_194",0.440318973054663
"Q9ULD5_IDR_336_544",0.559681026945338
"Q9ULD6_IDR_1_50",0.334735759298798
"Q9ULD6_IDR_665_774",0.315847662755895
"Q9ULD6_IDR_75_150",0.349416577945306
"Q9ULD8_IDR_135_194",0.507630710776915
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.283222873874174
"Q9ULI4_IDR_1_334",0.244125262949442
"Q9ULI4_IDR_724_790",0.236761434278327
"Q9ULI4_IDR_795_1018",0.235890428898057
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.333006986820091
"Q9ULJ3_IDR_866_907",0.357413679461076
"Q9ULJ3_IDR_947_1012",0.309579333718834
"Q9ULL1_IDR_1286_1346",0.143415748098224
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.333931009167638
"Q9ULM0_IDR_137_571",0.321593787947685
"Q9ULM0_IDR_28_93",0.344475202884676
"Q9ULM3_IDR_117_199",0.434819052787618
"Q9ULM3_IDR_335_1139",0.565180947212382
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.504533618548892
"Q9ULQ0_IDR_301_432",0.495466381451108
"Q9ULQ1_IDR_1_66",0.505593842653327
"Q9ULQ1_IDR_783_816",0.494406157346673
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.346967197273342
"Q9ULR3_IDR_1_35",0.325858521092712
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.498071256374875
"Q9ULV5_IDR_197_492",0.501928743625125
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.495324475299563
"Q9ULW2_IDR_540_581",0.504675524700437
"Q9ULW3_IDR_1_41",0.605370938073392
"Q9ULW3_IDR_191_245",0.394629061926608
"Q9ULW5_IDR_1_56",1
