"","GO0032774_RNA_biosynthetic_process"
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.156561281513479
"Q9Y2G1_IDR_843_1007",0.168801927892731
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.547598410232709
"Q9Y2G4_IDR_516_660",0.452401589767291
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.512348685702393
"Q9Y2G8_IDR_718_749",0.487651314297607
"Q9Y2G9_IDR_160_197",0.26796229289582
"Q9Y2G9_IDR_616_677",0.268320632770319
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.595063057785299
"Q9Y2J2_IDR_409_1087",0.404936942214701
"Q9Y2J4_IDR_1_431",0.63119857532992
"Q9Y2J4_IDR_468_770",0.36880142467008
"Q9Y2K2_IDR_1_57",0.343967402854426
"Q9Y2K1_IDR_114_344",0.539842198019109
"Q9Y2K1_IDR_348_413",0.460157801980891
"Q9Y2K2_IDR_319_349",0.216209469457615
"Q9Y2K2_IDR_389_1288",0.439823127687959
"Q9Y2Q0_IDR_1100_1130",0.477674553480793
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.46321564806939
"Q9Y2T7_IDR_1_85",0.53678435193061
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.445486850766493
"Q9Y3R0_IDR_1088_1128",0.163405538984904
"Q9Y3R0_IDR_933_993",0.176891345960894
"Q9Y3R5_IDR_1031_1215",0.321883902096573
"Q9Y3R5_IDR_1849_1892",0.278191970489838
"Q9Y3R5_IDR_545_683",0.399924127413589
"Q9Y3S1_IDR_1316_2297",0.265303806887445
"Q9Y3S1_IDR_1_47",0.161753538949683
"Q9Y3S1_IDR_50_184",0.211904912190341
"Q9Y3S1_IDR_544_1314",0.361037741972531
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.465255387937861
"A0A0A6YYL3_IDR_325_492",0.534744612062139
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.494313980259998
"A0A1B0GTZ2_IDR_225_276",0.505686019740002
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.519440233272739
"A0A1B0GVG6_IDR_91_124",0.48055976672726
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.506455358619635
"A0A1B0GVM6_IDR_56_89",0.493544641380365
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.244939914309651
"Q6ZMI3_IDR_137_297",0.540537796125128
"Q6ZMI3_IDR_58_107",0.459462203874872
"Q6ZMJ2_IDR_1_121",0.405446649136312
"Q6ZMJ2_IDR_291_384",0.594553350863688
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.385546851421768
"Q6ZMN7_IDR_490_1003",0.614453148578232
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.604125529468529
"Q6ZMP0_IDR_534_616",0.395874470531471
"Q6ZMQ8_IDR_1253_1297",0.258671507498185
"Q6ZMQ8_IDR_415_531",0.50637142610726
"Q6ZMQ8_IDR_536_1190",0.234957066394555
"Q6ZMS7_IDR_1_38",0.41554156393981
"Q6ZMS7_IDR_183_281",0.58445843606019
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.254194595271803
"Q6ZN04_IDR_382_514",0.427312915659765
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.447600577900807
"Q6ZN16_IDR_1_57",0.261036276242871
"Q6ZN16_IDR_911_1007",0.291363145856322
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.573024016025077
"Q6ZN18_IDR_351_397",0.426975983974923
"Q6ZNJ1_IDR_1298_1436",0.521094809752806
"Q6ZNJ1_IDR_1858_1915",0.478905190247194
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.518145802226398
"Q6ZNM6_IDR_55_116",0.481854197773602
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.401301296367205
"Q6ZP65_IDR_269_463",0.293863169952699
"Q6ZP65_IDR_508_573",0.304835533680096
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.156286935697877
"Q6ZRS2_IDR_2213_2316",0.156722806530785
"Q6ZRS2_IDR_2323_3230",0.129619889394621
"Q6ZRS2_IDR_953_1312",0.171281791661422
"Q6ZRS4_IDR_1_136",0.465495620796172
"Q6ZRS4_IDR_221_1044",0.534504379203828
"Q6ZRT6_IDR_147_265",0.541421250443104
"Q6ZRT6_IDR_1_53",0.458578749556896
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.251173672132408
"Q6ZSY5_IDR_207_237",0.241642660375865
"Q6ZSY5_IDR_290_528",0.267855582537776
"Q6ZSY5_IDR_63_102",0.239328084953951
"Q6ZSZ5_IDR_1104_1360",0.343365976064188
"Q6ZSZ5_IDR_1_402",0.236548388295176
"Q6ZSZ5_IDR_892_992",0.208168954001395
"Q6ZSZ5_IDR_997_1044",0.211916681639241
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.265787205777583
"Q6ZU64_IDR_1564_1597",0.32045838628677
"Q6ZU64_IDR_1715_1829",0.325742780232368
"Q6ZU64_IDR_97_136",0.353798833480862
"Q6ZU65_IDR_19_123",0.242001195759858
"Q6ZU65_IDR_249_443",0.168291958995053
"Q6ZU65_IDR_570_600",0.193651946773424
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.396054898471666
"Q6ZU69_IDR_308_372",0.278454677719643
"Q6ZU69_IDR_32_294",0.343476383672084
"Q6ZUJ8_IDR_634_805",0.25300394668727
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.257364731711483
"Q6ZUM4_IDR_446_494",0.288015121526881
"Q6ZUM4_IDR_617_665",0.222010766379958
"Q6ZUM4_IDR_70_259",0.232609380381677
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.479288041088346
"Q6ZUT1_IDR_33_96",0.520711958911654
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.20184170740939
"Q6ZUT9_IDR_140_177",0.200195103008448
"Q6ZUT9_IDR_410_442",0.214472342944729
"Q6ZUT9_IDR_602_728",0.186916698669996
"Q6ZUT9_IDR_811_850",0.196574147967436
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.324966331682803
"Q6ZV29_IDR_1_95",0.326245486111343
"Q6ZV29_IDR_303_448",0.348788182205854
"Q6ZVM7_IDR_466_507",0.266549657945099
"Q6ZVT0_IDR_1_153",0.56748650136488
"Q6ZVT0_IDR_570_673",0.43251349863512
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.244495051165498
"A0AVK6_IDR_212_263",0.225970166606083
"A0AVK6_IDR_351_867",0.287273076212226
"A0AVK6_IDR_69_110",0.242261706016193
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.417722012390294
"A0FGR9_IDR_589_736",0.582277987609706
"A1L443_IDR_407_756",0.336945960703749
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.389671099780151
"A1L4H1_IDR_951_1468",0.610328900219849
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.446557012959816
"A1X283_IDR_428_849",0.553442987040184
"A2RUB6_IDR_914_948",0.427892598049419
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.627169311601508
"A3KN83_IDR_682_840",0.372830688398492
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.361267573068218
"A4D263_IDR_211_245",0.286274615107694
"A4D263_IDR_379_415",0.352457811824089
"A4D2H0_IDR_278_319",0.40232919965604
"A4D2H0_IDR_330_675",0.59767080034396
"A4D2P6_IDR_212_277",0.330327772673086
"A4D2P6_IDR_469_831",0.669672227326914
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.191674778237615
"A4FU28_IDR_278_331",0.244355406021889
"A4FU28_IDR_333_469",0.209628171967685
"A4FU28_IDR_474_698",0.354341643772811
"A5YKK6_IDR_1307_1355",0.450258351043792
"A5YKK6_IDR_683_828",0.352028407955143
"A5YKK6_IDR_998_1072",0.197713241001065
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.294775101789658
"A6NC98_IDR_307_760",0.308835476187399
"A6NC98_IDR_845_983",0.396389422022943
"A6NDD5_IDR_190_221",0.492141637682092
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.446984500419417
"A6NDN3_IDR_213_693",0.553015499580583
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.551689123213378
"A6NDY0_IDR_35_143",0.448310876786622
"A6NFA1_IDR_1_36",0.328290991334236
"A6NFA1_IDR_355_436",0.345601687105021
"A6NFA1_IDR_449_517",0.326107321560744
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.345834746269351
"A6NFE2_IDR_188_222",0.324874223716375
"A6NFE2_IDR_224_271",0.329291030014273
"A6NFI3_IDR_1_157",0.166841619760142
"A6NFI3_IDR_173_344",0.286141984733997
"A6NFI3_IDR_488_608",0.17150667646866
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.224254766931012
"A6NJZ7_IDR_209_374",0.177532215540086
"A6NJZ7_IDR_534_567",0.195855267844211
"A6NJZ7_IDR_685_828",0.200706542550213
"A6NJZ7_IDR_82_193",0.201651207134477
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.286100422418522
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.319426409721686
"A6NMT0_IDR_48_106",0.340977061221496
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.550562988457423
"A6NN90_IDR_1_31",0.449437011542577
"A6NNA5_IDR_1_38",0.459452203847901
"A6NNA5_IDR_83_263",0.540547796152099
"A6NNE9_IDR_1_165",0.512666295883442
"A6NNE9_IDR_327_364",0.487333704116558
"A7E2V4_IDR_1430_1467",0.264324625956163
"A7E2V4_IDR_518_726",0.248710183992297
"A7KAX9_IDR_30_109",0.192124151106124
"A7KAX9_IDR_572_637",0.19458855329252
"A7KAX9_IDR_665_2087",0.613287295601356
"A7MBM2_IDR_1133_1289",0.387312795985319
"A7MBM2_IDR_1_188",0.369416774260012
"A7MBM2_IDR_236_272",0.24327042975467
"A7MCY6_IDR_167_565",0.620401366577048
"A7MCY6_IDR_95_154",0.379598633422952
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.190346673904855
"A7XYQ1_IDR_189_224",0.176678553403782
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.544773559174421
"A8MQ27_IDR_435_494",0.455226440825579
"A8MQT2_IDR_1_141",0.507818680578283
"A8MQT2_IDR_271_563",0.492181319421717
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.258676962160967
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.509451331655216
"A8MWV9_IDR_90_139",0.490548668344784
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.323026894370926
"B1AKI9_IDR_109_157",0.251242562304061
"B1AKI9_IDR_165_222",0.301957247172504
"B1AKI9_IDR_1_99",0.446800190523436
"B1AL46_IDR_1_397",0.34837133360107
"B1AL46_IDR_405_522",0.322939113791965
"B1AL46_IDR_525_878",0.328689552606965
"B1AL88_IDR_109_153",0.329614682220635
"B1AL88_IDR_379_413",0.259509467541617
"B1AL88_IDR_67_100",0.410875850237749
"B7U540_IDR_367_433",0.479837371142156
"B7Z1M9_IDR_12_45",0.46236529928515
"B7Z1M9_IDR_47_208",0.537634700714851
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.458981349027989
"B7ZW38_IDR_89_186",0.541018650972011
"B8ZZ34_IDR_1_55",0.352895021614667
"B8ZZ34_IDR_98_397",0.647104978385333
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.512105553412361
"C9JLJ4_IDR_378_528",0.487894446587639
"C9JLR9_IDR_1_102",0.19909836885481
"C9JLR9_IDR_173_259",0.195366075422104
"C9JLR9_IDR_328_427",0.208778634641062
"C9JLR9_IDR_444_476",0.198632038620662
"C9JLR9_IDR_482_579",0.198124882461362
"C9JPN9_IDR_1_55",0.353652270610808
"C9JPN9_IDR_378_464",0.333986546245741
"C9JPN9_IDR_469_528",0.312361183143451
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.361824957802705
"D6RGH6_IDR_127_179",0.357309847193832
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.417493770415408
"D6RIA3_IDR_1686_1757",0.582506229584592
"D6RJB6_IDR_1_56",0.351767322243994
"D6RJB6_IDR_379_464",0.335544457635078
"D6RJB6_IDR_469_528",0.312688220120928
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.302690191427813
"F8WBI6_IDR_183_214",0.379569383480622
"F8WBI6_IDR_279_604",0.317740425091565
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.530978184682909
"H7C350_IDR_1_240",0.48615253942674
"H7C350_IDR_297_361",0.51384746057326
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.684355776850817
"I3L3R5_IDR_69_154",0.315644223149183
"I6L899_IDR_1_116",0.313592974856604
"I6L899_IDR_183_214",0.373219732038562
"I6L899_IDR_271_608",0.313187293104835
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.333075814653519
"O00192_IDR_589_651",0.316490637771777
"O00192_IDR_851_956",0.350433547574704
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.496021909626122
"O00203_IDR_646_856",0.503978090373878
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.584781407599426
"O00305_IDR_164_219",0.341306855858681
"O00305_IDR_1_67",0.27962219456282
"O00305_IDR_406_520",0.379070949578499
"O00308_IDR_149_312",0.563152386192914
"O00308_IDR_355_403",0.436847613807086
"O00311_IDR_1_38",0.30815091204257
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.332839849145218
"O00311_IDR_470_532",0.359009238812212
"O00327_IDR_1_77",0.344930839355247
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.407783809205879
"O00470_IDR_1_77",0.592216190794121
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.406761358268078
"O00472_IDR_290_524",0.593238641731922
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.353195008244332
"O00566_IDR_649_681",0.367338175854417
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.519137358218618
"O00591_IDR_338_390",0.480862641781382
"A1A5C7_IDR_633_686",0.494040910071501
"A1A5D9_IDR_258_367",0.25928835604562
"A1A5D9_IDR_369_401",0.247837593781239
"A1A5D9_IDR_452_497",0.232248703484987
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.495497408021689
"A1L162_IDR_1_63",0.504502591978311
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.195259575213699
"A1L390_IDR_1154_1219",0.220096442869787
"A1L390_IDR_1_89",0.214352261827603
"A1L390_IDR_412_905",0.165479096201841
"A1L390_IDR_937_1048",0.204812623887069
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.309915601196914
"A1L443_IDR_285_389",0.353138438099337
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.529811521909737
"Q9Y426_IDR_389_696",0.470188478090263
"Q9Y446_IDR_1_314",0.562462491603154
"Q9Y446_IDR_549_586",0.437537508396846
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.465184925103789
"Q9Y450_IDR_1_87",0.534815074896211
"Q9Y458_IDR_1_86",0.346195864680841
"Q9Y458_IDR_271_346",0.316766680127616
"Q9Y458_IDR_384_435",0.337037455191543
"Q9Y462_IDR_149_246",0.554577800470647
"Q9Y462_IDR_250_366",0.445422199529353
"Q9Y463_IDR_1_36",0.278935539603324
"Q9Y463_IDR_433_629",0.721064460396676
"Q9Y466_IDR_42_77",0.480880161250381
"Q9Y466_IDR_81_173",0.519119838749619
"Q9Y468_IDR_113_168",0.22739746518987
"Q9Y468_IDR_170_269",0.216412590937345
"Q9Y468_IDR_26_84",0.256310002174788
"Q9Y468_IDR_587_721",0.299879941697997
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.479170174427456
"Q9Y483_IDR_356_558",0.520829825572544
"Q9Y485_IDR_1246_1305",0.0920365510699238
"Q9Y485_IDR_1361_1395",0.0812956074589771
"Q9Y485_IDR_1889_1949",0.0952930426271627
"Q9Y485_IDR_1969_2018",0.086330452812676
"Q9Y485_IDR_2366_2418",0.0862717009184824
"Q9Y485_IDR_2442_2480",0.0920888567804727
"Q9Y485_IDR_287_332",0.0921817908901407
"Q9Y485_IDR_418_469",0.0955983010033722
"Q9Y485_IDR_557_589",0.0991979956205514
"Q9Y485_IDR_665_697",0.0936661683706769
"Q9Y485_IDR_897_934",0.0860395324475641
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.555250133107074
"Q9Y496_IDR_626_699",0.444749866892926
"Q9Y4A5_IDR_179_212",0.248901758401063
"Q9Y4A5_IDR_2024_2085",0.259890293592771
"Q9Y4A5_IDR_2545_2582",0.231637612708766
"Q9Y4A5_IDR_473_538",0.2595703352974
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.199322991787524
"Q9Y4B4_IDR_1_243",0.184804009816853
"Q9Y4B4_IDR_1301_1371",0.252184683217588
"Q9Y4B4_IDR_638_696",0.193816457029596
"Q9Y4B4_IDR_993_1052",0.169871858148438
"Q9Y4B5_IDR_1_1647",0.577542828459457
"Q9Y4B5_IDR_1650_1905",0.422457171540543
"Q9Y4B6_IDR_1393_1507",0.258667873950919
"Q9Y4B6_IDR_190_303",0.290597314317929
"Q9Y4B6_IDR_875_1000",0.450734811731152
"Q9Y4C1_IDR_251_518",0.459583796457461
"Q9Y4C1_IDR_755_907",0.540416203542539
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.236891011713885
"Q9Y4C8_IDR_665_726",0.287952130158962
"Q9Y4C8_IDR_82_128",0.222816297320078
"Q9Y4C8_IDR_925_960",0.252340560807075
"Q9Y4D1_IDR_1043_1078",0.364145295806448
"Q9Y4D1_IDR_511_606",0.291977056013417
"Q9Y4D1_IDR_997_1032",0.343877648180135
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.607214714418375
"Q9Y4E1_IDR_56_1320",0.392785285581625
"Q9Y4E5_IDR_400_459",0.243728472176731
"Q9Y4E5_IDR_51_85",0.250570347742628
"Q9Y4E5_IDR_566_601",0.240947266869535
"Q9Y4E5_IDR_810_872",0.264753913211105
"Q9Y4E6_IDR_1061_1118",0.234153167953891
"Q9Y4E6_IDR_636_666",0.245755236130096
"Q9Y4E6_IDR_708_788",0.253092334922838
"Q9Y4E6_IDR_913_971",0.266999260993175
"Q9Y4E8_IDR_226_263",0.349969718354189
"Q9Y4E8_IDR_621_707",0.360332841542742
"Q9Y4E8_IDR_937_981",0.289697440103069
"Q9Y4F1_IDR_1_35",0.301105685070716
"Q9Y4F1_IDR_355_535",0.355705263549801
"Q9Y4F1_IDR_864_906",0.343189051379483
"Q9Y4F3_IDR_1564_1725",0.364098883932041
"Q9Y4F3_IDR_311_344",0.341030551170053
"Q9Y4F3_IDR_585_730",0.294870564897906
"Q9Y4F4_IDR_1434_1483",0.262415136250719
"Q9Y4F4_IDR_1_88",0.254337435151931
"Q9Y4F4_IDR_312_344",0.266904598317354
"Q9Y4F4_IDR_616_1247",0.216342830279996
"Q9Y4F9_IDR_1_69",0.606346300159996
"Q9Y4F9_IDR_321_730",0.393653699840004
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.230864428379582
"Q9Y4G8_IDR_481_590",0.316524387783174
"Q9Y4G8_IDR_913_1499",0.452611183837244
"Q9Y4H2_IDR_1261_1317",0.355578632342224
"Q9Y4H2_IDR_148_182",0.322045169632455
"Q9Y4H2_IDR_299_1246",0.322376198025321
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.33986412267589
"Q9Y4I1_IDR_1422_1473",0.320546998582165
"Q9Y4I1_IDR_596_631",0.339588878741945
"Q9Y4I5_IDR_1_301",0.561725338778478
"Q9Y4I5_IDR_406_444",0.438274661221522
"Q9Y4J8_IDR_275_410",0.381143866858848
"Q9Y4J8_IDR_418_743",0.618856133141152
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.477846427097879
"Q9Y4L1_IDR_910_999",0.522153572902121
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.415652614187811
"Q9Y4R7_IDR_542_742",0.584347385812189
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.329089688902999
"Q9Y4W2_IDR_511_624",0.310084169168397
"Q9Y4W2_IDR_679_714",0.360826141928604
"Q9Y4W6_IDR_763_797",0.511861037690846
"Q9Y4W6_IDR_78_134",0.488138962309154
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.487382780844641
"Q9Y4Z2_IDR_1_93",0.512617219155359
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.452373227869806
"Q9Y519_IDR_369_407",0.547626772130194
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.382286759042105
"Q9Y561_IDR_781_816",0.617713240957895
"Q9Y566_IDR_1_67",0.3666784092193
"Q9Y566_IDR_416_547",0.236539401276963
"Q9Y566_IDR_758_2087",0.396782189503738
"Q9Y570_IDR_1_38",0.534749533724376
"Q9Y570_IDR_239_281",0.465250466275624
"Q9Y572_IDR_309_428",0.474945342547608
"Q9Y572_IDR_473_518",0.525054657452392
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.498617491040361
"Q9Y592_IDR_618_701",0.501382508959639
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.265829292191449
"Q9Y5A9_IDR_197_239",0.244686496016046
"Q9Y5A9_IDR_245_389",0.489484211792505
"Q9Y5B0_IDR_334_586",0.333558111677009
"Q9Y5B0_IDR_730_961",0.666441888322991
"Q9Y5B6_IDR_1_385",0.732099719287586
"Q9Y5B6_IDR_498_563",0.267900280712414
"Q9Y5B9_IDR_436_478",0.403729557161795
"Q9Y5B9_IDR_927_1047",0.596270442838205
"Q9Y5C1_IDR_16_53",0.467587674379316
"Q9Y5C1_IDR_188_239",0.532412325620684
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.306411080356436
"Q9Y5I4_IDR_814_859",0.407658424142204
"Q9Y5I4_IDR_957_1007",0.285930495501361
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.267505114363016
"Q9Y5J3_IDR_167_290",0.732494885636984
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.404345444258679
"Q9Y5K3_IDR_305_369",0.595654555741321
"Q9Y5K6_IDR_168_295",0.29700031600616
"Q9Y5K6_IDR_310_581",0.335438805317107
"Q9Y5K6_IDR_63_108",0.367560878676733
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
