"","GO0008283_cell_population_proliferation"
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.484405238013514
"O43815_IDR_66_445",0.515594761986486
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.524551266894872
"O43823_IDR_543_692",0.475448733105128
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.515611326400691
"O43847_IDR_134_207",0.484388673599309
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.526240936543228
"O43889_IDR_244_336",0.473759063456772
"O43896_IDR_385_434",0.328592023308965
"O43918_IDR_238_295",0.248186721827578
"O43918_IDR_343_430",0.255361464553828
"O43918_IDR_474_508",0.250267217410417
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.357436966957435
"O43933_IDR_183_240",0.328110118886987
"O43933_IDR_343_378",0.314452914155578
"O60216_IDR_396_564",0.47910874919387
"O60216_IDR_97_331",0.52089125080613
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.521601670314789
"O60231_IDR_72_223",0.478398329685211
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.477467428613974
"O60237_IDR_896_930",0.522532571386026
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.502099717272017
"O60239_IDR_252_435",0.497900282727983
"O60240_IDR_107_186",0.34162971995669
"O60266_IDR_1_45",0.485119798579611
"O60266_IDR_498_583",0.514880201420389
"O60268_IDR_1_89",0.333353903908737
"O60268_IDR_251_286",0.323502884309871
"O60268_IDR_317_347",0.343143211781391
"O60269_IDR_1_379",0.494361820501737
"O60269_IDR_396_458",0.505638179498263
"O60271_IDR_517_548",0.2058529368689
"O60271_IDR_562_630",0.19667072306524
"O60271_IDR_69_513",0.210379521937655
"O60271_IDR_718_750",0.198895534077447
"O60271_IDR_804_910",0.188201284050758
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.143257513110755
"O60281_IDR_2119_2168",0.141702888575715
"O60281_IDR_2282_2363",0.139350569355283
"O60281_IDR_2433_2576",0.132577714721039
"O60281_IDR_2602_2639",0.135432574173924
"O60281_IDR_460_751",0.143424865613925
"O60281_IDR_812_1369",0.16425387444936
"O60296_IDR_562_837",0.192494532439509
"O60296_IDR_848_914",0.196907205383992
"O60299_IDR_11_353",0.484527374068718
"O60299_IDR_363_673",0.515472625931282
"O60303_IDR_1147_1198",0.200451414030711
"O60303_IDR_1_33",0.19935230247045
"O60303_IDR_152_467",0.217319876165228
"O60303_IDR_626_963",0.194340195652784
"O60303_IDR_79_150",0.188536211680827
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.322528607594094
"O60307_IDR_1_172",0.34661260768845
"O60307_IDR_679_945",0.330858784717456
"O60308_IDR_158_201",0.264250335387568
"O60308_IDR_259_418",0.252723410381201
"O60308_IDR_685_743",0.240521332136224
"O60308_IDR_871_925",0.242504922095007
"O60309_IDR_1047_1086",0.19206773960193
"O60309_IDR_1_869",0.191420609925378
"O60333_IDR_1205_1244",0.170228897865498
"O60333_IDR_1521_1588",0.164749905120142
"O60333_IDR_1592_1682",0.168702675009778
"O60333_IDR_705_735",0.165300393981037
"O60333_IDR_912_957",0.166366535424192
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.305105016433434
"O60343_IDR_237_352",0.299509584572227
"O60343_IDR_525_874",0.395385398994339
"O60346_IDR_1431_1511",0.338316439540678
"O60346_IDR_1_462",0.326998717894128
"O60346_IDR_1575_1636",0.334684842565194
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.33607940650189
"O60481_IDR_1_186",0.501492192005617
"O60481_IDR_405_461",0.498507807994383
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.499028524311833
"O60502_IDR_395_550",0.500971475688166
"O60503_IDR_1248_1353",0.327574247143433
"O60503_IDR_1_78",0.32589497025099
"O60503_IDR_579_713",0.346530782605577
"O60504_IDR_1_382",0.507444958330009
"O60504_IDR_522_611",0.492555041669991
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.507402252378806
"O60508_IDR_201_238",0.492597747621194
"O60512_IDR_1_71",0.551414110442273
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.242247646776876
"O60610_IDR_1208_1272",0.254547331125991
"O60610_IDR_1_85",0.257148043500357
"O60610_IDR_505_766",0.246056978596776
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.327108406019935
"O60658_IDR_329_386",0.320399607969418
"O60658_IDR_429_481",0.352491986010647
"O60663_IDR_13_48",0.336613009589778
"O60663_IDR_176_237",0.325438769394382
"O60663_IDR_269_388",0.33794822101584
"O60664_IDR_1_35",0.5031454098092
"O60664_IDR_69_172",0.4968545901908
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.195705632780143
"O60673_IDR_2014_2182",0.194549015941053
"O60673_IDR_274_307",0.194505032042212
"O60673_IDR_310_974",0.218054111216745
"O60741_IDR_1_90",0.503189828691456
"O60741_IDR_595_890",0.496810171308544
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.494529041347425
"O60759_IDR_173_359",0.505470958652575
"O60763_IDR_675_790",0.521354617901985
"O60763_IDR_930_962",0.478645382098015
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.333230452646638
"O60784_IDR_303_415",0.336218988644915
"O60784_IDR_450_492",0.330550558708447
"O60806_IDR_1_37",0.327508530364794
"O60806_IDR_251_318",0.34650744079664
"O60806_IDR_321_420",0.325984028838566
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.201270910421839
"O60885_IDR_459_666",0.209589368628729
"O60885_IDR_676_1201",0.191228793679405
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.499021254470193
"O60902_IDR_161_331",0.500978745529807
"O60907_IDR_1_37",0.519862304793545
"O60907_IDR_146_210",0.480137695206455
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.340029978641165
"O75037_IDR_401_480",0.319058377396306
"O75037_IDR_490_970",0.340911643962529
"O75038_IDR_1382_1416",0.356896547148532
"O75038_IDR_475_618",0.321786631690362
"O75038_IDR_886_1379",0.321316821161106
"O75044_IDR_170_229",0.197952307641941
"O75044_IDR_415_457",0.202548724490547
"O75044_IDR_463_501",0.204740294565906
"O75044_IDR_694_755",0.202649947137308
"O75044_IDR_785_1071",0.192108726164297
"O75052_IDR_172_347",0.491020491531782
"O75052_IDR_361_506",0.508979508468218
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.484580664647478
"O75056_IDR_412_442",0.515419335352522
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.519385628379099
"O75071_IDR_144_426",0.480614371620901
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.337491172627885
"O75116_IDR_1113_1149",0.342108906772522
"O75116_IDR_1350_1388",0.320399920599592
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.362217347680656
"O75122_IDR_309_645",0.314879517086918
"O75122_IDR_880_1053",0.322903135232426
"O75128_IDR_1_53",0.515791472973581
"O75128_IDR_227_1238",0.484208527026419
"O75129_IDR_1_59",0.345001475990586
"O75129_IDR_288_349",0.325385797800771
"O75129_IDR_357_411",0.329612726208642
"O75132_IDR_172_286",0.196204251938421
"O75132_IDR_1_87",0.199308193520384
"O75132_IDR_341_456",0.199028466853994
"O75132_IDR_511_550",0.200795149088924
"O75132_IDR_609_651",0.204663938598277
"O75140_IDR_1000_1075",0.243354118181526
"O75140_IDR_1112_1172",0.239315673917554
"O75140_IDR_411_456",0.247912434653481
"O75140_IDR_461_727",0.269417773247439
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.496327019972599
"O75145_IDR_859_937",0.5036729800274
"O75146_IDR_1011_1053",0.483142423301572
"O75146_IDR_288_360",0.516857576698428
"O75150_IDR_111_177",0.325969503843411
"O75150_IDR_1_96",0.336580454735879
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.506177327520656
"O75170_IDR_525_966",0.493822672479344
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.508972558041235
"O75177_IDR_41_396",0.491027441958765
"O75179_IDR_1_136",0.329355667112096
"O75179_IDR_1451_2427",0.32474355035737
"O75179_IDR_2471_2509",0.345900782530534
"O75182_IDR_1_36",0.327687228436853
"O75182_IDR_704_767",0.314534055438371
"O75182_IDR_92_300",0.357778716124776
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.511669787203092
"O75362_IDR_207_1048",0.488330212796908
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.504411594293206
"O75364_IDR_1_81",0.495588405706794
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.270921603542021
"O75376_IDR_319_418",0.250240461027387
"O75376_IDR_420_451",0.25204549123728
"O75376_IDR_483_2440",0.226792444193312
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.482171546165607
"O75381_IDR_71_108",0.517828453834393
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.508697748876701
"O75461_IDR_240_281",0.491302251123299
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.499072813931352
"O75467_IDR_55_197",0.500927186068648
"O75469_IDR_122_165",0.336563282015313
"O75469_IDR_1_36",0.32233079958368
"O75469_IDR_179_234",0.341105918401008
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.498615976283662
"O75474_IDR_49_147",0.501384023716338
"O75475_IDR_431_530",0.517027111973663
"O75475_IDR_89_347",0.482972888026337
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.487115648272243
"O75563_IDR_223_295",0.490070210556682
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.123281206589278
"O75592_IDR_2555_2592",0.125905563418595
"O75592_IDR_2670_3153",0.121291797713303
"O75592_IDR_3187_3236",0.123442676829612
"O75592_IDR_3314_3386",0.130036807198363
"O75592_IDR_3479_3511",0.12223274714323
"O75592_IDR_87_131",0.127486829963805
"O75592_IDR_890_922",0.126322371143814
"O75593_IDR_121_277",0.517348947336368
"O75593_IDR_1_32",0.482651052663632
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.538446495346495
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.248606787064386
"O75691_IDR_2572_2613",0.243927130664296
"O75691_IDR_2731_2785",0.260757286547378
"O75691_IDR_863_907",0.246708795723939
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.324488886588739
"O75717_IDR_308_427",0.356372659894047
"O75717_IDR_821_1017",0.319138453517215
"O75747_IDR_1_34",0.502476097976085
"O75747_IDR_174_224",0.497523902023915
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.503492053355882
"O75781_IDR_332_387",0.496507946644118
"O75864_IDR_462_568",0.312078445886097
"O75864_IDR_575_691",0.339660200827686
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.490384140112644
"O75886_IDR_369_525",0.509615859887356
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.495669279791311
"O75899_IDR_752_941",0.504330720208689
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.509285825223851
"O75901_IDR_368_423",0.490714174776149
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.509966909041818
"O75912_IDR_859_925",0.490033090958182
"O75914_IDR_1_66",0.503374467030305
"O75962_IDR_1249_1285",0.203886295791665
"O75962_IDR_1606_1653",0.203449818176134
"O75962_IDR_1704_1968",0.199038613150488
"O75962_IDR_2288_2556",0.190414403187252
"O75969_IDR_162_279",0.193650549302331
"O75969_IDR_409_453",0.197772998486524
"O75969_IDR_456_514",0.20547094345768
"O75969_IDR_542_594",0.199723224392957
"O75969_IDR_605_750",0.203382284360507
"O75970_IDR_1247_1328",0.111418993273251
"O75970_IDR_1565_1611",0.104326541818757
"O75970_IDR_1811_1855",0.110855199720434
"O75970_IDR_340_371",0.105720957548446
"O75970_IDR_43_109",0.115106863947032
"O75970_IDR_466_525",0.105875614560192
"O75970_IDR_638_685",0.116286332474647
"O75970_IDR_857_951",0.120307894596466
"O75970_IDR_954_996",0.110101602060775
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.323301172696702
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.509155974610191
"O76081_IDR_93_244",0.490844025389809
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.485652073314906
"O76083_IDR_68_239",0.514347926685094
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.332142999945924
"O94759_IDR_1_57",0.337716410320166
"O94759_IDR_581_613",0.33014058973391
"O94761_IDR_359_448",0.330207056748158
"O94761_IDR_49_351",0.340622579150233
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.480797672408532
"O94823_IDR_458_712",0.519202327591468
"O94826_IDR_1_33",0.507792166970566
"O94826_IDR_64_107",0.492207833029434
"O94830_IDR_1_32",0.340119922596022
"O94830_IDR_433_477",0.336033537479836
"O94830_IDR_603_647",0.323846539924142
"O94842_IDR_1_232",0.562729720377554
"O94880_IDR_589_620",0.207078870223902
"O94880_IDR_692_754",0.206545227917472
"O94880_IDR_756_867",0.197657002706839
"O94885_IDR_1_35",0.166164537953938
"O94885_IDR_229_344",0.169541741290496
"O94885_IDR_358_547",0.157912509127782
"O94885_IDR_697_728",0.172084609242667
"O94885_IDR_730_1088",0.16395276036
"O94885_IDR_88_177",0.170343842025118
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.336010002856372
"O94887_IDR_359_498",0.329397868144643
"O94887_IDR_858_903",0.334592128998984
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.324713909441467
"O94900_IDR_46_263",0.333550388290913
"O94900_IDR_8_41",0.34173570226762
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.494389171310133
"O94907_IDR_23_79",0.505610828689867
"O94910_IDR_1114_1434",0.538025334648563
"O94910_IDR_400_472",0.461974665351437
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.238209652949675
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.492260600336784
"O94929_IDR_298_593",0.507739399663216
"O94933_IDR_293_347",0.331606614622482
"O94933_IDR_613_659",0.351473641416787
"O94933_IDR_682_856",0.316919743960731
"O94966_IDR_1_112",0.196587341590135
"O94941_IDR_219_250",0.499326460887063
"O94941_IDR_339_480",0.500673539112937
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.209956174987586
"O94966_IDR_203_274",0.200065916289465
"O94966_IDR_399_488",0.188182986331309
"O94966_IDR_874_983",0.205207580801505
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.491513688907957
"O94972_IDR_624_943",0.508486311092043
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.330487276050719
"O94979_IDR_792_858",0.329563952142479
"O94979_IDR_881_1111",0.339948771806802
"O94983_IDR_1119_1202",0.208495360563987
"O94983_IDR_212_305",0.189553319277374
"O94983_IDR_392_435",0.199192363115152
"O94983_IDR_447_490",0.196258159058589
"O94983_IDR_814_1022",0.206500797984897
"O94985_IDR_819_902",0.513560382797752
"O95025_IDR_1_38",0.532355609554495
"O95025_IDR_737_777",0.467644390445505
"O95049_IDR_279_374",0.242377195598405
"O95049_IDR_558_590",0.251846397468129
"O95049_IDR_774_919",0.253023087765383
"O95049_IDR_94_189",0.252753319168083
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.511519337725954
"O95069_IDR_333_398",0.488480662274046
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0956615555479845
"O95071_IDR_1749_1779",0.098600364706688
"O95071_IDR_1860_1911",0.0991274023149516
"O95071_IDR_1965_2021",0.103351298655298
"O95071_IDR_2027_2174",0.108678986894673
"O95071_IDR_2318_2364",0.0986253170738243
"O95071_IDR_2454_2499",0.101002968706752
"O95071_IDR_583_645",0.0990709290320947
"O95071_IDR_81_159",0.0979260717506663
"O95071_IDR_936_1074",0.0979551053170676
"O95155_IDR_1_152",0.493850876965584
"O95155_IDR_218_393",0.506149123034416
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.496857448605166
"O95158_IDR_20_58",0.503142551394834
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.176137825063964
"O95180_IDR_1564_1595",0.162895378628421
"O95180_IDR_1_68",0.16017427937171
"O95180_IDR_1867_2353",0.163267872534989
"O95180_IDR_424_459",0.170799834174716
"O95180_IDR_483_771",0.166724810226199
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.491212650242182
"O95235_IDR_702_890",0.279476435004729
"O95238_IDR_70_118",0.498969365691402
"O95239_IDR_426_558",0.335890879655381
"O95239_IDR_656_820",0.332628033264181
"O95239_IDR_918_1232",0.331481087080438
"O95243_IDR_149_434",0.487356782780037
"O95243_IDR_1_82",0.512643217219963
"O95248_IDR_1059_1113",0.171137639223439
"O95248_IDR_1284_1318",0.166980986756117
"O95248_IDR_1683_1713",0.170010804371516
"O95248_IDR_1718_1764",0.167291496018511
"O95248_IDR_778_819",0.166139223768373
"O95248_IDR_91_121",0.158439849862044
"O95249_IDR_118_163",0.51879553851979
"O95249_IDR_31_74",0.48120446148021
"O95251_IDR_1_206",0.493507041404939
"O95251_IDR_208_332",0.506492958595061
"O95255_IDR_263_294",0.511770982818015
"O95255_IDR_856_922",0.488229017181985
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.499060870700638
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.523133662709067
"O95365_IDR_487_584",0.476866337290933
"O95373_IDR_881_913",0.49098017367734
"O95373_IDR_917_948",0.50901982632266
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.324755049434769
"O95382_IDR_1_41",0.331400502802754
"O95382_IDR_908_996",0.343844447762477
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.326091048429232
"O95391_IDR_200_257",0.350315957888877
"O95391_IDR_465_560",0.323592993681891
"O95393_IDR_1_49",0.525951677164048
"O95393_IDR_276_319",0.474048322835952
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.51314208337808
"O95436_IDR_634_690",0.48685791662192
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.320232011701168
"O95450_IDR_1_52",0.344765742696529
"O95450_IDR_217_263",0.335002245602303
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.339047087671397
"O95466_IDR_168_222",0.340564641624847
"O95466_IDR_446_635",0.320388270703756
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.328523867604774
"O95477_IDR_1255_1314",0.340901932910037
"O95477_IDR_2226_2261",0.330574199485189
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.511797964664603
"O95567_IDR_87_163",0.488202035335397
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.475028677110901
"O95602_IDR_208_249",0.524971322889099
"O95613_IDR_1_266",0.200331908311686
"O95613_IDR_1384_2557",0.202350388970537
"O95613_IDR_2815_3128",0.198026561102933
"O95613_IDR_321_1256",0.203522774644305
"O95613_IDR_3222_3296",0.19576836697054
"O95622_IDR_1_204",0.483112450873617
"O95622_IDR_649_711",0.516887549126383
"O95625_IDR_124_174",0.336318467344721
"O95625_IDR_320_364",0.340736072847275
"O95625_IDR_369_649",0.322945459808004
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.496629863385972
"O95644_IDR_702_912",0.503370136614028
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.507804520171143
"O95677_IDR_289_366",0.492195479828857
"O95678_IDR_27_62",0.506423340255544
"O95678_IDR_479_551",0.493576659744456
"O95714_IDR_2417_2458",0.201220323256972
"O95714_IDR_2509_2547",0.205154232354373
"O95714_IDR_3410_3529",0.193811311412004
"O95721_IDR_1_213",0.489233083194818
"O95721_IDR_215_258",0.510766916805182
"O95727_IDR_220_304",0.356374995573226
"O95727_IDR_314_360",0.319096786589544
"O95727_IDR_363_393",0.324528217837229
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.524890892080509
"O95754_IDR_688_739",0.475109107919491
"O95757_IDR_503_575",0.492533370464111
"O95757_IDR_788_839",0.507466629535889
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.500856081864028
"O95789_IDR_599_737",0.499143918135972
"O95793_IDR_387_480",0.495654148006774
"O95793_IDR_9_69",0.504345851993227
"O95800_IDR_1_38",0.344155066065479
"O95800_IDR_234_327",0.326437472491624
"O95800_IDR_402_540",0.329407461442898
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.342646866669965
"O95835_IDR_1_137",0.341760951019911
"O95835_IDR_140_633",0.315592182310124
"O95838_IDR_1_41",0.480678953552409
"O95838_IDR_463_553",0.519321046447591
"O95841_IDR_1_45",0.530832483991029
"O95841_IDR_204_270",0.469167516008971
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.499687956209521
"O95873_IDR_264_294",0.500312043790479
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.508465074479303
"O95886_IDR_905_965",0.491534925520697
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.50803929388065
"O95983_IDR_250_291",0.483051743342246
"O95983_IDR_52_108",0.516948256657754
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.323106460987787
"O95996_IDR_698_2303",0.329779762022529
"O95996_IDR_79_128",0.347113776989684
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.511520696342996
"O96004_IDR_155_201",0.488479303657004
"O96005_IDR_1_87",0.526674965699688
"O96005_IDR_597_669",0.473325034300312
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.481288912728331
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.502202557900065
"P01127_IDR_53_86",0.497797442099935
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.483927842945329
"P01135_IDR_1_37",0.516072157054671
"P01138_IDR_1_70",0.509030088871728
"P01138_IDR_91_126",0.490969911128272
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.508519725206075
"P01210_IDR_72_203",0.491480274793925
"P01213_IDR_1_61",0.515183435269632
"P01213_IDR_70_211",0.484816564730368
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.49590422882751
"P02538_IDR_1_61",0.496463691873731
"P02538_IDR_493_564",0.503536308126269
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.512201149369208
"P02671_IDR_263_626",0.487798850630792
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.241959159698733
"P02686_IDR_180_217",0.248717484540422
"P02686_IDR_251_287",0.255960595783604
"P02686_IDR_98_178",0.253362759977241
"P02730_IDR_1_52",0.332997264256686
"P02730_IDR_161_214",0.32950757631314
"P02730_IDR_338_371",0.337495159430174
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.49076299000769
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.332823010850084
"P04233_IDR_263_296",0.331858530405044
"P04233_IDR_86_136",0.335318458744871
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.495363466385296
"P04259_IDR_493_564",0.504636533614704
"P04264_IDR_1_61",0.499963959540859
"P04264_IDR_509_644",0.500036040459141
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.335114611125817
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
