"","GO0042277_peptide_binding"
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.460619975374643
"Q96SN8_IDR_1566_1713",0.539380024625357
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.321932044242359
"Q96ST2_IDR_703_740",0.330609070060849
"Q96ST2_IDR_772_809",0.347458885696791
"Q96ST3_IDR_1_118",0.238165586756318
"Q96ST3_IDR_196_301",0.259444625808618
"Q96ST3_IDR_367_459",0.243238997049937
"Q96ST3_IDR_830_877",0.259150790385127
"Q96ST8_IDR_1_304",0.330868417941295
"Q96ST8_IDR_307_366",0.330890646032338
"Q96ST8_IDR_742_783",0.338240936026367
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.365332098982028
"Q96T68_IDR_502_626",0.303843303467973
"Q96T68_IDR_64_125",0.330824597549999
"Q96T83_IDR_1_77",0.475150462006228
"Q96T83_IDR_618_699",0.524849537993772
"Q96T88_IDR_593_675",0.47467923184983
"Q96T88_IDR_78_124",0.52532076815017
"Q96T92_IDR_1_309",0.479995816145493
"Q96T92_IDR_311_422",0.520004183854507
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.603842969803268
"Q99081_IDR_640_682",0.396157030196732
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.257349509397786
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.52414650987631
"Q99502_IDR_243_319",0.47585349012369
"Q99504_IDR_1_72",0.47866731461929
"Q99504_IDR_219_300",0.52133268538071
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.49261667602329
"Q99523_IDR_800_831",0.50738332397671
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.504045606692778
"Q99547_IDR_64_160",0.495954393307222
"Q99549_IDR_115_498",0.465977840698154
"Q99549_IDR_1_55",0.534022159301846
"Q99550_IDR_128_1108",0.517663630726738
"Q99550_IDR_1_88",0.482336369273262
"Q99558_IDR_1_52",0.200969038439515
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.347032191600765
"Q99593_IDR_219_424",0.320009272546215
"Q99593_IDR_433_485",0.332958535853021
"Q99594_IDR_100_134",0.488656784542863
"Q99594_IDR_1_31",0.511343215457137
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.235270113612077
"Q99607_IDR_302_520",0.248634381016443
"Q99607_IDR_526_582",0.244288602395669
"Q99607_IDR_586_663",0.271806902975811
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.348068988751433
"Q99613_IDR_162_313",0.318832799940246
"Q99613_IDR_879_913",0.333098211308322
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.741556286611614
"Q99678_IDR_314_358",0.258443713388386
"Q99680_IDR_1_35",0.58114894082263
"Q99680_IDR_245_307",0.41885105917737
"Q99683_IDR_1179_1243",0.250880605441101
"Q99683_IDR_1278_1308",0.244211562027728
"Q99683_IDR_32_87",0.263355513837316
"Q99683_IDR_939_1039",0.241552318693855
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.329300479181169
"Q99687_IDR_1_61",0.314263553915095
"Q99687_IDR_163_277",0.356435966903737
"Q99689_IDR_1_73",0.359699364522087
"Q99689_IDR_257_314",0.293055404817124
"Q99689_IDR_75_223",0.347245230660789
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.168226493950125
"Q99698_IDR_109_226",0.167153031304319
"Q99698_IDR_831_867",0.170050144537594
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.5089210719504
"Q99755_IDR_456_562",0.4910789280496
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.516029877459191
"Q99759_IDR_208_358",0.483970122540809
"Q99767_IDR_1_350",0.496097951632033
"Q99767_IDR_392_423",0.503902048367967
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.517491726033179
"Q99801_IDR_37_129",0.482508273966821
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.460523131146206
"Q99811_IDR_125_253",0.539476868853794
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.586903603620081
"Q99835_IDR_555_769",0.413096396379919
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.303701911289396
"Q99856_IDR_377_515",0.31818904165748
"Q99856_IDR_539_593",0.378109047053124
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.452359111036244
"Q99928_IDR_344_397",0.547640888963756
"Q99929_IDR_111_175",0.517030694797546
"Q99929_IDR_1_57",0.482969305202454
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.504852102641771
"Q99983_IDR_386_421",0.495147897358229
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.182309388158398
"Q99996_IDR_2066_2110",0.170009759252023
"Q99996_IDR_2121_3131",0.151515081720693
"Q99996_IDR_3199_3693",0.162975830415763
"Q99996_IDR_3800_3868",0.169047041032889
"Q99996_IDR_751_1844",0.164142899420232
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.514805276345472
"Q9BQA5_IDR_486_517",0.485194723654528
"Q9BQB4_IDR_171_213",0.471676559456519
"Q9BQB4_IDR_41_74",0.528323440543481
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.486301031242173
"Q9BQE6_IDR_196_289",0.513698968757828
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.257060063573282
"Q9BQF6_IDR_443_515",0.254153759145217
"Q9BQF6_IDR_686_733",0.242409341118417
"Q9BQF6_IDR_876_928",0.246376836163084
"Q9BQG0_IDR_1145_1328",0.497027331427625
"Q9BQG0_IDR_696_755",0.502972668572375
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.26018224603399
"Q9BQS8_IDR_340_405",0.243646919026069
"Q9BQS8_IDR_549_601",0.244986561677631
"Q9BQT9_IDR_805_892",0.496689426595211
"Q9BQT9_IDR_912_956",0.503310573404789
"Q9BQW3_IDR_386_438",0.454801942351121
"Q9BQW3_IDR_442_602",0.545198057648879
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.373286075251359
"Q9BR39_IDR_383_416",0.340719081166756
"Q9BR39_IDR_425_671",0.285994843581884
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.476720059693621
"Q9BR77_IDR_86_225",0.523279940306379
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.164661024760997
"Q9BRR8_IDR_353_504",0.176746831464762
"Q9BRR8_IDR_570_612",0.170665412744065
"Q9BRR8_IDR_621_756",0.164035812742085
"Q9BRR8_IDR_68_156",0.167127167435308
"Q9BRR8_IDR_759_914",0.156763750852784
"Q9BRR9_IDR_113_210",0.320933517584535
"Q9BRR9_IDR_248_325",0.348774024108188
"Q9BRR9_IDR_444_508",0.330292458307277
"Q9BRS2_IDR_1_110",0.539479266725189
"Q9BRS2_IDR_451_568",0.460520733274811
"Q9BRS8_IDR_1_84",0.514314426370222
"Q9BRS8_IDR_294_462",0.485685573629778
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.54822461463923
"Q9BSF8_IDR_434_475",0.45177538536077
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.376618632317942
"Q9BSJ2_IDR_773_812",0.309016379887519
"Q9BSJ2_IDR_870_902",0.314364987794539
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.322363617265066
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.265496634681228
"Q9BTC0_IDR_1_262",0.242376013956485
"Q9BTC0_IDR_323_668",0.242514406202489
"Q9BTC0_IDR_765_1046",0.249612945159798
"Q9BTC8_IDR_325_373",0.322616258095374
"Q9BTC8_IDR_419_482",0.319099368215237
"Q9BTC8_IDR_540_590",0.358284373689389
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.312343914374152
"Q9BUA3_IDR_20_66",0.346021974918975
"Q9BUA3_IDR_274_315",0.341634110706873
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.467381449598425
"Q9BUB5_IDR_377_465",0.532618550401575
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.529161901604831
"Q9BUG6_IDR_141_351",0.470838098395169
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.478723907838317
"Q9BUH8_IDR_134_593",0.521276092161683
"Q9BV73_IDR_1084_1412",0.257338830328579
"Q9BV73_IDR_1_513",0.241727212035397
"Q9BV73_IDR_1790_1980",0.255530867785271
"Q9BV73_IDR_2019_2442",0.245403089850753
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.170635093828714
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.512616280108202
"Q9BVW5_IDR_1_66",0.487383719891798
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.500302047862215
"Q9BW11_IDR_20_74",0.499697952137785
"Q9BWU0_IDR_1_149",0.252211219919463
"Q9BWU0_IDR_279_358",0.276444059222593
"Q9BWU0_IDR_444_537",0.23422323291844
"Q9BWU0_IDR_584_765",0.237121487939504
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.334602008233386
"Q9BWV1_IDR_811_855",0.333461563599519
"Q9BWV1_IDR_877_1114",0.331936428167096
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.512708795835857
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.495205504557159
"Q9BX69_IDR_90_279",0.504794495442841
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.135973552797276
"Q9BX84_IDR_1285_1456",0.133154865207661
"Q9BX84_IDR_1459_1598",0.141257891861322
"Q9BX84_IDR_1665_1695",0.143141523284737
"Q9BX84_IDR_1983_2022",0.17377475654323
"Q9BX84_IDR_544_600",0.131863543782281
"Q9BX84_IDR_772_820",0.140833866523493
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.26767786054876
"Q9BXA9_IDR_1_80",0.380145633138582
"Q9BXA9_IDR_83_1121",0.352176506312658
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.508717297353676
"Q9BXK1_IDR_27_156",0.491282702646324
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.324262178355516
"Q9BXL6_IDR_392_567",0.329934659561733
"Q9BXL6_IDR_756_803",0.345803162082751
"Q9BXL7_IDR_225_305",0.328647467578527
"Q9BXL7_IDR_424_664",0.337182572488525
"Q9BXL7_IDR_852_916",0.334169959932948
"Q9BXL8_IDR_186_226",0.513813754789367
"Q9BXL8_IDR_80_174",0.486186245210633
"Q9BXM0_IDR_1342_1375",0.364427491821896
"Q9BXM0_IDR_1_43",0.325336362328825
"Q9BXM0_IDR_45_233",0.310236145849279
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.227702077032942
"Q9BXT5_IDR_1_469",0.193590035976926
"Q9BXT5_IDR_2264_2514",0.203691715620333
"Q9BXT5_IDR_2563_2596",0.128919383602233
"Q9BXT5_IDR_473_775",0.124504461979087
"Q9BXT5_IDR_782_1040",0.121592325788479
"Q9BXT8_IDR_1104_1169",0.330505543583298
"Q9BXT8_IDR_1360_1397",0.341338955749411
"Q9BXT8_IDR_309_399",0.328155500667291
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.54664989717318
"Q9BXU1_IDR_976_1018",0.45335010282682
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.50399475651542
"Q9BXU7_IDR_731_820",0.49600524348458
"Q9BY12_IDR_745_899",0.317935004263813
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.334311338693405
"Q9BY66_IDR_1411_1539",0.33129791705587
"Q9BY66_IDR_174_310",0.334390744250725
"Q9BY67_IDR_335_376",0.500557450713764
"Q9BY67_IDR_398_442",0.499442549286236
"Q9BY76_IDR_1_109",0.59391450688167
"Q9BY76_IDR_115_180",0.40608549311833
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.512540587825626
"Q9BY84_IDR_561_654",0.487459412174374
"Q9BY89_IDR_1_31",0.531682216907774
"Q9BY89_IDR_37_1789",0.468317783092226
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.505699494612458
"Q9BYM8_IDR_243_277",0.494300505387542
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.519259373761681
"Q9BYP7_IDR_486_1800",0.480740626238319
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.179112397464441
"Q9BYW2_IDR_1_1069",0.246663039027469
"Q9BYW2_IDR_1829_2147",0.181431580619248
"Q9BYW2_IDR_2311_2388",0.19240195705276
"Q9BYW2_IDR_2421_2468",0.200391025836081
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.32281513490268
"Q9BYX2_IDR_145_329",0.368366653773622
"Q9BYX2_IDR_384_454",0.308818211323698
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.481895499198848
"Q9BZE3_IDR_286_327",0.518104500801152
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.476255084561838
"Q9BZE9_IDR_495_553",0.523744915438162
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.492338671580673
"Q9BZJ7_IDR_311_368",0.507661328419327
"Q9BZJ8_IDR_1_40",0.44586186687025
"Q9BZJ8_IDR_246_282",0.278257984497636
"Q9BZJ8_IDR_364_451",0.275880148632114
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.263948740741357
"Q9BZL6_IDR_190_250",0.240116016145879
"Q9BZL6_IDR_316_378",0.24173928624442
"Q9BZL6_IDR_848_878",0.254195956868344
"Q9BZM3_IDR_14_204",0.49227230996692
"Q9BZM3_IDR_254_304",0.50772769003308
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.485805824825451
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.47926080879285
"Q9C086_IDR_78_267",0.52073919120715
"Q9C091_IDR_1088_1225",0.398118127625071
"Q9C091_IDR_241_368",0.304334061858759
"Q9C091_IDR_51_102",0.29754781051617
"Q9C093_IDR_1197_1327",0.199175292521245
"Q9C093_IDR_1663_1709",0.198009942199245
"Q9C093_IDR_257_290",0.197413472528306
"Q9C093_IDR_608_681",0.217128063941348
"Q9C093_IDR_890_1004",0.188273228809856
"Q9C098_IDR_21_345",0.485216195847596
"Q9C098_IDR_617_648",0.514783804152404
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.242792326814204
"Q9C0B9_IDR_207_351",0.267920572296908
"Q9C0B9_IDR_403_435",0.251680737247295
"Q9C0B9_IDR_464_1021",0.237606363641593
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.192979237380397
"Q9C0C7_IDR_250_310",0.195190878037613
"Q9C0C7_IDR_312_649",0.198561901626818
"Q9C0C7_IDR_665_726",0.214536621363723
"Q9C0C7_IDR_737_805",0.198731361591449
"Q9C0C9_IDR_1155_1249",0.232465035525874
"Q9C0C9_IDR_1_55",0.255888180496616
"Q9C0C9_IDR_399_537",0.23255398679009
"Q9C0C9_IDR_712_920",0.27909279718742
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.229799836077596
"Q9C0F1_IDR_289_390",0.504916774962784
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.501428013866884
"Q9C0H9_IDR_264_1183",0.498571986133116
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.520922151383849
"Q9C0I9_IDR_179_441",0.479077848616151
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.352617536410052
"Q9C0J8_IDR_408_507",0.340421141820135
"Q9C0J8_IDR_511_1336",0.306961321769812
"Q9C0J9_IDR_1_48",0.513587329587558
"Q9C0J9_IDR_175_482",0.486412670412441
"Q9C0K0_IDR_1_824",0.675922144008957
"Q9C0K0_IDR_858_894",0.324077855991043
"Q9GZR2_IDR_80_195",0.499978230220847
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.340975782300274
"Q9GZR7_IDR_62_190",0.33515028799936
"Q9GZR7_IDR_812_859",0.323873929700366
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.242088569840733
"Q9GZU2_IDR_1305_1386",0.244713042458587
"Q9GZU2_IDR_1_34",0.258618869677748
"Q9GZU2_IDR_1417_1478",0.254579518022931
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.507511168258997
"Q9GZV3_IDR_520_580",0.492488831741003
"Q9H009_IDR_142_177",0.492853535138157
"Q9H009_IDR_1_74",0.507146464861843
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.470486546028322
"Q9H019_IDR_74_143",0.529513453971678
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.490525068157679
"Q9H063_IDR_52_83",0.509474931842322
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.251993541931374
"Q9H0E7_IDR_167_291",0.221357019028783
"Q9H0E7_IDR_306_373",0.263308258090113
"Q9H0E7_IDR_682_712",0.26334118094973
"Q9H0E9_IDR_133_704",0.318646579371146
"Q9H0E9_IDR_819_854",0.344234274354886
"Q9H0E9_IDR_869_1101",0.337119146273968
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.530932599411341
"Q9H0V9_IDR_1_43",0.535185918711653
"Q9H0V9_IDR_293_348",0.464814081288347
"Q9H0W5_IDR_62_92",0.510289510430081
"Q9H0W5_IDR_99_538",0.489710489569919
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.320686306362235
"Q9H0X9_IDR_249_362",0.395289084947434
"Q9H161_IDR_236_411",0.482311482580075
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.328664927283292
"Q9H171_IDR_344_400",0.343710258917929
"Q9H171_IDR_72_104",0.32762481379878
"Q9H172_IDR_1_43",0.469310754502007
"Q9H172_IDR_333_364",0.530689245497993
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.262001441493857
"Q9H175_IDR_1_63",0.22979090523831
"Q9H175_IDR_281_371",0.280358889921325
"Q9H175_IDR_425_543",0.227848763346508
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.395397249428471
"Q9H1A4_IDR_674_704",0.197854406830081
"Q9H1A4_IDR_715_746",0.201277452457661
"Q9H1A4_IDR_988_1019",0.205470891283787
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.513020566587142
"Q9H1K0_IDR_472_732",0.330823857990128
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.423601582776634
"Q9H1M3_IDR_70_183",0.576398417223366
"Q9H1P3_IDR_1_59",0.542398276866958
"Q9H1P3_IDR_319_350",0.457601723133042
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.503020000897954
"Q9H1V8_IDR_646_711",0.496979999102046
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.562582001082389
"Q9H1Y3_IDR_330_397",0.437417998917611
"Q9H1Z8_IDR_109_148",0.495138783539114
"Q9H1Z8_IDR_1_31",0.504861216460886
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.499991105834248
"Q9H2C1_IDR_298_345",0.500008894165752
"Q9H2D6_IDR_1_2115",0.488707006853259
"Q9H2D6_IDR_2151_2188",0.511292993146741
"Q9H2F5_IDR_276_439",0.432688281280258
"Q9H2F5_IDR_471_836",0.567311718719742
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.418342108258154
"Q9H2G2_IDR_313_796",0.581657891741846
"Q9H2G4_IDR_1_210",0.361138593853649
"Q9H2G4_IDR_426_682",0.638861406146351
"Q9H2G9_IDR_1_130",0.476313614147388
"Q9H2G9_IDR_219_321",0.523686385852612
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.49382720219875
"Q9H2W2_IDR_136_220",0.545060308722774
"Q9H2W2_IDR_1_91",0.454939691277225
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.492605874974899
"Q9H2X6_IDR_536_1061",0.507394125025101
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.321132259634034
"Q9H2X9_IDR_87_120",0.317431547893579
"Q9H2X9_IDR_942_1066",0.361436192472386
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.347724665960438
"Q9H2Y9_IDR_374_412",0.319214180624985
"Q9H2Y9_IDR_763_848",0.333061153414577
"Q9H2Z4_IDR_1_191",0.505838690633216
"Q9H2Z4_IDR_289_342",0.494161309366784
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.503925144229334
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.339841113663448
"Q9H3P7_IDR_22_69",0.34118442383973
"Q9H3P7_IDR_291_363",0.318974462496822
"Q9H3Q1_IDR_1_35",0.371597365498186
"Q9H3Q1_IDR_227_356",0.31630103721543
"Q9H3Q1_IDR_55_199",0.312101597286384
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.271824903325545
"Q9H422_IDR_87_147",0.262012991120161
"Q9H422_IDR_874_1078",0.229370855231696
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.322741454116285
"Q9H461_IDR_344_380",0.342300737801058
"Q9H461_IDR_624_694",0.334957808082657
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.381707869824727
"Q9H4A3_IDR_1262_2382",0.351074003307884
"Q9H4A3_IDR_567_1259",0.267218126867389
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.506323994530004
