"","GO0034470_ncRNA_processing"
"Q9BV73_IDR_1084_1412",0.248862000094868
"Q9BV73_IDR_1_513",0.220523296613123
"Q9BV73_IDR_1790_1980",0.252011504930958
"Q9BV73_IDR_2019_2442",0.278603198361051
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.168656503939807
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.45599002773265
"Q9BVW5_IDR_1_66",0.54400997226735
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.502475372575293
"Q9BW11_IDR_20_74",0.497524627424707
"Q9BWU0_IDR_1_149",0.184384934064459
"Q9BWU0_IDR_279_358",0.295565772325415
"Q9BWU0_IDR_444_537",0.233167198241942
"Q9BWU0_IDR_584_765",0.286882095368185
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.337894738152023
"Q9BWV1_IDR_811_855",0.339928789244325
"Q9BWV1_IDR_877_1114",0.322176472603652
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.504229338798702
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.418772436557961
"Q9BX69_IDR_90_279",0.581227563442039
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.135342969028356
"Q9BX84_IDR_1285_1456",0.130079333123485
"Q9BX84_IDR_1459_1598",0.146212822704347
"Q9BX84_IDR_1665_1695",0.13567069365723
"Q9BX84_IDR_1983_2022",0.15228714838383
"Q9BX84_IDR_544_600",0.156222893237517
"Q9BX84_IDR_772_820",0.144184139865236
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.337876093064945
"Q9BXA9_IDR_1_80",0.354138616182598
"Q9BXA9_IDR_83_1121",0.307985290752456
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.481371283555203
"Q9BXK1_IDR_27_156",0.518628716444797
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.357056127542014
"Q9BXL6_IDR_392_567",0.330160068530361
"Q9BXL6_IDR_756_803",0.312783803927625
"Q9BXL7_IDR_225_305",0.352865911284433
"Q9BXL7_IDR_424_664",0.32964677986476
"Q9BXL7_IDR_852_916",0.317487308850807
"Q9BXL8_IDR_186_226",0.479955070434311
"Q9BXL8_IDR_80_174",0.520044929565689
"Q9BXM0_IDR_1342_1375",0.332612397129131
"Q9BXM0_IDR_1_43",0.326566308322731
"Q9BXM0_IDR_45_233",0.340821294548138
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.160030127912208
"Q9BXT5_IDR_1_469",0.153048843192112
"Q9BXT5_IDR_2264_2514",0.175531971517007
"Q9BXT5_IDR_2563_2596",0.160793786961553
"Q9BXT5_IDR_473_775",0.170967308935581
"Q9BXT5_IDR_782_1040",0.179627961481539
"Q9BXT8_IDR_1104_1169",0.356285337327161
"Q9BXT8_IDR_1360_1397",0.336134760433785
"Q9BXT8_IDR_309_399",0.307579902239054
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.440879968165956
"Q9BXU1_IDR_976_1018",0.559120031834043
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.50930710671868
"Q9BXU7_IDR_731_820",0.49069289328132
"Q9BY12_IDR_745_899",0.322890955261505
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.304166314395679
"Q9BY66_IDR_1411_1539",0.354829077474725
"Q9BY66_IDR_174_310",0.341004608129596
"Q9BY67_IDR_335_376",0.497676852866244
"Q9BY67_IDR_398_442",0.502323147133756
"Q9BY76_IDR_1_109",0.505227298834761
"Q9BY76_IDR_115_180",0.494772701165239
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.404224254694408
"Q9BY84_IDR_561_654",0.595775745305592
"Q9BY89_IDR_1_31",0.421772821031314
"Q9BY89_IDR_37_1789",0.578227178968686
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.501377898772196
"Q9BYM8_IDR_243_277",0.498622101227804
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.607998027899279
"Q9BYP7_IDR_486_1800",0.392001972100721
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.203898393014857
"Q9BYW2_IDR_1_1069",0.193134619871807
"Q9BYW2_IDR_1829_2147",0.235332906819157
"Q9BYW2_IDR_2311_2388",0.176344678323276
"Q9BYW2_IDR_2421_2468",0.191289401970902
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.335776009173206
"Q9BYX2_IDR_145_329",0.315872269815546
"Q9BYX2_IDR_384_454",0.348351721011249
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.51819908554098
"Q9BZE3_IDR_286_327",0.48180091445902
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.483599375094957
"Q9BZE9_IDR_495_553",0.516400624905043
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.497699589376168
"Q9BZJ7_IDR_311_368",0.502300410623832
"Q9BZJ8_IDR_1_40",0.320517204275337
"Q9BZJ8_IDR_246_282",0.336627608523472
"Q9BZJ8_IDR_364_451",0.342855187201192
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.233908590059495
"Q9BZL6_IDR_190_250",0.252168578864919
"Q9BZL6_IDR_316_378",0.256293238955466
"Q9BZL6_IDR_848_878",0.25762959212012
"Q9BZM3_IDR_14_204",0.456625348647885
"Q9BZM3_IDR_254_304",0.543374651352115
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.492402413561104
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.517129632700638
"Q9C086_IDR_78_267",0.482870367299362
"Q9C091_IDR_1088_1225",0.311317702508359
"Q9C091_IDR_241_368",0.313111806611122
"Q9C091_IDR_51_102",0.375570490880519
"Q9C093_IDR_1197_1327",0.210173833523115
"Q9C093_IDR_1663_1709",0.201903870143246
"Q9C093_IDR_257_290",0.172666905952519
"Q9C093_IDR_608_681",0.187619038310295
"Q9C093_IDR_890_1004",0.227636352070826
"Q9C098_IDR_21_345",0.640263135586043
"Q9C098_IDR_617_648",0.359736864413957
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.257181904070761
"Q9C0B9_IDR_207_351",0.2503328665497
"Q9C0B9_IDR_403_435",0.266612643766208
"Q9C0B9_IDR_464_1021",0.225872585613331
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.190057910712438
"Q9C0C7_IDR_250_310",0.198005857681119
"Q9C0C7_IDR_312_649",0.187935662020781
"Q9C0C7_IDR_665_726",0.211700758455101
"Q9C0C7_IDR_737_805",0.212299811130561
"Q9C0C9_IDR_1155_1249",0.257231505540879
"Q9C0C9_IDR_1_55",0.211708115268562
"Q9C0C9_IDR_399_537",0.274354018080406
"Q9C0C9_IDR_712_920",0.256706361110153
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.247622981735327
"Q9C0F1_IDR_289_390",0.464622249745021
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.495602049586451
"Q9C0H9_IDR_264_1183",0.504397950413549
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.397246365009139
"Q9C0I9_IDR_179_441",0.602753634990861
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.326285564576925
"Q9C0J8_IDR_408_507",0.349826870867343
"Q9C0J8_IDR_511_1336",0.323887564555733
"Q9C0J9_IDR_1_48",0.51984594572483
"Q9C0J9_IDR_175_482",0.48015405427517
"Q9C0K0_IDR_1_824",0.483274172484691
"Q9C0K0_IDR_858_894",0.516725827515309
"Q9GZR2_IDR_80_195",0.51898413198851
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.271456873581021
"Q9GZR7_IDR_62_190",0.483488359753356
"Q9GZR7_IDR_812_859",0.245054766665622
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.272580104421696
"Q9GZU2_IDR_1305_1386",0.25939947257738
"Q9GZU2_IDR_1_34",0.237349352458893
"Q9GZU2_IDR_1417_1478",0.230671070542031
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.49409189767664
"Q9GZV3_IDR_520_580",0.50590810232336
"Q9H009_IDR_142_177",0.494767967572297
"Q9H009_IDR_1_74",0.505232032427703
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.476489619630719
"Q9H019_IDR_74_143",0.523510380369281
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.566529179185887
"Q9H063_IDR_52_83",0.433470820814113
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.220734816379071
"Q9H0E7_IDR_167_291",0.364950694151263
"Q9H0E7_IDR_306_373",0.205508006893247
"Q9H0E7_IDR_682_712",0.208806482576419
"Q9H0E9_IDR_133_704",0.309389637307515
"Q9H0E9_IDR_819_854",0.341961904606904
"Q9H0E9_IDR_869_1101",0.348648458085581
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.496445524977718
"Q9H0V9_IDR_1_43",0.493182920369079
"Q9H0V9_IDR_293_348",0.506817079630921
"Q9H0W5_IDR_62_92",0.411499899094582
"Q9H0W5_IDR_99_538",0.588500100905418
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.331885230034082
"Q9H0X9_IDR_249_362",0.351699832560852
"Q9H161_IDR_236_411",0.473769781946471
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.324303428064269
"Q9H171_IDR_344_400",0.338547915812381
"Q9H171_IDR_72_104",0.337148656123349
"Q9H172_IDR_1_43",0.487695389724279
"Q9H172_IDR_333_364",0.512304610275721
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.257743064319669
"Q9H175_IDR_1_63",0.240621734122788
"Q9H175_IDR_281_371",0.255720585093888
"Q9H175_IDR_425_543",0.245914616463655
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.230658012403978
"Q9H1A4_IDR_674_704",0.259107415768246
"Q9H1A4_IDR_715_746",0.244520616482597
"Q9H1A4_IDR_988_1019",0.265713955345179
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.523616415426573
"Q9H1K0_IDR_472_732",0.361498909254755
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.527228556875105
"Q9H1M3_IDR_70_183",0.472771443124895
"Q9H1P3_IDR_1_59",0.411575589304838
"Q9H1P3_IDR_319_350",0.588424410695162
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.505145445230011
"Q9H1V8_IDR_646_711",0.494854554769989
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.480675707202193
"Q9H1Y3_IDR_330_397",0.519324292797807
"Q9H1Z8_IDR_109_148",0.517161248775125
"Q9H1Z8_IDR_1_31",0.482838751224875
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.520531382978205
"Q9H2C1_IDR_298_345",0.479468617021795
"Q9H2D6_IDR_1_2115",0.48812023152861
"Q9H2D6_IDR_2151_2188",0.51187976847139
"Q9H2F5_IDR_276_439",0.531266703748729
"Q9H2F5_IDR_471_836",0.468733296251271
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.409474837471802
"Q9H2G2_IDR_313_796",0.590525162528198
"Q9H2G4_IDR_1_210",0.499121412092547
"Q9H2G4_IDR_426_682",0.500878587907453
"Q9H2G9_IDR_1_130",0.532744019621293
"Q9H2G9_IDR_219_321",0.467255980378707
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.524680301216953
"Q9H2W2_IDR_136_220",0.49783489886782
"Q9H2W2_IDR_1_91",0.50216510113218
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.500612840545433
"Q9H2X6_IDR_536_1061",0.499387159454567
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.323781675465736
"Q9H2X9_IDR_87_120",0.331002822655878
"Q9H2X9_IDR_942_1066",0.345215501878386
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.29946608055668
"Q9H2Y9_IDR_374_412",0.396539196778027
"Q9H2Y9_IDR_763_848",0.303994722665293
"Q9H2Z4_IDR_1_191",0.496569101457192
"Q9H2Z4_IDR_289_342",0.503430898542808
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.474917233228143
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.380238576697226
"Q9H3P7_IDR_22_69",0.340615576367959
"Q9H3P7_IDR_291_363",0.279145846934814
"Q9H3Q1_IDR_1_35",0.322342547456765
"Q9H3Q1_IDR_227_356",0.373072101769665
"Q9H3Q1_IDR_55_199",0.30458535077357
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.22856129187529
"Q9H422_IDR_87_147",0.300814602088964
"Q9H422_IDR_874_1078",0.228398762225887
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.329509469372862
"Q9H461_IDR_344_380",0.354280496210124
"Q9H461_IDR_624_694",0.316210034417014
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.388828329699
"Q9H4A3_IDR_1262_2382",0.305705630141136
"Q9H4A3_IDR_567_1259",0.305466040159863
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.466681639520744
"Q9H4B4_IDR_337_413",0.533318360479256
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.336905997396268
"Q9H4L5_IDR_164_210",0.331909080421941
"Q9H4L5_IDR_246_512",0.331184922181791
"Q9H4L7_IDR_1_248",0.531310987355798
"Q9H4L7_IDR_292_382",0.468689012644202
"Q9H4M7_IDR_1_46",0.340498029002686
"Q9H4M7_IDR_149_436",0.327229467585734
"Q9H4M7_IDR_473_747",0.33227250341158
"Q9H4Q3_IDR_162_443",0.439923414629037
"Q9H4Q3_IDR_643_707",0.560076585370963
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.483572760591745
"Q9H4S2_IDR_199_264",0.516427239408255
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.2093749923303
"Q9H5I5_IDR_1464_1896",0.13249449219164
"Q9H5I5_IDR_2042_2146",0.107902220776116
"Q9H5I5_IDR_837_904",0.158758968105674
"Q9H5J0_IDR_173_466",0.474875055889609
"Q9H5J0_IDR_521_574",0.525124944110391
"Q9H5J8_IDR_1_74",0.235943805429389
"Q9H5J8_IDR_245_278",0.300279425897677
"Q9H5J8_IDR_85_122",0.463776768672934
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.475084073634089
"Q9H5N1_IDR_305_440",0.524915926365911
"Q9H5P4_IDR_309_391",0.172437051914618
"Q9H5P4_IDR_393_553",0.2686456727785
"Q9H5P4_IDR_679_856",0.198326166800777
"Q9H5P4_IDR_952_1033",0.173472993072792
"Q9H5P4_IDR_9_54",0.187118115433313
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.479189373734257
"Q9H5V7_IDR_1_55",0.520810626265743
"Q9H6B1_IDR_216_263",0.195200467682991
"Q9H6B1_IDR_279_319",0.201131731030896
"Q9H6B1_IDR_327_363",0.183906536059692
"Q9H6B1_IDR_92_201",0.216653547739376
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.411890626889452
"Q9H6E5_IDR_636_759",0.588109373110548
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.527521014330777
"Q9H6X2_IDR_475_564",0.472478985669223
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.529467159187578
"Q9H6Y5_IDR_68_119",0.470532840812422
"Q9H6Z4_IDR_1_384",0.474482969230693
"Q9H6Z4_IDR_514_567",0.525517030769307
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.564452538240463
"Q9H7N4_IDR_1279_1312",0.435547461759537
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.507898731892826
"Q9H7P9_IDR_429_1386",0.492101268107174
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.492708941866012
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.493148084768657
"Q9H841_IDR_333_368",0.506851915231343
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.280381593830477
"Q9H869_IDR_345_375",0.243518632822572
"Q9H869_IDR_392_745",0.219874697034999
"Q9H869_IDR_752_796",0.256225076311952
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.484400160322207
"Q9H8E8_IDR_211_460",0.515599839677793
"Q9H8G2_IDR_1_126",0.623527450832538
"Q9H8G2_IDR_198_361",0.376472549167462
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.189273809782848
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.481413298145196
"Q9H8Y1_IDR_553_618",0.518586701854803
"Q9H8Y5_IDR_120_153",0.246408676237677
"Q9H8Y5_IDR_354_489",0.430436985338794
"Q9H8Y5_IDR_618_681",0.323154338423529
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.419491549311663
"Q9H930_IDR_152_299",0.580508450688337
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.4984681060725
"Q9H967_IDR_60_176",0.5015318939275
"Q9H972_IDR_464_518",0.498252289134292
"Q9H972_IDR_71_300",0.501747710865708
"Q9H981_IDR_1_36",0.517431112097933
"Q9H981_IDR_428_495",0.482568887902067
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.498093978945249
"Q9H9S0_IDR_1_98",0.501906021054751
"Q9H9Y2_IDR_1_52",0.557966352957171
"Q9H9Y2_IDR_84_128",0.442033647042829
"Q9H9Z2_IDR_119_209",0.484439028533547
"Q9H9Z2_IDR_1_36",0.515560971466453
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.543738937563619
"Q9HA90_IDR_91_139",0.456261062436381
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.510104077098382
"Q9HAV5_IDR_66_246",0.489895922901618
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.361656451977331
"Q9HAW4_IDR_1141_1256",0.383898734575231
"Q9HAW4_IDR_1292_1332",0.254444813447438
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.330174498835938
"Q9HAZ2_IDR_216_393",0.333651615960454
"Q9HAZ2_IDR_397_1246",0.336173885203607
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.550246316486497
"Q9HB14_IDR_356_386",0.449753683513503
"Q9HB15_IDR_316_368",0.524192419574164
"Q9HB15_IDR_380_430",0.475807580425837
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.534727842406159
"Q9HBH9_IDR_408_458",0.465272157593841
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.380179228701368
"Q9HBJ7_IDR_565_657",0.292300523869619
"Q9HBJ7_IDR_746_817",0.327520247429013
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.290760474762392
"Q9HBM0_IDR_400_474",0.29567055690458
"Q9HBM0_IDR_498_779",0.413568968333028
"Q9HC44_IDR_427_474",0.500600637027708
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.469629319498458
"Q9HC58_IDR_272_434",0.530370680501542
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.432908097158826
"Q9HC77_IDR_33_949",0.567091902841174
"Q9HC78_IDR_1_65",0.508038162769785
"Q9HC78_IDR_202_498",0.491961837230215
"Q9HC84_IDR_1433_1501",0.201466477560021
"Q9HC84_IDR_1605_1778",0.199698370905125
"Q9HC84_IDR_1884_2304",0.198650927745737
"Q9HC84_IDR_2416_2861",0.200058919482311
"Q9HCE5_IDR_1_110",0.481334685679637
"Q9HCE5_IDR_397_456",0.518665314320363
"Q9HCE6_IDR_1131_1168",0.411140963029811
"Q9HCE6_IDR_1_309",0.588859036970189
"Q9HCE7_IDR_140_234",0.490938794523638
"Q9HCE7_IDR_266_307",0.509061205476362
"Q9HCE9_IDR_1156_1220",0.163400109458395
"Q9HCE9_IDR_1_35",0.162758413704539
"Q9HCE9_IDR_519_653",0.24934839558712
"Q9HCE9_IDR_658_727",0.230315001037229
"Q9HCE9_IDR_882_1143",0.194178080212717
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.489710111722866
"Q9HCG7_IDR_896_927",0.510289888277134
"Q9HCG8_IDR_1_124",0.325465694217869
"Q9HCG8_IDR_408_441",0.358184557586305
"Q9HCG8_IDR_656_908",0.316349748195826
"Q9HCJ5_IDR_129_202",0.330420456629154
"Q9HCJ5_IDR_1_72",0.330206273173679
"Q9HCJ5_IDR_483_513",0.339373270197166
"Q9HCJ6_IDR_1_38",0.51487051726077
"Q9HCJ6_IDR_383_419",0.48512948273923
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.251089918585283
"Q9HCK1_IDR_1862_2007",0.27130371684319
"Q9HCK1_IDR_2065_2354",0.251275089938477
"Q9HCK1_IDR_56_1610",0.22633127463305
"Q9HCK4_IDR_932_972",0.494625624475161
"Q9HCK4_IDR_982_1378",0.505374375524839
"Q9HCK8_IDR_1399_1439",0.23337237498176
"Q9HCK8_IDR_1_662",0.228576896482633
"Q9HCK8_IDR_1663_1736",0.2577201642758
"Q9HCK8_IDR_1967_2581",0.280330564259806
"Q9HCL0_IDR_725_915",0.516148101634208
"Q9HCL0_IDR_952_1083",0.483851898365792
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.544478673678552
"Q9HCU0_IDR_401_687",0.455521326321448
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.501654922413685
"Q9HCU9_IDR_172_205",0.498345077586315
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.333200351975232
"Q9HCX4_IDR_736_775",0.350564720389645
"Q9HCX4_IDR_829_862",0.316234927635123
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.44268486423059
"Q9HD20_IDR_884_948",0.55731513576941
"Q9HD23_IDR_1_81",0.488452906246654
"Q9HD23_IDR_399_443",0.511547093753346
"Q9HD26_IDR_374_462",1
