"","GO0000398_mRNA_splicing._via_spliceosome"
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.385577085309877
"A6NC98_IDR_307_760",0.310398962352606
"A6NC98_IDR_845_983",0.304023952337517
"A6NDD5_IDR_190_221",0.509070847107625
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.476769950999223
"A6NDN3_IDR_213_693",0.523230049000778
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.619801151720125
"A6NDY0_IDR_35_143",0.380198848279875
"A6NFA1_IDR_1_36",0.33051113371009
"A6NFA1_IDR_355_436",0.343474542178095
"A6NFA1_IDR_449_517",0.326014324111815
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.331812734344717
"A6NFE2_IDR_188_222",0.337074948535171
"A6NFE2_IDR_224_271",0.331112317120112
"A6NFI3_IDR_1_157",0.197347327415244
"A6NFI3_IDR_173_344",0.187041312659298
"A6NFI3_IDR_488_608",0.232419802806661
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.196455829835199
"A6NJZ7_IDR_209_374",0.200360019769414
"A6NJZ7_IDR_534_567",0.195335961485693
"A6NJZ7_IDR_685_828",0.195001507572902
"A6NJZ7_IDR_82_193",0.212846681336792
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.468355911056736
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.354466045633938
"A6NMT0_IDR_48_106",0.337914716992822
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.438883969738865
"A6NN90_IDR_1_31",0.561116030261135
"A6NNA5_IDR_1_38",0.54431839375517
"A6NNA5_IDR_83_263",0.45568160624483
"A6NNE9_IDR_1_165",0.623467320341367
"A6NNE9_IDR_327_364",0.376532679658633
"A7E2V4_IDR_1430_1467",0.308166848622843
"A7E2V4_IDR_518_726",0.285765425473943
"A7KAX9_IDR_30_109",0.310113423055037
"A7KAX9_IDR_572_637",0.312140774966915
"A7KAX9_IDR_665_2087",0.377745801978048
"A7MBM2_IDR_1133_1289",0.323464500535089
"A7MBM2_IDR_1_188",0.301343895306323
"A7MBM2_IDR_236_272",0.375191604158588
"A7MCY6_IDR_167_565",0.520518946671195
"A7MCY6_IDR_95_154",0.479481053328805
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.252620457366765
"A7XYQ1_IDR_189_224",0.250900596164715
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.51565618925596
"A8MQ27_IDR_435_494",0.48434381074404
"A8MQT2_IDR_1_141",0.487938998173636
"A8MQT2_IDR_271_563",0.512061001826364
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.245107419730268
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.514326215581498
"A8MWV9_IDR_90_139",0.485673784418502
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.496139596113122
"B1AKI9_IDR_109_157",0.287227060055833
"B1AKI9_IDR_165_222",0.415213866834178
"B1AKI9_IDR_1_99",0.297559073109989
"B1AL46_IDR_1_397",0.32881414938683
"B1AL46_IDR_405_522",0.348507096952046
"B1AL46_IDR_525_878",0.322678753661124
"B1AL88_IDR_109_153",0.323872166909737
"B1AL88_IDR_379_413",0.303935916551672
"B1AL88_IDR_67_100",0.372191916538592
"B7U540_IDR_367_433",0.511151177911077
"B7Z1M9_IDR_12_45",0.510622565034532
"B7Z1M9_IDR_47_208",0.489377434965468
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.495956998721457
"B7ZW38_IDR_89_186",0.504043001278544
"B8ZZ34_IDR_1_55",0.502842607999604
"B8ZZ34_IDR_98_397",0.497157392000396
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.486975256145292
"C9JLJ4_IDR_378_528",0.513024743854708
"C9JLR9_IDR_1_102",0.19426686938583
"C9JLR9_IDR_173_259",0.207224978959997
"C9JLR9_IDR_328_427",0.203756013846999
"C9JLR9_IDR_444_476",0.182512737849687
"C9JLR9_IDR_482_579",0.212239399957488
"C9JPN9_IDR_1_55",0.317726768110923
"C9JPN9_IDR_378_464",0.319840767290129
"C9JPN9_IDR_469_528",0.362432464598948
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.337323523688277
"D6RGH6_IDR_127_179",0.313388890298048
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.528303238483744
"D6RIA3_IDR_1686_1757",0.471696761516256
"D6RJB6_IDR_1_56",0.316412244357139
"D6RJB6_IDR_379_464",0.322474770303927
"D6RJB6_IDR_469_528",0.361112985338934
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.32854010783742
"F8WBI6_IDR_183_214",0.336893104127858
"F8WBI6_IDR_279_604",0.334566788034722
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.491381493783143
"H7C350_IDR_1_240",0.513392780783723
"H7C350_IDR_297_361",0.486607219216277
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.498544203315646
"I3L3R5_IDR_69_154",0.501455796684354
"I6L899_IDR_1_116",0.326713359498048
"I6L899_IDR_183_214",0.335990415909601
"I6L899_IDR_271_608",0.33729622459235
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.367898057926094
"O00192_IDR_589_651",0.326441485294101
"O00192_IDR_851_956",0.305660456779805
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.446940064006555
"O00203_IDR_646_856",0.553059935993445
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.515046068822196
"O00305_IDR_164_219",0.339751148092223
"O00305_IDR_1_67",0.331586900845844
"O00305_IDR_406_520",0.328661951061933
"O00308_IDR_149_312",0.505169592702239
"O00308_IDR_355_403",0.494830407297761
"O00311_IDR_1_38",0.331199251368262
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.340917698104533
"O00311_IDR_470_532",0.327883050527206
"O00327_IDR_1_77",0.520026841463205
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.501456438726507
"O00470_IDR_1_77",0.498543561273493
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.503436687803546
"O00472_IDR_290_524",0.496563312196454
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.316174024912176
"O00566_IDR_649_681",0.31544175769902
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.504031616886125
"O00591_IDR_338_390",0.495968383113875
"A1A5C7_IDR_633_686",0.467319186345255
"A1A5D9_IDR_258_367",0.234498713637221
"A1A5D9_IDR_369_401",0.251058174291112
"A1A5D9_IDR_452_497",0.269565761784802
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.552510072511422
"A1L162_IDR_1_63",0.447489927488578
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.204109511045787
"A1L390_IDR_1154_1219",0.211570464140113
"A1L390_IDR_1_89",0.200577750307789
"A1L390_IDR_412_905",0.189541255825533
"A1L390_IDR_937_1048",0.194201018680778
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.33875902964018
"A1L443_IDR_285_389",0.339569497682824
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.523277695516379
"Q9Y426_IDR_389_696",0.476722304483621
"Q9Y446_IDR_1_314",0.534525368297065
"Q9Y446_IDR_549_586",0.465474631702936
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.477742112597075
"Q9Y450_IDR_1_87",0.522257887402925
"Q9Y458_IDR_1_86",0.36604546871801
"Q9Y458_IDR_271_346",0.331731801486969
"Q9Y458_IDR_384_435",0.30222272979502
"Q9Y462_IDR_149_246",0.500451794334046
"Q9Y462_IDR_250_366",0.499548205665954
"Q9Y463_IDR_1_36",0.46431507559049
"Q9Y463_IDR_433_629",0.53568492440951
"Q9Y466_IDR_42_77",0.519666667083952
"Q9Y466_IDR_81_173",0.480333332916048
"Q9Y468_IDR_113_168",0.254866666929823
"Q9Y468_IDR_170_269",0.262605100745044
"Q9Y468_IDR_26_84",0.231989209763433
"Q9Y468_IDR_587_721",0.250539022561701
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.516055560121226
"Q9Y483_IDR_356_558",0.483944439878774
"Q9Y485_IDR_1246_1305",0.0822337053216374
"Q9Y485_IDR_1361_1395",0.0952829497994161
"Q9Y485_IDR_1889_1949",0.085842484377853
"Q9Y485_IDR_1969_2018",0.0904046716512719
"Q9Y485_IDR_2366_2418",0.0899595673359417
"Q9Y485_IDR_2442_2480",0.0979789933166892
"Q9Y485_IDR_287_332",0.0895885294995395
"Q9Y485_IDR_418_469",0.0969209638069355
"Q9Y485_IDR_557_589",0.0907150335430603
"Q9Y485_IDR_665_697",0.0900779932307401
"Q9Y485_IDR_897_934",0.0909951081169155
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.499908443712696
"Q9Y496_IDR_626_699",0.500091556287304
"Q9Y4A5_IDR_179_212",0.253448257944273
"Q9Y4A5_IDR_2024_2085",0.237273942627044
"Q9Y4A5_IDR_2545_2582",0.261391822152114
"Q9Y4A5_IDR_473_538",0.247885977276568
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.197171226419358
"Q9Y4B4_IDR_1_243",0.218343823889782
"Q9Y4B4_IDR_1301_1371",0.189588506074495
"Q9Y4B4_IDR_638_696",0.193225756874917
"Q9Y4B4_IDR_993_1052",0.201670686741447
"Q9Y4B5_IDR_1_1647",0.462553610787066
"Q9Y4B5_IDR_1650_1905",0.537446389212934
"Q9Y4B6_IDR_1393_1507",0.412337511948332
"Q9Y4B6_IDR_190_303",0.307721958004873
"Q9Y4B6_IDR_875_1000",0.279940530046795
"Q9Y4C1_IDR_251_518",0.495906099116321
"Q9Y4C1_IDR_755_907",0.504093900883678
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.259968440722058
"Q9Y4C8_IDR_665_726",0.285705289103752
"Q9Y4C8_IDR_82_128",0.231371316343677
"Q9Y4C8_IDR_925_960",0.222954953830513
"Q9Y4D1_IDR_1043_1078",0.321164420342602
"Q9Y4D1_IDR_511_606",0.343660957928114
"Q9Y4D1_IDR_997_1032",0.335174621729284
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.452009693312302
"Q9Y4E1_IDR_56_1320",0.547990306687698
"Q9Y4E5_IDR_400_459",0.251563894785387
"Q9Y4E5_IDR_51_85",0.258411922115781
"Q9Y4E5_IDR_566_601",0.240683195714073
"Q9Y4E5_IDR_810_872",0.249340987384759
"Q9Y4E6_IDR_1061_1118",0.245871751638126
"Q9Y4E6_IDR_636_666",0.245263606229129
"Q9Y4E6_IDR_708_788",0.257860227063878
"Q9Y4E6_IDR_913_971",0.251004415068867
"Q9Y4E8_IDR_226_263",0.3105328339539
"Q9Y4E8_IDR_621_707",0.313573382820142
"Q9Y4E8_IDR_937_981",0.375893783225959
"Q9Y4F1_IDR_1_35",0.335979784497553
"Q9Y4F1_IDR_355_535",0.338956199364798
"Q9Y4F1_IDR_864_906",0.32506401613765
"Q9Y4F3_IDR_1564_1725",0.312222052381699
"Q9Y4F3_IDR_311_344",0.347221561013385
"Q9Y4F3_IDR_585_730",0.340556386604916
"Q9Y4F4_IDR_1434_1483",0.257062049937046
"Q9Y4F4_IDR_1_88",0.243849320727079
"Q9Y4F4_IDR_312_344",0.258134532734115
"Q9Y4F4_IDR_616_1247",0.240954096601761
"Q9Y4F9_IDR_1_69",0.52148152482384
"Q9Y4F9_IDR_321_730",0.47851847517616
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.335827093068463
"Q9Y4G8_IDR_481_590",0.305438533621918
"Q9Y4G8_IDR_913_1499",0.358734373309619
"Q9Y4H2_IDR_1261_1317",0.326189441179902
"Q9Y4H2_IDR_148_182",0.340338887337065
"Q9Y4H2_IDR_299_1246",0.333471671483033
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.342594658474503
"Q9Y4I1_IDR_1422_1473",0.335031029123719
"Q9Y4I1_IDR_596_631",0.322374312401778
"Q9Y4I5_IDR_1_301",0.474270798985575
"Q9Y4I5_IDR_406_444",0.525729201014425
"Q9Y4J8_IDR_275_410",0.493598210496138
"Q9Y4J8_IDR_418_743",0.506401789503862
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.513363632642076
"Q9Y4L1_IDR_910_999",0.486636367357924
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.531861670782482
"Q9Y4R7_IDR_542_742",0.468138329217518
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.346242776666386
"Q9Y4W2_IDR_511_624",0.355465329734388
"Q9Y4W2_IDR_679_714",0.298291893599226
"Q9Y4W6_IDR_763_797",0.448780422965546
"Q9Y4W6_IDR_78_134",0.551219577034454
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.41883213696213
"Q9Y4Z2_IDR_1_93",0.58116786303787
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.47724051706301
"Q9Y519_IDR_369_407",0.52275948293699
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.525787665291848
"Q9Y561_IDR_781_816",0.474212334708152
"Q9Y566_IDR_1_67",0.342149772307433
"Q9Y566_IDR_416_547",0.29709520252371
"Q9Y566_IDR_758_2087",0.360755025168856
"Q9Y570_IDR_1_38",0.485450575177163
"Q9Y570_IDR_239_281",0.514549424822837
"Q9Y572_IDR_309_428",0.475717746408755
"Q9Y572_IDR_473_518",0.524282253591245
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.493278069599588
"Q9Y592_IDR_618_701",0.506721930400412
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.334479388679528
"Q9Y5A9_IDR_197_239",0.32847329980284
"Q9Y5A9_IDR_245_389",0.337047311517632
"Q9Y5B0_IDR_334_586",0.500837429309834
"Q9Y5B0_IDR_730_961",0.499162570690166
"Q9Y5B6_IDR_1_385",0.481645174899104
"Q9Y5B6_IDR_498_563",0.518354825100896
"Q9Y5B9_IDR_436_478",0.473854030041943
"Q9Y5B9_IDR_927_1047",0.526145969958057
"Q9Y5C1_IDR_16_53",0.48648650892956
"Q9Y5C1_IDR_188_239",0.51351349107044
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.296114302237367
"Q9Y5I4_IDR_814_859",0.309936274133995
"Q9Y5I4_IDR_957_1007",0.393949423628638
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.573190368308117
"Q9Y5J3_IDR_167_290",0.426809631691883
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.444904155882001
"Q9Y5K3_IDR_305_369",0.555095844117999
"Q9Y5K6_IDR_168_295",0.337361121212466
"Q9Y5K6_IDR_310_581",0.326095918205877
"Q9Y5K6_IDR_63_108",0.336542960581656
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.308053388140999
"Q9Y5P4_IDR_184_235",0.33727954685649
"Q9Y5P4_IDR_276_401",0.354667065002511
"Q9Y5P8_IDR_42_123",0.494991740895533
"Q9Y5P8_IDR_519_553",0.505008259104467
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.48082519982023
"Q9Y5Q5_IDR_82_135",0.51917480017977
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.492933962327895
"Q9Y5Q8_IDR_464_519",0.507066037672105
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.467872898473865
"Q9Y5R2_IDR_331_374",0.532127101526135
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.531248925881765
"Q9Y5S1_IDR_726_764",0.468751074118235
"Q9Y5S2_IDR_1609_1711",0.250043197278452
"Q9Y5S2_IDR_352_400",0.260878992140976
"Q9Y5S2_IDR_406_528",0.257152202493924
"Q9Y5S2_IDR_924_1033",0.231925608086648
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.518489718569514
"Q9Y5T5_IDR_385_606",0.481510281430486
"Q9Y5U2_IDR_105_157",0.334359129292174
"Q9Y5U2_IDR_1_76",0.304455479134938
"Q9Y5U2_IDR_218_329",0.361185391572888
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.494485163562595
"Q9Y5W3_IDR_53_112",0.505514836437405
"Q9Y5W5_IDR_1_32",0.475089818177598
"Q9Y5W5_IDR_348_379",0.524910181822402
"Q9Y5W7_IDR_2_60",0.303436119906225
"Q9Y5W7_IDR_473_538",0.351724107405675
"Q9Y5W7_IDR_733_778",0.3448397726881
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.471358933628892
"Q9Y5X4_IDR_1_40",0.528641066371108
"Q9Y5Y0_IDR_1_97",0.506452658874911
"Q9Y5Y0_IDR_518_555",0.493547341125089
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.303792757694938
"Q9Y5Y9_IDR_1872_1956",0.229802033313389
"Q9Y5Y9_IDR_411_595",0.222861019305067
"Q9Y5Y9_IDR_939_986",0.243544189686607
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.479995411555739
"Q9Y603_IDR_1_31",0.520004588444261
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.502159049936045
"Q9Y608_IDR_532_630",0.497840950063955
"Q9Y613_IDR_1002_1105",0.324633334429169
"Q9Y613_IDR_337_534",0.310599028763897
"Q9Y613_IDR_581_623",0.364767636806935
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.505066980923941
"Q9Y616_IDR_448_596",0.494933019076059
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.363630647259179
"Q9Y625_IDR_424_473",0.321515964214447
"Q9Y625_IDR_476_555",0.314853388526374
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.525262958547022
"Q9Y666_IDR_932_1014",0.474737041452978
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.510557396241204
"Q9Y679_IDR_342_382",0.489442603758796
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.474673616155839
"Q9Y692_IDR_56_87",0.525326383844161
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.216989307341563
"Q9Y6C2_IDR_463_493",0.197667471083297
"Q9Y6C2_IDR_549_598",0.189868770328756
"Q9Y6C2_IDR_601_731",0.19003651448235
"Q9Y6C2_IDR_784_864",0.205437936764033
"Q9Y6C5_IDR_1125_1203",0.494508198336365
"Q9Y6C5_IDR_621_658",0.505491801663635
"Q9Y6D5_IDR_1016_1064",0.257627216652831
"Q9Y6D5_IDR_1493_1559",0.242007441293707
"Q9Y6D5_IDR_206_365",0.245574125648984
"Q9Y6D5_IDR_585_632",0.254791216404478
"Q9Y6D6_IDR_1072_1118",0.261610763679337
"Q9Y6D6_IDR_1545_1636",0.234211184639267
"Q9Y6D6_IDR_216_414",0.25069432746221
"Q9Y6D6_IDR_634_687",0.253483724219186
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.501885956994829
"Q9Y6F8_IDR_60_174",0.498114043005171
"Q9Y6G9_IDR_1_44",0.348571327932235
"Q9Y6G9_IDR_342_378",0.337989883249557
"Q9Y6G9_IDR_384_523",0.313438788818209
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.241678559385348
"Q9Y6H5_IDR_550_622",0.245504137541315
"Q9Y6H5_IDR_626_919",0.256909458352371
"Q9Y6H5_IDR_72_143",0.255907844720967
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.538711479682568
"Q9Y6H8_IDR_236_435",0.461288520317432
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.268711638625512
"Q9Y6J0_IDR_1668_2220",0.227694579212142
"Q9Y6J0_IDR_290_406",0.261631188441949
"Q9Y6J0_IDR_421_464",0.241962593720397
"Q9Y6J9_IDR_377_448",0.473491572554685
"Q9Y6J9_IDR_450_546",0.526508427445315
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.4844311222609
"Q9Y6K9_IDR_343_391",0.5155688777391
"Q9Y6L6_IDR_128_165",0.31780510991339
"Q9Y6L6_IDR_284_315",0.335475653386399
"Q9Y6L6_IDR_650_691",0.346719236700211
"Q9Y6L7_IDR_1_62",0.455116117035756
"Q9Y6L7_IDR_69_154",0.544883882964244
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.503523078881882
"Q9Y6M4_IDR_332_427",0.496476921118118
"Q9Y6M5_IDR_145_245",0.52845499846813
"Q9Y6M5_IDR_451_492",0.47154500153187
"Q9Y6M7_IDR_1184_1214",0.205055077024156
"Q9Y6M7_IDR_1_31",0.21221088037827
"Q9Y6M7_IDR_216_410",0.224123284104199
"Q9Y6M7_IDR_52_86",0.358610758493375
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.601214811328608
"Q9Y6N7_IDR_982_1040",0.398785188671392
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.468109907909558
"Q9Y6P5_IDR_282_325",0.531890092090442
"Q9Y6Q2_IDR_13_169",0.484618360066254
"Q9Y6Q2_IDR_189_226",0.515381639933746
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.317987100640582
"Q9Y6Q6_IDR_436_523",0.346848229526704
"Q9Y6Q6_IDR_555_616",0.335164669832714
"Q9Y6Q9_IDR_1_36",0.475213421887988
"Q9Y6Q9_IDR_372_1420",0.524786578112012
"Q9Y6R0_IDR_1_40",0.52247376153048
"Q9Y6R0_IDR_201_577",0.47752623846952
"Q9Y6R1_IDR_1009_1044",0.234088038130271
"Q9Y6R1_IDR_211_270",0.213401113664916
"Q9Y6R1_IDR_38_83",0.308347573823519
"Q9Y6R1_IDR_399_433",0.244163274381295
"Q9Y6R4_IDR_1148_1289",0.317199617939055
"Q9Y6R4_IDR_1_217",0.343384105744494
"Q9Y6R4_IDR_430_505",0.339416276316451
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.509257964676964
"Q9Y6S9_IDR_235_378",0.490742035323036
"Q9Y6T7_IDR_383_424",0.517145774122776
"Q9Y6T7_IDR_89_128",0.482854225877224
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.299140420774494
"Q9Y6V0_IDR_2946_4688",0.364946134306323
"Q9Y6V0_IDR_4828_4975",0.335913444919183
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.478937997905813
"O14490_IDR_903_962",0.521062002094187
"O14492_IDR_377_408",0.317602337018949
"O14492_IDR_518_621",0.340020573549716
"O14492_IDR_83_132",0.342377089431335
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.523989079164977
"O14495_IDR_280_311",0.476010920835023
"O14497_IDR_1_1635",0.718541524550058
"O14497_IDR_1736_1963",0.281458475449942
"O14503_IDR_1_54",0.328186280300076
"O14503_IDR_184_330",0.383251437951972
"O14503_IDR_332_412",0.288562281747953
"O14511_IDR_1_96",0.542055472619624
