"","GO0022613_ribonucleoprotein_complex_biogenesis"
"Q9HCK8_IDR_1663_1736",0.250836881789622
"Q9HCK8_IDR_1967_2581",0.299974385545229
"Q9HCL0_IDR_725_915",0.500877648329296
"Q9HCL0_IDR_952_1083",0.499122351670704
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.556178739001483
"Q9HCU0_IDR_401_687",0.443821260998517
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.526025971356642
"Q9HCU9_IDR_172_205",0.473974028643358
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.332881708439017
"Q9HCX4_IDR_736_775",0.346369038857244
"Q9HCX4_IDR_829_862",0.320749252703738
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.445124009424998
"Q9HD20_IDR_884_948",0.554875990575002
"Q9HD23_IDR_1_81",0.487162590112969
"Q9HD23_IDR_399_443",0.512837409887031
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.505695556127637
"Q9HD67_IDR_947_1167",0.494304443872363
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.715266930004363
"Q9NP64_IDR_93_128",0.284733069995637
"Q9NP66_IDR_1_102",0.52615310956898
"Q9NP66_IDR_181_220",0.473846890431019
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.509040718511679
"Q9NP71_IDR_189_666",0.490959281488321
"Q9NP74_IDR_211_242",0.266444125533078
"Q9NP74_IDR_246_406",0.231782098793826
"Q9NP74_IDR_450_551",0.248750386411538
"Q9NP74_IDR_92_209",0.253023389261557
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.315156730158698
"Q9NP80_IDR_217_286",0.319912282017307
"Q9NP80_IDR_294_353",0.364930987823995
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.594797043136503
"Q9NP85_IDR_352_383",0.405202956863497
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.340121891468079
"Q9NPD5_IDR_649_702",0.349725856696008
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.486038888490576
"Q6PJI9_IDR_344_383",0.343146171920439
"Q6PJI9_IDR_497_528",0.322144659882474
"Q6PJI9_IDR_588_639",0.334709168197087
"Q6PJP8_IDR_1_115",0.377864911611385
"Q6PJP8_IDR_183_409",0.274358416646186
"Q6PJP8_IDR_412_697",0.347776671742429
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.1286982080955
"Q6Q759_IDR_1143_1219",0.0898642516024812
"Q6Q759_IDR_1324_1379",0.0916447009855264
"Q6Q759_IDR_1926_2028",0.0884634647110796
"Q6Q759_IDR_880_932",0.107087314921799
"Q6Q759_IDR_936_1012",0.163899755878077
"Q6QHK4_IDR_124_161",0.49418461776995
"Q6QHK4_IDR_1_64",0.50581538223005
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.246750840704841
"Q6T4P5_IDR_542_578",0.23749100425128
"Q6T4P5_IDR_606_718",0.265790543584634
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.127542598340731
"Q6TFL3_IDR_344_374",0.130283608873202
"Q6TFL3_IDR_385_488",0.130413242549946
"Q6TFL3_IDR_758_980",0.122748778109014
"Q6UWB4_IDR_1_52",0.49307070252286
"Q6UWB4_IDR_303_352",0.50692929747714
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.526299843695394
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.495100084239606
"Q6UXY8_IDR_961_1006",0.520495769935161
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.522645548136247
"Q6UY09_IDR_538_573",0.477354451863753
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.490443156615857
"Q6UY14_IDR_605_661",0.509556843384143
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.333089582593964
"Q6VAB6_IDR_474_567",0.321254045319668
"Q6VAB6_IDR_571_651",0.345656372086368
"Q6VB84_IDR_1_106",0.562726219552928
"Q6VB84_IDR_235_416",0.437273780447072
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.518091489845106
"Q6X4U4_IDR_169_206",0.54747645233445
"Q6X4U4_IDR_1_70",0.45252354766555
"Q6X4W1_IDR_108_323",0.522664506860508
"Q6X4W1_IDR_1_101",0.477335493139492
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.491988041001967
"Q6XE24_IDR_371_437",0.508011958998033
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.520881517400357
"Q6XR72_IDR_419_485",0.479118482599643
"Q6XYB7_IDR_142_198",0.508590687068736
"Q6XYB7_IDR_1_90",0.491409312931264
"Q6XYQ8_IDR_140_228",0.506953481982367
"Q6XYQ8_IDR_86_131",0.493046518017633
"Q6XZF7_IDR_1350_1512",0.282376299742041
"Q6XZF7_IDR_209_242",0.42449342180196
"Q6XZF7_IDR_302_779",0.293130278455999
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.484938829061194
"Q6ZMI0_IDR_702_734",0.195844358554374
"Q6ZMI0_IDR_737_780",0.19517883621141
"Q9NPE2_IDR_1_60",0.513961111509424
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.344155649156716
"Q9NPF5_IDR_258_311",0.34619299010812
"Q9NPF5_IDR_396_467",0.309651360735164
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.679774979564134
"Q9NPG3_IDR_578_1134",0.320225020435866
"Q9NPG4_IDR_1124_1184",0.505940310222116
"Q9NPG4_IDR_785_1113",0.494059689777884
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.254155904312269
"Q9NPI1_IDR_35_132",0.51732132138444
"Q9NPI1_IDR_481_520",0.228522774303291
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.483132051051041
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.505820124509419
"Q9NQ34_IDR_1_36",0.494179875490581
"Q9NQ35_IDR_1_40",0.496040654105766
"Q9NQ35_IDR_43_103",0.503959345894234
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.494478544815567
"Q9NQ48_IDR_170_209",0.505521455184433
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.235010206613192
"Q9NQ66_IDR_1172_1216",0.22059053641773
"Q9NQ66_IDR_465_547",0.250058570993953
"Q9NQ66_IDR_817_1035",0.294340685975125
"Q9NQ69_IDR_197_275",0.352125472786819
"Q9NQ69_IDR_320_397",0.317551890762502
"Q9NQ69_IDR_32_66",0.330322636450678
"Q9NQ75_IDR_76_432",0.455558117661338
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.334617223079527
"Q9NQL9_IDR_287_336",0.335669395594646
"Q9NQL9_IDR_397_472",0.329713381325827
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.473816012164273
"Q9NQR7_IDR_121_581",0.526183987835727
"Q9NQS1_IDR_1_113",0.607923087617982
"Q9NQS1_IDR_205_347",0.392076912382018
"Q9NQS3_IDR_1_50",0.321982035561613
"Q9NQS3_IDR_359_408",0.313574541991001
"Q9NQS3_IDR_429_530",0.364443422447386
"Q9NQW6_IDR_889_924",0.51498373910624
"Q9NQW8_IDR_1_183",0.513765647400948
"Q9NQW8_IDR_685_779",0.486234352599052
"Q9NQX0_IDR_1_165",0.495749472655117
"Q9NQX0_IDR_379_468",0.504250527344883
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.427158643276494
"Q9NQX4_IDR_1227_1357",0.572841356723506
"Q9NQX5_IDR_107_282",0.492924365946335
"Q9NQX5_IDR_1_101",0.507075634053665
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.434116389022505
"Q9NQZ2_IDR_330_479",0.565883610977495
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.482053215963872
"Q9NQZ6_IDR_58_110",0.517946784036129
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.483857967733016
"Q9NR81_IDR_470_526",0.516142032266984
"Q9NR82_IDR_1_88",0.257511852145413
"Q9NR82_IDR_401_619",0.272076646423376
"Q9NR82_IDR_633_863",0.227046041000027
"Q9NR82_IDR_874_932",0.243365460431185
"Q9NR83_IDR_1_203",0.500313602892844
"Q9NR83_IDR_205_362",0.499686397107156
"Q9NR99_IDR_1646_1717",0.288811625249961
"Q9NR99_IDR_700_771",0.428559036134484
"Q9NR99_IDR_807_1634",0.282629338615555
"Q9NRA0_IDR_1_46",0.347823090227752
"Q9NRA0_IDR_384_419",0.335429362993369
"Q9NRA0_IDR_476_512",0.316747546778879
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.330539171577918
"Q9NRC6_IDR_3490_3540",0.334398028163141
"Q9NRC6_IDR_3642_3674",0.33506280025894
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.338996916223941
"Q9NRF2_IDR_628_752",0.338530396416183
"Q9NRF2_IDR_96_283",0.322472687359875
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.513316151257682
"Q9NRH1_IDR_135_196",0.486683848742318
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.436687265524623
"Q9NRI5_IDR_618_854",0.563312734475377
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.295998074498428
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.283714401851777
"Q9NRR4_IDR_460_500",0.302215518681093
"Q9NRR4_IDR_78_405",0.414070079467131
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.384834058490443
"Q9NRY4_IDR_1442_1499",0.29335250409815
"Q9NRY4_IDR_952_1117",0.321813437411407
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.354160074403414
"Q9NS68_IDR_194_423",0.324593713725144
"Q9NS68_IDR_96_189",0.321246211871442
"Q9NS69_IDR_108_142",0.436360879963846
"Q9NS69_IDR_1_41",0.563639120036154
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.464645380889722
"Q9NS87_IDR_601_712",0.535354619110278
"Q9NS91_IDR_359_495",0.546032676089038
"Q9NS91_IDR_99_241",0.453967323910962
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.489263821149396
"Q9NSI8_IDR_305_335",0.510736178850604
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.514092509114858
"Q9NST1_IDR_404_481",0.485907490885142
"Q9NSV4_IDR_1022_1179",0.429394719188818
"Q9NSV4_IDR_1_112",0.30661180734846
"Q9NSV4_IDR_549_600",0.263993473462722
"Q9NSY0_IDR_1_35",0.496012523418864
"Q9NSY0_IDR_387_418",0.503987476581136
"Q9NSY1_IDR_1_37",0.506427245950046
"Q9NSY1_IDR_326_1111",0.493572754049954
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.246186921909281
"Q9NT99_IDR_459_491",0.260588484595229
"Q9NT99_IDR_496_552",0.249871267289617
"Q9NT99_IDR_620_693",0.243353326205873
"Q9NTG1_IDR_1_42",0.459585212662346
"Q9NTZ6_IDR_392_426",0.516483701030574
"Q9NTZ6_IDR_92_222",0.483516298969427
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.547494643613786
"Q9NU39_IDR_185_408",0.452505356386214
"Q9NUA8_IDR_129_237",0.48248720564234
"Q9NUA8_IDR_614_733",0.51751279435766
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.502019726647868
"Q9NUB4_IDR_89_122",0.497980273352132
"Q9NUC0_IDR_1_75",0.507250744097328
"Q9NUC0_IDR_208_253",0.492749255902673
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.494652730746443
"Q9NUE0_IDR_353_388",0.505347269253557
"Q9NUG4_IDR_1_37",0.335782487076005
"Q9NUG4_IDR_160_295",0.363154789424809
"Q9NUG4_IDR_370_409",0.301062723499186
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.488944715348103
"Q9NUY8_IDR_512_544",0.511055284651897
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.341856514090144
"Q9NV58_IDR_400_436",0.33499195331913
"Q9NV58_IDR_463_838",0.323151532590725
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.499925876341682
"Q9NV66_IDR_319_352",0.500074123658318
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.459367349541475
"Q9NVP1_IDR_1_173",0.768926405354293
"Q9NVP1_IDR_626_670",0.231073594645707
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.320435832904523
"Q9NVR5_IDR_354_517",0.338928540157072
"Q9NVR5_IDR_674_794",0.340635626938405
"Q9NVU0_IDR_145_176",0.491500686290605
"Q9NVU0_IDR_439_554",0.508499313709394
"Q9NVU7_IDR_226_280",0.30011019191401
"Q9NVU7_IDR_452_687",0.69988980808599
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.454671244963948
"Q9NWF9_IDR_35_277",0.545328755036052
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.463603841728458
"Q9NWH9_IDR_70_383",0.355238328493892
"Q9NWH9_IDR_969_1002",0.18115782977765
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.294183439762826
"Q9NWM3_IDR_250_386",0.414363942376595
"Q9NWM3_IDR_87_248",0.291452617860579
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.44486477569003
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.503829945205561
"Q9NX65_IDR_1_50",0.496170054794439
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.444805543533547
"Q9NX94_IDR_276_314",0.555194456466453
"Q9NX95_IDR_1_281",0.230961743098241
"Q9NX95_IDR_305_336",0.255760376497139
"Q9NX95_IDR_344_484",0.275785034995985
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.497720791793345
"Q9NXW2_IDR_53_91",0.502279208206655
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.494744943158543
"Q9NXZ2_IDR_1_65",0.505255056841457
"Q9NY12_IDR_162_217",0.587915326954083
"Q9NY12_IDR_1_62",0.412084673045917
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.248857316616237
"Q9NYB5_IDR_142_182",0.231500969298166
"Q9NYB5_IDR_300_332",0.25634376748846
"Q9NYB5_IDR_667_712",0.263297946597137
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.351424168444345
"Q9NYF5_IDR_621_681",0.294484455450121
"Q9NYF5_IDR_753_837",0.354091376105534
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.488773599484307
"Q9NYP9_IDR_44_76",0.511226400515693
"Q9NYQ6_IDR_2300_2332",0.406263753735578
"Q9NYQ6_IDR_2722_2752",0.298387910700079
"Q9NYQ6_IDR_2754_2998",0.295348335564343
"Q9NYQ7_IDR_181_231",0.380561109940985
"Q9NYQ7_IDR_2788_2818",0.321752876615892
"Q9NYQ7_IDR_2824_3312",0.297686013443123
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.456304210335871
"Q9NYV4_IDR_1_717",0.543695789664128
"Q9NYV6_IDR_1_45",0.291608258791179
"Q9NYV6_IDR_264_301",0.411456095395164
"Q9NYV6_IDR_591_651",0.296935645813656
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.508326949382291
"Q9NZ71_IDR_1141_1219",0.223006509796278
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.253467295986343
"Q9NZ94_IDR_639_702",0.260401819447908
"Q9NZ94_IDR_734_806",0.237329101071768
"Q9NZ94_IDR_818_848",0.248801783493982
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.460848887453861
"Q9NZB2_IDR_894_1118",0.539151112546139
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.394766739774605
"Q9NZC9_IDR_859_954",0.605233260225395
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.479751090534968
"Q9NZI5_IDR_73_112",0.520248909465032
"Q9NZM3_IDR_818_886",0.183470476817214
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.352223105260457
"Q9NZM5_IDR_92_417",0.647776894739543
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.174544811307639
"Q9NZN5_IDR_1267_1405",0.183687011988552
"Q9NZN5_IDR_1422_1489",0.1601455796863
"Q9NZN5_IDR_149_345",0.153321639130204
"Q9NZN5_IDR_1_64",0.166057569744248
"Q9NZN5_IDR_564_764",0.162243388143055
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.46996564260973
"Q9NZQ8_IDR_669_714",0.53003435739027
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.490763526291015
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.327998367903944
"Q9P0K1_IDR_202_233",0.353867858589859
"Q9P0K1_IDR_766_906",0.318133773506197
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.33262054418878
"Q9P0K8_IDR_1_64",0.35247179563527
"Q9P0K8_IDR_469_563",0.31490766017595
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.467029680876805
"Q9P0L1_IDR_241_356",0.532970319123195
"Q9P0L2_IDR_1_53",0.496140597558238
"Q9P0L2_IDR_374_703",0.503859402441762
"Q9P0L9_IDR_1_74",0.506382304812706
"Q9P0L9_IDR_742_805",0.493617695187294
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.465548508822185
"Q9P0M4_IDR_41_103",0.534451491177815
"Q9P0X4_IDR_1736_2223",0.22097006594862
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.342595484653594
"Q9P107_IDR_355_479",0.334591649027774
"Q9P107_IDR_761_933",0.322812866318632
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.3214366389167
"Q9P1A6_IDR_21_162",0.315562549528984
"Q9P1A6_IDR_978_1040",0.363000811554316
"Q9P1Q0_IDR_1_60",0.516316266031606
"Q9P1Q0_IDR_481_575",0.483683733968394
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.242167188465501
"Q9P215_IDR_575_609",0.541212134170959
"Q9P215_IDR_92_151",0.458787865829041
"Q9P217_IDR_119_175",0.326167929918809
"Q9P217_IDR_25_59",0.338508882985615
"Q9P217_IDR_455_485",0.335323187095576
"Q9P218_IDR_119_151",0.510165378734263
"Q9P218_IDR_992_1284",0.489834621265737
"Q9P219_IDR_1329_2016",0.192453024871232
"Q9P219_IDR_221_259",0.20071720250722
"Q9P219_IDR_297_784",0.333056088484613
"Q9P219_IDR_888_1063",0.273773684136935
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.262759627732226
"Q9P227_IDR_809_899",0.310648234488758
"Q9P273_IDR_1_295",0.48522473025484
"Q9P273_IDR_338_375",0.51477526974516
"Q9P275_IDR_1046_1123",0.513244790279764
"Q9P275_IDR_426_1044",0.486755209720236
"Q9P278_IDR_180_304",0.229326755349675
"Q9P278_IDR_576_717",0.266238144097194
"Q9P278_IDR_726_922",0.270110189528476
"Q9P278_IDR_93_123",0.234324911024655
"Q9P281_IDR_1_164",0.471590789802693
"Q9P281_IDR_167_2471",0.528409210197307
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.198072995212781
"Q9P2D8_IDR_1442_1999",0.210253249644492
"Q9P2D8_IDR_721_804",0.192068663147567
"Q9P2D8_IDR_882_939",0.200855257305856
"Q9P2E2_IDR_367_798",0.622114928639152
"Q9P2E2_IDR_901_1029",0.377885071360848
"Q9P2E3_IDR_1_141",0.38720471218454
"Q9P2E3_IDR_795_887",0.612795287815461
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.334720964158866
"Q9P2E7_IDR_725_786",0.361907802920307
"Q9P2E7_IDR_842_947",0.303371232920827
"Q9P2E8_IDR_320_370",0.498337388720114
"Q9P2E8_IDR_60_158",0.501662611279886
"Q9P2E9_IDR_1247_1357",0.202660523277783
"Q9P2E9_IDR_1379_1410",0.181202235402234
"Q9P2E9_IDR_1_698",0.233356226831152
"Q9P2E9_IDR_708_740",0.179156905043599
"Q9P2E9_IDR_883_996",0.203624109445232
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.515824159371744
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.475037240929643
"Q9P2J8_IDR_1_48",0.524962759070357
"Q9P2K1_IDR_1_257",0.439602850306
"Q9P2K1_IDR_587_624",0.560397149694
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.542142106339403
"Q9P2K3_IDR_347_495",0.457857893660598
"Q9P2K8_IDR_1496_1526",0.234524981038251
"Q9P2K8_IDR_189_260",0.266363033455261
"Q9P2K8_IDR_660_709",0.234000227526238
"Q9P2K8_IDR_713_792",0.265111757980249
"Q9P2K9_IDR_1_42",0.604745506956941
"Q9P2K9_IDR_156_252",0.39525449304306
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.561251818933353
"Q9P2N2_IDR_19_80",0.438748181066647
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.308627913839176
"Q9P2R6_IDR_443_1471",0.302235821222022
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.487031851824721
"Q9P2S2_IDR_1672_1710",0.512968148175279
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.51601384356426
"Q9P2T0_IDR_341_379",0.48398615643574
"Q9P2U7_IDR_1_51",0.502566831924504
"Q9P2U7_IDR_498_560",0.497433168075496
"Q9P2U8_IDR_1_59",0.542366467798356
"Q9P2U8_IDR_506_582",0.457633532201644
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.487024466545122
"Q9P2Y5_IDR_467_612",0.512975533454878
"Q9UBF8_IDR_242_318",0.245589808510801
"Q9UBF8_IDR_410_526",0.250375807103266
"Q9UBF8_IDR_61_125",0.270288649408597
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.50113004642571
"Q9UBH6_IDR_76_123",0.49886995357429
"Q9UBI4_IDR_1_47",0.493420883882413
"Q9UBI4_IDR_248_287",0.506579116117587
"Q9UBI9_IDR_1_90",0.467295487596176
