"","GO0051648_vesicle_localization"
"O60610_IDR_505_766",0.237797501356998
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.311899038970985
"O60658_IDR_329_386",0.343141424229641
"O60658_IDR_429_481",0.344959536799373
"O60663_IDR_13_48",0.340195001316797
"O60663_IDR_176_237",0.341242332279238
"O60663_IDR_269_388",0.318562666403965
"O60664_IDR_1_35",0.499391921157023
"O60664_IDR_69_172",0.500608078842977
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.190025471439065
"O60673_IDR_2014_2182",0.201952165741206
"O60673_IDR_274_307",0.194751247255804
"O60673_IDR_310_974",0.218893078534348
"O60741_IDR_1_90",0.501676496370002
"O60741_IDR_595_890",0.498323503629998
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.475641369594146
"O60759_IDR_173_359",0.524358630405854
"O60763_IDR_675_790",0.535885332973093
"O60763_IDR_930_962",0.464114667026907
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.312445271409236
"O60784_IDR_303_415",0.351729972593383
"O60784_IDR_450_492",0.335824755997381
"O60806_IDR_1_37",0.339022547965553
"O60806_IDR_251_318",0.329629877403628
"O60806_IDR_321_420",0.331347574630818
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.194082130050449
"O60885_IDR_459_666",0.221984742116869
"O60885_IDR_676_1201",0.184748857794293
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.565828061225952
"O60902_IDR_161_331",0.434171938774048
"O60907_IDR_1_37",0.491161013804446
"O60907_IDR_146_210",0.508838986195553
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.286420218441128
"O75037_IDR_401_480",0.302898150778597
"O75037_IDR_490_970",0.410681630780275
"O75038_IDR_1382_1416",0.298183335261628
"O75038_IDR_475_618",0.385652961730455
"O75038_IDR_886_1379",0.316163703007917
"O75044_IDR_170_229",0.208244751253424
"O75044_IDR_415_457",0.201059354245264
"O75044_IDR_463_501",0.19703718756911
"O75044_IDR_694_755",0.197002191898245
"O75044_IDR_785_1071",0.196656515033956
"O75052_IDR_172_347",0.526944948635098
"O75052_IDR_361_506",0.473055051364902
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.518820218054042
"O75056_IDR_412_442",0.481179781945958
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.413771757394052
"O75071_IDR_144_426",0.586228242605948
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.370889074256914
"O75116_IDR_1113_1149",0.319696897231526
"O75116_IDR_1350_1388",0.30941402851156
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.331532235257261
"O75122_IDR_309_645",0.317222254124468
"O75122_IDR_880_1053",0.35124551061827
"O75128_IDR_1_53",0.504396253768655
"O75128_IDR_227_1238",0.495603746231345
"O75129_IDR_1_59",0.344810466327307
"O75129_IDR_288_349",0.340391687640071
"O75129_IDR_357_411",0.314797846032622
"O75132_IDR_172_286",0.198803274778333
"O75132_IDR_1_87",0.200290064390159
"O75132_IDR_341_456",0.199728540128656
"O75132_IDR_511_550",0.20020499816646
"O75132_IDR_609_651",0.200973122536392
"O75140_IDR_1000_1075",0.266708824937226
"O75140_IDR_1112_1172",0.23645933817158
"O75140_IDR_411_456",0.227808896638763
"O75140_IDR_461_727",0.269022940252431
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.596928938218963
"O75145_IDR_859_937",0.403071061781037
"O75146_IDR_1011_1053",0.469495052446414
"O75146_IDR_288_360",0.530504947553586
"O75150_IDR_111_177",0.288746197797055
"O75150_IDR_1_96",0.269858652627582
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.530681938518261
"O75170_IDR_525_966",0.469318061481739
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.507952108082327
"O75177_IDR_41_396",0.492047891917673
"O75179_IDR_1_136",0.33284309797956
"O75179_IDR_1451_2427",0.329961471967591
"O75179_IDR_2471_2509",0.337195430052849
"O75182_IDR_1_36",0.315283598691013
"O75182_IDR_704_767",0.336615015472635
"O75182_IDR_92_300",0.348101385836352
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.500696091742799
"O75362_IDR_207_1048",0.499303908257201
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.496834200451812
"O75364_IDR_1_81",0.503165799548188
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.259054514367445
"O75376_IDR_319_418",0.248165853258371
"O75376_IDR_420_451",0.247312056784958
"O75376_IDR_483_2440",0.245467575589226
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.539099373172675
"O75381_IDR_71_108",0.460900626827325
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.498796013011885
"O75461_IDR_240_281",0.501203986988115
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.506085789833471
"O75467_IDR_55_197",0.493914210166529
"O75469_IDR_122_165",0.339516247380425
"O75469_IDR_1_36",0.336105811113893
"O75469_IDR_179_234",0.324377941505682
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.497621123299286
"O75474_IDR_49_147",0.502378876700714
"O75475_IDR_431_530",0.514455766798427
"O75475_IDR_89_347",0.485544233201573
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.516201606012788
"O75563_IDR_223_295",0.51333391992369
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.122419863732988
"O75592_IDR_2555_2592",0.120697700043076
"O75592_IDR_2670_3153",0.125379253652946
"O75592_IDR_3187_3236",0.126503812508331
"O75592_IDR_3314_3386",0.126590762516023
"O75592_IDR_3479_3511",0.120970195044061
"O75592_IDR_87_131",0.131547749490035
"O75592_IDR_890_922",0.125890663012539
"O75593_IDR_121_277",0.486138346978503
"O75593_IDR_1_32",0.513861653021497
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.507270424830858
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.249514726261029
"O75691_IDR_2572_2613",0.24963777235632
"O75691_IDR_2731_2785",0.23278636908719
"O75691_IDR_863_907",0.268061132295461
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.317339412763291
"O75717_IDR_308_427",0.334054432476856
"O75717_IDR_821_1017",0.348606154759853
"O75747_IDR_1_34",0.493853223325909
"O75747_IDR_174_224",0.506146776674091
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.607411788691734
"O75781_IDR_332_387",0.392588211308266
"O75864_IDR_462_568",0.340926878184662
"O75864_IDR_575_691",0.331400963337852
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.517018814121516
"O75886_IDR_369_525",0.482981185878484
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.473873795205859
"O75899_IDR_752_941",0.526126204794141
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.540781504882478
"O75901_IDR_368_423",0.459218495117522
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.503921411656105
"O75912_IDR_859_925",0.496078588343895
"O75914_IDR_1_66",0.485083204095587
"O75962_IDR_1249_1285",0.218785672455166
"O75962_IDR_1606_1653",0.202638739658723
"O75962_IDR_1704_1968",0.19931542800923
"O75962_IDR_2288_2556",0.186893987027736
"O75969_IDR_162_279",0.213254703841801
"O75969_IDR_409_453",0.19778006071909
"O75969_IDR_456_514",0.188767411600331
"O75969_IDR_542_594",0.210706540433233
"O75969_IDR_605_750",0.189491283405545
"O75970_IDR_1247_1328",0.112073234006851
"O75970_IDR_1565_1611",0.105788762910216
"O75970_IDR_1811_1855",0.102943568987256
"O75970_IDR_340_371",0.107653795917744
"O75970_IDR_43_109",0.106580596257835
"O75970_IDR_466_525",0.118347661296258
"O75970_IDR_638_685",0.124454117053327
"O75970_IDR_857_951",0.110299062572174
"O75970_IDR_954_996",0.111859200998339
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.328963505193289
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.531769957057189
"O76081_IDR_93_244",0.468230042942811
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.493639503083374
"O76083_IDR_68_239",0.506360496916626
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.359138024801712
"O94759_IDR_1_57",0.315250078637831
"O94759_IDR_581_613",0.325611896560457
"O94761_IDR_359_448",0.319374426320778
"O94761_IDR_49_351",0.339954678845881
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.500268235312938
"O94823_IDR_458_712",0.499731764687062
"O94826_IDR_1_33",0.49277385632575
"O94826_IDR_64_107",0.50722614367425
"O94830_IDR_1_32",0.321964189812074
"O94830_IDR_433_477",0.333703238037055
"O94830_IDR_603_647",0.344332572150871
"O94842_IDR_1_232",0.523828928978951
"O94880_IDR_589_620",0.188897282241486
"O94880_IDR_692_754",0.181496082597073
"O94880_IDR_756_867",0.189489010231301
"O94885_IDR_1_35",0.169517244566897
"O94885_IDR_229_344",0.163653272085019
"O94885_IDR_358_547",0.158380874398237
"O94885_IDR_697_728",0.172025668682827
"O94885_IDR_730_1088",0.152312610101109
"O94885_IDR_88_177",0.184110330165911
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.3375252591675
"O94887_IDR_359_498",0.320650624695827
"O94887_IDR_858_903",0.341824116136673
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.328564833498847
"O94900_IDR_46_263",0.339755446070947
"O94900_IDR_8_41",0.331679720430206
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.516141853128152
"O94907_IDR_23_79",0.483858146871848
"O94910_IDR_1114_1434",0.498582016415258
"O94910_IDR_400_472",0.501417983584742
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.294380630205329
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.51957926652382
"O94929_IDR_298_593",0.48042073347618
"O94933_IDR_293_347",0.345948005097586
"O94933_IDR_613_659",0.327742852775381
"O94933_IDR_682_856",0.326309142127033
"O94966_IDR_1_112",0.20571500062307
"O94941_IDR_219_250",0.499806506685802
"O94941_IDR_339_480",0.500193493314198
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.194048140963256
"O94966_IDR_203_274",0.219952929117739
"O94966_IDR_399_488",0.192212226605819
"O94966_IDR_874_983",0.188071702690116
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.533289918244816
"O94972_IDR_624_943",0.466710081755184
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.371862122887574
"O94979_IDR_792_858",0.308105463798818
"O94979_IDR_881_1111",0.320032413313608
"O94983_IDR_1119_1202",0.205409068539236
"O94983_IDR_212_305",0.185065621141734
"O94983_IDR_392_435",0.196661631944424
"O94983_IDR_447_490",0.205763990132447
"O94983_IDR_814_1022",0.207099688242159
"O94985_IDR_819_902",0.491580681735089
"O95025_IDR_1_38",0.483436352944384
"O95025_IDR_737_777",0.516563647055616
"O95049_IDR_279_374",0.237457213819503
"O95049_IDR_558_590",0.246154779429147
"O95049_IDR_774_919",0.262610203538137
"O95049_IDR_94_189",0.253777803213213
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.476981559140282
"O95069_IDR_333_398",0.523018440859718
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.101104808655
"O95071_IDR_1749_1779",0.0984225525472268
"O95071_IDR_1860_1911",0.09739296472998
"O95071_IDR_1965_2021",0.10443713273382
"O95071_IDR_2027_2174",0.102793484228696
"O95071_IDR_2318_2364",0.100631666065787
"O95071_IDR_2454_2499",0.103959127322165
"O95071_IDR_583_645",0.0984447979215686
"O95071_IDR_81_159",0.0951337061619445
"O95071_IDR_936_1074",0.0976797596338125
"O95155_IDR_1_152",0.505076419916723
"O95155_IDR_218_393",0.494923580083277
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.50248746284182
"O95158_IDR_20_58",0.49751253715818
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.182793501934402
"O95180_IDR_1564_1595",0.179869433897357
"O95180_IDR_1_68",0.165153473353318
"O95180_IDR_1867_2353",0.154046891786946
"O95180_IDR_424_459",0.168354427768517
"O95180_IDR_483_771",0.14978227125946
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.489019447544499
"O95235_IDR_702_890",0.220176331159993
"O95238_IDR_70_118",0.495967875374613
"O95239_IDR_426_558",0.362025817477308
"O95239_IDR_656_820",0.349988120929143
"O95239_IDR_918_1232",0.287986061593549
"O95243_IDR_149_434",0.546021093400584
"O95243_IDR_1_82",0.453978906599416
"O95248_IDR_1059_1113",0.168474714975907
"O95248_IDR_1284_1318",0.165515825136405
"O95248_IDR_1683_1713",0.170525032005634
"O95248_IDR_1718_1764",0.160033750469063
"O95248_IDR_778_819",0.163086145707043
"O95248_IDR_91_121",0.172364531705948
"O95249_IDR_118_163",0.517079151313731
"O95249_IDR_31_74",0.482920848686269
"O95251_IDR_1_206",0.479281576239975
"O95251_IDR_208_332",0.520718423760025
"O95255_IDR_263_294",0.511147333269729
"O95255_IDR_856_922",0.488852666730271
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.518128736263084
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.533558831239213
"O95365_IDR_487_584",0.466441168760787
"O95373_IDR_881_913",0.499188327795921
"O95373_IDR_917_948",0.500811672204078
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.349800960564825
"O95382_IDR_1_41",0.319016033317576
"O95382_IDR_908_996",0.331183006117599
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.307505044077194
"O95391_IDR_200_257",0.321507862480186
"O95391_IDR_465_560",0.37098709344262
"O95393_IDR_1_49",0.470904592055702
"O95393_IDR_276_319",0.529095407944298
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.560569334799793
"O95436_IDR_634_690",0.439430665200207
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.364206978078369
"O95450_IDR_1_52",0.300935833607983
"O95450_IDR_217_263",0.334857188313648
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.360778304461636
"O95466_IDR_168_222",0.340875329598842
"O95466_IDR_446_635",0.298346365939521
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.334637097108294
"O95477_IDR_1255_1314",0.317233381997973
"O95477_IDR_2226_2261",0.348129520893733
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.518925255068904
"O95567_IDR_87_163",0.481074744931096
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.540227751523682
"O95602_IDR_208_249",0.459772248476318
"O95613_IDR_1_266",0.196780380931057
"O95613_IDR_1384_2557",0.225173695737893
"O95613_IDR_2815_3128",0.187284902487704
"O95613_IDR_321_1256",0.241244173935135
"O95613_IDR_3222_3296",0.149516846908211
"O95622_IDR_1_204",0.499221862735954
"O95622_IDR_649_711",0.500778137264046
"O95625_IDR_124_174",0.360578864634675
"O95625_IDR_320_364",0.323037651043627
"O95625_IDR_369_649",0.316383484321698
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.494574094526281
"O95644_IDR_702_912",0.505425905473719
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.496625760300613
"O95677_IDR_289_366",0.503374239699387
"O95678_IDR_27_62",0.508158655493558
"O95678_IDR_479_551",0.491841344506442
"O95714_IDR_2417_2458",0.196257959670532
"O95714_IDR_2509_2547",0.208786864575949
"O95714_IDR_3410_3529",0.186042090397205
"O95721_IDR_1_213",0.557030684295451
"O95721_IDR_215_258",0.442969315704549
"O95727_IDR_220_304",0.335628455470228
"O95727_IDR_314_360",0.339376477691609
"O95727_IDR_363_393",0.324995066838163
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.487922756909649
"O95754_IDR_688_739",0.512077243090351
"O95757_IDR_503_575",0.510476974899117
"O95757_IDR_788_839",0.489523025100883
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.485727788919726
"O95789_IDR_599_737",0.514272211080274
"O95793_IDR_387_480",0.508648334746111
"O95793_IDR_9_69",0.491351665253889
"O95800_IDR_1_38",0.343790909894833
"O95800_IDR_234_327",0.310609499431372
"O95800_IDR_402_540",0.345599590673795
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.340245654999806
"O95835_IDR_1_137",0.344186441289888
"O95835_IDR_140_633",0.315567903710306
"O95838_IDR_1_41",0.475713834502959
"O95838_IDR_463_553",0.524286165497041
"O95841_IDR_1_45",0.501132889027766
"O95841_IDR_204_270",0.498867110972234
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.494402891023805
"O95873_IDR_264_294",0.505597108976195
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.47361914224603
"O95886_IDR_905_965",0.52638085775397
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.417750610356473
"O95983_IDR_250_291",0.533192010543355
"O95983_IDR_52_108",0.466807989456645
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.346972170682549
"O95996_IDR_698_2303",0.314678593098311
"O95996_IDR_79_128",0.338349236219139
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.476461013537354
"O96004_IDR_155_201",0.523538986462646
"O96005_IDR_1_87",0.476586141752398
"O96005_IDR_597_669",0.523413858247602
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.475835559599046
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.479223470222909
"P01127_IDR_53_86",0.520776529777091
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.481484002138464
"P01135_IDR_1_37",0.518515997861536
"P01138_IDR_1_70",0.495209321256713
"P01138_IDR_91_126",0.504790678743287
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.434793418967557
"P01210_IDR_72_203",0.565206581032443
"P01213_IDR_1_61",0.40308515401303
"P01213_IDR_70_211",0.59691484598697
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.512676058908658
"P02538_IDR_1_61",0.496451249262703
"P02538_IDR_493_564",0.503548750737297
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.515529399548472
"P02671_IDR_263_626",0.484470600451528
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.244820452814391
"P02686_IDR_180_217",0.248120886848163
"P02686_IDR_251_287",0.25774400100316
"P02686_IDR_98_178",0.249314659334286
"P02730_IDR_1_52",0.335877596217934
"P02730_IDR_161_214",0.313815539667782
"P02730_IDR_338_371",0.350306864114285
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.483363886638667
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.325205651771947
"P04233_IDR_263_296",0.314012165201001
"P04233_IDR_86_136",0.360782183027052
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.497819605755498
"P04259_IDR_493_564",0.502180394244502
"P04264_IDR_1_61",0.495246346633554
"P04264_IDR_509_644",0.504753653366446
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.317779953264912
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.344314839502505
"P05305_IDR_1_52",0.339143774596579
"P05305_IDR_84_118",0.316541385900916
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.499066127854539
"P05423_IDR_278_310",0.500933872145461
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.523988699618306
"P05455_IDR_325_408",0.476011300381694
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.500531403296896
"P05997_IDR_79_1263",0.499468596703104
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.504977849535223
"P06213_IDR_743_793",0.495022150464777
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.321028692989954
"P06400_IDR_580_644",0.320020575802038
"P06400_IDR_855_928",0.358950731208008
"P06401_IDR_1_463",0.329031599838193
"P06401_IDR_474_505",0.322090791034192
"P06401_IDR_636_674",0.348877609127614
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.500254408831617
"P06734_IDR_289_321",0.499745591168383
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.481217039726944
"P06850_IDR_80_157",0.518782960273056
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.512182563179802
"P07333_IDR_927_961",0.487817436820198
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.49999182379521
"P07359_IDR_533_573",0.50000817620479
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.484659265888454
"P07492_IDR_91_148",0.515340734111546
"P07498_IDR_1_47",0.509397306008681
"P07498_IDR_72_182",0.490602693991319
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.491868192936911
"P07814_IDR_954_1019",0.508131807063089
"P07900_IDR_226_279",0.518346614063495
"P07900_IDR_699_732",0.481653385936505
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.482540016422426
"P08151_IDR_1_270",0.330614127741395
"P08151_IDR_294_332",0.353886096155059
"P08151_IDR_334_1106",0.315499776103546
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.50285406065814
"P08183_IDR_632_691",0.49714593934186
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.449075590720396
"P08235_IDR_671_731",0.550924409279604
"P08238_IDR_222_271",0.525093792996902
"P08238_IDR_691_724",0.474906207003098
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.478921152225692
"P08476_IDR_259_316",0.521078847774308
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.503212080336882
"P08575_IDR_27_225",0.496787919663118
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.482728489541155
"P08779_IDR_424_473",0.517271510458845
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.503058688945221
"P08F94_IDR_4026_4059",0.496941311054779
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.539636800867108
"P09016_IDR_9_130",0.460363199132892
"P09017_IDR_1_171",0.473876558821454
"P09017_IDR_212_264",0.526123441178546
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.347239070569387
"P09086_IDR_270_300",0.339542436944488
"P09086_IDR_351_479",0.313218492486125
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.507239288328374
"P09681_IDR_1_54",0.485287416576436
"P09681_IDR_83_124",0.514712583423564
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.357348751202194
"P09874_IDR_352_387",0.313134381511979
