"","GO0007155_cell_adhesion"
"Q92764_IDR_1_60",0.492520177582279
"Q92764_IDR_406_445",0.507479822417721
"Q92765_IDR_295_325",1
"Q92794_IDR_783_1903",0.472924957383898
"Q92796_IDR_1_103",0.473398363696853
"Q92796_IDR_322_373",0.526601636303147
"Q92797_IDR_1102_1204",0.313296404931504
"Q92797_IDR_1206_1274",0.323112267268275
"Q92797_IDR_329_542",0.363591327800221
"Q92800_IDR_187_229",0.226600101318729
"Q92800_IDR_264_300",0.254466645197277
"Q92800_IDR_307_424",0.252575208424984
"Q92800_IDR_481_515",0.26635804505901
"Q92802_IDR_131_175",0.193690797557375
"Q92802_IDR_1_42",0.196664618342121
"Q92802_IDR_181_245",0.204146453289579
"Q92802_IDR_551_583",0.197354452732947
"Q92802_IDR_63_124",0.208143678077978
"Q92804_IDR_1_237",0.361907000921576
"Q92804_IDR_239_272",0.339001343770036
"Q92804_IDR_321_592",0.299091655308388
"Q92805_IDR_1_68",0.333208687787483
"Q92805_IDR_551_626",0.313935888178806
"Q92837_IDR_224_266",0.335123493008178
"Q92837_IDR_53_197",0.330981539288949
"Q92838_IDR_67_249",1
"Q92839_IDR_1_75",1
"Q92841_IDR_16_118",0.476239954353049
"Q92841_IDR_554_729",0.523760045646952
"Q92844_IDR_1_389",1
"Q92847_IDR_1_32",1
"Q92851_IDR_194_272",1
"Q92854_IDR_650_853",1
"Q92858_IDR_1_169",0.486684501509165
"Q92858_IDR_218_354",0.513315498490835
"Q92859_IDR_1054_1107",0.469644507622352
"Q92859_IDR_1130_1461",0.530355492377648
"Q92870_IDR_1_293",0.307706880427453
"Q92870_IDR_313_414",0.381923890136972
"Q92886_IDR_1_103",0.496997682003925
"Q92870_IDR_712_758",0.310369229435575
"Q92879_IDR_241_339",0.528198120595712
"Q92879_IDR_350_393",0.471801879404288
"Q92911_IDR_577_643",1
"Q92913_IDR_1_63",0.485761025423666
"Q92913_IDR_206_245",0.514238974576334
"Q92914_IDR_1_65",1
"Q92915_IDR_1_66",0.501584792016556
"Q92915_IDR_208_247",0.498415207983445
"Q92917_IDR_198_238",0.337392964269709
"Q92917_IDR_25_157",0.332048180051276
"Q92917_IDR_300_355",0.330558855679015
"Q92918_IDR_295_481",1
"Q92922_IDR_283_444",0.336067172190682
"Q92922_IDR_562_632",0.369363138458505
"Q92922_IDR_667_1105",0.294569689350813
"Q92925_IDR_1_142",1
"Q92930_IDR_176_207",1
"Q92932_IDR_114_507",0.494192666031247
"Q92932_IDR_645_723",0.505807333968753
"Q92934_IDR_1_92",1
"Q92935_IDR_1_42",1
"Q92945_IDR_1_142",0.344243433992288
"Q92979_IDR_1_38",1
"Q92982_IDR_1_35",1
"Q92985_IDR_134_172",1
"Q92988_IDR_1_240",1
"Q92993_IDR_67_222",1
"Q92994_IDR_284_677",1
"Q92997_IDR_502_559",0.349610217859728
"Q92997_IDR_561_690",0.29091170305198
"Q92997_IDR_94_241",0.359478079088292
"Q93008_IDR_1592_1636",0.328491610182344
"Q93008_IDR_1_63",0.316826546623447
"Q93008_IDR_2479_2570",0.354681843194209
"Q93009_IDR_1_63",1
"Q93015_IDR_1_56",0.496473685501447
"Q93015_IDR_214_270",0.503526314498553
"Q93038_IDR_1_32",0.515008139042346
"Q93038_IDR_230_326",0.484991860957654
"Q93050_IDR_666_708",1
"Q93052_IDR_1_388",1
"Q93063_IDR_1_55",1
"Q969F2_IDR_179_451",1
"Q969F8_IDR_1_37",0.498432565759206
"Q969F8_IDR_342_398",0.501567434240794
"Q969F9_IDR_215_245",1
"Q969G2_IDR_178_310",1
"Q969G3_IDR_135_196",0.348169827320426
"Q969G3_IDR_1_67",0.350289312958383
"Q969G3_IDR_294_411",0.301540859721191
"Q969G5_IDR_130_261",1
"Q969G9_IDR_191_470",1
"Q969H0_IDR_1_229",1
"Q969H4_IDR_327_397",0.386405262733608
"Q969H4_IDR_505_596",0.304759494899703
"Q969H4_IDR_673_720",0.308835242366689
"Q969I6_IDR_1_76",1
"Q969J2_IDR_136_317",1
"Q969K3_IDR_154_265",0.484310725001053
"Q969K3_IDR_286_321",0.515689274998947
"Q969M2_IDR_104_144",0.471771809454809
"Q969M2_IDR_247_484",0.528228190545191
"Q969Y2_IDR_1_31",1
"Q969Z0_IDR_2_64",1
"Q969Z4_IDR_120_343",0.50085623937881
"Q969Z4_IDR_356_416",0.49914376062119
"Q96A00_IDR_1_32",1
"Q96A04_IDR_1_32",0.499062060904662
"Q96A04_IDR_75_125",0.500937939095338
"Q96A08_IDR_1_37",1
"Q96A09_IDR_1_46",1
"Q96A11_IDR_1_61",0.506544541540388
"Q96A11_IDR_401_431",0.493455458459612
"Q96A19_IDR_1_260",0.488418786019925
"Q96A19_IDR_488_550",0.511581213980075
"Q96A22_IDR_1_53",1
"Q96A25_IDR_1_47",1
"Q96A26_IDR_1_61",1
"Q96A29_IDR_1_33",1
"Q96A33_IDR_1_119",0.533436222322962
"Q96A33_IDR_426_483",0.466563777677038
"Q96A46_IDR_1_37",1
"Q96A65_IDR_211_272",0.504461573261822
"Q96A65_IDR_407_481",0.495538426738178
"Q96A73_IDR_1_305",1
"Q96A83_IDR_124_379",0.468213569754952
"Q96A83_IDR_388_441",0.531786430245048
"Q96A98_IDR_1_50",1
"Q96A99_IDR_114_257",0.493089208588438
"Q96A99_IDR_1_39",0.506910791411562
"Q96AA8_IDR_162_489",0.493159574995466
"Q96AA8_IDR_563_619",0.506840425004534
"Q96AC1_IDR_141_178",1
"Q96AC6_IDR_18_243",0.479688661598941
"Q96AC6_IDR_712_838",0.520311338401059
"Q96AD5_IDR_258_294",0.462902522001085
"Q96AD5_IDR_456_504",0.537097477998915
"Q96AE4_IDR_450_482",0.534460982980599
"Q96AE4_IDR_46_97",0.465539017019401
"Q96AG3_IDR_1_94",1
"Q96AG4_IDR_171_264",1
"Q96AH0_IDR_108_204",1
"Q96AY3_IDR_1_38",1
"Q96AY4_IDR_1291_1335",0.351401217966356
"Q96AY4_IDR_1_39",0.313938891463188
"Q96AY4_IDR_1944_2457",0.334659890570456
"Q96B01_IDR_1_352",1
"Q96B18_IDR_47_599",1
"Q96B23_IDR_1_379",1
"Q96B33_IDR_186_292",1
"Q96B36_IDR_37_177",1
"Q96B54_IDR_1_160",1
"Q96B77_IDR_20_51",1
"Q96B97_IDR_157_606",0.510449618350403
"Q96B97_IDR_61_98",0.489550381649597
"Q96BA8_IDR_1_345",0.491062635227549
"Q96BA8_IDR_389_517",0.508937364772451
"Q96BD0_IDR_1_76",1
"Q96BD5_IDR_25_493",0.49790908666155
"Q96BD5_IDR_630_680",0.50209091333845
"Q96BD8_IDR_96_133",1
"Q96BF3_IDR_137_167",0.490824951485369
"Q96BT3_IDR_1_459",1
"Q96BT7_IDR_511_619",1
"Q96BU1_IDR_1_319",1
"Q96BV0_IDR_1_444",1
"Q96BW1_IDR_58_103",1
"Q96BY6_IDR_1230_1325",0.197113524674456
"Q96BY6_IDR_1400_1468",0.192889554990563
"Q96BY6_IDR_1_43",0.188248116793162
"Q96BY6_IDR_2153_2186",0.213773121874911
"Q96BY6_IDR_293_342",0.207975681666908
"Q96BY7_IDR_1008_1047",0.15166979914364
"Q96BY7_IDR_109_144",0.144945779511114
"Q96BY7_IDR_1371_1448",0.135829571879947
"Q96BY7_IDR_1731_1800",0.140746965786642
"Q96BY7_IDR_238_276",0.139491803207181
"Q96BY7_IDR_343_500",0.152663292666945
"Q96BY7_IDR_867_900",0.134652787804532
"Q96BY9_IDR_284_339",1
"Q96BZ4_IDR_1_55",1
"Q96C00_IDR_144_366",1
"Q96CB8_IDR_216_462",0.473716205493741
"Q96CB8_IDR_44_149",0.526283794506258
"Q96CB9_IDR_1_35",1
"Q96CC6_IDR_1_369",1
"Q96CF2_IDR_174_223",1
"Q96CG3_IDR_151_184",1
"Q96CG8_IDR_1_98",1
"Q96CJ1_IDR_114_260",1
"Q96CK0_IDR_1_48",0.336589356418063
"Q96CK0_IDR_172_321",0.313121059674328
"Q96CK0_IDR_323_461",0.350289583907609
"Q96CN4_IDR_1_81",0.319105363798941
"Q96CN4_IDR_662_702",0.33049612584666
"Q96CN4_IDR_705_794",0.3503985103544
"Q96CN9_IDR_1_169",0.344717720692603
"Q96CN9_IDR_396_513",0.338162363043665
"Q96CN9_IDR_569_667",0.317119916263732
"Q96CP2_IDR_1_36",0.516311532572856
"Q96CP2_IDR_70_140",0.483688467427144
"Q96CP6_IDR_1_77",0.329137944829264
"Q96D31_IDR_261_301",0.326391775544935
"Q96D42_IDR_128_322",1
"Q96D53_IDR_1_131",1
"Q96D59_IDR_123_192",1
"Q96D70_IDR_1_70",1
"Q96D71_IDR_104_275",0.527981309106296
"Q96D71_IDR_370_796",0.472018690893704
"Q96D96_IDR_46_83",1
"Q96D98_IDR_1_86",1
"Q96DB5_IDR_1_38",1
"Q96DB9_IDR_15_131",1
"Q96DC7_IDR_1_63",1
"Q96DD7_IDR_72_197",1
"Q96DE5_IDR_1_59",1
"Q96DF8_IDR_1_476",1
"Q96DI7_IDR_1_50",1
"Q96DL1_IDR_1_37",1
"Q96DM1_IDR_1_72",1
"Q96DN2_IDR_744_955",1
"Q96DN5_IDR_949_1027",1
"Q96DZ5_IDR_227_285",0.259060832809491
"Q96DZ5_IDR_361_415",0.253063138394411
"Q96DZ5_IDR_487_547",0.253186574097477
"Q96E09_IDR_1_287",1
"Q96E11_IDR_1_40",1
"Q96E29_IDR_13_116",1
"Q96E39_IDR_82_390",1
"Q96E40_IDR_164_214",1
"Q96E93_IDR_16_69",1
"Q96EA4_IDR_339_586",1
"Q96EB1_IDR_1_44",0.490739408157931
"Q96EB1_IDR_390_420",0.509260591842069
"Q96EB6_IDR_1_174",0.321239367467461
"Q96EB6_IDR_505_621",0.344242028654797
"Q96EB6_IDR_661_747",0.334518603877743
"Q96EC8_IDR_1_51",1
"Q96ES7_IDR_96_151",1
"Q96ED9_IDR_155_256",0.335918893839214
"Q96ED9_IDR_393_481",0.308207836388129
"Q96ED9_IDR_639_719",0.355873269772657
"Q96EE3_IDR_322_360",1
"Q96EU6_IDR_1_116",1
"Q96EV2_IDR_1_1094",1
"Q96EV8_IDR_213_255",0.532940520265982
"Q96EV8_IDR_257_351",0.467059479734018
"Q96EW2_IDR_342_387",0.50981609446998
"Q96EW2_IDR_398_456",0.49018390553002
"Q96EX1_IDR_40_92",1
"Q96EX2_IDR_1_150",1
"Q96EX3_IDR_1_102",1
"Q96EY4_IDR_1_36",0.505772242944888
"Q96EY4_IDR_165_203",0.494227757055112
"Q96EY5_IDR_153_203",1
"Q96EZ8_IDR_1_132",1
"Q96F05_IDR_1_382",1
"Q96F24_IDR_48_242",1
"Q96F25_IDR_1_32",1
"Q96F45_IDR_1_621",1
"Q96FK6_IDR_353_387",1
"Q96FL8_IDR_474_535",1
"Q96FL9_IDR_1_50",1
"Q96FS4_IDR_1_105",0.514067021469468
"Q96FS4_IDR_762_993",0.485932978530532
"Q96FT9_IDR_1_123",1
"Q96FV0_IDR_175_321",1
"Q96FV9_IDR_191_227",0.487386284853592
"Q96FV9_IDR_532_571",0.512613715146408
"Q96FZ2_IDR_292_354",1
"Q96FZ5_IDR_1_33",1
"Q96FZ7_IDR_167_201",1
"Q96G01_IDR_119_665",0.453853919902936
"Q96G01_IDR_737_975",0.546146080097064
"Q96G23_IDR_334_380",1
"Q96G25_IDR_159_268",1
"Q96G27_IDR_46_269",1
"Q96G28_IDR_136_322",1
"Q96G30_IDR_122_157",0.480256206820542
"Q96G30_IDR_58_119",0.519743793179458
"Q96G42_IDR_1_183",1
"Q96G46_IDR_1_120",0.471078301229314
"Q96G46_IDR_236_288",0.528921698770686
"Q96G74_IDR_1_173",0.485964749911203
"Q96G74_IDR_413_512",0.514035250088797
"Q96G91_IDR_337_374",1
"Q96G97_IDR_1_49",0.529563729241161
"Q96G97_IDR_245_398",0.470436270758839
"Q96GA3_IDR_24_377",0.506064180300545
"Q96GA3_IDR_380_475",0.493935819699455
"Q96GC6_IDR_244_478",0.50491190217797
"Q96GC6_IDR_76_108",0.49508809782203
"Q96GC9_IDR_1_36",1
"Q96GD3_IDR_237_353",0.44445671041088
"Q96GD3_IDR_464_587",0.555543289589119
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.512458995656542
"Q96GI7_IDR_1_86",0.487541004343458
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.321104083083586
"Q96GN5_IDR_237_321",0.351386772968681
"Q96GN5_IDR_89_138",0.327509143947733
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.337852873310232
"Q96GX5_IDR_495_648",0.298066027759326
"Q96GX5_IDR_660_732",0.364081098930442
"Q96GY0_IDR_143_296",0.548196297920414
"Q96GY0_IDR_42_140",0.451803702079586
"Q96GY3_IDR_129_200",0.504288486308715
"Q96GY3_IDR_33_91",0.495711513691285
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.484458172260272
"Q96HA1_IDR_70_1249",0.515541827739728
"Q96HB5_IDR_1_55",0.472261323658392
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.481370957952517
"Q96HA7_IDR_663_928",0.518629042047483
"Q96HB5_IDR_63_623",0.527738676341608
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.516199312060106
"Q96HE9_IDR_1_54",0.483800687939894
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.508770752204239
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.168871971149021
"Q96HP0_IDR_1308_1375",0.161114857501791
"Q96HP0_IDR_1_44",0.169554183563651
"Q96HP0_IDR_156_194",0.161566559468373
"Q96HP0_IDR_410_444",0.163894151768239
"Q96HP0_IDR_850_900",0.174998276548925
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.500476914614573
"Q96HR8_IDR_295_391",0.499523085385427
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.518125350577502
"Q96HU1_IDR_387_423",0.481874649422498
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.493902960226754
"Q96HZ4_IDR_1_37",0.506097039773246
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.468979432296975
"Q96IQ9_IDR_197_312",0.509112022569014
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.314918811371149
"Q96IT1_IDR_1_39",0.348125360038474
"Q96IT1_IDR_488_518",0.336955828590377
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.475180898288738
"Q96IY1_IDR_224_281",0.524819101711262
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.493886050545838
"Q96J42_IDR_1_84",0.506113949454162
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.424420979034915
"Q96J84_IDR_612_757",0.575579020965085
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.488505420308863
"Q96J87_IDR_278_312",0.511494579691137
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.271939173414896
"Q96JE7_IDR_1_89",0.247222122749798
"Q96JE7_IDR_397_430",0.238734856135292
"Q96JE7_IDR_713_1054",0.242103847700014
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.50569752633618
"Q96JG6_IDR_492_601",0.494302473663821
"Q96JG8_IDR_1_55",0.3498957542809
"Q96JG8_IDR_57_408",0.326146174769719
"Q96JG8_IDR_688_729",0.323958070949381
"Q96JH7_IDR_1093_1222",0.242494402681563
"Q96JH7_IDR_1_40",0.251669148332555
"Q96JH7_IDR_699_773",0.256946506654617
"Q96JH7_IDR_985_1087",0.248889942331265
"Q96JH8_IDR_1_58",0.338192767532454
"Q96JH8_IDR_167_237",0.362500681088396
"Q96JH8_IDR_814_968",0.299306551379149
"Q96JJ6_IDR_159_192",0.506087242548171
"Q96JJ6_IDR_356_603",0.493912757451829
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.503223321130099
"Q96JK2_IDR_491_942",0.496776678869901
"Q96JM4_IDR_1499_1536",0.142724048798456
"Q96JM4_IDR_1587_1629",0.1524186711126
"Q96JM4_IDR_1690_1722",0.146669827973182
"Q96JM7_IDR_122_223",0.32889955813813
"Q96JM7_IDR_49_118",0.341658425654842
"Q96JM7_IDR_546_683",0.329442016207028
"Q96JN0_IDR_1_345",0.509925966008747
"Q96JN0_IDR_388_433",0.490074033991253
"Q96JN2_IDR_141_303",0.19994057368345
"Q96JN2_IDR_1_89",0.192509860382426
"Q96JN2_IDR_326_382",0.20903861475171
"Q96JN2_IDR_552_869",0.198811113733762
"Q96JN2_IDR_942_1127",0.199699837448651
"Q96JN8_IDR_1088_1124",0.499278605730805
"Q96JN8_IDR_1_39",0.500721394269195
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.516498857374125
"Q96K76_IDR_424_461",0.341599640293448
"Q96K76_IDR_839_1026",0.325471583880213
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.27209851101791
"Q96KC8_IDR_185_220",0.243593442473343
"Q96KC8_IDR_243_327",0.246599825233159
"Q96KC8_IDR_348_493",0.237708221275588
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.498459993245193
"Q96KK3_IDR_476_526",0.501540006754807
"Q96KQ4_IDR_278_880",0.377831029753832
"Q96KQ7_IDR_1_419",0.484508805821933
"Q96KQ7_IDR_552_611",0.515491194178067
"Q96KR1_IDR_1038_1074",0.298627110364236
"Q96KR1_IDR_145_558",0.407267334790166
"Q96KR1_IDR_642_721",0.294105554845598
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.538247863513049
"Q96KS9_IDR_54_112",0.461752136486951
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.450289583353585
"Q96L34_IDR_372_666",0.549710416646415
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.503292014485579
"Q96LL4_IDR_1_75",0.496707985514421
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.318083396216742
"Q96LP6_IDR_1_31",0.348979691831052
"Q96LP6_IDR_42_84",0.332936911952206
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.337418487021488
"Q96LT9_IDR_200_325",0.328017741408598
"Q96LT9_IDR_327_384",0.334563771569914
"Q96LU7_IDR_572_616",0.236861544292534
"Q96LU7_IDR_654_694",0.291599905996265
"Q96LU7_IDR_718_752",0.226025692755066
"Q96LU7_IDR_77_208",0.245512856956135
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.356293826201382
"Q96M53_IDR_1_101",0.324247620714767
"Q96M53_IDR_254_351",0.319458553083851
"Q96M60_IDR_106_145",0.496983060033325
"Q96M60_IDR_310_376",0.503016939966675
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.442275706935402
"Q96M69_IDR_603_825",0.557724293064598
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.245122562175966
"Q96M86_IDR_233_268",0.256116002956882
"Q96M86_IDR_2687_2784",0.258434711244899
"Q96M86_IDR_3586_3651",0.240326723622253
"Q96M89_IDR_1_199",0.501118957965201
"Q96M89_IDR_302_401",0.498881042034799
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.497184560606882
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.510677834614673
"Q96MM3_IDR_79_110",0.489322165385328
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.479805539369813
"Q96MM7_IDR_508_600",0.520194460630187
"Q96MN9_IDR_1_275",0.507391279806185
"Q96MN9_IDR_283_318",0.492608720193815
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.34518107108786
"Q96MS0_IDR_1334_1386",0.304424168119738
"Q96MS0_IDR_971_1018",0.350394760792401
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.211151981294459
"Q96MT7_IDR_704_737",0.186456081904985
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.500270560705211
"Q96MX3_IDR_485_542",0.499729439294789
"Q96MY1_IDR_1_184",0.497416305046575
"Q96MY1_IDR_247_397",0.502583694953425
"Q96MY7_IDR_1_529",0.496859236907736
"Q96MY7_IDR_582_647",0.503140763092264
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.455218239802777
"Q96N06_IDR_93_139",0.544781760197223
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.494463579053268
"Q96N21_IDR_333_525",0.505536420946732
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.241762685233406
"Q96N23_IDR_1380_1443",0.249865377368406
"Q96N23_IDR_1_45",0.247932096547795
"Q96N23_IDR_1543_1604",0.260439840850393
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.317485815835187
"Q96N67_IDR_414_455",0.331167134296819
"Q96N67_IDR_860_909",0.351347049867994
"Q96N77_IDR_1_117",0.462969750213986
"Q96NA8_IDR_198_231",0.253210163003139
"Q96NA8_IDR_366_419",0.238898366103233
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.498857078359272
"Q96NB3_IDR_72_287",0.501142921640728
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.506170711524799
"Q96NG5_IDR_87_160",0.493829288475201
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.478814806820108
"Q96NK8_IDR_167_203",0.521185193179892
"Q96NL0_IDR_227_280",0.520576951501071
"Q96NL0_IDR_283_473",0.479423048498929
"Q96NL1_IDR_1_238",0.483654266176534
"Q96NL1_IDR_243_275",0.516345733823467
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.532625711809749
"Q96NL6_IDR_69_133",0.467374288190251
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.498493419656587
"Q96NM4_IDR_53_258",0.501506580343413
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.311942464773152
"Q96NX9_IDR_1_63",0.372123063382068
"Q96NX9_IDR_512_599",0.31593447184478
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.494103601827653
"Q96NY9_IDR_87_127",0.505896398172347
"Q96NZ1_IDR_1_189",0.510647207715426
"Q96NZ1_IDR_288_421",0.489352792284573
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.360660366476715
"Q96P26_IDR_1_47",0.322690238103658
"Q96P26_IDR_244_277",0.316649395419626
"Q96P31_IDR_602_640",0.495809499648313
"Q96P31_IDR_700_734",0.504190500351687
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.506747696804798
"Q96P47_IDR_428_567",0.493252303195202
"Q96PD2_IDR_1_68",0.325898666028042
"Q96PD2_IDR_453_560",0.371241995821426
"Q96PD2_IDR_689_731",0.302859338150531
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.341200069539441
"Q96PE1_IDR_1_32",0.323598699940296
"Q96PE1_IDR_951_1010",0.335201230520262
"Q96PE2_IDR_1_1062",0.244376961246685
"Q96PE2_IDR_1561_1607",0.245012723014649
"Q96PE2_IDR_1616_1727",0.249868340929772
"Q96PE2_IDR_1984_2020",0.260741974808894
"Q96PE3_IDR_1_39",0.541769563668284
"Q96PE3_IDR_472_621",0.458230436331716
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.346120542930614
"Q96PU5_IDR_415_494",0.34266824947357
"Q96PU8_IDR_183_284",0.482652729953603
"Q96PU8_IDR_290_341",0.517347270046397
"Q96PV0_IDR_727_1343",0.492061827491373
"Q96PV0_IDR_90_174",0.507938172508627
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.275888100419154
"Q96PV6_IDR_14_78",0.251847327969856
"Q96PV6_IDR_237_285",0.245712400719775
"Q96PV6_IDR_344_540",0.226552170891215
"Q96PX1_IDR_327_630",0.501216524034463
"Q96PX1_IDR_645_679",0.498783475965537
"Q96PX6_IDR_1_55",0.326961727675217
"Q96PX6_IDR_176_553",0.341582605330079
"Q96PX6_IDR_59_140",0.331455666994704
"Q96PX9_IDR_1116_1271",0.347472398962338
"Q96PX9_IDR_1_184",0.320101420396543
"Q96PX9_IDR_574_801",0.33242618064112
"Q96PY6_IDR_269_1032",0.48237651019475
"Q96Q91_IDR_1_51",0.248375197790566
"Q96Q91_IDR_177_227",0.244499855251798
"Q96Q91_IDR_341_375",0.257850001070661
"Q96Q91_IDR_944_976",0.249274945886975
"Q96QB1_IDR_1_806",0.505291794208417
