"","GO0015630_microtubule_cytoskeleton"
"Q9H8Y5_IDR_618_681",0.356565444441076
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.409457129522395
"Q9H930_IDR_152_299",0.590542870477605
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.556944590842773
"Q9H967_IDR_60_176",0.443055409157227
"Q9H972_IDR_464_518",0.523530751151899
"Q9H972_IDR_71_300",0.476469248848101
"Q9H981_IDR_1_36",0.575231691736007
"Q9H981_IDR_428_495",0.424768308263993
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.472951655903292
"Q9H9S0_IDR_1_98",0.527048344096708
"Q9H9Y2_IDR_1_52",0.454827743426288
"Q9H9Y2_IDR_84_128",0.545172256573712
"Q9H9Z2_IDR_119_209",0.522331977359284
"Q9H9Z2_IDR_1_36",0.477668022640716
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.599037532934986
"Q9HA90_IDR_91_139",0.400962467065014
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.535453024989025
"Q9HAV5_IDR_66_246",0.464546975010975
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.35121239605689
"Q9HAW4_IDR_1141_1256",0.325245548334549
"Q9HAW4_IDR_1292_1332",0.32354205560856
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.309573568781601
"Q9HAZ2_IDR_216_393",0.383671574028935
"Q9HAZ2_IDR_397_1246",0.306754857189464
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.509760330325173
"Q9HB14_IDR_356_386",0.490239669674827
"Q9HB15_IDR_316_368",0.512695525114466
"Q9HB15_IDR_380_430",0.487304474885534
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.451549401097742
"Q9HBH9_IDR_408_458",0.548450598902258
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.382211636572566
"Q9HBJ7_IDR_565_657",0.300843167726678
"Q9HBJ7_IDR_746_817",0.316945195700756
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.287124613736374
"Q9HBM0_IDR_400_474",0.371602062065624
"Q9HBM0_IDR_498_779",0.341273324198003
"Q9HC44_IDR_427_474",0.54042117460333
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.473892460783047
"Q9HC58_IDR_272_434",0.526107539216953
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.337308191605094
"Q9HC77_IDR_33_949",0.662691808394906
"Q9HC78_IDR_1_65",0.549224796279456
"Q9HC78_IDR_202_498",0.450775203720544
"Q9HC84_IDR_1433_1501",0.18764883896719
"Q9HC84_IDR_1605_1778",0.203388599347532
"Q9HC84_IDR_1884_2304",0.197567567164884
"Q9HC84_IDR_2416_2861",0.210625920680065
"Q9HCE5_IDR_1_110",0.574287279250574
"Q9HCE5_IDR_397_456",0.425712720749426
"Q9HCE6_IDR_1131_1168",0.469497916004567
"Q9HCE6_IDR_1_309",0.530502083995433
"Q9HCE7_IDR_140_234",0.446478581916744
"Q9HCE7_IDR_266_307",0.553521418083257
"Q9HCE9_IDR_1156_1220",0.204725669739506
"Q9HCE9_IDR_1_35",0.192163811061943
"Q9HCE9_IDR_519_653",0.209221947903309
"Q9HCE9_IDR_658_727",0.210440286297654
"Q9HCE9_IDR_882_1143",0.183448284997588
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.48542091575333
"Q9HCG7_IDR_896_927",0.51457908424667
"Q9HCG8_IDR_1_124",0.359324613411164
"Q9HCG8_IDR_408_441",0.221437952427001
"Q9HCG8_IDR_656_908",0.419237434161836
"Q9HCJ5_IDR_129_202",0.266945582919014
"Q9HCJ5_IDR_1_72",0.383880362822119
"Q9HCJ5_IDR_483_513",0.349174054258867
"Q9HCJ6_IDR_1_38",0.50721557650677
"Q9HCJ6_IDR_383_419",0.49278442349323
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.234815110511448
"Q9HCK1_IDR_1862_2007",0.22934594151413
"Q9HCK1_IDR_2065_2354",0.312846826122143
"Q9HCK1_IDR_56_1610",0.22299212185228
"Q9HCK4_IDR_932_972",0.52371816184745
"Q9HCK4_IDR_982_1378",0.47628183815255
"Q9HCK8_IDR_1399_1439",0.279794264288065
"Q9HCK8_IDR_1_662",0.207083031750844
"Q9HCK8_IDR_1663_1736",0.262510296139534
"Q9HCK8_IDR_1967_2581",0.250612407821557
"Q9HCL0_IDR_725_915",0.57841197847852
"Q9HCL0_IDR_952_1083",0.42158802152148
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.481187775740482
"Q9HCU0_IDR_401_687",0.518812224259519
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.453410868991399
"Q9HCU9_IDR_172_205",0.546589131008601
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.332105880650034
"Q9HCX4_IDR_736_775",0.361773553659085
"Q9HCX4_IDR_829_862",0.30612056569088
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.418362078127739
"Q9HD20_IDR_884_948",0.581637921872261
"Q9HD23_IDR_1_81",0.489672741138163
"Q9HD23_IDR_399_443",0.510327258861837
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.6417849931819
"Q9HD67_IDR_947_1167",0.3582150068181
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.530982401413708
"Q9NP64_IDR_93_128",0.469017598586292
"Q9NP66_IDR_1_102",0.493854779441553
"Q9NP66_IDR_181_220",0.506145220558447
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.508316260828497
"Q9NP71_IDR_189_666",0.491683739171503
"Q9NP74_IDR_211_242",0.208922644377642
"Q9NP74_IDR_246_406",0.285985471590167
"Q9NP74_IDR_450_551",0.224346234432678
"Q9NP74_IDR_92_209",0.280745649599514
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.321246514284355
"Q9NP80_IDR_217_286",0.325273306770679
"Q9NP80_IDR_294_353",0.353480178944966
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.532382670966434
"Q9NP85_IDR_352_383",0.467617329033566
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.371541726758448
"Q9NPD5_IDR_649_702",0.32010246939217
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.492541918973081
"Q6PJI9_IDR_344_383",0.321015624047699
"Q6PJI9_IDR_497_528",0.312800062351334
"Q6PJI9_IDR_588_639",0.366184313600967
"Q6PJP8_IDR_1_115",0.365461389531444
"Q6PJP8_IDR_183_409",0.311488273624799
"Q6PJP8_IDR_412_697",0.323050336843756
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.109463598521752
"Q6Q759_IDR_1143_1219",0.105496532680984
"Q6Q759_IDR_1324_1379",0.101337841847585
"Q6Q759_IDR_1926_2028",0.116213620408614
"Q6Q759_IDR_880_932",0.117425395793801
"Q6Q759_IDR_936_1012",0.138788666666829
"Q6QHK4_IDR_124_161",0.507462826499834
"Q6QHK4_IDR_1_64",0.492537173500166
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.250736758748513
"Q6T4P5_IDR_542_578",0.22132092895532
"Q6T4P5_IDR_606_718",0.240164423624026
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.126514112382997
"Q6TFL3_IDR_344_374",0.126902211895754
"Q6TFL3_IDR_385_488",0.136350149208499
"Q6TFL3_IDR_758_980",0.134112229994163
"Q6UWB4_IDR_1_52",0.455292888460395
"Q6UWB4_IDR_303_352",0.544707111539605
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.558899909996119
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.549200704791459
"Q6UXY8_IDR_961_1006",0.597961256242045
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.522918587311911
"Q6UY09_IDR_538_573",0.477081412688089
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.500744980264981
"Q6UY14_IDR_605_661",0.499255019735019
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.344498814896679
"Q6VAB6_IDR_474_567",0.318469526515849
"Q6VAB6_IDR_571_651",0.337031658587473
"Q6VB84_IDR_1_106",0.491729261076285
"Q6VB84_IDR_235_416",0.508270738923715
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.525696766665626
"Q6X4U4_IDR_169_206",0.570912274907572
"Q6X4U4_IDR_1_70",0.429087725092428
"Q6X4W1_IDR_108_323",0.480065428995398
"Q6X4W1_IDR_1_101",0.519934571004602
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.439529948238536
"Q6XE24_IDR_371_437",0.560470051761464
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.528818435301983
"Q6XR72_IDR_419_485",0.471181564698017
"Q6XYB7_IDR_142_198",0.457334271861684
"Q6XYB7_IDR_1_90",0.542665728138315
"Q6XYQ8_IDR_140_228",0.498914885226591
"Q6XYQ8_IDR_86_131",0.501085114773409
"Q6XZF7_IDR_1350_1512",0.285068314481435
"Q6XZF7_IDR_209_242",0.274788037881329
"Q6XZF7_IDR_302_779",0.440143647637236
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.513193171326945
"Q6ZMI0_IDR_702_734",0.189566763764084
"Q6ZMI0_IDR_737_780",0.181912807685039
"Q9NPE2_IDR_1_60",0.507458081026919
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.359134779750729
"Q9NPF5_IDR_258_311",0.361411408966693
"Q9NPF5_IDR_396_467",0.279453811282578
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.551298337900164
"Q9NPG3_IDR_578_1134",0.448701662099836
"Q9NPG4_IDR_1124_1184",0.4470521286749
"Q9NPG4_IDR_785_1113",0.552947871325099
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.313227939412768
"Q9NPI1_IDR_35_132",0.393537106587853
"Q9NPI1_IDR_481_520",0.293234953999379
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.475736914879905
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.505721952410794
"Q9NQ34_IDR_1_36",0.494278047589206
"Q9NQ35_IDR_1_40",0.488297458459483
"Q9NQ35_IDR_43_103",0.511702541540517
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.476718165120716
"Q9NQ48_IDR_170_209",0.523281834879284
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.230632672173927
"Q9NQ66_IDR_1172_1216",0.219029423914053
"Q9NQ66_IDR_465_547",0.216569081608611
"Q9NQ66_IDR_817_1035",0.333768822303408
"Q9NQ69_IDR_197_275",0.302944432424696
"Q9NQ69_IDR_320_397",0.327535631449036
"Q9NQ69_IDR_32_66",0.369519936126268
"Q9NQ75_IDR_76_432",0.493027015881594
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.307444801692621
"Q9NQL9_IDR_287_336",0.327428307428724
"Q9NQL9_IDR_397_472",0.365126890878655
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.442896050036317
"Q9NQR7_IDR_121_581",0.557103949963683
"Q9NQS1_IDR_1_113",0.40374936807604
"Q9NQS1_IDR_205_347",0.59625063192396
"Q9NQS3_IDR_1_50",0.354628000739947
"Q9NQS3_IDR_359_408",0.311455474520869
"Q9NQS3_IDR_429_530",0.333916524739184
"Q9NQW6_IDR_889_924",0.392527759104246
"Q9NQW8_IDR_1_183",0.576353552308353
"Q9NQW8_IDR_685_779",0.423646447691647
"Q9NQX0_IDR_1_165",0.464879679824702
"Q9NQX0_IDR_379_468",0.535120320175298
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.398094626732583
"Q9NQX4_IDR_1227_1357",0.601905373267417
"Q9NQX5_IDR_107_282",0.542376087078585
"Q9NQX5_IDR_1_101",0.457623912921415
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.395305949907471
"Q9NQZ2_IDR_330_479",0.604694050092529
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.488394755108238
"Q9NQZ6_IDR_58_110",0.511605244891762
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.608939777148333
"Q9NR81_IDR_470_526",0.391060222851667
"Q9NR82_IDR_1_88",0.21756622262388
"Q9NR82_IDR_401_619",0.323219520383921
"Q9NR82_IDR_633_863",0.215337817619302
"Q9NR82_IDR_874_932",0.243876439372898
"Q9NR83_IDR_1_203",0.485159126278708
"Q9NR83_IDR_205_362",0.514840873721292
"Q9NR99_IDR_1646_1717",0.303593128959325
"Q9NR99_IDR_700_771",0.29942410555129
"Q9NR99_IDR_807_1634",0.396982765489384
"Q9NRA0_IDR_1_46",0.346952286951302
"Q9NRA0_IDR_384_419",0.327257915208206
"Q9NRA0_IDR_476_512",0.325789797840493
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.335375033886625
"Q9NRC6_IDR_3490_3540",0.317384789292097
"Q9NRC6_IDR_3642_3674",0.347240176821278
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.347453839260992
"Q9NRF2_IDR_628_752",0.335070928871308
"Q9NRF2_IDR_96_283",0.3174752318677
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.520147516163554
"Q9NRH1_IDR_135_196",0.479852483836446
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.458720746180262
"Q9NRI5_IDR_618_854",0.541279253819738
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.295103594088852
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.305474692530115
"Q9NRR4_IDR_460_500",0.303141583795345
"Q9NRR4_IDR_78_405",0.39138372367454
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.351059954593185
"Q9NRY4_IDR_1442_1499",0.316666898307444
"Q9NRY4_IDR_952_1117",0.332273147099371
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.318457039958049
"Q9NS68_IDR_194_423",0.343724984446535
"Q9NS68_IDR_96_189",0.337817975595416
"Q9NS69_IDR_108_142",0.502476898242953
"Q9NS69_IDR_1_41",0.497523101757046
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.399028521139111
"Q9NS87_IDR_601_712",0.600971478860889
"Q9NS91_IDR_359_495",0.520438756991248
"Q9NS91_IDR_99_241",0.479561243008752
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.473995748268234
"Q9NSI8_IDR_305_335",0.526004251731766
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.513527069039947
"Q9NST1_IDR_404_481",0.486472930960053
"Q9NSV4_IDR_1022_1179",0.404786035556057
"Q9NSV4_IDR_1_112",0.326131584738282
"Q9NSV4_IDR_549_600",0.269082379705661
"Q9NSY0_IDR_1_35",0.465519868783624
"Q9NSY0_IDR_387_418",0.534480131216376
"Q9NSY1_IDR_1_37",0.468167859713644
"Q9NSY1_IDR_326_1111",0.531832140286356
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.277638812374383
"Q9NT99_IDR_459_491",0.247394256861788
"Q9NT99_IDR_496_552",0.266810609261018
"Q9NT99_IDR_620_693",0.208156321502811
"Q9NTG1_IDR_1_42",0.389686817904512
"Q9NTZ6_IDR_392_426",0.534609103746996
"Q9NTZ6_IDR_92_222",0.465390896253004
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.459426717851371
"Q9NU39_IDR_185_408",0.540573282148629
"Q9NUA8_IDR_129_237",0.486361856591653
"Q9NUA8_IDR_614_733",0.513638143408347
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.511356470583421
"Q9NUB4_IDR_89_122",0.488643529416579
"Q9NUC0_IDR_1_75",0.539328102018681
"Q9NUC0_IDR_208_253",0.460671897981319
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.538099342293958
"Q9NUE0_IDR_353_388",0.461900657706042
"Q9NUG4_IDR_1_37",0.358529139005576
"Q9NUG4_IDR_160_295",0.287573757380094
"Q9NUG4_IDR_370_409",0.35389710361433
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.49142974318805
"Q9NUY8_IDR_512_544",0.50857025681195
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.327970836813813
"Q9NV58_IDR_400_436",0.372692604404317
"Q9NV58_IDR_463_838",0.29933655878187
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.441128309023198
"Q9NV66_IDR_319_352",0.558871690976802
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.419509912975902
"Q9NVP1_IDR_1_173",0.612104318007669
"Q9NVP1_IDR_626_670",0.387895681992331
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.34144868119082
"Q9NVR5_IDR_354_517",0.26144893733857
"Q9NVR5_IDR_674_794",0.397102381470609
"Q9NVU0_IDR_145_176",0.524276979852808
"Q9NVU0_IDR_439_554",0.475723020147192
"Q9NVU7_IDR_226_280",0.424125481379691
"Q9NVU7_IDR_452_687",0.575874518620309
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.467698035685384
"Q9NWF9_IDR_35_277",0.532301964314616
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.380889304823941
"Q9NWH9_IDR_70_383",0.353930828847086
"Q9NWH9_IDR_969_1002",0.265179866328973
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.24277367472963
"Q9NWM3_IDR_250_386",0.41430803225007
"Q9NWM3_IDR_87_248",0.3429182930203
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.521255282658803
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.517614636886885
"Q9NX65_IDR_1_50",0.482385363113115
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.506911536882795
"Q9NX94_IDR_276_314",0.493088463117205
"Q9NX95_IDR_1_281",0.308969957377591
"Q9NX95_IDR_305_336",0.23301906691739
"Q9NX95_IDR_344_484",0.243403026550306
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.515614629011356
"Q9NXW2_IDR_53_91",0.484385370988644
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.539084722299874
"Q9NXZ2_IDR_1_65",0.460915277700126
"Q9NY12_IDR_162_217",0.499371161641947
"Q9NY12_IDR_1_62",0.500628838358053
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.240010230763434
"Q9NYB5_IDR_142_182",0.237605503039594
"Q9NYB5_IDR_300_332",0.260197014706589
"Q9NYB5_IDR_667_712",0.262187251490383
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.321830945732639
"Q9NYF5_IDR_621_681",0.345562109222772
"Q9NYF5_IDR_753_837",0.332606945044588
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.501393230652228
"Q9NYP9_IDR_44_76",0.498606769347772
"Q9NYQ6_IDR_2300_2332",0.346411208829206
"Q9NYQ6_IDR_2722_2752",0.336473993967828
"Q9NYQ6_IDR_2754_2998",0.317114797202966
"Q9NYQ7_IDR_181_231",0.306872134063769
"Q9NYQ7_IDR_2788_2818",0.333921054171174
"Q9NYQ7_IDR_2824_3312",0.359206811765057
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.469726321177829
"Q9NYV4_IDR_1_717",0.530273678822171
"Q9NYV6_IDR_1_45",0.312653822213944
"Q9NYV6_IDR_264_301",0.360756737012293
"Q9NYV6_IDR_591_651",0.326589440773763
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.488126606634461
"Q9NZ71_IDR_1141_1219",0.258034509708924
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.241774651571288
"Q9NZ94_IDR_639_702",0.279113713009023
"Q9NZ94_IDR_734_806",0.246018902004438
"Q9NZ94_IDR_818_848",0.233092733415251
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.515486898867123
"Q9NZB2_IDR_894_1118",0.484513101132877
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.521962803280659
"Q9NZC9_IDR_859_954",0.478037196719341
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.491720875588107
"Q9NZI5_IDR_73_112",0.508279124411893
"Q9NZM3_IDR_818_886",0.196373217608016
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.377175795010658
"Q9NZM5_IDR_92_417",0.622824204989342
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.184131847481317
"Q9NZN5_IDR_1267_1405",0.148349769721932
"Q9NZN5_IDR_1422_1489",0.144759962137117
"Q9NZN5_IDR_149_345",0.169556165473468
"Q9NZN5_IDR_1_64",0.190152159375345
"Q9NZN5_IDR_564_764",0.163050095810822
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.470741749938479
"Q9NZQ8_IDR_669_714",0.529258250061521
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.491528149825235
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.287631838359143
"Q9P0K1_IDR_202_233",0.361391168142713
"Q9P0K1_IDR_766_906",0.350976993498144
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.320370307578894
"Q9P0K8_IDR_1_64",0.32974774040943
"Q9P0K8_IDR_469_563",0.349881952011677
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.496221440501591
"Q9P0L1_IDR_241_356",0.503778559498409
"Q9P0L2_IDR_1_53",0.450818977478006
"Q9P0L2_IDR_374_703",0.549181022521994
"Q9P0L9_IDR_1_74",0.524816380440313
"Q9P0L9_IDR_742_805",0.475183619559687
"Q9P0M2_IDR_1_82",1
