"","GO0140513_nuclear_protein_containing_complex"
"B1AL88_IDR_67_100",0.401801887321594
"B7U540_IDR_367_433",0.510704907786656
"B7Z1M9_IDR_12_45",0.544915655270267
"B7Z1M9_IDR_47_208",0.455084344729733
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.540587304203738
"B7ZW38_IDR_89_186",0.459412695796262
"B8ZZ34_IDR_1_55",0.505914555460418
"B8ZZ34_IDR_98_397",0.494085444539582
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.497702366840979
"C9JLJ4_IDR_378_528",0.502297633159021
"C9JLR9_IDR_1_102",0.190463164394698
"C9JLR9_IDR_173_259",0.199000280843743
"C9JLR9_IDR_328_427",0.213290116352719
"C9JLR9_IDR_444_476",0.184794732022219
"C9JLR9_IDR_482_579",0.21245170638662
"C9JPN9_IDR_1_55",0.331236924952302
"C9JPN9_IDR_378_464",0.314845920939237
"C9JPN9_IDR_469_528",0.35391715410846
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.332795566132745
"D6RGH6_IDR_127_179",0.321324330775545
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.498884083148877
"D6RIA3_IDR_1686_1757",0.501115916851123
"D6RJB6_IDR_1_56",0.332089009336278
"D6RJB6_IDR_379_464",0.314143227839931
"D6RJB6_IDR_469_528",0.353767762823791
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.36478751493393
"F8WBI6_IDR_183_214",0.306944268204435
"F8WBI6_IDR_279_604",0.328268216861635
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.49866658068292
"H7C350_IDR_1_240",0.531157937435926
"H7C350_IDR_297_361",0.468842062564074
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.522155621264934
"I3L3R5_IDR_69_154",0.477844378735066
"I6L899_IDR_1_116",0.360748236186092
"I6L899_IDR_183_214",0.306855025915898
"I6L899_IDR_271_608",0.33239673789801
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.368270681628597
"O00192_IDR_589_651",0.332191095282096
"O00192_IDR_851_956",0.299538223089307
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.361633330735041
"O00203_IDR_646_856",0.638366669264959
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.535424931232509
"O00305_IDR_164_219",0.331294427687736
"O00305_IDR_1_67",0.324778022016245
"O00305_IDR_406_520",0.343927550296019
"O00308_IDR_149_312",0.522772898795968
"O00308_IDR_355_403",0.477227101204032
"O00311_IDR_1_38",0.338602231774449
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.338766110700584
"O00311_IDR_470_532",0.322631657524967
"O00327_IDR_1_77",0.539843058978986
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.493458775595975
"O00470_IDR_1_77",0.506541224404025
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.386491979174969
"O00472_IDR_290_524",0.613508020825031
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.328398510837356
"O00566_IDR_649_681",0.303554411293865
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.469465162048718
"O00591_IDR_338_390",0.530534837951282
"A1A5C7_IDR_633_686",0.463183950256506
"A1A5D9_IDR_258_367",0.287944166511078
"A1A5D9_IDR_369_401",0.239210428271734
"A1A5D9_IDR_452_497",0.241483228631085
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.535932743270443
"A1L162_IDR_1_63",0.464067256729557
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.168800267486031
"A1L390_IDR_1154_1219",0.227004947372132
"A1L390_IDR_1_89",0.210449598530181
"A1L390_IDR_412_905",0.186728046598819
"A1L390_IDR_937_1048",0.207017140012837
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.327176172390935
"A1L443_IDR_285_389",0.334601514336822
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.481166742505952
"Q9Y426_IDR_389_696",0.518833257494048
"Q9Y446_IDR_1_314",0.490267793597708
"Q9Y446_IDR_549_586",0.509732206402293
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.547885770750948
"Q9Y450_IDR_1_87",0.452114229249052
"Q9Y458_IDR_1_86",0.442271388501994
"Q9Y458_IDR_271_346",0.29368758671073
"Q9Y458_IDR_384_435",0.264041024787276
"Q9Y462_IDR_149_246",0.463209456809246
"Q9Y462_IDR_250_366",0.536790543190754
"Q9Y463_IDR_1_36",0.453642250895677
"Q9Y463_IDR_433_629",0.546357749104323
"Q9Y466_IDR_42_77",0.467390360159175
"Q9Y466_IDR_81_173",0.532609639840825
"Q9Y468_IDR_113_168",0.246800956084962
"Q9Y468_IDR_170_269",0.275863381621193
"Q9Y468_IDR_26_84",0.248566334092491
"Q9Y468_IDR_587_721",0.228769328201354
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.460365706044962
"Q9Y483_IDR_356_558",0.539634293955038
"Q9Y485_IDR_1246_1305",0.0817846362730719
"Q9Y485_IDR_1361_1395",0.0865799990426416
"Q9Y485_IDR_1889_1949",0.0796879181213268
"Q9Y485_IDR_1969_2018",0.093115382989481
"Q9Y485_IDR_2366_2418",0.107775669961371
"Q9Y485_IDR_2442_2480",0.102854567933467
"Q9Y485_IDR_287_332",0.0847396044064079
"Q9Y485_IDR_418_469",0.104328704646532
"Q9Y485_IDR_557_589",0.0846130443359475
"Q9Y485_IDR_665_697",0.0892887285343009
"Q9Y485_IDR_897_934",0.0852317437554535
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.517292590579796
"Q9Y496_IDR_626_699",0.482707409420204
"Q9Y4A5_IDR_179_212",0.250972321515722
"Q9Y4A5_IDR_2024_2085",0.227872790333428
"Q9Y4A5_IDR_2545_2582",0.264413188411232
"Q9Y4A5_IDR_473_538",0.256741699739617
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.241420654694965
"Q9Y4B4_IDR_1_243",0.255866220164151
"Q9Y4B4_IDR_1301_1371",0.17131136036277
"Q9Y4B4_IDR_638_696",0.163090414859705
"Q9Y4B4_IDR_993_1052",0.168311349918409
"Q9Y4B5_IDR_1_1647",0.530457234603157
"Q9Y4B5_IDR_1650_1905",0.469542765396843
"Q9Y4B6_IDR_1393_1507",0.410781493495901
"Q9Y4B6_IDR_190_303",0.334175636057819
"Q9Y4B6_IDR_875_1000",0.255042870446279
"Q9Y4C1_IDR_251_518",0.459505256633425
"Q9Y4C1_IDR_755_907",0.540494743366574
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.255167559403452
"Q9Y4C8_IDR_665_726",0.253737337398029
"Q9Y4C8_IDR_82_128",0.236622562383566
"Q9Y4C8_IDR_925_960",0.254472540814953
"Q9Y4D1_IDR_1043_1078",0.307292367118624
"Q9Y4D1_IDR_511_606",0.383926650762135
"Q9Y4D1_IDR_997_1032",0.308780982119241
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.270340657278046
"Q9Y4E1_IDR_56_1320",0.729659342721954
"Q9Y4E5_IDR_400_459",0.262050091717856
"Q9Y4E5_IDR_51_85",0.250928744208416
"Q9Y4E5_IDR_566_601",0.254830097604301
"Q9Y4E5_IDR_810_872",0.232191066469427
"Q9Y4E6_IDR_1061_1118",0.242475896155007
"Q9Y4E6_IDR_636_666",0.226585523894483
"Q9Y4E6_IDR_708_788",0.274449755505724
"Q9Y4E6_IDR_913_971",0.256488824444787
"Q9Y4E8_IDR_226_263",0.293938495640902
"Q9Y4E8_IDR_621_707",0.347952163152369
"Q9Y4E8_IDR_937_981",0.358109341206729
"Q9Y4F1_IDR_1_35",0.327146331033461
"Q9Y4F1_IDR_355_535",0.370183749753618
"Q9Y4F1_IDR_864_906",0.302669919212921
"Q9Y4F3_IDR_1564_1725",0.2884422426826
"Q9Y4F3_IDR_311_344",0.33637890008729
"Q9Y4F3_IDR_585_730",0.37517885723011
"Q9Y4F4_IDR_1434_1483",0.242709804292898
"Q9Y4F4_IDR_1_88",0.203230514408448
"Q9Y4F4_IDR_312_344",0.254377736880382
"Q9Y4F4_IDR_616_1247",0.299681944418271
"Q9Y4F9_IDR_1_69",0.518778974392265
"Q9Y4F9_IDR_321_730",0.481221025607735
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.241247718579422
"Q9Y4G8_IDR_481_590",0.333686505205717
"Q9Y4G8_IDR_913_1499",0.425065776214861
"Q9Y4H2_IDR_1261_1317",0.32754142052008
"Q9Y4H2_IDR_148_182",0.357339219905631
"Q9Y4H2_IDR_299_1246",0.315119359574289
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.338221824322543
"Q9Y4I1_IDR_1422_1473",0.336122212424277
"Q9Y4I1_IDR_596_631",0.325655963253179
"Q9Y4I5_IDR_1_301",0.480876901107606
"Q9Y4I5_IDR_406_444",0.519123098892394
"Q9Y4J8_IDR_275_410",0.464062205987877
"Q9Y4J8_IDR_418_743",0.535937794012123
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.552581514723208
"Q9Y4L1_IDR_910_999",0.447418485276792
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.502002107495529
"Q9Y4R7_IDR_542_742",0.497997892504472
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.346584504345013
"Q9Y4W2_IDR_511_624",0.371702267685033
"Q9Y4W2_IDR_679_714",0.281713227969955
"Q9Y4W6_IDR_763_797",0.46238823984545
"Q9Y4W6_IDR_78_134",0.53761176015455
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.409904877896085
"Q9Y4Z2_IDR_1_93",0.590095122103916
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.487375493529824
"Q9Y519_IDR_369_407",0.512624506470176
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.505638509624238
"Q9Y561_IDR_781_816",0.494361490375762
"Q9Y566_IDR_1_67",0.312170953119361
"Q9Y566_IDR_416_547",0.264192087584859
"Q9Y566_IDR_758_2087",0.42363695929578
"Q9Y570_IDR_1_38",0.455142604559522
"Q9Y570_IDR_239_281",0.544857395440478
"Q9Y572_IDR_309_428",0.49278263888418
"Q9Y572_IDR_473_518",0.50721736111582
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.496700567719937
"Q9Y592_IDR_618_701",0.503299432280063
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.302098659598443
"Q9Y5A9_IDR_197_239",0.314149761127841
"Q9Y5A9_IDR_245_389",0.383751579273716
"Q9Y5B0_IDR_334_586",0.394088110336716
"Q9Y5B0_IDR_730_961",0.605911889663284
"Q9Y5B6_IDR_1_385",0.607068583876943
"Q9Y5B6_IDR_498_563",0.392931416123057
"Q9Y5B9_IDR_436_478",0.411855966411071
"Q9Y5B9_IDR_927_1047",0.588144033588929
"Q9Y5C1_IDR_16_53",0.468843575439952
"Q9Y5C1_IDR_188_239",0.531156424560048
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.260859628058358
"Q9Y5I4_IDR_814_859",0.326744649873372
"Q9Y5I4_IDR_957_1007",0.41239572206827
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.537988642339916
"Q9Y5J3_IDR_167_290",0.462011357660084
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.401527902184169
"Q9Y5K3_IDR_305_369",0.598472097815831
"Q9Y5K6_IDR_168_295",0.406397668340551
"Q9Y5K6_IDR_310_581",0.337326076374406
"Q9Y5K6_IDR_63_108",0.256276255285042
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.334967744645857
"Q9Y5P4_IDR_184_235",0.329150587742594
"Q9Y5P4_IDR_276_401",0.335881667611549
"Q9Y5P8_IDR_42_123",0.513070129823223
"Q9Y5P8_IDR_519_553",0.486929870176777
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.429973300714387
"Q9Y5Q5_IDR_82_135",0.570026699285613
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.432289996074846
"Q9Y5Q8_IDR_464_519",0.567710003925154
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.453952448696849
"Q9Y5R2_IDR_331_374",0.546047551303151
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.54907294885778
"Q9Y5S1_IDR_726_764",0.45092705114222
"Q9Y5S2_IDR_1609_1711",0.234401781549456
"Q9Y5S2_IDR_352_400",0.255556602609329
"Q9Y5S2_IDR_406_528",0.273043759661402
"Q9Y5S2_IDR_924_1033",0.236997856179813
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.551891449023079
"Q9Y5T5_IDR_385_606",0.448108550976921
"Q9Y5U2_IDR_105_157",0.314352604063887
"Q9Y5U2_IDR_1_76",0.316248286232302
"Q9Y5U2_IDR_218_329",0.369399109703811
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.534395680040623
"Q9Y5W3_IDR_53_112",0.465604319959377
"Q9Y5W5_IDR_1_32",0.464934135785976
"Q9Y5W5_IDR_348_379",0.535065864214024
"Q9Y5W7_IDR_2_60",0.296422796612709
"Q9Y5W7_IDR_473_538",0.354779891421258
"Q9Y5W7_IDR_733_778",0.348797311966033
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.456912658947943
"Q9Y5X4_IDR_1_40",0.543087341052057
"Q9Y5Y0_IDR_1_97",0.502917652513119
"Q9Y5Y0_IDR_518_555",0.497082347486881
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.282982495961977
"Q9Y5Y9_IDR_1872_1956",0.247286450883685
"Q9Y5Y9_IDR_411_595",0.225035177346532
"Q9Y5Y9_IDR_939_986",0.244695875807807
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.455176292473556
"Q9Y603_IDR_1_31",0.544823707526444
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.502152034924863
"Q9Y608_IDR_532_630",0.497847965075137
"Q9Y613_IDR_1002_1105",0.354024110502043
"Q9Y613_IDR_337_534",0.289866899142579
"Q9Y613_IDR_581_623",0.356108990355378
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.542242857899324
"Q9Y616_IDR_448_596",0.457757142100676
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.358221129345266
"Q9Y625_IDR_424_473",0.331842833025713
"Q9Y625_IDR_476_555",0.309936037629021
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.492085416498994
"Q9Y666_IDR_932_1014",0.507914583501006
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.52586890173535
"Q9Y679_IDR_342_382",0.47413109826465
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.500658412377509
"Q9Y692_IDR_56_87",0.499341587622491
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.20899599773045
"Q9Y6C2_IDR_463_493",0.183378610106182
"Q9Y6C2_IDR_549_598",0.177449480539275
"Q9Y6C2_IDR_601_731",0.202533916833362
"Q9Y6C2_IDR_784_864",0.22764199479073
"Q9Y6C5_IDR_1125_1203",0.480707582181379
"Q9Y6C5_IDR_621_658",0.519292417818621
"Q9Y6D5_IDR_1016_1064",0.255932287202394
"Q9Y6D5_IDR_1493_1559",0.214113988173001
"Q9Y6D5_IDR_206_365",0.27194499059792
"Q9Y6D5_IDR_585_632",0.258008734026684
"Q9Y6D6_IDR_1072_1118",0.247783777935245
"Q9Y6D6_IDR_1545_1636",0.20813793479073
"Q9Y6D6_IDR_216_414",0.298144182529909
"Q9Y6D6_IDR_634_687",0.245934104744116
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.489182130993985
"Q9Y6F8_IDR_60_174",0.510817869006015
"Q9Y6G9_IDR_1_44",0.348898955935743
"Q9Y6G9_IDR_342_378",0.331927241497825
"Q9Y6G9_IDR_384_523",0.319173802566433
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.218536404196465
"Q9Y6H5_IDR_550_622",0.237786343152412
"Q9Y6H5_IDR_626_919",0.287871376537429
"Q9Y6H5_IDR_72_143",0.255805876113695
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.485510601486469
"Q9Y6H8_IDR_236_435",0.514489398513531
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.241726575782188
"Q9Y6J0_IDR_1668_2220",0.29335353842864
"Q9Y6J0_IDR_290_406",0.268877765452507
"Q9Y6J0_IDR_421_464",0.196042120336665
"Q9Y6J9_IDR_377_448",0.490940575495739
"Q9Y6J9_IDR_450_546",0.509059424504261
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.454951587126152
"Q9Y6K9_IDR_343_391",0.545048412873848
"Q9Y6L6_IDR_128_165",0.291244485533646
"Q9Y6L6_IDR_284_315",0.34930006882516
"Q9Y6L6_IDR_650_691",0.359455445641195
"Q9Y6L7_IDR_1_62",0.425990850532627
"Q9Y6L7_IDR_69_154",0.574009149467373
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.461950990847968
"Q9Y6M4_IDR_332_427",0.538049009152032
"Q9Y6M5_IDR_145_245",0.551155244375929
"Q9Y6M5_IDR_451_492",0.448844755624071
"Q9Y6M7_IDR_1184_1214",0.215638168296219
"Q9Y6M7_IDR_1_31",0.219341495593912
"Q9Y6M7_IDR_216_410",0.256796774649348
"Q9Y6M7_IDR_52_86",0.30822356146052
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.652996961853558
"Q9Y6N7_IDR_982_1040",0.347003038146442
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.441212838551983
"Q9Y6P5_IDR_282_325",0.558787161448017
"Q9Y6Q2_IDR_13_169",0.492162507236806
"Q9Y6Q2_IDR_189_226",0.507837492763194
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.332284272016276
"Q9Y6Q6_IDR_436_523",0.328506797960464
"Q9Y6Q6_IDR_555_616",0.33920893002326
"Q9Y6Q9_IDR_1_36",0.391765186539375
"Q9Y6Q9_IDR_372_1420",0.608234813460625
"Q9Y6R0_IDR_1_40",0.513104872581989
"Q9Y6R0_IDR_201_577",0.486895127418011
"Q9Y6R1_IDR_1009_1044",0.272415756314159
"Q9Y6R1_IDR_211_270",0.213362504008546
"Q9Y6R1_IDR_38_83",0.246452411626637
"Q9Y6R1_IDR_399_433",0.267769328050659
"Q9Y6R4_IDR_1148_1289",0.30064674538725
"Q9Y6R4_IDR_1_217",0.322915278274906
"Q9Y6R4_IDR_430_505",0.376437976337844
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.517886975009928
"Q9Y6S9_IDR_235_378",0.482113024990072
"Q9Y6T7_IDR_383_424",0.484243926414863
"Q9Y6T7_IDR_89_128",0.515756073585137
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.435452834497002
"Q9Y6V0_IDR_2946_4688",0.329415233078432
"Q9Y6V0_IDR_4828_4975",0.235131932424567
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.483402641795265
"O14490_IDR_903_962",0.516597358204735
"O14492_IDR_377_408",0.340391990719089
"O14492_IDR_518_621",0.326330208239622
"O14492_IDR_83_132",0.333277801041289
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.497277754349443
"O14495_IDR_280_311",0.502722245650557
"O14497_IDR_1_1635",0.662230803412674
"O14497_IDR_1736_1963",0.337769196587326
"O14503_IDR_1_54",0.285939551018534
"O14503_IDR_184_330",0.421496397799356
"O14503_IDR_332_412",0.29256405118211
"O14511_IDR_1_96",0.443039490510763
"O14511_IDR_415_850",0.556960509489237
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.206967306230596
"O14513_IDR_258_467",0.202306470204251
"O14513_IDR_474_513",0.212501104982524
"O14545_IDR_136_167",0.264292915489186
"O14545_IDR_174_367",0.220492755773292
"O14545_IDR_388_582",0.274262232747488
"O14545_IDR_51_87",0.240952095990034
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.331819024170501
"O14559_IDR_255_309",0.339220541375184
"O14559_IDR_516_1268",0.328960434454316
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.483295898613197
"O14578_IDR_1904_2027",0.516704101386803
"O14594_IDR_1275_1311",0.499223321398629
"O14594_IDR_361_960",0.500776678601371
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.240939414182101
"O14646_IDR_1049_1122",0.190180294427631
"O14646_IDR_1_269",0.245230622666587
"O14646_IDR_1320_1411",0.352592491895377
"O14646_IDR_1503_1710",0.211996591010405
"O14647_IDR_1051_1127",0.186530382081949
"O14647_IDR_1_259",0.247388555360842
"O14647_IDR_1327_1463",0.258132686179892
"O14647_IDR_1557_1828",0.307948376377317
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.191614134891614
"O14654_IDR_1_74",0.203710796106597
"O14654_IDR_338_703",0.217086787095117
"O14654_IDR_707_778",0.197513658470194
"O14654_IDR_786_918",0.190074623436478
"O14662_IDR_16_71",0.477330996700121
"O14662_IDR_188_223",0.522669003299879
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.494652174804149
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.491467280696423
"O14763_IDR_1_77",0.508532719303577
"O14764_IDR_1_35",0.502948155412168
"O14764_IDR_364_419",0.497051844587832
"O14770_IDR_177_291",0.263927953213174
"O14770_IDR_1_79",0.232291384912604
"O14770_IDR_331_366",0.243379407807103
"O14770_IDR_402_477",0.26040125406712
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.148639607421764
"O14776_IDR_154_371",0.17482208928895
"O14776_IDR_1_67",0.155271865964124
"O14776_IDR_373_428",0.148482154815035
"O14776_IDR_466_522",0.16056755185462
"O14776_IDR_574_654",0.212216730655507
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.47187844589234
"O14901_IDR_475_512",0.528121554107659
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.481402835514453
"O14917_IDR_977_1095",0.518597164485547
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.236033573586663
"O14924_IDR_149_218",0.180039720293687
"O14924_IDR_401_434",0.193037750077038
"O14924_IDR_446_705",0.161990227236441
"O14924_IDR_843_959",0.228898728806172
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.336180116567216
"O14967_IDR_496_610",0.663819883432784
"O15015_IDR_1_238",0.491593747553155
"O15015_IDR_657_782",0.508406252446845
"O15018_IDR_182_324",0.22729559230469
"O15018_IDR_423_501",0.196612602780791
"O15018_IDR_535_575",0.20177109709771
"O15018_IDR_676_719",0.190271264113827
"O15018_IDR_816_2616",0.184049443702982
"O15020_IDR_2082_2222",0.533597653121135
"O15020_IDR_2330_2390",0.466402346878865
"O15021_IDR_1099_1136",0.25818428035003
"O15021_IDR_1229_2623",0.231406875261005
"O15021_IDR_1_376",0.227274171611228
"O15021_IDR_874_1084",0.283134672777737
"O15027_IDR_1_1260",0.350564925581335
"O15027_IDR_1271_1385",0.239650677144002
"O15027_IDR_1570_1612",0.204477329411347
"O15027_IDR_1890_2357",0.205307067863316
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.329810733052512
"O15034_IDR_588_846",0.303264011873823
"O15055_IDR_1224_1255",0.257554147632249
"O15055_IDR_940_1126",0.218754578207582
"O15056_IDR_1418_1468",0.473075830171195
