"","GO0140694_non_membrane_bounded_organelle_assembly"
"Q9Y6M5_IDR_145_245",0.519668719766262
"Q9Y6M5_IDR_451_492",0.480331280233738
"Q9Y6M7_IDR_1184_1214",0.240479041758505
"Q9Y6M7_IDR_1_31",0.251102740413443
"Q9Y6M7_IDR_216_410",0.25242305896378
"Q9Y6M7_IDR_52_86",0.255995158864272
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.493688626666533
"Q9Y6N7_IDR_982_1040",0.506311373333467
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.487662444355976
"Q9Y6P5_IDR_282_325",0.512337555644023
"Q9Y6Q2_IDR_13_169",0.489782668942914
"Q9Y6Q2_IDR_189_226",0.510217331057086
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.342471598322102
"Q9Y6Q6_IDR_436_523",0.321589654416597
"Q9Y6Q6_IDR_555_616",0.3359387472613
"Q9Y6Q9_IDR_1_36",0.468100522402184
"Q9Y6Q9_IDR_372_1420",0.531899477597816
"Q9Y6R0_IDR_1_40",0.514217659878465
"Q9Y6R0_IDR_201_577",0.485782340121535
"Q9Y6R1_IDR_1009_1044",0.253304650714592
"Q9Y6R1_IDR_211_270",0.249058960750189
"Q9Y6R1_IDR_38_83",0.247502317097197
"Q9Y6R1_IDR_399_433",0.250134071438023
"Q9Y6R4_IDR_1148_1289",0.323732319580337
"Q9Y6R4_IDR_1_217",0.336524719648869
"Q9Y6R4_IDR_430_505",0.339742960770794
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.491104591527476
"Q9Y6S9_IDR_235_378",0.508895408472524
"Q9Y6T7_IDR_383_424",0.514344001613768
"Q9Y6T7_IDR_89_128",0.485655998386232
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.312123623326162
"Q9Y6V0_IDR_2946_4688",0.415192855635672
"Q9Y6V0_IDR_4828_4975",0.272683521038167
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.490736079904194
"O14490_IDR_903_962",0.509263920095806
"O14492_IDR_377_408",0.338349218527585
"O14492_IDR_518_621",0.3216731300334
"O14492_IDR_83_132",0.339977651439016
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.498570404844396
"O14495_IDR_280_311",0.501429595155604
"O14497_IDR_1_1635",0.438816015487734
"O14497_IDR_1736_1963",0.561183984512266
"O14503_IDR_1_54",0.342199764984463
"O14503_IDR_184_330",0.326057509537072
"O14503_IDR_332_412",0.331742725478466
"O14511_IDR_1_96",0.486709126498102
"O14511_IDR_415_850",0.513290873501898
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.210864991231089
"O14513_IDR_258_467",0.193158514951383
"O14513_IDR_474_513",0.202691745827893
"O14545_IDR_136_167",0.256293610525604
"O14545_IDR_174_367",0.247068692549322
"O14545_IDR_388_582",0.245713918836026
"O14545_IDR_51_87",0.250923778089048
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.33744057494862
"O14559_IDR_255_309",0.337362844536641
"O14559_IDR_516_1268",0.325196580514738
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.562735128755202
"O14578_IDR_1904_2027",0.437264871244798
"O14594_IDR_1275_1311",0.527398487733668
"O14594_IDR_361_960",0.472601512266332
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.241416712968621
"O14646_IDR_1049_1122",0.25297408999283
"O14646_IDR_1_269",0.24780909605165
"O14646_IDR_1320_1411",0.255001565542662
"O14646_IDR_1503_1710",0.244215248412859
"O14647_IDR_1051_1127",0.236404619916133
"O14647_IDR_1_259",0.271243031767455
"O14647_IDR_1327_1463",0.252193438694471
"O14647_IDR_1557_1828",0.240158909621941
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.199292009129899
"O14654_IDR_1_74",0.20207875068396
"O14654_IDR_338_703",0.194277724231851
"O14654_IDR_707_778",0.203428270948564
"O14654_IDR_786_918",0.200923245005727
"O14662_IDR_16_71",0.50718171666343
"O14662_IDR_188_223",0.49281828333657
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.50449208110652
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.491949268547265
"O14763_IDR_1_77",0.508050731452735
"O14764_IDR_1_35",0.496447321440438
"O14764_IDR_364_419",0.503552678559562
"O14770_IDR_177_291",0.246247996466706
"O14770_IDR_1_79",0.258396308500316
"O14770_IDR_331_366",0.243068302730481
"O14770_IDR_402_477",0.252287392302497
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.163552381900006
"O14776_IDR_154_371",0.159600645983987
"O14776_IDR_1_67",0.17242527736712
"O14776_IDR_373_428",0.166336745363038
"O14776_IDR_466_522",0.175848012816333
"O14776_IDR_574_654",0.162236936569516
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.491636299932755
"O14901_IDR_475_512",0.508363700067245
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.499047071356114
"O14917_IDR_977_1095",0.500952928643886
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.228093797404368
"O14924_IDR_149_218",0.190486315384855
"O14924_IDR_401_434",0.192988704288779
"O14924_IDR_446_705",0.19126129614316
"O14924_IDR_843_959",0.197169886778837
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.495136130654255
"O14967_IDR_496_610",0.504863869345745
"O15015_IDR_1_238",0.506025563903773
"O15015_IDR_657_782",0.493974436096227
"O15018_IDR_182_324",0.197129336619743
"O15018_IDR_423_501",0.201409320857402
"O15018_IDR_535_575",0.213153622983859
"O15018_IDR_676_719",0.194737463572775
"O15018_IDR_816_2616",0.193570255966221
"O15020_IDR_2082_2222",0.513129442017488
"O15020_IDR_2330_2390",0.486870557982512
"O15021_IDR_1099_1136",0.242950889831744
"O15021_IDR_1229_2623",0.245871714625715
"O15021_IDR_1_376",0.259368904857203
"O15021_IDR_874_1084",0.251808490685338
"O15027_IDR_1_1260",0.249859578042761
"O15027_IDR_1271_1385",0.263233438961529
"O15027_IDR_1570_1612",0.254124352065914
"O15027_IDR_1890_2357",0.232782630929796
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.333854156446111
"O15034_IDR_588_846",0.328515250562464
"O15055_IDR_1224_1255",0.259462749820912
"O15055_IDR_940_1126",0.241886623365351
"O15056_IDR_1418_1468",0.493936861479805
"O15056_IDR_984_1409",0.506063138520195
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.373251449995192
"O15063_IDR_512_1070",0.626748550004808
"O15066_IDR_372_430",0.509766573996099
"O15066_IDR_694_747",0.490233426003901
"O15068_IDR_558_628",0.506163311999712
"O15068_IDR_956_1031",0.493836688000288
"O15069_IDR_1_1419",0.492944960617525
"O15069_IDR_1488_1522",0.507055039382475
"O15072_IDR_1052_1205",0.246622458441685
"O15072_IDR_1_31",0.248682204138682
"O15072_IDR_209_253",0.259008866162274
"O15072_IDR_996_1031",0.245686471257358
"O15075_IDR_147_180",0.252719916082842
"O15075_IDR_1_54",0.253505875034146
"O15085_IDR_1083_1354",0.156681130098617
"O15085_IDR_125_289",0.201305940675923
"O15085_IDR_1368_1417",0.160161813545383
"O15085_IDR_1452_1522",0.16068913694322
"O15085_IDR_492_712",0.161010911692664
"O15090_IDR_1022_1257",0.500545455056861
"O15090_IDR_1_1019",0.499454544943139
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.49395961600551
"O15105_IDR_220_250",0.506040383994491
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.499465729293919
"O15117_IDR_545_687",0.500534270706081
"O15119_IDR_304_743",0.487678014243677
"O15119_IDR_36_101",0.512321985756323
"O15123_IDR_1_32",0.44475794859325
"O15123_IDR_229_277",0.55524205140675
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.335403513281907
"O15209_IDR_562_634",0.32215223316892
"O15211_IDR_197_235",0.260419416509868
"O15211_IDR_393_426",0.263642032921107
"O15211_IDR_510_645",0.233553326369875
"O15211_IDR_735_777",0.242385224199151
"O15213_IDR_1_100",0.442062394432434
"O15213_IDR_529_610",0.557937605567566
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.342511804198366
"O15231_IDR_44_571",0.325364498131609
"O15231_IDR_586_617",0.332123697670025
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.457025951949974
"O15234_IDR_245_703",0.542974048050026
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.427527679375902
"O15259_IDR_61_148",0.572472320624098
"O15355_IDR_162_326",0.484146125254907
"O15355_IDR_509_546",0.515853874745093
"O15357_IDR_120_177",0.516513753864138
"O15357_IDR_894_1197",0.483486246135862
"O15370_IDR_106_282",0.507760539521997
"O15370_IDR_1_49",0.492239460478003
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.515829674492387
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.511406049077397
"O15481_IDR_316_346",0.488593950922603
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.503611863555014
"O15488_IDR_298_451",0.496388136444986
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.497348534260314
"O15550_IDR_400_884",0.502651465739686
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.345028889280783
"O43147_IDR_425_492",0.32084952871449
"O43147_IDR_620_787",0.334121582004727
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.248080147676476
"O43149_IDR_1_43",0.237692662369082
"O43149_IDR_1955_2077",0.249404053371839
"O43149_IDR_2415_2452",0.264823136582602
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.332096780850777
"O43155_IDR_502_563",0.332672789711468
"O43155_IDR_568_599",0.335230429437755
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.506673263545857
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.514823080451306
"O43187_IDR_505_593",0.485176919548694
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.50569404783213
"O43193_IDR_374_412",0.494305952167869
"O43194_IDR_215_279",0.497988612631681
"O43194_IDR_365_453",0.502011387368319
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.50102428581913
"O43237_IDR_331_492",0.49897571418087
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.508117555066263
"O43246_IDR_590_635",0.491882444933737
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.297601448005499
"O43303_IDR_49_757",0.397937192974575
"O43303_IDR_895_1012",0.304461359019927
"O43304_IDR_183_225",0.490778601178423
"O43304_IDR_661_696",0.509221398821577
"O43306_IDR_1_114",0.480735956905162
"O43306_IDR_558_619",0.519264043094838
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.31118872825536
"O43310_IDR_169_369",0.3773229730737
"O43310_IDR_38_98",0.31148829867094
"O43312_IDR_135_197",0.516384338451222
"O43312_IDR_250_755",0.483615661548778
"O43313_IDR_1_85",0.242040741804181
"O43313_IDR_213_596",0.248751290543863
"O43313_IDR_89_130",0.246424098922103
"O43424_IDR_860_921",0.499542654679389
"O43424_IDR_957_1007",0.500457345320611
"O43426_IDR_1485_1573",0.498274073170876
"O43426_IDR_975_1483",0.501725926829124
"O43432_IDR_1002_1216",0.472542604047169
"O43432_IDR_1_721",0.52745739595283
"O43435_IDR_1_105",0.492823131410756
"O43435_IDR_306_364",0.507176868589244
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.330174443382357
"Q6ZW31_IDR_604_650",0.327648588183805
"Q6ZW31_IDR_667_701",0.342176968433838
"Q6ZW49_IDR_188_587",0.532512646156433
"Q6ZW49_IDR_830_861",0.467487353843567
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.335275016910015
"Q6ZWB6_IDR_152_205",0.33195459177216
"Q6ZWB6_IDR_324_432",0.332770391317825
"Q6ZWE6_IDR_1_109",0.346495638829853
"Q6ZWE6_IDR_111_205",0.324258183441118
"Q6ZWE6_IDR_316_355",0.329246177729029
"Q6ZWH5_IDR_40_74",0.4782608593683
"Q6ZWH5_IDR_796_965",0.5217391406317
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.500677891348703
"Q70CQ3_IDR_361_416",0.499322108651296
"Q70CQ4_IDR_1_122",0.509435195340267
"Q70CQ4_IDR_769_1352",0.490564804659733
"Q70E73_IDR_1_64",0.371221357183856
"Q70E73_IDR_524_1207",0.323894814075661
"Q70E73_IDR_96_241",0.304883828740482
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.481050132362126
"Q70EK9_IDR_313_356",0.518949867637874
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.498825270506894
"Q70EL2_IDR_386_615",0.501174729493106
"Q70EL4_IDR_1_88",0.503229273694135
"Q70EL4_IDR_740_1123",0.496770726305865
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.444634730753425
"Q70SY1_IDR_397_505",0.555365269246575
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.457518041699797
"Q71SY5_IDR_545_747",0.542481958300203
"Q75N03_IDR_1_69",0.495871739974369
"Q75N03_IDR_191_491",0.504128260025631
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.514688054019979
"Q75VX8_IDR_350_795",0.485311945980021
"Q75WM6_IDR_1_62",0.508326524486522
"Q75WM6_IDR_85_255",0.491673475513478
"Q765P7_IDR_137_199",0.505577599278334
"Q765P7_IDR_250_747",0.494422400721666
"Q76FK4_IDR_157_192",0.244129372421435
"Q76FK4_IDR_196_797",0.237367068983248
"Q76FK4_IDR_800_1108",0.254183148972257
"Q76FK4_IDR_90_149",0.26432040962306
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.303482434611938
"Q7KZ85_IDR_482_518",0.343684654607177
"Q7KZI7_IDR_1_46",0.502808352170506
"Q7KZI7_IDR_366_696",0.497191647829493
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.541656958954852
"Q7L014_IDR_786_866",0.458343041045148
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.501389230899207
"Q7L190_IDR_1_82",0.498610769100793
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.493849060218487
"Q7L1W4_IDR_61_136",0.506150939781513
"Q7L2E3_IDR_1_40",0.490110087883732
"Q7L590_IDR_424_723",0.475602121632342
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.489976086452031
"Q7L5N7_IDR_510_544",0.510023913547969
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.32704599561361
"Q7L7X3_IDR_547_595",0.320374936959567
"Q7L7X3_IDR_851_1001",0.352579067426823
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.508247297923661
"Q7L8A9_IDR_306_357",0.491752702076339
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.507248941295531
"Q7L8J4_IDR_276_393",0.492751058704469
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.502962029860821
"Q7RTS1_IDR_140_177",0.508768102701411
"O43491_IDR_1_82",0.314262910833579
"O43491_IDR_521_948",0.347770332662725
"O43491_IDR_84_213",0.337966756503696
"O43497_IDR_1_49",0.200476095894517
"O43526_IDR_368_547",0.244717050256747
"O43526_IDR_551_639",0.236544754487206
"O43526_IDR_648_872",0.280101733056265
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.333001092749662
"O43541_IDR_16_120",0.32915628476816
"O43541_IDR_284_315",0.337842622482178
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.32492729821566
"O43561_IDR_170_201",0.327921547746655
"O43561_IDR_225_262",0.347151154037685
"O43566_IDR_191_299",0.30545874371126
"O43566_IDR_22_57",0.305470772890175
"O43566_IDR_446_566",0.389070483398566
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.333548438711452
"O43614_IDR_258_297",0.500240313064863
"O43614_IDR_386_444",0.499759686935137
"O43615_IDR_1_59",0.483335607734736
"O43615_IDR_83_230",0.516664392265264
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.462562609221165
"O43815_IDR_66_445",0.537437390778835
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.538536534472715
"O43823_IDR_543_692",0.461463465527285
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.483775120436692
"O43847_IDR_134_207",0.516224879563308
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.535310194235116
"O43889_IDR_244_336",0.464689805764884
"O43896_IDR_385_434",0.236330521607691
"O43918_IDR_238_295",0.244604651168219
"O43918_IDR_343_430",0.245672126215386
"O43918_IDR_474_508",0.228345429052462
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.315794666507238
"O43933_IDR_183_240",0.339398130868513
"O43933_IDR_343_378",0.344807202624249
"O60216_IDR_396_564",0.519958802689951
"O60216_IDR_97_331",0.480041197310049
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.42000504621322
"O60231_IDR_72_223",0.57999495378678
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.491840276301753
"O60237_IDR_896_930",0.508159723698247
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.534091418805432
"O60239_IDR_252_435",0.465908581194568
"O60240_IDR_107_186",0.325911125632251
"O60266_IDR_1_45",0.492717156882717
"O60266_IDR_498_583",0.507282843117283
"O60268_IDR_1_89",0.328981688831681
"O60268_IDR_251_286",0.335275950544173
"O60268_IDR_317_347",0.335742360624146
"O60269_IDR_1_379",0.465909388681238
"O60269_IDR_396_458",0.534090611318762
"O60271_IDR_517_548",0.196473044108358
"O60271_IDR_562_630",0.186845025644023
"O60271_IDR_69_513",0.224898838372802
"O60271_IDR_718_750",0.207606951004097
"O60271_IDR_804_910",0.18417614087072
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.201179585206375
"O60281_IDR_2119_2168",0.133118465699734
"O60281_IDR_2282_2363",0.148551289703655
"O60281_IDR_2433_2576",0.128462602939751
"O60281_IDR_2602_2639",0.131474653919227
"O60281_IDR_460_751",0.128676863502646
"O60281_IDR_812_1369",0.12853653902861
"O60296_IDR_562_837",0.14233130183771
"O60296_IDR_848_914",0.149112685874429
"O60299_IDR_11_353",0.244382863944585
"O60299_IDR_363_673",0.755617136055415
"O60303_IDR_1147_1198",0.178515032897872
"O60303_IDR_1_33",0.175004699459827
"O60303_IDR_152_467",0.266074133760773
"O60303_IDR_626_963",0.195495072293549
"O60303_IDR_79_150",0.184911061587979
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.351863940307224
"O60307_IDR_1_172",0.321951686136941
"O60307_IDR_679_945",0.326184373555835
"O60308_IDR_158_201",0.218329037305325
"O60308_IDR_259_418",0.252369042448864
"O60308_IDR_685_743",0.307212965495819
"O60308_IDR_871_925",0.222088954749992
"O60309_IDR_1047_1086",0.187049740386199
"O60309_IDR_1_869",0.244539122962979
"O60333_IDR_1205_1244",0.167524378835858
"O60333_IDR_1521_1588",0.165636257959462
"O60333_IDR_1592_1682",0.162860496932748
"O60333_IDR_705_735",0.167994390448403
"O60333_IDR_912_957",0.17326327461807
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.333640411705314
"O60343_IDR_237_352",0.317949676437122
"O60343_IDR_525_874",0.348409911857565
"O60346_IDR_1431_1511",0.332743103003184
"O60346_IDR_1_462",0.32624998468943
"O60346_IDR_1575_1636",0.341006912307386
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.417497086655731
"O60481_IDR_1_186",0.499825081322717
"O60481_IDR_405_461",0.500174918677283
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.485348077652761
"O60502_IDR_395_550",0.514651922347239
"O60503_IDR_1248_1353",0.339410363002097
"O60503_IDR_1_78",0.329215123528701
"O60503_IDR_579_713",0.331374513469202
"O60504_IDR_1_382",0.504813579408043
"O60504_IDR_522_611",0.495186420591957
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.494839517933359
"O60508_IDR_201_238",0.505160482066641
"O60512_IDR_1_71",0.490192877309675
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.248369942013861
"O60610_IDR_1208_1272",0.242545731360427
"O60610_IDR_1_85",0.2797827733701
"O60610_IDR_505_766",0.229301553255611
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.325095026093002
"O60658_IDR_329_386",0.33916508835652
"O60658_IDR_429_481",0.335739885550478
"O60663_IDR_13_48",0.321714763660017
"O60663_IDR_176_237",0.325187186799647
"O60663_IDR_269_388",0.353098049540336
"O60664_IDR_1_35",0.479668226696348
"O60664_IDR_69_172",0.520331773303652
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.200009657979791
"O60673_IDR_2014_2182",0.205560820177484
"O60673_IDR_274_307",0.203717404682391
"O60673_IDR_310_974",0.18874606979233
"O60741_IDR_1_90",0.461795830400918
"O60741_IDR_595_890",0.538204169599082
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.508447174488939
"O60759_IDR_173_359",0.491552825511061
"O60763_IDR_675_790",0.687647970831433
"O60763_IDR_930_962",0.312352029168567
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.320998472710739
"O60784_IDR_303_415",0.347847698665112
"O60784_IDR_450_492",0.331153828624149
"O60806_IDR_1_37",0.348848012448242
"O60806_IDR_251_318",0.327640332167277
"O60806_IDR_321_420",0.323511655384482
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.198176470869252
"O60885_IDR_459_666",0.204467976854201
"O60885_IDR_676_1201",0.194979708481865
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.524920094754575
"O60902_IDR_161_331",0.475079905245425
"O60907_IDR_1_37",0.464206855938148
"O60907_IDR_146_210",0.535793144061852
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.331821513198971
"O75037_IDR_401_480",0.300217889799921
"O75037_IDR_490_970",0.367960597001108
"O75038_IDR_1382_1416",0.32663778779582
"O75038_IDR_475_618",0.328343731677115
"O75038_IDR_886_1379",0.345018480527065
"O75044_IDR_170_229",0.205461963312881
"O75044_IDR_415_457",0.207955444185837
"O75044_IDR_463_501",0.195498553403478
"O75044_IDR_694_755",0.198171346093772
"O75044_IDR_785_1071",0.192912693004032
"O75052_IDR_172_347",0.646397466544924
"O75052_IDR_361_506",0.353602533455076
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.494615688834932
"O75056_IDR_412_442",0.505384311165068
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.382879516271181
"O75071_IDR_144_426",0.617120483728819
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.336557946185718
"O75116_IDR_1113_1149",0.354774717740266
"O75116_IDR_1350_1388",0.308667336074016
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.327184889768228
"O75122_IDR_309_645",0.32060655092831
"O75122_IDR_880_1053",0.352208559303463
"O75128_IDR_1_53",0.511507940153024
"O75128_IDR_227_1238",0.488492059846976
"O75129_IDR_1_59",0.325713202884421
"O75129_IDR_288_349",0.343855089201348
"O75129_IDR_357_411",0.330431707914231
"O75132_IDR_172_286",0.190871723641922
"O75132_IDR_1_87",0.211738585661682
"O75132_IDR_341_456",0.197625080840076
"O75132_IDR_511_550",0.199299800503441
"O75132_IDR_609_651",0.20046480935288
"O75140_IDR_1000_1075",0.277217247067445
"O75140_IDR_1112_1172",0.252718333468657
"O75140_IDR_411_456",0.232170582907893
"O75140_IDR_461_727",0.237893836556005
