"","GO0003779_actin_binding"
"Q96JH7_IDR_985_1087",0.235912563480944
"Q96JH8_IDR_1_58",0.364239950861845
"Q96JH8_IDR_167_237",0.324324008344373
"Q96JH8_IDR_814_968",0.311436040793783
"Q96JJ6_IDR_159_192",0.507399667819398
"Q96JJ6_IDR_356_603",0.492600332180602
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.506664847397315
"Q96JK2_IDR_491_942",0.493335152602685
"Q96JM4_IDR_1499_1536",0.14570952511288
"Q96JM4_IDR_1587_1629",0.146865561726072
"Q96JM4_IDR_1690_1722",0.142438909064263
"Q96JM7_IDR_122_223",0.323266793198021
"Q96JM7_IDR_49_118",0.334668496273491
"Q96JM7_IDR_546_683",0.342064710528488
"Q96JN0_IDR_1_345",0.470894423771674
"Q96JN0_IDR_388_433",0.529105576228326
"Q96JN2_IDR_141_303",0.210612512705969
"Q96JN2_IDR_1_89",0.203699102127627
"Q96JN2_IDR_326_382",0.203478646190767
"Q96JN2_IDR_552_869",0.182405109266573
"Q96JN2_IDR_942_1127",0.199804629709065
"Q96JN8_IDR_1088_1124",0.519576698422089
"Q96JN8_IDR_1_39",0.480423301577911
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.465296761879738
"Q96K76_IDR_424_461",0.329295644692011
"Q96K76_IDR_839_1026",0.321943530906121
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.238555551242836
"Q96KC8_IDR_185_220",0.257843025079863
"Q96KC8_IDR_243_327",0.243747848295424
"Q96KC8_IDR_348_493",0.259853575381877
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.496017961715234
"Q96KK3_IDR_476_526",0.503982038284766
"Q96KQ4_IDR_278_880",0.488322964789264
"Q96KQ7_IDR_1_419",0.510981598546882
"Q96KQ7_IDR_552_611",0.489018401453118
"Q96KR1_IDR_1038_1074",0.317403733153341
"Q96KR1_IDR_145_558",0.349404467040639
"Q96KR1_IDR_642_721",0.33319179980602
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.524000430595402
"Q96KS9_IDR_54_112",0.475999569404597
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.461527836864725
"Q96L34_IDR_372_666",0.538472163135275
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.510223290031772
"Q96LL4_IDR_1_75",0.489776709968228
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.340083050290525
"Q96LP6_IDR_1_31",0.331586667024447
"Q96LP6_IDR_42_84",0.328330282685029
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.328705545130118
"Q96LT9_IDR_200_325",0.354676867833795
"Q96LT9_IDR_327_384",0.316617587036088
"Q96LU7_IDR_572_616",0.256528482418325
"Q96LU7_IDR_654_694",0.250098710821983
"Q96LU7_IDR_718_752",0.252411334504607
"Q96LU7_IDR_77_208",0.240961472255085
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.343507278050836
"Q96M53_IDR_1_101",0.324043249376812
"Q96M53_IDR_254_351",0.332449472572352
"Q96M60_IDR_106_145",0.499062684239213
"Q96M60_IDR_310_376",0.500937315760787
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.469374094971196
"Q96M69_IDR_603_825",0.530625905028803
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.240671318093187
"Q96M86_IDR_233_268",0.250898389572807
"Q96M86_IDR_2687_2784",0.253212649394325
"Q96M86_IDR_3586_3651",0.255217642939681
"Q96M89_IDR_1_199",0.502187189408261
"Q96M89_IDR_302_401",0.497812810591739
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.498419930861026
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.502344677125672
"Q96MM3_IDR_79_110",0.497655322874328
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.525329586750883
"Q96MM7_IDR_508_600",0.474670413249117
"Q96MN9_IDR_1_275",0.469173200645545
"Q96MN9_IDR_283_318",0.530826799354455
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.363385460394265
"Q96MS0_IDR_1334_1386",0.313786744899569
"Q96MS0_IDR_971_1018",0.322827794706166
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.194868648495884
"Q96MT7_IDR_704_737",0.20527565684295
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.494292722490336
"Q96MX3_IDR_485_542",0.505707277509664
"Q96MY1_IDR_1_184",0.521721911850727
"Q96MY1_IDR_247_397",0.478278088149273
"Q96MY7_IDR_1_529",0.524340517583704
"Q96MY7_IDR_582_647",0.475659482416296
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.51354633658472
"Q96N06_IDR_93_139",0.48645366341528
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.501885622162838
"Q96N21_IDR_333_525",0.498114377837162
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.25143470423228
"Q96N23_IDR_1380_1443",0.252672692785583
"Q96N23_IDR_1_45",0.257078851109011
"Q96N23_IDR_1543_1604",0.238813751873126
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.32507902557272
"Q96N67_IDR_414_455",0.340186220416754
"Q96N67_IDR_860_909",0.334734754010526
"Q96N77_IDR_1_117",0.481275947024412
"Q96NA8_IDR_198_231",0.253687849368019
"Q96NA8_IDR_366_419",0.254544450317939
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.506834257589597
"Q96NB3_IDR_72_287",0.493165742410403
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.510415207386065
"Q96NG5_IDR_87_160",0.489584792613935
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.508414205383062
"Q96NK8_IDR_167_203",0.491585794616938
"Q96NL0_IDR_227_280",0.505601517470078
"Q96NL0_IDR_283_473",0.494398482529922
"Q96NL1_IDR_1_238",0.485201364597419
"Q96NL1_IDR_243_275",0.514798635402582
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.504619892634302
"Q96NL6_IDR_69_133",0.495380107365698
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.600212026910775
"Q96NM4_IDR_53_258",0.399787973089225
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.329855076304067
"Q96NX9_IDR_1_63",0.330717337259
"Q96NX9_IDR_512_599",0.339427586436933
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.4978742082077
"Q96NY9_IDR_87_127",0.5021257917923
"Q96NZ1_IDR_1_189",0.486653243595181
"Q96NZ1_IDR_288_421",0.513346756404819
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.403077607775177
"Q96P26_IDR_1_47",0.29522687224042
"Q96P26_IDR_244_277",0.301695519984403
"Q96P31_IDR_602_640",0.503777510418074
"Q96P31_IDR_700_734",0.496222489581926
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.480126057388713
"Q96P47_IDR_428_567",0.519873942611287
"Q96PD2_IDR_1_68",0.334342340834492
"Q96PD2_IDR_453_560",0.335623325479996
"Q96PD2_IDR_689_731",0.330034333685512
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.327499718383842
"Q96PE1_IDR_1_32",0.333122788300412
"Q96PE1_IDR_951_1010",0.339377493315746
"Q96PE2_IDR_1_1062",0.298888669464868
"Q96PE2_IDR_1561_1607",0.216551668099093
"Q96PE2_IDR_1616_1727",0.243215800269467
"Q96PE2_IDR_1984_2020",0.241343862166572
"Q96PE3_IDR_1_39",0.451983404132816
"Q96PE3_IDR_472_621",0.548016595867184
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.329233736996483
"Q96PU5_IDR_415_494",0.329976353337064
"Q96PU8_IDR_183_284",0.505771921084806
"Q96PU8_IDR_290_341",0.494228078915194
"Q96PV0_IDR_727_1343",0.479636699043277
"Q96PV0_IDR_90_174",0.520363300956723
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.279113828115434
"Q96PV6_IDR_14_78",0.245910625272757
"Q96PV6_IDR_237_285",0.244003098408375
"Q96PV6_IDR_344_540",0.230972448203434
"Q96PX1_IDR_327_630",0.501652300658668
"Q96PX1_IDR_645_679",0.498347699341332
"Q96PX6_IDR_1_55",0.334878496546045
"Q96PX6_IDR_176_553",0.322115153932987
"Q96PX6_IDR_59_140",0.343006349520968
"Q96PX9_IDR_1116_1271",0.324776981412249
"Q96PX9_IDR_1_184",0.32984872907058
"Q96PX9_IDR_574_801",0.345374289517171
"Q96PY6_IDR_269_1032",0.546736360041668
"Q96Q91_IDR_1_51",0.243876188006225
"Q96Q91_IDR_177_227",0.254232720903304
"Q96Q91_IDR_341_375",0.251834333486818
"Q96Q91_IDR_944_976",0.250056757603653
"Q96QB1_IDR_1_806",0.479300810770938
"Q96QB1_IDR_811_1017",0.520699189229062
"Q96QC0_IDR_148_398",0.356501160328603
"Q96QC0_IDR_522_585",0.228240467588034
"Q96QC0_IDR_649_679",0.20620770431742
"Q96QC0_IDR_681_907",0.209050667765942
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.324588081542257
"Q96QD9_IDR_236_268",0.357268684940433
"Q96QD9_IDR_40_227",0.31814323351731
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.137973135386056
"Q96QE3_IDR_1_322",0.132168156646718
"Q96QE3_IDR_333_867",0.186382397087419
"Q96QE3_IDR_879_932",0.127933235820802
"Q96QE3_IDR_973_1049",0.129745529203915
"Q96QT6_IDR_293_733",0.241501765241907
"Q96QT6_IDR_973_1004",0.258272670882883
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.521291904999576
"Q6IQ49_IDR_177_379",0.478708095000424
"Q6IQ55_IDR_300_553",0.46559012827703
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.240301772637268
"Q6MZP7_IDR_189_341",0.246467425959958
"Q6MZP7_IDR_367_522",0.255408356046996
"Q6MZP7_IDR_644_680",0.257822445355778
"Q6MZQ0_IDR_1_48",0.322427513611849
"Q6MZQ0_IDR_179_212",0.320974310238287
"Q6MZQ0_IDR_216_368",0.356598176149863
"Q6NT76_IDR_230_269",0.322273739647888
"Q6NT76_IDR_332_420",0.291524995276212
"Q6NT89_IDR_1_114",0.535513025027851
"Q6NT89_IDR_137_227",0.464486974972149
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.437210702799087
"Q6NUJ5_IDR_56_407",0.562789297200913
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.462109987871028
"Q6NXT6_IDR_465_551",0.537890012128972
"Q6NY19_IDR_1_50",0.327822124597963
"Q6NY19_IDR_57_544",0.34536666373629
"Q6NY19_IDR_790_840",0.326811211665747
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.4753224334547
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.532215445064378
"Q6P1N0_IDR_814_854",0.467784554935622
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.334521449494295
"Q6P1R3_IDR_205_285",0.337041225226148
"Q6P1R3_IDR_435_466",0.328437325279557
"Q6P1R4_IDR_343_410",0.500115228045578
"Q6P1R4_IDR_417_473",0.499884771954422
"Q6P3S6_IDR_373_638",0.612038457900945
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.478351668085611
"Q6P444_IDR_87_269",0.521648331914389
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.494120746401461
"Q6P5Z2_IDR_429_552",0.525886281234732
"Q6P5Z2_IDR_60_146",0.474113718765267
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.480974470917252
"Q6P6C2_IDR_288_394",0.519025529082748
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.332878795557033
"Q6P995_IDR_381_673",0.323448485525014
"Q6P995_IDR_677_826",0.343672718917953
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.482657549760791
"Q6PGQ7_IDR_1_103",0.517342450239209
"Q6PH81_IDR_1_35",0.473371799363705
"Q6PH81_IDR_39_125",0.526628200636295
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.509517778034816
"Q6PI47_IDR_380_426",0.490482221965184
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.497555436844049
"Q6PIF2_IDR_164_218",0.502444563155951
"Q6PJG2_IDR_882_1035",0.239030249285463
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.494925413514028
"Q96R06_IDR_840_984",0.505074586485972
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.194160643872359
"Q96RG2_IDR_1272_1323",0.21231964556967
"Q96RG2_IDR_397_610",0.196791285175544
"Q96RG2_IDR_749_864",0.192585203514297
"Q96RG2_IDR_936_990",0.20414322186813
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.500704064133037
"Q96RI1_IDR_62_130",0.499295935866963
"Q96RN1_IDR_646_708",0.484835401676212
"Q96RN1_IDR_801_970",0.515164598323788
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.511763657637306
"Q96RP8_IDR_406_456",0.488236342362694
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.467129827609305
"Q96RR1_IDR_633_684",0.532870172390695
"Q96RR4_IDR_1_146",0.503261404372482
"Q96RR4_IDR_495_588",0.496738595627518
"Q96RS0_IDR_105_192",0.245564845117281
"Q96RS0_IDR_263_494",0.240356300675328
"Q96RS0_IDR_51_102",0.266572153688555
"Q96RS0_IDR_523_632",0.247506700518836
"Q96RT1_IDR_431_461",0.344136766486005
"Q96RT1_IDR_463_865",0.352560495487344
"Q96RT1_IDR_984_1316",0.30330273802665
"Q96RT6_IDR_245_296",0.311632558113372
"Q96RT6_IDR_343_436",0.359145852786262
"Q96RT6_IDR_445_617",0.329221589100366
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.501546902988606
"Q96RU2_IDR_698_775",0.498453097011394
"Q96RU3_IDR_275_377",0.468978739948448
"Q96RU3_IDR_481_546",0.531021260051552
"Q96RU7_IDR_1_63",0.504089390066387
"Q96S15_IDR_463_613",0.493526847592933
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.511706551040714
"Q96S38_IDR_422_881",0.488293448959286
"Q96S53_IDR_1_36",0.485587517133137
"Q96S53_IDR_318_571",0.514412482866863
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.525245881150056
"Q96S59_IDR_457_611",0.474754118849944
"Q96S65_IDR_116_267",0.313512626073352
"Q96S65_IDR_1_80",0.370142498132192
"Q96S65_IDR_304_508",0.316344875794456
"Q96S66_IDR_365_551",0.483136329759855
"Q96S66_IDR_40_91",0.516863670240144
"Q96S82_IDR_197_333",0.486606895468381
"Q96S82_IDR_96_143",0.513393104531619
"Q96S90_IDR_1_35",0.505045240087425
"Q96S90_IDR_91_227",0.494954759912575
"Q96S94_IDR_1_33",0.467769999283864
"Q96S94_IDR_300_520",0.532230000716136
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.49159979988509
"Q96SB3_IDR_598_663",0.50840020011491
"Q96SB4_IDR_1_59",0.513288414908802
"Q96SB4_IDR_246_477",0.486711585091198
"Q96SC8_IDR_1_441",0.495716786031754
"Q96SC8_IDR_497_542",0.504283213968246
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.494389945156423
"Q96SN8_IDR_1566_1713",0.505610054843577
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.368166143041389
"Q96ST2_IDR_703_740",0.32532815193583
"Q96ST2_IDR_772_809",0.30650570502278
"Q96ST3_IDR_1_118",0.248964177336126
"Q96ST3_IDR_196_301",0.259546266842412
"Q96ST3_IDR_367_459",0.235438062439846
"Q96ST3_IDR_830_877",0.256051493381617
"Q96ST8_IDR_1_304",0.365727140996996
"Q96ST8_IDR_307_366",0.333221707753158
"Q96ST8_IDR_742_783",0.301051151249846
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.351296004793099
"Q96T68_IDR_502_626",0.321332102318979
"Q96T68_IDR_64_125",0.327371892887922
"Q96T83_IDR_1_77",0.512954108908882
"Q96T83_IDR_618_699",0.487045891091118
"Q96T88_IDR_593_675",0.522322558932173
"Q96T88_IDR_78_124",0.477677441067827
"Q96T92_IDR_1_309",0.541455468585718
"Q96T92_IDR_311_422",0.458544531414282
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.496803722943837
"Q99081_IDR_640_682",0.503196277056163
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.255985618965847
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.492160889271231
"Q99502_IDR_243_319",0.507839110728769
"Q99504_IDR_1_72",0.479099983314379
"Q99504_IDR_219_300",0.52090001668562
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.499646341000843
"Q99523_IDR_800_831",0.500353658999157
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.492479488727192
"Q99547_IDR_64_160",0.507520511272808
"Q99549_IDR_115_498",0.526910145092133
"Q99549_IDR_1_55",0.473089854907867
"Q99550_IDR_128_1108",0.539904932917234
"Q99550_IDR_1_88",0.460095067082767
"Q99558_IDR_1_52",0.193237065122552
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.365395785679049
"Q99593_IDR_219_424",0.312184752054362
"Q99593_IDR_433_485",0.322419462266588
"Q99594_IDR_100_134",0.513934910370968
"Q99594_IDR_1_31",0.486065089629033
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.267555722781763
"Q99607_IDR_302_520",0.250466441761222
"Q99607_IDR_526_582",0.237980141659805
"Q99607_IDR_586_663",0.243997693797211
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.334036778549499
"Q99613_IDR_162_313",0.348503773389186
"Q99613_IDR_879_913",0.317459448061315
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.515099960572074
"Q99678_IDR_314_358",0.484900039427926
"Q99680_IDR_1_35",0.501533090328136
"Q99680_IDR_245_307",0.498466909671864
"Q99683_IDR_1179_1243",0.245955204351056
"Q99683_IDR_1278_1308",0.24709298607827
"Q99683_IDR_32_87",0.240635038567897
"Q99683_IDR_939_1039",0.266316771002777
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.344810686363466
"Q99687_IDR_1_61",0.334615776085021
"Q99687_IDR_163_277",0.320573537551513
"Q99689_IDR_1_73",0.33106425981438
"Q99689_IDR_257_314",0.333235579769565
"Q99689_IDR_75_223",0.335700160416055
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.164708413497488
"Q99698_IDR_109_226",0.171993640232193
"Q99698_IDR_831_867",0.162676291232227
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.504258113428826
"Q99755_IDR_456_562",0.495741886571174
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.514439144076794
"Q99759_IDR_208_358",0.485560855923206
"Q99767_IDR_1_350",0.505300125588425
"Q99767_IDR_392_423",0.494699874411575
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.510927123202912
"Q99801_IDR_37_129",0.489072876797088
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.481693960518707
"Q99811_IDR_125_253",0.518306039481293
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.508526611201525
"Q99835_IDR_555_769",0.491473388798475
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.35772472018691
"Q99856_IDR_377_515",0.320125386840762
"Q99856_IDR_539_593",0.322149892972328
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.491197932472528
"Q99928_IDR_344_397",0.508802067527472
"Q99929_IDR_111_175",0.451246189218556
"Q99929_IDR_1_57",0.548753810781444
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.486596466397237
"Q99983_IDR_386_421",0.513403533602763
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.172385557066768
"Q99996_IDR_2066_2110",0.175016708944372
"Q99996_IDR_2121_3131",0.158521513080823
"Q99996_IDR_3199_3693",0.165168579008382
"Q99996_IDR_3800_3868",0.168592734821133
"Q99996_IDR_751_1844",0.160314907078521
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.487494764860046
"Q9BQA5_IDR_486_517",0.512505235139954
"Q9BQB4_IDR_171_213",0.47649658863323
"Q9BQB4_IDR_41_74",0.52350341136677
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.496031278585944
"Q9BQE6_IDR_196_289",0.503968721414056
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.234608062823924
"Q9BQF6_IDR_443_515",0.255838863056364
"Q9BQF6_IDR_686_733",0.261782645538228
"Q9BQF6_IDR_876_928",0.247770428581484
"Q9BQG0_IDR_1145_1328",0.558420399201397
"Q9BQG0_IDR_696_755",0.441579600798603
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.249740465986899
"Q9BQS8_IDR_340_405",0.249115815299945
"Q9BQS8_IDR_549_601",0.252345045730625
"Q9BQT9_IDR_805_892",0.49453594540677
"Q9BQT9_IDR_912_956",0.50546405459323
"Q9BQW3_IDR_386_438",0.486530454338305
"Q9BQW3_IDR_442_602",0.513469545661695
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.284080556568819
"Q9BR39_IDR_383_416",0.295085072639317
"Q9BR39_IDR_425_671",0.420834370791863
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.514149609598548
"Q9BR77_IDR_86_225",0.485850390401453
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.153367629198736
"Q9BRR8_IDR_353_504",0.162753403597659
"Q9BRR8_IDR_570_612",0.165272019997054
"Q9BRR8_IDR_621_756",0.185206522912654
"Q9BRR8_IDR_68_156",0.163892210576329
"Q9BRR8_IDR_759_914",0.169508213717567
"Q9BRR9_IDR_113_210",0.35397757245319
"Q9BRR9_IDR_248_325",0.314575837251517
"Q9BRR9_IDR_444_508",0.331446590295293
"Q9BRS2_IDR_1_110",0.462945695899832
