"","GO0006366_transcription_by_RNA_polymerase_II"
"Q9BXM0_IDR_1342_1375",0.288010247528435
"Q9BXM0_IDR_1_43",0.272495282306796
"Q9BXM0_IDR_45_233",0.439494470164769
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.169774475533485
"Q9BXT5_IDR_1_469",0.203743009135638
"Q9BXT5_IDR_2264_2514",0.13669008172435
"Q9BXT5_IDR_2563_2596",0.187058940277476
"Q9BXT5_IDR_473_775",0.156572358072187
"Q9BXT5_IDR_782_1040",0.146161135256863
"Q9BXT8_IDR_1104_1169",0.316404538780163
"Q9BXT8_IDR_1360_1397",0.337350390832465
"Q9BXT8_IDR_309_399",0.346245070387372
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.510663079085292
"Q9BXU1_IDR_976_1018",0.489336920914708
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.513267893309874
"Q9BXU7_IDR_731_820",0.486732106690126
"Q9BY12_IDR_745_899",0.353667321616341
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.325758765754539
"Q9BY66_IDR_1411_1539",0.340505864792754
"Q9BY66_IDR_174_310",0.333735369452707
"Q9BY67_IDR_335_376",0.511568227003145
"Q9BY67_IDR_398_442",0.488431772996855
"Q9BY76_IDR_1_109",0.48665606168776
"Q9BY76_IDR_115_180",0.51334393831224
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.556871469381641
"Q9BY84_IDR_561_654",0.443128530618359
"Q9BY89_IDR_1_31",0.555274283938415
"Q9BY89_IDR_37_1789",0.444725716061585
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.479263505462957
"Q9BYM8_IDR_243_277",0.520736494537043
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.270167997269038
"Q9BYP7_IDR_486_1800",0.729832002730962
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.192248133099002
"Q9BYW2_IDR_1_1069",0.216986161936446
"Q9BYW2_IDR_1829_2147",0.23921256504346
"Q9BYW2_IDR_2311_2388",0.175661655266629
"Q9BYW2_IDR_2421_2468",0.175891484654464
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.315658384834256
"Q9BYX2_IDR_145_329",0.316679307792511
"Q9BYX2_IDR_384_454",0.367662307373233
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.594573597813844
"Q9BZE3_IDR_286_327",0.405426402186156
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.551162908950814
"Q9BZE9_IDR_495_553",0.448837091049186
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.471595218416405
"Q9BZJ7_IDR_311_368",0.528404781583595
"Q9BZJ8_IDR_1_40",0.322010603121858
"Q9BZJ8_IDR_246_282",0.271788908927771
"Q9BZJ8_IDR_364_451",0.406200487950371
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.372643249822528
"Q9BZL6_IDR_190_250",0.200897751959035
"Q9BZL6_IDR_316_378",0.20341863578778
"Q9BZL6_IDR_848_878",0.223040362430657
"Q9BZM3_IDR_14_204",0.671661602092675
"Q9BZM3_IDR_254_304",0.328338397907325
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.347822469840017
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.586551660638357
"Q9C086_IDR_78_267",0.413448339361643
"Q9C091_IDR_1088_1225",0.495059644323018
"Q9C091_IDR_241_368",0.209968179030499
"Q9C091_IDR_51_102",0.294972176646483
"Q9C093_IDR_1197_1327",0.192785150956186
"Q9C093_IDR_1663_1709",0.213974405680493
"Q9C093_IDR_257_290",0.190717053915051
"Q9C093_IDR_608_681",0.226362169364875
"Q9C093_IDR_890_1004",0.176161220083396
"Q9C098_IDR_21_345",0.472703419537897
"Q9C098_IDR_617_648",0.527296580462103
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.284677125856702
"Q9C0B9_IDR_207_351",0.202967699812837
"Q9C0B9_IDR_403_435",0.145219170969251
"Q9C0B9_IDR_464_1021",0.36713600336121
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.199665147075432
"Q9C0C7_IDR_250_310",0.199892257266629
"Q9C0C7_IDR_312_649",0.282210087622766
"Q9C0C7_IDR_665_726",0.160377943165816
"Q9C0C7_IDR_737_805",0.157854564869356
"Q9C0C9_IDR_1155_1249",0.240507975774317
"Q9C0C9_IDR_1_55",0.253361679625507
"Q9C0C9_IDR_399_537",0.299998073997404
"Q9C0C9_IDR_712_920",0.206132270602772
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.234122312196468
"Q9C0F1_IDR_289_390",0.395283475284376
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.514465779008058
"Q9C0H9_IDR_264_1183",0.485534220991942
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.556817234275257
"Q9C0I9_IDR_179_441",0.443182765724743
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.244416907331277
"Q9C0J8_IDR_408_507",0.225670026449487
"Q9C0J8_IDR_511_1336",0.529913066219236
"Q9C0J9_IDR_1_48",0.329433431279412
"Q9C0J9_IDR_175_482",0.670566568720588
"Q9C0K0_IDR_1_824",0.759484875600868
"Q9C0K0_IDR_858_894",0.240515124399132
"Q9GZR2_IDR_80_195",0.504748440983992
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.35052065827662
"Q9GZR7_IDR_62_190",0.224034696446814
"Q9GZR7_IDR_812_859",0.425444645276566
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.263720744161644
"Q9GZU2_IDR_1305_1386",0.259843086105267
"Q9GZU2_IDR_1_34",0.219940911524799
"Q9GZU2_IDR_1417_1478",0.25649525820829
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.486972739061369
"Q9GZV3_IDR_520_580",0.513027260938631
"Q9H009_IDR_142_177",0.527669741670093
"Q9H009_IDR_1_74",0.472330258329907
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.484741742405529
"Q9H019_IDR_74_143",0.515258257594471
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.488721072671609
"Q9H063_IDR_52_83",0.511278927328391
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.21859413392026
"Q9H0E7_IDR_167_291",0.292184079174583
"Q9H0E7_IDR_306_373",0.233851175051918
"Q9H0E7_IDR_682_712",0.255370611853238
"Q9H0E9_IDR_133_704",0.534864011381642
"Q9H0E9_IDR_819_854",0.237262796763135
"Q9H0E9_IDR_869_1101",0.227873191855223
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.519178622514385
"Q9H0V9_IDR_1_43",0.489224843848493
"Q9H0V9_IDR_293_348",0.510775156151507
"Q9H0W5_IDR_62_92",0.527891224330463
"Q9H0W5_IDR_99_538",0.472108775669537
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.394528652279181
"Q9H0X9_IDR_249_362",0.284569677289944
"Q9H161_IDR_236_411",0.520109602859609
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.341265804439957
"Q9H171_IDR_344_400",0.337795646452867
"Q9H171_IDR_72_104",0.320938549107177
"Q9H172_IDR_1_43",0.472792363389262
"Q9H172_IDR_333_364",0.527207636610738
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.195792907361209
"Q9H175_IDR_1_63",0.219173279019617
"Q9H175_IDR_281_371",0.29439248247386
"Q9H175_IDR_425_543",0.290641331145315
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.33993028180675
"Q9H1A4_IDR_674_704",0.21149460552276
"Q9H1A4_IDR_715_746",0.25269508485229
"Q9H1A4_IDR_988_1019",0.195880027818201
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.29801741382426
"Q9H1K0_IDR_472_732",0.296827256357621
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.477549118317308
"Q9H1M3_IDR_70_183",0.522450881682692
"Q9H1P3_IDR_1_59",0.528834874391564
"Q9H1P3_IDR_319_350",0.471165125608436
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.515929586923302
"Q9H1V8_IDR_646_711",0.484070413076698
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.664203101452268
"Q9H1Y3_IDR_330_397",0.335796898547732
"Q9H1Z8_IDR_109_148",0.526420121718373
"Q9H1Z8_IDR_1_31",0.473579878281627
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.46708758487559
"Q9H2C1_IDR_298_345",0.53291241512441
"Q9H2D6_IDR_1_2115",0.61729312262562
"Q9H2D6_IDR_2151_2188",0.38270687737438
"Q9H2F5_IDR_276_439",0.437707247893169
"Q9H2F5_IDR_471_836",0.562292752106831
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.419405807746641
"Q9H2G2_IDR_313_796",0.580594192253359
"Q9H2G4_IDR_1_210",0.501466763976191
"Q9H2G4_IDR_426_682",0.498533236023809
"Q9H2G9_IDR_1_130",0.528782465185132
"Q9H2G9_IDR_219_321",0.471217534814868
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.517469168691718
"Q9H2W2_IDR_136_220",0.527237281049666
"Q9H2W2_IDR_1_91",0.472762718950334
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.525064483857942
"Q9H2X6_IDR_536_1061",0.474935516142058
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.321150627354998
"Q9H2X9_IDR_87_120",0.343672542621558
"Q9H2X9_IDR_942_1066",0.335176830023443
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.332091797999167
"Q9H2Y9_IDR_374_412",0.322271700084008
"Q9H2Y9_IDR_763_848",0.345636501916825
"Q9H2Z4_IDR_1_191",0.553022480147811
"Q9H2Z4_IDR_289_342",0.446977519852189
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.486770500340001
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.275544019668564
"Q9H3P7_IDR_22_69",0.256412491890233
"Q9H3P7_IDR_291_363",0.468043488441203
"Q9H3Q1_IDR_1_35",0.284944727640306
"Q9H3Q1_IDR_227_356",0.327265992254708
"Q9H3Q1_IDR_55_199",0.387789280104986
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.286704798674977
"Q9H422_IDR_87_147",0.139929205929586
"Q9H422_IDR_874_1078",0.398689148680951
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.352514150313866
"Q9H461_IDR_344_380",0.315761450102791
"Q9H461_IDR_624_694",0.331724399583342
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.173295332141059
"Q9H4A3_IDR_1262_2382",0.387120235642383
"Q9H4A3_IDR_567_1259",0.439584432216558
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.5530777624185
"Q9H4B4_IDR_337_413",0.4469222375815
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.307716838712989
"Q9H4L5_IDR_164_210",0.266483627402133
"Q9H4L5_IDR_246_512",0.425799533884879
"Q9H4L7_IDR_1_248",0.469270095316207
"Q9H4L7_IDR_292_382",0.530729904683793
"Q9H4M7_IDR_1_46",0.335222004764841
"Q9H4M7_IDR_149_436",0.342612037011929
"Q9H4M7_IDR_473_747",0.32216595822323
"Q9H4Q3_IDR_162_443",0.654270344685742
"Q9H4Q3_IDR_643_707",0.345729655314258
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.529572382181443
"Q9H4S2_IDR_199_264",0.470427617818557
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.188990930943666
"Q9H5I5_IDR_1464_1896",0.0768596798309298
"Q9H5I5_IDR_2042_2146",0.248284986252872
"Q9H5I5_IDR_837_904",0.126405366801193
"Q9H5J0_IDR_173_466",0.449351993025277
"Q9H5J0_IDR_521_574",0.550648006974723
"Q9H5J8_IDR_1_74",0.346342341959804
"Q9H5J8_IDR_245_278",0.350625350706459
"Q9H5J8_IDR_85_122",0.303032307333737
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.602812023331785
"Q9H5N1_IDR_305_440",0.397187976668215
"Q9H5P4_IDR_309_391",0.201512250218227
"Q9H5P4_IDR_393_553",0.187117412535324
"Q9H5P4_IDR_679_856",0.191282428560677
"Q9H5P4_IDR_952_1033",0.202763457005243
"Q9H5P4_IDR_9_54",0.217324451680528
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.605982873112717
"Q9H5V7_IDR_1_55",0.394017126887283
"Q9H6B1_IDR_216_263",0.193622763347171
"Q9H6B1_IDR_279_319",0.198893362045284
"Q9H6B1_IDR_327_363",0.227423424476891
"Q9H6B1_IDR_92_201",0.180393824709121
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.512790575837985
"Q9H6E5_IDR_636_759",0.487209424162014
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.566949917671322
"Q9H6X2_IDR_475_564",0.433050082328678
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.461528828088303
"Q9H6Y5_IDR_68_119",0.538471171911697
"Q9H6Z4_IDR_1_384",0.604076334665974
"Q9H6Z4_IDR_514_567",0.395923665334026
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.52203592127899
"Q9H7N4_IDR_1279_1312",0.47796407872101
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.535121296689364
"Q9H7P9_IDR_429_1386",0.464878703310636
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.479015119758559
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.500606234618559
"Q9H841_IDR_333_368",0.499393765381441
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.200806970570641
"Q9H869_IDR_345_375",0.212531363136821
"Q9H869_IDR_392_745",0.256379802671621
"Q9H869_IDR_752_796",0.330281863620917
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.439205120257241
"Q9H8E8_IDR_211_460",0.560794879742759
"Q9H8G2_IDR_1_126",0.422997307937196
"Q9H8G2_IDR_198_361",0.577002692062804
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.193608895877922
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.529946573308189
"Q9H8Y1_IDR_553_618",0.470053426691811
"Q9H8Y5_IDR_120_153",0.367929138541692
"Q9H8Y5_IDR_354_489",0.32468389742005
"Q9H8Y5_IDR_618_681",0.307386964038258
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.538121289806196
"Q9H930_IDR_152_299",0.461878710193804
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.40747011570596
"Q9H967_IDR_60_176",0.59252988429404
"Q9H972_IDR_464_518",0.556755139161115
"Q9H972_IDR_71_300",0.443244860838885
"Q9H981_IDR_1_36",0.47333441930011
"Q9H981_IDR_428_495",0.52666558069989
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.476494834715406
"Q9H9S0_IDR_1_98",0.523505165284594
"Q9H9Y2_IDR_1_52",0.514652576723429
"Q9H9Y2_IDR_84_128",0.485347423276571
"Q9H9Z2_IDR_119_209",0.61729598773485
"Q9H9Z2_IDR_1_36",0.38270401226515
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.560957689029006
"Q9HA90_IDR_91_139",0.439042310970994
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.524500448507482
"Q9HAV5_IDR_66_246",0.475499551492519
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.286297870399375
"Q9HAW4_IDR_1141_1256",0.350373732897964
"Q9HAW4_IDR_1292_1332",0.363328396702661
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.283902734078055
"Q9HAZ2_IDR_216_393",0.349661615887103
"Q9HAZ2_IDR_397_1246",0.366435650034842
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.356676518934693
"Q9HB14_IDR_356_386",0.643323481065307
"Q9HB15_IDR_316_368",0.494898046352887
"Q9HB15_IDR_380_430",0.505101953647113
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.522323591309584
"Q9HBH9_IDR_408_458",0.477676408690416
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.317725214390119
"Q9HBJ7_IDR_565_657",0.3515334777437
"Q9HBJ7_IDR_746_817",0.33074130786618
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.379303816705256
"Q9HBM0_IDR_400_474",0.32352710476069
"Q9HBM0_IDR_498_779",0.297169078534053
"Q9HC44_IDR_427_474",0.43720130010662
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.522115457069586
"Q9HC58_IDR_272_434",0.477884542930414
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.521997474376051
"Q9HC77_IDR_33_949",0.478002525623949
"Q9HC78_IDR_1_65",0.235270843353684
"Q9HC78_IDR_202_498",0.764729156646316
"Q9HC84_IDR_1433_1501",0.186888801238391
"Q9HC84_IDR_1605_1778",0.19747205267587
"Q9HC84_IDR_1884_2304",0.186570376882027
"Q9HC84_IDR_2416_2861",0.211752383028111
"Q9HCE5_IDR_1_110",0.616518396704879
"Q9HCE5_IDR_397_456",0.383481603295121
"Q9HCE6_IDR_1131_1168",0.6158473341629
"Q9HCE6_IDR_1_309",0.3841526658371
"Q9HCE7_IDR_140_234",0.6009900279858
"Q9HCE7_IDR_266_307",0.399009972014201
"Q9HCE9_IDR_1156_1220",0.1593771577138
"Q9HCE9_IDR_1_35",0.330901836237009
"Q9HCE9_IDR_519_653",0.150654156349868
"Q9HCE9_IDR_658_727",0.162799907471593
"Q9HCE9_IDR_882_1143",0.19626694222773
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.487456979141612
"Q9HCG7_IDR_896_927",0.512543020858388
"Q9HCG8_IDR_1_124",0.33044543424146
"Q9HCG8_IDR_408_441",0.336990960554111
"Q9HCG8_IDR_656_908",0.332563605204429
"Q9HCJ5_IDR_129_202",0.326203439040783
"Q9HCJ5_IDR_1_72",0.316190489539135
"Q9HCJ5_IDR_483_513",0.357606071420082
"Q9HCJ6_IDR_1_38",0.463417455817754
"Q9HCJ6_IDR_383_419",0.536582544182245
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.267407280231258
"Q9HCK1_IDR_1862_2007",0.243789465437097
"Q9HCK1_IDR_2065_2354",0.228929625742075
"Q9HCK1_IDR_56_1610",0.25987362858957
"Q9HCK4_IDR_932_972",0.426616424153081
"Q9HCK4_IDR_982_1378",0.573383575846919
"Q9HCK8_IDR_1399_1439",0.181860123031318
"Q9HCK8_IDR_1_662",0.252832803608832
"Q9HCK8_IDR_1663_1736",0.168017460048115
"Q9HCK8_IDR_1967_2581",0.397289613311735
"Q9HCL0_IDR_725_915",0.377946999636533
"Q9HCL0_IDR_952_1083",0.622053000363467
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.380118097810326
"Q9HCU0_IDR_401_687",0.619881902189674
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.478581892232683
"Q9HCU9_IDR_172_205",0.521418107767317
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.344341409219754
"Q9HCX4_IDR_736_775",0.346951395225821
"Q9HCX4_IDR_829_862",0.308707195554424
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.54443043332246
"Q9HD20_IDR_884_948",0.45556956667754
"Q9HD23_IDR_1_81",0.437068585133653
"Q9HD23_IDR_399_443",0.562931414866347
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.502460467264875
"Q9HD67_IDR_947_1167",0.497539532735125
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.698863564661088
"Q9NP64_IDR_93_128",0.301136435338912
"Q9NP66_IDR_1_102",0.526693987190082
"Q9NP66_IDR_181_220",0.473306012809918
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.368574278025359
"Q9NP71_IDR_189_666",0.631425721974642
"Q9NP74_IDR_211_242",0.195224153850608
"Q9NP74_IDR_246_406",0.274127720434556
"Q9NP74_IDR_450_551",0.289224034740579
"Q9NP74_IDR_92_209",0.241424090974257
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.333309454469002
"Q9NP80_IDR_217_286",0.336938248014532
"Q9NP80_IDR_294_353",0.329752297516466
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.331225114566653
"Q9NP85_IDR_352_383",0.668774885433347
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.362246790597566
"Q9NPD5_IDR_649_702",0.324669029950717
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.527019535302835
"Q6PJI9_IDR_344_383",0.352082047764895
"Q6PJI9_IDR_497_528",0.366698561468311
"Q6PJI9_IDR_588_639",0.281219390766794
"Q6PJP8_IDR_1_115",0.328740555680674
"Q6PJP8_IDR_183_409",0.354442554805522
"Q6PJP8_IDR_412_697",0.316816889513804
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.0972399032402639
"Q6Q759_IDR_1143_1219",0.157279429677046
"Q6Q759_IDR_1324_1379",0.144625413659508
"Q6Q759_IDR_1926_2028",0.101410630906034
"Q6Q759_IDR_880_932",0.0979560342082901
"Q6Q759_IDR_936_1012",0.0986688382184146
"Q6QHK4_IDR_124_161",0.502612071473777
"Q6QHK4_IDR_1_64",0.497387928526223
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.173583279326954
"Q6T4P5_IDR_542_578",0.471747226546867
"Q6T4P5_IDR_606_718",0.15382910517678
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.146686279230861
"Q6TFL3_IDR_344_374",0.107847673553635
"Q6TFL3_IDR_385_488",0.0970124990266629
"Q6TFL3_IDR_758_980",0.109254269195057
"Q6UWB4_IDR_1_52",0.523716437899664
"Q6UWB4_IDR_303_352",0.476283562100336
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
