"","GO0007017_microtubule_based_process"
"Q6ZNJ1_IDR_1858_1915",0.500474022411149
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.470738522242984
"Q6ZNM6_IDR_55_116",0.529261477757016
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.315385727620065
"Q6ZP65_IDR_269_463",0.478190899040612
"Q6ZP65_IDR_508_573",0.206423373339323
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.190439865193867
"Q6ZRS2_IDR_2213_2316",0.155994398822079
"Q6ZRS2_IDR_2323_3230",0.187230350824707
"Q6ZRS2_IDR_953_1312",0.13887738699172
"Q6ZRS4_IDR_1_136",0.495876391498442
"Q6ZRS4_IDR_221_1044",0.504123608501558
"Q6ZRT6_IDR_147_265",0.533688881070555
"Q6ZRT6_IDR_1_53",0.466311118929445
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.235968629418026
"Q6ZSY5_IDR_207_237",0.245002365045021
"Q6ZSY5_IDR_290_528",0.254032923425493
"Q6ZSY5_IDR_63_102",0.26499608211146
"Q6ZSZ5_IDR_1104_1360",0.351061122652843
"Q6ZSZ5_IDR_1_402",0.227038296044109
"Q6ZSZ5_IDR_892_992",0.171794204006247
"Q6ZSZ5_IDR_997_1044",0.250106377296802
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.329712828346399
"Q6ZU64_IDR_1564_1597",0.302853465450768
"Q6ZU64_IDR_1715_1829",0.42559886876161
"Q6ZU64_IDR_97_136",0.271547665787622
"Q6ZU65_IDR_19_123",0.227758354731053
"Q6ZU65_IDR_249_443",0.289253167782542
"Q6ZU65_IDR_570_600",0.23637992028188
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.246608557204525
"Q6ZU69_IDR_308_372",0.257384152923967
"Q6ZU69_IDR_32_294",0.386501975329873
"Q6ZUJ8_IDR_634_805",0.291020586672466
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.269854155526441
"Q6ZUM4_IDR_446_494",0.241295920355537
"Q6ZUM4_IDR_617_665",0.233393465829716
"Q6ZUM4_IDR_70_259",0.255456458288306
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.564371639186087
"Q6ZUT1_IDR_33_96",0.435628360813913
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.194923972759716
"Q6ZUT9_IDR_140_177",0.178025231319491
"Q6ZUT9_IDR_410_442",0.213565073962533
"Q6ZUT9_IDR_602_728",0.202526125863361
"Q6ZUT9_IDR_811_850",0.2109595960949
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.364186741663157
"Q6ZV29_IDR_1_95",0.307785151273518
"Q6ZV29_IDR_303_448",0.328028107063326
"Q6ZVM7_IDR_466_507",0.306893930848689
"Q6ZVT0_IDR_1_153",0.557852366439746
"Q6ZVT0_IDR_570_673",0.442147633560254
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.228956121207215
"A0AVK6_IDR_212_263",0.221406383593431
"A0AVK6_IDR_351_867",0.30518860053182
"A0AVK6_IDR_69_110",0.244448894667534
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.513450361510888
"A0FGR9_IDR_589_736",0.486549638489112
"A1L443_IDR_407_756",0.376320384346758
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.436158392111141
"A1L4H1_IDR_951_1468",0.563841607888859
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.499382156700631
"A1X283_IDR_428_849",0.500617843299369
"A2RUB6_IDR_914_948",0.285143760627315
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.572914590929866
"A3KN83_IDR_682_840",0.427085409070134
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.313333400960278
"A4D263_IDR_211_245",0.352695992703066
"A4D263_IDR_379_415",0.333970606336656
"A4D2H0_IDR_278_319",0.392411717354496
"A4D2H0_IDR_330_675",0.607588282645504
"A4D2P6_IDR_212_277",0.372437949789281
"A4D2P6_IDR_469_831",0.627562050210719
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.24056015780108
"A4FU28_IDR_278_331",0.226523241992968
"A4FU28_IDR_333_469",0.341207750143875
"A4FU28_IDR_474_698",0.191708850062077
"A5YKK6_IDR_1307_1355",0.358895648478685
"A5YKK6_IDR_683_828",0.293477667195412
"A5YKK6_IDR_998_1072",0.347626684325903
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.214657463801242
"A6NC98_IDR_307_760",0.482624798425029
"A6NC98_IDR_845_983",0.302717737773729
"A6NDD5_IDR_190_221",0.445490185794235
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.411855358582475
"A6NDN3_IDR_213_693",0.588144641417525
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.426102881865444
"A6NDY0_IDR_35_143",0.573897118134556
"A6NFA1_IDR_1_36",0.309546927388132
"A6NFA1_IDR_355_436",0.346913451473732
"A6NFA1_IDR_449_517",0.343539621138136
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.349844475291498
"A6NFE2_IDR_188_222",0.280466885646003
"A6NFE2_IDR_224_271",0.369688639062499
"A6NFI3_IDR_1_157",0.248561695505037
"A6NFI3_IDR_173_344",0.221276480183187
"A6NFI3_IDR_488_608",0.179401859088582
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.162161995269119
"A6NJZ7_IDR_209_374",0.191098940083973
"A6NJZ7_IDR_534_567",0.193395328541228
"A6NJZ7_IDR_685_828",0.243930045134545
"A6NJZ7_IDR_82_193",0.209413690971136
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.505167781476809
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.363870940551713
"A6NMT0_IDR_48_106",0.312930080699843
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.514507314921956
"A6NN90_IDR_1_31",0.485492685078043
"A6NNA5_IDR_1_38",0.517672222197901
"A6NNA5_IDR_83_263",0.482327777802099
"A6NNE9_IDR_1_165",0.440450195787274
"A6NNE9_IDR_327_364",0.559549804212726
"A7E2V4_IDR_1430_1467",0.360279300972827
"A7E2V4_IDR_518_726",0.304043548549966
"A7KAX9_IDR_30_109",0.337423831493766
"A7KAX9_IDR_572_637",0.338271068913962
"A7KAX9_IDR_665_2087",0.324305099592272
"A7MBM2_IDR_1133_1289",0.334199910717483
"A7MBM2_IDR_1_188",0.31119815438801
"A7MBM2_IDR_236_272",0.354601934894507
"A7MCY6_IDR_167_565",0.48329511922421
"A7MCY6_IDR_95_154",0.51670488077579
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.263196832228124
"A7XYQ1_IDR_189_224",0.264466041028106
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.484322561727525
"A8MQ27_IDR_435_494",0.515677438272475
"A8MQT2_IDR_1_141",0.247023611633105
"A8MQT2_IDR_271_563",0.752976388366895
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.243442379633278
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.497364558599231
"A8MWV9_IDR_90_139",0.502635441400769
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.687838117380026
"B1AKI9_IDR_109_157",0.309937450937086
"B1AKI9_IDR_165_222",0.296674736128407
"B1AKI9_IDR_1_99",0.393387812934508
"B1AL46_IDR_1_397",0.312483796755813
"B1AL46_IDR_405_522",0.333940656748012
"B1AL46_IDR_525_878",0.353575546496176
"B1AL88_IDR_109_153",0.313411493703132
"B1AL88_IDR_379_413",0.315688458350688
"B1AL88_IDR_67_100",0.37090004794618
"B7U540_IDR_367_433",0.61300377778226
"B7Z1M9_IDR_12_45",0.514150241344029
"B7Z1M9_IDR_47_208",0.485849758655971
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.581583220077593
"B7ZW38_IDR_89_186",0.418416779922407
"B8ZZ34_IDR_1_55",0.506618394293306
"B8ZZ34_IDR_98_397",0.493381605706694
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.482452268032407
"C9JLJ4_IDR_378_528",0.517547731967593
"C9JLR9_IDR_1_102",0.190203360336766
"C9JLR9_IDR_173_259",0.184662015101588
"C9JLR9_IDR_328_427",0.208128492243229
"C9JLR9_IDR_444_476",0.217551702245898
"C9JLR9_IDR_482_579",0.199454430072519
"C9JPN9_IDR_1_55",0.326092453012385
"C9JPN9_IDR_378_464",0.34198602356036
"C9JPN9_IDR_469_528",0.331921523427255
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.33048054391375
"D6RGH6_IDR_127_179",0.334737143568701
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.539972788194191
"D6RIA3_IDR_1686_1757",0.460027211805809
"D6RJB6_IDR_1_56",0.330161801698803
"D6RJB6_IDR_379_464",0.336488914850568
"D6RJB6_IDR_469_528",0.333349283450628
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.209416089983136
"F8WBI6_IDR_183_214",0.211608496433401
"F8WBI6_IDR_279_604",0.578975413583463
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.507267441446623
"H7C350_IDR_1_240",0.514905520297238
"H7C350_IDR_297_361",0.485094479702761
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.44149266059736
"I3L3R5_IDR_69_154",0.55850733940264
"I6L899_IDR_1_116",0.207514565140812
"I6L899_IDR_183_214",0.205997830969653
"I6L899_IDR_271_608",0.586487603889535
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.388617731448725
"O00192_IDR_589_651",0.301317955488668
"O00192_IDR_851_956",0.310064313062607
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.354948688898305
"O00203_IDR_646_856",0.645051311101695
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.545832185626402
"O00305_IDR_164_219",0.322758320660921
"O00305_IDR_1_67",0.340684051312076
"O00305_IDR_406_520",0.336557628027003
"O00308_IDR_149_312",0.45396833297896
"O00308_IDR_355_403",0.54603166702104
"O00311_IDR_1_38",0.343434080316127
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.334663245338285
"O00311_IDR_470_532",0.321902674345588
"O00327_IDR_1_77",0.52994091681478
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.486077759807207
"O00470_IDR_1_77",0.513922240192793
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.45567426220412
"O00472_IDR_290_524",0.54432573779588
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.319124749452235
"O00566_IDR_649_681",0.300874999727312
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.470779676733022
"O00591_IDR_338_390",0.529220323266979
"A1A5C7_IDR_633_686",0.535889228085914
"A1A5D9_IDR_258_367",0.348829740990132
"A1A5D9_IDR_369_401",0.241129495694891
"A1A5D9_IDR_452_497",0.217552015048048
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.498287000185945
"A1L162_IDR_1_63",0.501712999814055
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.162031998987581
"A1L390_IDR_1154_1219",0.181737597777214
"A1L390_IDR_1_89",0.1661126237563
"A1L390_IDR_412_905",0.279595052333688
"A1L390_IDR_937_1048",0.210522727145217
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.290504052545648
"A1L443_IDR_285_389",0.333175563107594
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.485532322853147
"Q9Y426_IDR_389_696",0.514467677146853
"Q9Y446_IDR_1_314",0.451974882942111
"Q9Y446_IDR_549_586",0.548025117057889
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.469875195148553
"Q9Y450_IDR_1_87",0.530124804851447
"Q9Y458_IDR_1_86",0.352843062232086
"Q9Y458_IDR_271_346",0.323094017259153
"Q9Y458_IDR_384_435",0.32406292050876
"Q9Y462_IDR_149_246",0.496928004872196
"Q9Y462_IDR_250_366",0.503071995127804
"Q9Y463_IDR_1_36",0.548667145175202
"Q9Y463_IDR_433_629",0.451332854824798
"Q9Y466_IDR_42_77",0.470686135541769
"Q9Y466_IDR_81_173",0.529313864458231
"Q9Y468_IDR_113_168",0.255569163052907
"Q9Y468_IDR_170_269",0.259696092265006
"Q9Y468_IDR_26_84",0.243935240098116
"Q9Y468_IDR_587_721",0.240799504583971
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.458525370508779
"Q9Y483_IDR_356_558",0.541474629491221
"Q9Y485_IDR_1246_1305",0.0919714991452855
"Q9Y485_IDR_1361_1395",0.0792386378908189
"Q9Y485_IDR_1889_1949",0.0870655400298155
"Q9Y485_IDR_1969_2018",0.10712057966211
"Q9Y485_IDR_2366_2418",0.0878532383936217
"Q9Y485_IDR_2442_2480",0.100151636320386
"Q9Y485_IDR_287_332",0.0848883604795961
"Q9Y485_IDR_418_469",0.118531096850312
"Q9Y485_IDR_557_589",0.0767041034680197
"Q9Y485_IDR_665_697",0.0817074461870989
"Q9Y485_IDR_897_934",0.0847678615729354
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.498783961374449
"Q9Y496_IDR_626_699",0.501216038625551
"Q9Y4A5_IDR_179_212",0.256130551198497
"Q9Y4A5_IDR_2024_2085",0.208915258788707
"Q9Y4A5_IDR_2545_2582",0.267873771117445
"Q9Y4A5_IDR_473_538",0.267080418895351
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.187641500879389
"Q9Y4B4_IDR_1_243",0.269536086922145
"Q9Y4B4_IDR_1301_1371",0.161471883816378
"Q9Y4B4_IDR_638_696",0.198747925474774
"Q9Y4B4_IDR_993_1052",0.182602602907313
"Q9Y4B5_IDR_1_1647",0.817600127206135
"Q9Y4B5_IDR_1650_1905",0.182399872793866
"Q9Y4B6_IDR_1393_1507",0.375370495147044
"Q9Y4B6_IDR_190_303",0.354576354474928
"Q9Y4B6_IDR_875_1000",0.270053150378028
"Q9Y4C1_IDR_251_518",0.481356671788176
"Q9Y4C1_IDR_755_907",0.518643328211824
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.271641028593644
"Q9Y4C8_IDR_665_726",0.230663220238131
"Q9Y4C8_IDR_82_128",0.244612462319853
"Q9Y4C8_IDR_925_960",0.253083288848371
"Q9Y4D1_IDR_1043_1078",0.348535160232042
"Q9Y4D1_IDR_511_606",0.267974717630805
"Q9Y4D1_IDR_997_1032",0.383490122137154
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.314003878145071
"Q9Y4E1_IDR_56_1320",0.685996121854929
"Q9Y4E5_IDR_400_459",0.247463720351451
"Q9Y4E5_IDR_51_85",0.272875164415966
"Q9Y4E5_IDR_566_601",0.256915136648683
"Q9Y4E5_IDR_810_872",0.2227459785839
"Q9Y4E6_IDR_1061_1118",0.248074959903375
"Q9Y4E6_IDR_636_666",0.24666543516901
"Q9Y4E6_IDR_708_788",0.269794756345509
"Q9Y4E6_IDR_913_971",0.235464848582106
"Q9Y4E8_IDR_226_263",0.303135127071084
"Q9Y4E8_IDR_621_707",0.323922234727535
"Q9Y4E8_IDR_937_981",0.372942638201381
"Q9Y4F1_IDR_1_35",0.313650736163974
"Q9Y4F1_IDR_355_535",0.335978530413762
"Q9Y4F1_IDR_864_906",0.350370733422264
"Q9Y4F3_IDR_1564_1725",0.358416084892505
"Q9Y4F3_IDR_311_344",0.279424183089353
"Q9Y4F3_IDR_585_730",0.362159732018142
"Q9Y4F4_IDR_1434_1483",0.252882196016822
"Q9Y4F4_IDR_1_88",0.198718197375781
"Q9Y4F4_IDR_312_344",0.23190808580288
"Q9Y4F4_IDR_616_1247",0.316491520804518
"Q9Y4F9_IDR_1_69",0.460362665609126
"Q9Y4F9_IDR_321_730",0.539637334390874
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.359167930718909
"Q9Y4G8_IDR_481_590",0.400354513857375
"Q9Y4G8_IDR_913_1499",0.240477555423716
"Q9Y4H2_IDR_1261_1317",0.321403522671523
"Q9Y4H2_IDR_148_182",0.334663916669198
"Q9Y4H2_IDR_299_1246",0.343932560659279
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.524990828861735
"Q9Y4I1_IDR_1422_1473",0.237140072344351
"Q9Y4I1_IDR_596_631",0.237869098793915
"Q9Y4I5_IDR_1_301",0.478865383657139
"Q9Y4I5_IDR_406_444",0.521134616342861
"Q9Y4J8_IDR_275_410",0.359954129804791
"Q9Y4J8_IDR_418_743",0.640045870195209
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.481479427351418
"Q9Y4L1_IDR_910_999",0.518520572648582
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.507331321164952
"Q9Y4R7_IDR_542_742",0.492668678835048
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.369682759561665
"Q9Y4W2_IDR_511_624",0.357913721625873
"Q9Y4W2_IDR_679_714",0.272403518812462
"Q9Y4W6_IDR_763_797",0.563600452815689
"Q9Y4W6_IDR_78_134",0.436399547184311
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.50872225351753
"Q9Y4Z2_IDR_1_93",0.49127774648247
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.493174433024623
"Q9Y519_IDR_369_407",0.506825566975377
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.468405921666936
"Q9Y561_IDR_781_816",0.531594078333064
"Q9Y566_IDR_1_67",0.349605021423484
"Q9Y566_IDR_416_547",0.336392485322229
"Q9Y566_IDR_758_2087",0.314002493254287
"Q9Y570_IDR_1_38",0.469563909594903
"Q9Y570_IDR_239_281",0.530436090405097
"Q9Y572_IDR_309_428",0.584058642354101
"Q9Y572_IDR_473_518",0.415941357645899
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.428788201336917
"Q9Y592_IDR_618_701",0.571211798663083
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.382287203194596
"Q9Y5A9_IDR_197_239",0.316428348462516
"Q9Y5A9_IDR_245_389",0.301284448342889
"Q9Y5B0_IDR_334_586",0.421484932060369
"Q9Y5B0_IDR_730_961",0.578515067939631
"Q9Y5B6_IDR_1_385",0.582164561537961
"Q9Y5B6_IDR_498_563",0.417835438462039
"Q9Y5B9_IDR_436_478",0.47503522279868
"Q9Y5B9_IDR_927_1047",0.52496477720132
"Q9Y5C1_IDR_16_53",0.503128731297607
"Q9Y5C1_IDR_188_239",0.496871268702393
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.316959771071213
"Q9Y5I4_IDR_814_859",0.332992847479167
"Q9Y5I4_IDR_957_1007",0.35004738144962
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.476193871000917
"Q9Y5J3_IDR_167_290",0.523806128999083
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.474819017646336
"Q9Y5K3_IDR_305_369",0.525180982353664
"Q9Y5K6_IDR_168_295",0.298993799673534
"Q9Y5K6_IDR_310_581",0.397112940470561
"Q9Y5K6_IDR_63_108",0.303893259855905
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.341115729792214
"Q9Y5P4_IDR_184_235",0.311771887528688
"Q9Y5P4_IDR_276_401",0.347112382679099
"Q9Y5P8_IDR_42_123",0.494432294857871
"Q9Y5P8_IDR_519_553",0.505567705142129
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.451634344169365
"Q9Y5Q5_IDR_82_135",0.548365655830635
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.438907910939001
"Q9Y5Q8_IDR_464_519",0.561092089060999
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.465863440764776
"Q9Y5R2_IDR_331_374",0.534136559235223
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.506685638362434
"Q9Y5S1_IDR_726_764",0.493314361637566
"Q9Y5S2_IDR_1609_1711",0.215078031060617
"Q9Y5S2_IDR_352_400",0.20489714371807
"Q9Y5S2_IDR_406_528",0.286306359762551
"Q9Y5S2_IDR_924_1033",0.293718465458761
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.430567190941382
"Q9Y5T5_IDR_385_606",0.569432809058618
"Q9Y5U2_IDR_105_157",0.327967887760388
"Q9Y5U2_IDR_1_76",0.363356180792019
"Q9Y5U2_IDR_218_329",0.308675931447593
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.516815911505183
"Q9Y5W3_IDR_53_112",0.483184088494818
"Q9Y5W5_IDR_1_32",0.493253107219866
"Q9Y5W5_IDR_348_379",0.506746892780134
"Q9Y5W7_IDR_2_60",0.348085684678703
"Q9Y5W7_IDR_473_538",0.319226919758393
"Q9Y5W7_IDR_733_778",0.332687395562904
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.572111601022954
"Q9Y5X4_IDR_1_40",0.427888398977046
"Q9Y5Y0_IDR_1_97",0.443274725678641
"Q9Y5Y0_IDR_518_555",0.556725274321359
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.29872817458184
"Q9Y5Y9_IDR_1872_1956",0.247811146728306
"Q9Y5Y9_IDR_411_595",0.236987937593398
"Q9Y5Y9_IDR_939_986",0.216472741096456
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.499077398826843
"Q9Y603_IDR_1_31",0.500922601173157
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.40985056593179
"Q9Y608_IDR_532_630",0.59014943406821
"Q9Y613_IDR_1002_1105",0.381557950280792
"Q9Y613_IDR_337_534",0.361748982513684
"Q9Y613_IDR_581_623",0.256693067205524
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.524301751631773
"Q9Y616_IDR_448_596",0.475698248368227
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.325244749514976
"Q9Y625_IDR_424_473",0.360390984866564
"Q9Y625_IDR_476_555",0.31436426561846
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.383391836419973
"Q9Y666_IDR_932_1014",0.616608163580027
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.538758933851567
"Q9Y679_IDR_342_382",0.461241066148433
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.631391855694144
"Q9Y692_IDR_56_87",0.368608144305855
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.197292051727917
"Q9Y6C2_IDR_463_493",0.166462058711269
"Q9Y6C2_IDR_549_598",0.221813239608702
"Q9Y6C2_IDR_601_731",0.234008047396662
"Q9Y6C2_IDR_784_864",0.18042460255545
"Q9Y6C5_IDR_1125_1203",0.468675058541416
"Q9Y6C5_IDR_621_658",0.531324941458584
"Q9Y6D5_IDR_1016_1064",0.24280973722158
"Q9Y6D5_IDR_1493_1559",0.242803570525692
"Q9Y6D5_IDR_206_365",0.267065392135831
"Q9Y6D5_IDR_585_632",0.247321300116896
"Q9Y6D6_IDR_1072_1118",0.244362425907817
