"","GO0140110_transcription_regulator_activity"
"O14924_IDR_401_434",0.197274761935847
"O14924_IDR_446_705",0.208109491588318
"O14924_IDR_843_959",0.178552506984089
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.568187458013277
"O14967_IDR_496_610",0.431812541986723
"O15015_IDR_1_238",0.567279045003602
"O15015_IDR_657_782",0.432720954996398
"O15018_IDR_182_324",0.199762635917296
"O15018_IDR_423_501",0.181069122072077
"O15018_IDR_535_575",0.190579197114382
"O15018_IDR_676_719",0.177110797975858
"O15018_IDR_816_2616",0.251478246920386
"O15020_IDR_2082_2222",0.464818186667243
"O15020_IDR_2330_2390",0.535181813332757
"O15021_IDR_1099_1136",0.251498057523299
"O15021_IDR_1229_2623",0.15334516309821
"O15021_IDR_1_376",0.380086672224735
"O15021_IDR_874_1084",0.215070107153756
"O15027_IDR_1_1260",0.404723900237651
"O15027_IDR_1271_1385",0.332493865581461
"O15027_IDR_1570_1612",0.140892127074072
"O15027_IDR_1890_2357",0.121890107106816
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.292980915116706
"O15034_IDR_588_846",0.378659829518065
"O15055_IDR_1224_1255",0.216250238432832
"O15055_IDR_940_1126",0.232806920726882
"O15056_IDR_1418_1468",0.505440152453647
"O15056_IDR_984_1409",0.494559847546353
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.323925202538638
"O15063_IDR_512_1070",0.676074797461362
"O15066_IDR_372_430",0.414529630456451
"O15066_IDR_694_747",0.585470369543549
"O15068_IDR_558_628",0.598405663645771
"O15068_IDR_956_1031",0.401594336354229
"O15069_IDR_1_1419",0.399375639914173
"O15069_IDR_1488_1522",0.600624360085827
"O15072_IDR_1052_1205",0.27803216766042
"O15072_IDR_1_31",0.234126832094232
"O15072_IDR_209_253",0.241772607908443
"O15072_IDR_996_1031",0.246068392336905
"O15075_IDR_147_180",0.184119803751876
"O15075_IDR_1_54",0.228459539209692
"O15085_IDR_1083_1354",0.149974814960438
"O15085_IDR_125_289",0.13327357293317
"O15085_IDR_1368_1417",0.182951829009133
"O15085_IDR_1452_1522",0.183968038923602
"O15085_IDR_492_712",0.170857074060586
"O15090_IDR_1022_1257",0.290864590896444
"O15090_IDR_1_1019",0.709135409103556
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.52481877663372
"O15105_IDR_220_250",0.47518122336628
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.508892823531439
"O15117_IDR_545_687",0.491107176468561
"O15119_IDR_304_743",0.493581355401523
"O15119_IDR_36_101",0.506418644598477
"O15123_IDR_1_32",0.306565529128476
"O15123_IDR_229_277",0.693434470871524
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.250112790700686
"O15209_IDR_562_634",0.411253292344901
"O15211_IDR_197_235",0.245414031606542
"O15211_IDR_393_426",0.243673208479924
"O15211_IDR_510_645",0.267372747543812
"O15211_IDR_735_777",0.243540012369723
"O15213_IDR_1_100",0.42913321266015
"O15213_IDR_529_610",0.57086678733985
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.253545219108794
"O15231_IDR_44_571",0.385189484491673
"O15231_IDR_586_617",0.361265296399534
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.486451226588614
"O15234_IDR_245_703",0.513548773411386
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.554492231325795
"O15259_IDR_61_148",0.445507768674205
"O15355_IDR_162_326",0.417200754680678
"O15355_IDR_509_546",0.582799245319322
"O15357_IDR_120_177",0.567758071830887
"O15357_IDR_894_1197",0.432241928169113
"O15370_IDR_106_282",0.450649365988436
"O15370_IDR_1_49",0.549350634011564
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.389623434123543
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.468547134163182
"O15481_IDR_316_346",0.531452865836818
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.466508137292646
"O15488_IDR_298_451",0.533491862707354
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.299754553223785
"O15550_IDR_400_884",0.700245446776215
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.250441379691814
"O43147_IDR_425_492",0.43812613216953
"O43147_IDR_620_787",0.311432488138656
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.235911282249709
"O43149_IDR_1_43",0.256134312776175
"O43149_IDR_1955_2077",0.236217940490955
"O43149_IDR_2415_2452",0.271736464483161
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.380406134376859
"O43155_IDR_502_563",0.305610467839462
"O43155_IDR_568_599",0.313983397783678
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.512956340935278
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.53674014409154
"O43187_IDR_505_593",0.46325985590846
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.534447531549194
"O43193_IDR_374_412",0.465552468450806
"O43194_IDR_215_279",0.480150573865308
"O43194_IDR_365_453",0.519849426134692
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.5361165277285
"O43237_IDR_331_492",0.4638834722715
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.501041066598672
"O43246_IDR_590_635",0.498958933401328
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.350857743284365
"O43303_IDR_49_757",0.36246436409796
"O43303_IDR_895_1012",0.286677892617675
"O43304_IDR_183_225",0.470689852054817
"O43304_IDR_661_696",0.529310147945183
"O43306_IDR_1_114",0.481208394239533
"O43306_IDR_558_619",0.518791605760467
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.255973586120115
"O43310_IDR_169_369",0.550562072656977
"O43310_IDR_38_98",0.193464341222908
"O43312_IDR_135_197",0.352766676568254
"O43312_IDR_250_755",0.647233323431746
"O43313_IDR_1_85",0.201600234077191
"O43313_IDR_213_596",0.23703860462642
"O43313_IDR_89_130",0.25359812554673
"O43424_IDR_860_921",0.492390765990343
"O43424_IDR_957_1007",0.507609234009657
"O43426_IDR_1485_1573",0.482094870125016
"O43426_IDR_975_1483",0.517905129874984
"O43432_IDR_1002_1216",0.244130833458113
"O43432_IDR_1_721",0.755869166541887
"O43435_IDR_1_105",0.692031964528134
"O43435_IDR_306_364",0.307968035471866
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.250281322070069
"Q6ZW31_IDR_604_650",0.386569168412611
"Q6ZW31_IDR_667_701",0.36314950951732
"Q6ZW49_IDR_188_587",0.779425904274016
"Q6ZW49_IDR_830_861",0.220574095725984
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.350862818658832
"Q6ZWB6_IDR_152_205",0.327794196043452
"Q6ZWB6_IDR_324_432",0.321342985297717
"Q6ZWE6_IDR_1_109",0.332065289584197
"Q6ZWE6_IDR_111_205",0.328979079180854
"Q6ZWE6_IDR_316_355",0.338955631234948
"Q6ZWH5_IDR_40_74",0.470329612759178
"Q6ZWH5_IDR_796_965",0.529670387240822
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.509930714325466
"Q70CQ3_IDR_361_416",0.490069285674534
"Q70CQ4_IDR_1_122",0.737481548951416
"Q70CQ4_IDR_769_1352",0.262518451048584
"Q70E73_IDR_1_64",0.403142509468286
"Q70E73_IDR_524_1207",0.401401899934997
"Q70E73_IDR_96_241",0.195455590596717
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.572535530894252
"Q70EK9_IDR_313_356",0.427464469105748
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.416660512749337
"Q70EL2_IDR_386_615",0.583339487250663
"Q70EL4_IDR_1_88",0.603388430103682
"Q70EL4_IDR_740_1123",0.396611569896318
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.744043414027087
"Q70SY1_IDR_397_505",0.255956585972913
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.545528481842453
"Q71SY5_IDR_545_747",0.454471518157547
"Q75N03_IDR_1_69",0.208105308810048
"Q75N03_IDR_191_491",0.791894691189952
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.337618542750695
"Q75VX8_IDR_350_795",0.662381457249305
"Q75WM6_IDR_1_62",0.555514251516364
"Q75WM6_IDR_85_255",0.444485748483636
"Q765P7_IDR_137_199",0.405242915192526
"Q765P7_IDR_250_747",0.594757084807474
"Q76FK4_IDR_157_192",0.258725494194682
"Q76FK4_IDR_196_797",0.250993511764552
"Q76FK4_IDR_800_1108",0.216595990624211
"Q76FK4_IDR_90_149",0.273685003416554
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.636587836578042
"Q7KZ85_IDR_482_518",0.190887242323519
"Q7KZI7_IDR_1_46",0.424231414041162
"Q7KZI7_IDR_366_696",0.575768585958838
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.632943580375974
"Q7L014_IDR_786_866",0.367056419624026
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.56608368418577
"Q7L190_IDR_1_82",0.43391631581423
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.402075149580825
"Q7L1W4_IDR_61_136",0.597924850419175
"Q7L2E3_IDR_1_40",0.487110541344885
"Q7L590_IDR_424_723",0.477581645777807
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.502204700753084
"Q7L5N7_IDR_510_544",0.497795299246916
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.331896008103125
"Q7L7X3_IDR_547_595",0.233305175039415
"Q7L7X3_IDR_851_1001",0.43479881685746
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.52616292743177
"Q7L8A9_IDR_306_357",0.47383707256823
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.578670063303227
"Q7L8J4_IDR_276_393",0.421329936696773
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.558088300659075
"Q7RTS1_IDR_140_177",0.541436082338909
"O43491_IDR_1_82",0.241692728138978
"O43491_IDR_521_948",0.545665280613317
"O43491_IDR_84_213",0.212641991247706
"O43497_IDR_1_49",0.125781343462604
"O43526_IDR_368_547",0.166564700497516
"O43526_IDR_551_639",0.28221891255934
"O43526_IDR_648_872",0.405063360557751
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.307117431379625
"O43541_IDR_16_120",0.326115200915698
"O43541_IDR_284_315",0.366767367704677
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.373177722798914
"O43561_IDR_170_201",0.315100394828328
"O43561_IDR_225_262",0.311721882372757
"O43566_IDR_191_299",0.278565230395847
"O43566_IDR_22_57",0.351068995553037
"O43566_IDR_446_566",0.370365774051116
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.386259803544492
"O43614_IDR_258_297",0.453974213825253
"O43614_IDR_386_444",0.546025786174747
"O43615_IDR_1_59",0.532234432987158
"O43615_IDR_83_230",0.467765567012841
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.590761151261128
"O43815_IDR_66_445",0.409238848738872
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.548090321351514
"O43823_IDR_543_692",0.451909678648485
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.551403815196628
"O43847_IDR_134_207",0.448596184803372
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.545078894232236
"O43889_IDR_244_336",0.454921105767764
"O43896_IDR_385_434",0.173207347108949
"O43918_IDR_238_295",0.23709894204626
"O43918_IDR_343_430",0.248069468749548
"O43918_IDR_474_508",0.264633033998101
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.38311728702554
"O43933_IDR_183_240",0.303745437701297
"O43933_IDR_343_378",0.313137275273163
"O60216_IDR_396_564",0.465238751683926
"O60216_IDR_97_331",0.534761248316075
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.589538476957405
"O60231_IDR_72_223",0.410461523042595
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.440153195542948
"O60237_IDR_896_930",0.559846804457052
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.617130896711593
"O60239_IDR_252_435",0.382869103288407
"O60240_IDR_107_186",0.325862100760081
"O60266_IDR_1_45",0.534700452639038
"O60266_IDR_498_583",0.465299547360962
"O60268_IDR_1_89",0.397817632555993
"O60268_IDR_251_286",0.27801965117224
"O60268_IDR_317_347",0.324162716271767
"O60269_IDR_1_379",0.5757460782008
"O60269_IDR_396_458",0.4242539217992
"O60271_IDR_517_548",0.192527142299869
"O60271_IDR_562_630",0.181599954003027
"O60271_IDR_69_513",0.244291661206363
"O60271_IDR_718_750",0.185694161335053
"O60271_IDR_804_910",0.195887081155688
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.191836052689371
"O60281_IDR_2119_2168",0.161071927951648
"O60281_IDR_2282_2363",0.0919033052098405
"O60281_IDR_2433_2576",0.0724469848872176
"O60281_IDR_2602_2639",0.0958797481288429
"O60281_IDR_460_751",0.168416336069417
"O60281_IDR_812_1369",0.218445645063663
"O60296_IDR_562_837",0.205518519790878
"O60296_IDR_848_914",0.190320928547987
"O60299_IDR_11_353",0.540288020711923
"O60299_IDR_363_673",0.459711979288076
"O60303_IDR_1147_1198",0.201843722415427
"O60303_IDR_1_33",0.22374188197118
"O60303_IDR_152_467",0.146808181173564
"O60303_IDR_626_963",0.157596285108931
"O60303_IDR_79_150",0.270009929330897
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.193020296758898
"O60307_IDR_1_172",0.553223202077465
"O60307_IDR_679_945",0.253756501163636
"O60308_IDR_158_201",0.284243508550188
"O60308_IDR_259_418",0.291896238880246
"O60308_IDR_685_743",0.202604188177901
"O60308_IDR_871_925",0.221256064391665
"O60309_IDR_1047_1086",0.183838882256566
"O60309_IDR_1_869",0.273655595466748
"O60333_IDR_1205_1244",0.173497243217501
"O60333_IDR_1521_1588",0.171349052909192
"O60333_IDR_1592_1682",0.172911241524969
"O60333_IDR_705_735",0.163115949143591
"O60333_IDR_912_957",0.157172467828228
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.361799150559912
"O60343_IDR_237_352",0.289689730144451
"O60343_IDR_525_874",0.348511119295636
"O60346_IDR_1431_1511",0.342803493940102
"O60346_IDR_1_462",0.403257107764727
"O60346_IDR_1575_1636",0.253939398295171
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.379388952435086
"O60481_IDR_1_186",0.581975525153254
"O60481_IDR_405_461",0.418024474846746
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.511335776579297
"O60502_IDR_395_550",0.488664223420703
"O60503_IDR_1248_1353",0.268052721288392
"O60503_IDR_1_78",0.419531180462847
"O60503_IDR_579_713",0.31241609824876
"O60504_IDR_1_382",0.527192106059177
"O60504_IDR_522_611",0.472807893940823
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.536097614763758
"O60508_IDR_201_238",0.463902385236242
"O60512_IDR_1_71",0.488870028162666
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.201524794178711
"O60610_IDR_1208_1272",0.276220920282954
"O60610_IDR_1_85",0.342031221672018
"O60610_IDR_505_766",0.180223063866317
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.336519330986541
"O60658_IDR_329_386",0.296147380271885
"O60658_IDR_429_481",0.367333288741574
"O60663_IDR_13_48",0.29818262058624
"O60663_IDR_176_237",0.201985734870676
"O60663_IDR_269_388",0.499831644543084
"O60664_IDR_1_35",0.530790526045201
"O60664_IDR_69_172",0.469209473954799
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.307864343581337
"O60673_IDR_2014_2182",0.217826989259748
"O60673_IDR_274_307",0.14239921167034
"O60673_IDR_310_974",0.171783320160532
"O60741_IDR_1_90",0.438297900571842
"O60741_IDR_595_890",0.561702099428158
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.543472019232901
"O60759_IDR_173_359",0.456527980767099
"O60763_IDR_675_790",0.61275408272659
"O60763_IDR_930_962",0.38724591727341
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.487532900735291
"O60784_IDR_303_415",0.270305008951353
"O60784_IDR_450_492",0.242162090313356
"O60806_IDR_1_37",0.192264335542745
"O60806_IDR_251_318",0.519510520813209
"O60806_IDR_321_420",0.288225143644046
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.176762327971838
"O60885_IDR_459_666",0.14207915297025
"O60885_IDR_676_1201",0.217844435009247
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.440969274506426
"O60902_IDR_161_331",0.559030725493574
"O60907_IDR_1_37",0.367081900494224
"O60907_IDR_146_210",0.632918099505775
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.425249405985454
"O75037_IDR_401_480",0.326185614172233
"O75037_IDR_490_970",0.248564979842313
"O75038_IDR_1382_1416",0.393126616050342
"O75038_IDR_475_618",0.308748548741625
"O75038_IDR_886_1379",0.298124835208033
"O75044_IDR_170_229",0.193270912320798
"O75044_IDR_415_457",0.208062092365763
"O75044_IDR_463_501",0.207858094082097
"O75044_IDR_694_755",0.185679543690196
"O75044_IDR_785_1071",0.205129357541145
"O75052_IDR_172_347",0.654636406806006
"O75052_IDR_361_506",0.345363593193994
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.417356310676042
"O75056_IDR_412_442",0.582643689323958
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.412357091641461
"O75071_IDR_144_426",0.587642908358539
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.2869873320992
"O75116_IDR_1113_1149",0.351845976845314
"O75116_IDR_1350_1388",0.361166691055486
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.272173583881348
"O75122_IDR_309_645",0.24520905070211
"O75122_IDR_880_1053",0.482617365416542
"O75128_IDR_1_53",0.460556807259992
"O75128_IDR_227_1238",0.539443192740008
"O75129_IDR_1_59",0.272187798561484
"O75129_IDR_288_349",0.329460419349673
"O75129_IDR_357_411",0.398351782088843
"O75132_IDR_172_286",0.16144491329526
"O75132_IDR_1_87",0.288750885202548
"O75132_IDR_341_456",0.205324222737497
"O75132_IDR_511_550",0.177047068094699
"O75132_IDR_609_651",0.167432910669996
"O75140_IDR_1000_1075",0.361150580796674
"O75140_IDR_1112_1172",0.202588471427934
"O75140_IDR_411_456",0.232419612290799
"O75140_IDR_461_727",0.203841335484592
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.404977193623588
"O75145_IDR_859_937",0.595022806376412
"O75146_IDR_1011_1053",0.47501502572057
"O75146_IDR_288_360",0.52498497427943
"O75150_IDR_111_177",0.37575069771305
"O75150_IDR_1_96",0.284655528679283
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.52916623285406
"O75170_IDR_525_966",0.47083376714594
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.286866597022621
"O75177_IDR_41_396",0.713133402977379
"O75179_IDR_1_136",0.38263898892324
"O75179_IDR_1451_2427",0.298095777831505
"O75179_IDR_2471_2509",0.319265233245255
"O75182_IDR_1_36",0.347316032567029
"O75182_IDR_704_767",0.316923107634846
"O75182_IDR_92_300",0.335760859798125
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.507785719216628
"O75362_IDR_207_1048",0.492214280783372
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.464219134978594
"O75364_IDR_1_81",0.535780865021406
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.240393191024814
"O75376_IDR_319_418",0.108492958068072
"O75376_IDR_420_451",0.111638884781814
"O75376_IDR_483_2440",0.5394749661253
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.466221126527117
"O75381_IDR_71_108",0.533778873472883
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.500228665939683
"O75461_IDR_240_281",0.499771334060317
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.49704563890953
"O75467_IDR_55_197",0.50295436109047
"O75469_IDR_122_165",0.30093032337214
"O75469_IDR_1_36",0.351765211861709
"O75469_IDR_179_234",0.347304464766151
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.483461154505921
"O75474_IDR_49_147",0.516538845494079
"O75475_IDR_431_530",0.518801137176798
"O75475_IDR_89_347",0.481198862823202
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.48764623737757
"O75563_IDR_223_295",0.529295631960695
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.116182125979639
"O75592_IDR_2555_2592",0.118697227013526
"O75592_IDR_2670_3153",0.187034912936484
"O75592_IDR_3187_3236",0.112529570928106
"O75592_IDR_3314_3386",0.123929085019904
"O75592_IDR_3479_3511",0.125337412008235
"O75592_IDR_87_131",0.108581295599032
"O75592_IDR_890_922",0.107708370515074
"O75593_IDR_121_277",0.553610570172812
"O75593_IDR_1_32",0.446389429827188
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.647363534769786
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.253906366575249
"O75691_IDR_2572_2613",0.293763549205596
"O75691_IDR_2731_2785",0.22836835312592
"O75691_IDR_863_907",0.223961731093235
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.297892813099326
"O75717_IDR_308_427",0.377853182464377
"O75717_IDR_821_1017",0.324254004436296
"O75747_IDR_1_34",0.517058749416864
"O75747_IDR_174_224",0.482941250583136
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.594470582367523
"O75781_IDR_332_387",0.405529417632477
"O75864_IDR_462_568",0.18561622272647
"O75864_IDR_575_691",0.596645745789138
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.263819383695098
"O75886_IDR_369_525",0.736180616304902
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.365812020690181
"O75899_IDR_752_941",0.634187979309819
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.51443359601186
"O75901_IDR_368_423",0.48556640398814
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.524923851892923
"O75912_IDR_859_925",0.475076148107077
"O75914_IDR_1_66",0.531103221908222
"O75962_IDR_1249_1285",0.176627097071368
"O75962_IDR_1606_1653",0.209002996670375
"O75962_IDR_1704_1968",0.208904648745152
"O75962_IDR_2288_2556",0.213880994919237
"O75969_IDR_162_279",0.15152705387652
"O75969_IDR_409_453",0.234761740734527
"O75969_IDR_456_514",0.208316386619343
"O75969_IDR_542_594",0.18519782734361
"O75969_IDR_605_750",0.220196991426001
"O75970_IDR_1247_1328",0.11125276553354
"O75970_IDR_1565_1611",0.0982574990870598
"O75970_IDR_1811_1855",0.112581604756346
"O75970_IDR_340_371",0.107669944990431
"O75970_IDR_43_109",0.14993624719532
"O75970_IDR_466_525",0.0920469465391182
"O75970_IDR_638_685",0.10428793755927
"O75970_IDR_857_951",0.121607187935453
"O75970_IDR_954_996",0.102359866403462
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.291008841182751
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
