"","GO0005525_GTP_binding"
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.496699860573705
"Q96N06_IDR_93_139",0.503300139426295
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.518723428113388
"Q96N21_IDR_333_525",0.481276571886612
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.246044630852395
"Q96N23_IDR_1380_1443",0.250643917973784
"Q96N23_IDR_1_45",0.26032241946492
"Q96N23_IDR_1543_1604",0.242989031708901
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.315203054760228
"Q96N67_IDR_414_455",0.343988261467156
"Q96N67_IDR_860_909",0.340808683772616
"Q96N77_IDR_1_117",0.484658521345813
"Q96NA8_IDR_198_231",0.255292782698042
"Q96NA8_IDR_366_419",0.246319918175694
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.513838863905129
"Q96NB3_IDR_72_287",0.486161136094871
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.513760861159809
"Q96NG5_IDR_87_160",0.486239138840191
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.480039571727833
"Q96NK8_IDR_167_203",0.519960428272167
"Q96NL0_IDR_227_280",0.505544943633595
"Q96NL0_IDR_283_473",0.494455056366405
"Q96NL1_IDR_1_238",0.486929259206523
"Q96NL1_IDR_243_275",0.513070740793477
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.504496250159008
"Q96NL6_IDR_69_133",0.495503749840992
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.533215665145713
"Q96NM4_IDR_53_258",0.466784334854287
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.328623082800445
"Q96NX9_IDR_1_63",0.355090608097271
"Q96NX9_IDR_512_599",0.316286309102285
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.495088794890152
"Q96NY9_IDR_87_127",0.504911205109848
"Q96NZ1_IDR_1_189",0.495318716483833
"Q96NZ1_IDR_288_421",0.504681283516167
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.395175289413984
"Q96P26_IDR_1_47",0.310997518767862
"Q96P26_IDR_244_277",0.293827191818153
"Q96P31_IDR_602_640",0.511525599630728
"Q96P31_IDR_700_734",0.488474400369272
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.488237943398979
"Q96P47_IDR_428_567",0.511762056601022
"Q96PD2_IDR_1_68",0.345118312634025
"Q96PD2_IDR_453_560",0.32528652939013
"Q96PD2_IDR_689_731",0.329595157975845
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.349955200524877
"Q96PE1_IDR_1_32",0.310875317898408
"Q96PE1_IDR_951_1010",0.339169481576716
"Q96PE2_IDR_1_1062",0.446938902151346
"Q96PE2_IDR_1561_1607",0.1605605298454
"Q96PE2_IDR_1616_1727",0.210421400175348
"Q96PE2_IDR_1984_2020",0.182079167827907
"Q96PE3_IDR_1_39",0.483068962285817
"Q96PE3_IDR_472_621",0.516931037714183
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.35083232237518
"Q96PU5_IDR_415_494",0.333347857274362
"Q96PU8_IDR_183_284",0.493458920744229
"Q96PU8_IDR_290_341",0.506541079255772
"Q96PV0_IDR_727_1343",0.498159862972138
"Q96PV0_IDR_90_174",0.501840137027862
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.246689079799849
"Q96PV6_IDR_14_78",0.251101757792708
"Q96PV6_IDR_237_285",0.250223192359096
"Q96PV6_IDR_344_540",0.251985970048347
"Q96PX1_IDR_327_630",0.490836181895758
"Q96PX1_IDR_645_679",0.509163818104242
"Q96PX6_IDR_1_55",0.334298907258702
"Q96PX6_IDR_176_553",0.318108855222058
"Q96PX6_IDR_59_140",0.34759223751924
"Q96PX9_IDR_1116_1271",0.317355038419157
"Q96PX9_IDR_1_184",0.35944607109047
"Q96PX9_IDR_574_801",0.323198890490373
"Q96PY6_IDR_269_1032",0.487074331460265
"Q96Q91_IDR_1_51",0.247650446091962
"Q96Q91_IDR_177_227",0.255836329320472
"Q96Q91_IDR_341_375",0.251470395909998
"Q96Q91_IDR_944_976",0.245042828677568
"Q96QB1_IDR_1_806",0.512559769866813
"Q96QB1_IDR_811_1017",0.487440230133187
"Q96QC0_IDR_148_398",0.242363100393752
"Q96QC0_IDR_522_585",0.245337626786757
"Q96QC0_IDR_649_679",0.252494860301502
"Q96QC0_IDR_681_907",0.259804412517989
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.336346629030721
"Q96QD9_IDR_236_268",0.337943391628898
"Q96QD9_IDR_40_227",0.325709979340381
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.131784845824119
"Q96QE3_IDR_1_322",0.144142340433207
"Q96QE3_IDR_333_867",0.176824594157246
"Q96QE3_IDR_879_932",0.132741309605443
"Q96QE3_IDR_973_1049",0.133079566947234
"Q96QT6_IDR_293_733",0.24167422133882
"Q96QT6_IDR_973_1004",0.26644114665228
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.501216002371272
"Q6IQ49_IDR_177_379",0.498783997628728
"Q6IQ55_IDR_300_553",0.452273022198694
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.232739433967
"Q6MZP7_IDR_189_341",0.266952937449218
"Q6MZP7_IDR_367_522",0.242409287139771
"Q6MZP7_IDR_644_680",0.257898341444012
"Q6MZQ0_IDR_1_48",0.342098546159395
"Q6MZQ0_IDR_179_212",0.299663661358804
"Q6MZQ0_IDR_216_368",0.358237792481802
"Q6NT76_IDR_230_269",0.330675585821391
"Q6NT76_IDR_332_420",0.329324486925327
"Q6NT89_IDR_1_114",0.526181635615323
"Q6NT89_IDR_137_227",0.473818364384677
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.486969326535624
"Q6NUJ5_IDR_56_407",0.513030673464376
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.491783131182373
"Q6NXT6_IDR_465_551",0.508216868817627
"Q6NY19_IDR_1_50",0.336063777870199
"Q6NY19_IDR_57_544",0.33177966097999
"Q6NY19_IDR_790_840",0.332156561149811
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.50618142537479
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.459899850326351
"Q6P1N0_IDR_814_854",0.540100149673649
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.342562258609001
"Q6P1R3_IDR_205_285",0.329573930132462
"Q6P1R3_IDR_435_466",0.327863811258537
"Q6P1R4_IDR_343_410",0.497135573361917
"Q6P1R4_IDR_417_473",0.502864426638083
"Q6P3S6_IDR_373_638",0.513105840976244
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.510273374863991
"Q6P444_IDR_87_269",0.489726625136009
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.474950229588285
"Q6P5Z2_IDR_429_552",0.56592357902861
"Q6P5Z2_IDR_60_146",0.43407642097139
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.479479041251575
"Q6P6C2_IDR_288_394",0.520520958748425
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.324351941759126
"Q6P995_IDR_381_673",0.324114049929664
"Q6P995_IDR_677_826",0.35153400831121
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.517217668499195
"Q6PGQ7_IDR_1_103",0.482782331500805
"Q6PH81_IDR_1_35",0.496390027980264
"Q6PH81_IDR_39_125",0.503609972019735
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.506860090837157
"Q6PI47_IDR_380_426",0.493139909162843
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.503435650192837
"Q6PIF2_IDR_164_218",0.496564349807163
"Q6PJG2_IDR_882_1035",0.235648933799339
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.482799826833252
"Q96R06_IDR_840_984",0.517200173166748
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.197343051840919
"Q96RG2_IDR_1272_1323",0.210071316028826
"Q96RG2_IDR_397_610",0.197266398266741
"Q96RG2_IDR_749_864",0.193043389732719
"Q96RG2_IDR_936_990",0.202275844130794
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.509046134300625
"Q96RI1_IDR_62_130",0.490953865699375
"Q96RN1_IDR_646_708",0.517639600461155
"Q96RN1_IDR_801_970",0.482360399538845
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.501925689208565
"Q96RP8_IDR_406_456",0.498074310791435
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.510016496203673
"Q96RR1_IDR_633_684",0.489983503796327
"Q96RR4_IDR_1_146",0.517712044863892
"Q96RR4_IDR_495_588",0.482287955136108
"Q96RS0_IDR_105_192",0.250051141010447
"Q96RS0_IDR_263_494",0.249132391580123
"Q96RS0_IDR_51_102",0.252102989290282
"Q96RS0_IDR_523_632",0.248713478119149
"Q96RT1_IDR_431_461",0.307332107011865
"Q96RT1_IDR_463_865",0.290593211274143
"Q96RT1_IDR_984_1316",0.402074681713992
"Q96RT6_IDR_245_296",0.312359297325758
"Q96RT6_IDR_343_436",0.347000779756492
"Q96RT6_IDR_445_617",0.340639922917749
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.5343501210518
"Q96RU2_IDR_698_775",0.4656498789482
"Q96RU3_IDR_275_377",0.510707334236984
"Q96RU3_IDR_481_546",0.489292665763016
"Q96RU7_IDR_1_63",0.500002770593404
"Q96S15_IDR_463_613",0.494236649735274
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.512229060036308
"Q96S38_IDR_422_881",0.487770939963692
"Q96S53_IDR_1_36",0.502598806583821
"Q96S53_IDR_318_571",0.497401193416179
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.481283408869581
"Q96S59_IDR_457_611",0.518716591130419
"Q96S65_IDR_116_267",0.326789294884794
"Q96S65_IDR_1_80",0.344270492480596
"Q96S65_IDR_304_508",0.32894021263461
"Q96S66_IDR_365_551",0.483522600049932
"Q96S66_IDR_40_91",0.516477399950068
"Q96S82_IDR_197_333",0.54842287453647
"Q96S82_IDR_96_143",0.45157712546353
"Q96S90_IDR_1_35",0.536804540203402
"Q96S90_IDR_91_227",0.463195459796598
"Q96S94_IDR_1_33",0.47351635550932
"Q96S94_IDR_300_520",0.52648364449068
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.485108141585996
"Q96SB3_IDR_598_663",0.514891858414004
"Q96SB4_IDR_1_59",0.515039114624796
"Q96SB4_IDR_246_477",0.484960885375204
"Q96SC8_IDR_1_441",0.493909401138436
"Q96SC8_IDR_497_542",0.506090598861564
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.483298738678725
"Q96SN8_IDR_1566_1713",0.516701261321275
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.31933179168956
"Q96ST2_IDR_703_740",0.354668156891108
"Q96ST2_IDR_772_809",0.326000051419332
"Q96ST3_IDR_1_118",0.242846132024941
"Q96ST3_IDR_196_301",0.244838883106127
"Q96ST3_IDR_367_459",0.266165862332057
"Q96ST3_IDR_830_877",0.246149122536875
"Q96ST8_IDR_1_304",0.335572555765115
"Q96ST8_IDR_307_366",0.33258079446859
"Q96ST8_IDR_742_783",0.331846649766295
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.344205533811545
"Q96T68_IDR_502_626",0.323873118736921
"Q96T68_IDR_64_125",0.331921347451534
"Q96T83_IDR_1_77",0.486988138913495
"Q96T83_IDR_618_699",0.513011861086505
"Q96T88_IDR_593_675",0.492223148053608
"Q96T88_IDR_78_124",0.507776851946392
"Q96T92_IDR_1_309",0.52025697317674
"Q96T92_IDR_311_422",0.47974302682326
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.496831153415616
"Q99081_IDR_640_682",0.503168846584384
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.264987692043234
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.489299559412054
"Q99502_IDR_243_319",0.510700440587946
"Q99504_IDR_1_72",0.500963615617801
"Q99504_IDR_219_300",0.499036384382199
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.500125776886172
"Q99523_IDR_800_831",0.499874223113828
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.488991352464395
"Q99547_IDR_64_160",0.511008647535605
"Q99549_IDR_115_498",0.501394950224484
"Q99549_IDR_1_55",0.498605049775516
"Q99550_IDR_128_1108",0.516718122107438
"Q99550_IDR_1_88",0.483281877892562
"Q99558_IDR_1_52",0.186879321846939
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.333698917313496
"Q99593_IDR_219_424",0.326124920855459
"Q99593_IDR_433_485",0.340176161831045
"Q99594_IDR_100_134",0.512847023297
"Q99594_IDR_1_31",0.487152976703
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.270439768218707
"Q99607_IDR_302_520",0.242645960820545
"Q99607_IDR_526_582",0.246836029678378
"Q99607_IDR_586_663",0.240078241282371
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.344550764539163
"Q99613_IDR_162_313",0.33355445878245
"Q99613_IDR_879_913",0.321894776678386
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.521432630290592
"Q99678_IDR_314_358",0.478567369709408
"Q99680_IDR_1_35",0.484791097370528
"Q99680_IDR_245_307",0.515208902629472
"Q99683_IDR_1179_1243",0.237108082786559
"Q99683_IDR_1278_1308",0.25321117441886
"Q99683_IDR_32_87",0.229597933176052
"Q99683_IDR_939_1039",0.280082809618529
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.336427519462548
"Q99687_IDR_1_61",0.334522895060887
"Q99687_IDR_163_277",0.329049585476565
"Q99689_IDR_1_73",0.329854852423248
"Q99689_IDR_257_314",0.340285949870141
"Q99689_IDR_75_223",0.329859197706611
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.157557798499964
"Q99698_IDR_109_226",0.217290207041766
"Q99698_IDR_831_867",0.149824750965199
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.498304633479674
"Q99755_IDR_456_562",0.501695366520327
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.493519907486842
"Q99759_IDR_208_358",0.506480092513158
"Q99767_IDR_1_350",0.472684945809108
"Q99767_IDR_392_423",0.527315054190892
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.510564714503103
"Q99801_IDR_37_129",0.489435285496897
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.49934130380707
"Q99811_IDR_125_253",0.50065869619293
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.512663402780068
"Q99835_IDR_555_769",0.487336597219932
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.309142822862355
"Q99856_IDR_377_515",0.307457373612152
"Q99856_IDR_539_593",0.383399803525493
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.471088945588891
"Q99928_IDR_344_397",0.528911054411109
"Q99929_IDR_111_175",0.420986335008787
"Q99929_IDR_1_57",0.579013664991213
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.503051491674083
"Q99983_IDR_386_421",0.496948508325917
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.162352504773192
"Q99996_IDR_2066_2110",0.174292181569137
"Q99996_IDR_2121_3131",0.16189170952232
"Q99996_IDR_3199_3693",0.164485762402575
"Q99996_IDR_3800_3868",0.177221500433138
"Q99996_IDR_751_1844",0.159756341299638
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.478575312516765
"Q9BQA5_IDR_486_517",0.521424687483235
"Q9BQB4_IDR_171_213",0.489268416159063
"Q9BQB4_IDR_41_74",0.510731583840937
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.486401550449397
"Q9BQE6_IDR_196_289",0.513598449550603
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.24601960216295
"Q9BQF6_IDR_443_515",0.255367606097114
"Q9BQF6_IDR_686_733",0.258367769560179
"Q9BQF6_IDR_876_928",0.240245022179757
"Q9BQG0_IDR_1145_1328",0.515893847742573
"Q9BQG0_IDR_696_755",0.484106152257427
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.263076746541918
"Q9BQS8_IDR_340_405",0.243127797058459
"Q9BQS8_IDR_549_601",0.24451660834801
"Q9BQT9_IDR_805_892",0.507752700885329
"Q9BQT9_IDR_912_956",0.492247299114671
"Q9BQW3_IDR_386_438",0.47585772357687
"Q9BQW3_IDR_442_602",0.52414227642313
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.368288753865881
"Q9BR39_IDR_383_416",0.318458550893979
"Q9BR39_IDR_425_671",0.31325269524014
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.526520675803405
"Q9BR77_IDR_86_225",0.473479324196595
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.158058566250777
"Q9BRR8_IDR_353_504",0.168514396485319
"Q9BRR8_IDR_570_612",0.166979050693979
"Q9BRR8_IDR_621_756",0.172874884339607
"Q9BRR8_IDR_68_156",0.166051454630349
"Q9BRR8_IDR_759_914",0.167521647599969
"Q9BRR9_IDR_113_210",0.3722103881039
"Q9BRR9_IDR_248_325",0.307041227183465
"Q9BRR9_IDR_444_508",0.320748384712635
"Q9BRS2_IDR_1_110",0.505662190168864
"Q9BRS2_IDR_451_568",0.494337809831136
"Q9BRS8_IDR_1_84",0.454031204042383
"Q9BRS8_IDR_294_462",0.545968795957617
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.568120943525221
"Q9BSF8_IDR_434_475",0.431879056474779
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.313754957914661
"Q9BSJ2_IDR_773_812",0.376051301149147
"Q9BSJ2_IDR_870_902",0.310193740936192
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.330803642560482
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.237107587477614
"Q9BTC0_IDR_1_262",0.25418996770775
"Q9BTC0_IDR_323_668",0.248628747979685
"Q9BTC0_IDR_765_1046",0.260073696834951
"Q9BTC8_IDR_325_373",0.326173166060267
"Q9BTC8_IDR_419_482",0.332677989990976
"Q9BTC8_IDR_540_590",0.341148843948757
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.324893989209475
"Q9BUA3_IDR_20_66",0.333826599122429
"Q9BUA3_IDR_274_315",0.341279411668096
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.489346056122134
"Q9BUB5_IDR_377_465",0.510653943877866
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.502810293811879
"Q9BUG6_IDR_141_351",0.497189706188121
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.493034273416696
"Q9BUH8_IDR_134_593",0.506965726583304
"Q9BV73_IDR_1084_1412",0.256134440193445
"Q9BV73_IDR_1_513",0.248234087256083
"Q9BV73_IDR_1790_1980",0.243737590108026
"Q9BV73_IDR_2019_2442",0.251893882442445
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.171299045005259
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.468098313120169
"Q9BVW5_IDR_1_66",0.531901686879831
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.501569199834703
"Q9BW11_IDR_20_74",0.498430800165297
"Q9BWU0_IDR_1_149",0.259438238407865
"Q9BWU0_IDR_279_358",0.247392165977092
"Q9BWU0_IDR_444_537",0.247638013780888
"Q9BWU0_IDR_584_765",0.245531581834155
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.353803320693327
"Q9BWV1_IDR_811_855",0.343019725950379
"Q9BWV1_IDR_877_1114",0.303176953356294
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.495424271052166
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.51493695240585
"Q9BX69_IDR_90_279",0.48506304759415
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.13752049365293
"Q9BX84_IDR_1285_1456",0.130052321670472
"Q9BX84_IDR_1459_1598",0.166437817288866
"Q9BX84_IDR_1665_1695",0.156817228605748
"Q9BX84_IDR_1983_2022",0.135449826892137
"Q9BX84_IDR_544_600",0.143360664569036
"Q9BX84_IDR_772_820",0.130361647320812
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.334776827496662
"Q9BXA9_IDR_1_80",0.326461902124186
"Q9BXA9_IDR_83_1121",0.338761270379152
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.516702161458745
"Q9BXK1_IDR_27_156",0.483297838541255
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.309825791928903
"Q9BXL6_IDR_392_567",0.309246722592073
"Q9BXL6_IDR_756_803",0.380927485479025
"Q9BXL7_IDR_225_305",0.285293577533963
"Q9BXL7_IDR_424_664",0.425139802715837
"Q9BXL7_IDR_852_916",0.2895666197502
"Q9BXL8_IDR_186_226",0.500421511949364
"Q9BXL8_IDR_80_174",0.499578488050636
"Q9BXM0_IDR_1342_1375",0.341465994605517
"Q9BXM0_IDR_1_43",0.336035193751904
"Q9BXM0_IDR_45_233",0.322498811642579
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.163700393150825
"Q9BXT5_IDR_1_469",0.154430726877686
"Q9BXT5_IDR_2264_2514",0.169683271717951
"Q9BXT5_IDR_2563_2596",0.165488160350193
"Q9BXT5_IDR_473_775",0.156675399968803
"Q9BXT5_IDR_782_1040",0.190022047934542
"Q9BXT8_IDR_1104_1169",0.336902023842205
"Q9BXT8_IDR_1360_1397",0.33341077358147
"Q9BXT8_IDR_309_399",0.329687202576326
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.51127105832145
"Q9BXU1_IDR_976_1018",0.48872894167855
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.493936226432904
