"","GO0019935_cyclic_nucleotide_mediated_signaling"
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.507386137630819
"Q9Y426_IDR_389_696",0.492613862369181
"Q9Y446_IDR_1_314",0.507120598448919
"Q9Y446_IDR_549_586",0.492879401551081
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.506133217522447
"Q9Y450_IDR_1_87",0.493866782477553
"Q9Y458_IDR_1_86",0.332174857942342
"Q9Y458_IDR_271_346",0.326160045846651
"Q9Y458_IDR_384_435",0.341665096211007
"Q9Y462_IDR_149_246",0.458623498590809
"Q9Y462_IDR_250_366",0.541376501409191
"Q9Y463_IDR_1_36",0.504086945568751
"Q9Y463_IDR_433_629",0.495913054431249
"Q9Y466_IDR_42_77",0.488025253984364
"Q9Y466_IDR_81_173",0.511974746015636
"Q9Y468_IDR_113_168",0.241788994360894
"Q9Y468_IDR_170_269",0.255711244470993
"Q9Y468_IDR_26_84",0.251740094495416
"Q9Y468_IDR_587_721",0.250759666672696
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.494157303833472
"Q9Y483_IDR_356_558",0.505842696166528
"Q9Y485_IDR_1246_1305",0.0922704827312713
"Q9Y485_IDR_1361_1395",0.0951816853790213
"Q9Y485_IDR_1889_1949",0.0909376112942069
"Q9Y485_IDR_1969_2018",0.0852028361691493
"Q9Y485_IDR_2366_2418",0.0899375239772898
"Q9Y485_IDR_2442_2480",0.0872660214476058
"Q9Y485_IDR_287_332",0.0965279196752348
"Q9Y485_IDR_418_469",0.090017774297834
"Q9Y485_IDR_557_589",0.0893770183609547
"Q9Y485_IDR_665_697",0.0913752033431036
"Q9Y485_IDR_897_934",0.0919059233243286
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.489466405525247
"Q9Y496_IDR_626_699",0.510533594474753
"Q9Y4A5_IDR_179_212",0.250963609941259
"Q9Y4A5_IDR_2024_2085",0.248799351105299
"Q9Y4A5_IDR_2545_2582",0.251390639138109
"Q9Y4A5_IDR_473_538",0.248846399815334
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.205512518493768
"Q9Y4B4_IDR_1_243",0.192756958366584
"Q9Y4B4_IDR_1301_1371",0.192375190853584
"Q9Y4B4_IDR_638_696",0.20176842150223
"Q9Y4B4_IDR_993_1052",0.207586910783835
"Q9Y4B5_IDR_1_1647",0.473411429438049
"Q9Y4B5_IDR_1650_1905",0.526588570561951
"Q9Y4B6_IDR_1393_1507",0.308033975924906
"Q9Y4B6_IDR_190_303",0.344297293729305
"Q9Y4B6_IDR_875_1000",0.347668730345789
"Q9Y4C1_IDR_251_518",0.489908103040497
"Q9Y4C1_IDR_755_907",0.510091896959503
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.248340717279462
"Q9Y4C8_IDR_665_726",0.24451340925227
"Q9Y4C8_IDR_82_128",0.251956729371079
"Q9Y4C8_IDR_925_960",0.255189144097189
"Q9Y4D1_IDR_1043_1078",0.340452818855067
"Q9Y4D1_IDR_511_606",0.323182344152169
"Q9Y4D1_IDR_997_1032",0.336364836992764
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.540400390688995
"Q9Y4E1_IDR_56_1320",0.459599609311005
"Q9Y4E5_IDR_400_459",0.259335824902696
"Q9Y4E5_IDR_51_85",0.252456093028013
"Q9Y4E5_IDR_566_601",0.244435524601451
"Q9Y4E5_IDR_810_872",0.24377255746784
"Q9Y4E6_IDR_1061_1118",0.247466435630037
"Q9Y4E6_IDR_636_666",0.252445971216885
"Q9Y4E6_IDR_708_788",0.252441534939942
"Q9Y4E6_IDR_913_971",0.247646058213137
"Q9Y4E8_IDR_226_263",0.329182499466297
"Q9Y4E8_IDR_621_707",0.337005404232521
"Q9Y4E8_IDR_937_981",0.333812096301181
"Q9Y4F1_IDR_1_35",0.331248071660296
"Q9Y4F1_IDR_355_535",0.331964945904448
"Q9Y4F1_IDR_864_906",0.336786982435256
"Q9Y4F3_IDR_1564_1725",0.342187943334013
"Q9Y4F3_IDR_311_344",0.325809715333075
"Q9Y4F3_IDR_585_730",0.332002341332912
"Q9Y4F4_IDR_1434_1483",0.258520135262559
"Q9Y4F4_IDR_1_88",0.231717653208283
"Q9Y4F4_IDR_312_344",0.236590440920371
"Q9Y4F4_IDR_616_1247",0.273171770608786
"Q9Y4F9_IDR_1_69",0.469780561860379
"Q9Y4F9_IDR_321_730",0.530219438139621
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.343284776737167
"Q9Y4G8_IDR_481_590",0.332413641566428
"Q9Y4G8_IDR_913_1499",0.324301581696405
"Q9Y4H2_IDR_1261_1317",0.317559726530578
"Q9Y4H2_IDR_148_182",0.313421677487152
"Q9Y4H2_IDR_299_1246",0.36901859598227
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.332650687508776
"Q9Y4I1_IDR_1422_1473",0.329447974592051
"Q9Y4I1_IDR_596_631",0.337901337899173
"Q9Y4I5_IDR_1_301",0.49336450341541
"Q9Y4I5_IDR_406_444",0.50663549658459
"Q9Y4J8_IDR_275_410",0.514359597433638
"Q9Y4J8_IDR_418_743",0.485640402566362
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.464188625197439
"Q9Y4L1_IDR_910_999",0.535811374802561
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.496458869256525
"Q9Y4R7_IDR_542_742",0.503541130743475
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.329139190691656
"Q9Y4W2_IDR_511_624",0.316494600470574
"Q9Y4W2_IDR_679_714",0.354366208837769
"Q9Y4W6_IDR_763_797",0.504179080823876
"Q9Y4W6_IDR_78_134",0.495820919176124
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.50117891904754
"Q9Y4Z2_IDR_1_93",0.49882108095246
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.530578849943833
"Q9Y519_IDR_369_407",0.469421150056167
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.534841335681629
"Q9Y561_IDR_781_816",0.465158664318371
"Q9Y566_IDR_1_67",0.339272418481131
"Q9Y566_IDR_416_547",0.344801816361762
"Q9Y566_IDR_758_2087",0.315925765157106
"Q9Y570_IDR_1_38",0.503172152519826
"Q9Y570_IDR_239_281",0.496827847480174
"Q9Y572_IDR_309_428",0.506736621143988
"Q9Y572_IDR_473_518",0.493263378856012
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.500938540136817
"Q9Y592_IDR_618_701",0.499061459863183
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.346048229059596
"Q9Y5A9_IDR_197_239",0.332665229303496
"Q9Y5A9_IDR_245_389",0.321286541636908
"Q9Y5B0_IDR_334_586",0.515270199772628
"Q9Y5B0_IDR_730_961",0.484729800227372
"Q9Y5B6_IDR_1_385",0.488329947676552
"Q9Y5B6_IDR_498_563",0.511670052323448
"Q9Y5B9_IDR_436_478",0.513577145426579
"Q9Y5B9_IDR_927_1047",0.486422854573422
"Q9Y5C1_IDR_16_53",0.474018658406428
"Q9Y5C1_IDR_188_239",0.525981341593572
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.342057854755645
"Q9Y5I4_IDR_814_859",0.334980922139998
"Q9Y5I4_IDR_957_1007",0.322961223104357
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.502056628532911
"Q9Y5J3_IDR_167_290",0.497943371467089
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.504902260307733
"Q9Y5K3_IDR_305_369",0.495097739692267
"Q9Y5K6_IDR_168_295",0.342480101443173
"Q9Y5K6_IDR_310_581",0.312769165758247
"Q9Y5K6_IDR_63_108",0.34475073279858
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.327189786771948
"Q9Y5P4_IDR_184_235",0.354277733425446
"Q9Y5P4_IDR_276_401",0.318532479802606
"Q9Y5P8_IDR_42_123",0.512822392288167
"Q9Y5P8_IDR_519_553",0.487177607711833
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.471585673336258
"Q9Y5Q5_IDR_82_135",0.528414326663742
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.539399710191136
"Q9Y5Q8_IDR_464_519",0.460600289808864
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.498644153635227
"Q9Y5R2_IDR_331_374",0.501355846364773
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.506120492521561
"Q9Y5S1_IDR_726_764",0.493879507478439
"Q9Y5S2_IDR_1609_1711",0.25009339246293
"Q9Y5S2_IDR_352_400",0.243190098239728
"Q9Y5S2_IDR_406_528",0.238322858685989
"Q9Y5S2_IDR_924_1033",0.268393650611353
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.507310743492537
"Q9Y5T5_IDR_385_606",0.492689256507463
"Q9Y5U2_IDR_105_157",0.337109568044393
"Q9Y5U2_IDR_1_76",0.334963194331716
"Q9Y5U2_IDR_218_329",0.327927237623891
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.490023949257422
"Q9Y5W3_IDR_53_112",0.509976050742578
"Q9Y5W5_IDR_1_32",0.502343914872467
"Q9Y5W5_IDR_348_379",0.497656085127533
"Q9Y5W7_IDR_2_60",0.322224028958293
"Q9Y5W7_IDR_473_538",0.348099318805
"Q9Y5W7_IDR_733_778",0.329676652236707
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.502487257668899
"Q9Y5X4_IDR_1_40",0.497512742331101
"Q9Y5Y0_IDR_1_97",0.496436489523257
"Q9Y5Y0_IDR_518_555",0.503563510476743
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.231515031484748
"Q9Y5Y9_IDR_1872_1956",0.250801510110855
"Q9Y5Y9_IDR_411_595",0.273908041345396
"Q9Y5Y9_IDR_939_986",0.243775417059001
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.508021261532758
"Q9Y603_IDR_1_31",0.491978738467242
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.47606853110023
"Q9Y608_IDR_532_630",0.52393146889977
"Q9Y613_IDR_1002_1105",0.347128047420706
"Q9Y613_IDR_337_534",0.339212605477267
"Q9Y613_IDR_581_623",0.313659347102027
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.511062585286778
"Q9Y616_IDR_448_596",0.488937414713222
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.341739948409486
"Q9Y625_IDR_424_473",0.331583097714381
"Q9Y625_IDR_476_555",0.326676953876132
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.432728964078595
"Q9Y666_IDR_932_1014",0.567271035921405
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.508912999725841
"Q9Y679_IDR_342_382",0.491087000274159
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.512443497198744
"Q9Y692_IDR_56_87",0.487556502801256
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.188634573704307
"Q9Y6C2_IDR_463_493",0.209865606540413
"Q9Y6C2_IDR_549_598",0.202250102170199
"Q9Y6C2_IDR_601_731",0.19536134612178
"Q9Y6C2_IDR_784_864",0.203888371463301
"Q9Y6C5_IDR_1125_1203",0.509819189565287
"Q9Y6C5_IDR_621_658",0.490180810434713
"Q9Y6D5_IDR_1016_1064",0.250902982741805
"Q9Y6D5_IDR_1493_1559",0.251722541254332
"Q9Y6D5_IDR_206_365",0.241977382323928
"Q9Y6D5_IDR_585_632",0.255397093679935
"Q9Y6D6_IDR_1072_1118",0.247576166439323
"Q9Y6D6_IDR_1545_1636",0.24920054870277
"Q9Y6D6_IDR_216_414",0.249254604994678
"Q9Y6D6_IDR_634_687",0.253968679863228
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.492905572477126
"Q9Y6F8_IDR_60_174",0.507094427522874
"Q9Y6G9_IDR_1_44",0.324485872583304
"Q9Y6G9_IDR_342_378",0.319062149021208
"Q9Y6G9_IDR_384_523",0.356451978395488
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.254810350312632
"Q9Y6H5_IDR_550_622",0.249242406691173
"Q9Y6H5_IDR_626_919",0.249652285607976
"Q9Y6H5_IDR_72_143",0.246294957388219
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.505747280060525
"Q9Y6H8_IDR_236_435",0.494252719939475
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.247589033349959
"Q9Y6J0_IDR_1668_2220",0.238696587632031
"Q9Y6J0_IDR_290_406",0.258071378617454
"Q9Y6J0_IDR_421_464",0.255643000400556
"Q9Y6J9_IDR_377_448",0.498649265960743
"Q9Y6J9_IDR_450_546",0.501350734039257
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.491558132737634
"Q9Y6K9_IDR_343_391",0.508441867262366
"Q9Y6L6_IDR_128_165",0.373154073611557
"Q9Y6L6_IDR_284_315",0.319769899426421
"Q9Y6L6_IDR_650_691",0.307076026962021
"Q9Y6L7_IDR_1_62",0.457020618688797
"Q9Y6L7_IDR_69_154",0.542979381311203
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.508840897456668
"Q9Y6M4_IDR_332_427",0.491159102543332
"Q9Y6M5_IDR_145_245",0.506010454434743
"Q9Y6M5_IDR_451_492",0.493989545565257
"Q9Y6M7_IDR_1184_1214",0.286701053789997
"Q9Y6M7_IDR_1_31",0.234374654190492
"Q9Y6M7_IDR_216_410",0.2372426685152
"Q9Y6M7_IDR_52_86",0.241681623504311
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.482269949896438
"Q9Y6N7_IDR_982_1040",0.517730050103562
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.5035156361949
"Q9Y6P5_IDR_282_325",0.4964843638051
"Q9Y6Q2_IDR_13_169",0.495565755601602
"Q9Y6Q2_IDR_189_226",0.504434244398398
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.335474464737192
"Q9Y6Q6_IDR_436_523",0.33254489137334
"Q9Y6Q6_IDR_555_616",0.331980643889468
"Q9Y6Q9_IDR_1_36",0.511321467334763
"Q9Y6Q9_IDR_372_1420",0.488678532665237
"Q9Y6R0_IDR_1_40",0.483586672011269
"Q9Y6R0_IDR_201_577",0.516413327988731
"Q9Y6R1_IDR_1009_1044",0.253576705431604
"Q9Y6R1_IDR_211_270",0.253506424237594
"Q9Y6R1_IDR_38_83",0.253836949612884
"Q9Y6R1_IDR_399_433",0.239079920717918
"Q9Y6R4_IDR_1148_1289",0.344941365475225
"Q9Y6R4_IDR_1_217",0.328742322931416
"Q9Y6R4_IDR_430_505",0.326316311593359
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.490676222229097
"Q9Y6S9_IDR_235_378",0.509323777770903
"Q9Y6T7_IDR_383_424",0.505224959197678
"Q9Y6T7_IDR_89_128",0.494775040802322
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.31569381954082
"Q9Y6V0_IDR_2946_4688",0.323352992241134
"Q9Y6V0_IDR_4828_4975",0.360953188218045
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.518401029375573
"O14490_IDR_903_962",0.481598970624427
"O14492_IDR_377_408",0.327146316436144
"O14492_IDR_518_621",0.33226682376639
"O14492_IDR_83_132",0.340586859797466
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.491071007227297
"O14495_IDR_280_311",0.508928992772703
"O14497_IDR_1_1635",0.509036977029156
"O14497_IDR_1736_1963",0.490963022970844
"O14503_IDR_1_54",0.346005971298023
"O14503_IDR_184_330",0.321323158778855
"O14503_IDR_332_412",0.332670869923123
"O14511_IDR_1_96",0.479318182864807
"O14511_IDR_415_850",0.520681817135193
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.200319326551753
"O14513_IDR_258_467",0.19590688372431
"O14513_IDR_474_513",0.199668161739479
"O14545_IDR_136_167",0.23746125075733
"O14545_IDR_174_367",0.262345642270058
"O14545_IDR_388_582",0.265667089533389
"O14545_IDR_51_87",0.234526017439224
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.341598787387432
"O14559_IDR_255_309",0.330836873584486
"O14559_IDR_516_1268",0.327564339028082
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.501631905471867
"O14578_IDR_1904_2027",0.498368094528133
"O14594_IDR_1275_1311",0.511903981812214
"O14594_IDR_361_960",0.488096018187786
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.240285912121959
"O14646_IDR_1049_1122",0.251044352719972
"O14646_IDR_1_269",0.237223845672151
"O14646_IDR_1320_1411",0.239884180284535
"O14646_IDR_1503_1710",0.271847621323342
"O14647_IDR_1051_1127",0.253041653565553
"O14647_IDR_1_259",0.268497748848413
"O14647_IDR_1327_1463",0.230259588395268
"O14647_IDR_1557_1828",0.248201009190766
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.198474165252541
"O14654_IDR_1_74",0.20201555450246
"O14654_IDR_338_703",0.19721726761569
"O14654_IDR_707_778",0.204448514017835
"O14654_IDR_786_918",0.197844498611474
"O14662_IDR_16_71",0.502720860894613
"O14662_IDR_188_223",0.497279139105387
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.510541946847577
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.501341854313382
"O14763_IDR_1_77",0.498658145686618
"O14764_IDR_1_35",0.495121856966266
"O14764_IDR_364_419",0.504878143033734
"O14770_IDR_177_291",0.248422738294852
"O14770_IDR_1_79",0.24117554199297
"O14770_IDR_331_366",0.260823102168255
"O14770_IDR_402_477",0.249578617543922
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.173726191940543
"O14776_IDR_154_371",0.164854617587889
"O14776_IDR_1_67",0.167496222065732
"O14776_IDR_373_428",0.167985141822869
"O14776_IDR_466_522",0.165829143644771
"O14776_IDR_574_654",0.160108682938197
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.486303341970628
"O14901_IDR_475_512",0.513696658029372
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.517611778947148
"O14917_IDR_977_1095",0.482388221052852
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.20547366030404
"O14924_IDR_149_218",0.184657518860704
"O14924_IDR_401_434",0.192468032808335
"O14924_IDR_446_705",0.214196010644009
"O14924_IDR_843_959",0.203204777382911
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.497543836377355
"O14967_IDR_496_610",0.502456163622645
"O15015_IDR_1_238",0.501219596094366
"O15015_IDR_657_782",0.498780403905634
"O15018_IDR_182_324",0.209290420714103
"O15018_IDR_423_501",0.193864641485891
"O15018_IDR_535_575",0.200203385720484
"O15018_IDR_676_719",0.206202157507092
"O15018_IDR_816_2616",0.19043939457243
"O15020_IDR_2082_2222",0.49897070802834
"O15020_IDR_2330_2390",0.50102929197166
"O15021_IDR_1099_1136",0.244564828740296
"O15021_IDR_1229_2623",0.242703017207483
"O15021_IDR_1_376",0.264190752446069
"O15021_IDR_874_1084",0.248541401606153
"O15027_IDR_1_1260",0.251372789942671
"O15027_IDR_1271_1385",0.246396238613276
"O15027_IDR_1570_1612",0.253259058563059
"O15027_IDR_1890_2357",0.248971912880994
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.328780905698529
"O15034_IDR_588_846",0.345672028187536
"O15055_IDR_1224_1255",0.24312045082529
"O15055_IDR_940_1126",0.247315045801452
"O15056_IDR_1418_1468",0.505888328906725
"O15056_IDR_984_1409",0.494111671093275
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.48485396306088
"O15063_IDR_512_1070",0.51514603693912
"O15066_IDR_372_430",0.48215982860979
"O15066_IDR_694_747",0.51784017139021
"O15068_IDR_558_628",0.492811990299006
"O15068_IDR_956_1031",0.507188009700994
"O15069_IDR_1_1419",0.480542199934421
"O15069_IDR_1488_1522",0.519457800065579
"O15072_IDR_1052_1205",0.263874288189125
"O15072_IDR_1_31",0.23625947934387
"O15072_IDR_209_253",0.263172573634902
"O15072_IDR_996_1031",0.236693658832103
"O15075_IDR_147_180",0.255484999498114
"O15075_IDR_1_54",0.239401557527008
"O15085_IDR_1083_1354",0.160062949168775
"O15085_IDR_125_289",0.171098656770194
"O15085_IDR_1368_1417",0.165212655795548
"O15085_IDR_1452_1522",0.167144778348888
"O15085_IDR_492_712",0.166089842142729
"O15090_IDR_1022_1257",0.491086166957783
"O15090_IDR_1_1019",0.508913833042217
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.497615519492269
"O15105_IDR_220_250",0.502384480507731
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.49639116728181
"O15117_IDR_545_687",0.50360883271819
"O15119_IDR_304_743",0.47448344039661
"O15119_IDR_36_101",0.52551655960339
"O15123_IDR_1_32",0.483770071921188
"O15123_IDR_229_277",0.516229928078812
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.319339698409164
"O15209_IDR_562_634",0.33650671834914
"O15211_IDR_197_235",0.248395039598823
"O15211_IDR_393_426",0.251524668554015
"O15211_IDR_510_645",0.252816046738731
"O15211_IDR_735_777",0.247264245108432
"O15213_IDR_1_100",0.488112688681971
"O15213_IDR_529_610",0.511887311318029
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.344834816376931
"O15231_IDR_44_571",0.329869466140321
"O15231_IDR_586_617",0.325295717482748
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.471503045404561
"O15234_IDR_245_703",0.528496954595439
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.497054095525396
"O15259_IDR_61_148",0.502945904474604
"O15355_IDR_162_326",0.470124708419504
"O15355_IDR_509_546",0.529875291580496
"O15357_IDR_120_177",0.513517578668994
"O15357_IDR_894_1197",0.486482421331006
"O15370_IDR_106_282",0.495712035427751
"O15370_IDR_1_49",0.504287964572249
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.518217587800514
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.492139069288973
"O15481_IDR_316_346",0.507860930711027
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.508744600623555
"O15488_IDR_298_451",0.491255399376445
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.49509925290266
"O15550_IDR_400_884",0.50490074709734
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.323506050513575
"O43147_IDR_425_492",0.358456037399581
"O43147_IDR_620_787",0.318037912086844
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.252901991877244
"O43149_IDR_1_43",0.251115423071067
"O43149_IDR_1955_2077",0.248670349654992
"O43149_IDR_2415_2452",0.247312235396696
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.330096691816411
"O43155_IDR_502_563",0.332207734527179
"O43155_IDR_568_599",0.337695573656411
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.499699910078999
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.501185094530785
"O43187_IDR_505_593",0.498814905469215
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.496237354407273
"O43193_IDR_374_412",0.503762645592727
"O43194_IDR_215_279",0.488120902937375
"O43194_IDR_365_453",0.511879097062625
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.50887763901393
