"","GO0140640_catalytic_activity._acting_on_a_nucleic_acid"
"O95025_IDR_1_38",0.442398476740784
"O95025_IDR_737_777",0.557601523259216
"O95049_IDR_279_374",0.229984761846697
"O95049_IDR_558_590",0.247961725493534
"O95049_IDR_774_919",0.255402299099754
"O95049_IDR_94_189",0.266651213560015
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.497906775247793
"O95069_IDR_333_398",0.502093224752207
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.10408023303897
"O95071_IDR_1749_1779",0.0977642412036707
"O95071_IDR_1860_1911",0.0977151388651724
"O95071_IDR_1965_2021",0.103373435906618
"O95071_IDR_2027_2174",0.0941384699514933
"O95071_IDR_2318_2364",0.102819263347495
"O95071_IDR_2454_2499",0.101948789463395
"O95071_IDR_583_645",0.104963961523612
"O95071_IDR_81_159",0.0990427376990825
"O95071_IDR_936_1074",0.0941537290004916
"O95155_IDR_1_152",0.518120622205591
"O95155_IDR_218_393",0.481879377794409
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.501765782327165
"O95158_IDR_20_58",0.498234217672835
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.167293285526425
"O95180_IDR_1564_1595",0.192484336613571
"O95180_IDR_1_68",0.162580826831919
"O95180_IDR_1867_2353",0.162223078959188
"O95180_IDR_424_459",0.158466799172515
"O95180_IDR_483_771",0.156951672896382
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.487353810707577
"O95235_IDR_702_890",0.247693172567268
"O95238_IDR_70_118",0.503576327209553
"O95239_IDR_426_558",0.298303119378192
"O95239_IDR_656_820",0.325839445345432
"O95239_IDR_918_1232",0.375857435276376
"O95243_IDR_149_434",0.566350187476413
"O95243_IDR_1_82",0.433649812523587
"O95248_IDR_1059_1113",0.160686808678469
"O95248_IDR_1284_1318",0.165708736436995
"O95248_IDR_1683_1713",0.16975193213404
"O95248_IDR_1718_1764",0.1588597968176
"O95248_IDR_778_819",0.160170705246321
"O95248_IDR_91_121",0.184822020686576
"O95249_IDR_118_163",0.494529114345298
"O95249_IDR_31_74",0.505470885654702
"O95251_IDR_1_206",0.499975758609701
"O95251_IDR_208_332",0.500024241390299
"O95255_IDR_263_294",0.508868334152092
"O95255_IDR_856_922",0.491131665847908
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.517052045997347
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.460247672518746
"O95365_IDR_487_584",0.539752327481254
"O95373_IDR_881_913",0.493048150785201
"O95373_IDR_917_948",0.5069518492148
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.336497291429396
"O95382_IDR_1_41",0.318246699641814
"O95382_IDR_908_996",0.34525600892879
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.304415348019982
"O95391_IDR_200_257",0.29333762403029
"O95391_IDR_465_560",0.402247027949727
"O95393_IDR_1_49",0.464970626465559
"O95393_IDR_276_319",0.535029373534441
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.502166668417555
"O95436_IDR_634_690",0.497833331582445
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.311961419212237
"O95450_IDR_1_52",0.319396930398712
"O95450_IDR_217_263",0.368641650389051
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.345948575311103
"O95466_IDR_168_222",0.347059035862612
"O95466_IDR_446_635",0.306992388826285
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.333923460751527
"O95477_IDR_1255_1314",0.343038788801291
"O95477_IDR_2226_2261",0.323037750447182
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.493879573721097
"O95567_IDR_87_163",0.506120426278903
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.569553856808073
"O95602_IDR_208_249",0.430446143191927
"O95613_IDR_1_266",0.231317023711668
"O95613_IDR_1384_2557",0.197239553862925
"O95613_IDR_2815_3128",0.198328293462109
"O95613_IDR_321_1256",0.192717731960985
"O95613_IDR_3222_3296",0.180397397002313
"O95622_IDR_1_204",0.545447341865597
"O95622_IDR_649_711",0.454552658134403
"O95625_IDR_124_174",0.346048136575905
"O95625_IDR_320_364",0.275993119245622
"O95625_IDR_369_649",0.377958744178473
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.49003172862479
"O95644_IDR_702_912",0.50996827137521
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.479550868737643
"O95677_IDR_289_366",0.520449131262357
"O95678_IDR_27_62",0.519931540128758
"O95678_IDR_479_551",0.480068459871242
"O95714_IDR_2417_2458",0.201042238118425
"O95714_IDR_2509_2547",0.195978746497626
"O95714_IDR_3410_3529",0.18812904512492
"O95721_IDR_1_213",0.530781417131851
"O95721_IDR_215_258",0.469218582868149
"O95727_IDR_220_304",0.301024714702708
"O95727_IDR_314_360",0.369081700332277
"O95727_IDR_363_393",0.329893584965014
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.478222569505877
"O95754_IDR_688_739",0.521777430494123
"O95757_IDR_503_575",0.488754306049971
"O95757_IDR_788_839",0.511245693950029
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.512413867653632
"O95789_IDR_599_737",0.487586132346368
"O95793_IDR_387_480",0.493210489613174
"O95793_IDR_9_69",0.506789510386826
"O95800_IDR_1_38",0.335145283530594
"O95800_IDR_234_327",0.326455609304863
"O95800_IDR_402_540",0.338399107164543
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.359311333169344
"O95835_IDR_1_137",0.333421643474833
"O95835_IDR_140_633",0.307267023355822
"O95838_IDR_1_41",0.493063250157371
"O95838_IDR_463_553",0.506936749842629
"O95841_IDR_1_45",0.498324616033437
"O95841_IDR_204_270",0.501675383966563
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.504904187185491
"O95873_IDR_264_294",0.495095812814509
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.506801794177147
"O95886_IDR_905_965",0.493198205822853
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.453405931874085
"O95983_IDR_250_291",0.541520030554715
"O95983_IDR_52_108",0.458479969445285
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.343431068286428
"O95996_IDR_698_2303",0.325409600752522
"O95996_IDR_79_128",0.33115933096105
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.488215399519929
"O96004_IDR_155_201",0.511784600480071
"O96005_IDR_1_87",0.448513695507516
"O96005_IDR_597_669",0.551486304492484
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.450370396863524
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.528758963435537
"P01127_IDR_53_86",0.471241036564463
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.527346361278199
"P01135_IDR_1_37",0.472653638721801
"P01138_IDR_1_70",0.465823504276082
"P01138_IDR_91_126",0.534176495723918
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.444845952131033
"P01210_IDR_72_203",0.555154047868967
"P01213_IDR_1_61",0.427310460799117
"P01213_IDR_70_211",0.572689539200883
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.489725494309238
"P02538_IDR_1_61",0.510075432512869
"P02538_IDR_493_564",0.489924567487131
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.49060902599685
"P02671_IDR_263_626",0.50939097400315
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.246422697581328
"P02686_IDR_180_217",0.264003190176167
"P02686_IDR_251_287",0.238317860276715
"P02686_IDR_98_178",0.25125625196579
"P02730_IDR_1_52",0.320816730226591
"P02730_IDR_161_214",0.324781527869882
"P02730_IDR_338_371",0.354401741903526
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.543066860234173
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.324917828302817
"P04233_IDR_263_296",0.343265552485272
"P04233_IDR_86_136",0.331816619211911
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.522987725052303
"P04259_IDR_493_564",0.477012274947697
"P04264_IDR_1_61",0.498132469976383
"P04264_IDR_509_644",0.501867530023617
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.261663047580845
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.334348901052106
"P05305_IDR_1_52",0.302415756854008
"P05305_IDR_84_118",0.363235342093886
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.482361461387276
"P05423_IDR_278_310",0.517638538612724
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.443431159250804
"P05455_IDR_325_408",0.556568840749196
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.531641689393248
"P05997_IDR_79_1263",0.468358310606753
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.495637072760231
"P06213_IDR_743_793",0.504362927239769
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.330211753377123
"P06400_IDR_580_644",0.314300233986097
"P06400_IDR_855_928",0.35548801263678
"P06401_IDR_1_463",0.328437993009896
"P06401_IDR_474_505",0.3369574004986
"P06401_IDR_636_674",0.334604606491504
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.500404758362187
"P06734_IDR_289_321",0.499595241637813
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.455958434086527
"P06850_IDR_80_157",0.544041565913473
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.466603389946455
"P07333_IDR_927_961",0.533396610053545
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.490715698410035
"P07359_IDR_533_573",0.509284301589965
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.490592599912713
"P07492_IDR_91_148",0.509407400087287
"P07498_IDR_1_47",0.517503915252318
"P07498_IDR_72_182",0.482496084747682
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.483892288396199
"P07814_IDR_954_1019",0.516107711603801
"P07900_IDR_226_279",0.576166834184747
"P07900_IDR_699_732",0.423833165815253
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.50803589112411
"P08151_IDR_1_270",0.357162519199511
"P08151_IDR_294_332",0.330301571894709
"P08151_IDR_334_1106",0.312535908905781
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.570984840778463
"P08183_IDR_632_691",0.429015159221537
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.458437270194424
"P08235_IDR_671_731",0.541562729805576
"P08238_IDR_222_271",0.555721003048657
"P08238_IDR_691_724",0.444278996951343
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.441983882101489
"P08476_IDR_259_316",0.558016117898511
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.541532889268504
"P08575_IDR_27_225",0.458467110731496
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.519480549256275
"P08779_IDR_424_473",0.480519450743725
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.525914126021412
"P08F94_IDR_4026_4059",0.474085873978588
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.504791562409261
"P09016_IDR_9_130",0.495208437590739
"P09017_IDR_1_171",0.506256149414715
"P09017_IDR_212_264",0.493743850585285
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.318401999671726
"P09086_IDR_270_300",0.366239555032133
"P09086_IDR_351_479",0.315358445296141
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.476712537587945
"P09681_IDR_1_54",0.468954115655497
"P09681_IDR_83_124",0.531045884344503
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.362066104273713
"P09874_IDR_352_387",0.287195022365266
"P09874_IDR_483_521",0.350738873361021
"P09884_IDR_1_65",0.509672939192255
"P09884_IDR_90_330",0.490327060807745
"P09912_IDR_1_56",0.482986486111035
"P09912_IDR_91_130",0.517013513888965
"P0C025_IDR_297_328",1
"P0C0L5_IDR_1424_1461",1
"P0C1S8_IDR_1_202",0.546450990149894
"P0C1S8_IDR_517_567",0.453549009850107
"P0C1Z6_IDR_1_214",1
"P0C221_IDR_1_34",0.506964905963079
"P0C221_IDR_741_793",0.493035094036921
"P0C263_IDR_1_46",1
"P0C264_IDR_311_359",1
"P0C2L3_IDR_1_122",0.48688781781139
"P0C2L3_IDR_125_166",0.513112182188611
"P0C2W1_IDR_1_36",1
"P0C2W7_IDR_1_110",0.475559255890154
"P0C2W7_IDR_149_299",0.524440744109846
"P0C5Y4_IDR_1_121",1
"P0C671_IDR_1_533",1
"P0C6A0_IDR_1_204",1
"P0C7I6_IDR_239_297",0.338778541642394
"P0C7I6_IDR_42_90",0.330313519811552
"P0C7M4_IDR_1_136",1
"P0C7M8_IDR_1_88",1
"P0C7N4_IDR_150_181",0.48981460176075
"P0C7N4_IDR_184_270",0.51018539823925
"P0C7P1_IDR_69_496",1
"P0C7Q5_IDR_1_45",1
"P0C7Q6_IDR_1_44",1
"P0C7T5_IDR_1_463",0.465975812787587
"P0C7T5_IDR_586_666",0.534024187212413
"P0C7T8_IDR_168_217",1
"P0C7U0_IDR_264_302",0.252341312275861
"P0C7U0_IDR_473_527",0.245637756289839
"P0C7U0_IDR_529_571",0.253468366484414
"P0C7U0_IDR_577_749",0.248552564949886
"P0C7U3_IDR_277_371",1
"P0C7V6_IDR_1_33",0.350811529749059
"P0CG12_IDR_1_524",1
"P0CG20_IDR_1_571",1
"P0CG23_IDR_1_540",0.500188917431681
"P0CG23_IDR_604_659",0.499811082568319
"P0CG32_IDR_225_344",1
"P0CG33_IDR_1_693",1
"P0CG36_IDR_26_64",1
"P0CG37_IDR_24_64",1
"P0CG40_IDR_1_151",0.320037620949263
"P0CG40_IDR_195_330",0.313258309364632
"P0CG40_IDR_396_484",0.366704069686105
"P0CH99_IDR_60_171",1
"P0CI00_IDR_60_171",1
"P0CI01_IDR_1_187",1
"P0CJ78_IDR_1_343",1
"P0DJD1_IDR_979_1024",1
"P0DJD3_IDR_69_496",1
"P0DJG4_IDR_1_378",1
"Q7RTS3_IDR_1_165",1
"Q7RTS6_IDR_430_479",1
"Q7RTS7_IDR_470_529",1
"Q7RTT5_IDR_73_176",1
"Q7RTT9_IDR_1_60",0.512075969337439
"Q7RTT9_IDR_286_333",0.487924030662561
"Q7RTU0_IDR_134_167",0.490360343771369
"Q7RTU0_IDR_1_56",0.509639656228631
"Q7RTU1_IDR_166_214",0.458214994722831
"Q7RTU1_IDR_1_82",0.541785005277169
"Q7RTU3_IDR_157_233",0.457755991356604
"Q7RTU3_IDR_1_94",0.542244008643396
"Q7RTU4_IDR_127_204",0.406441414946384
"Q7RTU4_IDR_1_72",0.593558585053616
"Q7RTU7_IDR_1_86",1
"Q7RTV3_IDR_1_166",0.468645038119505
"Q7RTV3_IDR_230_340",0.531354961880495
"Q7RTW8_IDR_1106_1153",1
"Q7RTX7_IDR_17_57",0.326293142048491
"Q7Z2Z1_IDR_543_631",0.410561854993494
"Q7Z2Z1_IDR_806_1910",0.300943546995315
"Q7Z2Z2_IDR_444_501",0.498413055699294
"Q7Z2Z2_IDR_902_949",0.501586944300706
"Q7Z309_IDR_1_247",1
"Q7Z333_IDR_2457_2677",0.499000408973602
"Q7Z333_IDR_599_1695",0.500999591026398
"Q7Z340_IDR_1_216",1
"Q7Z353_IDR_53_545",0.311094788416465
"Q7Z353_IDR_548_584",0.340502985766301
"Q7Z353_IDR_654_690",0.348402225817234
"Q7Z388_IDR_1_42",1
"Q7Z398_IDR_74_200",1
"Q7Z3B4_IDR_1_130",1
"Q7Z3C6_IDR_585_808",1
"Q7Z3D4_IDR_115_208",0.324161115968564
"Q7Z3D4_IDR_242_306",0.31613073552256
"Q7Z3D4_IDR_28_58",0.359708148508875
"Q7Z3E1_IDR_79_231",1
"Q7Z3E2_IDR_1_209",0.456321919300045
"Q7Z3K3_IDR_1333_1410",0.219028504131246
"Q7Z3K3_IDR_382_462",0.198433129289456
"Q7Z3K3_IDR_694_743",0.195402311753459
"Q7Z3K3_IDR_857_972",0.208749036161585
"Q7Z3K6_IDR_1_171",0.508357022882316
"Q7Z3K6_IDR_328_481",0.491642977117684
"Q7Z3S7_IDR_1_37",1
"Q7Z3T8_IDR_1_747",0.494608434663847
"Q7Z3T8_IDR_749_1001",0.505391565336153
"Q7Z3U7_IDR_509_542",0.52687569691821
"Q7Z3U7_IDR_626_666",0.47312430308179
"Q7Z3V5_IDR_48_138",1
"Q7Z3Y7_IDR_1_72",0.318648828952883
"Q7Z3Y7_IDR_397_429",0.341831977698387
"Q7Z3Y7_IDR_434_464",0.33951919334873
"Q7Z3Y8_IDR_1_69",0.498847797347099
"Q7Z3Y8_IDR_394_459",0.501152202652901
"Q7Z3Y9_IDR_1_68",0.313973224107512
"Q7Z3Y9_IDR_394_428",0.350931738656369
"Q7Z3Y9_IDR_435_468",0.33509503723612
"Q7Z460_IDR_1082_1269",0.313022610825407
"Q7Z460_IDR_542_845",0.348502727442962
"Q7Z465_IDR_1_160",1
"Q7Z478_IDR_176_286",0.272217276331316
"Q7Z478_IDR_1_82",0.277865334353739
"Q7Z478_IDR_303_359",0.226585854767733
"Q7Z478_IDR_502_542",0.223331534547212
"Q7Z494_IDR_1_73",1
"Q7Z4F1_IDR_536_687",1
"Q7Z4H7_IDR_325_379",0.528923258861274
"Q7Z4H7_IDR_396_955",0.471076741138726
"Q7Z4H9_IDR_1_146",1
"Q7Z4K8_IDR_65_119",1
"Q7Z4L0_IDR_1_37",1
"Q7Z4M0_IDR_151_199",1
"Q7Z4N2_IDR_1168_1226",0.178476530415665
"Q7Z4N2_IDR_1238_1603",0.194536053774008
"Q7Z4N2_IDR_405_448",0.212247659845545
"Q7Z4N2_IDR_560_603",0.199724893285517
"Q7Z4N2_IDR_775_812",0.215014862679265
"Q7Z570_IDR_465_1157",0.519348081521814
"Q7Z572_IDR_1_215",0.31050600617535
"Q7Z572_IDR_341_373",0.367740101060399
"Q7Z572_IDR_411_469",0.321753892764252
"Q7Z589_IDR_95_1322",1
"Q7Z591_IDR_1_612",0.48948053930405
"Q7Z591_IDR_614_1439",0.51051946069595
"Q7Z5B4_IDR_1_110",0.422723617299693
"Q7Z5B4_IDR_117_369",0.577276382700307
"Q7Z5D8_IDR_1_106",1
"Q7Z5R6_IDR_1_165",0.504074715814404
"Q7Z5R6_IDR_437_666",0.495925284185596
"Q7Z5V6_IDR_1_314",1
"Q7Z5Y6_IDR_1_33",0.444717165900022
"Q7Z5Y6_IDR_257_296",0.555282834099978
"Q7Z5Y7_IDR_1_115",1
"P0DJH9_IDR_131_168",1
"P0DJJ0_IDR_166_228",1
"P0DKB5_IDR_347_382",1
"P0DKL9_IDR_1_79",1
"P0DL12_IDR_1_43",0.33293853347761
"P0DL12_IDR_47_86",0.35388118508443
"P0DL12_IDR_88_118",0.31318028143796
"P0DN87_IDR_122_165",1
"P0DP42_IDR_184_221",1
"P0DP91_IDR_160_239",0.331748929710931
"P0DP91_IDR_1_72",0.290033862037999
"P0DP91_IDR_241_581",0.37821720825107
"P0DPA2_IDR_292_414",1
"P0DPD6_IDR_1_74",0.537348907254797
"P0DPD6_IDR_98_135",0.462651092745203
"P0DPD7_IDR_220_255",1
"P0DPF3_IDR_1_718",1
"P0DPI2_IDR_1_40",1
"P0DPI3_IDR_1_95",1
"P0DPK2_IDR_1_41",1
"P0DPK5_IDR_1_39",1
"P10275_IDR_36_481",0.480398849487373
"P10275_IDR_624_663",0.519601150512627
"P10276_IDR_1_82",0.487594366349129
"P10276_IDR_418_462",0.512405633650871
"P10323_IDR_294_377",1
"P10398_IDR_162_295",1
"P10412_IDR_108_219",0.571736153354603
"P10412_IDR_1_36",0.428263846645397
"P10415_IDR_33_87",1
"P10451_IDR_1_314",1
"P10515_IDR_181_215",0.512388544992976
"P10515_IDR_308_351",0.487611455007024
"P10586_IDR_1285_1328",1
"P10588_IDR_121_159",0.494104710704558
"P10588_IDR_1_50",0.505895289295442
"P10589_IDR_149_182",0.499675418440349
"P10589_IDR_1_80",0.500324581559651
"P10600_IDR_255_310",1
"P10606_IDR_1_42",1
"P10636_IDR_1_624",1
"P10914_IDR_115_211",1
"P10997_IDR_1_34",0.502134282754508
"P10997_IDR_53_89",0.497865717245492
"P11047_IDR_1_35",1
"P11055_IDR_1907_1940",1
"P11137_IDR_1_1667",1
"P11142_IDR_615_646",1
"P11150_IDR_1_42",1
"P11161_IDR_1_476",1
"P11171_IDR_1_205",0.428286052411494
"P11171_IDR_510_821",0.268122609379683
"P11171_IDR_824_864",0.303591338208822
"P11226_IDR_1_37",0.485710666947008
"P11226_IDR_40_106",0.514289333052992
"P11229_IDR_223_363",1
"P11230_IDR_362_425",1
"P11274_IDR_68_493",1
"P11277_IDR_2078_2137",1
"P11279_IDR_186_216",1
"P11308_IDR_1_130",0.511007127622474
"P11487_IDR_1_36",0.467717948303521
"P11487_IDR_193_239",0.532282051696479
"P11498_IDR_1_33",1
"P11717_IDR_2355_2491",1
"P11801_IDR_29_84",0.515313912402474
"P11801_IDR_361_424",0.484686087597526
"P11831_IDR_1_141",0.353785646984618
"P11831_IDR_223_406",0.313852324471199
"P11831_IDR_464_508",0.332362028544183
"P11836_IDR_235_297",1
"P11940_IDR_425_543",1
"P12034_IDR_1_80",0.452830974798739
"P12034_IDR_232_268",0.547169025201261
"P12035_IDR_1_140",0.504345860084002
"P12035_IDR_529_628",0.495654139915998
"P12074_IDR_1_33",1
"P12107_IDR_242_1573",1
"P12109_IDR_252_591",1
"P12110_IDR_1_39",0.495898982992892
"P12110_IDR_253_591",0.504101017007108
"P12111_IDR_2041_2371",0.490138757706739
"P12111_IDR_2845_2994",0.509861242293261
"P12259_IDR_1125_1164",0.248242650487579
"P12259_IDR_1189_1499",0.23630703158544
"P12259_IDR_687_771",0.249613676899447
"P12259_IDR_779_1087",0.265836641027534
"P12270_IDR_341_384",0.141949761655649
"P12270_IDR_464_506",0.145176695778521
"P12270_IDR_508_672",0.140682773368766
"P12270_IDR_900_941",0.14103601478866
"P12645_IDR_1_53",0.411503502776215
"P12645_IDR_275_368",0.588496497223785
"P12694_IDR_1_50",1
"P12755_IDR_28_85",0.463015962992106
"P12755_IDR_312_577",0.536984037007894
"P12757_IDR_1_141",0.491921707777411
"P12757_IDR_357_553",0.508078292222589
"P12821_IDR_1_50",1
"P12829_IDR_1_40",1
"P12872_IDR_1_76",1
"P12931_IDR_1_83",1
"P12980_IDR_1_157",0.48474843667265
"P12980_IDR_212_280",0.51525156332735
"P13010_IDR_544_585",1
"P13051_IDR_12_65",1
"P13056_IDR_1_45",0.511487621740684
"P13056_IDR_61_365",0.488512378259316
"P13073_IDR_1_32",1
"P13196_IDR_113_170",0.353842825958148
"P13196_IDR_1_34",0.318462256212033
"P13196_IDR_40_111",0.327694917829819
"P13232_IDR_118_148",1
"P13349_IDR_1_117",0.565810017652236
"P13349_IDR_140_251",0.434189982347764
"P13378_IDR_1_242",0.477533755306255
"P13378_IDR_249_290",0.522466244693745
"P13385_IDR_25_75",1
"P13473_IDR_186_216",1
"P13497_IDR_55_124",1
"P13498_IDR_135_195",1
"P13611_IDR_1330_3078",0.304877556084113
"P13611_IDR_3359_3396",0.378661160815523
"P13611_IDR_350_1327",0.316461283100364
"P13631_IDR_1_85",0.482275464512056
"P13631_IDR_421_454",0.517724535487944
"P13640_IDR_1_44",1
"P13645_IDR_1_118",0.500710215968501
"P13645_IDR_456_584",0.499289784031499
"P13646_IDR_1_85",0.502791738575759
"P13646_IDR_413_458",0.497208261424241
"P13647_IDR_1_73",0.521238148089044
"P13647_IDR_497_590",0.478761851910955
"P13667_IDR_1_55",1
"P13682_IDR_1_220",1
"P13725_IDR_214_252",1
"P13727_IDR_1_79",1
"P13805_IDR_1_192",1
"P13807_IDR_624_737",1
"P13861_IDR_44_92",1
"P13866_IDR_567_597",1
"P13945_IDR_1_32",0.320774766033454
"P13945_IDR_243_285",0.352046845525331
"P14616_IDR_1265_1297",0.327444624770185
"P14616_IDR_660_718",0.335457091069745
"P14616_IDR_723_758",0.33709828416007
"P14625_IDR_1_45",0.300391492017723
"P14625_IDR_288_325",0.341237646574179
"P14625_IDR_750_803",0.358370861408097
"P14635_IDR_1_143",1
"P14649_IDR_1_53",1
"P14651_IDR_1_235",0.490816512263912
"P14651_IDR_237_431",0.509183487736088
"P14652_IDR_1_321",1
"P14678_IDR_85_240",1
"P14735_IDR_1_43",1
