"","GO0019219_regulation_of_nucleobase_containing_compound_metabolic_process"
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.253455072132112
"Q96KC8_IDR_185_220",0.249606370732885
"Q96KC8_IDR_243_327",0.266231882515967
"Q96KC8_IDR_348_493",0.230706674619036
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.508075493211334
"Q96KK3_IDR_476_526",0.491924506788666
"Q96KQ4_IDR_278_880",0.265736097761566
"Q96KQ7_IDR_1_419",0.4658138419159
"Q96KQ7_IDR_552_611",0.5341861580841
"Q96KR1_IDR_1038_1074",0.197016620344913
"Q96KR1_IDR_145_558",0.467157927138998
"Q96KR1_IDR_642_721",0.335825452516089
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.479978601465514
"Q96KS9_IDR_54_112",0.520021398534485
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.383332479948399
"Q96L34_IDR_372_666",0.616667520051601
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.510872653883116
"Q96LL4_IDR_1_75",0.489127346116884
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.347774218778776
"Q96LP6_IDR_1_31",0.298701204773159
"Q96LP6_IDR_42_84",0.353524576448065
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.392209943493422
"Q96LT9_IDR_200_325",0.287523818926944
"Q96LT9_IDR_327_384",0.320266237579634
"Q96LU7_IDR_572_616",0.189632660853697
"Q96LU7_IDR_654_694",0.216092516132631
"Q96LU7_IDR_718_752",0.199661593606549
"Q96LU7_IDR_77_208",0.394613229407122
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.226284216997916
"Q96M53_IDR_1_101",0.457429950937583
"Q96M53_IDR_254_351",0.316285832064501
"Q96M60_IDR_106_145",0.482524104779564
"Q96M60_IDR_310_376",0.517475895220436
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.507343570663898
"Q96M69_IDR_603_825",0.492656429336102
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.254401066327881
"Q96M86_IDR_233_268",0.236438044805617
"Q96M86_IDR_2687_2784",0.2788990903993
"Q96M86_IDR_3586_3651",0.230261798467202
"Q96M89_IDR_1_199",0.459151069741841
"Q96M89_IDR_302_401",0.540848930258159
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.462765620921383
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.51310855032315
"Q96MM3_IDR_79_110",0.48689144967685
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.452051806795339
"Q96MM7_IDR_508_600",0.547948193204661
"Q96MN9_IDR_1_275",0.573184682265104
"Q96MN9_IDR_283_318",0.426815317734896
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.419468082101616
"Q96MS0_IDR_1334_1386",0.307103689402977
"Q96MS0_IDR_971_1018",0.273428228495407
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.212357950575999
"Q96MT7_IDR_704_737",0.189939801930987
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.617188420399713
"Q96MX3_IDR_485_542",0.382811579600287
"Q96MY1_IDR_1_184",0.630115262946161
"Q96MY1_IDR_247_397",0.369884737053839
"Q96MY7_IDR_1_529",0.451742206444574
"Q96MY7_IDR_582_647",0.548257793555426
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.439597601462805
"Q96N06_IDR_93_139",0.560402398537195
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.459076220557156
"Q96N21_IDR_333_525",0.540923779442844
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.247174717892203
"Q96N23_IDR_1380_1443",0.23432812074261
"Q96N23_IDR_1_45",0.244900094124955
"Q96N23_IDR_1543_1604",0.273597067240232
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.359940459486402
"Q96N67_IDR_414_455",0.313755257585185
"Q96N67_IDR_860_909",0.326304282928413
"Q96N77_IDR_1_117",0.479839839291334
"Q96NA8_IDR_198_231",0.207459331034749
"Q96NA8_IDR_366_419",0.340944240298649
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.540066981125576
"Q96NB3_IDR_72_287",0.459933018874424
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.332314811337374
"Q96NG5_IDR_87_160",0.667685188662626
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.517420018217806
"Q96NK8_IDR_167_203",0.482579981782194
"Q96NL0_IDR_227_280",0.378312468472
"Q96NL0_IDR_283_473",0.621687531528
"Q96NL1_IDR_1_238",0.530542173021728
"Q96NL1_IDR_243_275",0.469457826978272
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.479191239558484
"Q96NL6_IDR_69_133",0.520808760441516
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.418557978884773
"Q96NM4_IDR_53_258",0.581442021115227
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.41150957979724
"Q96NX9_IDR_1_63",0.224494003732094
"Q96NX9_IDR_512_599",0.363996416470666
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.503563093184842
"Q96NY9_IDR_87_127",0.496436906815158
"Q96NZ1_IDR_1_189",0.410295817656522
"Q96NZ1_IDR_288_421",0.589704182343478
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.32284018829421
"Q96P26_IDR_1_47",0.320185208988759
"Q96P26_IDR_244_277",0.356974602717031
"Q96P31_IDR_602_640",0.485162705085138
"Q96P31_IDR_700_734",0.514837294914862
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.397186452312295
"Q96P47_IDR_428_567",0.602813547687705
"Q96PD2_IDR_1_68",0.341535366630449
"Q96PD2_IDR_453_560",0.336049509813915
"Q96PD2_IDR_689_731",0.322415123555636
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.36326025473053
"Q96PE1_IDR_1_32",0.316526892805616
"Q96PE1_IDR_951_1010",0.320212852463854
"Q96PE2_IDR_1_1062",0.300331704437287
"Q96PE2_IDR_1561_1607",0.201702840557437
"Q96PE2_IDR_1616_1727",0.194706447193331
"Q96PE2_IDR_1984_2020",0.303259007811946
"Q96PE3_IDR_1_39",0.517968906774274
"Q96PE3_IDR_472_621",0.482031093225726
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.31900773386107
"Q96PU5_IDR_415_494",0.418953320311337
"Q96PU8_IDR_183_284",0.624615812455965
"Q96PU8_IDR_290_341",0.375384187544035
"Q96PV0_IDR_727_1343",0.689956021680544
"Q96PV0_IDR_90_174",0.310043978319456
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.297977309610806
"Q96PV6_IDR_14_78",0.14175254694686
"Q96PV6_IDR_237_285",0.28574668665881
"Q96PV6_IDR_344_540",0.274523456783524
"Q96PX1_IDR_327_630",0.51122396796692
"Q96PX1_IDR_645_679",0.48877603203308
"Q96PX6_IDR_1_55",0.298274503189254
"Q96PX6_IDR_176_553",0.517109998057857
"Q96PX6_IDR_59_140",0.184615498752889
"Q96PX9_IDR_1116_1271",0.380491652263757
"Q96PX9_IDR_1_184",0.265112945548198
"Q96PX9_IDR_574_801",0.354395402188045
"Q96PY6_IDR_269_1032",0.448419729324112
"Q96Q91_IDR_1_51",0.247815498569352
"Q96Q91_IDR_177_227",0.262514383171194
"Q96Q91_IDR_341_375",0.274260905710341
"Q96Q91_IDR_944_976",0.215409212549112
"Q96QB1_IDR_1_806",0.651340036557675
"Q96QB1_IDR_811_1017",0.348659963442325
"Q96QC0_IDR_148_398",0.210078969340543
"Q96QC0_IDR_522_585",0.227948199341256
"Q96QC0_IDR_649_679",0.262849199673568
"Q96QC0_IDR_681_907",0.299123631644633
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.297750439806193
"Q96QD9_IDR_236_268",0.357271432049159
"Q96QD9_IDR_40_227",0.344978128144648
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.135744922611326
"Q96QE3_IDR_1_322",0.17072969307068
"Q96QE3_IDR_333_867",0.109615583959254
"Q96QE3_IDR_879_932",0.156730530069948
"Q96QE3_IDR_973_1049",0.143211899478497
"Q96QT6_IDR_293_733",0.404178533952634
"Q96QT6_IDR_973_1004",0.208126665710114
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.500863773521982
"Q6IQ49_IDR_177_379",0.499136226478018
"Q6IQ55_IDR_300_553",0.479099546663009
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.305407024766355
"Q6MZP7_IDR_189_341",0.219088446096686
"Q6MZP7_IDR_367_522",0.22862605428679
"Q6MZP7_IDR_644_680",0.246878474850169
"Q6MZQ0_IDR_1_48",0.292227048642956
"Q6MZQ0_IDR_179_212",0.291898315244989
"Q6MZQ0_IDR_216_368",0.415874636112056
"Q6NT76_IDR_230_269",0.306165416838229
"Q6NT76_IDR_332_420",0.316997063840428
"Q6NT89_IDR_1_114",0.530202688897107
"Q6NT89_IDR_137_227",0.469797311102893
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.502309751837041
"Q6NUJ5_IDR_56_407",0.497690248162959
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.51765508224765
"Q6NXT6_IDR_465_551",0.48234491775235
"Q6NY19_IDR_1_50",0.364648039769655
"Q6NY19_IDR_57_544",0.289590706942706
"Q6NY19_IDR_790_840",0.345761253287639
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.510071949645967
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.382857304085481
"Q6P1N0_IDR_814_854",0.617142695914519
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.39779928583649
"Q6P1R3_IDR_205_285",0.290341861949595
"Q6P1R3_IDR_435_466",0.311858852213915
"Q6P1R4_IDR_343_410",0.52910912056929
"Q6P1R4_IDR_417_473",0.47089087943071
"Q6P3S6_IDR_373_638",0.612015340528564
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.554304879746121
"Q6P444_IDR_87_269",0.445695120253879
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.474446575316664
"Q6P5Z2_IDR_429_552",0.397619502544371
"Q6P5Z2_IDR_60_146",0.602380497455629
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.590098764748189
"Q6P6C2_IDR_288_394",0.409901235251811
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.326800548138947
"Q6P995_IDR_381_673",0.398741708394323
"Q6P995_IDR_677_826",0.27445774346673
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.561448467538804
"Q6PGQ7_IDR_1_103",0.438551532461196
"Q6PH81_IDR_1_35",0.578768576453828
"Q6PH81_IDR_39_125",0.421231423546172
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.522865719279244
"Q6PI47_IDR_380_426",0.477134280720756
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.472597136834016
"Q6PIF2_IDR_164_218",0.527402863165984
"Q6PJG2_IDR_882_1035",0.174218841908272
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.48746427143426
"Q96R06_IDR_840_984",0.51253572856574
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.19475495692689
"Q96RG2_IDR_1272_1323",0.200289866969119
"Q96RG2_IDR_397_610",0.192916903182995
"Q96RG2_IDR_749_864",0.2026224095867
"Q96RG2_IDR_936_990",0.209415863334296
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.432527897119657
"Q96RI1_IDR_62_130",0.567472102880343
"Q96RN1_IDR_646_708",0.527448795605272
"Q96RN1_IDR_801_970",0.472551204394728
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.468858379441253
"Q96RP8_IDR_406_456",0.531141620558747
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.439898080815451
"Q96RR1_IDR_633_684",0.560101919184549
"Q96RR4_IDR_1_146",0.519609179127464
"Q96RR4_IDR_495_588",0.480390820872536
"Q96RS0_IDR_105_192",0.239172619011921
"Q96RS0_IDR_263_494",0.320717205298442
"Q96RS0_IDR_51_102",0.223437514463126
"Q96RS0_IDR_523_632",0.216672661226511
"Q96RT1_IDR_431_461",0.226366720330334
"Q96RT1_IDR_463_865",0.275950335464835
"Q96RT1_IDR_984_1316",0.497682944204831
"Q96RT6_IDR_245_296",0.311039298664583
"Q96RT6_IDR_343_436",0.269116958204262
"Q96RT6_IDR_445_617",0.419843743131155
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.514569811266855
"Q96RU2_IDR_698_775",0.485430188733145
"Q96RU3_IDR_275_377",0.474039691886077
"Q96RU3_IDR_481_546",0.525960308113923
"Q96RU7_IDR_1_63",0.455699441044669
"Q96S15_IDR_463_613",0.514786588794391
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.445390863574042
"Q96S38_IDR_422_881",0.554609136425958
"Q96S53_IDR_1_36",0.429340837100669
"Q96S53_IDR_318_571",0.570659162899331
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.462252119620652
"Q96S59_IDR_457_611",0.537747880379348
"Q96S65_IDR_116_267",0.318041384252394
"Q96S65_IDR_1_80",0.281656799407143
"Q96S65_IDR_304_508",0.400301816340463
"Q96S66_IDR_365_551",0.568991947288958
"Q96S66_IDR_40_91",0.431008052711042
"Q96S82_IDR_197_333",0.506303607467245
"Q96S82_IDR_96_143",0.493696392532755
"Q96S90_IDR_1_35",0.459865399333919
"Q96S90_IDR_91_227",0.540134600666081
"Q96S94_IDR_1_33",0.418370548960354
"Q96S94_IDR_300_520",0.581629451039646
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.623324183807635
"Q96SB3_IDR_598_663",0.376675816192365
"Q96SB4_IDR_1_59",0.502510897545883
"Q96SB4_IDR_246_477",0.497489102454117
"Q96SC8_IDR_1_441",0.630441124518593
"Q96SC8_IDR_497_542",0.369558875481407
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.506832975910548
"Q96SN8_IDR_1566_1713",0.493167024089452
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.271284496584078
"Q96ST2_IDR_703_740",0.355601552752435
"Q96ST2_IDR_772_809",0.373113950663487
"Q96ST3_IDR_1_118",0.359472877709864
"Q96ST3_IDR_196_301",0.322269484424144
"Q96ST3_IDR_367_459",0.161440501203423
"Q96ST3_IDR_830_877",0.156817136662569
"Q96ST8_IDR_1_304",0.415302518418723
"Q96ST8_IDR_307_366",0.295523172777488
"Q96ST8_IDR_742_783",0.289174308803789
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.310259224274822
"Q96T68_IDR_502_626",0.315102088873447
"Q96T68_IDR_64_125",0.374638686851731
"Q96T83_IDR_1_77",0.527116206439147
"Q96T83_IDR_618_699",0.472883793560853
"Q96T88_IDR_593_675",0.51049487094761
"Q96T88_IDR_78_124",0.48950512905239
"Q96T92_IDR_1_309",0.530325006702736
"Q96T92_IDR_311_422",0.469674993297264
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.585981078898546
"Q99081_IDR_640_682",0.414018921101454
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.249311078737672
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.545055298948114
"Q99502_IDR_243_319",0.454944701051886
"Q99504_IDR_1_72",0.532951881395978
"Q99504_IDR_219_300",0.467048118604022
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.50089549848338
"Q99523_IDR_800_831",0.49910450151662
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.576087205951992
"Q99547_IDR_64_160",0.423912794048008
"Q99549_IDR_115_498",0.450446930341338
"Q99549_IDR_1_55",0.549553069658662
"Q99550_IDR_128_1108",0.53137364549493
"Q99550_IDR_1_88",0.46862635450507
"Q99558_IDR_1_52",0.278484834022238
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.231351322165112
"Q99593_IDR_219_424",0.463798907006965
"Q99593_IDR_433_485",0.304849770827923
"Q99594_IDR_100_134",0.503214387716441
"Q99594_IDR_1_31",0.496785612283559
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.221713718507043
"Q99607_IDR_302_520",0.258916581833274
"Q99607_IDR_526_582",0.248361390541842
"Q99607_IDR_586_663",0.271008309117841
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.33378719805956
"Q99613_IDR_162_313",0.273839534901983
"Q99613_IDR_879_913",0.392373267038457
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.506242469510905
"Q99678_IDR_314_358",0.493757530489095
"Q99680_IDR_1_35",0.549172149750083
"Q99680_IDR_245_307",0.450827850249917
"Q99683_IDR_1179_1243",0.275410257514384
"Q99683_IDR_1278_1308",0.228112778902204
"Q99683_IDR_32_87",0.248241223686947
"Q99683_IDR_939_1039",0.248235739896465
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.259636705839545
"Q99687_IDR_1_61",0.45566949265053
"Q99687_IDR_163_277",0.284693801509925
"Q99689_IDR_1_73",0.315211762204198
"Q99689_IDR_257_314",0.332010492881944
"Q99689_IDR_75_223",0.352777744913858
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.171714043656808
"Q99698_IDR_109_226",0.167906574626192
"Q99698_IDR_831_867",0.160090869643283
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.5454647234027
"Q99755_IDR_456_562",0.4545352765973
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.512146775389982
"Q99759_IDR_208_358",0.487853224610018
"Q99767_IDR_1_350",0.608636837888868
"Q99767_IDR_392_423",0.391363162111132
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.455140565451342
"Q99801_IDR_37_129",0.544859434548658
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.549201346167232
"Q99811_IDR_125_253",0.450798653832768
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.499815753986258
"Q99835_IDR_555_769",0.500184246013742
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.301019036602951
"Q99856_IDR_377_515",0.384682174273781
"Q99856_IDR_539_593",0.314298789123268
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.485616647819252
"Q99928_IDR_344_397",0.514383352180748
"Q99929_IDR_111_175",0.547979257799543
"Q99929_IDR_1_57",0.452020742200457
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.405171644994312
"Q99983_IDR_386_421",0.594828355005688
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.140517626216371
"Q99996_IDR_2066_2110",0.148156874651717
"Q99996_IDR_2121_3131",0.169115373605459
"Q99996_IDR_3199_3693",0.147791909863626
"Q99996_IDR_3800_3868",0.199421578039434
"Q99996_IDR_751_1844",0.194996637623394
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.509526999679136
"Q9BQA5_IDR_486_517",0.490473000320864
"Q9BQB4_IDR_171_213",0.520194292886059
"Q9BQB4_IDR_41_74",0.47980570711394
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.446416708373411
"Q9BQE6_IDR_196_289",0.553583291626589
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.250677755685142
"Q9BQF6_IDR_443_515",0.249304641759698
"Q9BQF6_IDR_686_733",0.221211835354996
"Q9BQF6_IDR_876_928",0.278805767200164
"Q9BQG0_IDR_1145_1328",0.551430038392685
"Q9BQG0_IDR_696_755",0.448569961607315
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.26507219548417
"Q9BQS8_IDR_340_405",0.222247053367815
"Q9BQS8_IDR_549_601",0.255443030612693
"Q9BQT9_IDR_805_892",0.525201971941018
"Q9BQT9_IDR_912_956",0.474798028058982
"Q9BQW3_IDR_386_438",0.469082336664917
"Q9BQW3_IDR_442_602",0.530917663335083
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.308481619600589
"Q9BR39_IDR_383_416",0.292175337543592
"Q9BR39_IDR_425_671",0.399343042855819
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.521635596183621
"Q9BR77_IDR_86_225",0.478364403816379
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.140427210034849
"Q9BRR8_IDR_353_504",0.164823705735177
"Q9BRR8_IDR_570_612",0.159272569697237
"Q9BRR8_IDR_621_756",0.177925370660075
"Q9BRR8_IDR_68_156",0.168125900018879
"Q9BRR8_IDR_759_914",0.189425243853782
"Q9BRR9_IDR_113_210",0.355923126813646
"Q9BRR9_IDR_248_325",0.362118205422958
"Q9BRR9_IDR_444_508",0.281958667763396
"Q9BRS2_IDR_1_110",0.537643680842537
"Q9BRS2_IDR_451_568",0.462356319157463
"Q9BRS8_IDR_1_84",0.459806987085618
"Q9BRS8_IDR_294_462",0.540193012914382
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.45421196916573
"Q9BSF8_IDR_434_475",0.54578803083427
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.345368102071394
"Q9BSJ2_IDR_773_812",0.310727154699436
"Q9BSJ2_IDR_870_902",0.343904743229171
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.418901023897496
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.226910026946277
"Q9BTC0_IDR_1_262",0.301948187928282
"Q9BTC0_IDR_323_668",0.256434467651376
"Q9BTC0_IDR_765_1046",0.214707317474065
"Q9BTC8_IDR_325_373",0.32334623084041
"Q9BTC8_IDR_419_482",0.318665218693876
"Q9BTC8_IDR_540_590",0.357988550465714
"Q9BTD3_IDR_273_319",1
