"","GO0005198_structural_molecule_activity"
"Q7L590_IDR_424_723",0.595352544821811
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.543333455923442
"Q7L5N7_IDR_510_544",0.456666544076558
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.26581085384735
"Q7L7X3_IDR_547_595",0.288686519671053
"Q7L7X3_IDR_851_1001",0.445502626481597
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.472540420155972
"Q7L8A9_IDR_306_357",0.527459579844028
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.490643233666709
"Q7L8J4_IDR_276_393",0.509356766333291
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.425642874484715
"Q7RTS1_IDR_140_177",0.47556276560932
"O43491_IDR_1_82",0.32930501045825
"O43491_IDR_521_948",0.343098457722135
"O43491_IDR_84_213",0.327596531819615
"O43497_IDR_1_49",0.206597398705741
"O43526_IDR_368_547",0.224782558992125
"O43526_IDR_551_639",0.220648343580621
"O43526_IDR_648_872",0.30694280169177
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.335691453966847
"O43541_IDR_16_120",0.335807272763962
"O43541_IDR_284_315",0.328501273269191
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.326898286255127
"O43561_IDR_170_201",0.336649363675715
"O43561_IDR_225_262",0.336452350069157
"O43566_IDR_191_299",0.349914614152724
"O43566_IDR_22_57",0.327819815002153
"O43566_IDR_446_566",0.322265570845123
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.339613343610406
"O43614_IDR_258_297",0.52348548714461
"O43614_IDR_386_444",0.47651451285539
"O43615_IDR_1_59",0.557411524833404
"O43615_IDR_83_230",0.442588475166596
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.515650729990136
"O43815_IDR_66_445",0.484349270009864
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.558146020887926
"O43823_IDR_543_692",0.441853979112074
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.512780698322853
"O43847_IDR_134_207",0.487219301677147
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.501151547832246
"O43889_IDR_244_336",0.498848452167754
"O43896_IDR_385_434",0.346661540518777
"O43918_IDR_238_295",0.268836508869957
"O43918_IDR_343_430",0.237231802734902
"O43918_IDR_474_508",0.236670672631443
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.312603045134075
"O43933_IDR_183_240",0.337607832213152
"O43933_IDR_343_378",0.349789122652773
"O60216_IDR_396_564",0.499033282587995
"O60216_IDR_97_331",0.500966717412004
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.526700320764499
"O60231_IDR_72_223",0.473299679235501
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.511698864595594
"O60237_IDR_896_930",0.488301135404406
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.497559469921369
"O60239_IDR_252_435",0.502440530078631
"O60240_IDR_107_186",0.350592767955992
"O60266_IDR_1_45",0.506102821424112
"O60266_IDR_498_583",0.493897178575888
"O60268_IDR_1_89",0.320200106111461
"O60268_IDR_251_286",0.342988294098729
"O60268_IDR_317_347",0.33681159978981
"O60269_IDR_1_379",0.506932789466205
"O60269_IDR_396_458",0.493067210533795
"O60271_IDR_517_548",0.208721506251812
"O60271_IDR_562_630",0.209639448018054
"O60271_IDR_69_513",0.184974054378581
"O60271_IDR_718_750",0.198289914117931
"O60271_IDR_804_910",0.198375077233623
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.139258578745664
"O60281_IDR_2119_2168",0.14021403942982
"O60281_IDR_2282_2363",0.150477324491938
"O60281_IDR_2433_2576",0.139010840830312
"O60281_IDR_2602_2639",0.154839196815359
"O60281_IDR_460_751",0.138313693656985
"O60281_IDR_812_1369",0.137886326029922
"O60296_IDR_562_837",0.19307785756167
"O60296_IDR_848_914",0.242604637883637
"O60299_IDR_11_353",0.514254550557169
"O60299_IDR_363_673",0.485745449442831
"O60303_IDR_1147_1198",0.204784176783221
"O60303_IDR_1_33",0.198703097645168
"O60303_IDR_152_467",0.191596651684828
"O60303_IDR_626_963",0.188895004079886
"O60303_IDR_79_150",0.216021069806897
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.39318584523708
"O60307_IDR_1_172",0.316451238209498
"O60307_IDR_679_945",0.290362916553422
"O60308_IDR_158_201",0.230180044655509
"O60308_IDR_259_418",0.227165142349046
"O60308_IDR_685_743",0.240005008420089
"O60308_IDR_871_925",0.302649804575356
"O60309_IDR_1047_1086",0.202426960331462
"O60309_IDR_1_869",0.196604241765116
"O60333_IDR_1205_1244",0.166457202404397
"O60333_IDR_1521_1588",0.166530623416702
"O60333_IDR_1592_1682",0.170327180304115
"O60333_IDR_705_735",0.164055277032108
"O60333_IDR_912_957",0.168566967252533
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.334811370111263
"O60343_IDR_237_352",0.321543520404638
"O60343_IDR_525_874",0.343645109484098
"O60346_IDR_1431_1511",0.332127957068241
"O60346_IDR_1_462",0.357122906929609
"O60346_IDR_1575_1636",0.31074913600215
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.324602673979813
"O60481_IDR_1_186",0.534712975864201
"O60481_IDR_405_461",0.465287024135799
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.508631569859876
"O60502_IDR_395_550",0.491368430140124
"O60503_IDR_1248_1353",0.31605160484545
"O60503_IDR_1_78",0.366359509631806
"O60503_IDR_579_713",0.317588885522744
"O60504_IDR_1_382",0.450648336028076
"O60504_IDR_522_611",0.549351663971924
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.518123706326944
"O60508_IDR_201_238",0.481876293673056
"O60512_IDR_1_71",0.499026371188893
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.239790835052404
"O60610_IDR_1208_1272",0.255308337561481
"O60610_IDR_1_85",0.249152059650823
"O60610_IDR_505_766",0.255748767735292
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.323378512788734
"O60658_IDR_329_386",0.343172732666933
"O60658_IDR_429_481",0.333448754544333
"O60663_IDR_13_48",0.323221999857269
"O60663_IDR_176_237",0.327891929141885
"O60663_IDR_269_388",0.348886071000845
"O60664_IDR_1_35",0.498150046331886
"O60664_IDR_69_172",0.501849953668114
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.196101660744589
"O60673_IDR_2014_2182",0.199094857167898
"O60673_IDR_274_307",0.203653552485162
"O60673_IDR_310_974",0.189178281171889
"O60741_IDR_1_90",0.482234339748853
"O60741_IDR_595_890",0.517765660251147
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.508870082027764
"O60759_IDR_173_359",0.491129917972236
"O60763_IDR_675_790",0.49816075702444
"O60763_IDR_930_962",0.50183924297556
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.328726655498721
"O60784_IDR_303_415",0.31596913823157
"O60784_IDR_450_492",0.35530420626971
"O60806_IDR_1_37",0.326570957569789
"O60806_IDR_251_318",0.346642583407527
"O60806_IDR_321_420",0.326786459022685
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.199653763962461
"O60885_IDR_459_666",0.198760632419439
"O60885_IDR_676_1201",0.20293881199544
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.488436571477319
"O60902_IDR_161_331",0.511563428522681
"O60907_IDR_1_37",0.515825107188478
"O60907_IDR_146_210",0.484174892811522
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.32348125611391
"O75037_IDR_401_480",0.354724211408927
"O75037_IDR_490_970",0.321794532477163
"O75038_IDR_1382_1416",0.332251204166608
"O75038_IDR_475_618",0.309048184348956
"O75038_IDR_886_1379",0.358700611484436
"O75044_IDR_170_229",0.199070818501383
"O75044_IDR_415_457",0.199547948940861
"O75044_IDR_463_501",0.19871751444508
"O75044_IDR_694_755",0.191123030404504
"O75044_IDR_785_1071",0.211540687708171
"O75052_IDR_172_347",0.487783726405133
"O75052_IDR_361_506",0.512216273594867
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.487970881374578
"O75056_IDR_412_442",0.512029118625422
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.526327526283233
"O75071_IDR_144_426",0.473672473716767
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.329843990877266
"O75116_IDR_1113_1149",0.311578509181916
"O75116_IDR_1350_1388",0.358577499940819
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.277262676716037
"O75122_IDR_309_645",0.463819487391582
"O75122_IDR_880_1053",0.258917835892381
"O75128_IDR_1_53",0.519745809960118
"O75128_IDR_227_1238",0.480254190039882
"O75129_IDR_1_59",0.340052473842982
"O75129_IDR_288_349",0.319741336480492
"O75129_IDR_357_411",0.340206189676526
"O75132_IDR_172_286",0.204363828768735
"O75132_IDR_1_87",0.191914133750543
"O75132_IDR_341_456",0.198582011336368
"O75132_IDR_511_550",0.208467684688891
"O75132_IDR_609_651",0.196672341455463
"O75140_IDR_1000_1075",0.258346270911136
"O75140_IDR_1112_1172",0.241913653123268
"O75140_IDR_411_456",0.246696968944486
"O75140_IDR_461_727",0.25304310702111
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.495934464899481
"O75145_IDR_859_937",0.504065535100519
"O75146_IDR_1011_1053",0.52195093435062
"O75146_IDR_288_360",0.47804906564938
"O75150_IDR_111_177",0.324789285492108
"O75150_IDR_1_96",0.35260990989689
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.505778804035659
"O75170_IDR_525_966",0.494221195964342
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.465741909902426
"O75177_IDR_41_396",0.534258090097574
"O75179_IDR_1_136",0.330910327476114
"O75179_IDR_1451_2427",0.333642868632822
"O75179_IDR_2471_2509",0.335446803891064
"O75182_IDR_1_36",0.372787197819715
"O75182_IDR_704_767",0.303483950315707
"O75182_IDR_92_300",0.323728851864578
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.494536531471274
"O75362_IDR_207_1048",0.505463468528726
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.510918972468023
"O75364_IDR_1_81",0.489081027531977
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.265150093297404
"O75376_IDR_319_418",0.241328086465117
"O75376_IDR_420_451",0.246883586043456
"O75376_IDR_483_2440",0.246638234194022
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.487955060299253
"O75381_IDR_71_108",0.512044939700747
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.4992761107121
"O75461_IDR_240_281",0.5007238892879
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.508332389833478
"O75467_IDR_55_197",0.491667610166522
"O75469_IDR_122_165",0.345993393444854
"O75469_IDR_1_36",0.32598888242217
"O75469_IDR_179_234",0.328017724132976
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.499425043880837
"O75474_IDR_49_147",0.500574956119163
"O75475_IDR_431_530",0.497146187753929
"O75475_IDR_89_347",0.502853812246071
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.549433897185434
"O75563_IDR_223_295",0.498091460422133
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.134392157836402
"O75592_IDR_2555_2592",0.126618061773491
"O75592_IDR_2670_3153",0.115123887934672
"O75592_IDR_3187_3236",0.124435644555111
"O75592_IDR_3314_3386",0.123900211101609
"O75592_IDR_3479_3511",0.124024031554795
"O75592_IDR_87_131",0.121874585905903
"O75592_IDR_890_922",0.129631419338018
"O75593_IDR_121_277",0.547720611337999
"O75593_IDR_1_32",0.452279388662002
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.474573139773318
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.243012300911019
"O75691_IDR_2572_2613",0.245449869838567
"O75691_IDR_2731_2785",0.264111420296544
"O75691_IDR_863_907",0.24742640895387
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.345187063884733
"O75717_IDR_308_427",0.321306107095257
"O75717_IDR_821_1017",0.33350682902001
"O75747_IDR_1_34",0.489545661370189
"O75747_IDR_174_224",0.510454338629811
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.492674284461398
"O75781_IDR_332_387",0.507325715538602
"O75864_IDR_462_568",0.325387134683388
"O75864_IDR_575_691",0.333363124211832
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.483370547478196
"O75886_IDR_369_525",0.516629452521804
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.521519978093038
"O75899_IDR_752_941",0.478480021906962
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.502975949042363
"O75901_IDR_368_423",0.497024050957637
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.530354560615503
"O75912_IDR_859_925",0.469645439384497
"O75914_IDR_1_66",0.527025851147058
"O75962_IDR_1249_1285",0.195405416881115
"O75962_IDR_1606_1653",0.19714665454338
"O75962_IDR_1704_1968",0.204856210200304
"O75962_IDR_2288_2556",0.198248070256124
"O75969_IDR_162_279",0.198167148277717
"O75969_IDR_409_453",0.206120846368422
"O75969_IDR_456_514",0.197548354250418
"O75969_IDR_542_594",0.20355478870954
"O75969_IDR_605_750",0.194608862393902
"O75970_IDR_1247_1328",0.1095435096828
"O75970_IDR_1565_1611",0.115858339462316
"O75970_IDR_1811_1855",0.121280128667423
"O75970_IDR_340_371",0.110003534499078
"O75970_IDR_43_109",0.110962927111473
"O75970_IDR_466_525",0.107049940324354
"O75970_IDR_638_685",0.106857268822108
"O75970_IDR_857_951",0.107821812026949
"O75970_IDR_954_996",0.110622539403498
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.325722987779928
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.50824598718131
"O76081_IDR_93_244",0.49175401281869
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.512106829668138
"O76083_IDR_68_239",0.487893170331862
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.328898274739207
"O94759_IDR_1_57",0.385451083439305
"O94759_IDR_581_613",0.285650641821488
"O94761_IDR_359_448",0.363287038358158
"O94761_IDR_49_351",0.323096735162951
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.489568944874486
"O94823_IDR_458_712",0.510431055125514
"O94826_IDR_1_33",0.491963956207148
"O94826_IDR_64_107",0.508036043792852
"O94830_IDR_1_32",0.329769458008822
"O94830_IDR_433_477",0.336752235988091
"O94830_IDR_603_647",0.333478306003087
"O94842_IDR_1_232",0.486325168159852
"O94880_IDR_589_620",0.205587520054203
"O94880_IDR_692_754",0.202690318158651
"O94880_IDR_756_867",0.200550379796951
"O94885_IDR_1_35",0.145949308300705
"O94885_IDR_229_344",0.141597148011817
"O94885_IDR_358_547",0.208069007890662
"O94885_IDR_697_728",0.149166265427352
"O94885_IDR_730_1088",0.155639764368944
"O94885_IDR_88_177",0.199578506000519
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.324823687293159
"O94887_IDR_359_498",0.365779318123257
"O94887_IDR_858_903",0.309396994583584
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.359185029659082
"O94900_IDR_46_263",0.323083054786669
"O94900_IDR_8_41",0.317731915554249
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.491479640370514
"O94907_IDR_23_79",0.508520359629486
"O94910_IDR_1114_1434",0.458983545898376
"O94910_IDR_400_472",0.541016454101624
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.246496255136263
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.474670977388272
"O94929_IDR_298_593",0.525329022611728
"O94933_IDR_293_347",0.333454971871048
"O94933_IDR_613_659",0.353765957274202
"O94933_IDR_682_856",0.31277907085475
"O94966_IDR_1_112",0.203223924136686
"O94941_IDR_219_250",0.493899138884157
"O94941_IDR_339_480",0.506100861115843
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.203282398880204
"O94966_IDR_203_274",0.189612378952034
"O94966_IDR_399_488",0.194300894355099
"O94966_IDR_874_983",0.209580403675975
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.493191705146344
"O94972_IDR_624_943",0.506808294853656
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.277406956535276
"O94979_IDR_792_858",0.335465884969167
"O94979_IDR_881_1111",0.387127158495558
"O94983_IDR_1119_1202",0.196214942929107
"O94983_IDR_212_305",0.233471479042
"O94983_IDR_392_435",0.182430472710818
"O94983_IDR_447_490",0.198374638824738
"O94983_IDR_814_1022",0.189508466493337
"O94985_IDR_819_902",0.480223783494497
"O95025_IDR_1_38",0.493842617953561
"O95025_IDR_737_777",0.506157382046439
"O95049_IDR_279_374",0.238448515238968
"O95049_IDR_558_590",0.263231132276925
"O95049_IDR_774_919",0.235226618592079
"O95049_IDR_94_189",0.263093733892028
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.493686844891919
"O95069_IDR_333_398",0.506313155108081
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0938550356500962
"O95071_IDR_1749_1779",0.100158638877247
"O95071_IDR_1860_1911",0.0992107979319518
"O95071_IDR_1965_2021",0.0940822121712752
"O95071_IDR_2027_2174",0.0998053462365817
"O95071_IDR_2318_2364",0.103281445027367
"O95071_IDR_2454_2499",0.0951069024155299
"O95071_IDR_583_645",0.105494075671322
"O95071_IDR_81_159",0.114569411292872
"O95071_IDR_936_1074",0.0944361347257575
"O95155_IDR_1_152",0.291455364840344
"O95155_IDR_218_393",0.708544635159656
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.505189755482449
"O95158_IDR_20_58",0.494810244517551
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.158220534913012
"O95180_IDR_1564_1595",0.17602330390968
"O95180_IDR_1_68",0.169525912348421
"O95180_IDR_1867_2353",0.16194115488965
"O95180_IDR_424_459",0.172462332216804
"O95180_IDR_483_771",0.161826761722434
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.516763965861641
"O95235_IDR_702_890",0.27647539781519
"O95238_IDR_70_118",0.490708126343688
"O95239_IDR_426_558",0.329434431233683
"O95239_IDR_656_820",0.341775459611502
"O95239_IDR_918_1232",0.328790109154815
"O95243_IDR_149_434",0.502261121378194
"O95243_IDR_1_82",0.497738878621806
"O95248_IDR_1059_1113",0.166896489065904
"O95248_IDR_1284_1318",0.163704368168867
"O95248_IDR_1683_1713",0.178429206973213
"O95248_IDR_1718_1764",0.163172318885733
"O95248_IDR_778_819",0.167272596863095
"O95248_IDR_91_121",0.160525020043189
"O95249_IDR_118_163",0.478326827119513
"O95249_IDR_31_74",0.521673172880487
"O95251_IDR_1_206",0.4851252736307
"O95251_IDR_208_332",0.5148747263693
"O95255_IDR_263_294",0.501548424240015
"O95255_IDR_856_922",0.498451575759985
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.485936255263677
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.494575700956774
"O95365_IDR_487_584",0.505424299043226
"O95373_IDR_881_913",0.497733540549199
"O95373_IDR_917_948",0.502266459450801
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.320903368271306
"O95382_IDR_1_41",0.337771092876347
"O95382_IDR_908_996",0.341325538852346
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.341383888217265
"O95391_IDR_200_257",0.332356022816979
"O95391_IDR_465_560",0.326260088965756
"O95393_IDR_1_49",0.504546108595684
"O95393_IDR_276_319",0.495453891404316
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.503710494952054
"O95436_IDR_634_690",0.496289505047946
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.315089463951969
"O95450_IDR_1_52",0.352231544051477
"O95450_IDR_217_263",0.332678991996555
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.334477734294937
"O95466_IDR_168_222",0.342481883720014
"O95466_IDR_446_635",0.323040381985049
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.355688843223762
"O95477_IDR_1255_1314",0.322512390306248
"O95477_IDR_2226_2261",0.321798766469991
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.489350518118154
"O95567_IDR_87_163",0.510649481881846
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.480180675357623
"O95602_IDR_208_249",0.519819324642377
"O95613_IDR_1_266",0.197780338673657
"O95613_IDR_1384_2557",0.190470010085007
"O95613_IDR_2815_3128",0.201248658950085
"O95613_IDR_321_1256",0.190916994774224
"O95613_IDR_3222_3296",0.219583997517027
"O95622_IDR_1_204",0.515297145584226
"O95622_IDR_649_711",0.484702854415774
"O95625_IDR_124_174",0.332009398929602
"O95625_IDR_320_364",0.335288476679423
"O95625_IDR_369_649",0.332702124390975
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.493862521758608
"O95644_IDR_702_912",0.506137478241392
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.514752788457484
"O95677_IDR_289_366",0.485247211542516
"O95678_IDR_27_62",0.444324753442246
"O95678_IDR_479_551",0.555675246557754
"O95714_IDR_2417_2458",0.206245197112032
"O95714_IDR_2509_2547",0.194803993483732
"O95714_IDR_3410_3529",0.202950055194751
"O95721_IDR_1_213",0.506187330906422
"O95721_IDR_215_258",0.493812669093578
"O95727_IDR_220_304",0.33544472836262
"O95727_IDR_314_360",0.32592536978033
"O95727_IDR_363_393",0.338629901857049
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.512505788548086
"O95754_IDR_688_739",0.487494211451914
"O95757_IDR_503_575",0.503133433599131
"O95757_IDR_788_839",0.496866566400869
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.53783425834556
"O95789_IDR_599_737",0.46216574165444
"O95793_IDR_387_480",0.472357382117316
"O95793_IDR_9_69",0.527642617882684
"O95800_IDR_1_38",0.321949567037937
"O95800_IDR_234_327",0.327373985302131
"O95800_IDR_402_540",0.350676447659932
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.325245286140266
"O95835_IDR_1_137",0.346666112558571
"O95835_IDR_140_633",0.328088601301163
"O95838_IDR_1_41",0.520734156632604
"O95838_IDR_463_553",0.479265843367396
"O95841_IDR_1_45",0.526117541501787
"O95841_IDR_204_270",0.473882458498213
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.519174079169377
"O95873_IDR_264_294",0.480825920830623
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.495523250651483
"O95886_IDR_905_965",0.504476749348517
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.520067168970066
"O95983_IDR_250_291",0.4912867948388
"O95983_IDR_52_108",0.5087132051612
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.337038657802334
"O95996_IDR_698_2303",0.338588577637525
"O95996_IDR_79_128",0.324372764560142
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.489807675920522
"O96004_IDR_155_201",0.510192324079478
"O96005_IDR_1_87",0.531637726414356
"O96005_IDR_597_669",0.468362273585644
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.535259062486323
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
