"","GO0031981_nuclear_lumen"
"Q9Y463_IDR_1_36",0.486000338292714
"Q9Y463_IDR_433_629",0.513999661707286
"Q9Y466_IDR_42_77",0.487459855874194
"Q9Y466_IDR_81_173",0.512540144125806
"Q9Y468_IDR_113_168",0.238087838937446
"Q9Y468_IDR_170_269",0.313767314007861
"Q9Y468_IDR_26_84",0.209809178670532
"Q9Y468_IDR_587_721",0.238335668384161
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.386611290141329
"Q9Y483_IDR_356_558",0.613388709858671
"Q9Y485_IDR_1246_1305",0.0823263660436257
"Q9Y485_IDR_1361_1395",0.0878409141777544
"Q9Y485_IDR_1889_1949",0.081719039391277
"Q9Y485_IDR_1969_2018",0.0898600441484426
"Q9Y485_IDR_2366_2418",0.107733253912925
"Q9Y485_IDR_2442_2480",0.104658691759039
"Q9Y485_IDR_287_332",0.0882867136374492
"Q9Y485_IDR_418_469",0.107079063242781
"Q9Y485_IDR_557_589",0.0811193002913462
"Q9Y485_IDR_665_697",0.0863252056032218
"Q9Y485_IDR_897_934",0.0830514077921382
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.533971863675392
"Q9Y496_IDR_626_699",0.466028136324608
"Q9Y4A5_IDR_179_212",0.245870362289159
"Q9Y4A5_IDR_2024_2085",0.235264850027752
"Q9Y4A5_IDR_2545_2582",0.269487198306333
"Q9Y4A5_IDR_473_538",0.249377589376756
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.257572504760788
"Q9Y4B4_IDR_1_243",0.25440438253145
"Q9Y4B4_IDR_1301_1371",0.15039114713184
"Q9Y4B4_IDR_638_696",0.16545565735463
"Q9Y4B4_IDR_993_1052",0.172176308221292
"Q9Y4B5_IDR_1_1647",0.534393923710953
"Q9Y4B5_IDR_1650_1905",0.465606076289047
"Q9Y4B6_IDR_1393_1507",0.43552899831124
"Q9Y4B6_IDR_190_303",0.308587613981095
"Q9Y4B6_IDR_875_1000",0.255883387707664
"Q9Y4C1_IDR_251_518",0.483720277203515
"Q9Y4C1_IDR_755_907",0.516279722796485
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.233159978185729
"Q9Y4C8_IDR_665_726",0.255705997457038
"Q9Y4C8_IDR_82_128",0.243423974236224
"Q9Y4C8_IDR_925_960",0.267710050121008
"Q9Y4D1_IDR_1043_1078",0.303399209019331
"Q9Y4D1_IDR_511_606",0.397897381265482
"Q9Y4D1_IDR_997_1032",0.298703409715187
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.297630787195945
"Q9Y4E1_IDR_56_1320",0.702369212804055
"Q9Y4E5_IDR_400_459",0.30106932694689
"Q9Y4E5_IDR_51_85",0.244808811126679
"Q9Y4E5_IDR_566_601",0.227723210250315
"Q9Y4E5_IDR_810_872",0.226398651676115
"Q9Y4E6_IDR_1061_1118",0.239747175029401
"Q9Y4E6_IDR_636_666",0.226068305707262
"Q9Y4E6_IDR_708_788",0.279710234982445
"Q9Y4E6_IDR_913_971",0.254474284280892
"Q9Y4E8_IDR_226_263",0.295240069696037
"Q9Y4E8_IDR_621_707",0.351185892320781
"Q9Y4E8_IDR_937_981",0.353574037983182
"Q9Y4F1_IDR_1_35",0.317570610963599
"Q9Y4F1_IDR_355_535",0.349690140709009
"Q9Y4F1_IDR_864_906",0.332739248327392
"Q9Y4F3_IDR_1564_1725",0.286792444555546
"Q9Y4F3_IDR_311_344",0.313499543224673
"Q9Y4F3_IDR_585_730",0.399708012219781
"Q9Y4F4_IDR_1434_1483",0.249648561728569
"Q9Y4F4_IDR_1_88",0.209509715601837
"Q9Y4F4_IDR_312_344",0.244610884781393
"Q9Y4F4_IDR_616_1247",0.2962308378882
"Q9Y4F9_IDR_1_69",0.535578263897317
"Q9Y4F9_IDR_321_730",0.464421736102683
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.240174090795394
"Q9Y4G8_IDR_481_590",0.302882064952237
"Q9Y4G8_IDR_913_1499",0.45694384425237
"Q9Y4H2_IDR_1261_1317",0.320697848665591
"Q9Y4H2_IDR_148_182",0.328320089491274
"Q9Y4H2_IDR_299_1246",0.350982061843136
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.34833944441654
"Q9Y4I1_IDR_1422_1473",0.342302677551863
"Q9Y4I1_IDR_596_631",0.309357878031597
"Q9Y4I5_IDR_1_301",0.440029984095267
"Q9Y4I5_IDR_406_444",0.559970015904733
"Q9Y4J8_IDR_275_410",0.499403653075879
"Q9Y4J8_IDR_418_743",0.500596346924121
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.564446623919753
"Q9Y4L1_IDR_910_999",0.435553376080247
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.5282371199808
"Q9Y4R7_IDR_542_742",0.4717628800192
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.358540397706122
"Q9Y4W2_IDR_511_624",0.381389510037101
"Q9Y4W2_IDR_679_714",0.260070092256776
"Q9Y4W6_IDR_763_797",0.452321119945398
"Q9Y4W6_IDR_78_134",0.547678880054602
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.36119997393773
"Q9Y4Z2_IDR_1_93",0.63880002606227
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.480500528034458
"Q9Y519_IDR_369_407",0.519499471965542
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.495355457926286
"Q9Y561_IDR_781_816",0.504644542073714
"Q9Y566_IDR_1_67",0.333902860863702
"Q9Y566_IDR_416_547",0.313686311677848
"Q9Y566_IDR_758_2087",0.35241082745845
"Q9Y570_IDR_1_38",0.442902965566577
"Q9Y570_IDR_239_281",0.557097034433424
"Q9Y572_IDR_309_428",0.487634370893381
"Q9Y572_IDR_473_518",0.512365629106619
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.489369625757007
"Q9Y592_IDR_618_701",0.510630374242993
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.338640105649731
"Q9Y5A9_IDR_197_239",0.316072400002861
"Q9Y5A9_IDR_245_389",0.345287494347407
"Q9Y5B0_IDR_334_586",0.421111465812583
"Q9Y5B0_IDR_730_961",0.578888534187417
"Q9Y5B6_IDR_1_385",0.620406020523549
"Q9Y5B6_IDR_498_563",0.379593979476451
"Q9Y5B9_IDR_436_478",0.364377054004589
"Q9Y5B9_IDR_927_1047",0.635622945995411
"Q9Y5C1_IDR_16_53",0.462140944826904
"Q9Y5C1_IDR_188_239",0.537859055173096
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.242631929547969
"Q9Y5I4_IDR_814_859",0.285526081138283
"Q9Y5I4_IDR_957_1007",0.471841989313748
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.603024035384958
"Q9Y5J3_IDR_167_290",0.396975964615042
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.398797874807152
"Q9Y5K3_IDR_305_369",0.601202125192847
"Q9Y5K6_IDR_168_295",0.423767336832831
"Q9Y5K6_IDR_310_581",0.322003552448268
"Q9Y5K6_IDR_63_108",0.254229110718901
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.341876678166844
"Q9Y5P4_IDR_184_235",0.333024016355839
"Q9Y5P4_IDR_276_401",0.325099305477317
"Q9Y5P8_IDR_42_123",0.539655504489993
"Q9Y5P8_IDR_519_553",0.460344495510007
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.450239642527598
"Q9Y5Q5_IDR_82_135",0.549760357472402
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.379104830532706
"Q9Y5Q8_IDR_464_519",0.620895169467294
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.449787929060161
"Q9Y5R2_IDR_331_374",0.550212070939839
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.531565680149019
"Q9Y5S1_IDR_726_764",0.468434319850981
"Q9Y5S2_IDR_1609_1711",0.236726705020726
"Q9Y5S2_IDR_352_400",0.236153143015014
"Q9Y5S2_IDR_406_528",0.295624471584555
"Q9Y5S2_IDR_924_1033",0.231495680379706
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.546012591382299
"Q9Y5T5_IDR_385_606",0.453987408617701
"Q9Y5U2_IDR_105_157",0.297133452218276
"Q9Y5U2_IDR_1_76",0.299202145145839
"Q9Y5U2_IDR_218_329",0.403664402635885
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.524352462778293
"Q9Y5W3_IDR_53_112",0.475647537221707
"Q9Y5W5_IDR_1_32",0.464596442710958
"Q9Y5W5_IDR_348_379",0.535403557289042
"Q9Y5W7_IDR_2_60",0.289518382674819
"Q9Y5W7_IDR_473_538",0.341690871495154
"Q9Y5W7_IDR_733_778",0.368790745830027
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.482735409195038
"Q9Y5X4_IDR_1_40",0.517264590804962
"Q9Y5Y0_IDR_1_97",0.511708282900834
"Q9Y5Y0_IDR_518_555",0.488291717099166
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.324817082421291
"Q9Y5Y9_IDR_1872_1956",0.222910801978491
"Q9Y5Y9_IDR_411_595",0.240313816407703
"Q9Y5Y9_IDR_939_986",0.211958299192514
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.463213225237616
"Q9Y603_IDR_1_31",0.536786774762383
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.513350246109005
"Q9Y608_IDR_532_630",0.486649753890995
"Q9Y613_IDR_1002_1105",0.331757095875269
"Q9Y613_IDR_337_534",0.301813127810013
"Q9Y613_IDR_581_623",0.366429776314719
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.52488765627622
"Q9Y616_IDR_448_596",0.47511234372378
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.359138853637962
"Q9Y625_IDR_424_473",0.33559551408392
"Q9Y625_IDR_476_555",0.305265632278119
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.468989791359842
"Q9Y666_IDR_932_1014",0.531010208640158
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.550445666080156
"Q9Y679_IDR_342_382",0.449554333919844
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.529255606032387
"Q9Y692_IDR_56_87",0.470744393967613
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.211125653332226
"Q9Y6C2_IDR_463_493",0.192400542566698
"Q9Y6C2_IDR_549_598",0.190117183638571
"Q9Y6C2_IDR_601_731",0.19006765446076
"Q9Y6C2_IDR_784_864",0.216288966001745
"Q9Y6C5_IDR_1125_1203",0.482956532361644
"Q9Y6C5_IDR_621_658",0.517043467638356
"Q9Y6D5_IDR_1016_1064",0.248366332265192
"Q9Y6D5_IDR_1493_1559",0.227291926773093
"Q9Y6D5_IDR_206_365",0.266120230547563
"Q9Y6D5_IDR_585_632",0.258221510414152
"Q9Y6D6_IDR_1072_1118",0.251485434377225
"Q9Y6D6_IDR_1545_1636",0.2184737061656
"Q9Y6D6_IDR_216_414",0.273567515072214
"Q9Y6D6_IDR_634_687",0.256473344384961
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.49515156747438
"Q9Y6F8_IDR_60_174",0.50484843252562
"Q9Y6G9_IDR_1_44",0.34789700072191
"Q9Y6G9_IDR_342_378",0.33533359481343
"Q9Y6G9_IDR_384_523",0.31676940446466
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.207438386675736
"Q9Y6H5_IDR_550_622",0.228341710292532
"Q9Y6H5_IDR_626_919",0.319914629950178
"Q9Y6H5_IDR_72_143",0.244305273081554
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.549192016905454
"Q9Y6H8_IDR_236_435",0.450807983094546
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.222972634623279
"Q9Y6J0_IDR_1668_2220",0.252225959312958
"Q9Y6J0_IDR_290_406",0.314350199608073
"Q9Y6J0_IDR_421_464",0.210451206455691
"Q9Y6J9_IDR_377_448",0.478368325658646
"Q9Y6J9_IDR_450_546",0.521631674341353
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.468953401020868
"Q9Y6K9_IDR_343_391",0.531046598979132
"Q9Y6L6_IDR_128_165",0.283099976658854
"Q9Y6L6_IDR_284_315",0.375489915395335
"Q9Y6L6_IDR_650_691",0.341410107945811
"Q9Y6L7_IDR_1_62",0.416964553285864
"Q9Y6L7_IDR_69_154",0.583035446714136
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.489366722611718
"Q9Y6M4_IDR_332_427",0.510633277388282
"Q9Y6M5_IDR_145_245",0.549024964273954
"Q9Y6M5_IDR_451_492",0.450975035726045
"Q9Y6M7_IDR_1184_1214",0.196701680513756
"Q9Y6M7_IDR_1_31",0.197178404051319
"Q9Y6M7_IDR_216_410",0.260533808812024
"Q9Y6M7_IDR_52_86",0.345586106622901
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.610603056392312
"Q9Y6N7_IDR_982_1040",0.389396943607688
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.441480852082037
"Q9Y6P5_IDR_282_325",0.558519147917963
"Q9Y6Q2_IDR_13_169",0.478789282224096
"Q9Y6Q2_IDR_189_226",0.521210717775904
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.327996878104423
"Q9Y6Q6_IDR_436_523",0.33397682926456
"Q9Y6Q6_IDR_555_616",0.338026292631018
"Q9Y6Q9_IDR_1_36",0.534379186936523
"Q9Y6Q9_IDR_372_1420",0.465620813063477
"Q9Y6R0_IDR_1_40",0.53247249733001
"Q9Y6R0_IDR_201_577",0.46752750266999
"Q9Y6R1_IDR_1009_1044",0.290465922584134
"Q9Y6R1_IDR_211_270",0.216536129826056
"Q9Y6R1_IDR_38_83",0.242644608458732
"Q9Y6R1_IDR_399_433",0.250353339131077
"Q9Y6R4_IDR_1148_1289",0.308235953636554
"Q9Y6R4_IDR_1_217",0.327319684018817
"Q9Y6R4_IDR_430_505",0.36444436234463
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.496478752234226
"Q9Y6S9_IDR_235_378",0.503521247765774
"Q9Y6T7_IDR_383_424",0.528299874773898
"Q9Y6T7_IDR_89_128",0.471700125226102
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.347075596527894
"Q9Y6V0_IDR_2946_4688",0.405734729491407
"Q9Y6V0_IDR_4828_4975",0.247189673980699
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.4747577786021
"O14490_IDR_903_962",0.5252422213979
"O14492_IDR_377_408",0.342924822420571
"O14492_IDR_518_621",0.329597717898
"O14492_IDR_83_132",0.32747745968143
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.494541667008289
"O14495_IDR_280_311",0.505458332991711
"O14497_IDR_1_1635",0.598353567853368
"O14497_IDR_1736_1963",0.401646432146632
"O14503_IDR_1_54",0.287117524645863
"O14503_IDR_184_330",0.456594607191438
"O14503_IDR_332_412",0.256287868162699
"O14511_IDR_1_96",0.427732043939414
"O14511_IDR_415_850",0.572267956060586
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.202688333232961
"O14513_IDR_258_467",0.208668984240592
"O14513_IDR_474_513",0.201685178412331
"O14545_IDR_136_167",0.257634417117933
"O14545_IDR_174_367",0.219210853478711
"O14545_IDR_388_582",0.291942336738378
"O14545_IDR_51_87",0.231212392664978
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.325797275315837
"O14559_IDR_255_309",0.323767618404119
"O14559_IDR_516_1268",0.350435106280044
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.513037285634402
"O14578_IDR_1904_2027",0.486962714365598
"O14594_IDR_1275_1311",0.62847851782214
"O14594_IDR_361_960",0.37152148217786
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.233564760635252
"O14646_IDR_1049_1122",0.174071835305254
"O14646_IDR_1_269",0.262644340062159
"O14646_IDR_1320_1411",0.360949465585613
"O14646_IDR_1503_1710",0.202334359046975
"O14647_IDR_1051_1127",0.159079423296021
"O14647_IDR_1_259",0.239422331337861
"O14647_IDR_1327_1463",0.271448303036881
"O14647_IDR_1557_1828",0.330049942329237
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.179512461475242
"O14654_IDR_1_74",0.185997888011636
"O14654_IDR_338_703",0.26896216469431
"O14654_IDR_707_778",0.182154262291967
"O14654_IDR_786_918",0.183373223526845
"O14662_IDR_16_71",0.473466360932726
"O14662_IDR_188_223",0.526533639067274
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.501700584753255
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.492862589746686
"O14763_IDR_1_77",0.507137410253314
"O14764_IDR_1_35",0.485789513910711
"O14764_IDR_364_419",0.51421048608929
"O14770_IDR_177_291",0.267351488468919
"O14770_IDR_1_79",0.23072968373502
"O14770_IDR_331_366",0.249600646707605
"O14770_IDR_402_477",0.252318181088456
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.140390382162326
"O14776_IDR_154_371",0.139755296839212
"O14776_IDR_1_67",0.141138739955613
"O14776_IDR_373_428",0.137899777155376
"O14776_IDR_466_522",0.155587158652747
"O14776_IDR_574_654",0.285228645234727
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.440565217362199
"O14901_IDR_475_512",0.559434782637801
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.49985144368514
"O14917_IDR_977_1095",0.50014855631486
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.229648798386665
"O14924_IDR_149_218",0.169167913592013
"O14924_IDR_401_434",0.178195328999542
"O14924_IDR_446_705",0.166598662542142
"O14924_IDR_843_959",0.256389296479637
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.272627440547646
"O14967_IDR_496_610",0.727372559452354
"O15015_IDR_1_238",0.480337005903413
"O15015_IDR_657_782",0.519662994096587
"O15018_IDR_182_324",0.226915468361196
"O15018_IDR_423_501",0.193020313191766
"O15018_IDR_535_575",0.198616698085104
"O15018_IDR_676_719",0.193540687705842
"O15018_IDR_816_2616",0.187906832656092
"O15020_IDR_2082_2222",0.513202227749763
"O15020_IDR_2330_2390",0.486797772250237
"O15021_IDR_1099_1136",0.234428288696219
"O15021_IDR_1229_2623",0.27739003013711
"O15021_IDR_1_376",0.233400177996845
"O15021_IDR_874_1084",0.254781503169826
"O15027_IDR_1_1260",0.247339396306839
"O15027_IDR_1271_1385",0.306320666175928
"O15027_IDR_1570_1612",0.225280173087202
"O15027_IDR_1890_2357",0.221059764430031
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.29925329093501
"O15034_IDR_588_846",0.366530716560253
"O15055_IDR_1224_1255",0.265636043017285
"O15055_IDR_940_1126",0.216397810773087
"O15056_IDR_1418_1468",0.459123348164217
"O15056_IDR_984_1409",0.540876651835784
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.400813408370299
"O15063_IDR_512_1070",0.599186591629701
"O15066_IDR_372_430",0.73502306739347
"O15066_IDR_694_747",0.26497693260653
"O15068_IDR_558_628",0.482027111829168
"O15068_IDR_956_1031",0.517972888170832
"O15069_IDR_1_1419",0.463663166402447
"O15069_IDR_1488_1522",0.536336833597553
"O15072_IDR_1052_1205",0.271176933961078
"O15072_IDR_1_31",0.216957718104414
"O15072_IDR_209_253",0.268499906001922
"O15072_IDR_996_1031",0.243365441932586
"O15075_IDR_147_180",0.265848713924099
"O15075_IDR_1_54",0.265323903146104
"O15085_IDR_1083_1354",0.177985363476868
"O15085_IDR_125_289",0.15693012208379
"O15085_IDR_1368_1417",0.178213903600045
"O15085_IDR_1452_1522",0.160234361412276
"O15085_IDR_492_712",0.168190128229152
"O15090_IDR_1022_1257",0.573065140297611
"O15090_IDR_1_1019",0.426934859702389
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.495372940295508
"O15105_IDR_220_250",0.504627059704492
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.512009490121486
"O15117_IDR_545_687",0.487990509878514
"O15119_IDR_304_743",0.484561465421307
"O15119_IDR_36_101",0.515438534578693
"O15123_IDR_1_32",0.481244273065818
"O15123_IDR_229_277",0.518755726934182
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.325449254069139
"O15209_IDR_562_634",0.300287045383682
"O15211_IDR_197_235",0.255232911782017
"O15211_IDR_393_426",0.260687658417837
"O15211_IDR_510_645",0.237322684308186
"O15211_IDR_735_777",0.246756745491961
"O15213_IDR_1_100",0.534077204067657
"O15213_IDR_529_610",0.465922795932343
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.317649661393741
"O15231_IDR_44_571",0.346232461404296
"O15231_IDR_586_617",0.336117877201963
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.481935754931919
"O15234_IDR_245_703",0.518064245068081
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.517797698930953
"O15259_IDR_61_148",0.482202301069047
"O15355_IDR_162_326",0.464439787673789
"O15355_IDR_509_546",0.535560212326211
"O15357_IDR_120_177",0.531197984250417
"O15357_IDR_894_1197",0.468802015749583
"O15370_IDR_106_282",0.58240006658061
"O15370_IDR_1_49",0.41759993341939
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.281607005762339
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.558314408350995
"O15481_IDR_316_346",0.441685591649005
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.505188967697831
"O15488_IDR_298_451",0.494811032302169
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.415866927202192
"O15550_IDR_400_884",0.584133072797808
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.37785990609263
"O43147_IDR_425_492",0.29868271718773
"O43147_IDR_620_787",0.323457376719641
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.241371219395025
"O43149_IDR_1_43",0.243219674944887
"O43149_IDR_1955_2077",0.234699277176771
"O43149_IDR_2415_2452",0.280709828483317
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.340029567842909
"O43155_IDR_502_563",0.301558722103819
"O43155_IDR_568_599",0.358411710053272
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.51786222420335
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.50314162085356
"O43187_IDR_505_593",0.49685837914644
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.482171288904561
"O43193_IDR_374_412",0.517828711095439
"O43194_IDR_215_279",0.452628506888252
"O43194_IDR_365_453",0.547371493111748
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.521400743832432
"O43237_IDR_331_492",0.478599256167568
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.523306554114766
"O43246_IDR_590_635",0.476693445885234
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.292220770097711
"O43303_IDR_49_757",0.272264943293405
"O43303_IDR_895_1012",0.435514286608884
"O43304_IDR_183_225",0.499556824132372
"O43304_IDR_661_696",0.500443175867628
"O43306_IDR_1_114",0.505830968343561
"O43306_IDR_558_619",0.494169031656439
