"","GO0018130_heterocycle_biosynthetic_process"
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.265819511693473
"Q9GZU2_IDR_1305_1386",0.25725697002037
"Q9GZU2_IDR_1_34",0.223472537642598
"Q9GZU2_IDR_1417_1478",0.253450980643559
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.483459090112705
"Q9GZV3_IDR_520_580",0.516540909887295
"Q9H009_IDR_142_177",0.521381540738918
"Q9H009_IDR_1_74",0.478618459261082
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.472571844083795
"Q9H019_IDR_74_143",0.527428155916206
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.485695947870563
"Q9H063_IDR_52_83",0.514304052129437
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.221895378037436
"Q9H0E7_IDR_167_291",0.293748121649267
"Q9H0E7_IDR_306_373",0.236704780496419
"Q9H0E7_IDR_682_712",0.247651719816878
"Q9H0E9_IDR_133_704",0.455100182241958
"Q9H0E9_IDR_819_854",0.287208132388923
"Q9H0E9_IDR_869_1101",0.25769168536912
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.51092028231067
"Q9H0V9_IDR_1_43",0.48869849956791
"Q9H0V9_IDR_293_348",0.51130150043209
"Q9H0W5_IDR_62_92",0.514223437741002
"Q9H0W5_IDR_99_538",0.485776562258998
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.375386787669303
"Q9H0X9_IDR_249_362",0.290827281341628
"Q9H161_IDR_236_411",0.509170540004739
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.340944018359989
"Q9H171_IDR_344_400",0.335844172736364
"Q9H171_IDR_72_104",0.323211808903647
"Q9H172_IDR_1_43",0.471391918469628
"Q9H172_IDR_333_364",0.528608081530372
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.212399405471514
"Q9H175_IDR_1_63",0.229500935616438
"Q9H175_IDR_281_371",0.282378681634692
"Q9H175_IDR_425_543",0.275720977277356
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.318798860186426
"Q9H1A4_IDR_674_704",0.222221894342165
"Q9H1A4_IDR_715_746",0.254660561016028
"Q9H1A4_IDR_988_1019",0.204318684455382
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.341094432938372
"Q9H1K0_IDR_472_732",0.29218602849889
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.478730589546728
"Q9H1M3_IDR_70_183",0.521269410453272
"Q9H1P3_IDR_1_59",0.519282749206324
"Q9H1P3_IDR_319_350",0.480717250793676
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.515737740605885
"Q9H1V8_IDR_646_711",0.484262259394115
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.628544074356968
"Q9H1Y3_IDR_330_397",0.371455925643032
"Q9H1Z8_IDR_109_148",0.536685511078989
"Q9H1Z8_IDR_1_31",0.463314488921011
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.47503214864385
"Q9H2C1_IDR_298_345",0.52496785135615
"Q9H2D6_IDR_1_2115",0.600275728369206
"Q9H2D6_IDR_2151_2188",0.399724271630794
"Q9H2F5_IDR_276_439",0.470584368722988
"Q9H2F5_IDR_471_836",0.529415631277013
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.439291082680752
"Q9H2G2_IDR_313_796",0.560708917319248
"Q9H2G4_IDR_1_210",0.509158194075989
"Q9H2G4_IDR_426_682",0.490841805924011
"Q9H2G9_IDR_1_130",0.538632741272051
"Q9H2G9_IDR_219_321",0.461367258727949
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.508343983705612
"Q9H2W2_IDR_136_220",0.527146561615445
"Q9H2W2_IDR_1_91",0.472853438384555
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.517468570254998
"Q9H2X6_IDR_536_1061",0.482531429745002
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.316006495943485
"Q9H2X9_IDR_87_120",0.344609132248346
"Q9H2X9_IDR_942_1066",0.339384371808168
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.325299011483279
"Q9H2Y9_IDR_374_412",0.330355331532128
"Q9H2Y9_IDR_763_848",0.344345656984593
"Q9H2Z4_IDR_1_191",0.541537857802804
"Q9H2Z4_IDR_289_342",0.458462142197196
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.483232559571747
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.29341073944354
"Q9H3P7_IDR_22_69",0.268956869946259
"Q9H3P7_IDR_291_363",0.437632390610201
"Q9H3Q1_IDR_1_35",0.295024210921755
"Q9H3Q1_IDR_227_356",0.331492925685457
"Q9H3Q1_IDR_55_199",0.373482863392788
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.282102870535296
"Q9H422_IDR_87_147",0.154967157888934
"Q9H422_IDR_874_1078",0.369210540910336
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.35032818426841
"Q9H461_IDR_344_380",0.312012544124737
"Q9H461_IDR_624_694",0.337659271606853
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.212289886842488
"Q9H4A3_IDR_1262_2382",0.359922048335391
"Q9H4A3_IDR_567_1259",0.427788064822121
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.535562862539293
"Q9H4B4_IDR_337_413",0.464437137460707
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.317610129106722
"Q9H4L5_IDR_164_210",0.278390856021861
"Q9H4L5_IDR_246_512",0.403999014871417
"Q9H4L7_IDR_1_248",0.47323309171723
"Q9H4L7_IDR_292_382",0.52676690828277
"Q9H4M7_IDR_1_46",0.335424597002452
"Q9H4M7_IDR_149_436",0.344799565239438
"Q9H4M7_IDR_473_747",0.319775837758109
"Q9H4Q3_IDR_162_443",0.615221645277375
"Q9H4Q3_IDR_643_707",0.384778354722625
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.524922971917515
"Q9H4S2_IDR_199_264",0.475077028082485
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.19233850191395
"Q9H5I5_IDR_1464_1896",0.0807575442621444
"Q9H5I5_IDR_2042_2146",0.248659833686921
"Q9H5I5_IDR_837_904",0.124990604195833
"Q9H5J0_IDR_173_466",0.428279349775058
"Q9H5J0_IDR_521_574",0.571720650224942
"Q9H5J8_IDR_1_74",0.326447936251438
"Q9H5J8_IDR_245_278",0.350564732924568
"Q9H5J8_IDR_85_122",0.322987330823993
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.579690597421156
"Q9H5N1_IDR_305_440",0.420309402578844
"Q9H5P4_IDR_309_391",0.186651057696526
"Q9H5P4_IDR_393_553",0.202148454606
"Q9H5P4_IDR_679_856",0.197330516698443
"Q9H5P4_IDR_952_1033",0.197760525157672
"Q9H5P4_IDR_9_54",0.216109445841359
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.595308678498439
"Q9H5V7_IDR_1_55",0.404691321501561
"Q9H6B1_IDR_216_263",0.197567250696949
"Q9H6B1_IDR_279_319",0.198330097819519
"Q9H6B1_IDR_327_363",0.217058468449343
"Q9H6B1_IDR_92_201",0.185930692522372
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.507547334106142
"Q9H6E5_IDR_636_759",0.492452665893858
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.554733125982945
"Q9H6X2_IDR_475_564",0.445266874017055
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.478142780063923
"Q9H6Y5_IDR_68_119",0.521857219936077
"Q9H6Z4_IDR_1_384",0.578865280959679
"Q9H6Z4_IDR_514_567",0.421134719040321
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.536596683547342
"Q9H7N4_IDR_1279_1312",0.463403316452658
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.533450839343154
"Q9H7P9_IDR_429_1386",0.466549160656847
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.474261581178799
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.49475617856072
"Q9H841_IDR_333_368",0.50524382143928
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.217375069549233
"Q9H869_IDR_345_375",0.225000626033955
"Q9H869_IDR_392_745",0.250277500132567
"Q9H869_IDR_752_796",0.307346804284246
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.437667692723868
"Q9H8E8_IDR_211_460",0.562332307276132
"Q9H8G2_IDR_1_126",0.469435517285346
"Q9H8G2_IDR_198_361",0.530564482714654
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.190940533000894
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.524297715828402
"Q9H8Y1_IDR_553_618",0.475702284171598
"Q9H8Y5_IDR_120_153",0.345695774290186
"Q9H8Y5_IDR_354_489",0.331207682970995
"Q9H8Y5_IDR_618_681",0.323096542738819
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.51025381314626
"Q9H930_IDR_152_299",0.48974618685374
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.437213606390577
"Q9H967_IDR_60_176",0.562786393609423
"Q9H972_IDR_464_518",0.553254997726861
"Q9H972_IDR_71_300",0.446745002273139
"Q9H981_IDR_1_36",0.488406378929361
"Q9H981_IDR_428_495",0.511593621070639
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.484828339689016
"Q9H9S0_IDR_1_98",0.515171660310984
"Q9H9Y2_IDR_1_52",0.508911840412843
"Q9H9Y2_IDR_84_128",0.491088159587157
"Q9H9Z2_IDR_119_209",0.620665277381866
"Q9H9Z2_IDR_1_36",0.379334722618134
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.561734588725806
"Q9HA90_IDR_91_139",0.438265411274194
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.52173512680865
"Q9HAV5_IDR_66_246",0.47826487319135
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.284133805677285
"Q9HAW4_IDR_1141_1256",0.353710086279451
"Q9HAW4_IDR_1292_1332",0.362156108043264
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.28479993639924
"Q9HAZ2_IDR_216_393",0.352911000234222
"Q9HAZ2_IDR_397_1246",0.362289063366538
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.38675416098404
"Q9HB14_IDR_356_386",0.61324583901596
"Q9HB15_IDR_316_368",0.496177503478395
"Q9HB15_IDR_380_430",0.503822496521604
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.526306314497631
"Q9HBH9_IDR_408_458",0.473693685502369
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.32450787170911
"Q9HBJ7_IDR_565_657",0.34098001481538
"Q9HBJ7_IDR_746_817",0.33451211347551
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.362833100291984
"Q9HBM0_IDR_400_474",0.332236081594768
"Q9HBM0_IDR_498_779",0.304930818113248
"Q9HC44_IDR_427_474",0.442121452403624
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.512208642448838
"Q9HC58_IDR_272_434",0.487791357551162
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.508323864559128
"Q9HC77_IDR_33_949",0.491676135440872
"Q9HC78_IDR_1_65",0.292603971612518
"Q9HC78_IDR_202_498",0.707396028387482
"Q9HC84_IDR_1433_1501",0.196099213170886
"Q9HC84_IDR_1605_1778",0.198537654878386
"Q9HC84_IDR_1884_2304",0.186744028663697
"Q9HC84_IDR_2416_2861",0.208235752834114
"Q9HCE5_IDR_1_110",0.599449582145427
"Q9HCE5_IDR_397_456",0.400550417854573
"Q9HCE6_IDR_1131_1168",0.604709057956988
"Q9HCE6_IDR_1_309",0.395290942043012
"Q9HCE7_IDR_140_234",0.579367844365425
"Q9HCE7_IDR_266_307",0.420632155634575
"Q9HCE9_IDR_1156_1220",0.166278371583265
"Q9HCE9_IDR_1_35",0.297821778988659
"Q9HCE9_IDR_519_653",0.160792129342955
"Q9HCE9_IDR_658_727",0.170147831661412
"Q9HCE9_IDR_882_1143",0.20495988842371
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.486885846010178
"Q9HCG7_IDR_896_927",0.513114153989822
"Q9HCG8_IDR_1_124",0.348559181774045
"Q9HCG8_IDR_408_441",0.30773327410716
"Q9HCG8_IDR_656_908",0.343707544118795
"Q9HCJ5_IDR_129_202",0.316539272050904
"Q9HCJ5_IDR_1_72",0.321968002863685
"Q9HCJ5_IDR_483_513",0.361492725085411
"Q9HCJ6_IDR_1_38",0.463693662912162
"Q9HCJ6_IDR_383_419",0.536306337087838
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.262678305651979
"Q9HCK1_IDR_1862_2007",0.251632600945482
"Q9HCK1_IDR_2065_2354",0.242836302254189
"Q9HCK1_IDR_56_1610",0.242852791148349
"Q9HCK4_IDR_932_972",0.440208362466562
"Q9HCK4_IDR_982_1378",0.559791637533438
"Q9HCK8_IDR_1399_1439",0.203173884026721
"Q9HCK8_IDR_1_662",0.24818272588736
"Q9HCK8_IDR_1663_1736",0.185930483403176
"Q9HCK8_IDR_1967_2581",0.362712906682743
"Q9HCL0_IDR_725_915",0.415665869813148
"Q9HCL0_IDR_952_1083",0.584334130186852
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.40187115891344
"Q9HCU0_IDR_401_687",0.59812884108656
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.467602386097074
"Q9HCU9_IDR_172_205",0.532397613902927
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.34913743349903
"Q9HCX4_IDR_736_775",0.348356837043227
"Q9HCX4_IDR_829_862",0.302505729457743
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.528523896364645
"Q9HD20_IDR_884_948",0.471476103635355
"Q9HD23_IDR_1_81",0.448621526538658
"Q9HD23_IDR_399_443",0.551378473461342
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.510296886429934
"Q9HD67_IDR_947_1167",0.489703113570066
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.685560843422382
"Q9NP64_IDR_93_128",0.314439156577617
"Q9NP66_IDR_1_102",0.513688897639514
"Q9NP66_IDR_181_220",0.486311102360486
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.402761094261303
"Q9NP71_IDR_189_666",0.597238905738697
"Q9NP74_IDR_211_242",0.206209900092339
"Q9NP74_IDR_246_406",0.274787871905291
"Q9NP74_IDR_450_551",0.274030709049757
"Q9NP74_IDR_92_209",0.244971518952614
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.33163514645439
"Q9NP80_IDR_217_286",0.331776559882873
"Q9NP80_IDR_294_353",0.336588293662737
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.371952173942532
"Q9NP85_IDR_352_383",0.628047826057467
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.359222304371387
"Q9NPD5_IDR_649_702",0.331807836558076
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.52158397358556
"Q6PJI9_IDR_344_383",0.352528138226404
"Q6PJI9_IDR_497_528",0.350606305997516
"Q6PJI9_IDR_588_639",0.29686555577608
"Q6PJP8_IDR_1_115",0.341109115213169
"Q6PJP8_IDR_183_409",0.332456806344462
"Q6PJP8_IDR_412_697",0.326434078442369
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.102132267023314
"Q6Q759_IDR_1143_1219",0.141865700811079
"Q6Q759_IDR_1324_1379",0.137760240473657
"Q6Q759_IDR_1926_2028",0.101467851634149
"Q6Q759_IDR_880_932",0.102321281571
"Q6Q759_IDR_936_1012",0.105277320083518
"Q6QHK4_IDR_124_161",0.503949038287324
"Q6QHK4_IDR_1_64",0.496050961712676
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.18735925164072
"Q6T4P5_IDR_542_578",0.417231035876139
"Q6T4P5_IDR_606_718",0.174820944249002
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.143092645671358
"Q6TFL3_IDR_344_374",0.112449750590358
"Q6TFL3_IDR_385_488",0.102129516058658
"Q6TFL3_IDR_758_980",0.114679416419026
"Q6UWB4_IDR_1_52",0.522431088395909
"Q6UWB4_IDR_303_352",0.477568911604091
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.481844561844512
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.481815878297932
"Q6UXY8_IDR_961_1006",0.414375655169618
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.500070621526473
"Q6UY09_IDR_538_573",0.499929378473527
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.530908245063787
"Q6UY14_IDR_605_661",0.469091754936213
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.446396829324538
"Q6VAB6_IDR_474_567",0.288274117548541
"Q6VAB6_IDR_571_651",0.265329053126921
"Q6VB84_IDR_1_106",0.426955635227398
"Q6VB84_IDR_235_416",0.573044364772602
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.486385190880638
"Q6X4U4_IDR_169_206",0.526722323390548
"Q6X4U4_IDR_1_70",0.473277676609452
"Q6X4W1_IDR_108_323",0.687342773934691
"Q6X4W1_IDR_1_101",0.312657226065309
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.580086246556073
"Q6XE24_IDR_371_437",0.419913753443927
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.576877652695857
"Q6XR72_IDR_419_485",0.423122347304143
"Q6XYB7_IDR_142_198",0.528567748599864
"Q6XYB7_IDR_1_90",0.471432251400136
"Q6XYQ8_IDR_140_228",0.550436192271443
"Q6XYQ8_IDR_86_131",0.449563807728557
"Q6XZF7_IDR_1350_1512",0.385217947432435
"Q6XZF7_IDR_209_242",0.309966522081219
"Q6XZF7_IDR_302_779",0.304815530486345
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.480222059065686
"Q6ZMI0_IDR_702_734",0.186125213522493
"Q6ZMI0_IDR_737_780",0.183804351384715
"Q9NPE2_IDR_1_60",0.47841602641444
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.311768194847639
"Q9NPF5_IDR_258_311",0.287975620383382
"Q9NPF5_IDR_396_467",0.400256184768978
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.38981242162953
"Q9NPG3_IDR_578_1134",0.61018757837047
"Q9NPG4_IDR_1124_1184",0.464935944945694
"Q9NPG4_IDR_785_1113",0.535064055054306
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.301804080558049
"Q9NPI1_IDR_35_132",0.370988021771169
"Q9NPI1_IDR_481_520",0.327207897670782
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.514628370321238
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.521562942989753
"Q9NQ34_IDR_1_36",0.478437057010247
"Q9NQ35_IDR_1_40",0.483276669405837
"Q9NQ35_IDR_43_103",0.516723330594163
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.485004510284242
"Q9NQ48_IDR_170_209",0.514995489715758
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.193297459485932
"Q9NQ66_IDR_1172_1216",0.213087771456683
"Q9NQ66_IDR_465_547",0.205786501035937
"Q9NQ66_IDR_817_1035",0.387828268021448
"Q9NQ69_IDR_197_275",0.346328492074124
"Q9NQ69_IDR_320_397",0.333450147142071
"Q9NQ69_IDR_32_66",0.320221360783805
"Q9NQ75_IDR_76_432",0.488368578637649
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.347911268619185
"Q9NQL9_IDR_287_336",0.358013556829129
"Q9NQL9_IDR_397_472",0.294075174551686
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.538508769568142
"Q9NQR7_IDR_121_581",0.461491230431858
"Q9NQS1_IDR_1_113",0.599019035377832
"Q9NQS1_IDR_205_347",0.400980964622168
"Q9NQS3_IDR_1_50",0.294799147426544
"Q9NQS3_IDR_359_408",0.304700231116003
"Q9NQS3_IDR_429_530",0.400500621457453
"Q9NQW6_IDR_889_924",0.431204002417184
"Q9NQW8_IDR_1_183",0.507048046915473
"Q9NQW8_IDR_685_779",0.492951953084527
"Q9NQX0_IDR_1_165",0.395360837930384
"Q9NQX0_IDR_379_468",0.604639162069616
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.552119379526972
"Q9NQX4_IDR_1227_1357",0.447880620473028
"Q9NQX5_IDR_107_282",0.563503271297055
"Q9NQX5_IDR_1_101",0.436496728702945
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.532226791984241
"Q9NQZ2_IDR_330_479",0.467773208015759
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.517670030282913
"Q9NQZ6_IDR_58_110",0.482329969717087
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.452198770178617
"Q9NR81_IDR_470_526",0.547801229821383
"Q9NR82_IDR_1_88",0.236865395082721
"Q9NR82_IDR_401_619",0.225887584515247
"Q9NR82_IDR_633_863",0.301904475230911
"Q9NR82_IDR_874_932",0.235342545171121
"Q9NR83_IDR_1_203",0.372801946477872
"Q9NR83_IDR_205_362",0.627198053522128
"Q9NR99_IDR_1646_1717",0.303926188296782
"Q9NR99_IDR_700_771",0.275349789083979
"Q9NR99_IDR_807_1634",0.420724022619239
"Q9NRA0_IDR_1_46",0.324862413220179
"Q9NRA0_IDR_384_419",0.357676471997618
"Q9NRA0_IDR_476_512",0.317461114782203
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.340197144108345
"Q9NRC6_IDR_3490_3540",0.316719288541432
"Q9NRC6_IDR_3642_3674",0.343083567350223
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.335986636106314
"Q9NRF2_IDR_628_752",0.342480408468302
