"","GO0000278_mitotic_cell_cycle"
"Q96A99_IDR_1_39",0.510170941675951
"Q96AA8_IDR_162_489",0.595318759495508
"Q96AA8_IDR_563_619",0.404681240504492
"Q96AC1_IDR_141_178",1
"Q96AC6_IDR_18_243",0.508429743818419
"Q96AC6_IDR_712_838",0.491570256181581
"Q96AD5_IDR_258_294",0.493667299791202
"Q96AD5_IDR_456_504",0.506332700208798
"Q96AE4_IDR_450_482",0.497571927764922
"Q96AE4_IDR_46_97",0.502428072235078
"Q96AG3_IDR_1_94",1
"Q96AG4_IDR_171_264",1
"Q96AH0_IDR_108_204",1
"Q96AY3_IDR_1_38",1
"Q96AY4_IDR_1291_1335",0.323348804227599
"Q96AY4_IDR_1_39",0.331573377716716
"Q96AY4_IDR_1944_2457",0.345077818055685
"Q96B01_IDR_1_352",1
"Q96B18_IDR_47_599",1
"Q96B23_IDR_1_379",1
"Q96B33_IDR_186_292",1
"Q96B36_IDR_37_177",1
"Q96B54_IDR_1_160",1
"Q96B77_IDR_20_51",1
"Q96B97_IDR_157_606",0.490124555275342
"Q96B97_IDR_61_98",0.509875444724658
"Q96BA8_IDR_1_345",0.542488204142449
"Q96BA8_IDR_389_517",0.457511795857551
"Q96BD0_IDR_1_76",1
"Q96BD5_IDR_25_493",0.514301448749212
"Q96BD5_IDR_630_680",0.485698551250788
"Q96BD8_IDR_96_133",1
"Q96BF3_IDR_137_167",0.486655266211167
"Q96BT3_IDR_1_459",1
"Q96BT7_IDR_511_619",1
"Q96BU1_IDR_1_319",1
"Q96BV0_IDR_1_444",1
"Q96BW1_IDR_58_103",1
"Q96BY6_IDR_1230_1325",0.19750813406726
"Q96BY6_IDR_1400_1468",0.194354109418724
"Q96BY6_IDR_1_43",0.20368892795173
"Q96BY6_IDR_2153_2186",0.200032981902016
"Q96BY6_IDR_293_342",0.204415846660269
"Q96BY7_IDR_1008_1047",0.154514700501064
"Q96BY7_IDR_109_144",0.144728712032703
"Q96BY7_IDR_1371_1448",0.152263033515769
"Q96BY7_IDR_1731_1800",0.131052322750222
"Q96BY7_IDR_238_276",0.142439156566232
"Q96BY7_IDR_343_500",0.139452230205748
"Q96BY7_IDR_867_900",0.135549844428261
"Q96BY9_IDR_284_339",1
"Q96BZ4_IDR_1_55",1
"Q96C00_IDR_144_366",1
"Q96CB8_IDR_216_462",0.436832665816653
"Q96CB8_IDR_44_149",0.563167334183347
"Q96CB9_IDR_1_35",1
"Q96CC6_IDR_1_369",1
"Q96CF2_IDR_174_223",1
"Q96CG3_IDR_151_184",1
"Q96CG8_IDR_1_98",1
"Q96CJ1_IDR_114_260",1
"Q96CK0_IDR_1_48",0.328127435632339
"Q96CK0_IDR_172_321",0.318646906513099
"Q96CK0_IDR_323_461",0.353225657854563
"Q96CN4_IDR_1_81",0.324905437433163
"Q96CN4_IDR_662_702",0.344889238758143
"Q96CN4_IDR_705_794",0.330205323808693
"Q96CN9_IDR_1_169",0.33695359503605
"Q96CN9_IDR_396_513",0.343320324874397
"Q96CN9_IDR_569_667",0.319726080089553
"Q96CP2_IDR_1_36",0.465944900031713
"Q96CP2_IDR_70_140",0.534055099968287
"Q96CP6_IDR_1_77",0.327695229527813
"Q96D31_IDR_261_301",0.327125898435305
"Q96D42_IDR_128_322",1
"Q96D53_IDR_1_131",1
"Q96D59_IDR_123_192",1
"Q96D70_IDR_1_70",1
"Q96D71_IDR_104_275",0.443533702785166
"Q96D71_IDR_370_796",0.556466297214834
"Q96D96_IDR_46_83",1
"Q96D98_IDR_1_86",1
"Q96DB5_IDR_1_38",1
"Q96DB9_IDR_15_131",1
"Q96DC7_IDR_1_63",1
"Q96DD7_IDR_72_197",1
"Q96DE5_IDR_1_59",1
"Q96DF8_IDR_1_476",1
"Q96DI7_IDR_1_50",1
"Q96DL1_IDR_1_37",1
"Q96DM1_IDR_1_72",1
"Q96DN2_IDR_744_955",1
"Q96DN5_IDR_949_1027",1
"Q96DZ5_IDR_227_285",0.24293766490296
"Q96DZ5_IDR_361_415",0.264264169204456
"Q96DZ5_IDR_487_547",0.255306723823182
"Q96E09_IDR_1_287",1
"Q96E11_IDR_1_40",1
"Q96E29_IDR_13_116",1
"Q96E39_IDR_82_390",1
"Q96E40_IDR_164_214",1
"Q96E93_IDR_16_69",1
"Q96EA4_IDR_339_586",1
"Q96EB1_IDR_1_44",0.49330693190523
"Q96EB1_IDR_390_420",0.50669306809477
"Q96EB6_IDR_1_174",0.299432762741686
"Q96EB6_IDR_505_621",0.397119002583571
"Q96EB6_IDR_661_747",0.303448234674743
"Q96EC8_IDR_1_51",1
"Q96ES7_IDR_96_151",1
"Q96ED9_IDR_155_256",0.35906632428806
"Q96ED9_IDR_393_481",0.323223253192161
"Q96ED9_IDR_639_719",0.317710422519779
"Q96EE3_IDR_322_360",1
"Q96EU6_IDR_1_116",1
"Q96EV2_IDR_1_1094",1
"Q96EV8_IDR_213_255",0.483630768675171
"Q96EV8_IDR_257_351",0.516369231324829
"Q96EW2_IDR_342_387",0.516330139347211
"Q96EW2_IDR_398_456",0.483669860652789
"Q96EX1_IDR_40_92",1
"Q96EX2_IDR_1_150",1
"Q96EX3_IDR_1_102",1
"Q96EY4_IDR_1_36",0.476866722608707
"Q96EY4_IDR_165_203",0.523133277391293
"Q96EY5_IDR_153_203",1
"Q96EZ8_IDR_1_132",1
"Q96F05_IDR_1_382",1
"Q96F24_IDR_48_242",1
"Q96F25_IDR_1_32",1
"Q96F45_IDR_1_621",1
"Q96FK6_IDR_353_387",1
"Q96FL8_IDR_474_535",1
"Q96FL9_IDR_1_50",1
"Q96FS4_IDR_1_105",0.514780712617546
"Q96FS4_IDR_762_993",0.485219287382454
"Q96FT9_IDR_1_123",1
"Q96FV0_IDR_175_321",1
"Q96FV9_IDR_191_227",0.50916280647819
"Q96FV9_IDR_532_571",0.49083719352181
"Q96FZ2_IDR_292_354",1
"Q96FZ5_IDR_1_33",1
"Q96FZ7_IDR_167_201",1
"Q96G01_IDR_119_665",0.565327565775762
"Q96G01_IDR_737_975",0.434672434224237
"Q96G23_IDR_334_380",1
"Q96G25_IDR_159_268",1
"Q96G27_IDR_46_269",1
"Q96G28_IDR_136_322",1
"Q96G30_IDR_122_157",0.494261090167706
"Q96G30_IDR_58_119",0.505738909832294
"Q96G42_IDR_1_183",1
"Q96G46_IDR_1_120",0.51111079049817
"Q96G46_IDR_236_288",0.488889209501831
"Q96G74_IDR_1_173",0.496911662209036
"Q96G74_IDR_413_512",0.503088337790964
"Q96G91_IDR_337_374",1
"Q96G97_IDR_1_49",0.486784924606563
"Q96G97_IDR_245_398",0.513215075393437
"Q96GA3_IDR_24_377",0.505942593332155
"Q96GA3_IDR_380_475",0.494057406667845
"Q96GC6_IDR_244_478",0.539962884163232
"Q96GC6_IDR_76_108",0.460037115836768
"Q96GC9_IDR_1_36",1
"Q96GD3_IDR_237_353",0.583082603842084
"Q96GD3_IDR_464_587",0.416917396157916
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.520251790609967
"Q96GI7_IDR_1_86",0.479748209390033
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.363278736173644
"Q96GN5_IDR_237_321",0.377816084568262
"Q96GN5_IDR_89_138",0.258905179258094
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.220829998251939
"Q96GX5_IDR_495_648",0.506810061591832
"Q96GX5_IDR_660_732",0.27235994015623
"Q96GY0_IDR_143_296",0.486678783867848
"Q96GY0_IDR_42_140",0.513321216132152
"Q96GY3_IDR_129_200",0.475570118713092
"Q96GY3_IDR_33_91",0.524429881286908
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.46895598309482
"Q96HA1_IDR_70_1249",0.53104401690518
"Q96HB5_IDR_1_55",0.476538083200543
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.478973651213786
"Q96HA7_IDR_663_928",0.521026348786214
"Q96HB5_IDR_63_623",0.523461916799457
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.410003512384802
"Q96HE9_IDR_1_54",0.589996487615198
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.49287641188216
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.16799736208338
"Q96HP0_IDR_1308_1375",0.165758146098025
"Q96HP0_IDR_1_44",0.160999062876897
"Q96HP0_IDR_156_194",0.164824018590144
"Q96HP0_IDR_410_444",0.176060562510165
"Q96HP0_IDR_850_900",0.16436084784139
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.487275248403476
"Q96HR8_IDR_295_391",0.512724751596525
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.491947538791049
"Q96HU1_IDR_387_423",0.508052461208951
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.499021779911185
"Q96HZ4_IDR_1_37",0.500978220088815
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.50597226721973
"Q96IQ9_IDR_197_312",0.497838139298919
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.369060638555914
"Q96IT1_IDR_1_39",0.321107967625004
"Q96IT1_IDR_488_518",0.309831393819081
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.469213584758538
"Q96IY1_IDR_224_281",0.530786415241462
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.496026506278861
"Q96J42_IDR_1_84",0.503973493721139
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.552581557226392
"Q96J84_IDR_612_757",0.447418442773608
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.4989425481865
"Q96J87_IDR_278_312",0.5010574518135
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.274008384469258
"Q96JE7_IDR_1_89",0.224864284895695
"Q96JE7_IDR_397_430",0.240964041153533
"Q96JE7_IDR_713_1054",0.260163289481514
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.433979179010683
"Q96JG6_IDR_492_601",0.566020820989317
"Q96JG8_IDR_1_55",0.328566326430679
"Q96JG8_IDR_57_408",0.335158274322211
"Q96JG8_IDR_688_729",0.33627539924711
"Q96JH7_IDR_1093_1222",0.224158324374048
"Q96JH7_IDR_1_40",0.24023994905501
"Q96JH7_IDR_699_773",0.322827681008481
"Q96JH7_IDR_985_1087",0.212774045562461
"Q96JH8_IDR_1_58",0.330366484078017
"Q96JH8_IDR_167_237",0.356151864830761
"Q96JH8_IDR_814_968",0.313481651091222
"Q96JJ6_IDR_159_192",0.513493173848389
"Q96JJ6_IDR_356_603",0.486506826151611
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.496161580564554
"Q96JK2_IDR_491_942",0.503838419435446
"Q96JM4_IDR_1499_1536",0.143162740891668
"Q96JM4_IDR_1587_1629",0.135162193579716
"Q96JM4_IDR_1690_1722",0.120028497718053
"Q96JM7_IDR_122_223",0.349135119669927
"Q96JM7_IDR_49_118",0.315599113643845
"Q96JM7_IDR_546_683",0.335265766686228
"Q96JN0_IDR_1_345",0.642135753099989
"Q96JN0_IDR_388_433",0.357864246900011
"Q96JN2_IDR_141_303",0.213578269173273
"Q96JN2_IDR_1_89",0.201182881428391
"Q96JN2_IDR_326_382",0.191610731547476
"Q96JN2_IDR_552_869",0.188599100654642
"Q96JN2_IDR_942_1127",0.205029017196217
"Q96JN8_IDR_1088_1124",0.527992899281287
"Q96JN8_IDR_1_39",0.472007100718713
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.476773289558533
"Q96K76_IDR_424_461",0.340651595894715
"Q96K76_IDR_839_1026",0.323177314744526
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.243326538558696
"Q96KC8_IDR_185_220",0.255068615855837
"Q96KC8_IDR_243_327",0.264679656584875
"Q96KC8_IDR_348_493",0.236925189000591
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.479810088312265
"Q96KK3_IDR_476_526",0.520189911687735
"Q96KQ4_IDR_278_880",0.538443000918537
"Q96KQ7_IDR_1_419",0.545392349689767
"Q96KQ7_IDR_552_611",0.454607650310233
"Q96KR1_IDR_1038_1074",0.35996701702904
"Q96KR1_IDR_145_558",0.299788812482261
"Q96KR1_IDR_642_721",0.340244170488699
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.46430521263199
"Q96KS9_IDR_54_112",0.53569478736801
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.47942460718316
"Q96L34_IDR_372_666",0.52057539281684
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.515478777510664
"Q96LL4_IDR_1_75",0.484521222489337
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.32194748271001
"Q96LP6_IDR_1_31",0.335295069001398
"Q96LP6_IDR_42_84",0.342757448288592
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.331655717331928
"Q96LT9_IDR_200_325",0.341601942522035
"Q96LT9_IDR_327_384",0.326742340146038
"Q96LU7_IDR_572_616",0.247107997718853
"Q96LU7_IDR_654_694",0.253327467382888
"Q96LU7_IDR_718_752",0.245819217608215
"Q96LU7_IDR_77_208",0.253745317290044
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.401138658563277
"Q96M53_IDR_1_101",0.289172580714173
"Q96M53_IDR_254_351",0.30968876072255
"Q96M60_IDR_106_145",0.512645335815702
"Q96M60_IDR_310_376",0.487354664184297
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.472377714000253
"Q96M69_IDR_603_825",0.527622285999747
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.242294847358828
"Q96M86_IDR_233_268",0.255550823194554
"Q96M86_IDR_2687_2784",0.256206432922458
"Q96M86_IDR_3586_3651",0.24594789652416
"Q96M89_IDR_1_199",0.525531581302995
"Q96M89_IDR_302_401",0.474468418697005
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.471633713483438
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.501584176873165
"Q96MM3_IDR_79_110",0.498415823126835
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.480502342718672
"Q96MM7_IDR_508_600",0.519497657281328
"Q96MN9_IDR_1_275",0.490227209352676
"Q96MN9_IDR_283_318",0.509772790647324
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.336031656717788
"Q96MS0_IDR_1334_1386",0.329492777576562
"Q96MS0_IDR_971_1018",0.334475565705651
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.208217773143259
"Q96MT7_IDR_704_737",0.201612590371899
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.505575304014053
"Q96MX3_IDR_485_542",0.494424695985947
"Q96MY1_IDR_1_184",0.494810430442364
"Q96MY1_IDR_247_397",0.505189569557636
"Q96MY7_IDR_1_529",0.516412348462615
"Q96MY7_IDR_582_647",0.483587651537385
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.500666155893516
"Q96N06_IDR_93_139",0.499333844106484
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.493713330826111
"Q96N21_IDR_333_525",0.506286669173889
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.235746463001627
"Q96N23_IDR_1380_1443",0.29490025183463
"Q96N23_IDR_1_45",0.228491707828956
"Q96N23_IDR_1543_1604",0.240861577334787
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.342861388317257
"Q96N67_IDR_414_455",0.328157998197134
"Q96N67_IDR_860_909",0.328980613485609
"Q96N77_IDR_1_117",0.496501134204551
"Q96NA8_IDR_198_231",0.252469306304507
"Q96NA8_IDR_366_419",0.241647652364669
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.440178925650345
"Q96NB3_IDR_72_287",0.559821074349655
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.509847537641769
"Q96NG5_IDR_87_160",0.490152462358231
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.517147715871954
"Q96NK8_IDR_167_203",0.482852284128046
"Q96NL0_IDR_227_280",0.525345273953518
"Q96NL0_IDR_283_473",0.474654726046482
"Q96NL1_IDR_1_238",0.50965952937177
"Q96NL1_IDR_243_275",0.49034047062823
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.452589515211074
"Q96NL6_IDR_69_133",0.547410484788926
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.497415859939077
"Q96NM4_IDR_53_258",0.502584140060922
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.324835924750011
"Q96NX9_IDR_1_63",0.295751926995663
"Q96NX9_IDR_512_599",0.379412148254326
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.497417427225914
"Q96NY9_IDR_87_127",0.502582572774086
"Q96NZ1_IDR_1_189",0.492948931572718
"Q96NZ1_IDR_288_421",0.507051068427282
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.316755550562092
"Q96P26_IDR_1_47",0.332157903487168
"Q96P26_IDR_244_277",0.35108654595074
"Q96P31_IDR_602_640",0.500683358791538
"Q96P31_IDR_700_734",0.499316641208462
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.52411496364849
"Q96P47_IDR_428_567",0.47588503635151
"Q96PD2_IDR_1_68",0.331126211526063
"Q96PD2_IDR_453_560",0.356481131009275
"Q96PD2_IDR_689_731",0.312392657464662
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.322798345375074
"Q96PE1_IDR_1_32",0.338582617767264
"Q96PE1_IDR_951_1010",0.338619036857662
"Q96PE2_IDR_1_1062",0.242483474549396
"Q96PE2_IDR_1561_1607",0.246369536435678
"Q96PE2_IDR_1616_1727",0.257396320882477
"Q96PE2_IDR_1984_2020",0.253750668132449
"Q96PE3_IDR_1_39",0.492312698930663
"Q96PE3_IDR_472_621",0.507687301069337
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.364163469129673
"Q96PU5_IDR_415_494",0.320177495704849
"Q96PU8_IDR_183_284",0.493826992696346
"Q96PU8_IDR_290_341",0.506173007303654
"Q96PV0_IDR_727_1343",0.511156444479227
"Q96PV0_IDR_90_174",0.488843555520773
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.219361814662954
"Q96PV6_IDR_14_78",0.241230145216439
"Q96PV6_IDR_237_285",0.244781052114237
"Q96PV6_IDR_344_540",0.294626988006371
"Q96PX1_IDR_327_630",0.524716167775214
"Q96PX1_IDR_645_679",0.475283832224786
"Q96PX6_IDR_1_55",0.343648741455089
"Q96PX6_IDR_176_553",0.305038678730169
"Q96PX6_IDR_59_140",0.351312579814742
"Q96PX9_IDR_1116_1271",0.317269394207222
"Q96PX9_IDR_1_184",0.332912257847315
"Q96PX9_IDR_574_801",0.349818347945462
"Q96PY6_IDR_269_1032",0.642517833775851
"Q96Q91_IDR_1_51",0.237703864144258
"Q96Q91_IDR_177_227",0.265709711870743
"Q96Q91_IDR_341_375",0.248792042816456
"Q96Q91_IDR_944_976",0.247794381168543
"Q96QB1_IDR_1_806",0.565694085180706
"Q96QB1_IDR_811_1017",0.434305914819294
"Q96QC0_IDR_148_398",0.258502699996747
"Q96QC0_IDR_522_585",0.261909123570272
"Q96QC0_IDR_649_679",0.228593629179507
"Q96QC0_IDR_681_907",0.250994547253475
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.346191483667525
"Q96QD9_IDR_236_268",0.333460493878713
"Q96QD9_IDR_40_227",0.320348022453763
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.0856864092571017
"Q96QE3_IDR_1_322",0.202708980743574
"Q96QE3_IDR_333_867",0.275562399509611
"Q96QE3_IDR_879_932",0.086252127011488
"Q96QE3_IDR_973_1049",0.105394398350358
"Q96QT6_IDR_293_733",0.245655292864834
"Q96QT6_IDR_973_1004",0.263983939214046
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.476599578300459
"Q6IQ49_IDR_177_379",0.523400421699541
"Q6IQ55_IDR_300_553",0.514134504655887
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.22589091110172
"Q6MZP7_IDR_189_341",0.318919872047427
"Q6MZP7_IDR_367_522",0.227878044933742
"Q6MZP7_IDR_644_680",0.227311171917111
"Q6MZQ0_IDR_1_48",0.345093895036935
"Q6MZQ0_IDR_179_212",0.3310746026097
"Q6MZQ0_IDR_216_368",0.323831502353364
"Q6NT76_IDR_230_269",0.319825794237095
"Q6NT76_IDR_332_420",0.33402894995813
"Q6NT89_IDR_1_114",0.49465549479688
"Q6NT89_IDR_137_227",0.50534450520312
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.508566269336252
"Q6NUJ5_IDR_56_407",0.491433730663748
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.410697282995717
"Q6NXT6_IDR_465_551",0.589302717004283
"Q6NY19_IDR_1_50",0.316845041554764
"Q6NY19_IDR_57_544",0.354170421396845
"Q6NY19_IDR_790_840",0.328984537048391
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.463852741096903
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.48799213001827
"Q6P1N0_IDR_814_854",0.51200786998173
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.365706398351194
"Q6P1R3_IDR_205_285",0.329598437725709
"Q6P1R3_IDR_435_466",0.304695163923097
"Q6P1R4_IDR_343_410",0.623844717472867
"Q6P1R4_IDR_417_473",0.376155282527133
"Q6P3S6_IDR_373_638",0.510040275923143
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.625321151202235
"Q6P444_IDR_87_269",0.374678848797765
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.413757404012052
"Q6P5Z2_IDR_429_552",0.530342637838339
"Q6P5Z2_IDR_60_146",0.469657362161662
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.507783097106743
"Q6P6C2_IDR_288_394",0.492216902893257
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.314765376870947
"Q6P995_IDR_381_673",0.328576572590891
"Q6P995_IDR_677_826",0.356658050538161
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.680222682264387
"Q6PGQ7_IDR_1_103",0.319777317735613
"Q6PH81_IDR_1_35",0.500020665301464
"Q6PH81_IDR_39_125",0.499979334698536
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.537451582793332
"Q6PI47_IDR_380_426",0.462548417206668
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.506454229885523
"Q6PIF2_IDR_164_218",0.493545770114477
"Q6PJG2_IDR_882_1035",0.262932168095062
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.561614268273213
"Q96R06_IDR_840_984",0.438385731726787
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.203823513147382
