"","GO0031326_regulation_of_cellular_biosynthetic_process"
"Q9BXT5_IDR_2264_2514",0.138093822759396
"Q9BXT5_IDR_2563_2596",0.16377434107006
"Q9BXT5_IDR_473_775",0.159054976030179
"Q9BXT5_IDR_782_1040",0.160619656240469
"Q9BXT8_IDR_1104_1169",0.322231693105145
"Q9BXT8_IDR_1360_1397",0.327382730412013
"Q9BXT8_IDR_309_399",0.350385576482842
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.504349784559511
"Q9BXU1_IDR_976_1018",0.495650215440489
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.510218856066001
"Q9BXU7_IDR_731_820",0.489781143933999
"Q9BY12_IDR_745_899",0.373179881822842
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.336453398980955
"Q9BY66_IDR_1411_1539",0.353284250635573
"Q9BY66_IDR_174_310",0.310262350383471
"Q9BY67_IDR_335_376",0.510555555595035
"Q9BY67_IDR_398_442",0.489444444404965
"Q9BY76_IDR_1_109",0.486556684119204
"Q9BY76_IDR_115_180",0.513443315880796
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.558640973702195
"Q9BY84_IDR_561_654",0.441359026297805
"Q9BY89_IDR_1_31",0.558360593946107
"Q9BY89_IDR_37_1789",0.441639406053893
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.465232838932119
"Q9BYM8_IDR_243_277",0.534767161067881
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.271796230965703
"Q9BYP7_IDR_486_1800",0.728203769034297
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.20557029624342
"Q9BYW2_IDR_1_1069",0.221268204603148
"Q9BYW2_IDR_1829_2147",0.222835325443532
"Q9BYW2_IDR_2311_2388",0.173275906969487
"Q9BYW2_IDR_2421_2468",0.177050266740414
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.311090515420229
"Q9BYX2_IDR_145_329",0.325695580727146
"Q9BYX2_IDR_384_454",0.363213903852625
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.581656155824341
"Q9BZE3_IDR_286_327",0.418343844175659
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.545577374086244
"Q9BZE9_IDR_495_553",0.454422625913756
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.476612570405127
"Q9BZJ7_IDR_311_368",0.523387429594873
"Q9BZJ8_IDR_1_40",0.326135931234872
"Q9BZJ8_IDR_246_282",0.276729560661325
"Q9BZJ8_IDR_364_451",0.397134508103804
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.351178856372648
"Q9BZL6_IDR_190_250",0.212519483544129
"Q9BZL6_IDR_316_378",0.20645588934746
"Q9BZL6_IDR_848_878",0.229845770735763
"Q9BZM3_IDR_14_204",0.637591754033096
"Q9BZM3_IDR_254_304",0.362408245966904
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.386470488211966
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.606215705304099
"Q9C086_IDR_78_267",0.393784294695901
"Q9C091_IDR_1088_1225",0.480077354789159
"Q9C091_IDR_241_368",0.232071444708196
"Q9C091_IDR_51_102",0.287851200502644
"Q9C093_IDR_1197_1327",0.188137403163202
"Q9C093_IDR_1663_1709",0.214758245089832
"Q9C093_IDR_257_290",0.195455236908668
"Q9C093_IDR_608_681",0.221584212093593
"Q9C093_IDR_890_1004",0.180064902744704
"Q9C098_IDR_21_345",0.487090434106222
"Q9C098_IDR_617_648",0.512909565893778
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.272582972312314
"Q9C0B9_IDR_207_351",0.210557002525578
"Q9C0B9_IDR_403_435",0.159642984932695
"Q9C0B9_IDR_464_1021",0.357217040229413
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.200836670023682
"Q9C0C7_IDR_250_310",0.193410848507268
"Q9C0C7_IDR_312_649",0.295937082275995
"Q9C0C7_IDR_665_726",0.155081715841968
"Q9C0C7_IDR_737_805",0.154733683351088
"Q9C0C9_IDR_1155_1249",0.237244390615201
"Q9C0C9_IDR_1_55",0.250990629132628
"Q9C0C9_IDR_399_537",0.300915270302635
"Q9C0C9_IDR_712_920",0.210849709949537
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.229167319394564
"Q9C0F1_IDR_289_390",0.415986342775961
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.559530811313599
"Q9C0H9_IDR_264_1183",0.440469188686401
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.543801038019544
"Q9C0I9_IDR_179_441",0.456198961980456
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.252385110795813
"Q9C0J8_IDR_408_507",0.231222775154851
"Q9C0J8_IDR_511_1336",0.516392114049335
"Q9C0J9_IDR_1_48",0.375327706131256
"Q9C0J9_IDR_175_482",0.624672293868744
"Q9C0K0_IDR_1_824",0.71436903126092
"Q9C0K0_IDR_858_894",0.28563096873908
"Q9GZR2_IDR_80_195",0.508494654485138
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.324324147344718
"Q9GZR7_IDR_62_190",0.23603932823301
"Q9GZR7_IDR_812_859",0.439636524422271
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.263334945864824
"Q9GZU2_IDR_1305_1386",0.260742726945342
"Q9GZU2_IDR_1_34",0.220599262355676
"Q9GZU2_IDR_1417_1478",0.255323064834158
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.485818698624787
"Q9GZV3_IDR_520_580",0.514181301375213
"Q9H009_IDR_142_177",0.517937203140735
"Q9H009_IDR_1_74",0.482062796859265
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.479723604900796
"Q9H019_IDR_74_143",0.520276395099204
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.488116381566954
"Q9H063_IDR_52_83",0.511883618433046
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.229578967751669
"Q9H0E7_IDR_167_291",0.261005310199043
"Q9H0E7_IDR_306_373",0.24951262026604
"Q9H0E7_IDR_682_712",0.259903101783249
"Q9H0E9_IDR_133_704",0.435580298545046
"Q9H0E9_IDR_819_854",0.301266295014176
"Q9H0E9_IDR_869_1101",0.263153406440778
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.51781101351833
"Q9H0V9_IDR_1_43",0.478252054428244
"Q9H0V9_IDR_293_348",0.521747945571756
"Q9H0W5_IDR_62_92",0.526214479259009
"Q9H0W5_IDR_99_538",0.473785520740991
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.354738443207213
"Q9H0X9_IDR_249_362",0.298864468629386
"Q9H161_IDR_236_411",0.513952280939369
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.345858355969287
"Q9H171_IDR_344_400",0.342673720295384
"Q9H171_IDR_72_104",0.311467923735328
"Q9H172_IDR_1_43",0.4668380334079
"Q9H172_IDR_333_364",0.5331619665921
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.21647153876147
"Q9H175_IDR_1_63",0.242110769906473
"Q9H175_IDR_281_371",0.285086262138206
"Q9H175_IDR_425_543",0.256331429193851
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.325939573435176
"Q9H1A4_IDR_674_704",0.217324739129519
"Q9H1A4_IDR_715_746",0.256621370128883
"Q9H1A4_IDR_988_1019",0.200114317306423
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.342467256592861
"Q9H1K0_IDR_472_732",0.288919066619775
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.479761167566217
"Q9H1M3_IDR_70_183",0.520238832433783
"Q9H1P3_IDR_1_59",0.532736924015945
"Q9H1P3_IDR_319_350",0.467263075984055
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.522503550553164
"Q9H1V8_IDR_646_711",0.477496449446836
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.641910793615564
"Q9H1Y3_IDR_330_397",0.358089206384436
"Q9H1Z8_IDR_109_148",0.535279897342253
"Q9H1Z8_IDR_1_31",0.464720102657747
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.470716186084263
"Q9H2C1_IDR_298_345",0.529283813915737
"Q9H2D6_IDR_1_2115",0.596710593977715
"Q9H2D6_IDR_2151_2188",0.403289406022285
"Q9H2F5_IDR_276_439",0.439806505479584
"Q9H2F5_IDR_471_836",0.560193494520416
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.444637313013953
"Q9H2G2_IDR_313_796",0.555362686986047
"Q9H2G4_IDR_1_210",0.49848545624986
"Q9H2G4_IDR_426_682",0.501514543750139
"Q9H2G9_IDR_1_130",0.521241548024049
"Q9H2G9_IDR_219_321",0.478758451975951
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.49155033162757
"Q9H2W2_IDR_136_220",0.532446278058407
"Q9H2W2_IDR_1_91",0.467553721941593
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.510796709904387
"Q9H2X6_IDR_536_1061",0.489203290095613
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.318701369332475
"Q9H2X9_IDR_87_120",0.344230970544352
"Q9H2X9_IDR_942_1066",0.337067660123173
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.329249834603725
"Q9H2Y9_IDR_374_412",0.327145786596273
"Q9H2Y9_IDR_763_848",0.343604378800003
"Q9H2Z4_IDR_1_191",0.559510171550405
"Q9H2Z4_IDR_289_342",0.440489828449595
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.468258055053438
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.286207185218166
"Q9H3P7_IDR_22_69",0.264861946912396
"Q9H3P7_IDR_291_363",0.448930867869438
"Q9H3Q1_IDR_1_35",0.302764055274562
"Q9H3Q1_IDR_227_356",0.317806681404607
"Q9H3Q1_IDR_55_199",0.379429263320832
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.280710653501859
"Q9H422_IDR_87_147",0.142633342671274
"Q9H422_IDR_874_1078",0.395603505732577
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.361727766195024
"Q9H461_IDR_344_380",0.307134238672042
"Q9H461_IDR_624_694",0.331137995132934
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.179743337348248
"Q9H4A3_IDR_1262_2382",0.379672896852818
"Q9H4A3_IDR_567_1259",0.440583765798934
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.538280922100376
"Q9H4B4_IDR_337_413",0.461719077899624
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.322005587731816
"Q9H4L5_IDR_164_210",0.263071402185591
"Q9H4L5_IDR_246_512",0.414923010082593
"Q9H4L7_IDR_1_248",0.452011985045521
"Q9H4L7_IDR_292_382",0.547988014954479
"Q9H4M7_IDR_1_46",0.344630962255045
"Q9H4M7_IDR_149_436",0.333991922748413
"Q9H4M7_IDR_473_747",0.321377114996542
"Q9H4Q3_IDR_162_443",0.612534529882312
"Q9H4Q3_IDR_643_707",0.387465470117688
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.550179877783782
"Q9H4S2_IDR_199_264",0.449820122216218
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.192145283475632
"Q9H5I5_IDR_1464_1896",0.0765170863135682
"Q9H5I5_IDR_2042_2146",0.266026483650411
"Q9H5I5_IDR_837_904",0.122021018720945
"Q9H5J0_IDR_173_466",0.427945662870317
"Q9H5J0_IDR_521_574",0.572054337129683
"Q9H5J8_IDR_1_74",0.33985375505323
"Q9H5J8_IDR_245_278",0.347604093611017
"Q9H5J8_IDR_85_122",0.312542151335753
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.588440037081566
"Q9H5N1_IDR_305_440",0.411559962918434
"Q9H5P4_IDR_309_391",0.198332568469612
"Q9H5P4_IDR_393_553",0.1932362548374
"Q9H5P4_IDR_679_856",0.191749505706187
"Q9H5P4_IDR_952_1033",0.195133287984966
"Q9H5P4_IDR_9_54",0.221548383001834
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.589068527894762
"Q9H5V7_IDR_1_55",0.410931472105238
"Q9H6B1_IDR_216_263",0.200643349429518
"Q9H6B1_IDR_279_319",0.203830226950718
"Q9H6B1_IDR_327_363",0.207317282002989
"Q9H6B1_IDR_92_201",0.185965403413036
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.502278715590926
"Q9H6E5_IDR_636_759",0.497721284409074
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.550940094754653
"Q9H6X2_IDR_475_564",0.449059905245347
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.471200420496759
"Q9H6Y5_IDR_68_119",0.528799579503241
"Q9H6Z4_IDR_1_384",0.587060274582213
"Q9H6Z4_IDR_514_567",0.412939725417787
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.534672026436135
"Q9H7N4_IDR_1279_1312",0.465327973563865
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.544663797063921
"Q9H7P9_IDR_429_1386",0.455336202936079
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.482656736463723
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.479813566683724
"Q9H841_IDR_333_368",0.520186433316276
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.220138325713506
"Q9H869_IDR_345_375",0.230415617878388
"Q9H869_IDR_392_745",0.239146255847676
"Q9H869_IDR_752_796",0.31029980056043
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.465618141972822
"Q9H8E8_IDR_211_460",0.534381858027178
"Q9H8G2_IDR_1_126",0.4816081812403
"Q9H8G2_IDR_198_361",0.5183918187597
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.19822884086623
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.526219032529462
"Q9H8Y1_IDR_553_618",0.473780967470538
"Q9H8Y5_IDR_120_153",0.361598899679083
"Q9H8Y5_IDR_354_489",0.321858579064684
"Q9H8Y5_IDR_618_681",0.316542521256233
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.520077348543486
"Q9H930_IDR_152_299",0.479922651456514
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.416504565127662
"Q9H967_IDR_60_176",0.583495434872338
"Q9H972_IDR_464_518",0.562150900857592
"Q9H972_IDR_71_300",0.437849099142408
"Q9H981_IDR_1_36",0.470191471533009
"Q9H981_IDR_428_495",0.529808528466991
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.498997018428943
"Q9H9S0_IDR_1_98",0.501002981571057
"Q9H9Y2_IDR_1_52",0.506589180962707
"Q9H9Y2_IDR_84_128",0.493410819037293
"Q9H9Z2_IDR_119_209",0.628751709690376
"Q9H9Z2_IDR_1_36",0.371248290309624
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.55301588917313
"Q9HA90_IDR_91_139",0.44698411082687
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.52600297086885
"Q9HAV5_IDR_66_246",0.47399702913115
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.284487872759973
"Q9HAW4_IDR_1141_1256",0.350952072893243
"Q9HAW4_IDR_1292_1332",0.364560054346784
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.278234983685617
"Q9HAZ2_IDR_216_393",0.36008741643129
"Q9HAZ2_IDR_397_1246",0.361677599883093
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.359114159090845
"Q9HB14_IDR_356_386",0.640885840909155
"Q9HB15_IDR_316_368",0.495439226012319
"Q9HB15_IDR_380_430",0.504560773987681
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.533518049693184
"Q9HBH9_IDR_408_458",0.466481950306816
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.323620462008893
"Q9HBJ7_IDR_565_657",0.346488253716769
"Q9HBJ7_IDR_746_817",0.329891284274338
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.378166936308557
"Q9HBM0_IDR_400_474",0.33339310584873
"Q9HBM0_IDR_498_779",0.288439957842713
"Q9HC44_IDR_427_474",0.443031916218471
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.504822991989496
"Q9HC58_IDR_272_434",0.495177008010504
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.519517699418493
"Q9HC77_IDR_33_949",0.480482300581507
"Q9HC78_IDR_1_65",0.268315293293706
"Q9HC78_IDR_202_498",0.731684706706294
"Q9HC84_IDR_1433_1501",0.191703312320608
"Q9HC84_IDR_1605_1778",0.201613134408367
"Q9HC84_IDR_1884_2304",0.182645460223649
"Q9HC84_IDR_2416_2861",0.210073209700522
"Q9HCE5_IDR_1_110",0.614889702380713
"Q9HCE5_IDR_397_456",0.385110297619287
"Q9HCE6_IDR_1131_1168",0.619769637779823
"Q9HCE6_IDR_1_309",0.380230362220177
"Q9HCE7_IDR_140_234",0.600795772221107
"Q9HCE7_IDR_266_307",0.399204227778893
"Q9HCE9_IDR_1156_1220",0.165878208055023
"Q9HCE9_IDR_1_35",0.312315770146116
"Q9HCE9_IDR_519_653",0.156363650117449
"Q9HCE9_IDR_658_727",0.157077344816744
"Q9HCE9_IDR_882_1143",0.208365026864668
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.486972638542934
"Q9HCG7_IDR_896_927",0.513027361457066
"Q9HCG8_IDR_1_124",0.322930548761483
"Q9HCG8_IDR_408_441",0.312347973681372
"Q9HCG8_IDR_656_908",0.364721477557145
"Q9HCJ5_IDR_129_202",0.319015373591327
"Q9HCJ5_IDR_1_72",0.322361217729873
"Q9HCJ5_IDR_483_513",0.3586234086788
"Q9HCJ6_IDR_1_38",0.451579283346523
"Q9HCJ6_IDR_383_419",0.548420716653477
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.26255790001638
"Q9HCK1_IDR_1862_2007",0.2525577082088
"Q9HCK1_IDR_2065_2354",0.232893718896062
"Q9HCK1_IDR_56_1610",0.251990672878758
"Q9HCK4_IDR_932_972",0.414177521371026
"Q9HCK4_IDR_982_1378",0.585822478628975
"Q9HCK8_IDR_1399_1439",0.206447816256727
"Q9HCK8_IDR_1_662",0.26206842892091
"Q9HCK8_IDR_1663_1736",0.184904291166381
"Q9HCK8_IDR_1967_2581",0.346579463655983
"Q9HCL0_IDR_725_915",0.375290049120548
"Q9HCL0_IDR_952_1083",0.624709950879452
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.391599240710262
"Q9HCU0_IDR_401_687",0.608400759289738
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.46464556996144
"Q9HCU9_IDR_172_205",0.53535443003856
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.348601642575936
"Q9HCX4_IDR_736_775",0.348882040966519
"Q9HCX4_IDR_829_862",0.302516316457545
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.537077504502622
"Q9HD20_IDR_884_948",0.462922495497378
"Q9HD23_IDR_1_81",0.442574895921232
"Q9HD23_IDR_399_443",0.557425104078768
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.486390875738546
"Q9HD67_IDR_947_1167",0.513609124261454
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.70919244327969
"Q9NP64_IDR_93_128",0.29080755672031
"Q9NP66_IDR_1_102",0.523709023086407
"Q9NP66_IDR_181_220",0.476290976913593
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.409973459090003
"Q9NP71_IDR_189_666",0.590026540909997
"Q9NP74_IDR_211_242",0.20175307558843
"Q9NP74_IDR_246_406",0.26726851289641
"Q9NP74_IDR_450_551",0.295530068236784
"Q9NP74_IDR_92_209",0.235448343278376
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.341046189832732
"Q9NP80_IDR_217_286",0.336124289390419
"Q9NP80_IDR_294_353",0.32282952077685
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.357936475376054
"Q9NP85_IDR_352_383",0.642063524623946
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.359073700460734
"Q9NPD5_IDR_649_702",0.330067466945075
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.536623592465844
"Q6PJI9_IDR_344_383",0.357376902292138
"Q6PJI9_IDR_497_528",0.355340076761706
"Q6PJI9_IDR_588_639",0.287283020946156
"Q6PJP8_IDR_1_115",0.33334268182025
"Q6PJP8_IDR_183_409",0.341925138430966
"Q6PJP8_IDR_412_697",0.324732179748784
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.102097598639351
"Q6Q759_IDR_1143_1219",0.143560714130877
"Q6Q759_IDR_1324_1379",0.141685465630893
"Q6Q759_IDR_1926_2028",0.103456705851967
"Q6Q759_IDR_880_932",0.101300084983471
"Q6Q759_IDR_936_1012",0.0978700072931168
"Q6QHK4_IDR_124_161",0.511756555157457
"Q6QHK4_IDR_1_64",0.488243444842543
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.169768728257078
"Q6T4P5_IDR_542_578",0.460666025711442
"Q6T4P5_IDR_606_718",0.162976594005566
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.141757014287284
"Q6TFL3_IDR_344_374",0.11244923096107
"Q6TFL3_IDR_385_488",0.101496702333059
"Q6TFL3_IDR_758_980",0.1144617512758
"Q6UWB4_IDR_1_52",0.528326161985868
"Q6UWB4_IDR_303_352",0.471673838014132
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.472555349945419
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
