"","GO0006974_cellular_response_to_DNA_damage_stimulus"
"Q6ZN04_IDR_382_514",0.32736045773346
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.264520389374182
"Q6ZN16_IDR_1_57",0.266565900904103
"Q6ZN16_IDR_911_1007",0.468913709721715
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.503501780021397
"Q6ZN18_IDR_351_397",0.496498219978603
"Q6ZNJ1_IDR_1298_1436",0.504683198204675
"Q6ZNJ1_IDR_1858_1915",0.495316801795325
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.494147337391362
"Q6ZNM6_IDR_55_116",0.505852662608638
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.340645822083323
"Q6ZP65_IDR_269_463",0.333177184542628
"Q6ZP65_IDR_508_573",0.326176993374049
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.11797906420162
"Q6ZRS2_IDR_2213_2316",0.129487996140684
"Q6ZRS2_IDR_2323_3230",0.272780663175109
"Q6ZRS2_IDR_953_1312",0.115430490647256
"Q6ZRS4_IDR_1_136",0.506899459567388
"Q6ZRS4_IDR_221_1044",0.493100540432612
"Q6ZRT6_IDR_147_265",0.401586702656256
"Q6ZRT6_IDR_1_53",0.598413297343744
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.257990314189833
"Q6ZSY5_IDR_207_237",0.245298776547657
"Q6ZSY5_IDR_290_528",0.243617648201126
"Q6ZSY5_IDR_63_102",0.253093261061385
"Q6ZSZ5_IDR_1104_1360",0.244469619782179
"Q6ZSZ5_IDR_1_402",0.254635846908106
"Q6ZSZ5_IDR_892_992",0.250317803183162
"Q6ZSZ5_IDR_997_1044",0.250576730126553
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.338332366936658
"Q6ZU64_IDR_1564_1597",0.352918008934302
"Q6ZU64_IDR_1715_1829",0.329002231422275
"Q6ZU64_IDR_97_136",0.318079759643423
"Q6ZU65_IDR_19_123",0.204812007750011
"Q6ZU65_IDR_249_443",0.375494909895956
"Q6ZU65_IDR_570_600",0.206928290138123
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.21276479221591
"Q6ZU69_IDR_308_372",0.338875905475216
"Q6ZU69_IDR_32_294",0.345759950087463
"Q6ZUJ8_IDR_634_805",0.313589216268935
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.248338953754232
"Q6ZUM4_IDR_446_494",0.248788993623526
"Q6ZUM4_IDR_617_665",0.259286856766393
"Q6ZUM4_IDR_70_259",0.243585195855849
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.649510308451919
"Q6ZUT1_IDR_33_96",0.350489691548081
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.200431963179744
"Q6ZUT9_IDR_140_177",0.202200999461263
"Q6ZUT9_IDR_410_442",0.202611273512153
"Q6ZUT9_IDR_602_728",0.191994088658531
"Q6ZUT9_IDR_811_850",0.202761675188309
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.338976375919207
"Q6ZV29_IDR_1_95",0.355398977807254
"Q6ZV29_IDR_303_448",0.305624646273539
"Q6ZVM7_IDR_466_507",0.337289455228257
"Q6ZVT0_IDR_1_153",0.541013965153102
"Q6ZVT0_IDR_570_673",0.458986034846898
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.23952820687077
"A0AVK6_IDR_212_263",0.246496471713857
"A0AVK6_IDR_351_867",0.267042149436905
"A0AVK6_IDR_69_110",0.246933171978468
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.491926611770143
"A0FGR9_IDR_589_736",0.508073388229857
"A1L443_IDR_407_756",0.388603485028205
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.503815664755831
"A1L4H1_IDR_951_1468",0.496184335244169
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.511712522720185
"A1X283_IDR_428_849",0.488287477279815
"A2RUB6_IDR_914_948",0.479603325003435
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.318936497837316
"A3KN83_IDR_682_840",0.681063502162684
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.321673271173464
"A4D263_IDR_211_245",0.352060811642456
"A4D263_IDR_379_415",0.32626591718408
"A4D2H0_IDR_278_319",0.512026389373146
"A4D2H0_IDR_330_675",0.487973610626854
"A4D2P6_IDR_212_277",0.472241840220007
"A4D2P6_IDR_469_831",0.527758159779993
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.258660341583034
"A4FU28_IDR_278_331",0.249765834856597
"A4FU28_IDR_333_469",0.246823317100007
"A4FU28_IDR_474_698",0.244750506460362
"A5YKK6_IDR_1307_1355",0.33181705358434
"A5YKK6_IDR_683_828",0.333731317642312
"A5YKK6_IDR_998_1072",0.334451628773348
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.320585920017696
"A6NC98_IDR_307_760",0.339812286194222
"A6NC98_IDR_845_983",0.339601793788083
"A6NDD5_IDR_190_221",0.478324593185853
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.567004066245529
"A6NDN3_IDR_213_693",0.432995933754471
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.493168880518918
"A6NDY0_IDR_35_143",0.506831119481082
"A6NFA1_IDR_1_36",0.323772320103505
"A6NFA1_IDR_355_436",0.346881468433245
"A6NFA1_IDR_449_517",0.329346211463251
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.339057637944001
"A6NFE2_IDR_188_222",0.332347866707185
"A6NFE2_IDR_224_271",0.328594495348815
"A6NFI3_IDR_1_157",0.211433889808117
"A6NFI3_IDR_173_344",0.19829259178279
"A6NFI3_IDR_488_608",0.196914300864801
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.193374614132339
"A6NJZ7_IDR_209_374",0.198468958412961
"A6NJZ7_IDR_534_567",0.197640630397337
"A6NJZ7_IDR_685_828",0.211240365678925
"A6NJZ7_IDR_82_193",0.199275431378438
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.50709461339539
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.340029740305722
"A6NMT0_IDR_48_106",0.337455936167711
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.490100324038239
"A6NN90_IDR_1_31",0.509899675961761
"A6NNA5_IDR_1_38",0.567159989670805
"A6NNA5_IDR_83_263",0.432840010329195
"A6NNE9_IDR_1_165",0.508687919305982
"A6NNE9_IDR_327_364",0.491312080694018
"A7E2V4_IDR_1430_1467",0.311340358395651
"A7E2V4_IDR_518_726",0.325627841854249
"A7KAX9_IDR_30_109",0.328177575408685
"A7KAX9_IDR_572_637",0.352815823286092
"A7KAX9_IDR_665_2087",0.319006601305222
"A7MBM2_IDR_1133_1289",0.341358073373167
"A7MBM2_IDR_1_188",0.322104380700491
"A7MBM2_IDR_236_272",0.336537545926342
"A7MCY6_IDR_167_565",0.478094256102587
"A7MCY6_IDR_95_154",0.521905743897413
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.249945422414295
"A7XYQ1_IDR_189_224",0.241505647996038
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.492217806621649
"A8MQ27_IDR_435_494",0.507782193378351
"A8MQT2_IDR_1_141",0.563896354715414
"A8MQT2_IDR_271_563",0.436103645284586
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.247381807285509
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.50578987569715
"A8MWV9_IDR_90_139",0.49421012430285
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.465038830719263
"B1AKI9_IDR_109_157",0.333724371801007
"B1AKI9_IDR_165_222",0.338787739383689
"B1AKI9_IDR_1_99",0.327487888815304
"B1AL46_IDR_1_397",0.288593761103356
"B1AL46_IDR_405_522",0.298744191822336
"B1AL46_IDR_525_878",0.412662047074308
"B1AL88_IDR_109_153",0.335196469659098
"B1AL88_IDR_379_413",0.328431274267642
"B1AL88_IDR_67_100",0.33637225607326
"B7U540_IDR_367_433",0.527177416216852
"B7Z1M9_IDR_12_45",0.534479184064158
"B7Z1M9_IDR_47_208",0.465520815935842
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.496084087923203
"B7ZW38_IDR_89_186",0.503915912076797
"B8ZZ34_IDR_1_55",0.521292203991538
"B8ZZ34_IDR_98_397",0.478707796008462
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.480257444766953
"C9JLJ4_IDR_378_528",0.519742555233047
"C9JLR9_IDR_1_102",0.201530946326195
"C9JLR9_IDR_173_259",0.198121836207696
"C9JLR9_IDR_328_427",0.21261130082682
"C9JLR9_IDR_444_476",0.190725940755559
"C9JLR9_IDR_482_579",0.19700997588373
"C9JPN9_IDR_1_55",0.316673308670753
"C9JPN9_IDR_378_464",0.332630780863649
"C9JPN9_IDR_469_528",0.350695910465597
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.299074978932908
"D6RGH6_IDR_127_179",0.329219607782175
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.507321312477955
"D6RIA3_IDR_1686_1757",0.492678687522045
"D6RJB6_IDR_1_56",0.318368793059116
"D6RJB6_IDR_379_464",0.332146925159726
"D6RJB6_IDR_469_528",0.349484281781159
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.418787521413137
"F8WBI6_IDR_183_214",0.292996549895186
"F8WBI6_IDR_279_604",0.288215928691677
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.497942955637315
"H7C350_IDR_1_240",0.50260721651964
"H7C350_IDR_297_361",0.49739278348036
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.47076953580089
"I3L3R5_IDR_69_154",0.52923046419911
"I6L899_IDR_1_116",0.419899121233826
"I6L899_IDR_183_214",0.291529554000237
"I6L899_IDR_271_608",0.288571324765937
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.341101014859007
"O00192_IDR_589_651",0.335744264038256
"O00192_IDR_851_956",0.323154721102738
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.404481021300807
"O00203_IDR_646_856",0.595518978699193
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.516719037464968
"O00305_IDR_164_219",0.320387955587242
"O00305_IDR_1_67",0.323004501764557
"O00305_IDR_406_520",0.356607542648201
"O00308_IDR_149_312",0.496647306763644
"O00308_IDR_355_403",0.503352693236356
"O00311_IDR_1_38",0.355022102723289
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.319468895715072
"O00311_IDR_470_532",0.325509001561639
"O00327_IDR_1_77",0.585321078137739
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.522913642229081
"O00470_IDR_1_77",0.477086357770919
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.340038824330458
"O00472_IDR_290_524",0.659961175669542
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.327321421519466
"O00566_IDR_649_681",0.334604447889969
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.487109295885171
"O00591_IDR_338_390",0.512890704114829
"A1A5C7_IDR_633_686",0.499816382155875
"A1A5D9_IDR_258_367",0.28862719581135
"A1A5D9_IDR_369_401",0.241053065388816
"A1A5D9_IDR_452_497",0.23028358730449
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.502890676945486
"A1L162_IDR_1_63",0.497109323054514
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.19585605345717
"A1L390_IDR_1154_1219",0.20120217482805
"A1L390_IDR_1_89",0.195051096196979
"A1L390_IDR_412_905",0.196915169089536
"A1L390_IDR_937_1048",0.210975506428265
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.305366201850235
"A1L443_IDR_285_389",0.306030313121559
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.462284607647699
"Q9Y426_IDR_389_696",0.537715392352301
"Q9Y446_IDR_1_314",0.436875838200745
"Q9Y446_IDR_549_586",0.563124161799255
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.495504174911091
"Q9Y450_IDR_1_87",0.504495825088909
"Q9Y458_IDR_1_86",0.47491992958763
"Q9Y458_IDR_271_346",0.268032404722468
"Q9Y458_IDR_384_435",0.257047665689902
"Q9Y462_IDR_149_246",0.437352192563575
"Q9Y462_IDR_250_366",0.562647807436425
"Q9Y463_IDR_1_36",0.510516518704605
"Q9Y463_IDR_433_629",0.489483481295394
"Q9Y466_IDR_42_77",0.499489426869447
"Q9Y466_IDR_81_173",0.500510573130553
"Q9Y468_IDR_113_168",0.227196067239377
"Q9Y468_IDR_170_269",0.317271950187242
"Q9Y468_IDR_26_84",0.217593889390138
"Q9Y468_IDR_587_721",0.237938093183242
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.406138591797984
"Q9Y483_IDR_356_558",0.593861408202016
"Q9Y485_IDR_1246_1305",0.0849530457473182
"Q9Y485_IDR_1361_1395",0.0884246922103553
"Q9Y485_IDR_1889_1949",0.0877289635927888
"Q9Y485_IDR_1969_2018",0.0911438770409911
"Q9Y485_IDR_2366_2418",0.10716091179984
"Q9Y485_IDR_2442_2480",0.0957424181868341
"Q9Y485_IDR_287_332",0.0872089737398428
"Q9Y485_IDR_418_469",0.0931340559899287
"Q9Y485_IDR_557_589",0.0840907038548348
"Q9Y485_IDR_665_697",0.0888636760323626
"Q9Y485_IDR_897_934",0.0915486818049035
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.547003346151976
"Q9Y496_IDR_626_699",0.452996653848024
"Q9Y4A5_IDR_179_212",0.248823081944037
"Q9Y4A5_IDR_2024_2085",0.240798965714491
"Q9Y4A5_IDR_2545_2582",0.260464387790274
"Q9Y4A5_IDR_473_538",0.249913564551199
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.244977066361695
"Q9Y4B4_IDR_1_243",0.214820791317601
"Q9Y4B4_IDR_1301_1371",0.172475679840034
"Q9Y4B4_IDR_638_696",0.189955045110829
"Q9Y4B4_IDR_993_1052",0.177771417369841
"Q9Y4B5_IDR_1_1647",0.496501981128663
"Q9Y4B5_IDR_1650_1905",0.503498018871337
"Q9Y4B6_IDR_1393_1507",0.361240973244144
"Q9Y4B6_IDR_190_303",0.331287377667309
"Q9Y4B6_IDR_875_1000",0.307471649088547
"Q9Y4C1_IDR_251_518",0.501516155657926
"Q9Y4C1_IDR_755_907",0.498483844342075
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.241945762699586
"Q9Y4C8_IDR_665_726",0.220619802242474
"Q9Y4C8_IDR_82_128",0.22801136326246
"Q9Y4C8_IDR_925_960",0.309423071795481
"Q9Y4D1_IDR_1043_1078",0.342658349551025
"Q9Y4D1_IDR_511_606",0.344928975766534
"Q9Y4D1_IDR_997_1032",0.312412674682441
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.377853818854408
"Q9Y4E1_IDR_56_1320",0.622146181145592
"Q9Y4E5_IDR_400_459",0.317177318604353
"Q9Y4E5_IDR_51_85",0.223592550076887
"Q9Y4E5_IDR_566_601",0.228062417059975
"Q9Y4E5_IDR_810_872",0.231167714258784
"Q9Y4E6_IDR_1061_1118",0.249254430557909
"Q9Y4E6_IDR_636_666",0.246845617635683
"Q9Y4E6_IDR_708_788",0.263818171877902
"Q9Y4E6_IDR_913_971",0.240081779928507
"Q9Y4E8_IDR_226_263",0.313335391770689
"Q9Y4E8_IDR_621_707",0.343571072554885
"Q9Y4E8_IDR_937_981",0.343093535674427
"Q9Y4F1_IDR_1_35",0.323880845446441
"Q9Y4F1_IDR_355_535",0.328835800224261
"Q9Y4F1_IDR_864_906",0.347283354329298
"Q9Y4F3_IDR_1564_1725",0.319722698590413
"Q9Y4F3_IDR_311_344",0.315086849182382
"Q9Y4F3_IDR_585_730",0.365190452227205
"Q9Y4F4_IDR_1434_1483",0.238067866083396
"Q9Y4F4_IDR_1_88",0.231770414318409
"Q9Y4F4_IDR_312_344",0.242915335153624
"Q9Y4F4_IDR_616_1247",0.287246384444571
"Q9Y4F9_IDR_1_69",0.481113212832248
"Q9Y4F9_IDR_321_730",0.518886787167752
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.281854960609686
"Q9Y4G8_IDR_481_590",0.317035363492305
"Q9Y4G8_IDR_913_1499",0.401109675898009
"Q9Y4H2_IDR_1261_1317",0.311613485280372
"Q9Y4H2_IDR_148_182",0.318695723772606
"Q9Y4H2_IDR_299_1246",0.369690790947022
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.358135572571642
"Q9Y4I1_IDR_1422_1473",0.336072524838998
"Q9Y4I1_IDR_596_631",0.30579190258936
"Q9Y4I5_IDR_1_301",0.496628264579432
"Q9Y4I5_IDR_406_444",0.503371735420568
"Q9Y4J8_IDR_275_410",0.497655450338019
"Q9Y4J8_IDR_418_743",0.502344549661981
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.502406958434723
"Q9Y4L1_IDR_910_999",0.497593041565277
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.513868211404687
"Q9Y4R7_IDR_542_742",0.486131788595313
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.338312217455264
"Q9Y4W2_IDR_511_624",0.338728521426515
"Q9Y4W2_IDR_679_714",0.322959261118221
"Q9Y4W6_IDR_763_797",0.49999205121298
"Q9Y4W6_IDR_78_134",0.50000794878702
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.410457230261968
"Q9Y4Z2_IDR_1_93",0.589542769738032
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.478500291299559
"Q9Y519_IDR_369_407",0.52149970870044
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.505406415253434
"Q9Y561_IDR_781_816",0.494593584746566
"Q9Y566_IDR_1_67",0.350273863177394
"Q9Y566_IDR_416_547",0.331312129086816
"Q9Y566_IDR_758_2087",0.318414007735791
"Q9Y570_IDR_1_38",0.494675830943209
"Q9Y570_IDR_239_281",0.505324169056791
"Q9Y572_IDR_309_428",0.504483881058798
"Q9Y572_IDR_473_518",0.495516118941202
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.505240026913036
"Q9Y592_IDR_618_701",0.494759973086964
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.353321072166169
"Q9Y5A9_IDR_197_239",0.330746254379082
"Q9Y5A9_IDR_245_389",0.315932673454749
"Q9Y5B0_IDR_334_586",0.401995534874958
"Q9Y5B0_IDR_730_961",0.598004465125042
"Q9Y5B6_IDR_1_385",0.612004469365302
"Q9Y5B6_IDR_498_563",0.387995530634698
"Q9Y5B9_IDR_436_478",0.415670663998493
"Q9Y5B9_IDR_927_1047",0.584329336001507
"Q9Y5C1_IDR_16_53",0.48314893001887
"Q9Y5C1_IDR_188_239",0.51685106998113
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.314713547819529
"Q9Y5I4_IDR_814_859",0.313650818449855
"Q9Y5I4_IDR_957_1007",0.371635633730615
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.586012544374025
"Q9Y5J3_IDR_167_290",0.413987455625976
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.47083813359059
"Q9Y5K3_IDR_305_369",0.52916186640941
"Q9Y5K6_IDR_168_295",0.490553897422222
"Q9Y5K6_IDR_310_581",0.25415018428595
"Q9Y5K6_IDR_63_108",0.255295918291828
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.336396765742707
"Q9Y5P4_IDR_184_235",0.347445608702901
"Q9Y5P4_IDR_276_401",0.316157625554393
"Q9Y5P8_IDR_42_123",0.521843186629491
"Q9Y5P8_IDR_519_553",0.478156813370509
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.489515574616275
"Q9Y5Q5_IDR_82_135",0.510484425383725
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.425142067493498
"Q9Y5Q8_IDR_464_519",0.574857932506502
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.499324650873776
"Q9Y5R2_IDR_331_374",0.500675349126224
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.51458314492767
"Q9Y5S1_IDR_726_764",0.48541685507233
"Q9Y5S2_IDR_1609_1711",0.231377295548401
"Q9Y5S2_IDR_352_400",0.2365282503496
"Q9Y5S2_IDR_406_528",0.267194438333214
"Q9Y5S2_IDR_924_1033",0.264900015768784
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.514352736008554
"Q9Y5T5_IDR_385_606",0.485647263991446
"Q9Y5U2_IDR_105_157",0.318091997634022
"Q9Y5U2_IDR_1_76",0.333994303736305
"Q9Y5U2_IDR_218_329",0.347913698629673
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.523789158663039
"Q9Y5W3_IDR_53_112",0.476210841336961
"Q9Y5W5_IDR_1_32",0.493816084049399
"Q9Y5W5_IDR_348_379",0.506183915950601
"Q9Y5W7_IDR_2_60",0.328783112274064
"Q9Y5W7_IDR_473_538",0.334296105951622
"Q9Y5W7_IDR_733_778",0.336920781774314
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.499322509749505
"Q9Y5X4_IDR_1_40",0.500677490250495
"Q9Y5Y0_IDR_1_97",0.508558674660509
"Q9Y5Y0_IDR_518_555",0.491441325339491
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.25554958075553
"Q9Y5Y9_IDR_1872_1956",0.244372641384987
"Q9Y5Y9_IDR_411_595",0.264192614006591
"Q9Y5Y9_IDR_939_986",0.235885163852891
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.486989542373355
"Q9Y603_IDR_1_31",0.513010457626645
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.511921776015205
"Q9Y608_IDR_532_630",0.488078223984795
"Q9Y613_IDR_1002_1105",0.344334490756653
"Q9Y613_IDR_337_534",0.323513486569638
"Q9Y613_IDR_581_623",0.33215202267371
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.493435739644784
"Q9Y616_IDR_448_596",0.506564260355216
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.333326177172137
"Q9Y625_IDR_424_473",0.333542747428083
"Q9Y625_IDR_476_555",0.33313107539978
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.496433633404757
"Q9Y666_IDR_932_1014",0.503566366595243
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.521135631398545
"Q9Y679_IDR_342_382",0.478864368601455
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.556375402507929
"Q9Y692_IDR_56_87",0.443624597492071
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.200630032090738
"Q9Y6C2_IDR_463_493",0.200450593586042
