"","GO1990904_ribonucleoprotein_complex"
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.425121809765306
"Q7L190_IDR_1_82",0.574878190234694
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.504526654329327
"Q7L1W4_IDR_61_136",0.495473345670673
"Q7L2E3_IDR_1_40",0.455443464754227
"Q7L590_IDR_424_723",0.569731506311956
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.453655118151018
"Q7L5N7_IDR_510_544",0.546344881848982
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.323843367641747
"Q7L7X3_IDR_547_595",0.34267323788599
"Q7L7X3_IDR_851_1001",0.333483394472262
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.531905422251509
"Q7L8A9_IDR_306_357",0.468094577748491
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.506751224612511
"Q7L8J4_IDR_276_393",0.493248775387489
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.50797391544405
"Q7RTS1_IDR_140_177",0.376147264493573
"O43491_IDR_1_82",0.313833859304816
"O43491_IDR_521_948",0.268995022634995
"O43491_IDR_84_213",0.417171118060189
"O43497_IDR_1_49",0.208086468621012
"O43526_IDR_368_547",0.238360734440303
"O43526_IDR_551_639",0.267943114343565
"O43526_IDR_648_872",0.244914009611524
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.332939700384329
"O43541_IDR_16_120",0.385851115739363
"O43541_IDR_284_315",0.281209183876308
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.308729086844308
"O43561_IDR_170_201",0.329769043805412
"O43561_IDR_225_262",0.36150186935028
"O43566_IDR_191_299",0.369422769379526
"O43566_IDR_22_57",0.321030089450443
"O43566_IDR_446_566",0.30954714117003
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.326692541041917
"O43614_IDR_258_297",0.498400469570153
"O43614_IDR_386_444",0.501599530429847
"O43615_IDR_1_59",0.408287307373048
"O43615_IDR_83_230",0.591712692626952
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.497856009401374
"O43815_IDR_66_445",0.502143990598626
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.616767335053663
"O43823_IDR_543_692",0.383232664946337
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.390793662539042
"O43847_IDR_134_207",0.609206337460958
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.488591357983551
"O43889_IDR_244_336",0.511408642016449
"O43896_IDR_385_434",0.22898835519836
"O43918_IDR_238_295",0.302909256164777
"O43918_IDR_343_430",0.231525290570088
"O43918_IDR_474_508",0.229474319959825
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.28317878443009
"O43933_IDR_183_240",0.334221939992808
"O43933_IDR_343_378",0.382599275577102
"O60216_IDR_396_564",0.533502837567103
"O60216_IDR_97_331",0.466497162432897
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.40088186053719
"O60231_IDR_72_223",0.59911813946281
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.512773247116186
"O60237_IDR_896_930",0.487226752883814
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.564409266811297
"O60239_IDR_252_435",0.435590733188703
"O60240_IDR_107_186",0.302964038782215
"O60266_IDR_1_45",0.505845291663716
"O60266_IDR_498_583",0.494154708336284
"O60268_IDR_1_89",0.301742823167228
"O60268_IDR_251_286",0.367807704893953
"O60268_IDR_317_347",0.330449471938819
"O60269_IDR_1_379",0.446135938996858
"O60269_IDR_396_458",0.553864061003142
"O60271_IDR_517_548",0.196103863409229
"O60271_IDR_562_630",0.221617009270361
"O60271_IDR_69_513",0.196424160374116
"O60271_IDR_718_750",0.207125355716324
"O60271_IDR_804_910",0.178729611229971
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.112858345913085
"O60281_IDR_2119_2168",0.125538332525743
"O60281_IDR_2282_2363",0.188974817116202
"O60281_IDR_2433_2576",0.166053665122749
"O60281_IDR_2602_2639",0.154069990258435
"O60281_IDR_460_751",0.142217356853764
"O60281_IDR_812_1369",0.110287492210022
"O60296_IDR_562_837",0.173276255750748
"O60296_IDR_848_914",0.199888189740309
"O60299_IDR_11_353",0.481693166283516
"O60299_IDR_363_673",0.518306833716484
"O60303_IDR_1147_1198",0.191789005504132
"O60303_IDR_1_33",0.192312302749264
"O60303_IDR_152_467",0.198623043014905
"O60303_IDR_626_963",0.219518247186207
"O60303_IDR_79_150",0.197757401545492
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.366379250647247
"O60307_IDR_1_172",0.296417542679248
"O60307_IDR_679_945",0.337203206673504
"O60308_IDR_158_201",0.201667129868015
"O60308_IDR_259_418",0.26064305923521
"O60308_IDR_685_743",0.286331006839161
"O60308_IDR_871_925",0.251358804057614
"O60309_IDR_1047_1086",0.197875522057082
"O60309_IDR_1_869",0.162538448692255
"O60333_IDR_1205_1244",0.168293247902605
"O60333_IDR_1521_1588",0.166545470721204
"O60333_IDR_1592_1682",0.154948065571316
"O60333_IDR_705_735",0.178801050850401
"O60333_IDR_912_957",0.171919305032136
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.358436068020602
"O60343_IDR_237_352",0.322858453620321
"O60343_IDR_525_874",0.318705478359077
"O60346_IDR_1431_1511",0.305786870451057
"O60346_IDR_1_462",0.34709203125743
"O60346_IDR_1575_1636",0.347121098291513
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.327000734299102
"O60481_IDR_1_186",0.501032807139854
"O60481_IDR_405_461",0.498967192860146
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.499362486240707
"O60502_IDR_395_550",0.500637513759293
"O60503_IDR_1248_1353",0.326520364953326
"O60503_IDR_1_78",0.367525668823204
"O60503_IDR_579_713",0.30595396622347
"O60504_IDR_1_382",0.533463902243851
"O60504_IDR_522_611",0.466536097756149
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.448683583355862
"O60508_IDR_201_238",0.551316416644138
"O60512_IDR_1_71",0.46507155789105
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.273636824832237
"O60610_IDR_1208_1272",0.244596838947563
"O60610_IDR_1_85",0.230945517440243
"O60610_IDR_505_766",0.250820818779957
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.330850443046528
"O60658_IDR_329_386",0.361319098699337
"O60658_IDR_429_481",0.307830458254135
"O60663_IDR_13_48",0.314322859639232
"O60663_IDR_176_237",0.376314343264219
"O60663_IDR_269_388",0.309362797096549
"O60664_IDR_1_35",0.505180837301336
"O60664_IDR_69_172",0.494819162698664
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.186703712184611
"O60673_IDR_2014_2182",0.194937825610171
"O60673_IDR_274_307",0.218914904425968
"O60673_IDR_310_974",0.193422129959715
"O60741_IDR_1_90",0.551044092457693
"O60741_IDR_595_890",0.448955907542307
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.521644610459126
"O60759_IDR_173_359",0.478355389540874
"O60763_IDR_675_790",0.399752474305978
"O60763_IDR_930_962",0.600247525694022
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.32261711572735
"O60784_IDR_303_415",0.317564269544998
"O60784_IDR_450_492",0.359818614727652
"O60806_IDR_1_37",0.361868594050336
"O60806_IDR_251_318",0.335372280654184
"O60806_IDR_321_420",0.30275912529548
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.204580160783914
"O60885_IDR_459_666",0.222714959875976
"O60885_IDR_676_1201",0.188676231467875
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.508692392262632
"O60902_IDR_161_331",0.491307607737368
"O60907_IDR_1_37",0.491860585619753
"O60907_IDR_146_210",0.508139414380247
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.269795428860889
"O75037_IDR_401_480",0.292570873319638
"O75037_IDR_490_970",0.437633697819473
"O75038_IDR_1382_1416",0.280413221640788
"O75038_IDR_475_618",0.417854950374872
"O75038_IDR_886_1379",0.30173182798434
"O75044_IDR_170_229",0.232878218088885
"O75044_IDR_415_457",0.18963339414451
"O75044_IDR_463_501",0.189879591318541
"O75044_IDR_694_755",0.193433209497582
"O75044_IDR_785_1071",0.194175586950482
"O75052_IDR_172_347",0.501170395981473
"O75052_IDR_361_506",0.498829604018527
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.461397650465653
"O75056_IDR_412_442",0.538602349534347
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.524580737588283
"O75071_IDR_144_426",0.475419262411717
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.393103504565597
"O75116_IDR_1113_1149",0.286191148071268
"O75116_IDR_1350_1388",0.320705347363135
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.344663575398333
"O75122_IDR_309_645",0.332724460850395
"O75122_IDR_880_1053",0.322611963751273
"O75128_IDR_1_53",0.494633667025995
"O75128_IDR_227_1238",0.505366332974005
"O75129_IDR_1_59",0.315723459687552
"O75129_IDR_288_349",0.362856547046933
"O75129_IDR_357_411",0.321419993265515
"O75132_IDR_172_286",0.189851438260284
"O75132_IDR_1_87",0.236436145902936
"O75132_IDR_341_456",0.189988715764311
"O75132_IDR_511_550",0.19713503278558
"O75132_IDR_609_651",0.186588667286891
"O75140_IDR_1000_1075",0.253741864580316
"O75140_IDR_1112_1172",0.238947073563159
"O75140_IDR_411_456",0.254794830334455
"O75140_IDR_461_727",0.25251623152207
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.548430403019007
"O75145_IDR_859_937",0.451569596980993
"O75146_IDR_1011_1053",0.490251642659746
"O75146_IDR_288_360",0.509748357340254
"O75150_IDR_111_177",0.302526987341321
"O75150_IDR_1_96",0.326141069386348
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.524974271722582
"O75170_IDR_525_966",0.475025728277418
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.492257747830423
"O75177_IDR_41_396",0.507742252169577
"O75179_IDR_1_136",0.360597045304757
"O75179_IDR_1451_2427",0.31043346748897
"O75179_IDR_2471_2509",0.328969487206274
"O75182_IDR_1_36",0.370299733793517
"O75182_IDR_704_767",0.353860512626294
"O75182_IDR_92_300",0.275839753580189
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.452252394717561
"O75362_IDR_207_1048",0.547747605282439
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.493998201536389
"O75364_IDR_1_81",0.506001798463611
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.252476527139899
"O75376_IDR_319_418",0.241758611694981
"O75376_IDR_420_451",0.234333764438708
"O75376_IDR_483_2440",0.271431096726412
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.49356908046824
"O75381_IDR_71_108",0.50643091953176
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.511503343140396
"O75461_IDR_240_281",0.488496656859604
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.518378766247636
"O75467_IDR_55_197",0.481621233752364
"O75469_IDR_122_165",0.338511858389071
"O75469_IDR_1_36",0.345324136830595
"O75469_IDR_179_234",0.316164004780333
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.475435571802892
"O75474_IDR_49_147",0.524564428197108
"O75475_IDR_431_530",0.319602379232286
"O75475_IDR_89_347",0.680397620767714
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.557268842489152
"O75563_IDR_223_295",0.513761219839127
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.115776743309397
"O75592_IDR_2555_2592",0.132180804666462
"O75592_IDR_2670_3153",0.108110561193396
"O75592_IDR_3187_3236",0.132140293405261
"O75592_IDR_3314_3386",0.123063518908273
"O75592_IDR_3479_3511",0.128354621313423
"O75592_IDR_87_131",0.135137384502311
"O75592_IDR_890_922",0.125236072701477
"O75593_IDR_121_277",0.418105914603001
"O75593_IDR_1_32",0.581894085396999
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.468627329557513
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.209130124927884
"O75691_IDR_2572_2613",0.274509466081441
"O75691_IDR_2731_2785",0.242144059292386
"O75691_IDR_863_907",0.274216349698289
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.412661784619608
"O75717_IDR_308_427",0.284716882398751
"O75717_IDR_821_1017",0.302621332981641
"O75747_IDR_1_34",0.51185259617491
"O75747_IDR_174_224",0.48814740382509
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.490023807696213
"O75781_IDR_332_387",0.509976192303787
"O75864_IDR_462_568",0.355401685320056
"O75864_IDR_575_691",0.302551873449983
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.534145443486549
"O75886_IDR_369_525",0.465854556513451
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.48825330480204
"O75899_IDR_752_941",0.51174669519796
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.554000866685619
"O75901_IDR_368_423",0.445999133314381
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.510913415847957
"O75912_IDR_859_925",0.489086584152043
"O75914_IDR_1_66",0.488243427016564
"O75962_IDR_1249_1285",0.217676550691686
"O75962_IDR_1606_1653",0.202697550215789
"O75962_IDR_1704_1968",0.195222367711924
"O75962_IDR_2288_2556",0.180285869824218
"O75969_IDR_162_279",0.230043281239846
"O75969_IDR_409_453",0.201767896803264
"O75969_IDR_456_514",0.194049040358474
"O75969_IDR_542_594",0.201100032902081
"O75969_IDR_605_750",0.173039748696336
"O75970_IDR_1247_1328",0.112942104870418
"O75970_IDR_1565_1611",0.106028863628714
"O75970_IDR_1811_1855",0.116554683626916
"O75970_IDR_340_371",0.112640973881085
"O75970_IDR_43_109",0.105384799155344
"O75970_IDR_466_525",0.12128303673505
"O75970_IDR_638_685",0.113184538212228
"O75970_IDR_857_951",0.103134736802868
"O75970_IDR_954_996",0.108846263087378
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.31828985436572
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.528503642869132
"O76081_IDR_93_244",0.471496357130868
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.564632683106574
"O76083_IDR_68_239",0.435367316893426
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.354344260422107
"O94759_IDR_1_57",0.338774730426386
"O94759_IDR_581_613",0.306881009151506
"O94761_IDR_359_448",0.410793218506314
"O94761_IDR_49_351",0.276589773005813
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.541520481457594
"O94823_IDR_458_712",0.458479518542406
"O94826_IDR_1_33",0.476221674827552
"O94826_IDR_64_107",0.523778325172448
"O94830_IDR_1_32",0.296163933544968
"O94830_IDR_433_477",0.349206400408403
"O94830_IDR_603_647",0.354629666046629
"O94842_IDR_1_232",0.481673745670076
"O94880_IDR_589_620",0.1622015752545
"O94880_IDR_692_754",0.15430328486997
"O94880_IDR_756_867",0.191620010912542
"O94885_IDR_1_35",0.176608411109283
"O94885_IDR_229_344",0.157192047722661
"O94885_IDR_358_547",0.161934297691448
"O94885_IDR_697_728",0.176508658597592
"O94885_IDR_730_1088",0.153709355979263
"O94885_IDR_88_177",0.174047228899753
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.349288399416142
"O94887_IDR_359_498",0.303910130779008
"O94887_IDR_858_903",0.34680146980485
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.321440400713959
"O94900_IDR_46_263",0.331965162531387
"O94900_IDR_8_41",0.346594436754654
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.501924990785689
"O94907_IDR_23_79",0.498075009214312
"O94910_IDR_1114_1434",0.486760265748555
"O94910_IDR_400_472",0.513239734251445
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.423022604846703
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.48966377781442
"O94929_IDR_298_593",0.510336222185581
"O94933_IDR_293_347",0.316245637903323
"O94933_IDR_613_659",0.30184909874769
"O94933_IDR_682_856",0.381905263348987
"O94966_IDR_1_112",0.30814433231292
"O94941_IDR_219_250",0.526576769748647
"O94941_IDR_339_480",0.473423230251353
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.17329920499316
"O94966_IDR_203_274",0.17627073627473
"O94966_IDR_399_488",0.185344688989346
"O94966_IDR_874_983",0.156941037429844
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.517327034005796
"O94972_IDR_624_943",0.482672965994204
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.36845658812253
"O94979_IDR_792_858",0.315426736575489
"O94979_IDR_881_1111",0.316116675301981
"O94983_IDR_1119_1202",0.229634194433805
"O94983_IDR_212_305",0.197658420567106
"O94983_IDR_392_435",0.189934535320521
"O94983_IDR_447_490",0.201825040451305
"O94983_IDR_814_1022",0.180947809227264
"O94985_IDR_819_902",0.430815388924864
"O95025_IDR_1_38",0.331395845652706
"O95025_IDR_737_777",0.668604154347294
"O95049_IDR_279_374",0.222205453583188
"O95049_IDR_558_590",0.2709440977195
"O95049_IDR_774_919",0.24619454911247
"O95049_IDR_94_189",0.260655899584842
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.464986945645818
"O95069_IDR_333_398",0.535013054354182
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.102000861991513
"O95071_IDR_1749_1779",0.0981282357129445
"O95071_IDR_1860_1911",0.0991622312903731
"O95071_IDR_1965_2021",0.102411320976998
"O95071_IDR_2027_2174",0.0893571669357159
"O95071_IDR_2318_2364",0.109557108704302
"O95071_IDR_2454_2499",0.101334783908788
"O95071_IDR_583_645",0.0999243373884463
"O95071_IDR_81_159",0.103542298236691
"O95071_IDR_936_1074",0.0945816548542281
"O95155_IDR_1_152",0.53344800230499
"O95155_IDR_218_393",0.46655199769501
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.501730646854421
"O95158_IDR_20_58",0.498269353145579
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.141929886922251
"O95180_IDR_1564_1595",0.227586525835021
"O95180_IDR_1_68",0.166692993458622
"O95180_IDR_1867_2353",0.156211011924031
"O95180_IDR_424_459",0.157729608304778
"O95180_IDR_483_771",0.149849973555297
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.507131785831205
"O95235_IDR_702_890",0.241478975207188
"O95238_IDR_70_118",0.515906517218914
"O95239_IDR_426_558",0.292167476489689
"O95239_IDR_656_820",0.353653162895461
"O95239_IDR_918_1232",0.35417936061485
"O95243_IDR_149_434",0.564205419207653
"O95243_IDR_1_82",0.435794580792347
"O95248_IDR_1059_1113",0.16880941695227
"O95248_IDR_1284_1318",0.162894951101118
"O95248_IDR_1683_1713",0.161924575036074
"O95248_IDR_1718_1764",0.154555900305625
"O95248_IDR_778_819",0.162549153077495
"O95248_IDR_91_121",0.189266003527419
"O95249_IDR_118_163",0.50810116362222
"O95249_IDR_31_74",0.49189883637778
"O95251_IDR_1_206",0.493567471216144
"O95251_IDR_208_332",0.506432528783856
"O95255_IDR_263_294",0.484588944562761
"O95255_IDR_856_922",0.515411055437239
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.513270143780294
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.462355296692633
"O95365_IDR_487_584",0.537644703307367
"O95373_IDR_881_913",0.50591543819231
"O95373_IDR_917_948",0.49408456180769
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.349199706032457
"O95382_IDR_1_41",0.34123415558417
"O95382_IDR_908_996",0.309566138383373
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.289162557341354
"O95391_IDR_200_257",0.264597669525698
"O95391_IDR_465_560",0.446239773132947
"O95393_IDR_1_49",0.432289880655956
"O95393_IDR_276_319",0.567710119344044
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.50330703115874
"O95436_IDR_634_690",0.49669296884126
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.323781918366446
"O95450_IDR_1_52",0.297993503036863
"O95450_IDR_217_263",0.378224578596691
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.359839608821396
"O95466_IDR_168_222",0.316793832645847
"O95466_IDR_446_635",0.323366558532757
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.324828985637724
"O95477_IDR_1255_1314",0.339964003970157
"O95477_IDR_2226_2261",0.335207010392119
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.481677871881855
"O95567_IDR_87_163",0.518322128118145
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.612869657649545
"O95602_IDR_208_249",0.387130342350455
"O95613_IDR_1_266",0.205321713087256
"O95613_IDR_1384_2557",0.187860530224107
"O95613_IDR_2815_3128",0.189506144845907
"O95613_IDR_321_1256",0.240086899273633
"O95613_IDR_3222_3296",0.177224712569097
"O95622_IDR_1_204",0.576194606112948
"O95622_IDR_649_711",0.423805393887052
"O95625_IDR_124_174",0.361969739351873
"O95625_IDR_320_364",0.282476127075551
"O95625_IDR_369_649",0.355554133572576
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.501330651411072
"O95644_IDR_702_912",0.498669348588928
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.471500147018211
"O95677_IDR_289_366",0.528499852981789
"O95678_IDR_27_62",0.50217945817611
"O95678_IDR_479_551",0.49782054182389
"O95714_IDR_2417_2458",0.195640763781232
"O95714_IDR_2509_2547",0.195938380325026
"O95714_IDR_3410_3529",0.177847002090986
"O95721_IDR_1_213",0.550241258126241
"O95721_IDR_215_258",0.449758741873759
"O95727_IDR_220_304",0.279698462811688
"O95727_IDR_314_360",0.388978187139319
"O95727_IDR_363_393",0.331323350048994
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.47503394422982
"O95754_IDR_688_739",0.52496605577018
"O95757_IDR_503_575",0.513147892141394
"O95757_IDR_788_839",0.486852107858606
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.492979805036383
"O95789_IDR_599_737",0.507020194963617
"O95793_IDR_387_480",0.484543022254041
"O95793_IDR_9_69",0.515456977745959
"O95800_IDR_1_38",0.331828738020072
"O95800_IDR_234_327",0.320067783970394
"O95800_IDR_402_540",0.348103478009535
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.33966062221867
"O95835_IDR_1_137",0.350496826736187
"O95835_IDR_140_633",0.309842551045143
"O95838_IDR_1_41",0.517269085395394
"O95838_IDR_463_553",0.482730914604606
"O95841_IDR_1_45",0.482184873488843
"O95841_IDR_204_270",0.517815126511157
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.507104265636454
"O95873_IDR_264_294",0.492895734363546
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.497160519760564
"O95886_IDR_905_965",0.502839480239436
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.481363576021675
"O95983_IDR_250_291",0.554280432415379
"O95983_IDR_52_108",0.445719567584621
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.361371270920149
"O95996_IDR_698_2303",0.325189092447959
"O95996_IDR_79_128",0.313439636631892
