"","GO0140097_catalytic_activity._acting_on_DNA"
"O94941_IDR_219_250",0.460327515502601
"O94941_IDR_339_480",0.539672484497399
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.192314342661831
"O94966_IDR_203_274",0.202685205516912
"O94966_IDR_399_488",0.203039891056463
"O94966_IDR_874_983",0.194633397661694
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.484275816635721
"O94972_IDR_624_943",0.515724183364279
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.32879486678752
"O94979_IDR_792_858",0.306977393330371
"O94979_IDR_881_1111",0.36422773988211
"O94983_IDR_1119_1202",0.199716531920775
"O94983_IDR_212_305",0.199060454732747
"O94983_IDR_392_435",0.202219784326036
"O94983_IDR_447_490",0.203721363935647
"O94983_IDR_814_1022",0.195281865084795
"O94985_IDR_819_902",0.480212411238624
"O95025_IDR_1_38",0.487745895213701
"O95025_IDR_737_777",0.512254104786299
"O95049_IDR_279_374",0.249246615214181
"O95049_IDR_558_590",0.252441058914493
"O95049_IDR_774_919",0.245192095256493
"O95049_IDR_94_189",0.253120230614833
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.515344605440788
"O95069_IDR_333_398",0.484655394559212
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0993128512155258
"O95071_IDR_1749_1779",0.0988782085675428
"O95071_IDR_1860_1911",0.09886421303208
"O95071_IDR_1965_2021",0.100799566998657
"O95071_IDR_2027_2174",0.0990422372463612
"O95071_IDR_2318_2364",0.099488474321661
"O95071_IDR_2454_2499",0.101685301827063
"O95071_IDR_583_645",0.104815581532577
"O95071_IDR_81_159",0.0987959996964551
"O95071_IDR_936_1074",0.0983175655620767
"O95155_IDR_1_152",0.510098712284016
"O95155_IDR_218_393",0.489901287715984
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.504416743396512
"O95158_IDR_20_58",0.495583256603488
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.171917350993999
"O95180_IDR_1564_1595",0.174833089853486
"O95180_IDR_1_68",0.1598993014931
"O95180_IDR_1867_2353",0.163358674561852
"O95180_IDR_424_459",0.161732314330481
"O95180_IDR_483_771",0.168259268767082
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.447255364724029
"O95235_IDR_702_890",0.237466672337956
"O95238_IDR_70_118",0.505366791354244
"O95239_IDR_426_558",0.305793283498075
"O95239_IDR_656_820",0.293134136034269
"O95239_IDR_918_1232",0.401072580467655
"O95243_IDR_149_434",0.567792861884283
"O95243_IDR_1_82",0.432207138115717
"O95248_IDR_1059_1113",0.166789103474306
"O95248_IDR_1284_1318",0.165904800308946
"O95248_IDR_1683_1713",0.166358788048773
"O95248_IDR_1718_1764",0.164675954652115
"O95248_IDR_778_819",0.165498061700742
"O95248_IDR_91_121",0.170773291815117
"O95249_IDR_118_163",0.499064477477231
"O95249_IDR_31_74",0.50093552252277
"O95251_IDR_1_206",0.504626938554735
"O95251_IDR_208_332",0.495373061445265
"O95255_IDR_263_294",0.50441540909893
"O95255_IDR_856_922",0.49558459090107
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.503729333454952
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.459016116841989
"O95365_IDR_487_584",0.540983883158011
"O95373_IDR_881_913",0.497159169526494
"O95373_IDR_917_948",0.502840830473506
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.330109192633993
"O95382_IDR_1_41",0.315668219372493
"O95382_IDR_908_996",0.354222587993514
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.315741801269287
"O95391_IDR_200_257",0.306199750994765
"O95391_IDR_465_560",0.378058447735948
"O95393_IDR_1_49",0.495769009695767
"O95393_IDR_276_319",0.504230990304233
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.508972319607253
"O95436_IDR_634_690",0.491027680392747
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.332794020649215
"O95450_IDR_1_52",0.32851997554815
"O95450_IDR_217_263",0.338686003802635
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.336754982304232
"O95466_IDR_168_222",0.330386693920573
"O95466_IDR_446_635",0.332858323775195
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.332594853730543
"O95477_IDR_1255_1314",0.33165678305997
"O95477_IDR_2226_2261",0.335748363209487
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.492921670925446
"O95567_IDR_87_163",0.507078329074554
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.531731526169064
"O95602_IDR_208_249",0.468268473830936
"O95613_IDR_1_266",0.249436413034344
"O95613_IDR_1384_2557",0.189131832182056
"O95613_IDR_2815_3128",0.188288371559045
"O95613_IDR_321_1256",0.18893984041047
"O95613_IDR_3222_3296",0.184203542814086
"O95622_IDR_1_204",0.497570526112687
"O95622_IDR_649_711",0.502429473887313
"O95625_IDR_124_174",0.30216515308269
"O95625_IDR_320_364",0.289734055378625
"O95625_IDR_369_649",0.408100791538685
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.497012271519271
"O95644_IDR_702_912",0.502987728480729
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.496355924126163
"O95677_IDR_289_366",0.503644075873837
"O95678_IDR_27_62",0.501167998794863
"O95678_IDR_479_551",0.498832001205137
"O95714_IDR_2417_2458",0.209297890792382
"O95714_IDR_2509_2547",0.195844116134245
"O95714_IDR_3410_3529",0.195967928525306
"O95721_IDR_1_213",0.505644951860018
"O95721_IDR_215_258",0.494355048139982
"O95727_IDR_220_304",0.321063361839876
"O95727_IDR_314_360",0.346485000566112
"O95727_IDR_363_393",0.332451637594013
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.495718310257986
"O95754_IDR_688_739",0.504281689742014
"O95757_IDR_503_575",0.503985471050003
"O95757_IDR_788_839",0.496014528949997
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.500660559700961
"O95789_IDR_599_737",0.499339440299039
"O95793_IDR_387_480",0.507276143782275
"O95793_IDR_9_69",0.492723856217725
"O95800_IDR_1_38",0.334241557385247
"O95800_IDR_234_327",0.332515095163348
"O95800_IDR_402_540",0.333243347451404
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.344098774654485
"O95835_IDR_1_137",0.330070505017223
"O95835_IDR_140_633",0.325830720328292
"O95838_IDR_1_41",0.493913491973647
"O95838_IDR_463_553",0.506086508026353
"O95841_IDR_1_45",0.506107359603336
"O95841_IDR_204_270",0.493892640396664
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.503545442701004
"O95873_IDR_264_294",0.496454557298996
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.509836351036169
"O95886_IDR_905_965",0.490163648963831
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.469572113628684
"O95983_IDR_250_291",0.512243243338457
"O95983_IDR_52_108",0.487756756661543
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.333459276317587
"O95996_IDR_698_2303",0.3301365407515
"O95996_IDR_79_128",0.336404182930913
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.503845325101257
"O96004_IDR_155_201",0.496154674898743
"O96005_IDR_1_87",0.47493533852243
"O96005_IDR_597_669",0.52506466147757
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.477247847698911
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.529265357363216
"P01127_IDR_53_86",0.470734642636783
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.504513494285717
"P01135_IDR_1_37",0.495486505714283
"P01138_IDR_1_70",0.493895856505145
"P01138_IDR_91_126",0.506104143494855
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.473248501836418
"P01210_IDR_72_203",0.526751498163582
"P01213_IDR_1_61",0.490025632696825
"P01213_IDR_70_211",0.509974367303174
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.503144038294938
"P02538_IDR_1_61",0.500979870718938
"P02538_IDR_493_564",0.499020129281062
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.495932955188845
"P02671_IDR_263_626",0.504067044811155
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.252046728184414
"P02686_IDR_180_217",0.258526762530666
"P02686_IDR_251_287",0.243897562476313
"P02686_IDR_98_178",0.245528946808607
"P02730_IDR_1_52",0.329251226779454
"P02730_IDR_161_214",0.329802072662736
"P02730_IDR_338_371",0.34094670055781
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.502820465167491
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.330423684548787
"P04233_IDR_263_296",0.335863762520779
"P04233_IDR_86_136",0.333712552930434
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.502172255815806
"P04259_IDR_493_564",0.497827744184194
"P04264_IDR_1_61",0.494617688743557
"P04264_IDR_509_644",0.505382311256443
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.287548122661686
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.338022683166351
"P05305_IDR_1_52",0.315263200687625
"P05305_IDR_84_118",0.346714116146024
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.48165423243495
"P05423_IDR_278_310",0.51834576756505
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.453578586850535
"P05455_IDR_325_408",0.546421413149465
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.514833340630928
"P05997_IDR_79_1263",0.485166659369072
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.494095042078629
"P06213_IDR_743_793",0.505904957921371
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.314688211129005
"P06400_IDR_580_644",0.331118265695963
"P06400_IDR_855_928",0.354193523175033
"P06401_IDR_1_463",0.326385038687639
"P06401_IDR_474_505",0.335939410313361
"P06401_IDR_636_674",0.337675550999001
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.509504902702548
"P06734_IDR_289_321",0.490495097297452
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.496115905710717
"P06850_IDR_80_157",0.503884094289283
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.492987399250395
"P07333_IDR_927_961",0.507012600749605
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.506393269199059
"P07359_IDR_533_573",0.493606730800941
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.494409096220938
"P07492_IDR_91_148",0.505590903779062
"P07498_IDR_1_47",0.502161023849284
"P07498_IDR_72_182",0.497838976150716
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.511033851592047
"P07814_IDR_954_1019",0.488966148407953
"P07900_IDR_226_279",0.59988856004397
"P07900_IDR_699_732",0.40011143995603
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.502666892798243
"P08151_IDR_1_270",0.379338281256298
"P08151_IDR_294_332",0.318634212357577
"P08151_IDR_334_1106",0.302027506386125
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.559191943746288
"P08183_IDR_632_691",0.440808056253712
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.495221681548827
"P08235_IDR_671_731",0.504778318451173
"P08238_IDR_222_271",0.540111924501742
"P08238_IDR_691_724",0.459888075498258
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.49102568494015
"P08476_IDR_259_316",0.50897431505985
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.5240432801902
"P08575_IDR_27_225",0.4759567198098
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.500366349155159
"P08779_IDR_424_473",0.499633650844841
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.532248951622807
"P08F94_IDR_4026_4059",0.467751048377193
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.498807970731855
"P09016_IDR_9_130",0.501192029268145
"P09017_IDR_1_171",0.514882572426532
"P09017_IDR_212_264",0.485117427573468
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.330720722660525
"P09086_IDR_270_300",0.343058339817655
"P09086_IDR_351_479",0.326220937521821
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.492351137316381
"P09681_IDR_1_54",0.482988327469526
"P09681_IDR_83_124",0.517011672530474
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.346341747238672
"P09874_IDR_352_387",0.30338859290885
"P09874_IDR_483_521",0.350269659852477
"P09884_IDR_1_65",0.421507350389195
"P09884_IDR_90_330",0.578492649610805
"P09912_IDR_1_56",0.481804665003281
"P09912_IDR_91_130",0.518195334996719
"P0C025_IDR_297_328",1
"P0C0L5_IDR_1424_1461",1
"P0C1S8_IDR_1_202",0.538542931165295
"P0C1S8_IDR_517_567",0.461457068834705
"P0C1Z6_IDR_1_214",1
"P0C221_IDR_1_34",0.468103756149114
"P0C221_IDR_741_793",0.531896243850886
"P0C263_IDR_1_46",1
"P0C264_IDR_311_359",1
"P0C2L3_IDR_1_122",0.495990719916839
"P0C2L3_IDR_125_166",0.504009280083161
"P0C2W1_IDR_1_36",1
"P0C2W7_IDR_1_110",0.483432642540604
"P0C2W7_IDR_149_299",0.516567357459396
"P0C5Y4_IDR_1_121",1
"P0C671_IDR_1_533",1
"P0C6A0_IDR_1_204",1
"P0C7I6_IDR_239_297",0.331319338581142
"P0C7I6_IDR_42_90",0.333331843921659
"P0C7M4_IDR_1_136",1
"P0C7M8_IDR_1_88",1
"P0C7N4_IDR_150_181",0.501696252392976
"P0C7N4_IDR_184_270",0.498303747607024
"P0C7P1_IDR_69_496",1
"P0C7Q5_IDR_1_45",1
"P0C7Q6_IDR_1_44",1
"P0C7T5_IDR_1_463",0.490456921885114
"P0C7T5_IDR_586_666",0.509543078114886
"P0C7T8_IDR_168_217",1
"P0C7U0_IDR_264_302",0.253289688605183
"P0C7U0_IDR_473_527",0.251622843011757
"P0C7U0_IDR_529_571",0.251012671649885
"P0C7U0_IDR_577_749",0.244074796733175
"P0C7U3_IDR_277_371",1
"P0C7V6_IDR_1_33",0.337899683884283
"P0CG12_IDR_1_524",1
"P0CG20_IDR_1_571",1
"P0CG23_IDR_1_540",0.492790034445592
"P0CG23_IDR_604_659",0.507209965554408
"P0CG32_IDR_225_344",1
"P0CG33_IDR_1_693",1
"P0CG36_IDR_26_64",1
"P0CG37_IDR_24_64",1
"P0CG40_IDR_1_151",0.332388895091891
"P0CG40_IDR_195_330",0.326908749923598
"P0CG40_IDR_396_484",0.340702354984511
"P0CH99_IDR_60_171",1
"P0CI00_IDR_60_171",1
"P0CI01_IDR_1_187",1
"P0CJ78_IDR_1_343",1
"P0DJD1_IDR_979_1024",1
"P0DJD3_IDR_69_496",1
"P0DJG4_IDR_1_378",1
"Q7RTS3_IDR_1_165",1
"Q7RTS6_IDR_430_479",1
"Q7RTS7_IDR_470_529",1
"Q7RTT5_IDR_73_176",1
"Q7RTT9_IDR_1_60",0.499486908975949
"Q7RTT9_IDR_286_333",0.500513091024051
"Q7RTU0_IDR_134_167",0.502380532477804
"Q7RTU0_IDR_1_56",0.497619467522196
"Q7RTU1_IDR_166_214",0.487755337317252
"Q7RTU1_IDR_1_82",0.512244662682748
"Q7RTU3_IDR_157_233",0.48177119367738
"Q7RTU3_IDR_1_94",0.51822880632262
"Q7RTU4_IDR_127_204",0.431986761007278
"Q7RTU4_IDR_1_72",0.568013238992722
"Q7RTU7_IDR_1_86",1
"Q7RTV3_IDR_1_166",0.489418148255843
"Q7RTV3_IDR_230_340",0.510581851744157
"Q7RTW8_IDR_1106_1153",1
"Q7RTX7_IDR_17_57",0.326583599157411
"Q7Z2Z1_IDR_543_631",0.380476670189303
"Q7Z2Z1_IDR_806_1910",0.332162487731617
"Q7Z2Z2_IDR_444_501",0.496732970067246
"Q7Z2Z2_IDR_902_949",0.503267029932754
"Q7Z309_IDR_1_247",1
"Q7Z333_IDR_2457_2677",0.363291326053401
"Q7Z333_IDR_599_1695",0.636708673946598
"Q7Z340_IDR_1_216",1
"Q7Z353_IDR_53_545",0.32926752169275
"Q7Z353_IDR_548_584",0.336819979981573
"Q7Z353_IDR_654_690",0.333912498325677
"Q7Z388_IDR_1_42",1
"Q7Z398_IDR_74_200",1
"Q7Z3B4_IDR_1_130",1
"Q7Z3C6_IDR_585_808",1
"Q7Z3D4_IDR_115_208",0.333676637312323
"Q7Z3D4_IDR_242_306",0.336824287860425
"Q7Z3D4_IDR_28_58",0.329499074827252
"Q7Z3E1_IDR_79_231",1
"Q7Z3E2_IDR_1_209",0.478230046574612
"Q7Z3K3_IDR_1333_1410",0.200658226477006
"Q7Z3K3_IDR_382_462",0.202056889436596
"Q7Z3K3_IDR_694_743",0.196766442835403
"Q7Z3K3_IDR_857_972",0.205880721940993
"Q7Z3K6_IDR_1_171",0.490194728980719
"Q7Z3K6_IDR_328_481",0.509805271019281
"Q7Z3S7_IDR_1_37",1
"Q7Z3T8_IDR_1_747",0.514208939629185
"Q7Z3T8_IDR_749_1001",0.485791060370815
"Q7Z3U7_IDR_509_542",0.504398753269985
"Q7Z3U7_IDR_626_666",0.495601246730015
"Q7Z3V5_IDR_48_138",1
"Q7Z3Y7_IDR_1_72",0.323682261958116
"Q7Z3Y7_IDR_397_429",0.337944692100432
"Q7Z3Y7_IDR_434_464",0.338373045941452
"Q7Z3Y8_IDR_1_69",0.496272647530635
"Q7Z3Y8_IDR_394_459",0.503727352469365
"Q7Z3Y9_IDR_1_68",0.324260765641974
"Q7Z3Y9_IDR_394_428",0.339075181560692
"Q7Z3Y9_IDR_435_468",0.336664052797333
"Q7Z460_IDR_1082_1269",0.318935203942888
"Q7Z460_IDR_542_845",0.343569082067458
"Q7Z465_IDR_1_160",1
"Q7Z478_IDR_176_286",0.235605572826498
"Q7Z478_IDR_1_82",0.309718041159829
"Q7Z478_IDR_303_359",0.231451144328
"Q7Z478_IDR_502_542",0.223225241685673
"Q7Z494_IDR_1_73",1
"Q7Z4F1_IDR_536_687",1
"Q7Z4H7_IDR_325_379",0.50381634165418
"Q7Z4H7_IDR_396_955",0.49618365834582
"Q7Z4H9_IDR_1_146",1
"Q7Z4K8_IDR_65_119",1
"Q7Z4L0_IDR_1_37",1
"Q7Z4M0_IDR_151_199",1
"Q7Z4N2_IDR_1168_1226",0.187723451194107
"Q7Z4N2_IDR_1238_1603",0.190296082446791
"Q7Z4N2_IDR_405_448",0.217892488809455
"Q7Z4N2_IDR_560_603",0.198238489119288
"Q7Z4N2_IDR_775_812",0.205849488430359
"Q7Z570_IDR_465_1157",0.573510010367683
"Q7Z572_IDR_1_215",0.305745489439089
"Q7Z572_IDR_341_373",0.372785816798058
"Q7Z572_IDR_411_469",0.321468693762853
"Q7Z589_IDR_95_1322",1
"Q7Z591_IDR_1_612",0.507018632772361
"Q7Z591_IDR_614_1439",0.492981367227639
"Q7Z5B4_IDR_1_110",0.483030539419354
"Q7Z5B4_IDR_117_369",0.516969460580646
"Q7Z5D8_IDR_1_106",1
"Q7Z5R6_IDR_1_165",0.523515179740238
"Q7Z5R6_IDR_437_666",0.476484820259762
"Q7Z5V6_IDR_1_314",1
"Q7Z5Y6_IDR_1_33",0.422395151921313
"Q7Z5Y6_IDR_257_296",0.577604848078687
"Q7Z5Y7_IDR_1_115",1
"P0DJH9_IDR_131_168",1
"P0DJJ0_IDR_166_228",1
"P0DKB5_IDR_347_382",1
"P0DKL9_IDR_1_79",1
"P0DL12_IDR_1_43",0.332281982229902
"P0DL12_IDR_47_86",0.339464404148757
"P0DL12_IDR_88_118",0.328253613621341
"P0DN87_IDR_122_165",1
"P0DP42_IDR_184_221",1
"P0DP91_IDR_160_239",0.319315524660413
"P0DP91_IDR_1_72",0.29159448878983
"P0DP91_IDR_241_581",0.389089986549757
"P0DPA2_IDR_292_414",1
"P0DPD6_IDR_1_74",0.511002047933943
"P0DPD6_IDR_98_135",0.488997952066057
"P0DPD7_IDR_220_255",1
"P0DPF3_IDR_1_718",1
"P0DPI2_IDR_1_40",1
"P0DPI3_IDR_1_95",1
"P0DPK2_IDR_1_41",1
"P0DPK5_IDR_1_39",1
"P10275_IDR_36_481",0.490806609092132
"P10275_IDR_624_663",0.509193390907868
"P10276_IDR_1_82",0.498313059442398
"P10276_IDR_418_462",0.501686940557602
"P10323_IDR_294_377",1
"P10398_IDR_162_295",1
"P10412_IDR_108_219",0.53635664688435
"P10412_IDR_1_36",0.46364335311565
"P10415_IDR_33_87",1
"P10451_IDR_1_314",1
"P10515_IDR_181_215",0.504008078680767
"P10515_IDR_308_351",0.495991921319233
"P10586_IDR_1285_1328",1
"P10588_IDR_121_159",0.498796813685121
"P10588_IDR_1_50",0.501203186314879
"P10589_IDR_149_182",0.501684746149103
"P10589_IDR_1_80",0.498315253850897
"P10600_IDR_255_310",1
"P10606_IDR_1_42",1
"P10636_IDR_1_624",1
"P10914_IDR_115_211",1
"P10997_IDR_1_34",0.49815831637539
"P10997_IDR_53_89",0.50184168362461
"P11047_IDR_1_35",1
"P11055_IDR_1907_1940",1
"P11137_IDR_1_1667",1
"P11142_IDR_615_646",1
"P11150_IDR_1_42",1
"P11161_IDR_1_476",1
"P11171_IDR_1_205",0.352280821223478
"P11171_IDR_510_821",0.314263717805172
"P11171_IDR_824_864",0.33345546097135
"P11226_IDR_1_37",0.501021504882169
"P11226_IDR_40_106",0.498978495117831
"P11229_IDR_223_363",1
"P11230_IDR_362_425",1
"P11274_IDR_68_493",1
"P11277_IDR_2078_2137",1
"P11279_IDR_186_216",1
"P11308_IDR_1_130",0.50476280669259
"P11487_IDR_1_36",0.489684046331396
"P11487_IDR_193_239",0.510315953668604
"P11498_IDR_1_33",1
"P11717_IDR_2355_2491",1
"P11801_IDR_29_84",0.542294601037144
"P11801_IDR_361_424",0.457705398962856
"P11831_IDR_1_141",0.329108446762462
"P11831_IDR_223_406",0.334897133791152
"P11831_IDR_464_508",0.335994419446386
"P11836_IDR_235_297",1
"P11940_IDR_425_543",1
"P12034_IDR_1_80",0.488765918170046
"P12034_IDR_232_268",0.511234081829954
"P12035_IDR_1_140",0.503930103849489
"P12035_IDR_529_628",0.496069896150511
"P12074_IDR_1_33",1
"P12107_IDR_242_1573",1
"P12109_IDR_252_591",1
"P12110_IDR_1_39",0.501198266338999
"P12110_IDR_253_591",0.498801733661001
"P12111_IDR_2041_2371",0.499674837901762
"P12111_IDR_2845_2994",0.500325162098238
"P12259_IDR_1125_1164",0.237054874314721
"P12259_IDR_1189_1499",0.243516260788497
"P12259_IDR_687_771",0.243770766423765
"P12259_IDR_779_1087",0.275658098473017
"P12270_IDR_341_384",0.143855981244394
"P12270_IDR_464_506",0.143188042138008
"P12270_IDR_508_672",0.137374286953219
"P12270_IDR_900_941",0.142236153347705
"P12645_IDR_1_53",0.432360395718939
"P12645_IDR_275_368",0.567639604281061
"P12694_IDR_1_50",1
"P12755_IDR_28_85",0.419461172403066
"P12755_IDR_312_577",0.580538827596934
"P12757_IDR_1_141",0.501042623173058
"P12757_IDR_357_553",0.498957376826942
"P12821_IDR_1_50",1
"P12829_IDR_1_40",1
"P12872_IDR_1_76",1
"P12931_IDR_1_83",1
"P12980_IDR_1_157",0.506056988637526
"P12980_IDR_212_280",0.493943011362474
"P13010_IDR_544_585",1
"P13051_IDR_12_65",1
"P13056_IDR_1_45",0.502290185165983
"P13056_IDR_61_365",0.497709814834017
"P13073_IDR_1_32",1
"P13196_IDR_113_170",0.336065360752672
"P13196_IDR_1_34",0.327469481606216
"P13196_IDR_40_111",0.336465157641112
"P13232_IDR_118_148",1
"P13349_IDR_1_117",0.538547142609646
"P13349_IDR_140_251",0.461452857390354
"P13378_IDR_1_242",0.493169881968184
"P13378_IDR_249_290",0.506830118031816
"P13385_IDR_25_75",1
"P13473_IDR_186_216",1
"P13497_IDR_55_124",1
"P13498_IDR_135_195",1
"P13611_IDR_1330_3078",0.327319491003404
"P13611_IDR_3359_3396",0.331746858720798
"P13611_IDR_350_1327",0.340933650275798
"P13631_IDR_1_85",0.488417786743901
"P13631_IDR_421_454",0.511582213256099
"P13640_IDR_1_44",1
"P13645_IDR_1_118",0.499017731024272
"P13645_IDR_456_584",0.500982268975728
"P13646_IDR_1_85",0.49786839154385
"P13646_IDR_413_458",0.50213160845615
"P13647_IDR_1_73",0.502644979764581
"P13647_IDR_497_590",0.497355020235419
