"","GO0000226_microtubule_cytoskeleton_organization"
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.511186588972968
"Q9H1V8_IDR_646_711",0.488813411027032
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.449918169423231
"Q9H1Y3_IDR_330_397",0.550081830576769
"Q9H1Z8_IDR_109_148",0.515472579763277
"Q9H1Z8_IDR_1_31",0.484527420236723
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.504531406845973
"Q9H2C1_IDR_298_345",0.495468593154027
"Q9H2D6_IDR_1_2115",0.498092471449827
"Q9H2D6_IDR_2151_2188",0.501907528550173
"Q9H2F5_IDR_276_439",0.43745464633943
"Q9H2F5_IDR_471_836",0.56254535366057
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.291548516581972
"Q9H2G2_IDR_313_796",0.708451483418028
"Q9H2G4_IDR_1_210",0.430873466020528
"Q9H2G4_IDR_426_682",0.569126533979472
"Q9H2G9_IDR_1_130",0.473389709563821
"Q9H2G9_IDR_219_321",0.526610290436179
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.503987633296935
"Q9H2W2_IDR_136_220",0.518691048465642
"Q9H2W2_IDR_1_91",0.481308951534358
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.483970589516007
"Q9H2X6_IDR_536_1061",0.516029410483993
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.324566734814194
"Q9H2X9_IDR_87_120",0.333554236813006
"Q9H2X9_IDR_942_1066",0.3418790283728
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.323598196003668
"Q9H2Y9_IDR_374_412",0.348505311438329
"Q9H2Y9_IDR_763_848",0.327896492558003
"Q9H2Z4_IDR_1_191",0.449928625034785
"Q9H2Z4_IDR_289_342",0.550071374965215
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.430022865802601
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.358800643829341
"Q9H3P7_IDR_22_69",0.300838209308145
"Q9H3P7_IDR_291_363",0.340361146862514
"Q9H3Q1_IDR_1_35",0.351103530520713
"Q9H3Q1_IDR_227_356",0.334634223608448
"Q9H3Q1_IDR_55_199",0.31426224587084
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.259367613972369
"Q9H422_IDR_87_147",0.229922181929203
"Q9H422_IDR_874_1078",0.228322034332326
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.296741950963424
"Q9H461_IDR_344_380",0.220812315366853
"Q9H461_IDR_624_694",0.482445733669723
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.313653934606028
"Q9H4A3_IDR_1262_2382",0.373040754437621
"Q9H4A3_IDR_567_1259",0.313305310956351
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.517487908008431
"Q9H4B4_IDR_337_413",0.48251209199157
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.326869022420125
"Q9H4L5_IDR_164_210",0.317431128871479
"Q9H4L5_IDR_246_512",0.355699848708396
"Q9H4L7_IDR_1_248",0.541621429588918
"Q9H4L7_IDR_292_382",0.458378570411082
"Q9H4M7_IDR_1_46",0.28407643577246
"Q9H4M7_IDR_149_436",0.352527338460588
"Q9H4M7_IDR_473_747",0.363396225766952
"Q9H4Q3_IDR_162_443",0.429413155172118
"Q9H4Q3_IDR_643_707",0.570586844827882
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.498530220819136
"Q9H4S2_IDR_199_264",0.501469779180864
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.216159654126989
"Q9H5I5_IDR_1464_1896",0.219487798512991
"Q9H5I5_IDR_2042_2146",0.116741700026835
"Q9H5I5_IDR_837_904",0.129924185578881
"Q9H5J0_IDR_173_466",0.453138233120024
"Q9H5J0_IDR_521_574",0.546861766879976
"Q9H5J8_IDR_1_74",0.329201296945661
"Q9H5J8_IDR_245_278",0.345233202909311
"Q9H5J8_IDR_85_122",0.325565500145028
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.41967755662864
"Q9H5N1_IDR_305_440",0.58032244337136
"Q9H5P4_IDR_309_391",0.221210959473246
"Q9H5P4_IDR_393_553",0.208266788694054
"Q9H5P4_IDR_679_856",0.176377118759412
"Q9H5P4_IDR_952_1033",0.205762533132283
"Q9H5P4_IDR_9_54",0.188382599941005
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.513457015524447
"Q9H5V7_IDR_1_55",0.486542984475553
"Q9H6B1_IDR_216_263",0.200829955049153
"Q9H6B1_IDR_279_319",0.192693774090729
"Q9H6B1_IDR_327_363",0.201874079849802
"Q9H6B1_IDR_92_201",0.231316753601612
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.526705080123837
"Q9H6E5_IDR_636_759",0.473294919876163
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.514463304028009
"Q9H6X2_IDR_475_564",0.485536695971991
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.50334293476875
"Q9H6Y5_IDR_68_119",0.496657065231249
"Q9H6Z4_IDR_1_384",0.498177536294699
"Q9H6Z4_IDR_514_567",0.501822463705301
"Q9H706_IDR_335_769",1
"Q9H7N4_IDR_1_1209",0.497105026108491
"Q9H7N4_IDR_1279_1312",0.502894973891509
"Q9H7P6_IDR_196_242",1
"Q9H7P9_IDR_1_98",0.514696705970938
"Q9H7P9_IDR_429_1386",0.485303294029062
"Q9H7R0_IDR_67_127",1
"Q9H7R5_IDR_47_177",1
"Q9H7S9_IDR_1_548",1
"Q9H7T9_IDR_1_281",1
"Q9H7U1_IDR_1_655",0.389315584268519
"Q9H825_IDR_119_190",1
"Q9H832_IDR_1_77",1
"Q9H841_IDR_1_42",0.514517002211053
"Q9H841_IDR_333_368",0.485482997788947
"Q9H845_IDR_1_36",1
"Q9H857_IDR_1_38",1
"Q9H869_IDR_1_160",0.283060961325424
"Q9H869_IDR_345_375",0.241317478519505
"Q9H869_IDR_392_745",0.229318358914622
"Q9H869_IDR_752_796",0.246303201240448
"Q9H875_IDR_1_184",1
"Q9H892_IDR_44_77",1
"Q9H898_IDR_87_142",1
"Q9H8E8_IDR_1_64",0.509203403478397
"Q9H8E8_IDR_211_460",0.490796596521603
"Q9H8G2_IDR_1_126",0.407897706291171
"Q9H8G2_IDR_198_361",0.592102293708829
"Q9H8J5_IDR_125_377",1
"Q9H8K7_IDR_216_327",1
"Q9H8L6_IDR_126_241",0.172966765474657
"Q9H8W4_IDR_215_249",1
"Q9H8X9_IDR_277_412",1
"Q9H8Y1_IDR_359_397",0.496553691276275
"Q9H8Y1_IDR_553_618",0.503446308723725
"Q9H8Y5_IDR_120_153",0.256421171740136
"Q9H8Y5_IDR_354_489",0.440519228241697
"Q9H8Y5_IDR_618_681",0.303059600018167
"Q9H8Y8_IDR_208_452",1
"Q9H902_IDR_142_201",1
"Q9H903_IDR_1_38",1
"Q9H910_IDR_1_177",1
"Q9H930_IDR_1_36",0.4564999835099
"Q9H930_IDR_152_299",0.5435000164901
"Q9H939_IDR_290_332",1
"Q9H967_IDR_179_251",0.514463917480905
"Q9H967_IDR_60_176",0.485536082519095
"Q9H972_IDR_464_518",0.52873722964541
"Q9H972_IDR_71_300",0.47126277035459
"Q9H981_IDR_1_36",0.54742047333511
"Q9H981_IDR_428_495",0.45257952666489
"Q9H9Q2_IDR_219_264",1
"Q9H9Q4_IDR_225_299",1
"Q9H9R9_IDR_1_158",1
"Q9H9S0_IDR_146_192",0.42555393488333
"Q9H9S0_IDR_1_98",0.57444606511667
"Q9H9Y2_IDR_1_52",0.456217829065055
"Q9H9Y2_IDR_84_128",0.543782170934945
"Q9H9Z2_IDR_119_209",0.49117573383703
"Q9H9Z2_IDR_1_36",0.50882426616297
"Q9HA38_IDR_1_235",1
"Q9HA47_IDR_241_277",1
"Q9HA82_IDR_335_394",1
"Q9HA90_IDR_155_448",0.569828444616702
"Q9HA90_IDR_91_139",0.430171555383297
"Q9HA92_IDR_1_37",1
"Q9HAB3_IDR_222_268",1
"Q9HAC8_IDR_1_31",1
"Q9HAF1_IDR_68_191",1
"Q9HAH1_IDR_45_146",1
"Q9HAH7_IDR_1_460",1
"Q9HAU8_IDR_677_725",1
"Q9HAV5_IDR_263_297",0.543315494251094
"Q9HAV5_IDR_66_246",0.456684505748906
"Q9HAV7_IDR_1_57",1
"Q9HAW0_IDR_305_383",1
"Q9HAW4_IDR_1_1139",0.490785500996322
"Q9HAW4_IDR_1141_1256",0.281863842292614
"Q9HAW4_IDR_1292_1332",0.227350656711064
"Q9HAY2_IDR_1_73",1
"Q9HAZ1_IDR_1_142",1
"Q9HAZ2_IDR_1_67",0.328398492016452
"Q9HAZ2_IDR_216_393",0.354425993857178
"Q9HAZ2_IDR_397_1246",0.317175514126369
"Q9HB07_IDR_1_43",1
"Q9HB09_IDR_1_171",1
"Q9HB14_IDR_296_346",0.477096777581939
"Q9HB14_IDR_356_386",0.522903222418061
"Q9HB15_IDR_316_368",0.49099934716429
"Q9HB15_IDR_380_430",0.50900065283571
"Q9HB20_IDR_181_300",1
"Q9HBH1_IDR_1_40",1
"Q9HBH7_IDR_1_58",1
"Q9HBH9_IDR_1_74",0.469036371753169
"Q9HBH9_IDR_408_458",0.530963628246831
"Q9HBI1_IDR_1_70",1
"Q9HBJ0_IDR_125_189",1
"Q9HBJ7_IDR_107_285",0.354503642991183
"Q9HBJ7_IDR_565_657",0.334090932987062
"Q9HBJ7_IDR_746_817",0.311405424021755
"Q9HBJ8_IDR_164_208",1
"Q9HBL0_IDR_344_1447",1
"Q9HBL6_IDR_237_268",1
"Q9HBM0_IDR_23_67",0.28995952573109
"Q9HBM0_IDR_400_474",0.37333314301995
"Q9HBM0_IDR_498_779",0.33670733124896
"Q9HC44_IDR_427_474",0.532224462890663
"Q9HC52_IDR_64_336",1
"Q9HC56_IDR_839_1237",1
"Q9HC58_IDR_1_91",0.477562019219548
"Q9HC58_IDR_272_434",0.522437980780452
"Q9HC62_IDR_1_363",1
"Q9HC73_IDR_299_342",1
"Q9HC77_IDR_1048_1151",0.341999683771232
"Q9HC77_IDR_33_949",0.658000316228768
"Q9HC78_IDR_1_65",0.509576168468455
"Q9HC78_IDR_202_498",0.490423831531545
"Q9HC84_IDR_1433_1501",0.187510077929008
"Q9HC84_IDR_1605_1778",0.216482955009868
"Q9HC84_IDR_1884_2304",0.179614414635373
"Q9HC84_IDR_2416_2861",0.215377850616963
"Q9HCE5_IDR_1_110",0.574169473368102
"Q9HCE5_IDR_397_456",0.425830526631898
"Q9HCE6_IDR_1131_1168",0.490116429728323
"Q9HCE6_IDR_1_309",0.509883570271677
"Q9HCE7_IDR_140_234",0.457995531493293
"Q9HCE7_IDR_266_307",0.542004468506707
"Q9HCE9_IDR_1156_1220",0.197572650092476
"Q9HCE9_IDR_1_35",0.205086722607339
"Q9HCE9_IDR_519_653",0.196911668985695
"Q9HCE9_IDR_658_727",0.21304665362434
"Q9HCE9_IDR_882_1143",0.187382304690151
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.491155982616446
"Q9HCG7_IDR_896_927",0.508844017383554
"Q9HCG8_IDR_1_124",0.307217720004691
"Q9HCG8_IDR_408_441",0.277657913635067
"Q9HCG8_IDR_656_908",0.415124366360242
"Q9HCJ5_IDR_129_202",0.292956743036936
"Q9HCJ5_IDR_1_72",0.344648285796537
"Q9HCJ5_IDR_483_513",0.362394971166527
"Q9HCJ6_IDR_1_38",0.517346094343591
"Q9HCJ6_IDR_383_419",0.482653905656409
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.241486726839868
"Q9HCK1_IDR_1862_2007",0.21644325522626
"Q9HCK1_IDR_2065_2354",0.234326336181584
"Q9HCK1_IDR_56_1610",0.307743681752288
"Q9HCK4_IDR_932_972",0.523198198308679
"Q9HCK4_IDR_982_1378",0.476801801691321
"Q9HCK8_IDR_1399_1439",0.254540363959206
"Q9HCK8_IDR_1_662",0.220218805621717
"Q9HCK8_IDR_1663_1736",0.258108923230195
"Q9HCK8_IDR_1967_2581",0.267131907188882
"Q9HCL0_IDR_725_915",0.5420718414139
"Q9HCL0_IDR_952_1083",0.4579281585861
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.476865330076847
"Q9HCU0_IDR_401_687",0.523134669923153
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.48150753474636
"Q9HCU9_IDR_172_205",0.518492465253639
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.314936846869989
"Q9HCX4_IDR_736_775",0.361194596776984
"Q9HCX4_IDR_829_862",0.323868556353026
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.429679040815249
"Q9HD20_IDR_884_948",0.570320959184751
"Q9HD23_IDR_1_81",0.479163380881464
"Q9HD23_IDR_399_443",0.520836619118536
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.6145461321395
"Q9HD67_IDR_947_1167",0.3854538678605
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.470439654615671
"Q9NP64_IDR_93_128",0.529560345384329
"Q9NP66_IDR_1_102",0.489274900835264
"Q9NP66_IDR_181_220",0.510725099164736
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.513987359538005
"Q9NP71_IDR_189_666",0.486012640461995
"Q9NP74_IDR_211_242",0.220180063431006
"Q9NP74_IDR_246_406",0.246043605434528
"Q9NP74_IDR_450_551",0.223734020242873
"Q9NP74_IDR_92_209",0.310042310891593
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.322310724166616
"Q9NP80_IDR_217_286",0.341238774574157
"Q9NP80_IDR_294_353",0.336450501259227
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.499334653865153
"Q9NP85_IDR_352_383",0.500665346134847
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.36185938632269
"Q9NPD5_IDR_649_702",0.332988519333086
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.52000288854684
"Q6PJI9_IDR_344_383",0.346541784297229
"Q6PJI9_IDR_497_528",0.312495797057227
"Q6PJI9_IDR_588_639",0.340962418645543
"Q6PJP8_IDR_1_115",0.317286710915848
"Q6PJP8_IDR_183_409",0.381017693154137
"Q6PJP8_IDR_412_697",0.301695595930015
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.106953574310453
"Q6Q759_IDR_1143_1219",0.102618060088659
"Q6Q759_IDR_1324_1379",0.104811959960254
"Q6Q759_IDR_1926_2028",0.123798438606651
"Q6Q759_IDR_880_932",0.109600273672996
"Q6Q759_IDR_936_1012",0.132388554553587
"Q6QHK4_IDR_124_161",0.534347261490062
"Q6QHK4_IDR_1_64",0.465652738509938
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.251160571952565
"Q6T4P5_IDR_542_578",0.225597282108614
"Q6T4P5_IDR_606_718",0.241030880296392
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.115224085421409
"Q6TFL3_IDR_344_374",0.115735203822481
"Q6TFL3_IDR_385_488",0.175290228020709
"Q6TFL3_IDR_758_980",0.123324112233613
"Q6UWB4_IDR_1_52",0.479327789499693
"Q6UWB4_IDR_303_352",0.520672210500307
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.515756449551272
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.528700760686638
"Q6UXY8_IDR_961_1006",0.540199718388266
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.514701145394506
"Q6UY09_IDR_538_573",0.485298854605494
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.460514587274604
"Q6UY14_IDR_605_661",0.539485412725396
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.328442161862589
"Q6VAB6_IDR_474_567",0.333217981564184
"Q6VAB6_IDR_571_651",0.338339856573228
"Q6VB84_IDR_1_106",0.48640580289721
"Q6VB84_IDR_235_416",0.51359419710279
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.52735337542806
"Q6X4U4_IDR_169_206",0.555287011300371
"Q6X4U4_IDR_1_70",0.444712988699629
"Q6X4W1_IDR_108_323",0.474007959842386
"Q6X4W1_IDR_1_101",0.525992040157614
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.441507250367279
"Q6XE24_IDR_371_437",0.558492749632721
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.501533109239094
"Q6XR72_IDR_419_485",0.498466890760906
"Q6XYB7_IDR_142_198",0.503866836935104
"Q6XYB7_IDR_1_90",0.496133163064896
"Q6XYQ8_IDR_140_228",0.492274347131804
"Q6XYQ8_IDR_86_131",0.507725652868196
"Q6XZF7_IDR_1350_1512",0.24726902043484
"Q6XZF7_IDR_209_242",0.244032303252769
"Q6XZF7_IDR_302_779",0.508698676312391
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.499834693241335
"Q6ZMI0_IDR_702_734",0.197335643760981
"Q6ZMI0_IDR_737_780",0.183158260904017
"Q9NPE2_IDR_1_60",0.47999711145316
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.346604078737309
"Q9NPF5_IDR_258_311",0.356644471366595
"Q9NPF5_IDR_396_467",0.296751449896096
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.486645739610327
"Q9NPG3_IDR_578_1134",0.513354260389673
"Q9NPG4_IDR_1124_1184",0.434379539461864
"Q9NPG4_IDR_785_1113",0.565620460538136
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.325349419902781
"Q9NPI1_IDR_35_132",0.341860214973032
"Q9NPI1_IDR_481_520",0.332790365124187
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.482019420053293
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.507770216996377
"Q9NQ34_IDR_1_36",0.492229783003623
"Q9NQ35_IDR_1_40",0.509549078592315
"Q9NQ35_IDR_43_103",0.490450921407685
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.482976163433674
"Q9NQ48_IDR_170_209",0.517023836566326
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.219263259684267
"Q9NQ66_IDR_1172_1216",0.231746074280345
"Q9NQ66_IDR_465_547",0.216116044556191
"Q9NQ66_IDR_817_1035",0.332874621479197
"Q9NQ69_IDR_197_275",0.308798173963228
"Q9NQ69_IDR_320_397",0.346484685664173
"Q9NQ69_IDR_32_66",0.3447171403726
"Q9NQ75_IDR_76_432",0.510083182418745
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.298356108955094
"Q9NQL9_IDR_287_336",0.348267006735392
"Q9NQL9_IDR_397_472",0.353376884309514
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.463579213980912
"Q9NQR7_IDR_121_581",0.536420786019088
"Q9NQS1_IDR_1_113",0.277631743971768
"Q9NQS1_IDR_205_347",0.722368256028232
"Q9NQS3_IDR_1_50",0.343403126406309
"Q9NQS3_IDR_359_408",0.334917750652618
"Q9NQS3_IDR_429_530",0.321679122941073
"Q9NQW6_IDR_889_924",0.431891592823998
"Q9NQW8_IDR_1_183",0.570636361536271
"Q9NQW8_IDR_685_779",0.429363638463729
"Q9NQX0_IDR_1_165",0.467807678222149
"Q9NQX0_IDR_379_468",0.532192321777851
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.365415107004906
"Q9NQX4_IDR_1227_1357",0.634584892995094
"Q9NQX5_IDR_107_282",0.550841644009609
"Q9NQX5_IDR_1_101",0.449158355990391
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.468138833109777
"Q9NQZ2_IDR_330_479",0.531861166890223
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.451957098219964
"Q9NQZ6_IDR_58_110",0.548042901780036
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.509389384768634
"Q9NR81_IDR_470_526",0.490610615231366
"Q9NR82_IDR_1_88",0.235774181662438
"Q9NR82_IDR_401_619",0.252650687696851
"Q9NR82_IDR_633_863",0.244240998436419
"Q9NR82_IDR_874_932",0.267334132204291
"Q9NR83_IDR_1_203",0.48616662761953
"Q9NR83_IDR_205_362",0.51383337238047
"Q9NR99_IDR_1646_1717",0.27935420331234
"Q9NR99_IDR_700_771",0.267612421643416
"Q9NR99_IDR_807_1634",0.453033375044244
"Q9NRA0_IDR_1_46",0.342973055275566
"Q9NRA0_IDR_384_419",0.324713461657072
"Q9NRA0_IDR_476_512",0.332313483067362
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.332441254068256
"Q9NRC6_IDR_3490_3540",0.321444237711411
"Q9NRC6_IDR_3642_3674",0.346114508220333
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.349299391692926
"Q9NRF2_IDR_628_752",0.349413511518336
"Q9NRF2_IDR_96_283",0.301287096788738
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.529593994158926
"Q9NRH1_IDR_135_196",0.470406005841074
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.461025761864343
"Q9NRI5_IDR_618_854",0.538974238135657
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.284995717947627
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.325616927493863
"Q9NRR4_IDR_460_500",0.339772978845095
"Q9NRR4_IDR_78_405",0.334610093661042
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.346022205117897
"Q9NRY4_IDR_1442_1499",0.320337981217649
"Q9NRY4_IDR_952_1117",0.333639813664455
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.317075174173819
"Q9NS68_IDR_194_423",0.334105443688453
"Q9NS68_IDR_96_189",0.348819382137728
"Q9NS69_IDR_108_142",0.47979131542796
"Q9NS69_IDR_1_41",0.52020868457204
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.426326220439248
"Q9NS87_IDR_601_712",0.573673779560752
"Q9NS91_IDR_359_495",0.550040489210983
"Q9NS91_IDR_99_241",0.449959510789017
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.479454137020493
"Q9NSI8_IDR_305_335",0.520545862979507
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.510775286937061
"Q9NST1_IDR_404_481",0.489224713062939
"Q9NSV4_IDR_1022_1179",0.365572708062555
"Q9NSV4_IDR_1_112",0.353261749355956
"Q9NSV4_IDR_549_600",0.281165542581489
"Q9NSY0_IDR_1_35",0.476679708927599
"Q9NSY0_IDR_387_418",0.523320291072401
"Q9NSY1_IDR_1_37",0.487978679351691
"Q9NSY1_IDR_326_1111",0.512021320648309
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.267452482701225
"Q9NT99_IDR_459_491",0.242737685472273
"Q9NT99_IDR_496_552",0.269971226865798
"Q9NT99_IDR_620_693",0.219838604960704
"Q9NTG1_IDR_1_42",0.41816977350961
