"","GO0008017_microtubule_binding"
"O15550_IDR_400_884",0.490837720989269
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.335113308567953
"O43147_IDR_425_492",0.326483090741442
"O43147_IDR_620_787",0.338403600690605
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.253430394752594
"O43149_IDR_1_43",0.220217909452147
"O43149_IDR_1955_2077",0.264190882699966
"O43149_IDR_2415_2452",0.262160813095293
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.339706627353268
"O43155_IDR_502_563",0.316293400200781
"O43155_IDR_568_599",0.343999972445951
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.571113750899961
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.516412699213755
"O43187_IDR_505_593",0.483587300786245
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.506536681933424
"O43193_IDR_374_412",0.493463318066576
"O43194_IDR_215_279",0.463950099264422
"O43194_IDR_365_453",0.536049900735578
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.487645080630477
"O43237_IDR_331_492",0.512354919369523
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.495012548805025
"O43246_IDR_590_635",0.504987451194975
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.272358123236686
"O43303_IDR_49_757",0.382038704422378
"O43303_IDR_895_1012",0.345603172340935
"O43304_IDR_183_225",0.49048965460854
"O43304_IDR_661_696",0.50951034539146
"O43306_IDR_1_114",0.447601326426709
"O43306_IDR_558_619",0.552398673573291
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.343673493103837
"O43310_IDR_169_369",0.331849348961898
"O43310_IDR_38_98",0.324477157934265
"O43312_IDR_135_197",0.558728442499446
"O43312_IDR_250_755",0.441271557500554
"O43313_IDR_1_85",0.257344784446082
"O43313_IDR_213_596",0.252008710979658
"O43313_IDR_89_130",0.25583707077441
"O43424_IDR_860_921",0.515022047017502
"O43424_IDR_957_1007",0.484977952982498
"O43426_IDR_1485_1573",0.4840892880877
"O43426_IDR_975_1483",0.5159107119123
"O43432_IDR_1002_1216",0.59192229428103
"O43432_IDR_1_721",0.408077705718969
"O43435_IDR_1_105",0.489201146558737
"O43435_IDR_306_364",0.510798853441263
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.344325409479395
"Q6ZW31_IDR_604_650",0.338663998277568
"Q6ZW31_IDR_667_701",0.317010592243038
"Q6ZW49_IDR_188_587",0.468156222062182
"Q6ZW49_IDR_830_861",0.531843777937818
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.329765886539656
"Q6ZWB6_IDR_152_205",0.345888686827922
"Q6ZWB6_IDR_324_432",0.324345426632422
"Q6ZWE6_IDR_1_109",0.317850037180812
"Q6ZWE6_IDR_111_205",0.348729600249512
"Q6ZWE6_IDR_316_355",0.333420362569676
"Q6ZWH5_IDR_40_74",0.462391903879382
"Q6ZWH5_IDR_796_965",0.537608096120618
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.508717444887984
"Q70CQ3_IDR_361_416",0.491282555112016
"Q70CQ4_IDR_1_122",0.416416559050783
"Q70CQ4_IDR_769_1352",0.583583440949217
"Q70E73_IDR_1_64",0.325224829695655
"Q70E73_IDR_524_1207",0.345175797392081
"Q70E73_IDR_96_241",0.329599372912264
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.477418855924156
"Q70EK9_IDR_313_356",0.522581144075844
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.507832110058128
"Q70EL2_IDR_386_615",0.492167889941872
"Q70EL4_IDR_1_88",0.452259491010422
"Q70EL4_IDR_740_1123",0.547740508989578
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.473365534301241
"Q70SY1_IDR_397_505",0.526634465698759
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.491661513739245
"Q71SY5_IDR_545_747",0.508338486260755
"Q75N03_IDR_1_69",0.533300804013943
"Q75N03_IDR_191_491",0.466699195986057
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.512104294101181
"Q75VX8_IDR_350_795",0.487895705898819
"Q75WM6_IDR_1_62",0.456503197602317
"Q75WM6_IDR_85_255",0.543496802397683
"Q765P7_IDR_137_199",0.489703549683582
"Q765P7_IDR_250_747",0.510296450316418
"Q76FK4_IDR_157_192",0.241693504860344
"Q76FK4_IDR_196_797",0.307858515719461
"Q76FK4_IDR_800_1108",0.232880682834854
"Q76FK4_IDR_90_149",0.217567296585341
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.298359056917439
"Q7KZ85_IDR_482_518",0.36540220275691
"Q7KZI7_IDR_1_46",0.504743705376783
"Q7KZI7_IDR_366_696",0.495256294623217
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.558275408461635
"Q7L014_IDR_786_866",0.441724591538365
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.481343010025382
"Q7L190_IDR_1_82",0.518656989974618
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.486072760088708
"Q7L1W4_IDR_61_136",0.513927239911292
"Q7L2E3_IDR_1_40",0.498151420385883
"Q7L590_IDR_424_723",0.451093323853958
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.498793110116159
"Q7L5N7_IDR_510_544",0.501206889883841
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.384511814015682
"Q7L7X3_IDR_547_595",0.333582338956134
"Q7L7X3_IDR_851_1001",0.281905847028185
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.475163809128767
"Q7L8A9_IDR_306_357",0.524836190871233
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.522502021775587
"Q7L8J4_IDR_276_393",0.477497978224413
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.512306038355529
"Q7RTS1_IDR_140_177",0.443653159776275
"O43491_IDR_1_82",0.306031132335521
"O43491_IDR_521_948",0.305337835143924
"O43491_IDR_84_213",0.388631032520555
"O43497_IDR_1_49",0.187073289186071
"O43526_IDR_368_547",0.29355902127736
"O43526_IDR_551_639",0.244696139308836
"O43526_IDR_648_872",0.219133834735804
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.334910896554122
"O43541_IDR_16_120",0.315666283514814
"O43541_IDR_284_315",0.349422819931065
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.350512968136672
"O43561_IDR_170_201",0.318530012626229
"O43561_IDR_225_262",0.330957019237099
"O43566_IDR_191_299",0.336903637086779
"O43566_IDR_22_57",0.330865517272728
"O43566_IDR_446_566",0.332230845640493
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.308441501713254
"O43614_IDR_258_297",0.48850553561103
"O43614_IDR_386_444",0.511494464388969
"O43615_IDR_1_59",0.484459372168707
"O43615_IDR_83_230",0.515540627831293
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.483009452335784
"O43815_IDR_66_445",0.516990547664216
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.49198990504475
"O43823_IDR_543_692",0.50801009495525
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.490202446575716
"O43847_IDR_134_207",0.509797553424284
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.458277650110183
"O43889_IDR_244_336",0.541722349889817
"O43896_IDR_385_434",0.29656819502503
"O43918_IDR_238_295",0.243192963398033
"O43918_IDR_343_430",0.252940065073631
"O43918_IDR_474_508",0.236434697414601
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.31647792499926
"O43933_IDR_183_240",0.334231035040806
"O43933_IDR_343_378",0.349291039959934
"O60216_IDR_396_564",0.596466791083681
"O60216_IDR_97_331",0.403533208916319
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.399873227248245
"O60231_IDR_72_223",0.600126772751755
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.544779179514257
"O60237_IDR_896_930",0.455220820485742
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.513790807285438
"O60239_IDR_252_435",0.486209192714562
"O60240_IDR_107_186",0.325777997279476
"O60266_IDR_1_45",0.520758522877281
"O60266_IDR_498_583",0.479241477122719
"O60268_IDR_1_89",0.315419231817826
"O60268_IDR_251_286",0.342485160522472
"O60268_IDR_317_347",0.342095607659701
"O60269_IDR_1_379",0.471169894392791
"O60269_IDR_396_458",0.528830105607209
"O60271_IDR_517_548",0.187888086819233
"O60271_IDR_562_630",0.187072946326183
"O60271_IDR_69_513",0.260399483383921
"O60271_IDR_718_750",0.199494383734467
"O60271_IDR_804_910",0.165145099736196
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.1586528102027
"O60281_IDR_2119_2168",0.123664707828553
"O60281_IDR_2282_2363",0.140437377734216
"O60281_IDR_2433_2576",0.159124824260177
"O60281_IDR_2602_2639",0.133952364366807
"O60281_IDR_460_751",0.141670990224259
"O60281_IDR_812_1369",0.142496925383289
"O60296_IDR_562_837",0.198094356967835
"O60296_IDR_848_914",0.170402234891639
"O60299_IDR_11_353",0.367777748880145
"O60299_IDR_363_673",0.632222251119855
"O60303_IDR_1147_1198",0.182427276901429
"O60303_IDR_1_33",0.184933817059392
"O60303_IDR_152_467",0.243879716287691
"O60303_IDR_626_963",0.189508809720048
"O60303_IDR_79_150",0.19925038003144
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.355946594191804
"O60307_IDR_1_172",0.263783114497964
"O60307_IDR_679_945",0.380270291310232
"O60308_IDR_158_201",0.236837835686315
"O60308_IDR_259_418",0.246257742483397
"O60308_IDR_685_743",0.277099577911267
"O60308_IDR_871_925",0.239804843919021
"O60309_IDR_1047_1086",0.184918063701719
"O60309_IDR_1_869",0.196948934470734
"O60333_IDR_1205_1244",0.165646893424958
"O60333_IDR_1521_1588",0.168562560739605
"O60333_IDR_1592_1682",0.171287004123172
"O60333_IDR_705_735",0.167371747631293
"O60333_IDR_912_957",0.164482726443229
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.312839764069798
"O60343_IDR_237_352",0.311442477701454
"O60343_IDR_525_874",0.375717758228748
"O60346_IDR_1431_1511",0.328266981179341
"O60346_IDR_1_462",0.334376143177375
"O60346_IDR_1575_1636",0.337356875643284
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.308337932140114
"O60481_IDR_1_186",0.479156930809614
"O60481_IDR_405_461",0.520843069190386
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.466637884693962
"O60502_IDR_395_550",0.533362115306038
"O60503_IDR_1248_1353",0.330536910087246
"O60503_IDR_1_78",0.321971586280778
"O60503_IDR_579_713",0.347491503631976
"O60504_IDR_1_382",0.524730286124444
"O60504_IDR_522_611",0.475269713875556
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.478212340158892
"O60508_IDR_201_238",0.521787659841108
"O60512_IDR_1_71",0.486002961745271
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.253333316455199
"O60610_IDR_1208_1272",0.254147922369898
"O60610_IDR_1_85",0.276749993685631
"O60610_IDR_505_766",0.215768767489272
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.31488167095662
"O60658_IDR_329_386",0.353831114091029
"O60658_IDR_429_481",0.331287214952351
"O60663_IDR_13_48",0.330261656518887
"O60663_IDR_176_237",0.349627059884579
"O60663_IDR_269_388",0.320111283596534
"O60664_IDR_1_35",0.499940232837009
"O60664_IDR_69_172",0.500059767162991
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.276508393151131
"O60673_IDR_2014_2182",0.169376276995022
"O60673_IDR_274_307",0.150853246948305
"O60673_IDR_310_974",0.229170584089554
"O60741_IDR_1_90",0.476240869769159
"O60741_IDR_595_890",0.523759130230841
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.46963847304606
"O60759_IDR_173_359",0.53036152695394
"O60763_IDR_675_790",0.556700539941997
"O60763_IDR_930_962",0.443299460058003
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.331129855758037
"O60784_IDR_303_415",0.313297806153879
"O60784_IDR_450_492",0.355572338088083
"O60806_IDR_1_37",0.347637102053684
"O60806_IDR_251_318",0.322291967500719
"O60806_IDR_321_420",0.330070930445597
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.188956548039144
"O60885_IDR_459_666",0.216043286935959
"O60885_IDR_676_1201",0.186621951634833
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.61140125923506
"O60902_IDR_161_331",0.38859874076494
"O60907_IDR_1_37",0.507288579325104
"O60907_IDR_146_210",0.492711420674896
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.191457736368118
"O75037_IDR_401_480",0.2127355290072
"O75037_IDR_490_970",0.595806734624682
"O75038_IDR_1382_1416",0.287400069812612
"O75038_IDR_475_618",0.417090259828487
"O75038_IDR_886_1379",0.295509670358901
"O75044_IDR_170_229",0.210548121574225
"O75044_IDR_415_457",0.200554447333591
"O75044_IDR_463_501",0.195820111726689
"O75044_IDR_694_755",0.192822410892349
"O75044_IDR_785_1071",0.200254908473145
"O75052_IDR_172_347",0.55607402789879
"O75052_IDR_361_506",0.44392597210121
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.503078113346412
"O75056_IDR_412_442",0.496921886653588
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.419623974309506
"O75071_IDR_144_426",0.580376025690494
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.386864284718455
"O75116_IDR_1113_1149",0.290069433054603
"O75116_IDR_1350_1388",0.323066282226942
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.334091925570744
"O75122_IDR_309_645",0.342545126205052
"O75122_IDR_880_1053",0.323362948224204
"O75128_IDR_1_53",0.502600609500892
"O75128_IDR_227_1238",0.497399390499108
"O75129_IDR_1_59",0.344230341680531
"O75129_IDR_288_349",0.333967947618654
"O75129_IDR_357_411",0.321801710700815
"O75132_IDR_172_286",0.212936430010571
"O75132_IDR_1_87",0.190283074854605
"O75132_IDR_341_456",0.197304171813253
"O75132_IDR_511_550",0.203140125637816
"O75132_IDR_609_651",0.196336197683754
"O75140_IDR_1000_1075",0.245161584023166
"O75140_IDR_1112_1172",0.231237228798528
"O75140_IDR_411_456",0.27695990969678
"O75140_IDR_461_727",0.246641277481526
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.660286533431203
"O75145_IDR_859_937",0.339713466568797
"O75146_IDR_1011_1053",0.524337471247501
"O75146_IDR_288_360",0.475662528752499
"O75150_IDR_111_177",0.271967396164354
"O75150_IDR_1_96",0.282573302005007
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.519798784346926
"O75170_IDR_525_966",0.480201215653074
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.535102835248195
"O75177_IDR_41_396",0.464897164751805
"O75179_IDR_1_136",0.327808383173029
"O75179_IDR_1451_2427",0.352339327361875
"O75179_IDR_2471_2509",0.319852289465096
"O75182_IDR_1_36",0.323207225440766
"O75182_IDR_704_767",0.324898044718876
"O75182_IDR_92_300",0.351894729840358
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.503717040907938
"O75362_IDR_207_1048",0.496282959092062
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.490541582798505
"O75364_IDR_1_81",0.509458417201495
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.28665954528509
"O75376_IDR_319_418",0.25054600463991
"O75376_IDR_420_451",0.239838962482531
"O75376_IDR_483_2440",0.222955487592469
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.535326241525449
"O75381_IDR_71_108",0.464673758474551
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.508663627987618
"O75461_IDR_240_281",0.491336372012382
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.509956581349991
"O75467_IDR_55_197",0.490043418650009
"O75469_IDR_122_165",0.356151913618944
"O75469_IDR_1_36",0.316553775613475
"O75469_IDR_179_234",0.327294310767581
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.503586106105535
"O75474_IDR_49_147",0.496413893894465
"O75475_IDR_431_530",0.47521522719443
"O75475_IDR_89_347",0.52478477280557
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.509365551518463
"O75563_IDR_223_295",0.508987299248293
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.127738910376809
"O75592_IDR_2555_2592",0.11784235521957
"O75592_IDR_2670_3153",0.124496430873653
"O75592_IDR_3187_3236",0.121260976511752
"O75592_IDR_3314_3386",0.126531191218567
"O75592_IDR_3479_3511",0.122418267008556
"O75592_IDR_87_131",0.134391427709681
"O75592_IDR_890_922",0.125320441081413
"O75593_IDR_121_277",0.473443076427853
"O75593_IDR_1_32",0.526556923572147
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.477654358777929
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.237609269924262
"O75691_IDR_2572_2613",0.223310319862273
"O75691_IDR_2731_2785",0.279870708310499
"O75691_IDR_863_907",0.259209701902966
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.314031652945718
"O75717_IDR_308_427",0.312817543048491
"O75717_IDR_821_1017",0.373150804005791
"O75747_IDR_1_34",0.48199889361027
"O75747_IDR_174_224",0.518001106389729
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.601689104909441
"O75781_IDR_332_387",0.398310895090559
"O75864_IDR_462_568",0.327137713237171
"O75864_IDR_575_691",0.353343964619801
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.550350971828779
"O75886_IDR_369_525",0.449649028171221
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.475121703042306
"O75899_IDR_752_941",0.524878296957694
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.561707667281823
"O75901_IDR_368_423",0.438292332718177
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.496092375598186
"O75912_IDR_859_925",0.503907624401814
"O75914_IDR_1_66",0.487992307126444
"O75962_IDR_1249_1285",0.211104593020291
"O75962_IDR_1606_1653",0.198804312911802
"O75962_IDR_1704_1968",0.205178683613526
"O75962_IDR_2288_2556",0.19032302462378
"O75969_IDR_162_279",0.205858899625931
"O75969_IDR_409_453",0.211901235260194
"O75969_IDR_456_514",0.194967424319676
"O75969_IDR_542_594",0.198928643459949
"O75969_IDR_605_750",0.188343797334251
"O75970_IDR_1247_1328",0.111906839722128
"O75970_IDR_1565_1611",0.113207312337224
"O75970_IDR_1811_1855",0.106709718896556
"O75970_IDR_340_371",0.107062445406105
"O75970_IDR_43_109",0.105707608368273
"O75970_IDR_466_525",0.118521086899182
"O75970_IDR_638_685",0.10858011655152
"O75970_IDR_857_951",0.116719855702255
"O75970_IDR_954_996",0.111585016116757
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.317346237260909
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.498117610430621
"O76081_IDR_93_244",0.501882389569378
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.500993645699743
"O76083_IDR_68_239",0.499006354300257
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.314647166260288
"O94759_IDR_1_57",0.345149538302436
"O94759_IDR_581_613",0.340203295437276
"O94761_IDR_359_448",0.317149183682412
"O94761_IDR_49_351",0.345761363796377
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.497560810847075
"O94823_IDR_458_712",0.502439189152925
"O94826_IDR_1_33",0.501770400174453
"O94826_IDR_64_107",0.498229599825547
"O94830_IDR_1_32",0.327823567445847
"O94830_IDR_433_477",0.351448247884768
"O94830_IDR_603_647",0.320728184669385
"O94842_IDR_1_232",0.465200053837052
"O94880_IDR_589_620",0.194005442940587
"O94880_IDR_692_754",0.193771736774318
"O94880_IDR_756_867",0.210079838891546
"O94885_IDR_1_35",0.145402191828566
"O94885_IDR_229_344",0.214125907195084
"O94885_IDR_358_547",0.160201669739636
"O94885_IDR_697_728",0.144664645328817
"O94885_IDR_730_1088",0.182559578368795
"O94885_IDR_88_177",0.153046007539102
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.330701953533565
"O94887_IDR_359_498",0.33840639976555
"O94887_IDR_858_903",0.330891646700885
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.314724828451511
"O94900_IDR_46_263",0.347441828629976
"O94900_IDR_8_41",0.337833342918514
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.511608007619743
"O94907_IDR_23_79",0.488391992380257
"O94910_IDR_1114_1434",0.484439230546715
"O94910_IDR_400_472",0.515560769453285
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.268794300067775
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.537622337230034
"O94929_IDR_298_593",0.462377662769966
"O94933_IDR_293_347",0.367936777961825
"O94933_IDR_613_659",0.303426559143472
"O94933_IDR_682_856",0.328636662894703
"O94966_IDR_1_112",0.203755320462937
"O94941_IDR_219_250",0.478918309489693
"O94941_IDR_339_480",0.521081690510307
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.192220898714258
"O94966_IDR_203_274",0.207194534778969
"O94966_IDR_399_488",0.204274768970516
"O94966_IDR_874_983",0.192554477073319
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.462059679883694
"O94972_IDR_624_943",0.537940320116306
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.354261109696802
"O94979_IDR_792_858",0.332605516104453
"O94979_IDR_881_1111",0.313133374198745
"O94983_IDR_1119_1202",0.208374431774613
"O94983_IDR_212_305",0.194232459104703
"O94983_IDR_392_435",0.199701002128688
"O94983_IDR_447_490",0.198868633121698
"O94983_IDR_814_1022",0.198823473870297
"O94985_IDR_819_902",0.49936945519492
"O95025_IDR_1_38",0.48856192107091
"O95025_IDR_737_777",0.51143807892909
"O95049_IDR_279_374",0.263586247022822
"O95049_IDR_558_590",0.250849885205123
"O95049_IDR_774_919",0.242148896232904
"O95049_IDR_94_189",0.24341497153915
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.488720922953232
"O95069_IDR_333_398",0.511279077046768
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0966246241549786
"O95071_IDR_1749_1779",0.101786810636217
"O95071_IDR_1860_1911",0.101348673557219
"O95071_IDR_1965_2021",0.101552639856102
"O95071_IDR_2027_2174",0.103050961957758
"O95071_IDR_2318_2364",0.0989018917780501
"O95071_IDR_2454_2499",0.0988340194688913
"O95071_IDR_583_645",0.1060685749505
"O95071_IDR_81_159",0.0927092367529514
"O95071_IDR_936_1074",0.0991225668873334
"O95155_IDR_1_152",0.531045213532135
"O95155_IDR_218_393",0.468954786467865
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.502043013151124
"O95158_IDR_20_58",0.497956986848876
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.182840217694991
"O95180_IDR_1564_1595",0.179595413811087
"O95180_IDR_1_68",0.151747725079062
"O95180_IDR_1867_2353",0.170685632964039
"O95180_IDR_424_459",0.166096566269216
"O95180_IDR_483_771",0.149034444181604
