"","GO0016071_mRNA_metabolic_process"
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.269421473140029
"Q9Y6J0_IDR_1668_2220",0.24025400964143
"Q9Y6J0_IDR_290_406",0.249160022224987
"Q9Y6J0_IDR_421_464",0.241164494993554
"Q9Y6J9_IDR_377_448",0.458886830668297
"Q9Y6J9_IDR_450_546",0.541113169331703
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.491399747456796
"Q9Y6K9_IDR_343_391",0.508600252543204
"Q9Y6L6_IDR_128_165",0.317046022058792
"Q9Y6L6_IDR_284_315",0.341250885052151
"Q9Y6L6_IDR_650_691",0.341703092889057
"Q9Y6L7_IDR_1_62",0.440787500133941
"Q9Y6L7_IDR_69_154",0.559212499866059
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.519813536971823
"Q9Y6M4_IDR_332_427",0.480186463028177
"Q9Y6M5_IDR_145_245",0.566791968393988
"Q9Y6M5_IDR_451_492",0.433208031606012
"Q9Y6M7_IDR_1184_1214",0.211269342304855
"Q9Y6M7_IDR_1_31",0.217674037995505
"Q9Y6M7_IDR_216_410",0.240669879388133
"Q9Y6M7_IDR_52_86",0.330386740311508
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.713003694358443
"Q9Y6N7_IDR_982_1040",0.286996305641557
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.458879615418656
"Q9Y6P5_IDR_282_325",0.541120384581344
"Q9Y6Q2_IDR_13_169",0.492727519176714
"Q9Y6Q2_IDR_189_226",0.507272480823286
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.300765315451021
"Q9Y6Q6_IDR_436_523",0.383568834133567
"Q9Y6Q6_IDR_555_616",0.315665850415412
"Q9Y6Q9_IDR_1_36",0.353870131975887
"Q9Y6Q9_IDR_372_1420",0.646129868024113
"Q9Y6R0_IDR_1_40",0.516291472460492
"Q9Y6R0_IDR_201_577",0.483708527539508
"Q9Y6R1_IDR_1009_1044",0.247984286350785
"Q9Y6R1_IDR_211_270",0.205987238627471
"Q9Y6R1_IDR_38_83",0.284017422751326
"Q9Y6R1_IDR_399_433",0.262011052270418
"Q9Y6R4_IDR_1148_1289",0.303744207374495
"Q9Y6R4_IDR_1_217",0.331384313369238
"Q9Y6R4_IDR_430_505",0.364871479256267
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.515984723017225
"Q9Y6S9_IDR_235_378",0.484015276982775
"Q9Y6T7_IDR_383_424",0.513595612318235
"Q9Y6T7_IDR_89_128",0.486404387681765
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.310664470944744
"Q9Y6V0_IDR_2946_4688",0.352898514905973
"Q9Y6V0_IDR_4828_4975",0.336437014149283
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.508568999923083
"O14490_IDR_903_962",0.491431000076917
"O14492_IDR_377_408",0.311543997591174
"O14492_IDR_518_621",0.33942878060652
"O14492_IDR_83_132",0.349027221802306
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.53301115655007
"O14495_IDR_280_311",0.466988843449929
"O14497_IDR_1_1635",0.70530760207056
"O14497_IDR_1736_1963",0.29469239792944
"O14503_IDR_1_54",0.345364669794858
"O14503_IDR_184_330",0.335779686585433
"O14503_IDR_332_412",0.318855643619709
"O14511_IDR_1_96",0.535489391169309
"O14511_IDR_415_850",0.464510608830691
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.206579446579959
"O14513_IDR_258_467",0.206617427659133
"O14513_IDR_474_513",0.20603441107227
"O14545_IDR_136_167",0.261868078442804
"O14545_IDR_174_367",0.232802674724385
"O14545_IDR_388_582",0.252931378142667
"O14545_IDR_51_87",0.252397868690145
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.332570036244975
"O14559_IDR_255_309",0.336101148203588
"O14559_IDR_516_1268",0.331328815551437
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.464413545268387
"O14578_IDR_1904_2027",0.535586454731614
"O14594_IDR_1275_1311",0.653425004933742
"O14594_IDR_361_960",0.346574995066258
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.252257809044224
"O14646_IDR_1049_1122",0.177542933598599
"O14646_IDR_1_269",0.278061746371605
"O14646_IDR_1320_1411",0.216608417689382
"O14646_IDR_1503_1710",0.327786902340414
"O14647_IDR_1051_1127",0.194152977846712
"O14647_IDR_1_259",0.274063589338151
"O14647_IDR_1327_1463",0.190197475880047
"O14647_IDR_1557_1828",0.341585956935091
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.174840475202417
"O14654_IDR_1_74",0.187723961958345
"O14654_IDR_338_703",0.236405154353339
"O14654_IDR_707_778",0.220828924128178
"O14654_IDR_786_918",0.18020148435772
"O14662_IDR_16_71",0.489260371397248
"O14662_IDR_188_223",0.510739628602752
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.473939716509441
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.501735779114985
"O14763_IDR_1_77",0.498264220885015
"O14764_IDR_1_35",0.494641593783355
"O14764_IDR_364_419",0.505358406216645
"O14770_IDR_177_291",0.252262528320581
"O14770_IDR_1_79",0.241186955574083
"O14770_IDR_331_366",0.252191010924323
"O14770_IDR_402_477",0.254359505181012
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.158968517314215
"O14776_IDR_154_371",0.154467386554865
"O14776_IDR_1_67",0.155793198674407
"O14776_IDR_373_428",0.158125853713709
"O14776_IDR_466_522",0.179167993924365
"O14776_IDR_574_654",0.193477049818438
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.507321270560643
"O14901_IDR_475_512",0.492678729439357
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.495402606867181
"O14917_IDR_977_1095",0.504597393132819
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.197030880842971
"O14924_IDR_149_218",0.179882539150856
"O14924_IDR_401_434",0.193901565619964
"O14924_IDR_446_705",0.199384974832255
"O14924_IDR_843_959",0.229800039553955
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.397073190251681
"O14967_IDR_496_610",0.602926809748319
"O15015_IDR_1_238",0.452930351406727
"O15015_IDR_657_782",0.547069648593273
"O15018_IDR_182_324",0.211354497830486
"O15018_IDR_423_501",0.200091050377354
"O15018_IDR_535_575",0.205475559999764
"O15018_IDR_676_719",0.197282294263921
"O15018_IDR_816_2616",0.185796597528475
"O15020_IDR_2082_2222",0.521166726164101
"O15020_IDR_2330_2390",0.478833273835899
"O15021_IDR_1099_1136",0.256520334767113
"O15021_IDR_1229_2623",0.23741175863192
"O15021_IDR_1_376",0.261148038981398
"O15021_IDR_874_1084",0.24491986761957
"O15027_IDR_1_1260",0.263043243640312
"O15027_IDR_1271_1385",0.349067811453657
"O15027_IDR_1570_1612",0.188757826904488
"O15027_IDR_1890_2357",0.199131118001543
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.276514425019221
"O15034_IDR_588_846",0.427563950672961
"O15055_IDR_1224_1255",0.247841003695971
"O15055_IDR_940_1126",0.227723412726666
"O15056_IDR_1418_1468",0.503366030305601
"O15056_IDR_984_1409",0.496633969694399
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.455513298334341
"O15063_IDR_512_1070",0.544486701665659
"O15066_IDR_372_430",0.626866787831751
"O15066_IDR_694_747",0.373133212168249
"O15068_IDR_558_628",0.523146256652224
"O15068_IDR_956_1031",0.476853743347776
"O15069_IDR_1_1419",0.477024005356984
"O15069_IDR_1488_1522",0.522975994643016
"O15072_IDR_1052_1205",0.252699213554595
"O15072_IDR_1_31",0.220799779749861
"O15072_IDR_209_253",0.268139921829537
"O15072_IDR_996_1031",0.258361084866007
"O15075_IDR_147_180",0.261884583129611
"O15075_IDR_1_54",0.247625444704523
"O15085_IDR_1083_1354",0.161434259467469
"O15085_IDR_125_289",0.144841955259186
"O15085_IDR_1368_1417",0.198624759938299
"O15085_IDR_1452_1522",0.160027220573125
"O15085_IDR_492_712",0.177792982931658
"O15090_IDR_1022_1257",0.548795259344177
"O15090_IDR_1_1019",0.451204740655823
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.52494445011026
"O15105_IDR_220_250",0.47505554988974
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.534074534434155
"O15117_IDR_545_687",0.465925465565845
"O15119_IDR_304_743",0.538035500085895
"O15119_IDR_36_101",0.461964499914105
"O15123_IDR_1_32",0.499141676620186
"O15123_IDR_229_277",0.500858323379814
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.278801490326936
"O15209_IDR_562_634",0.406577388128174
"O15211_IDR_197_235",0.244477842678937
"O15211_IDR_393_426",0.264047653318721
"O15211_IDR_510_645",0.244488648359463
"O15211_IDR_735_777",0.246985855642879
"O15213_IDR_1_100",0.56018626224297
"O15213_IDR_529_610",0.43981373775703
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.316734449375396
"O15231_IDR_44_571",0.349481186118211
"O15231_IDR_586_617",0.333784364506393
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.448575236067472
"O15234_IDR_245_703",0.551424763932528
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.531996490560163
"O15259_IDR_61_148",0.468003509439837
"O15355_IDR_162_326",0.594198743927672
"O15355_IDR_509_546",0.405801256072328
"O15357_IDR_120_177",0.482645531127588
"O15357_IDR_894_1197",0.517354468872412
"O15370_IDR_106_282",0.509376526364775
"O15370_IDR_1_49",0.490623473635225
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.275970456180948
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.526200726480486
"O15481_IDR_316_346",0.473799273519514
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.513398005398284
"O15488_IDR_298_451",0.486601994601716
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.497225080155193
"O15550_IDR_400_884",0.502774919844807
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.353643088278818
"O43147_IDR_425_492",0.324980785254499
"O43147_IDR_620_787",0.321376126466683
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.256698187349369
"O43149_IDR_1_43",0.271306469146774
"O43149_IDR_1955_2077",0.215661035934297
"O43149_IDR_2415_2452",0.25633430756956
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.321982447733968
"O43155_IDR_502_563",0.2975365853881
"O43155_IDR_568_599",0.380480966877932
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.498247772435519
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.462665922704107
"O43187_IDR_505_593",0.537334077295893
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.472677844904502
"O43193_IDR_374_412",0.527322155095498
"O43194_IDR_215_279",0.474177496906307
"O43194_IDR_365_453",0.525822503093693
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.53583795704352
"O43237_IDR_331_492",0.46416204295648
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.526854652562269
"O43246_IDR_590_635",0.473145347437731
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.344764417076337
"O43303_IDR_49_757",0.304241769027682
"O43303_IDR_895_1012",0.350993813895981
"O43304_IDR_183_225",0.509865889736784
"O43304_IDR_661_696",0.490134110263216
"O43306_IDR_1_114",0.505572801717297
"O43306_IDR_558_619",0.494427198282703
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.265566828242547
"O43310_IDR_169_369",0.444746268637798
"O43310_IDR_38_98",0.289686903119655
"O43312_IDR_135_197",0.422228106574626
"O43312_IDR_250_755",0.577771893425374
"O43313_IDR_1_85",0.276273038900644
"O43313_IDR_213_596",0.230486026892015
"O43313_IDR_89_130",0.25213732051972
"O43424_IDR_860_921",0.471481906439915
"O43424_IDR_957_1007",0.528518093560085
"O43426_IDR_1485_1573",0.494590066310617
"O43426_IDR_975_1483",0.505409933689383
"O43432_IDR_1002_1216",0.541732723934598
"O43432_IDR_1_721",0.458267276065402
"O43435_IDR_1_105",0.530367957645341
"O43435_IDR_306_364",0.469632042354659
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.364388648008794
"Q6ZW31_IDR_604_650",0.319474354580922
"Q6ZW31_IDR_667_701",0.316136997410284
"Q6ZW49_IDR_188_587",0.614597926793618
"Q6ZW49_IDR_830_861",0.385402073206382
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.332266071202079
"Q6ZWB6_IDR_152_205",0.353008880646101
"Q6ZWB6_IDR_324_432",0.31472504815182
"Q6ZWE6_IDR_1_109",0.314677764866225
"Q6ZWE6_IDR_111_205",0.350226031440297
"Q6ZWE6_IDR_316_355",0.335096203693478
"Q6ZWH5_IDR_40_74",0.52098043012376
"Q6ZWH5_IDR_796_965",0.47901956987624
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.477116046744149
"Q70CQ3_IDR_361_416",0.522883953255851
"Q70CQ4_IDR_1_122",0.383557814746327
"Q70CQ4_IDR_769_1352",0.616442185253673
"Q70E73_IDR_1_64",0.254652360768662
"Q70E73_IDR_524_1207",0.328264885884742
"Q70E73_IDR_96_241",0.417082753346596
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.549006446645981
"Q70EK9_IDR_313_356",0.450993553354019
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.53311331781718
"Q70EL2_IDR_386_615",0.466886682182821
"Q70EL4_IDR_1_88",0.586940689354742
"Q70EL4_IDR_740_1123",0.413059310645258
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.487741825496874
"Q70SY1_IDR_397_505",0.512258174503126
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.48455725194325
"Q71SY5_IDR_545_747",0.51544274805675
"Q75N03_IDR_1_69",0.386090942991097
"Q75N03_IDR_191_491",0.613909057008903
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.518906408862484
"Q75VX8_IDR_350_795",0.481093591137516
"Q75WM6_IDR_1_62",0.406023477816968
"Q75WM6_IDR_85_255",0.593976522183032
"Q765P7_IDR_137_199",0.531957565119998
"Q765P7_IDR_250_747",0.468042434880002
"Q76FK4_IDR_157_192",0.222191344090523
"Q76FK4_IDR_196_797",0.244996353895118
"Q76FK4_IDR_800_1108",0.303658902530732
"Q76FK4_IDR_90_149",0.229153399483627
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.306400810101832
"Q7KZ85_IDR_482_518",0.298287078885462
"Q7KZI7_IDR_1_46",0.436818858178063
"Q7KZI7_IDR_366_696",0.563181141821937
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.609652807909112
"Q7L014_IDR_786_866",0.390347192090887
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.453282492690163
"Q7L190_IDR_1_82",0.546717507309837
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.505834594886985
"Q7L1W4_IDR_61_136",0.494165405113015
"Q7L2E3_IDR_1_40",0.417707683179412
"Q7L590_IDR_424_723",0.496304701981234
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.459756241154465
"Q7L5N7_IDR_510_544",0.540243758845535
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.317613049519446
"Q7L7X3_IDR_547_595",0.314497349807307
"Q7L7X3_IDR_851_1001",0.367889600673247
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.50136342997247
"Q7L8A9_IDR_306_357",0.49863657002753
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.498515919415237
"Q7L8J4_IDR_276_393",0.501484080584762
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.523460021490861
"Q7RTS1_IDR_140_177",0.423316462316385
"O43491_IDR_1_82",0.353376704169303
"O43491_IDR_521_948",0.279251249961747
"O43491_IDR_84_213",0.36737204586895
"O43497_IDR_1_49",0.189056389992971
"O43526_IDR_368_547",0.214152801272724
"O43526_IDR_551_639",0.257259088701993
"O43526_IDR_648_872",0.296579246244965
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.336861616518712
"O43541_IDR_16_120",0.370384532963591
"O43541_IDR_284_315",0.292753850517697
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.315329169393179
"O43561_IDR_170_201",0.336988853732598
"O43561_IDR_225_262",0.347681976874223
"O43566_IDR_191_299",0.356740344347194
"O43566_IDR_22_57",0.332607683814994
"O43566_IDR_446_566",0.310651971837813
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.315579713442173
"O43614_IDR_258_297",0.474258403844396
"O43614_IDR_386_444",0.525741596155604
"O43615_IDR_1_59",0.47482473697396
"O43615_IDR_83_230",0.52517526302604
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.504284713385178
"O43815_IDR_66_445",0.495715286614822
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.703838753746128
"O43823_IDR_543_692",0.296161246253872
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.41529529077233
"O43847_IDR_134_207",0.58470470922767
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.485198758738541
"O43889_IDR_244_336",0.514801241261459
"O43896_IDR_385_434",0.25309541032516
"O43918_IDR_238_295",0.270037343225583
"O43918_IDR_343_430",0.233843350621851
"O43918_IDR_474_508",0.257415184791409
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.308516268368112
"O43933_IDR_183_240",0.331978891301997
"O43933_IDR_343_378",0.359504840329891
"O60216_IDR_396_564",0.505503190959928
"O60216_IDR_97_331",0.494496809040072
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.440399000954851
"O60231_IDR_72_223",0.559600999045149
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.572634681281885
"O60237_IDR_896_930",0.427365318718115
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.524701197795296
"O60239_IDR_252_435",0.475298802204704
"O60240_IDR_107_186",0.31851411945808
"O60266_IDR_1_45",0.507710805671591
"O60266_IDR_498_583",0.492289194328409
"O60268_IDR_1_89",0.362825618918325
"O60268_IDR_251_286",0.31126948915562
"O60268_IDR_317_347",0.325904891926055
"O60269_IDR_1_379",0.475042193573015
"O60269_IDR_396_458",0.524957806426985
"O60271_IDR_517_548",0.191098845559655
"O60271_IDR_562_630",0.234611129155074
"O60271_IDR_69_513",0.176189402526008
"O60271_IDR_718_750",0.202243891254985
"O60271_IDR_804_910",0.195856731504278
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.123025166155799
"O60281_IDR_2119_2168",0.13990236506556
"O60281_IDR_2282_2363",0.160883629288809
"O60281_IDR_2433_2576",0.155770507052989
"O60281_IDR_2602_2639",0.162523057391518
"O60281_IDR_460_751",0.130126375448652
"O60281_IDR_812_1369",0.127768899596674
"O60296_IDR_562_837",0.183570745543402
"O60296_IDR_848_914",0.200442398366194
"O60299_IDR_11_353",0.541422773901748
"O60299_IDR_363_673",0.458577226098252
"O60303_IDR_1147_1198",0.186281975027058
"O60303_IDR_1_33",0.216976946252955
"O60303_IDR_152_467",0.183696252065749
"O60303_IDR_626_963",0.215942621483027
"O60303_IDR_79_150",0.197102205171212
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.343801552358473
"O60307_IDR_1_172",0.288100427986918
"O60307_IDR_679_945",0.368098019654609
"O60308_IDR_158_201",0.224823928144736
"O60308_IDR_259_418",0.238634516757367
"O60308_IDR_685_743",0.248970984293305
"O60308_IDR_871_925",0.287570570804592
"O60309_IDR_1047_1086",0.200798840388
"O60309_IDR_1_869",0.184326462233536
"O60333_IDR_1205_1244",0.167298743557155
"O60333_IDR_1521_1588",0.170555876727889
"O60333_IDR_1592_1682",0.169238787389423
"O60333_IDR_705_735",0.169197020389527
"O60333_IDR_912_957",0.162462394221174
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.373626708341958
"O60343_IDR_237_352",0.324408940823649
"O60343_IDR_525_874",0.301964350834393
"O60346_IDR_1431_1511",0.312612100338031
"O60346_IDR_1_462",0.373275582902813
"O60346_IDR_1575_1636",0.314112316759156
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.301412309635894
"O60481_IDR_1_186",0.516196058633706
"O60481_IDR_405_461",0.483803941366294
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.500782143815574
"O60502_IDR_395_550",0.499217856184426
"O60503_IDR_1248_1353",0.323449476086301
"O60503_IDR_1_78",0.378774466661635
"O60503_IDR_579_713",0.297776057252063
"O60504_IDR_1_382",0.502345117525697
"O60504_IDR_522_611",0.497654882474303
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.478092249323747
"O60508_IDR_201_238",0.521907750676253
"O60512_IDR_1_71",0.464028965712746
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.270136476995022
"O60610_IDR_1208_1272",0.25344094252708
"O60610_IDR_1_85",0.237604112324919
"O60610_IDR_505_766",0.238818468152979
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.341670731480095
"O60658_IDR_329_386",0.363455691456973
"O60658_IDR_429_481",0.294873577062932
"O60663_IDR_13_48",0.318783564748755
"O60663_IDR_176_237",0.351367636564329
"O60663_IDR_269_388",0.329848798686916
"O60664_IDR_1_35",0.509073852374797
"O60664_IDR_69_172",0.490926147625203
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.199334192747294
"O60673_IDR_2014_2182",0.195917549043848
"O60673_IDR_274_307",0.216144474635044
"O60673_IDR_310_974",0.188576058592087
"O60741_IDR_1_90",0.535227345497376
"O60741_IDR_595_890",0.464772654502624
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.510168682277742
"O60759_IDR_173_359",0.489831317722258
"O60763_IDR_675_790",0.420461830275773
"O60763_IDR_930_962",0.579538169724227
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.344886978950157
"O60784_IDR_303_415",0.309581183796863
"O60784_IDR_450_492",0.34553183725298
"O60806_IDR_1_37",0.334324140929256
"O60806_IDR_251_318",0.337272089141138
"O60806_IDR_321_420",0.328403769929606
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.216064760984939
"O60885_IDR_459_666",0.198346480914207
"O60885_IDR_676_1201",0.205220456296128
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.495338009633127
"O60902_IDR_161_331",0.504661990366874
"O60907_IDR_1_37",0.472017391392169
"O60907_IDR_146_210",0.527982608607831
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.307635256069004
"O75037_IDR_401_480",0.325079329794174
"O75037_IDR_490_970",0.367285414136822
"O75038_IDR_1382_1416",0.290507037983547
"O75038_IDR_475_618",0.372417297427006
"O75038_IDR_886_1379",0.337075664589447
"O75044_IDR_170_229",0.223896678393061
"O75044_IDR_415_457",0.198278472211738
"O75044_IDR_463_501",0.189711042945964
"O75044_IDR_694_755",0.194997334901527
"O75044_IDR_785_1071",0.193116471547709
"O75052_IDR_172_347",0.497568161055108
"O75052_IDR_361_506",0.502431838944892
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.479487026723295
"O75056_IDR_412_442",0.520512973276705
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
