"","GO0030546_signaling_receptor_activator_activity"
"Q9HCE9_IDR_1_35",0.20732054908127
"Q9HCE9_IDR_519_653",0.192346743216752
"Q9HCE9_IDR_658_727",0.195911050242076
"Q9HCE9_IDR_882_1143",0.192783513343004
"Q9HCG1_IDR_51_254",1
"Q9HCG7_IDR_1_76",0.486502196923796
"Q9HCG7_IDR_896_927",0.513497803076204
"Q9HCG8_IDR_1_124",0.34396258503749
"Q9HCG8_IDR_408_441",0.329663302553827
"Q9HCG8_IDR_656_908",0.326374112408684
"Q9HCJ5_IDR_129_202",0.312262067371825
"Q9HCJ5_IDR_1_72",0.335295006623936
"Q9HCJ5_IDR_483_513",0.352442926004239
"Q9HCJ6_IDR_1_38",0.474372988802276
"Q9HCJ6_IDR_383_419",0.525627011197724
"Q9HCK0_IDR_128_267",1
"Q9HCK1_IDR_1616_1856",0.241782477877177
"Q9HCK1_IDR_1862_2007",0.257634027887585
"Q9HCK1_IDR_2065_2354",0.265049286757874
"Q9HCK1_IDR_56_1610",0.235534207477364
"Q9HCK4_IDR_932_972",0.520128690274562
"Q9HCK4_IDR_982_1378",0.479871309725438
"Q9HCK8_IDR_1399_1439",0.249962104156368
"Q9HCK8_IDR_1_662",0.268701569550072
"Q9HCK8_IDR_1663_1736",0.230368075258639
"Q9HCK8_IDR_1967_2581",0.250968251034921
"Q9HCL0_IDR_725_915",0.538636743745617
"Q9HCL0_IDR_952_1083",0.461363256254383
"Q9HCL3_IDR_59_201",1
"Q9HCM1_IDR_1_1747",1
"Q9HCU0_IDR_344_388",0.476282598552923
"Q9HCU0_IDR_401_687",0.523717401447077
"Q9HCU4_IDR_2626_2917",1
"Q9HCU8_IDR_1_41",1
"Q9HCU9_IDR_1_53",0.465917195630338
"Q9HCU9_IDR_172_205",0.534082804369662
"Q9HCX3_IDR_52_125",1
"Q9HCX4_IDR_1_37",0.32052800711913
"Q9HCX4_IDR_736_775",0.335406352746084
"Q9HCX4_IDR_829_862",0.344065640134786
"Q9HCZ1_IDR_65_208",1
"Q9HD20_IDR_1_40",0.512438231839287
"Q9HD20_IDR_884_948",0.487561768160713
"Q9HD23_IDR_1_81",0.54349174066149
"Q9HD23_IDR_399_443",0.45650825933851
"Q9HD26_IDR_374_462",1
"Q9HD33_IDR_1_60",1
"Q9HD40_IDR_466_501",1
"Q9HD67_IDR_850_886",0.510458942368702
"Q9HD67_IDR_947_1167",0.489541057631298
"Q9NP62_IDR_151_213",1
"Q9NP64_IDR_130_241",0.467190540172324
"Q9NP64_IDR_93_128",0.532809459827676
"Q9NP66_IDR_1_102",0.477642983472441
"Q9NP66_IDR_181_220",0.522357016527559
"Q9NP70_IDR_1_447",1
"Q9NP71_IDR_1_43",0.440268173508756
"Q9NP71_IDR_189_666",0.559731826491244
"Q9NP74_IDR_211_242",0.254456026575149
"Q9NP74_IDR_246_406",0.234399706241549
"Q9NP74_IDR_450_551",0.2521999223279
"Q9NP74_IDR_92_209",0.258944344855403
"Q9NP79_IDR_164_260",1
"Q9NP80_IDR_138_186",0.33740825417855
"Q9NP80_IDR_217_286",0.333002716174835
"Q9NP80_IDR_294_353",0.329589029646615
"Q9NP84_IDR_1_41",1
"Q9NP85_IDR_1_99",0.50178214471925
"Q9NP85_IDR_352_383",0.498217855280751
"Q9NP95_IDR_20_55",1
"Q9NPD5_IDR_283_315",0.326221738565562
"Q9NPD5_IDR_649_702",0.33385931383455
"Q9NPD8_IDR_153_197",1
"Q9NPE2_IDR_133_251",0.497070858348475
"Q6PJI9_IDR_344_383",0.32312891767175
"Q6PJI9_IDR_497_528",0.340572384343585
"Q6PJI9_IDR_588_639",0.336298697984664
"Q6PJP8_IDR_1_115",0.316837153042296
"Q6PJP8_IDR_183_409",0.334930795342412
"Q6PJP8_IDR_412_697",0.348232051615292
"Q6PJQ5_IDR_93_188",1
"Q6PJT7_IDR_78_594",1
"Q6Q759_IDR_1083_1115",0.104362021514121
"Q6Q759_IDR_1143_1219",0.106286518260617
"Q6Q759_IDR_1324_1379",0.115726772706326
"Q6Q759_IDR_1926_2028",0.118776097907648
"Q6Q759_IDR_880_932",0.115103772258113
"Q6Q759_IDR_936_1012",0.106945252063756
"Q6QHK4_IDR_124_161",0.474130612979172
"Q6QHK4_IDR_1_64",0.525869387020828
"Q6QNK2_IDR_825_874",1
"Q6QNY0_IDR_1_106",1
"Q6T4P5_IDR_398_539",0.236604160036348
"Q6T4P5_IDR_542_578",0.248100106077323
"Q6T4P5_IDR_606_718",0.249420776468639
"Q6T4R5_IDR_1_1651",1
"Q6TDP4_IDR_1_65",1
"Q6TDU7_IDR_290_365",1
"Q6TFL3_IDR_1_46",0.120407914741032
"Q6TFL3_IDR_344_374",0.113080112272245
"Q6TFL3_IDR_385_488",0.133347920428272
"Q6TFL3_IDR_758_980",0.139147561217489
"Q6UWB4_IDR_1_52",0.446638614923344
"Q6UWB4_IDR_303_352",0.553361385076656
"Q6UWD8_IDR_105_151",1
"Q6UWE0_IDR_636_669",1
"Q6UWF3_IDR_48_145",1
"Q6UWH4_IDR_56_202",1
"Q6UWI2_IDR_14_284",1
"Q6UWI4_IDR_78_295",1
"Q6UWJ8_IDR_103_134",1
"Q6UWK7_IDR_1_40",1
"Q6UXB2_IDR_60_99",0.482412622901891
"Q6UXB4_IDR_1_53",1
"Q6UXB8_IDR_170_463",1
"Q6UXD1_IDR_1_115",1
"Q6UXD5_IDR_1_165",1
"Q6UXD7_IDR_446_537",1
"Q6UXF1_IDR_1_457",1
"Q6UXG3_IDR_129_313",1
"Q6UXH8_IDR_220_406",1
"Q6UXI7_IDR_153_223",1
"Q6UXY1_IDR_385_512",0.497467727693277
"Q6UXY8_IDR_961_1006",0.552047997744091
"Q6UXZ3_IDR_129_185",1
"Q6UXZ4_IDR_471_536",1
"Q6UY09_IDR_475_535",0.482250029156282
"Q6UY09_IDR_538_573",0.517749970843718
"Q6UY11_IDR_336_383",1
"Q6UY14_IDR_1_331",0.517868605380718
"Q6UY14_IDR_605_661",0.482131394619282
"Q6UYE1_IDR_29_110",1
"Q6V0L0_IDR_1_43",1
"Q6V1X1_IDR_1_49",1
"Q6V9R5_IDR_1_174",1
"Q6VAB6_IDR_173_400",0.362295769680101
"Q6VAB6_IDR_474_567",0.331325103241157
"Q6VAB6_IDR_571_651",0.306379127078742
"Q6VB84_IDR_1_106",0.438064937583413
"Q6VB84_IDR_235_416",0.561935062416587
"Q6VMQ6_IDR_1_1159",1
"Q6VN20_IDR_1_36",0.524674845633251
"Q6X4U4_IDR_169_206",0.488838681888028
"Q6X4U4_IDR_1_70",0.511161318111972
"Q6X4W1_IDR_108_323",0.476748929325181
"Q6X4W1_IDR_1_101",0.523251070674819
"Q6XD76_IDR_132_172",1
"Q6XE24_IDR_1_56",0.499409843188766
"Q6XE24_IDR_371_437",0.500590156811234
"Q6XPR3_IDR_90_784",1
"Q6XPS3_IDR_1_58",1
"Q6XR72_IDR_146_235",0.474737941404326
"Q6XR72_IDR_419_485",0.525262058595674
"Q6XYB7_IDR_142_198",0.451976421496043
"Q6XYB7_IDR_1_90",0.548023578503957
"Q6XYQ8_IDR_140_228",0.494205584701885
"Q6XYQ8_IDR_86_131",0.505794415298115
"Q6XZF7_IDR_1350_1512",0.331692257484195
"Q6XZF7_IDR_209_242",0.309292523036435
"Q6XZF7_IDR_302_779",0.35901521947937
"Q6Y1H2_IDR_1_34",1
"Q6Y2X3_IDR_1_330",0.515206063797736
"Q6ZMI0_IDR_702_734",0.201202998531613
"Q6ZMI0_IDR_737_780",0.206673923901461
"Q9NPE2_IDR_1_60",0.502929141651525
"Q9NPE6_IDR_1_183",1
"Q9NPF2_IDR_1_68",1
"Q9NPF5_IDR_14_49",0.33132154778964
"Q9NPF5_IDR_258_311",0.348936951881658
"Q9NPF5_IDR_396_467",0.319741500328701
"Q9NPG1_IDR_516_666",1
"Q9NPG3_IDR_173_351",0.458935150055175
"Q9NPG3_IDR_578_1134",0.541064849944825
"Q9NPG4_IDR_1124_1184",0.483747998504205
"Q9NPG4_IDR_785_1113",0.516252001495795
"Q9NPH2_IDR_512_558",1
"Q9NPI1_IDR_245_364",0.339024269582904
"Q9NPI1_IDR_35_132",0.32251748536409
"Q9NPI1_IDR_481_520",0.338458245053006
"Q9NPI5_IDR_196_230",1
"Q9NQ31_IDR_122_165",0.491850790065094
"Q9NQ32_IDR_297_467",1
"Q9NQ34_IDR_131_169",0.473133419694719
"Q9NQ34_IDR_1_36",0.526866580305281
"Q9NQ35_IDR_1_40",0.480302203657906
"Q9NQ35_IDR_43_103",0.519697796342094
"Q9NQ38_IDR_676_706",1
"Q9NQ40_IDR_249_292",1
"Q9NQ48_IDR_118_155",0.500626762183973
"Q9NQ48_IDR_170_209",0.499373237816027
"Q9NQ55_IDR_319_473",1
"Q9NQ60_IDR_11_294",1
"Q9NQ66_IDR_1049_1092",0.265448301714196
"Q9NQ66_IDR_1172_1216",0.239905301584307
"Q9NQ66_IDR_465_547",0.230879103660314
"Q9NQ66_IDR_817_1035",0.263767293041183
"Q9NQ69_IDR_197_275",0.328813321606485
"Q9NQ69_IDR_320_397",0.342812132398249
"Q9NQ69_IDR_32_66",0.328374545995265
"Q9NQ75_IDR_76_432",0.474818039323387
"Q9NQG1_IDR_45_85",1
"Q9NQG5_IDR_131_172",1
"Q9NQG6_IDR_33_130",1
"Q9NQG7_IDR_263_534",1
"Q9NQH7_IDR_1_40",1
"Q9NQI0_IDR_1_242",1
"Q9NQL9_IDR_1_249",0.324968857104043
"Q9NQL9_IDR_287_336",0.346437713150732
"Q9NQL9_IDR_397_472",0.328593429745225
"Q9NQM4_IDR_38_85",1
"Q9NQQ7_IDR_322_365",1
"Q9NQR7_IDR_1_118",0.509508405178355
"Q9NQR7_IDR_121_581",0.490491594821645
"Q9NQS1_IDR_1_113",0.494371777863148
"Q9NQS1_IDR_205_347",0.505628222136852
"Q9NQS3_IDR_1_50",0.38429792168882
"Q9NQS3_IDR_359_408",0.312162675653406
"Q9NQS3_IDR_429_530",0.303539402657774
"Q9NQW6_IDR_889_924",0.544295683154954
"Q9NQW8_IDR_1_183",0.484230066302279
"Q9NQW8_IDR_685_779",0.515769933697721
"Q9NQX0_IDR_1_165",0.510137334627297
"Q9NQX0_IDR_379_468",0.489862665372703
"Q9NQX1_IDR_1_168",1
"Q9NQX3_IDR_183_314",1
"Q9NQX4_IDR_1037_1071",0.497728887823401
"Q9NQX4_IDR_1227_1357",0.502271112176599
"Q9NQX5_IDR_107_282",0.469114093278481
"Q9NQX5_IDR_1_101",0.530885906721519
"Q9NQX6_IDR_49_130",1
"Q9NQX7_IDR_1_63",1
"Q9NQZ2_IDR_1_128",0.480158155362784
"Q9NQZ2_IDR_330_479",0.519841844637216
"Q9NQZ5_IDR_334_370",1
"Q9NQZ6_IDR_114_224",0.514659447171857
"Q9NQZ6_IDR_58_110",0.485340552828143
"Q9NQZ7_IDR_572_604",1
"Q9NQZ8_IDR_1_131",1
"Q9NR71_IDR_1_93",1
"Q9NR80_IDR_1_182",1
"Q9NR81_IDR_1_99",0.545502450421574
"Q9NR81_IDR_470_526",0.454497549578426
"Q9NR82_IDR_1_88",0.219554695028379
"Q9NR82_IDR_401_619",0.284138223631601
"Q9NR82_IDR_633_863",0.267964779643952
"Q9NR82_IDR_874_932",0.228342301696068
"Q9NR83_IDR_1_203",0.51134869392158
"Q9NR83_IDR_205_362",0.48865130607842
"Q9NR99_IDR_1646_1717",0.353690170691242
"Q9NR99_IDR_700_771",0.337655518801165
"Q9NR99_IDR_807_1634",0.308654310507594
"Q9NRA0_IDR_1_46",0.333375672673337
"Q9NRA0_IDR_384_419",0.34523518409443
"Q9NRA0_IDR_476_512",0.321389143232233
"Q9NRA2_IDR_1_31",1
"Q9NRA8_IDR_1_956",1
"Q9NRB3_IDR_1_105",1
"Q9NRC6_IDR_1_36",0.329317713353946
"Q9NRC6_IDR_3490_3540",0.334155035025788
"Q9NRC6_IDR_3642_3674",0.336527251620266
"Q9NRC8_IDR_350_400",1
"Q9NRD0_IDR_1_68",1
"Q9NRD1_IDR_262_293",1
"Q9NRD5_IDR_372_415",1
"Q9NRE2_IDR_1_857",1
"Q9NRF2_IDR_478_519",0.336335696195883
"Q9NRF2_IDR_628_752",0.315242419248247
"Q9NRF2_IDR_96_283",0.34842188455587
"Q9NRF9_IDR_96_147",1
"Q9NRG9_IDR_496_527",1
"Q9NRH1_IDR_1_34",0.491069935225506
"Q9NRH1_IDR_135_196",0.508930064774494
"Q9NRH2_IDR_340_729",1
"Q9NRI5_IDR_1_543",0.518677561782332
"Q9NRI5_IDR_618_854",0.481322438217668
"Q9NRJ3_IDR_91_127",1
"Q9NRJ4_IDR_492_623",0.319241872587067
"Q9NRQ2_IDR_1_33",1
"Q9NRR4_IDR_1_63",0.356313585697476
"Q9NRR4_IDR_460_500",0.335859070155963
"Q9NRR4_IDR_78_405",0.30782734414656
"Q9NRR5_IDR_86_553",1
"Q9NRR6_IDR_1_274",1
"Q9NRR8_IDR_44_79",1
"Q9NRS4_IDR_1_53",1
"Q9NRS6_IDR_129_263",1
"Q9NRW1_IDR_177_207",1
"Q9NRX1_IDR_1_59",1
"Q9NRX5_IDR_334_373",1
"Q9NRY2_IDR_25_65",1
"Q9NRY4_IDR_1122_1245",0.342842315822712
"Q9NRY4_IDR_1442_1499",0.347990438415945
"Q9NRY4_IDR_952_1117",0.309167245761343
"Q9NRY5_IDR_1_232",1
"Q9NRY6_IDR_1_64",1
"Q9NRZ5_IDR_334_378",1
"Q9NRZ7_IDR_334_376",1
"Q9NS61_IDR_1_83",1
"Q9NS62_IDR_437_799",1
"Q9NS66_IDR_215_277",1
"Q9NS68_IDR_1_72",0.334511445122629
"Q9NS68_IDR_194_423",0.314016365138714
"Q9NS68_IDR_96_189",0.351472189738657
"Q9NS69_IDR_108_142",0.513778398560678
"Q9NS69_IDR_1_41",0.486221601439322
"Q9NS73_IDR_95_137",1
"Q9NS82_IDR_1_31",1
"Q9NS84_IDR_1_98",1
"Q9NS86_IDR_1_60",1
"Q9NS87_IDR_555_589",0.497371814443437
"Q9NS87_IDR_601_712",0.502628185556563
"Q9NS91_IDR_359_495",0.494782706951023
"Q9NS91_IDR_99_241",0.505217293048977
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.48234167650138
"Q9NSI8_IDR_305_335",0.51765832349862
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.504173047169774
"Q9NST1_IDR_404_481",0.495826952830226
"Q9NSV4_IDR_1022_1179",0.328406033904168
"Q9NSV4_IDR_1_112",0.329414544663295
"Q9NSV4_IDR_549_600",0.342179421432537
"Q9NSY0_IDR_1_35",0.494252125173735
"Q9NSY0_IDR_387_418",0.505747874826264
"Q9NSY1_IDR_1_37",0.530934308110194
"Q9NSY1_IDR_326_1111",0.469065691889806
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.362266091921075
"Q9NT99_IDR_459_491",0.210763887660166
"Q9NT99_IDR_496_552",0.200286983277223
"Q9NT99_IDR_620_693",0.226683037141536
"Q9NTG1_IDR_1_42",0.609680894812403
"Q9NTZ6_IDR_392_426",0.511650585043971
"Q9NTZ6_IDR_92_222",0.488349414956029
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.444345296709699
"Q9NU39_IDR_185_408",0.555654703290301
"Q9NUA8_IDR_129_237",0.48617630849381
"Q9NUA8_IDR_614_733",0.51382369150619
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.525867023118863
"Q9NUB4_IDR_89_122",0.474132976881137
"Q9NUC0_IDR_1_75",0.526331100574455
"Q9NUC0_IDR_208_253",0.473668899425545
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.481647836866993
"Q9NUE0_IDR_353_388",0.518352163133007
"Q9NUG4_IDR_1_37",0.351539002454022
"Q9NUG4_IDR_160_295",0.327229784629588
"Q9NUG4_IDR_370_409",0.321231212916389
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.501227801394632
"Q9NUY8_IDR_512_544",0.498772198605368
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.331318905688623
"Q9NV58_IDR_400_436",0.348852069323287
"Q9NV58_IDR_463_838",0.31982902498809
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.492727938048276
"Q9NV66_IDR_319_352",0.507272061951724
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.501154995115777
"Q9NVP1_IDR_1_173",0.449242968815614
"Q9NVP1_IDR_626_670",0.550757031184386
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.340296708666664
"Q9NVR5_IDR_354_517",0.330718334111557
"Q9NVR5_IDR_674_794",0.328984957221779
"Q9NVU0_IDR_145_176",0.518469209346562
"Q9NVU0_IDR_439_554",0.481530790653438
"Q9NVU7_IDR_226_280",0.494352157504408
"Q9NVU7_IDR_452_687",0.505647842495592
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.509758163024699
"Q9NWF9_IDR_35_277",0.490241836975301
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.330652450552253
"Q9NWH9_IDR_70_383",0.317193010762907
"Q9NWH9_IDR_969_1002",0.352154538684841
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.342513541057945
"Q9NWM3_IDR_250_386",0.351039296709563
"Q9NWM3_IDR_87_248",0.306447162232493
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.519133823771592
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.4960564953901
"Q9NX65_IDR_1_50",0.5039435046099
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.49899124077578
"Q9NX94_IDR_276_314",0.50100875922422
"Q9NX95_IDR_1_281",0.235971900702617
"Q9NX95_IDR_305_336",0.251871056657345
"Q9NX95_IDR_344_484",0.261462672448819
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.531717677598846
"Q9NXW2_IDR_53_91",0.468282322401154
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.498548284859596
"Q9NXZ2_IDR_1_65",0.501451715140405
"Q9NY12_IDR_162_217",0.498552663367387
"Q9NY12_IDR_1_62",0.501447336632613
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.252533398936255
"Q9NYB5_IDR_142_182",0.253730285474501
"Q9NYB5_IDR_300_332",0.242108679990876
"Q9NYB5_IDR_667_712",0.251627635598368
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.307980323172038
"Q9NYF5_IDR_621_681",0.386131409417938
"Q9NYF5_IDR_753_837",0.305888267410023
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.511351018069747
"Q9NYP9_IDR_44_76",0.488648981930253
"Q9NYQ6_IDR_2300_2332",0.335528115443473
"Q9NYQ6_IDR_2722_2752",0.34535362720421
"Q9NYQ6_IDR_2754_2998",0.319118257352317
"Q9NYQ7_IDR_181_231",0.309665034921541
"Q9NYQ7_IDR_2788_2818",0.308812581458498
"Q9NYQ7_IDR_2824_3312",0.381522383619962
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.504403510619933
"Q9NYV4_IDR_1_717",0.495596489380066
"Q9NYV6_IDR_1_45",0.376597943737841
"Q9NYV6_IDR_264_301",0.299435006030328
"Q9NYV6_IDR_591_651",0.323967050231831
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.488941879282385
"Q9NZ71_IDR_1141_1219",0.224524770614587
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.258211495809679
"Q9NZ94_IDR_639_702",0.249100993849952
"Q9NZ94_IDR_734_806",0.240856810133871
"Q9NZ94_IDR_818_848",0.251830700206498
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.48555534970679
"Q9NZB2_IDR_894_1118",0.51444465029321
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.504858174555499
"Q9NZC9_IDR_859_954",0.495141825444501
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.497480422909213
"Q9NZI5_IDR_73_112",0.502519577090786
"Q9NZM3_IDR_818_886",0.254641400810422
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.464282674839483
"Q9NZM5_IDR_92_417",0.535717325160517
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.167521291417636
"Q9NZN5_IDR_1267_1405",0.163770508837448
"Q9NZN5_IDR_1422_1489",0.163537487588294
"Q9NZN5_IDR_149_345",0.166934565661679
"Q9NZN5_IDR_1_64",0.171333195232204
"Q9NZN5_IDR_564_764",0.166902951262739
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.495779383679035
"Q9NZQ8_IDR_669_714",0.504220616320964
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.525037983621172
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.358497505363553
"Q9P0K1_IDR_202_233",0.331632121685317
"Q9P0K1_IDR_766_906",0.30987037295113
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.325864678833677
"Q9P0K8_IDR_1_64",0.328530442816742
"Q9P0K8_IDR_469_563",0.345604878349582
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.509267224978046
"Q9P0L1_IDR_241_356",0.490732775021954
"Q9P0L2_IDR_1_53",0.50462781522485
"Q9P0L2_IDR_374_703",0.49537218477515
"Q9P0L9_IDR_1_74",0.495144440685391
"Q9P0L9_IDR_742_805",0.504855559314609
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.555795315858032
"Q9P0M4_IDR_41_103",0.444204684141968
"Q9P0X4_IDR_1736_2223",0.247004147543964
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.333210943964147
"Q9P107_IDR_355_479",0.301914790295706
"Q9P107_IDR_761_933",0.364874265740147
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.304269917278793
"Q9P1A6_IDR_21_162",0.326583507778441
"Q9P1A6_IDR_978_1040",0.369146574942766
"Q9P1Q0_IDR_1_60",0.516299971584359
"Q9P1Q0_IDR_481_575",0.483700028415641
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.254744628741024
"Q9P215_IDR_575_609",0.493525127144438
"Q9P215_IDR_92_151",0.506474872855562
"Q9P217_IDR_119_175",0.318198652893279
"Q9P217_IDR_25_59",0.336672777637197
"Q9P217_IDR_455_485",0.345128569469524
"Q9P218_IDR_119_151",0.497261854300625
"Q9P218_IDR_992_1284",0.502738145699375
"Q9P219_IDR_1329_2016",0.222433291515497
"Q9P219_IDR_221_259",0.250516927973637
"Q9P219_IDR_297_784",0.252345146033525
"Q9P219_IDR_888_1063",0.274704634477341
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.327210391593934
"Q9P227_IDR_809_899",0.343575735972414
"Q9P273_IDR_1_295",0.518631494865997
"Q9P273_IDR_338_375",0.481368505134003
"Q9P275_IDR_1046_1123",0.500024249811044
"Q9P275_IDR_426_1044",0.499975750188956
"Q9P278_IDR_180_304",0.27341879634138
"Q9P278_IDR_576_717",0.235336856469012
"Q9P278_IDR_726_922",0.235115522075421
"Q9P278_IDR_93_123",0.256128825114186
"Q9P281_IDR_1_164",0.446625959567555
"Q9P281_IDR_167_2471",0.553374040432445
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.220457205905271
"Q9P2D8_IDR_1442_1999",0.192879220111377
"Q9P2D8_IDR_721_804",0.201009818539207
"Q9P2D8_IDR_882_939",0.187571926508401
"Q9P2E2_IDR_367_798",0.488988044988739
"Q9P2E2_IDR_901_1029",0.511011955011261
"Q9P2E3_IDR_1_141",0.51268945753593
"Q9P2E3_IDR_795_887",0.48731054246407
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.345384381391753
"Q9P2E7_IDR_725_786",0.347427962637759
"Q9P2E7_IDR_842_947",0.307187655970488
"Q9P2E8_IDR_320_370",0.500260952857073
"Q9P2E8_IDR_60_158",0.499739047142927
"Q9P2E9_IDR_1247_1357",0.214462455606242
"Q9P2E9_IDR_1379_1410",0.205091951080837
"Q9P2E9_IDR_1_698",0.170606358505917
"Q9P2E9_IDR_708_740",0.200184220299459
"Q9P2E9_IDR_883_996",0.209655014507545
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.483548804886126
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.51057489386402
"Q9P2J8_IDR_1_48",0.48942510613598
"Q9P2K1_IDR_1_257",0.49981000314501
"Q9P2K1_IDR_587_624",0.50018999685499
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.516598307697795
"Q9P2K3_IDR_347_495",0.483401692302205
"Q9P2K8_IDR_1496_1526",0.255867480291731
"Q9P2K8_IDR_189_260",0.251210000112204
"Q9P2K8_IDR_660_709",0.255195250715281
"Q9P2K8_IDR_713_792",0.237727268880784
"Q9P2K9_IDR_1_42",0.461369959927973
"Q9P2K9_IDR_156_252",0.538630040072027
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.492359567158729
"Q9P2N2_IDR_19_80",0.507640432841271
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.363136536490524
"Q9P2R6_IDR_443_1471",0.310071564371912
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.492044753143915
