"","GO0045944_positive_regulation_of_transcription_by_RNA_polymerase_II"
"Q9NYF5_IDR_753_837",0.319056409735562
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.509924657608096
"Q9NYP9_IDR_44_76",0.490075342391904
"Q9NYQ6_IDR_2300_2332",0.339742337471063
"Q9NYQ6_IDR_2722_2752",0.322822905351595
"Q9NYQ6_IDR_2754_2998",0.337434757177342
"Q9NYQ7_IDR_181_231",0.316103980340267
"Q9NYQ7_IDR_2788_2818",0.343966489182654
"Q9NYQ7_IDR_2824_3312",0.339929530477079
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.501628157458373
"Q9NYV4_IDR_1_717",0.498371842541627
"Q9NYV6_IDR_1_45",0.313929135297596
"Q9NYV6_IDR_264_301",0.295966466897696
"Q9NYV6_IDR_591_651",0.390104397804708
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.525576432940049
"Q9NZ71_IDR_1141_1219",0.253000226376577
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.234452669859592
"Q9NZ94_IDR_639_702",0.240074445806542
"Q9NZ94_IDR_734_806",0.291127364755174
"Q9NZ94_IDR_818_848",0.234345519578691
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.535884874441644
"Q9NZB2_IDR_894_1118",0.464115125558356
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.517929522278141
"Q9NZC9_IDR_859_954",0.482070477721859
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.499696449909387
"Q9NZI5_IDR_73_112",0.500303550090613
"Q9NZM3_IDR_818_886",0.275442936354014
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.526630790085663
"Q9NZM5_IDR_92_417",0.473369209914337
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.160674800104159
"Q9NZN5_IDR_1267_1405",0.152128275435428
"Q9NZN5_IDR_1422_1489",0.155841585455435
"Q9NZN5_IDR_149_345",0.197381668115982
"Q9NZN5_IDR_1_64",0.147567431390652
"Q9NZN5_IDR_564_764",0.186406239498344
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.494496141814796
"Q9NZQ8_IDR_669_714",0.505503858185204
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.486192087115233
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.345866921702899
"Q9P0K1_IDR_202_233",0.336081588039248
"Q9P0K1_IDR_766_906",0.318051490257853
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.364813611317097
"Q9P0K8_IDR_1_64",0.313306900551125
"Q9P0K8_IDR_469_563",0.321879488131778
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.503586527052549
"Q9P0L1_IDR_241_356",0.496413472947451
"Q9P0L2_IDR_1_53",0.499453031764851
"Q9P0L2_IDR_374_703",0.500546968235149
"Q9P0L9_IDR_1_74",0.516654922670227
"Q9P0L9_IDR_742_805",0.483345077329773
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.50382500716755
"Q9P0M4_IDR_41_103",0.49617499283245
"Q9P0X4_IDR_1736_2223",0.294105044229684
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.322605112333913
"Q9P107_IDR_355_479",0.347509563494683
"Q9P107_IDR_761_933",0.329885324171404
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.317531943661196
"Q9P1A6_IDR_21_162",0.454849227571907
"Q9P1A6_IDR_978_1040",0.227618828766897
"Q9P1Q0_IDR_1_60",0.489073393070132
"Q9P1Q0_IDR_481_575",0.510926606929868
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.226354669675348
"Q9P215_IDR_575_609",0.490703762846526
"Q9P215_IDR_92_151",0.509296237153474
"Q9P217_IDR_119_175",0.345036612407972
"Q9P217_IDR_25_59",0.329900803282284
"Q9P217_IDR_455_485",0.325062584309745
"Q9P218_IDR_119_151",0.524756388391634
"Q9P218_IDR_992_1284",0.475243611608366
"Q9P219_IDR_1329_2016",0.279608105733982
"Q9P219_IDR_221_259",0.254428687170653
"Q9P219_IDR_297_784",0.228412745758547
"Q9P219_IDR_888_1063",0.237550461336818
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.331288833350407
"Q9P227_IDR_809_899",0.359942151845273
"Q9P273_IDR_1_295",0.588326880191041
"Q9P273_IDR_338_375",0.411673119808959
"Q9P275_IDR_1046_1123",0.467019326238794
"Q9P275_IDR_426_1044",0.532980673761206
"Q9P278_IDR_180_304",0.263712573832542
"Q9P278_IDR_576_717",0.242752954889151
"Q9P278_IDR_726_922",0.243019237835985
"Q9P278_IDR_93_123",0.250515233442323
"Q9P281_IDR_1_164",0.386421800443537
"Q9P281_IDR_167_2471",0.613578199556463
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.186472345123988
"Q9P2D8_IDR_1442_1999",0.194562405479883
"Q9P2D8_IDR_721_804",0.217982397403634
"Q9P2D8_IDR_882_939",0.196338436766599
"Q9P2E2_IDR_367_798",0.49028631197317
"Q9P2E2_IDR_901_1029",0.50971368802683
"Q9P2E3_IDR_1_141",0.496216746711271
"Q9P2E3_IDR_795_887",0.503783253288728
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.322041099671115
"Q9P2E7_IDR_725_786",0.34252233189713
"Q9P2E7_IDR_842_947",0.335436568431754
"Q9P2E8_IDR_320_370",0.503464777429743
"Q9P2E8_IDR_60_158",0.496535222570256
"Q9P2E9_IDR_1247_1357",0.18736739743862
"Q9P2E9_IDR_1379_1410",0.183970080577869
"Q9P2E9_IDR_1_698",0.258478254242859
"Q9P2E9_IDR_708_740",0.190149971713495
"Q9P2E9_IDR_883_996",0.180034296027156
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.494732501244801
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.489930014098678
"Q9P2J8_IDR_1_48",0.510069985901322
"Q9P2K1_IDR_1_257",0.498252103345827
"Q9P2K1_IDR_587_624",0.501747896654173
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.522342493971505
"Q9P2K3_IDR_347_495",0.477657506028495
"Q9P2K8_IDR_1496_1526",0.255072347856605
"Q9P2K8_IDR_189_260",0.255708732485699
"Q9P2K8_IDR_660_709",0.246430458519505
"Q9P2K8_IDR_713_792",0.24278846113819
"Q9P2K9_IDR_1_42",0.462967792704433
"Q9P2K9_IDR_156_252",0.537032207295567
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.455286224705956
"Q9P2N2_IDR_19_80",0.544713775294044
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.239421194508267
"Q9P2R6_IDR_443_1471",0.528655900222557
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.567197963561982
"Q9P2S2_IDR_1672_1710",0.432802036438018
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.507268603148532
"Q9P2T0_IDR_341_379",0.492731396851468
"Q9P2U7_IDR_1_51",0.506150092888907
"Q9P2U7_IDR_498_560",0.493849907111093
"Q9P2U8_IDR_1_59",0.516736921699626
"Q9P2U8_IDR_506_582",0.483263078300374
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.515548779030655
"Q9P2Y5_IDR_467_612",0.484451220969345
"Q9UBF8_IDR_242_318",0.248671974048385
"Q9UBF8_IDR_410_526",0.21407225526595
"Q9UBF8_IDR_61_125",0.252541462291956
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.534730872430892
"Q9UBH6_IDR_76_123",0.465269127569108
"Q9UBI4_IDR_1_47",0.503931176214928
"Q9UBI4_IDR_248_287",0.496068823785071
"Q9UBI9_IDR_1_90",0.555304954871257
"Q9UBI9_IDR_195_303",0.444695045128743
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.569842318574192
"Q9UBK2_IDR_1_57",0.430157681425808
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.231976948347493
"Q9UBL0_IDR_241_633",0.291281398407796
"Q9UBL0_IDR_643_683",0.195663604092315
"Q9UBL0_IDR_689_812",0.281078049152396
"Q9UBL3_IDR_1_98",0.488528520199027
"Q9UBS0_IDR_401_482",0.534321031954025
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.485570139582841
"Q9UBS9_IDR_458_1224",0.514429860417159
"Q9UBT2_IDR_201_232",0.492888556653875
"Q9UBT2_IDR_549_636",0.507111443346125
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.337227950084922
"Q9UBT6_IDR_651_772",0.330648522932568
"Q9UBT6_IDR_813_861",0.332123526982511
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.504782553037589
"Q9UBU7_IDR_1_42",0.243191776394585
"Q9UBU6_IDR_182_238",0.495217446962411
"Q9UBU7_IDR_97_138",0.254307835247916
"Q9UBZ9_IDR_146_344",0.321427393231341
"Q9UBZ9_IDR_827_942",0.322462973317318
"Q9UBZ9_IDR_944_1151",0.356109633451341
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.435277137916688
"Q9UD57_IDR_184_260",0.564722862083312
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.343647862957909
"Q9UDT6_IDR_1_73",0.336284313393356
"Q9UDT6_IDR_957_1046",0.320067823648735
"Q9UDV6_IDR_1_33",0.505649359049829
"Q9UDV6_IDR_186_315",0.494350640950171
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.296849702059999
"Q9UDY2_IDR_386_504",0.386269894410099
"Q9UDY2_IDR_891_1184",0.316880403529902
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.327312538465988
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.191568530301469
"Q9UFD9_IDR_1199_1449",0.216001377542586
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.195823220935359
"Q9UFD9_IDR_534_571",0.194491398831057
"Q9UFD9_IDR_685_828",0.20211547238953
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.385191011243572
"Q9UGI0_IDR_174_244",0.32653996223721
"Q9UGI0_IDR_40_85",0.288269026519218
"Q9UGI6_IDR_1_220",0.320823293716973
"Q9UGI6_IDR_222_267",0.35676317745215
"Q9UGI6_IDR_694_731",0.322413528830877
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.473998420049496
"Q9UGU0_IDR_1_1628",0.663816993364496
"Q9UGU0_IDR_1655_1695",0.165050132312187
"Q9UGU0_IDR_1710_1841",0.171132874323318
"Q9UGU5_IDR_1_413",0.572055233798636
"Q9UGU5_IDR_448_518",0.427944766201364
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.521469827200886
"Q9UH99_IDR_207_329",0.478530172799114
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.504357093470932
"Q9UHB6_IDR_449_731",0.495642906529068
"Q9UHB7_IDR_1_925",0.528827973839531
"Q9UHB7_IDR_1036_1082",0.471172026160469
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.497928397338456
"Q9UHC1_IDR_614_1038",0.502071602661545
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.519113090048391
"Q9UHC6_IDR_1290_1331",0.480886909951609
"Q9UHC7_IDR_109_173",0.336787321377306
"Q9UHC7_IDR_1_57",0.349066981678121
"Q9UHC7_IDR_176_213",0.314145696944573
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.514145116941346
"Q9UHF4_IDR_409_441",0.485854883058654
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.251156372215958
"Q9UHF7_IDR_461_516",0.226634077861425
"Q9UHF7_IDR_566_613",0.240879004009387
"Q9UHL9_IDR_430_561",0.252325559644388
"Q9UHL9_IDR_649_705",0.246970005998719
"Q9UHL9_IDR_887_934",0.25287771022846
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.271288625147967
"Q9UHP3_IDR_59_91",0.215937059898286
"Q9UHP3_IDR_709_799",0.512774314953747
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.598073708250056
"Q9UHR4_IDR_374_494",0.401926291749944
"Q9UHR5_IDR_1_106",0.4972670763147
"Q9UHR5_IDR_209_295",0.5027329236853
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.502837631807333
"Q9UI33_IDR_1754_1791",0.197836384465523
"Q9UI33_IDR_921_994",0.208839451549237
"Q9UI36_IDR_1_182",0.305072242263937
"Q9UI36_IDR_281_605",0.381122314147644
"Q9UI36_IDR_675_750",0.313805443588419
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.311391238724153
"Q9UI46_IDR_1_39",0.365133906559431
"Q9UI46_IDR_237_285",0.323474854716417
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.140827301875248
"Q9UIF8_IDR_1403_1701",0.185916678374763
"Q9UIF8_IDR_1_739",0.153089830754199
"Q9UIF8_IDR_848_886",0.125526655452679
"Q9UIF8_IDR_957_1015",0.128358963169664
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.293772305181311
"Q9UIU6_IDR_197_237",0.271970731735195
"Q9UIU6_IDR_273_781",0.434256963083494
"Q9UIW0_IDR_1_107",0.518901114150249
"Q9UIW0_IDR_152_183",0.481098885849751
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.570781260762799
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.559868371766134
"Q9UJJ9_IDR_269_305",0.440131628233865
"Q9UJK0_IDR_1_53",0.525008748948348
"Q9UJK0_IDR_226_302",0.474991251051652
"Q9UJL9_IDR_128_275",0.500091105385049
"Q9UJL9_IDR_26_64",0.499908894614951
"Q9UJM3_IDR_1_173",0.352932786683226
"Q9UJM3_IDR_175_373",0.325604452480492
"Q9UJM3_IDR_416_462",0.321462760836281
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.723451068393957
"Q9UJQ4_IDR_1_101",0.276548931606043
"Q9UJT2_IDR_1_366",0.344552456379481
"Q9UJT2_IDR_368_491",0.326059399951997
"Q9UJT2_IDR_518_592",0.329388143668522
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.522579311815905
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.30648523843437
"Q9UKD1_IDR_315_423",0.387442137946272
"Q9UKD1_IDR_43_85",0.306072623619357
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.493183069438116
"Q9UKF5_IDR_699_820",0.506816930561884
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.516319495967899
"Q9UKG1_IDR_464_496",0.483680504032101
"Q9UKP3_IDR_307_347",0.529869349524232
"Q9UKP3_IDR_65_113",0.470130650475768
"Q9UKP4_IDR_1270_1320",0.241381072299668
"Q9UKP4_IDR_1_38",0.233828856905786
"Q9UKP4_IDR_188_237",0.248336319908356
"Q9UKP4_IDR_999_1261",0.27645375088619
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.520473505551686
"Q9UKP6_IDR_331_389",0.479526494448314
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.440663715942257
"Q9UL17_IDR_317_520",0.559336284057743
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.32191646709359
"Q9UL36_IDR_764_808",0.355190353404459
"Q9UL36_IDR_814_916",0.322893179501951
"Q9ULD2_IDR_1237_1270",0.195430496959635
"Q9ULD4_IDR_392_470",0.343075109953627
"Q9ULD4_IDR_68_110",0.30608356815579
"Q9ULD4_IDR_757_1062",0.350841321890583
"Q9ULD5_IDR_1_194",0.477470231308183
"Q9ULD5_IDR_336_544",0.522529768691817
"Q9ULD6_IDR_1_50",0.339284985834728
"Q9ULD6_IDR_665_774",0.346293568575087
"Q9ULD6_IDR_75_150",0.314421445590185
"Q9ULD8_IDR_135_194",0.479863716390626
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.272389932510315
"Q9ULI4_IDR_1_334",0.234654883063865
"Q9ULI4_IDR_724_790",0.257868207022269
"Q9ULI4_IDR_795_1018",0.235086977403551
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.350668327870438
"Q9ULJ3_IDR_866_907",0.31150634317662
"Q9ULJ3_IDR_947_1012",0.337825328952943
"Q9ULL1_IDR_1286_1346",0.155876822666101
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.34175491328828
"Q9ULM0_IDR_137_571",0.325861498150845
"Q9ULM0_IDR_28_93",0.332383588560875
"Q9ULM3_IDR_117_199",0.376078238507102
"Q9ULM3_IDR_335_1139",0.623921761492898
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.471893787764312
"Q9ULQ0_IDR_301_432",0.528106212235688
"Q9ULQ1_IDR_1_66",0.515922087722239
"Q9ULQ1_IDR_783_816",0.484077912277761
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.325880600924381
"Q9ULR3_IDR_1_35",0.345345107111386
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.488642050418357
"Q9ULV5_IDR_197_492",0.511357949581643
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.509476464217557
"Q9ULW2_IDR_540_581",0.490523535782443
"Q9ULW3_IDR_1_41",0.509204748440658
"Q9ULW3_IDR_191_245",0.490795251559342
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.518065119913196
"Q9ULW6_IDR_1_94",0.481934880086804
"Q9ULX3_IDR_104_204",0.490329324879022
"Q9ULX3_IDR_376_412",0.509670675120978
"Q9ULX5_IDR_17_50",0.495024334783262
"Q9ULX5_IDR_97_129",0.504975665216738
"Q9ULX6_IDR_1_383",0.362774588109632
"Q9ULX6_IDR_427_476",0.324475254357946
"Q9ULX6_IDR_545_646",0.312750157532423
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.359986453994616
"Q9UMD9_IDR_374_463",0.334890466243167
"Q9UMD9_IDR_471_1497",0.305123079762216
"Q9UMN6_IDR_1_1166",0.555646739142609
"Q9UMN6_IDR_1810_2409",0.444353260857391
"Q9UMQ3_IDR_1_181",0.558227305664036
"Q9UMQ3_IDR_183_279",0.441772694335964
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.532282645233631
"Q9UNA0_IDR_200_255",0.467717354766369
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.503545443614678
"Q9UNA4_IDR_442_700",0.496454556385322
"Q9UNE0_IDR_1_70",0.458981098126778
"Q9UNE0_IDR_91_333",0.541018901873223
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.368958723917639
"Q9UP95_IDR_941_1017",0.311409449504555
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.542285410057655
"Q9UPC5_IDR_346_381",0.457714589942345
"Q9UPE1_IDR_1_57",0.513812244068424
"Q9UPE1_IDR_240_401",0.486187755931576
"Q9UPG8_IDR_1_67",0.252669400074559
"Q9UPG8_IDR_225_496",0.747330599925441
"Q9UPI3_IDR_1_74",0.500773055268063
"Q9UPR6_IDR_12_446",0.317181107532042
"Q9UPR6_IDR_542_588",0.356100801686557
"Q9UPR6_IDR_904_939",0.326718090781402
"Q9UPS6_IDR_1767_1805",0.29613839178706
"Q9UPS6_IDR_199_742",0.406391088425425
"Q9UPS6_IDR_904_1667",0.297470519787514
"Q9UPS8_IDR_1_35",0.32166947153241
"Q9UPS8_IDR_201_707",0.373056795470164
"Q9UPS8_IDR_835_917",0.305273732997426
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.390913537968671
"Q9UPW5_IDR_1149_1226",0.562245977495155
"Q9UPW5_IDR_349_617",0.437754022504845
"Q9UPW6_IDR_1_55",0.227529041364916
"Q9UPW6_IDR_187_223",0.180062689808763
"Q9UPW6_IDR_231_537",0.206163117241539
"Q9UPW6_IDR_550_618",0.201135925157524
"Q9UPW6_IDR_666_733",0.185109226427259
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.330968779388838
"Q9UQ16_IDR_598_651",0.316056202908558
"Q9UQ16_IDR_749_869",0.352975017702604
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.546095924509804
"Q9UQB3_IDR_1_543",0.335749192667105
"Q9UQ90_IDR_765_795",0.453904075490196
"Q9UQB3_IDR_1040_1155",0.346178552149332
"Q9UQB3_IDR_784_827",0.318072255183563
"Q9UQB8_IDR_128_196",0.247344337472137
"Q9UQB8_IDR_249_395",0.251942252812517
"Q9UQB8_IDR_433_517",0.257005885516851
"Q9UQB8_IDR_522_552",0.243707524198495
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.245696611962688
"Q9Y210_IDR_792_850",0.489980769661891
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.207150702761711
"Q9Y222_IDR_414_491",0.202554013009932
"Q9Y222_IDR_515_571",0.209618819314365
"Q9Y222_IDR_575_690",0.190492713316442
"Q9Y222_IDR_710_760",0.19018375159755
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.328008627649823
"Q9Y228_IDR_203_233",0.32299834838126
"Q9Y228_IDR_331_551",0.348993023968917
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.433959304822279
"Q9Y232_IDR_1_57",0.29107215084786
"Q9Y232_IDR_298_336",0.274968544329862
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.312873865330915
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.483156187215153
"Q9Y2B5_IDR_87_149",0.516843812784847
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.189206035078178
"Q9Y2G1_IDR_843_1007",0.200542181887768
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.532113613480076
"Q9Y2G4_IDR_516_660",0.467886386519925
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.489031533521247
"Q9Y2G8_IDR_718_749",0.510968466478753
"Q9Y2G9_IDR_160_197",0.278820776879072
"Q9Y2G9_IDR_616_677",0.344055465864842
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.544644049205215
"Q9Y2J2_IDR_409_1087",0.455355950794785
"Q9Y2J4_IDR_1_431",0.54406645167688
"Q9Y2J4_IDR_468_770",0.45593354832312
"Q9Y2K2_IDR_1_57",0.212543443549866
"Q9Y2K1_IDR_114_344",0.492944897150407
"Q9Y2K1_IDR_348_413",0.507055102849593
"Q9Y2K2_IDR_319_349",0.207562006167889
"Q9Y2K2_IDR_389_1288",0.579894550282246
"Q9Y2Q0_IDR_1100_1130",0.516138076949332
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.504570445371025
"Q9Y2T7_IDR_1_85",0.495429554628975
