"","GO0008380_RNA_splicing"
"Q9UBL3_IDR_1_98",0.504055130131511
"Q9UBS0_IDR_401_482",0.513170590584748
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.540227214079189
"Q9UBS9_IDR_458_1224",0.459772785920811
"Q9UBT2_IDR_201_232",0.479214080010076
"Q9UBT2_IDR_549_636",0.520785919989924
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.320196705961618
"Q9UBT6_IDR_651_772",0.323947356235347
"Q9UBT6_IDR_813_861",0.355855937803034
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.531304067405114
"Q9UBU7_IDR_1_42",0.240909871247649
"Q9UBU6_IDR_182_238",0.468695932594886
"Q9UBU7_IDR_97_138",0.261883010884115
"Q9UBZ9_IDR_146_344",0.340977359639602
"Q9UBZ9_IDR_827_942",0.327432387405314
"Q9UBZ9_IDR_944_1151",0.331590252955084
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.540714945587359
"Q9UD57_IDR_184_260",0.459285054412641
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.341900177364075
"Q9UDT6_IDR_1_73",0.3307730852985
"Q9UDT6_IDR_957_1046",0.327326737337426
"Q9UDV6_IDR_1_33",0.489557367629295
"Q9UDV6_IDR_186_315",0.510442632370705
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.666897227589609
"Q9UDY2_IDR_386_504",0.15848978079519
"Q9UDY2_IDR_891_1184",0.174612991615201
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.280706948290036
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.225196943919123
"Q9UFD9_IDR_1199_1449",0.195800835858678
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.195950702834581
"Q9UFD9_IDR_534_571",0.190315753529836
"Q9UFD9_IDR_685_828",0.192735763857782
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.352121602974173
"Q9UGI0_IDR_174_244",0.328639142228142
"Q9UGI0_IDR_40_85",0.319239254797686
"Q9UGI6_IDR_1_220",0.328642157935224
"Q9UGI6_IDR_222_267",0.351334944580141
"Q9UGI6_IDR_694_731",0.320022897484635
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.490619376920621
"Q9UGU0_IDR_1_1628",0.556017258121113
"Q9UGU0_IDR_1655_1695",0.216855416883282
"Q9UGU0_IDR_1710_1841",0.227127324995605
"Q9UGU5_IDR_1_413",0.67497107715776
"Q9UGU5_IDR_448_518",0.32502892284224
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.58130288504348
"Q9UH99_IDR_207_329",0.41869711495652
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.47379736945929
"Q9UHB6_IDR_449_731",0.52620263054071
"Q9UHB7_IDR_1_925",0.695266969558705
"Q9UHB7_IDR_1036_1082",0.304733030441295
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.535008014215967
"Q9UHC1_IDR_614_1038",0.464991985784033
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.477483427627345
"Q9UHC6_IDR_1290_1331",0.522516572372655
"Q9UHC7_IDR_109_173",0.3269705413517
"Q9UHC7_IDR_1_57",0.326603679644614
"Q9UHC7_IDR_176_213",0.346425779003686
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.500204633190427
"Q9UHF4_IDR_409_441",0.499795366809573
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.285666741025744
"Q9UHF7_IDR_461_516",0.263016595090545
"Q9UHF7_IDR_566_613",0.215887108566166
"Q9UHL9_IDR_430_561",0.234525980071173
"Q9UHL9_IDR_649_705",0.25246417314696
"Q9UHL9_IDR_887_934",0.27215299010499
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.334922184583262
"Q9UHP3_IDR_59_91",0.325013035479718
"Q9UHP3_IDR_709_799",0.34006477993702
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.489858008117088
"Q9UHR4_IDR_374_494",0.510141991882912
"Q9UHR5_IDR_1_106",0.541442437871186
"Q9UHR5_IDR_209_295",0.458557562128814
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.509903550144217
"Q9UI33_IDR_1754_1791",0.199039435522197
"Q9UI33_IDR_921_994",0.194330029180753
"Q9UI36_IDR_1_182",0.320678214025734
"Q9UI36_IDR_281_605",0.306631110600603
"Q9UI36_IDR_675_750",0.372690675373663
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.343487052886127
"Q9UI46_IDR_1_39",0.319576465012679
"Q9UI46_IDR_237_285",0.336936482101194
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.172942128022702
"Q9UIF8_IDR_1403_1701",0.114815481616249
"Q9UIF8_IDR_1_739",0.144313702655474
"Q9UIF8_IDR_848_886",0.144615301852933
"Q9UIF8_IDR_957_1015",0.137359549892788
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.328069119299631
"Q9UIU6_IDR_197_237",0.351378145754106
"Q9UIU6_IDR_273_781",0.320552734946263
"Q9UIW0_IDR_1_107",0.490802352416361
"Q9UIW0_IDR_152_183",0.509197647583639
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.541356789022914
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.472860066804342
"Q9UJJ9_IDR_269_305",0.527139933195658
"Q9UJK0_IDR_1_53",0.501122142909146
"Q9UJK0_IDR_226_302",0.498877857090854
"Q9UJL9_IDR_128_275",0.524508023678274
"Q9UJL9_IDR_26_64",0.475491976321726
"Q9UJM3_IDR_1_173",0.294278839892119
"Q9UJM3_IDR_175_373",0.393279862689963
"Q9UJM3_IDR_416_462",0.312441297417918
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.445511448748836
"Q9UJQ4_IDR_1_101",0.554488551251164
"Q9UJT2_IDR_1_366",0.325520404023955
"Q9UJT2_IDR_368_491",0.326715402295493
"Q9UJT2_IDR_518_592",0.347764193680551
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.558250437702184
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.33843405334959
"Q9UKD1_IDR_315_423",0.320612462116064
"Q9UKD1_IDR_43_85",0.340953484534346
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.450308821620977
"Q9UKF5_IDR_699_820",0.549691178379023
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.44027213143367
"Q9UKG1_IDR_464_496",0.55972786856633
"Q9UKP3_IDR_307_347",0.541015447211995
"Q9UKP3_IDR_65_113",0.458984552788005
"Q9UKP4_IDR_1270_1320",0.205961274900226
"Q9UKP4_IDR_1_38",0.191920704893832
"Q9UKP4_IDR_188_237",0.392513241686807
"Q9UKP4_IDR_999_1261",0.209604778519134
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.495325330619788
"Q9UKP6_IDR_331_389",0.504674669380212
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.465054015955049
"Q9UL17_IDR_317_520",0.534945984044951
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.354505597066044
"Q9UL36_IDR_764_808",0.3283122275729
"Q9UL36_IDR_814_916",0.317182175361056
"Q9ULD2_IDR_1237_1270",0.210355640145803
"Q9ULD4_IDR_392_470",0.35453389961545
"Q9ULD4_IDR_68_110",0.325521413932887
"Q9ULD4_IDR_757_1062",0.319944686451663
"Q9ULD5_IDR_1_194",0.468003007884422
"Q9ULD5_IDR_336_544",0.531996992115578
"Q9ULD6_IDR_1_50",0.360599279720582
"Q9ULD6_IDR_665_774",0.319393545512914
"Q9ULD6_IDR_75_150",0.320007174766504
"Q9ULD8_IDR_135_194",0.51587563343867
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.243035957849915
"Q9ULI4_IDR_1_334",0.218550218299363
"Q9ULI4_IDR_724_790",0.274285673468642
"Q9ULI4_IDR_795_1018",0.26412815038208
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.341558446592644
"Q9ULJ3_IDR_866_907",0.339822370886124
"Q9ULJ3_IDR_947_1012",0.318619182521232
"Q9ULL1_IDR_1286_1346",0.133344239999039
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.344455659591617
"Q9ULM0_IDR_137_571",0.303122978166332
"Q9ULM0_IDR_28_93",0.352421362242052
"Q9ULM3_IDR_117_199",0.533166431124156
"Q9ULM3_IDR_335_1139",0.466833568875844
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.510713450784344
"Q9ULQ0_IDR_301_432",0.489286549215656
"Q9ULQ1_IDR_1_66",0.487301437869568
"Q9ULQ1_IDR_783_816",0.512698562130432
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.352752138366248
"Q9ULR3_IDR_1_35",0.321562700584739
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.530901746392916
"Q9ULV5_IDR_197_492",0.469098253607085
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.511449596687749
"Q9ULW2_IDR_540_581",0.488550403312251
"Q9ULW3_IDR_1_41",0.519938576342725
"Q9ULW3_IDR_191_245",0.480061423657275
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.536862961400453
"Q9ULW6_IDR_1_94",0.463137038599547
"Q9ULX3_IDR_104_204",0.467570296953973
"Q9ULX3_IDR_376_412",0.532429703046027
"Q9ULX5_IDR_17_50",0.491139335846258
"Q9ULX5_IDR_97_129",0.508860664153742
"Q9ULX6_IDR_1_383",0.610852582294496
"Q9ULX6_IDR_427_476",0.185350755162339
"Q9ULX6_IDR_545_646",0.203796662543166
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.326360433424
"Q9UMD9_IDR_374_463",0.325211820793233
"Q9UMD9_IDR_471_1497",0.348427745782767
"Q9UMN6_IDR_1_1166",0.504662462584352
"Q9UMN6_IDR_1810_2409",0.495337537415648
"Q9UMQ3_IDR_1_181",0.464265140197589
"Q9UMQ3_IDR_183_279",0.535734859802411
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.451623644997462
"Q9UNA0_IDR_200_255",0.548376355002538
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.515858668047841
"Q9UNA4_IDR_442_700",0.484141331952159
"Q9UNE0_IDR_1_70",0.539830386919321
"Q9UNE0_IDR_91_333",0.460169613080679
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.31235609014825
"Q9UP95_IDR_941_1017",0.325733482071115
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.495337235855471
"Q9UPC5_IDR_346_381",0.504662764144529
"Q9UPE1_IDR_1_57",0.494955197169366
"Q9UPE1_IDR_240_401",0.505044802830634
"Q9UPG8_IDR_1_67",0.508181742230155
"Q9UPG8_IDR_225_496",0.491818257769845
"Q9UPI3_IDR_1_74",0.511296302206377
"Q9UPR6_IDR_12_446",0.304117589966855
"Q9UPR6_IDR_542_588",0.329975674827854
"Q9UPR6_IDR_904_939",0.365906735205291
"Q9UPS6_IDR_1767_1805",0.296857704371353
"Q9UPS6_IDR_199_742",0.396429935845024
"Q9UPS6_IDR_904_1667",0.306712359783624
"Q9UPS8_IDR_1_35",0.34257472858872
"Q9UPS8_IDR_201_707",0.334207771528529
"Q9UPS8_IDR_835_917",0.32321749988275
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.318691426664971
"Q9UPW5_IDR_1149_1226",0.512971991814171
"Q9UPW5_IDR_349_617",0.487028008185829
"Q9UPW6_IDR_1_55",0.215011359027027
"Q9UPW6_IDR_187_223",0.195408348545157
"Q9UPW6_IDR_231_537",0.168316785320067
"Q9UPW6_IDR_550_618",0.189731987734505
"Q9UPW6_IDR_666_733",0.231531519373244
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.328686568903719
"Q9UQ16_IDR_598_651",0.331116187462112
"Q9UQ16_IDR_749_869",0.340197243634169
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.452226430199009
"Q9UQB3_IDR_1_543",0.336403990806401
"Q9UQ90_IDR_765_795",0.547773569800991
"Q9UQB3_IDR_1040_1155",0.32958923001249
"Q9UQB3_IDR_784_827",0.334006779181109
"Q9UQB8_IDR_128_196",0.254404522820653
"Q9UQB8_IDR_249_395",0.239317520182101
"Q9UQB8_IDR_433_517",0.246559577469863
"Q9UQB8_IDR_522_552",0.259718379527384
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.263349068922339
"Q9Y210_IDR_792_850",0.472677544399481
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.195840178633359
"Q9Y222_IDR_414_491",0.193265734925993
"Q9Y222_IDR_515_571",0.197278027208589
"Q9Y222_IDR_575_690",0.206979867989178
"Q9Y222_IDR_710_760",0.206636191242881
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.378798719498016
"Q9Y228_IDR_203_233",0.305576488391322
"Q9Y228_IDR_331_551",0.315624792110662
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.314424448472045
"Q9Y232_IDR_1_57",0.343519022483872
"Q9Y232_IDR_298_336",0.342056529044083
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.337070395652819
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.508572543594159
"Q9Y2B5_IDR_87_149",0.491427456405841
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.34498376850957
"Q9Y2G1_IDR_843_1007",0.333271103415343
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.5424948813547
"Q9Y2G4_IDR_516_660",0.4575051186453
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.477799295808213
"Q9Y2G8_IDR_718_749",0.522200704191787
"Q9Y2G9_IDR_160_197",0.339725656966306
"Q9Y2G9_IDR_616_677",0.368040103875521
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.539607731077631
"Q9Y2J2_IDR_409_1087",0.460392268922369
"Q9Y2J4_IDR_1_431",0.563289831384614
"Q9Y2J4_IDR_468_770",0.436710168615386
"Q9Y2K2_IDR_1_57",0.353131701732695
"Q9Y2K1_IDR_114_344",0.478477141903328
"Q9Y2K1_IDR_348_413",0.521522858096672
"Q9Y2K2_IDR_319_349",0.3336434565438
"Q9Y2K2_IDR_389_1288",0.313224841723504
"Q9Y2Q0_IDR_1100_1130",0.510609743247009
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.765329863643118
"Q9Y2T7_IDR_1_85",0.234670136356882
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.545767944740594
"Q9Y3R0_IDR_1088_1128",0.195236471425171
"Q9Y3R0_IDR_933_993",0.193354468782345
"Q9Y3R5_IDR_1031_1215",0.353937575660308
"Q9Y3R5_IDR_1849_1892",0.327999384024965
"Q9Y3R5_IDR_545_683",0.318063040314727
"Q9Y3S1_IDR_1316_2297",0.21592272543317
"Q9Y3S1_IDR_1_47",0.257911397494565
"Q9Y3S1_IDR_50_184",0.307897560901156
"Q9Y3S1_IDR_544_1314",0.218268316171109
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.498565203367659
"A0A0A6YYL3_IDR_325_492",0.501434796632341
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.502740827945304
"A0A1B0GTZ2_IDR_225_276",0.497259172054696
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.500131661074193
"A0A1B0GVG6_IDR_91_124",0.499868338925807
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.507099603724935
"A0A1B0GVM6_IDR_56_89",0.492900396275065
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.242458226618627
"Q6ZMI3_IDR_137_297",0.489311008099522
"Q6ZMI3_IDR_58_107",0.510688991900478
"Q6ZMJ2_IDR_1_121",0.474086123187343
"Q6ZMJ2_IDR_291_384",0.525913876812657
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.388884080899469
"Q6ZMN7_IDR_490_1003",0.611115919100531
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.521805374060904
"Q6ZMP0_IDR_534_616",0.478194625939096
"Q6ZMQ8_IDR_1253_1297",0.337413666162171
"Q6ZMQ8_IDR_415_531",0.324991896253591
"Q6ZMQ8_IDR_536_1190",0.337594437584238
"Q6ZMS7_IDR_1_38",0.477572348684138
"Q6ZMS7_IDR_183_281",0.522427651315862
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.481925570638509
"Q6ZN04_IDR_382_514",0.370401566167864
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.314038108142898
"Q6ZN16_IDR_1_57",0.352789322217214
"Q6ZN16_IDR_911_1007",0.333172569639888
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.582210363024112
"Q6ZN18_IDR_351_397",0.417789636975888
"Q6ZNJ1_IDR_1298_1436",0.483168905249347
"Q6ZNJ1_IDR_1858_1915",0.516831094750653
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.484932322302523
"Q6ZNM6_IDR_55_116",0.515067677697477
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.34989387778209
"Q6ZP65_IDR_269_463",0.311705162553065
"Q6ZP65_IDR_508_573",0.338400959664845
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.145050472940675
"Q6ZRS2_IDR_2213_2316",0.159174936415256
"Q6ZRS2_IDR_2323_3230",0.213168243251659
"Q6ZRS2_IDR_953_1312",0.143207634678046
"Q6ZRS4_IDR_1_136",0.513508990108806
"Q6ZRS4_IDR_221_1044",0.486491009891194
"Q6ZRT6_IDR_147_265",0.421051772769015
"Q6ZRT6_IDR_1_53",0.578948227230985
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.245939792192218
"Q6ZSY5_IDR_207_237",0.252499827916579
"Q6ZSY5_IDR_290_528",0.233100194088115
"Q6ZSY5_IDR_63_102",0.268460185803088
"Q6ZSZ5_IDR_1104_1360",0.24795315256778
"Q6ZSZ5_IDR_1_402",0.233351178662727
"Q6ZSZ5_IDR_892_992",0.265815045445802
"Q6ZSZ5_IDR_997_1044",0.25288062332369
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.315231872578538
"Q6ZU64_IDR_1564_1597",0.314967253503887
"Q6ZU64_IDR_1715_1829",0.361877292772949
"Q6ZU64_IDR_97_136",0.323155453723164
"Q6ZU65_IDR_19_123",0.272030899813679
"Q6ZU65_IDR_249_443",0.239845876323596
"Q6ZU65_IDR_570_600",0.26838211623175
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.219741107630975
"Q6ZU69_IDR_308_372",0.359385714898114
"Q6ZU69_IDR_32_294",0.328034189780535
"Q6ZUJ8_IDR_634_805",0.331437171314491
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.267363009085128
"Q6ZUM4_IDR_446_494",0.237601901977279
"Q6ZUM4_IDR_617_665",0.262005934145386
"Q6ZUM4_IDR_70_259",0.233029154792208
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.592683306197368
"Q6ZUT1_IDR_33_96",0.407316693802632
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.204110619390048
"Q6ZUT9_IDR_140_177",0.207791175363851
"Q6ZUT9_IDR_410_442",0.197117102626818
"Q6ZUT9_IDR_602_728",0.194843494831882
"Q6ZUT9_IDR_811_850",0.196137607787401
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.363114751405759
"Q6ZV29_IDR_1_95",0.326783388012323
"Q6ZV29_IDR_303_448",0.310101860581918
"Q6ZVM7_IDR_466_507",0.343166570323175
"Q6ZVT0_IDR_1_153",0.482087234239416
"Q6ZVT0_IDR_570_673",0.517912765760584
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.24827250041017
"A0AVK6_IDR_212_263",0.252907620897107
"A0AVK6_IDR_351_867",0.222771316777072
"A0AVK6_IDR_69_110",0.276048561915651
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.487416094778683
"A0FGR9_IDR_589_736",0.512583905221317
"A1L443_IDR_407_756",0.321497313115835
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.494577071480253
"A1L4H1_IDR_951_1468",0.505422928519747
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.514214293165167
"A1X283_IDR_428_849",0.485785706834833
"A2RUB6_IDR_914_948",0.414543177864418
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.426209047556786
"A3KN83_IDR_682_840",0.573790952443214
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.31953874597892
"A4D263_IDR_211_245",0.36025646238582
"A4D263_IDR_379_415",0.32020479163526
"A4D2H0_IDR_278_319",0.489151796139939
"A4D2H0_IDR_330_675",0.510848203860061
"A4D2P6_IDR_212_277",0.473359596228107
"A4D2P6_IDR_469_831",0.526640403771894
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.251155559254959
"A4FU28_IDR_278_331",0.239293770017032
"A4FU28_IDR_333_469",0.246196824505535
"A4FU28_IDR_474_698",0.263353846222474
"A5YKK6_IDR_1307_1355",0.334423429911678
"A5YKK6_IDR_683_828",0.317699431456281
"A5YKK6_IDR_998_1072",0.347877138632041
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.390059407879577
"A6NC98_IDR_307_760",0.308830309967941
"A6NC98_IDR_845_983",0.301110282152481
"A6NDD5_IDR_190_221",0.503533395757374
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.473719091744984
"A6NDN3_IDR_213_693",0.526280908255016
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.617776107150213
"A6NDY0_IDR_35_143",0.382223892849787
"A6NFA1_IDR_1_36",0.328947668942154
