"","GO0030545_signaling_receptor_regulator_activity"
"Q96GD3_IDR_464_587",0.519238410431746
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.454162224227539
"Q96GI7_IDR_1_86",0.545837775772461
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.343726387993669
"Q96GN5_IDR_237_321",0.355897497489711
"Q96GN5_IDR_89_138",0.30037611451662
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.347053930676053
"Q96GX5_IDR_495_648",0.338011749729403
"Q96GX5_IDR_660_732",0.314934319594544
"Q96GY0_IDR_143_296",0.49401686754039
"Q96GY0_IDR_42_140",0.50598313245961
"Q96GY3_IDR_129_200",0.504044643552242
"Q96GY3_IDR_33_91",0.495955356447758
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.609395974985137
"Q96HA1_IDR_70_1249",0.390604025014863
"Q96HB5_IDR_1_55",0.506942540453352
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.480420834015763
"Q96HA7_IDR_663_928",0.519579165984237
"Q96HB5_IDR_63_623",0.493057459546648
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.533911928077518
"Q96HE9_IDR_1_54",0.466088071922482
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.527507057062077
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.161136740312186
"Q96HP0_IDR_1308_1375",0.165111059608987
"Q96HP0_IDR_1_44",0.176312412767314
"Q96HP0_IDR_156_194",0.165485783102252
"Q96HP0_IDR_410_444",0.166928459689958
"Q96HP0_IDR_850_900",0.165025544519303
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.494520565023777
"Q96HR8_IDR_295_391",0.505479434976223
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.485603906873289
"Q96HU1_IDR_387_423",0.514396093126711
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.506346814149288
"Q96HZ4_IDR_1_37",0.493653185850712
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.519574425237883
"Q96IQ9_IDR_197_312",0.553192004677654
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.323654319266431
"Q96IT1_IDR_1_39",0.337010893007269
"Q96IT1_IDR_488_518",0.339334787726299
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.476187726804627
"Q96IY1_IDR_224_281",0.523812273195373
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.433039263059087
"Q96J42_IDR_1_84",0.566960736940913
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.521432123152083
"Q96J84_IDR_612_757",0.478567876847917
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.496110451053547
"Q96J87_IDR_278_312",0.503889548946453
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.242100781982027
"Q96JE7_IDR_1_89",0.251318438224505
"Q96JE7_IDR_397_430",0.269977799337287
"Q96JE7_IDR_713_1054",0.236602980456181
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.542154592510173
"Q96JG6_IDR_492_601",0.457845407489827
"Q96JG8_IDR_1_55",0.333914965742185
"Q96JG8_IDR_57_408",0.321919648819073
"Q96JG8_IDR_688_729",0.344165385438743
"Q96JH7_IDR_1093_1222",0.231973443598968
"Q96JH7_IDR_1_40",0.250988993057733
"Q96JH7_IDR_699_773",0.252867790276632
"Q96JH7_IDR_985_1087",0.264169773066668
"Q96JH8_IDR_1_58",0.348673864781041
"Q96JH8_IDR_167_237",0.324205055012523
"Q96JH8_IDR_814_968",0.327121080206436
"Q96JJ6_IDR_159_192",0.522975030126461
"Q96JJ6_IDR_356_603",0.477024969873539
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.520326669492222
"Q96JK2_IDR_491_942",0.479673330507778
"Q96JM4_IDR_1499_1536",0.150717141238295
"Q96JM4_IDR_1587_1629",0.142354268256575
"Q96JM4_IDR_1690_1722",0.147744148706867
"Q96JM7_IDR_122_223",0.33101255964663
"Q96JM7_IDR_49_118",0.343421338746532
"Q96JM7_IDR_546_683",0.325566101606837
"Q96JN0_IDR_1_345",0.497670370019333
"Q96JN0_IDR_388_433",0.502329629980667
"Q96JN2_IDR_141_303",0.201359047418025
"Q96JN2_IDR_1_89",0.194135213688512
"Q96JN2_IDR_326_382",0.212740309564039
"Q96JN2_IDR_552_869",0.20354528249336
"Q96JN2_IDR_942_1127",0.188220146836063
"Q96JN8_IDR_1088_1124",0.473014312717461
"Q96JN8_IDR_1_39",0.526985687282539
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.521694483182924
"Q96K76_IDR_424_461",0.338118273425618
"Q96K76_IDR_839_1026",0.317653531166731
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.339676328343231
"Q96KC8_IDR_185_220",0.236336282449938
"Q96KC8_IDR_243_327",0.217149229070645
"Q96KC8_IDR_348_493",0.206838160136186
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.528421870731844
"Q96KK3_IDR_476_526",0.471578129268156
"Q96KQ4_IDR_278_880",0.329166860229932
"Q96KQ7_IDR_1_419",0.475952122222207
"Q96KQ7_IDR_552_611",0.524047877777793
"Q96KR1_IDR_1038_1074",0.346368639590105
"Q96KR1_IDR_145_558",0.316836416464268
"Q96KR1_IDR_642_721",0.336794943945627
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.556606704009126
"Q96KS9_IDR_54_112",0.443393295990874
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.522700452653536
"Q96L34_IDR_372_666",0.477299547346464
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.534687315772342
"Q96LL4_IDR_1_75",0.465312684227658
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.32389654948511
"Q96LP6_IDR_1_31",0.336388688201875
"Q96LP6_IDR_42_84",0.339714762313014
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.336913648431466
"Q96LT9_IDR_200_325",0.346158401045294
"Q96LT9_IDR_327_384",0.31692795052324
"Q96LU7_IDR_572_616",0.245897665870819
"Q96LU7_IDR_654_694",0.266323427979196
"Q96LU7_IDR_718_752",0.250892671501015
"Q96LU7_IDR_77_208",0.23688623464897
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.307547588716676
"Q96M53_IDR_1_101",0.311511526985213
"Q96M53_IDR_254_351",0.380940884298112
"Q96M60_IDR_106_145",0.508492197995915
"Q96M60_IDR_310_376",0.491507802004085
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.462731490313491
"Q96M69_IDR_603_825",0.537268509686509
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.268100982182167
"Q96M86_IDR_233_268",0.260227027058016
"Q96M86_IDR_2687_2784",0.241651077284061
"Q96M86_IDR_3586_3651",0.230020913475756
"Q96M89_IDR_1_199",0.485504676056974
"Q96M89_IDR_302_401",0.514495323943026
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.512617476631234
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.503583868221555
"Q96MM3_IDR_79_110",0.496416131778445
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.534952602215366
"Q96MM7_IDR_508_600",0.465047397784634
"Q96MN9_IDR_1_275",0.530129873306615
"Q96MN9_IDR_283_318",0.469870126693385
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.31570413434711
"Q96MS0_IDR_1334_1386",0.337060764129403
"Q96MS0_IDR_971_1018",0.347235101523486
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.189087443011497
"Q96MT7_IDR_704_737",0.194493218426762
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.47954188896131
"Q96MX3_IDR_485_542",0.52045811103869
"Q96MY1_IDR_1_184",0.444627511306223
"Q96MY1_IDR_247_397",0.555372488693777
"Q96MY7_IDR_1_529",0.522867412224839
"Q96MY7_IDR_582_647",0.47713258777516
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.500816326168927
"Q96N06_IDR_93_139",0.499183673831073
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.458827398184343
"Q96N21_IDR_333_525",0.541172601815657
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.246547324177274
"Q96N23_IDR_1380_1443",0.264373536821698
"Q96N23_IDR_1_45",0.250011694501855
"Q96N23_IDR_1543_1604",0.239067444499173
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.328344540544759
"Q96N67_IDR_414_455",0.338429866333163
"Q96N67_IDR_860_909",0.333225593122079
"Q96N77_IDR_1_117",0.514917288434972
"Q96NA8_IDR_198_231",0.270954178982337
"Q96NA8_IDR_366_419",0.231303829076923
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.507553518558433
"Q96NB3_IDR_72_287",0.492446481441567
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.525977805537244
"Q96NG5_IDR_87_160",0.474022194462756
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.474584503649801
"Q96NK8_IDR_167_203",0.5254154963502
"Q96NL0_IDR_227_280",0.449888134320099
"Q96NL0_IDR_283_473",0.550111865679901
"Q96NL1_IDR_1_238",0.455134972851692
"Q96NL1_IDR_243_275",0.544865027148308
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.48833432175001
"Q96NL6_IDR_69_133",0.51166567824999
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.51139608935621
"Q96NM4_IDR_53_258",0.48860391064379
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.37776169025362
"Q96NX9_IDR_1_63",0.302885409487791
"Q96NX9_IDR_512_599",0.319352900258589
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.478872583143721
"Q96NY9_IDR_87_127",0.521127416856279
"Q96NZ1_IDR_1_189",0.469459055215468
"Q96NZ1_IDR_288_421",0.530540944784532
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.320459761927097
"Q96P26_IDR_1_47",0.349376895995306
"Q96P26_IDR_244_277",0.330163342077597
"Q96P31_IDR_602_640",0.504547026746005
"Q96P31_IDR_700_734",0.495452973253995
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.49354136006006
"Q96P47_IDR_428_567",0.50645863993994
"Q96PD2_IDR_1_68",0.406598271181296
"Q96PD2_IDR_453_560",0.317998076586447
"Q96PD2_IDR_689_731",0.275403652232258
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.268997543704073
"Q96PE1_IDR_1_32",0.441542668631351
"Q96PE1_IDR_951_1010",0.289459787664576
"Q96PE2_IDR_1_1062",0.240956860318728
"Q96PE2_IDR_1561_1607",0.249897115345965
"Q96PE2_IDR_1616_1727",0.245885969783363
"Q96PE2_IDR_1984_2020",0.263260054551944
"Q96PE3_IDR_1_39",0.545840102715698
"Q96PE3_IDR_472_621",0.454159897284302
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.329049887127085
"Q96PU5_IDR_415_494",0.339990888511692
"Q96PU8_IDR_183_284",0.504791314332341
"Q96PU8_IDR_290_341",0.495208685667659
"Q96PV0_IDR_727_1343",0.510589071639225
"Q96PV0_IDR_90_174",0.489410928360775
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.238790224764176
"Q96PV6_IDR_14_78",0.246985256690277
"Q96PV6_IDR_237_285",0.251392103306953
"Q96PV6_IDR_344_540",0.262832415238593
"Q96PX1_IDR_327_630",0.463193287312692
"Q96PX1_IDR_645_679",0.536806712687308
"Q96PX6_IDR_1_55",0.321489978779069
"Q96PX6_IDR_176_553",0.334505525766054
"Q96PX6_IDR_59_140",0.344004495454877
"Q96PX9_IDR_1116_1271",0.323827279843443
"Q96PX9_IDR_1_184",0.337044217980875
"Q96PX9_IDR_574_801",0.339128502175682
"Q96PY6_IDR_269_1032",0.532894403173914
"Q96Q91_IDR_1_51",0.236706130160635
"Q96Q91_IDR_177_227",0.272189451347637
"Q96Q91_IDR_341_375",0.251327916767463
"Q96Q91_IDR_944_976",0.239776501724265
"Q96QB1_IDR_1_806",0.48670990194273
"Q96QB1_IDR_811_1017",0.51329009805727
"Q96QC0_IDR_148_398",0.224804081329604
"Q96QC0_IDR_522_585",0.267154478053372
"Q96QC0_IDR_649_679",0.246243931940085
"Q96QC0_IDR_681_907",0.261797508676939
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.316499279878188
"Q96QD9_IDR_236_268",0.307503524017245
"Q96QD9_IDR_40_227",0.375997196104567
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.131346157955106
"Q96QE3_IDR_1_322",0.135072549629689
"Q96QE3_IDR_333_867",0.135663780574841
"Q96QE3_IDR_879_932",0.173920323747934
"Q96QE3_IDR_973_1049",0.136863727612269
"Q96QT6_IDR_293_733",0.253219585456396
"Q96QT6_IDR_973_1004",0.233491733406781
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.543152769640469
"Q6IQ49_IDR_177_379",0.456847230359531
"Q6IQ55_IDR_300_553",0.477594064927357
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.242818052822035
"Q6MZP7_IDR_189_341",0.25542141893084
"Q6MZP7_IDR_367_522",0.254426620195861
"Q6MZP7_IDR_644_680",0.247333908051263
"Q6MZQ0_IDR_1_48",0.334570302367523
"Q6MZQ0_IDR_179_212",0.337831760713295
"Q6MZQ0_IDR_216_368",0.327597936919181
"Q6NT76_IDR_230_269",0.354161474635584
"Q6NT76_IDR_332_420",0.337168131749607
"Q6NT89_IDR_1_114",0.480104222982795
"Q6NT89_IDR_137_227",0.519895777017205
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.517227562097091
"Q6NUJ5_IDR_56_407",0.482772437902909
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.513409966337789
"Q6NXT6_IDR_465_551",0.486590033662211
"Q6NY19_IDR_1_50",0.345186405815506
"Q6NY19_IDR_57_544",0.32639190927131
"Q6NY19_IDR_790_840",0.328421684913184
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.49725622984537
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.511217003014293
"Q6P1N0_IDR_814_854",0.488782996985707
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.325445924007106
"Q6P1R3_IDR_205_285",0.330309281813255
"Q6P1R3_IDR_435_466",0.344244794179638
"Q6P1R4_IDR_343_410",0.477273958215166
"Q6P1R4_IDR_417_473",0.522726041784834
"Q6P3S6_IDR_373_638",0.525174886716705
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.502942296740719
"Q6P444_IDR_87_269",0.497057703259281
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.525955231417916
"Q6P5Z2_IDR_429_552",0.491139958372072
"Q6P5Z2_IDR_60_146",0.508860041627928
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.489660467909506
"Q6P6C2_IDR_288_394",0.510339532090495
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.326755723384379
"Q6P995_IDR_381_673",0.333459967106115
"Q6P995_IDR_677_826",0.339784309509507
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.508338476415089
"Q6PGQ7_IDR_1_103",0.491661523584911
"Q6PH81_IDR_1_35",0.511889436373392
"Q6PH81_IDR_39_125",0.488110563626608
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.496213950447746
"Q6PI47_IDR_380_426",0.503786049552254
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.502506941158916
"Q6PIF2_IDR_164_218",0.497493058841084
"Q6PJG2_IDR_882_1035",0.235336701122639
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.500856726929329
"Q96R06_IDR_840_984",0.499143273070671
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.223653923347335
"Q96RG2_IDR_1272_1323",0.185694712902028
"Q96RG2_IDR_397_610",0.193317188794416
"Q96RG2_IDR_749_864",0.194716872995498
"Q96RG2_IDR_936_990",0.202617301960723
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.519053192947383
"Q96RI1_IDR_62_130",0.480946807052617
"Q96RN1_IDR_646_708",0.478449318466761
"Q96RN1_IDR_801_970",0.521550681533239
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.503691604426723
"Q96RP8_IDR_406_456",0.496308395573277
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.579247811368549
"Q96RR1_IDR_633_684",0.420752188631451
"Q96RR4_IDR_1_146",0.504866789810363
"Q96RR4_IDR_495_588",0.495133210189637
"Q96RS0_IDR_105_192",0.26968751691624
"Q96RS0_IDR_263_494",0.242180162617971
"Q96RS0_IDR_51_102",0.248630048419479
"Q96RS0_IDR_523_632",0.23950227204631
"Q96RT1_IDR_431_461",0.338556746910669
"Q96RT1_IDR_463_865",0.304919475172535
"Q96RT1_IDR_984_1316",0.356523777916796
"Q96RT6_IDR_245_296",0.327983976328508
"Q96RT6_IDR_343_436",0.31380426466678
"Q96RT6_IDR_445_617",0.358211759004712
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.52472015848756
"Q96RU2_IDR_698_775",0.47527984151244
"Q96RU3_IDR_275_377",0.512546938915704
"Q96RU3_IDR_481_546",0.487453061084296
"Q96RU7_IDR_1_63",0.5517851370474
"Q96S15_IDR_463_613",0.497194834465222
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.524570657337042
"Q96S38_IDR_422_881",0.475429342662958
"Q96S53_IDR_1_36",0.499204260165712
"Q96S53_IDR_318_571",0.500795739834288
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.523289993273142
"Q96S59_IDR_457_611",0.476710006726858
"Q96S65_IDR_116_267",0.386852441819163
"Q96S65_IDR_1_80",0.300405489937117
"Q96S65_IDR_304_508",0.312742068243721
"Q96S66_IDR_365_551",0.484944325740383
"Q96S66_IDR_40_91",0.515055674259617
"Q96S82_IDR_197_333",0.469263256753405
"Q96S82_IDR_96_143",0.530736743246595
"Q96S90_IDR_1_35",0.524477209242932
"Q96S90_IDR_91_227",0.475522790757068
"Q96S94_IDR_1_33",0.501283770119931
"Q96S94_IDR_300_520",0.498716229880069
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.485291991163411
"Q96SB3_IDR_598_663",0.514708008836589
"Q96SB4_IDR_1_59",0.52542119402501
"Q96SB4_IDR_246_477",0.47457880597499
"Q96SC8_IDR_1_441",0.461328027264452
"Q96SC8_IDR_497_542",0.538671972735548
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.511545093327055
"Q96SN8_IDR_1566_1713",0.488454906672945
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.28631072993345
"Q96ST2_IDR_703_740",0.34084831651543
"Q96ST2_IDR_772_809",0.37284095355112
"Q96ST3_IDR_1_118",0.239394870425092
"Q96ST3_IDR_196_301",0.241376475790502
"Q96ST3_IDR_367_459",0.277311599759132
"Q96ST3_IDR_830_877",0.241917054025273
"Q96ST8_IDR_1_304",0.317741127944007
"Q96ST8_IDR_307_366",0.348349593557543
"Q96ST8_IDR_742_783",0.33390927849845
"Q96T60_IDR_110_142",1
"Q96T68_IDR_434_498",0.323051829425793
"Q96T68_IDR_502_626",0.321430932697044
"Q96T68_IDR_64_125",0.355517237877163
"Q96T83_IDR_1_77",0.566832675100406
"Q96T83_IDR_618_699",0.433167324899594
"Q96T88_IDR_593_675",0.509103634435081
"Q96T88_IDR_78_124",0.490896365564919
"Q96T92_IDR_1_309",0.490333201159185
"Q96T92_IDR_311_422",0.509666798840815
"Q96TA1_IDR_566_746",1
"Q96TA2_IDR_25_125",1
"Q96TC7_IDR_129_234",1
"Q99062_IDR_676_750",1
"Q99075_IDR_1_104",1
"Q99081_IDR_1_575",0.470133629397103
"Q99081_IDR_640_682",0.529866370602897
"Q99217_IDR_1_191",1
"Q99250_IDR_442_650",0.245243283106841
"Q99496_IDR_130_224",1
"Q99500_IDR_320_378",1
"Q99502_IDR_1_108",0.509393562942731
"Q99502_IDR_243_319",0.490606437057269
"Q99504_IDR_1_72",0.501066829045099
"Q99504_IDR_219_300",0.498933170954901
"Q99519_IDR_1_51",1
"Q99523_IDR_1_95",0.562366681476747
"Q99523_IDR_800_831",0.437633318523253
"Q99527_IDR_1_48",1
"Q99536_IDR_1_44",1
"Q99542_IDR_475_508",1
"Q99543_IDR_289_321",1
"Q99547_IDR_1_35",0.537262658725159
"Q99547_IDR_64_160",0.462737341274841
"Q99549_IDR_115_498",0.506716655292896
"Q99549_IDR_1_55",0.493283344707104
"Q99550_IDR_128_1108",0.490795401915868
"Q99550_IDR_1_88",0.509204598084132
"Q99558_IDR_1_52",0.188323102108658
"Q99592_IDR_119_366",1
"Q99593_IDR_1_49",0.319743213114393
"Q99593_IDR_219_424",0.342554686247408
"Q99593_IDR_433_485",0.337702100638198
"Q99594_IDR_100_134",0.52684697483766
"Q99594_IDR_1_31",0.47315302516234
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.239856550525942
"Q99607_IDR_302_520",0.254635828670567
"Q99607_IDR_526_582",0.255866357250493
"Q99607_IDR_586_663",0.249641263552998
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.331106650495011
"Q99613_IDR_162_313",0.290723937547612
"Q99613_IDR_879_913",0.378169411957378
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.494644424464083
"Q99678_IDR_314_358",0.505355575535917
"Q99680_IDR_1_35",0.486323109921443
"Q99680_IDR_245_307",0.513676890078557
"Q99683_IDR_1179_1243",0.230507482561884
"Q99683_IDR_1278_1308",0.269559085124071
"Q99683_IDR_32_87",0.243861536111209
"Q99683_IDR_939_1039",0.256071896202836
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.332480376961653
"Q99687_IDR_1_61",0.346691381100042
"Q99687_IDR_163_277",0.320828241938306
"Q99689_IDR_1_73",0.354938793729331
"Q99689_IDR_257_314",0.345129750400745
"Q99689_IDR_75_223",0.299931455869925
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.165359699389375
