"","GO0005681_spliceosomal_complex"
"Q9NVR5_IDR_354_517",0.319115936906402
"Q9NVR5_IDR_674_794",0.334140360598269
"Q9NVU0_IDR_145_176",0.50594121469488
"Q9NVU0_IDR_439_554",0.49405878530512
"Q9NVU7_IDR_226_280",0.461097388546554
"Q9NVU7_IDR_452_687",0.538902611453446
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.487575124894973
"Q9NWF9_IDR_35_277",0.512424875105027
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.663079531229242
"Q9NWH9_IDR_70_383",0.197104159529037
"Q9NWH9_IDR_969_1002",0.139816309241722
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.334854626239463
"Q9NWM3_IDR_250_386",0.321670494419679
"Q9NWM3_IDR_87_248",0.343474879340857
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.447107622017198
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.488964145494152
"Q9NX65_IDR_1_50",0.511035854505848
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.499564648925865
"Q9NX94_IDR_276_314",0.500435351074135
"Q9NX95_IDR_1_281",0.253030049087625
"Q9NX95_IDR_305_336",0.273002542609146
"Q9NX95_IDR_344_484",0.235737552557034
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.485167159618326
"Q9NXW2_IDR_53_91",0.514832840381674
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.47651453512539
"Q9NXZ2_IDR_1_65",0.52348546487461
"Q9NY12_IDR_162_217",0.481171805134199
"Q9NY12_IDR_1_62",0.518828194865801
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.244217488535221
"Q9NYB5_IDR_142_182",0.228755451344441
"Q9NYB5_IDR_300_332",0.272742394912796
"Q9NYB5_IDR_667_712",0.254284665207543
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.326983701968051
"Q9NYF5_IDR_621_681",0.322512340248766
"Q9NYF5_IDR_753_837",0.350503957783183
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.500504835910993
"Q9NYP9_IDR_44_76",0.499495164089007
"Q9NYQ6_IDR_2300_2332",0.357381137284051
"Q9NYQ6_IDR_2722_2752",0.29875155061262
"Q9NYQ6_IDR_2754_2998",0.343867312103329
"Q9NYQ7_IDR_181_231",0.352319776444759
"Q9NYQ7_IDR_2788_2818",0.324933420756181
"Q9NYQ7_IDR_2824_3312",0.32274680279906
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.27835641376266
"Q9NYV4_IDR_1_717",0.72164358623734
"Q9NYV6_IDR_1_45",0.299773372410948
"Q9NYV6_IDR_264_301",0.388038227831009
"Q9NYV6_IDR_591_651",0.312188399758042
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.490244856090264
"Q9NZ71_IDR_1141_1219",0.253206618041004
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.247315735655516
"Q9NZ94_IDR_639_702",0.257403047257412
"Q9NZ94_IDR_734_806",0.248133497766906
"Q9NZ94_IDR_818_848",0.247147719320167
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.508615380858315
"Q9NZB2_IDR_894_1118",0.491384619141685
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.491498260441953
"Q9NZC9_IDR_859_954",0.508501739558047
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.496150618324584
"Q9NZI5_IDR_73_112",0.503849381675416
"Q9NZM3_IDR_818_886",0.15127603270497
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.36966184037873
"Q9NZM5_IDR_92_417",0.63033815962127
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.171942460701524
"Q9NZN5_IDR_1267_1405",0.164360173784417
"Q9NZN5_IDR_1422_1489",0.162177498666796
"Q9NZN5_IDR_149_345",0.155183635585845
"Q9NZN5_IDR_1_64",0.17146960157527
"Q9NZN5_IDR_564_764",0.174866629686148
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.509833049242586
"Q9NZQ8_IDR_669_714",0.490166950757414
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.498697372148825
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.323172056759369
"Q9P0K1_IDR_202_233",0.357711306190533
"Q9P0K1_IDR_766_906",0.319116637050097
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.344787138339536
"Q9P0K8_IDR_1_64",0.33496643586298
"Q9P0K8_IDR_469_563",0.320246425797484
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.480694495793127
"Q9P0L1_IDR_241_356",0.519305504206873
"Q9P0L2_IDR_1_53",0.495391561785792
"Q9P0L2_IDR_374_703",0.504608438214208
"Q9P0L9_IDR_1_74",0.507252681907709
"Q9P0L9_IDR_742_805",0.492747318092291
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.467067007395763
"Q9P0M4_IDR_41_103",0.532932992604237
"Q9P0X4_IDR_1736_2223",0.232143201697441
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.356369083048787
"Q9P107_IDR_355_479",0.330494336688955
"Q9P107_IDR_761_933",0.313136580262258
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.313341185920546
"Q9P1A6_IDR_21_162",0.338106761342241
"Q9P1A6_IDR_978_1040",0.348552052737214
"Q9P1Q0_IDR_1_60",0.511559864609584
"Q9P1Q0_IDR_481_575",0.488440135390416
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.250067510031358
"Q9P215_IDR_575_609",0.50502914952258
"Q9P215_IDR_92_151",0.49497085047742
"Q9P217_IDR_119_175",0.316498087620663
"Q9P217_IDR_25_59",0.335204026070132
"Q9P217_IDR_455_485",0.348297886309205
"Q9P218_IDR_119_151",0.504505933164479
"Q9P218_IDR_992_1284",0.495494066835521
"Q9P219_IDR_1329_2016",0.235293521606634
"Q9P219_IDR_221_259",0.237985940106653
"Q9P219_IDR_297_784",0.280453441314098
"Q9P219_IDR_888_1063",0.246267096972615
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.292437733934221
"Q9P227_IDR_809_899",0.327746869210235
"Q9P273_IDR_1_295",0.48422740439922
"Q9P273_IDR_338_375",0.51577259560078
"Q9P275_IDR_1046_1123",0.467833495405051
"Q9P275_IDR_426_1044",0.532166504594949
"Q9P278_IDR_180_304",0.229032673256617
"Q9P278_IDR_576_717",0.278294780873862
"Q9P278_IDR_726_922",0.246084784393882
"Q9P278_IDR_93_123",0.246587761475639
"Q9P281_IDR_1_164",0.498440364183891
"Q9P281_IDR_167_2471",0.501559635816109
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.193251791301509
"Q9P2D8_IDR_1442_1999",0.199630945379542
"Q9P2D8_IDR_721_804",0.195094169442371
"Q9P2D8_IDR_882_939",0.200428565704302
"Q9P2E2_IDR_367_798",0.485109586424576
"Q9P2E2_IDR_901_1029",0.514890413575424
"Q9P2E3_IDR_1_141",0.570206629984591
"Q9P2E3_IDR_795_887",0.429793370015409
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.323385707820941
"Q9P2E7_IDR_725_786",0.339357382797843
"Q9P2E7_IDR_842_947",0.337256909381216
"Q9P2E8_IDR_320_370",0.497911767733913
"Q9P2E8_IDR_60_158",0.502088232266087
"Q9P2E9_IDR_1247_1357",0.198112143570018
"Q9P2E9_IDR_1379_1410",0.202873794770264
"Q9P2E9_IDR_1_698",0.196419511239295
"Q9P2E9_IDR_708_740",0.204565820238086
"Q9P2E9_IDR_883_996",0.198028730182338
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.506409802833905
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.484861949622676
"Q9P2J8_IDR_1_48",0.515138050377324
"Q9P2K1_IDR_1_257",0.482003314279324
"Q9P2K1_IDR_587_624",0.517996685720676
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.507117482285234
"Q9P2K3_IDR_347_495",0.492882517714766
"Q9P2K8_IDR_1496_1526",0.233405577528721
"Q9P2K8_IDR_189_260",0.292608912263338
"Q9P2K8_IDR_660_709",0.233706476745528
"Q9P2K8_IDR_713_792",0.240279033462413
"Q9P2K9_IDR_1_42",0.511290384503236
"Q9P2K9_IDR_156_252",0.488709615496764
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.503252183848727
"Q9P2N2_IDR_19_80",0.496747816151273
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.294674354520439
"Q9P2R6_IDR_443_1471",0.359242283886223
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.499528421549688
"Q9P2S2_IDR_1672_1710",0.500471578450313
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.47690178019645
"Q9P2T0_IDR_341_379",0.52309821980355
"Q9P2U7_IDR_1_51",0.506442807118237
"Q9P2U7_IDR_498_560",0.493557192881763
"Q9P2U8_IDR_1_59",0.528233406983115
"Q9P2U8_IDR_506_582",0.471766593016885
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.506699721170289
"Q9P2Y5_IDR_467_612",0.493300278829711
"Q9UBF8_IDR_242_318",0.241163569746639
"Q9UBF8_IDR_410_526",0.247605192405767
"Q9UBF8_IDR_61_125",0.267161316848639
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.48714933109751
"Q9UBH6_IDR_76_123",0.51285066890249
"Q9UBI4_IDR_1_47",0.506368477307751
"Q9UBI4_IDR_248_287",0.493631522692249
"Q9UBI9_IDR_1_90",0.503465481371372
"Q9UBI9_IDR_195_303",0.496534518628627
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.508567133210766
"Q9UBK2_IDR_1_57",0.491432866789234
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.284357457872166
"Q9UBL0_IDR_241_633",0.23100532503485
"Q9UBL0_IDR_643_683",0.239887966542735
"Q9UBL0_IDR_689_812",0.244749250550248
"Q9UBL3_IDR_1_98",0.492409637451621
"Q9UBS0_IDR_401_482",0.51226961899835
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.530848096016074
"Q9UBS9_IDR_458_1224",0.469151903983926
"Q9UBT2_IDR_201_232",0.494100386272221
"Q9UBT2_IDR_549_636",0.505899613727779
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.331509091015344
"Q9UBT6_IDR_651_772",0.322882584901509
"Q9UBT6_IDR_813_861",0.345608324083147
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.53420832221579
"Q9UBU7_IDR_1_42",0.246008334882073
"Q9UBU6_IDR_182_238",0.46579167778421
"Q9UBU7_IDR_97_138",0.254267227253132
"Q9UBZ9_IDR_146_344",0.331685615343463
"Q9UBZ9_IDR_827_942",0.328977560469753
"Q9UBZ9_IDR_944_1151",0.339336824186784
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.527462066587564
"Q9UD57_IDR_184_260",0.472537933412436
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.339820698285281
"Q9UDT6_IDR_1_73",0.330236045915632
"Q9UDT6_IDR_957_1046",0.329943255799087
"Q9UDV6_IDR_1_33",0.493782083845274
"Q9UDV6_IDR_186_315",0.506217916154726
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.404191838783228
"Q9UDY2_IDR_386_504",0.297161086152025
"Q9UDY2_IDR_891_1184",0.298647075064747
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.306196529971182
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.227721119320854
"Q9UFD9_IDR_1199_1449",0.189316109182952
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.185751037936262
"Q9UFD9_IDR_534_571",0.193352435604991
"Q9UFD9_IDR_685_828",0.203859297954941
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.329869498008104
"Q9UGI0_IDR_174_244",0.342086221586203
"Q9UGI0_IDR_40_85",0.328044280405694
"Q9UGI6_IDR_1_220",0.331244334244502
"Q9UGI6_IDR_222_267",0.343267833989192
"Q9UGI6_IDR_694_731",0.325487831766306
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.498411092799891
"Q9UGU0_IDR_1_1628",0.346557201554531
"Q9UGU0_IDR_1655_1695",0.326390480858368
"Q9UGU0_IDR_1710_1841",0.327052317587101
"Q9UGU5_IDR_1_413",0.690545116118729
"Q9UGU5_IDR_448_518",0.309454883881271
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.513951827213265
"Q9UH99_IDR_207_329",0.486048172786735
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.480082215033695
"Q9UHB6_IDR_449_731",0.519917784966305
"Q9UHB7_IDR_1_925",0.638772257907282
"Q9UHB7_IDR_1036_1082",0.361227742092718
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.520287627875366
"Q9UHC1_IDR_614_1038",0.479712372124634
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.481126932254448
"Q9UHC6_IDR_1290_1331",0.518873067745552
"Q9UHC7_IDR_109_173",0.328311146220645
"Q9UHC7_IDR_1_57",0.315749152334656
"Q9UHC7_IDR_176_213",0.3559397014447
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.50375937255858
"Q9UHF4_IDR_409_441",0.49624062744142
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.269670054535015
"Q9UHF7_IDR_461_516",0.273311921599418
"Q9UHF7_IDR_566_613",0.224713244541725
"Q9UHL9_IDR_430_561",0.248422762929069
"Q9UHL9_IDR_649_705",0.252403602248912
"Q9UHL9_IDR_887_934",0.250810479714458
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.325194346913808
"Q9UHP3_IDR_59_91",0.3118059783261
"Q9UHP3_IDR_709_799",0.362999674760093
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.482690120019933
"Q9UHR4_IDR_374_494",0.517309879980067
"Q9UHR5_IDR_1_106",0.54236558038305
"Q9UHR5_IDR_209_295",0.45763441961695
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.502800273994185
"Q9UI33_IDR_1754_1791",0.196365960813008
"Q9UI33_IDR_921_994",0.192212232657564
"Q9UI36_IDR_1_182",0.324743809955607
"Q9UI36_IDR_281_605",0.311777678349522
"Q9UI36_IDR_675_750",0.363478511694871
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.350062622581322
"Q9UI46_IDR_1_39",0.313729485186961
"Q9UI46_IDR_237_285",0.336207892231717
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.173518490614922
"Q9UIF8_IDR_1403_1701",0.124127916808404
"Q9UIF8_IDR_1_739",0.127377502708549
"Q9UIF8_IDR_848_886",0.152833704651822
"Q9UIF8_IDR_957_1015",0.13514256205089
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.331295897681774
"Q9UIU6_IDR_197_237",0.353508546906774
"Q9UIU6_IDR_273_781",0.315195555411452
"Q9UIW0_IDR_1_107",0.489272110183278
"Q9UIW0_IDR_152_183",0.510727889816722
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.499961108526477
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.477733177804451
"Q9UJJ9_IDR_269_305",0.522266822195549
"Q9UJK0_IDR_1_53",0.436511105712743
"Q9UJK0_IDR_226_302",0.563488894287257
"Q9UJL9_IDR_128_275",0.499825918841244
"Q9UJL9_IDR_26_64",0.500174081158756
"Q9UJM3_IDR_1_173",0.308685328918799
"Q9UJM3_IDR_175_373",0.379963095198915
"Q9UJM3_IDR_416_462",0.311351575882286
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.467131821477783
"Q9UJQ4_IDR_1_101",0.532868178522217
"Q9UJT2_IDR_1_366",0.322336268597015
"Q9UJT2_IDR_368_491",0.335194966018585
"Q9UJT2_IDR_518_592",0.3424687653844
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.530647459981593
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.332378891594899
"Q9UKD1_IDR_315_423",0.322599387587254
"Q9UKD1_IDR_43_85",0.345021720817847
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.479041726874716
"Q9UKF5_IDR_699_820",0.520958273125285
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.458241382480346
"Q9UKG1_IDR_464_496",0.541758617519654
"Q9UKP3_IDR_307_347",0.557542744268629
"Q9UKP3_IDR_65_113",0.442457255731371
"Q9UKP4_IDR_1270_1320",0.215676777269135
"Q9UKP4_IDR_1_38",0.200864311708991
"Q9UKP4_IDR_188_237",0.359534636061464
"Q9UKP4_IDR_999_1261",0.223924274960409
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.502358900447595
"Q9UKP6_IDR_331_389",0.497641099552405
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.49893762768986
"Q9UL17_IDR_317_520",0.501062372310141
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.352974021087058
"Q9UL36_IDR_764_808",0.333705273711916
"Q9UL36_IDR_814_916",0.313320705201026
"Q9ULD2_IDR_1237_1270",0.21043551366778
"Q9ULD4_IDR_392_470",0.357029626422747
"Q9ULD4_IDR_68_110",0.315669227381059
"Q9ULD4_IDR_757_1062",0.327301146196194
"Q9ULD5_IDR_1_194",0.481761640604958
"Q9ULD5_IDR_336_544",0.518238359395042
"Q9ULD6_IDR_1_50",0.357603547142769
"Q9ULD6_IDR_665_774",0.318732940843104
"Q9ULD6_IDR_75_150",0.323663512014127
"Q9ULD8_IDR_135_194",0.514004109493873
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.228536255559578
"Q9ULI4_IDR_1_334",0.224667298570529
"Q9ULI4_IDR_724_790",0.268397718490469
"Q9ULI4_IDR_795_1018",0.278398727379424
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.320761743002615
"Q9ULJ3_IDR_866_907",0.35466216843024
"Q9ULJ3_IDR_947_1012",0.324576088567144
"Q9ULL1_IDR_1286_1346",0.142934322694635
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.341427764595573
"Q9ULM0_IDR_137_571",0.306919915367212
"Q9ULM0_IDR_28_93",0.351652320037215
"Q9ULM3_IDR_117_199",0.518618987761757
"Q9ULM3_IDR_335_1139",0.481381012238243
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.491152836672344
"Q9ULQ0_IDR_301_432",0.508847163327656
"Q9ULQ1_IDR_1_66",0.501565568805439
"Q9ULQ1_IDR_783_816",0.498434431194561
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.348878813801359
"Q9ULR3_IDR_1_35",0.321109956127439
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.52438410910675
"Q9ULV5_IDR_197_492",0.47561589089325
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.517302167920122
"Q9ULW2_IDR_540_581",0.482697832079878
"Q9ULW3_IDR_1_41",0.574815919315982
"Q9ULW3_IDR_191_245",0.425184080684018
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.527164021360923
"Q9ULW6_IDR_1_94",0.472835978639077
"Q9ULX3_IDR_104_204",0.505895382828662
"Q9ULX3_IDR_376_412",0.494104617171338
"Q9ULX5_IDR_17_50",0.495132929112303
"Q9ULX5_IDR_97_129",0.504867070887697
"Q9ULX6_IDR_1_383",0.404023652932987
"Q9ULX6_IDR_427_476",0.26347503051817
"Q9ULX6_IDR_545_646",0.332501316548844
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.340693374110336
"Q9UMD9_IDR_374_463",0.328615206627827
"Q9UMD9_IDR_471_1497",0.330691419261837
"Q9UMN6_IDR_1_1166",0.508883939189512
"Q9UMN6_IDR_1810_2409",0.491116060810488
"Q9UMQ3_IDR_1_181",0.448190325439873
"Q9UMQ3_IDR_183_279",0.551809674560127
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.463289281585922
"Q9UNA0_IDR_200_255",0.536710718414078
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.522470239264752
"Q9UNA4_IDR_442_700",0.477529760735248
"Q9UNE0_IDR_1_70",0.518233598667372
"Q9UNE0_IDR_91_333",0.481766401332628
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.31824169506239
"Q9UP95_IDR_941_1017",0.337265738546785
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.490635544819179
"Q9UPC5_IDR_346_381",0.509364455180821
"Q9UPE1_IDR_1_57",0.509496681514496
"Q9UPE1_IDR_240_401",0.490503318485504
"Q9UPG8_IDR_1_67",0.513543052488177
"Q9UPG8_IDR_225_496",0.486456947511823
"Q9UPI3_IDR_1_74",0.501834521152621
"Q9UPR6_IDR_12_446",0.264245475213446
"Q9UPR6_IDR_542_588",0.37143142538931
"Q9UPR6_IDR_904_939",0.364323099397244
"Q9UPS6_IDR_1767_1805",0.297552554572305
"Q9UPS6_IDR_199_742",0.342882064868439
"Q9UPS6_IDR_904_1667",0.359565380559256
"Q9UPS8_IDR_1_35",0.325164961177959
"Q9UPS8_IDR_201_707",0.333253939319427
"Q9UPS8_IDR_835_917",0.341581099502614
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.323127978676221
"Q9UPW5_IDR_1149_1226",0.510436227407582
"Q9UPW5_IDR_349_617",0.489563772592418
"Q9UPW6_IDR_1_55",0.214060831731697
"Q9UPW6_IDR_187_223",0.192972311770302
"Q9UPW6_IDR_231_537",0.174818645160758
"Q9UPW6_IDR_550_618",0.191695057873602
"Q9UPW6_IDR_666_733",0.226453153463642
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.341689155382423
"Q9UQ16_IDR_598_651",0.331291685659555
"Q9UQ16_IDR_749_869",0.327019158958022
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.418858322115839
"Q9UQB3_IDR_1_543",0.31642581341645
"Q9UQ90_IDR_765_795",0.581141677884161
"Q9UQB3_IDR_1040_1155",0.331107982639954
"Q9UQB3_IDR_784_827",0.352466203943596
"Q9UQB8_IDR_128_196",0.260753792342445
"Q9UQB8_IDR_249_395",0.239688074095345
"Q9UQB8_IDR_433_517",0.243546161096521
"Q9UQB8_IDR_522_552",0.256011972465689
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.259051887804998
"Q9Y210_IDR_792_850",0.489566505322262
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.199088989343138
"Q9Y222_IDR_414_491",0.192836966897687
"Q9Y222_IDR_515_571",0.197192556622669
