"","GO0006900_vesicle_budding_from_membrane"
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.354240759261239
"F8WBI6_IDR_183_214",0.328125910734343
"F8WBI6_IDR_279_604",0.317633330004418
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.502009826543009
"H7C350_IDR_1_240",0.490989793935245
"H7C350_IDR_297_361",0.509010206064755
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.512213107575963
"I3L3R5_IDR_69_154",0.487786892424037
"I6L899_IDR_1_116",0.355451600405418
"I6L899_IDR_183_214",0.331574471730301
"I6L899_IDR_271_608",0.312973927864281
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.334526327695355
"O00192_IDR_589_651",0.329330833554362
"O00192_IDR_851_956",0.336142838750283
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.504638143907128
"O00203_IDR_646_856",0.495361856092872
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.477331403095421
"O00305_IDR_164_219",0.331576752611581
"O00305_IDR_1_67",0.337986250554915
"O00305_IDR_406_520",0.330436996833504
"O00308_IDR_149_312",0.507105646550213
"O00308_IDR_355_403",0.492894353449787
"O00311_IDR_1_38",0.331433655303847
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.324044755020931
"O00311_IDR_470_532",0.344521589675222
"O00327_IDR_1_77",0.485978500476544
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
"O00470_IDR_177_290",0.50427672375049
"O00470_IDR_1_77",0.49572327624951
"O00471_IDR_373_406",1
"O00472_IDR_126_209",0.496661110211754
"O00472_IDR_290_524",0.503338889788246
"O00478_IDR_518_556",1
"O00479_IDR_1_90",1
"O00566_IDR_516_627",0.311332817605122
"O00566_IDR_649_681",0.327398755993809
"O00567_IDR_434_594",1
"O00570_IDR_1_391",1
"O00571_IDR_1_139",1
"O00585_IDR_93_134",1
"O00587_IDR_1_48",1
"O00590_IDR_338_384",1
"O00591_IDR_1_34",0.504081009097749
"O00591_IDR_338_390",0.495918990902251
"A1A5C7_IDR_633_686",0.492883160410426
"A1A5D9_IDR_258_367",0.240015479849267
"A1A5D9_IDR_369_401",0.245838781088355
"A1A5D9_IDR_452_497",0.248937583596139
"A1E959_IDR_1_279",1
"A1KXE4_IDR_1_195",1
"A1KZ92_IDR_1306_1358",1
"A1L020_IDR_1_129",1
"A1L0T0_IDR_1_32",1
"A1L162_IDR_116_156",0.502314078291086
"A1L162_IDR_1_63",0.497685921708914
"A1L170_IDR_1_272",1
"A1L390_IDR_1050_1126",0.188075082643273
"A1L390_IDR_1154_1219",0.198250726966844
"A1L390_IDR_1_89",0.21357494205637
"A1L390_IDR_412_905",0.210406990719825
"A1L390_IDR_937_1048",0.189692257613688
"A1L429_IDR_1_117",1
"A1L443_IDR_131_202",0.387050381766069
"A1L443_IDR_285_389",0.295505243930876
"A6H8Y1_IDR_1_2604",1
"Q9Y421_IDR_1_66",1
"Q9Y426_IDR_233_263",0.488526820261841
"Q9Y426_IDR_389_696",0.51147317973816
"Q9Y446_IDR_1_314",0.55682393579492
"Q9Y446_IDR_549_586",0.44317606420508
"Q9Y448_IDR_1_186",1
"Q9Y450_IDR_108_243",0.498486128281065
"Q9Y450_IDR_1_87",0.501513871718934
"Q9Y458_IDR_1_86",0.276117068596062
"Q9Y458_IDR_271_346",0.42793015949545
"Q9Y458_IDR_384_435",0.295952771908488
"Q9Y462_IDR_149_246",0.468013888592279
"Q9Y462_IDR_250_366",0.531986111407721
"Q9Y463_IDR_1_36",0.488396831986944
"Q9Y463_IDR_433_629",0.511603168013056
"Q9Y466_IDR_42_77",0.469941548939826
"Q9Y466_IDR_81_173",0.530058451060174
"Q9Y468_IDR_113_168",0.261467528785388
"Q9Y468_IDR_170_269",0.241414191178833
"Q9Y468_IDR_26_84",0.257749593799653
"Q9Y468_IDR_587_721",0.239368686236126
"Q9Y473_IDR_81_280",1
"Q9Y478_IDR_1_74",1
"Q9Y483_IDR_1_41",0.512277255081173
"Q9Y483_IDR_356_558",0.487722744918827
"Q9Y485_IDR_1246_1305",0.0936647344001389
"Q9Y485_IDR_1361_1395",0.088564832835619
"Q9Y485_IDR_1889_1949",0.0999654594106991
"Q9Y485_IDR_1969_2018",0.096117506549547
"Q9Y485_IDR_2366_2418",0.0846888571420904
"Q9Y485_IDR_2442_2480",0.0914516691155437
"Q9Y485_IDR_287_332",0.0862824885035296
"Q9Y485_IDR_418_469",0.0877615139780396
"Q9Y485_IDR_557_589",0.0881579064683328
"Q9Y485_IDR_665_697",0.0956886916658233
"Q9Y485_IDR_897_934",0.0876563399306366
"Q9Y487_IDR_682_723",1
"Q9Y493_IDR_540_982",1
"Q9Y496_IDR_376_446",0.481986814629834
"Q9Y496_IDR_626_699",0.518013185370166
"Q9Y4A5_IDR_179_212",0.245209696998832
"Q9Y4A5_IDR_2024_2085",0.256779306541761
"Q9Y4A5_IDR_2545_2582",0.246700774291324
"Q9Y4A5_IDR_473_538",0.251310222168083
"Q9Y4A8_IDR_118_534",1
"Q9Y4B4_IDR_1124_1290",0.180823063706572
"Q9Y4B4_IDR_1_243",0.178242025321923
"Q9Y4B4_IDR_1301_1371",0.2464975221659
"Q9Y4B4_IDR_638_696",0.200477017460822
"Q9Y4B4_IDR_993_1052",0.193960371344782
"Q9Y4B5_IDR_1_1647",0.489850811633352
"Q9Y4B5_IDR_1650_1905",0.510149188366648
"Q9Y4B6_IDR_1393_1507",0.432772633397542
"Q9Y4B6_IDR_190_303",0.287392090854148
"Q9Y4B6_IDR_875_1000",0.27983527574831
"Q9Y4C1_IDR_251_518",0.472907076760129
"Q9Y4C1_IDR_755_907",0.527092923239871
"Q9Y4C5_IDR_81_162",1
"Q9Y4C8_IDR_134_289",0.271259654850296
"Q9Y4C8_IDR_665_726",0.239850617972607
"Q9Y4C8_IDR_82_128",0.249469925072976
"Q9Y4C8_IDR_925_960",0.239419802104121
"Q9Y4D1_IDR_1043_1078",0.311410007791914
"Q9Y4D1_IDR_511_606",0.372091138098876
"Q9Y4D1_IDR_997_1032",0.31649885410921
"Q9Y4D2_IDR_668_1042",1
"Q9Y4D7_IDR_1_46",1
"Q9Y4E1_IDR_1_43",0.325448184186225
"Q9Y4E1_IDR_56_1320",0.674551815813775
"Q9Y4E5_IDR_400_459",0.236139799512437
"Q9Y4E5_IDR_51_85",0.246940486931752
"Q9Y4E5_IDR_566_601",0.273464674387352
"Q9Y4E5_IDR_810_872",0.243455039168459
"Q9Y4E6_IDR_1061_1118",0.252881538592663
"Q9Y4E6_IDR_636_666",0.253184954083293
"Q9Y4E6_IDR_708_788",0.242598084058839
"Q9Y4E6_IDR_913_971",0.251335423265205
"Q9Y4E8_IDR_226_263",0.329099071568366
"Q9Y4E8_IDR_621_707",0.34183415770512
"Q9Y4E8_IDR_937_981",0.329066770726514
"Q9Y4F1_IDR_1_35",0.341082527697902
"Q9Y4F1_IDR_355_535",0.330468408000953
"Q9Y4F1_IDR_864_906",0.328449064301145
"Q9Y4F3_IDR_1564_1725",0.341527646674004
"Q9Y4F3_IDR_311_344",0.339258138859821
"Q9Y4F3_IDR_585_730",0.319214214466175
"Q9Y4F4_IDR_1434_1483",0.248737138445344
"Q9Y4F4_IDR_1_88",0.245386839189319
"Q9Y4F4_IDR_312_344",0.254095896859471
"Q9Y4F4_IDR_616_1247",0.251780125505866
"Q9Y4F9_IDR_1_69",0.465645479640099
"Q9Y4F9_IDR_321_730",0.534354520359901
"Q9Y4G2_IDR_205_517",1
"Q9Y4G6_IDR_2328_2360",1
"Q9Y4G8_IDR_1_100",0.306909832644621
"Q9Y4G8_IDR_481_590",0.354233345007133
"Q9Y4G8_IDR_913_1499",0.338856822348247
"Q9Y4H2_IDR_1261_1317",0.322245995122455
"Q9Y4H2_IDR_148_182",0.348363688276862
"Q9Y4H2_IDR_299_1246",0.329390316600683
"Q9Y4H4_IDR_1_103",1
"Q9Y4I1_IDR_1036_1360",0.326224769320698
"Q9Y4I1_IDR_1422_1473",0.340913359187535
"Q9Y4I1_IDR_596_631",0.332861871491768
"Q9Y4I5_IDR_1_301",0.549624954511063
"Q9Y4I5_IDR_406_444",0.450375045488937
"Q9Y4J8_IDR_275_410",0.500752935665392
"Q9Y4J8_IDR_418_743",0.499247064334608
"Q9Y4K3_IDR_1_51",1
"Q9Y4L1_IDR_566_694",0.496712900993609
"Q9Y4L1_IDR_910_999",0.503287099006391
"Q9Y4L5_IDR_87_138",1
"Q9Y4P3_IDR_34_75",1
"Q9Y4P8_IDR_378_454",1
"Q9Y4P9_IDR_116_179",1
"Q9Y4R7_IDR_43_80",0.514384461470636
"Q9Y4R7_IDR_542_742",0.485615538529364
"Q9Y4R8_IDR_442_494",1
"Q9Y4U1_IDR_238_282",1
"Q9Y4W2_IDR_195_256",0.331141933471726
"Q9Y4W2_IDR_511_624",0.361605735831155
"Q9Y4W2_IDR_679_714",0.307252330697118
"Q9Y4W6_IDR_763_797",0.496944052141648
"Q9Y4W6_IDR_78_134",0.503055947858352
"Q9Y4X0_IDR_1_122",1
"Q9Y4X4_IDR_1_312",1
"Q9Y4X5_IDR_1_95",1
"Q9Y4Z0_IDR_85_139",1
"Q9Y4Z2_IDR_145_214",0.514060816191125
"Q9Y4Z2_IDR_1_93",0.485939183808875
"Q9Y512_IDR_1_33",1
"Q9Y519_IDR_1_34",0.54177129347225
"Q9Y519_IDR_369_407",0.45822870652775
"Q9Y534_IDR_1_64",1
"Q9Y543_IDR_126_166",1
"Q9Y546_IDR_371_413",1
"Q9Y548_IDR_1_72",1
"Q9Y561_IDR_527_774",0.515629292690076
"Q9Y561_IDR_781_816",0.484370707309924
"Q9Y566_IDR_1_67",0.308442866219696
"Q9Y566_IDR_416_547",0.312794022187207
"Q9Y566_IDR_758_2087",0.378763111593097
"Q9Y570_IDR_1_38",0.485955262461521
"Q9Y570_IDR_239_281",0.514044737538479
"Q9Y572_IDR_309_428",0.502986060714868
"Q9Y572_IDR_473_518",0.497013939285132
"Q9Y580_IDR_86_266",1
"Q9Y581_IDR_53_170",1
"Q9Y584_IDR_36_66",1
"Q9Y592_IDR_1_32",0.523808029253616
"Q9Y592_IDR_618_701",0.476191970746384
"Q9Y597_IDR_602_815",1
"Q9Y5A6_IDR_128_275",1
"Q9Y5A7_IDR_529_569",1
"Q9Y5A9_IDR_1_50",0.28295558344678
"Q9Y5A9_IDR_197_239",0.32049231149551
"Q9Y5A9_IDR_245_389",0.39655210505771
"Q9Y5B0_IDR_334_586",0.509908882353741
"Q9Y5B0_IDR_730_961",0.490091117646259
"Q9Y5B6_IDR_1_385",0.540674136581965
"Q9Y5B6_IDR_498_563",0.459325863418035
"Q9Y5B9_IDR_436_478",0.475264052751664
"Q9Y5B9_IDR_927_1047",0.524735947248336
"Q9Y5C1_IDR_16_53",0.509336696800285
"Q9Y5C1_IDR_188_239",0.490663303199715
"Q9Y5F3_IDR_782_818",1
"Q9Y5F6_IDR_795_828",1
"Q9Y5G0_IDR_768_802",1
"Q9Y5G3_IDR_768_804",1
"Q9Y5G5_IDR_782_815",1
"Q9Y5G8_IDR_782_813",1
"Q9Y5G9_IDR_1_50",1
"Q9Y5I4_IDR_1_37",0.336580370572428
"Q9Y5I4_IDR_814_859",0.327084561679405
"Q9Y5I4_IDR_957_1007",0.336335067748167
"Q9Y5J1_IDR_1_137",1
"Q9Y5J3_IDR_1_62",0.458657405120059
"Q9Y5J3_IDR_167_290",0.541342594879941
"Q9Y5J6_IDR_70_103",1
"Q9Y5K3_IDR_1_57",0.492796134317985
"Q9Y5K3_IDR_305_369",0.507203865682015
"Q9Y5K6_IDR_168_295",0.331072699857654
"Q9Y5K6_IDR_310_581",0.349895702602144
"Q9Y5K6_IDR_63_108",0.319031597540202
"Q9Y5K8_IDR_208_247",1
"Q9Y5L2_IDR_32_63",1
"Q9Y5N1_IDR_230_351",1
"Q9Y5N6_IDR_188_227",1
"Q9Y5P3_IDR_1_518",1
"Q9Y5P4_IDR_118_177",0.332928029424847
"Q9Y5P4_IDR_184_235",0.34724233097402
"Q9Y5P4_IDR_276_401",0.319829639601134
"Q9Y5P8_IDR_42_123",0.484359188634614
"Q9Y5P8_IDR_519_553",0.515640811365386
"Q9Y5Q3_IDR_1_209",1
"Q9Y5Q5_IDR_1_72",0.477741756998078
"Q9Y5Q5_IDR_82_135",0.522258243001922
"Q9Y5Q6_IDR_50_114",1
"Q9Y5Q8_IDR_343_385",0.505885466012799
"Q9Y5Q8_IDR_464_519",0.494114533987201
"Q9Y5Q9_IDR_25_142",1
"Q9Y5R2_IDR_1_75",0.501347894228937
"Q9Y5R2_IDR_331_374",0.498652105771063
"Q9Y5R5_IDR_1_509",1
"Q9Y5R6_IDR_1_373",1
"Q9Y5S1_IDR_1_70",0.506723519527328
"Q9Y5S1_IDR_726_764",0.493276480472672
"Q9Y5S2_IDR_1609_1711",0.273522546683934
"Q9Y5S2_IDR_352_400",0.25643227662025
"Q9Y5S2_IDR_406_528",0.229361510026315
"Q9Y5S2_IDR_924_1033",0.2406836666695
"Q9Y5S9_IDR_1_65",1
"Q9Y5T4_IDR_1_32",1
"Q9Y5T5_IDR_144_189",0.495002082190993
"Q9Y5T5_IDR_385_606",0.504997917809007
"Q9Y5U2_IDR_105_157",0.33526588809768
"Q9Y5U2_IDR_1_76",0.381978599412623
"Q9Y5U2_IDR_218_329",0.282755512489698
"Q9Y5U5_IDR_191_241",1
"Q9Y5V0_IDR_1_35",1
"Q9Y5V3_IDR_1_467",1
"Q9Y5W3_IDR_118_263",0.526946384953784
"Q9Y5W3_IDR_53_112",0.473053615046216
"Q9Y5W5_IDR_1_32",0.511154922872784
"Q9Y5W5_IDR_348_379",0.488845077127216
"Q9Y5W7_IDR_2_60",0.338053639746004
"Q9Y5W7_IDR_473_538",0.329263909735547
"Q9Y5W7_IDR_733_778",0.332682450518449
"Q9Y5W9_IDR_158_270",1
"Q9Y5X0_IDR_153_201",1
"Q9Y5X1_IDR_72_207",1
"Q9Y5X2_IDR_1_59",1
"Q9Y5X4_IDR_113_212",0.490029352505922
"Q9Y5X4_IDR_1_40",0.509970647494078
"Q9Y5Y0_IDR_1_97",0.500767769921952
"Q9Y5Y0_IDR_518_555",0.499232230078048
"Q9Y5Y3_IDR_230_260",1
"Q9Y5Y4_IDR_330_395",1
"Q9Y5Y5_IDR_137_211",1
"Q9Y5Y7_IDR_132_321",1
"Q9Y5Y9_IDR_1003_1088",0.24669752534298
"Q9Y5Y9_IDR_1872_1956",0.264929353869491
"Q9Y5Y9_IDR_411_595",0.239226752949862
"Q9Y5Y9_IDR_939_986",0.249146367837666
"Q9Y5Z6_IDR_1_45",1
"Q9Y5Z7_IDR_396_587",1
"Q9Y5Z9_IDR_1_42",1
"Q9Y603_IDR_125_218",0.494330647384575
"Q9Y603_IDR_1_31",0.505669352615425
"Q9Y606_IDR_1_80",1
"Q9Y608_IDR_1_403",0.511756645811506
"Q9Y608_IDR_532_630",0.488243354188494
"Q9Y613_IDR_1002_1105",0.316364256438193
"Q9Y613_IDR_337_534",0.303988894539398
"Q9Y613_IDR_581_623",0.379646849022409
"Q9Y614_IDR_1_45",1
"Q9Y615_IDR_1_43",1
"Q9Y616_IDR_105_146",0.492526154924995
"Q9Y616_IDR_448_596",0.507473845075005
"Q9Y618_IDR_1_2514",1
"Q9Y620_IDR_1_120",1
"Q9Y624_IDR_266_299",1
"Q9Y625_IDR_342_378",0.302618695833634
"Q9Y625_IDR_424_473",0.30605564326068
"Q9Y625_IDR_476_555",0.391325660905686
"Q9Y639_IDR_365_398",1
"Q9Y644_IDR_1_52",1
"Q9Y651_IDR_74_242",1
"Q9Y657_IDR_1_51",1
"Q9Y661_IDR_65_192",1
"Q9Y662_IDR_1_133",1
"Q9Y663_IDR_1_147",1
"Q9Y666_IDR_12_76",0.528931283149489
"Q9Y666_IDR_932_1014",0.471068716850511
"Q9Y673_IDR_1_39",1
"Q9Y675_IDR_1_40",1
"Q9Y676_IDR_228_258",1
"Q9Y679_IDR_263_293",0.469096766583844
"Q9Y679_IDR_342_382",0.530903233416156
"Q9Y691_IDR_1_40",1
"Q9Y692_IDR_162_407",0.532145176719438
"Q9Y692_IDR_56_87",0.467854823280562
"Q9Y697_IDR_1_53",1
"Q9Y698_IDR_210_262",1
"Q9Y6A5_IDR_1_648",1
"Q9Y6B2_IDR_1_101",1
"Q9Y6B7_IDR_576_619",1
"Q9Y6C2_IDR_123_406",0.193264506395549
"Q9Y6C2_IDR_463_493",0.198759239780848
"Q9Y6C2_IDR_549_598",0.197890880044687
"Q9Y6C2_IDR_601_731",0.19250949088197
"Q9Y6C2_IDR_784_864",0.217575882896946
"Q9Y6C5_IDR_1125_1203",0.492044448219546
"Q9Y6C5_IDR_621_658",0.507955551780454
"Q9Y6D5_IDR_1016_1064",0.242961024219484
"Q9Y6D5_IDR_1493_1559",0.242801847861496
"Q9Y6D5_IDR_206_365",0.258232935769551
"Q9Y6D5_IDR_585_632",0.256004192149469
"Q9Y6D6_IDR_1072_1118",0.244688747206843
"Q9Y6D6_IDR_1545_1636",0.249167016466092
"Q9Y6D6_IDR_216_414",0.253661408538821
"Q9Y6D6_IDR_634_687",0.252482827788243
"Q9Y6D9_IDR_1_72",1
"Q9Y6E0_IDR_344_397",1
"Q9Y6F1_IDR_1_38",1
"Q9Y6F7_IDR_60_279",1
"Q9Y6F8_IDR_182_280",0.487688950485646
"Q9Y6F8_IDR_60_174",0.512311049514354
"Q9Y6G9_IDR_1_44",0.350024487627354
"Q9Y6G9_IDR_342_378",0.298201031343552
"Q9Y6G9_IDR_384_523",0.351774481029094
"Q9Y6H1_IDR_1_110",1
"Q9Y6H3_IDR_1_41",1
"Q9Y6H5_IDR_1_70",0.262686107120347
"Q9Y6H5_IDR_550_622",0.258025844202309
"Q9Y6H5_IDR_626_919",0.233726135209212
"Q9Y6H5_IDR_72_143",0.245561913468132
"Q9Y6H6_IDR_29_63",1
"Q9Y6H8_IDR_104_136",0.44938260287598
"Q9Y6H8_IDR_236_435",0.55061739712402
"Q9Y6I3_IDR_138_576",1
"Q9Y6I4_IDR_120_153",1
"Q9Y6I9_IDR_198_313",1
"Q9Y6J0_IDR_1301_1498",0.253101751736467
"Q9Y6J0_IDR_1668_2220",0.267807375379313
"Q9Y6J0_IDR_290_406",0.234618009584295
"Q9Y6J0_IDR_421_464",0.244472863299926
"Q9Y6J9_IDR_377_448",0.499844789177143
"Q9Y6J9_IDR_450_546",0.500155210822857
"Q9Y6K1_IDR_1_286",1
"Q9Y6K5_IDR_363_396",1
"Q9Y6K8_IDR_323_367",1
"Q9Y6K9_IDR_1_59",0.514925164149113
"Q9Y6K9_IDR_343_391",0.485074835850887
"Q9Y6L6_IDR_128_165",0.336342758955204
"Q9Y6L6_IDR_284_315",0.322789672772649
"Q9Y6L6_IDR_650_691",0.340867568272147
"Q9Y6L7_IDR_1_62",0.504875654785368
"Q9Y6L7_IDR_69_154",0.495124345214632
"Q9Y6M0_IDR_1_35",1
"Q9Y6M1_IDR_158_190",1
"Q9Y6M4_IDR_1_35",0.505134741127436
"Q9Y6M4_IDR_332_427",0.494865258872564
"Q9Y6M5_IDR_145_245",0.507867032332274
"Q9Y6M5_IDR_451_492",0.492132967667726
"Q9Y6M7_IDR_1184_1214",0.265334449749761
"Q9Y6M7_IDR_1_31",0.264475653355795
"Q9Y6M7_IDR_216_410",0.247021413185517
"Q9Y6M7_IDR_52_86",0.223168483708927
"Q9Y6N1_IDR_1_98",1
"Q9Y6N5_IDR_1_39",1
"Q9Y6N7_IDR_1044_1651",0.50128004320492
"Q9Y6N7_IDR_982_1040",0.49871995679508
"Q9Y6N8_IDR_1_45",1
"Q9Y6N9_IDR_315_436",1
"Q9Y6P5_IDR_1_37",0.498459664956796
"Q9Y6P5_IDR_282_325",0.501540335043204
"Q9Y6Q2_IDR_13_169",0.542530851203015
"Q9Y6Q2_IDR_189_226",0.457469148796985
"Q9Y6Q3_IDR_83_291",1
"Q9Y6Q6_IDR_304_374",0.334051901654479
"Q9Y6Q6_IDR_436_523",0.346016407625414
"Q9Y6Q6_IDR_555_616",0.319931690720108
"Q9Y6Q9_IDR_1_36",0.376668610607943
"Q9Y6Q9_IDR_372_1420",0.623331389392057
"Q9Y6R0_IDR_1_40",0.443375909380109
"Q9Y6R0_IDR_201_577",0.556624090619891
"Q9Y6R1_IDR_1009_1044",0.25247041258947
"Q9Y6R1_IDR_211_270",0.24826348101968
"Q9Y6R1_IDR_38_83",0.235909629417803
"Q9Y6R1_IDR_399_433",0.263356476973047
"Q9Y6R4_IDR_1148_1289",0.326871345976285
"Q9Y6R4_IDR_1_217",0.325075769371883
"Q9Y6R4_IDR_430_505",0.348052884651832
"Q9Y6R6_IDR_59_163",1
"Q9Y6R9_IDR_231_487",1
"Q9Y6S9_IDR_1_42",0.494132947431052
"Q9Y6S9_IDR_235_378",0.505867052568948
"Q9Y6T7_IDR_383_424",0.495489089484153
"Q9Y6T7_IDR_89_128",0.504510910515847
"Q9Y6U7_IDR_1_56",1
"Q9Y6V0_IDR_1_2943",0.410522533477873
"Q9Y6V0_IDR_2946_4688",0.309201201801833
"Q9Y6V0_IDR_4828_4975",0.280276264720294
"Q9Y6V7_IDR_403_483",1
"Q9Y6W3_IDR_152_201",1
"Q9Y6W5_IDR_170_465",1
"Q9Y6W6_IDR_29_142",1
"Q9Y6W8_IDR_166_199",1
"O14490_IDR_1_787",0.523380544687744
"O14490_IDR_903_962",0.476619455312256
"O14492_IDR_377_408",0.337715807144254
"O14492_IDR_518_621",0.328795355176188
"O14492_IDR_83_132",0.333488837679558
"O14494_IDR_253_284",1
"O14495_IDR_1_32",0.49061481478682
"O14495_IDR_280_311",0.50938518521318
"O14497_IDR_1_1635",0.669652719800906
"O14497_IDR_1736_1963",0.330347280199094
"O14503_IDR_1_54",0.319186762666719
"O14503_IDR_184_330",0.322320391612024
"O14503_IDR_332_412",0.358492845721257
"O14511_IDR_1_96",0.51140794839598
"O14511_IDR_415_850",0.48859205160402
"O14512_IDR_1_384",1
"O14513_IDR_1_255",0.196959633809153
"O14513_IDR_258_467",0.203835762391685
"O14513_IDR_474_513",0.209756408577813
"O14545_IDR_136_167",0.251971117551437
"O14545_IDR_174_367",0.285361418568683
"O14545_IDR_388_582",0.233912009416095
"O14545_IDR_51_87",0.228755454463785
"O14556_IDR_22_72",1
"O14559_IDR_1_39",0.339468793709233
"O14559_IDR_255_309",0.327175623144955
"O14559_IDR_516_1268",0.333355583145812
"O14561_IDR_1_50",1
"O14562_IDR_1_82",1
"O14576_IDR_1_214",1
"O14578_IDR_1222_1395",0.503744352175455
"O14578_IDR_1904_2027",0.496255647824545
"O14594_IDR_1275_1311",0.380233877356823
"O14594_IDR_361_960",0.619766122643177
"O14595_IDR_1_34",1
"O14598_IDR_1_125",1
"O14602_IDR_113_144",1
"O14607_IDR_1_34",0.24628277608896
"O14646_IDR_1049_1122",0.237175255259206
"O14646_IDR_1_269",0.298601527560601
"O14646_IDR_1320_1411",0.230442966258986
"O14646_IDR_1503_1710",0.233780250921206
"O14647_IDR_1051_1127",0.249565798333814
"O14647_IDR_1_259",0.253817631192999
"O14647_IDR_1327_1463",0.246742656634182
"O14647_IDR_1557_1828",0.249873913839005
"O14649_IDR_254_394",1
"O14653_IDR_88_142",1
"O14654_IDR_1078_1235",0.263333431346197
"O14654_IDR_1_74",0.179774686177176
"O14654_IDR_338_703",0.172890179091969
"O14654_IDR_707_778",0.191940073687606
"O14654_IDR_786_918",0.192061629697053
"O14662_IDR_16_71",0.501034551528529
"O14662_IDR_188_223",0.498965448471471
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.515434963896991
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.485960626846836
"O14763_IDR_1_77",0.514039373153164
"O14764_IDR_1_35",0.54405787064433
"O14764_IDR_364_419",0.45594212935567
"O14770_IDR_177_291",0.245588249857078
"O14770_IDR_1_79",0.25187643408602
"O14770_IDR_331_366",0.242995755707983
"O14770_IDR_402_477",0.259539560348919
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.163101643642684
"O14776_IDR_154_371",0.181009055806623
"O14776_IDR_1_67",0.176384251864711
"O14776_IDR_373_428",0.165759231065676
"O14776_IDR_466_522",0.157975754860998
"O14776_IDR_574_654",0.155770062759308
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.525119266195978
"O14901_IDR_475_512",0.474880733804022
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.509620780582749
"O14917_IDR_977_1095",0.490379219417251
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.200020511676606
"O14924_IDR_149_218",0.200429393576303
"O14924_IDR_401_434",0.203647744493524
"O14924_IDR_446_705",0.199866183868953
"O14924_IDR_843_959",0.196036166384613
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.513752967372299
"O14967_IDR_496_610",0.486247032627701
"O15015_IDR_1_238",0.496117284461089
"O15015_IDR_657_782",0.503882715538911
"O15018_IDR_182_324",0.196374498576268
"O15018_IDR_423_501",0.201464652488014
"O15018_IDR_535_575",0.191378439601266
"O15018_IDR_676_719",0.198290494739923
"O15018_IDR_816_2616",0.212491914594528
"O15020_IDR_2082_2222",0.484220906157242
"O15020_IDR_2330_2390",0.515779093842758
"O15021_IDR_1099_1136",0.262065838998373
"O15021_IDR_1229_2623",0.223245971763324
"O15021_IDR_1_376",0.246274360429705
"O15021_IDR_874_1084",0.268413828808598
"O15027_IDR_1_1260",0.352800351503692
"O15027_IDR_1271_1385",0.178366283076942
"O15027_IDR_1570_1612",0.190158987860624
"O15027_IDR_1890_2357",0.278674377558741
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.360256007978943
"O15034_IDR_588_846",0.300407720384088
"O15055_IDR_1224_1255",0.241408876465548
"O15055_IDR_940_1126",0.26992487986439
"O15056_IDR_1418_1468",0.473397067911334
"O15056_IDR_984_1409",0.526602932088666
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.326770265125576
"O15063_IDR_512_1070",0.673229734874424
"O15066_IDR_372_430",0.489664930636018
"O15066_IDR_694_747",0.510335069363982
"O15068_IDR_558_628",0.471186493335085
"O15068_IDR_956_1031",0.528813506664914
"O15069_IDR_1_1419",0.534911304599835
"O15069_IDR_1488_1522",0.465088695400165
"O15072_IDR_1052_1205",0.255506945955979
"O15072_IDR_1_31",0.25730592305365
"O15072_IDR_209_253",0.246560169702231
"O15072_IDR_996_1031",0.24062696128814
"O15075_IDR_147_180",0.2629871987333
"O15075_IDR_1_54",0.234702956961199
"O15085_IDR_1083_1354",0.183537066789702
"O15085_IDR_125_289",0.149981567565349
"O15085_IDR_1368_1417",0.171475797985182
"O15085_IDR_1452_1522",0.172447974584958
"O15085_IDR_492_712",0.160661495016225
"O15090_IDR_1022_1257",0.614309458830242
"O15090_IDR_1_1019",0.385690541169758
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.484093182802008
"O15105_IDR_220_250",0.515906817197991
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.477530575633312
"O15117_IDR_545_687",0.522469424366688
"O15119_IDR_304_743",0.540563827973016
"O15119_IDR_36_101",0.459436172026984
"O15123_IDR_1_32",0.497583935621658
