"","GO0042127_regulation_of_cell_population_proliferation"
"O14654_IDR_786_918",0.201868709584303
"O14662_IDR_16_71",0.491705435365632
"O14662_IDR_188_223",0.508294564634368
"O14668_IDR_108_199",1
"O14669_IDR_139_174",1
"O14672_IDR_700_748",1
"O14745_IDR_250_358",0.487898646147223
"O14746_IDR_179_315",1
"O14753_IDR_39_104",1
"O14757_IDR_296_328",1
"O14763_IDR_175_332",0.50148254805553
"O14763_IDR_1_77",0.49851745194447
"O14764_IDR_1_35",0.507102593116863
"O14764_IDR_364_419",0.492897406883137
"O14770_IDR_177_291",0.2469447555158
"O14770_IDR_1_79",0.264447563989576
"O14770_IDR_331_366",0.241427724870082
"O14770_IDR_402_477",0.247179955624542
"O14771_IDR_128_314",1
"O14776_IDR_107_148",0.174753140677249
"O14776_IDR_154_371",0.15975985390139
"O14776_IDR_1_67",0.170126799851576
"O14776_IDR_373_428",0.175509639261102
"O14776_IDR_466_522",0.162786777919338
"O14776_IDR_574_654",0.157063788389344
"O14777_IDR_1_83",1
"O14901_IDR_1_392",0.498574993708671
"O14901_IDR_475_512",0.501425006291329
"O14905_IDR_1_53",1
"O14908_IDR_1_56",1
"O14917_IDR_821_974",0.504511449031099
"O14917_IDR_977_1095",0.495488550968901
"O14920_IDR_665_756",1
"O14924_IDR_1105_1447",0.193189643119289
"O14924_IDR_149_218",0.207046289343131
"O14924_IDR_401_434",0.203806061089936
"O14924_IDR_446_705",0.202038787369603
"O14924_IDR_843_959",0.19391921907804
"O14925_IDR_1_38",1
"O14931_IDR_169_201",1
"O14939_IDR_1_35",1
"O14944_IDR_1_57",1
"O14948_IDR_1_347",1
"O14964_IDR_221_777",1
"O14967_IDR_1_46",0.546081867209498
"O14967_IDR_496_610",0.453918132790502
"O15015_IDR_1_238",0.521101189939336
"O15015_IDR_657_782",0.478898810060664
"O15018_IDR_182_324",0.200777074585374
"O15018_IDR_423_501",0.20516887420139
"O15018_IDR_535_575",0.210017006710424
"O15018_IDR_676_719",0.202253933646083
"O15018_IDR_816_2616",0.181783110856728
"O15020_IDR_2082_2222",0.491995141631271
"O15020_IDR_2330_2390",0.508004858368729
"O15021_IDR_1099_1136",0.261020840661089
"O15021_IDR_1229_2623",0.225939825001769
"O15021_IDR_1_376",0.253676010511105
"O15021_IDR_874_1084",0.259363323826037
"O15027_IDR_1_1260",0.241492761910845
"O15027_IDR_1271_1385",0.248305908306211
"O15027_IDR_1570_1612",0.260270758089909
"O15027_IDR_1890_2357",0.249930571693035
"O15033_IDR_1_41",1
"O15034_IDR_53_164",0.328886270535706
"O15034_IDR_588_846",0.35981990293684
"O15055_IDR_1224_1255",0.246619292144257
"O15055_IDR_940_1126",0.260814194904859
"O15056_IDR_1418_1468",0.52035816825599
"O15056_IDR_984_1409",0.47964183174401
"O15060_IDR_120_341",1
"O15062_IDR_125_590",1
"O15063_IDR_1_64",0.499860801983989
"O15063_IDR_512_1070",0.500139198016011
"O15066_IDR_372_430",0.474403503472728
"O15066_IDR_694_747",0.525596496527272
"O15068_IDR_558_628",0.504981488806431
"O15068_IDR_956_1031",0.495018511193569
"O15069_IDR_1_1419",0.484184596806765
"O15069_IDR_1488_1522",0.515815403193235
"O15072_IDR_1052_1205",0.242495276002014
"O15072_IDR_1_31",0.262899536606201
"O15072_IDR_209_253",0.253709052742411
"O15072_IDR_996_1031",0.240896134649375
"O15075_IDR_147_180",0.243353853956503
"O15075_IDR_1_54",0.24761733505723
"O15085_IDR_1083_1354",0.156257087770748
"O15085_IDR_125_289",0.181952907480682
"O15085_IDR_1368_1417",0.159679076771957
"O15085_IDR_1452_1522",0.164787807369419
"O15085_IDR_492_712",0.158796662089159
"O15090_IDR_1022_1257",0.418240497281518
"O15090_IDR_1_1019",0.581759502718482
"O15091_IDR_70_111",1
"O15105_IDR_16_88",0.479293664723442
"O15105_IDR_220_250",0.520706335276558
"O15111_IDR_661_737",1
"O15117_IDR_1_506",0.476071736474675
"O15117_IDR_545_687",0.523928263525325
"O15119_IDR_304_743",0.497172765469964
"O15119_IDR_36_101",0.502827234530036
"O15123_IDR_1_32",0.511646560259748
"O15123_IDR_229_277",0.488353439740252
"O15126_IDR_1_85",1
"O15127_IDR_1_93",1
"O15130_IDR_1_47",1
"O15209_IDR_431_481",0.329966154352934
"O15209_IDR_562_634",0.336687156272478
"O15211_IDR_197_235",0.245122196823753
"O15211_IDR_393_426",0.256268782070214
"O15211_IDR_510_645",0.253117800577845
"O15211_IDR_735_777",0.245491220528189
"O15213_IDR_1_100",0.493833713702906
"O15213_IDR_529_610",0.506166286297094
"O15218_IDR_342_404",1
"O15226_IDR_1_161",1
"O15231_IDR_1_41",0.336271928037188
"O15231_IDR_44_571",0.316531593446764
"O15231_IDR_586_617",0.347196478516047
"O15232_IDR_1_73",1
"O15234_IDR_1_242",0.484988032308916
"O15234_IDR_245_703",0.515011967691084
"O15240_IDR_18_615",1
"O15259_IDR_213_293",0.490027128829071
"O15259_IDR_61_148",0.509972871170929
"O15355_IDR_162_326",0.484001686206789
"O15355_IDR_509_546",0.515998313793211
"O15357_IDR_120_177",0.498641866689224
"O15357_IDR_894_1197",0.501358133310776
"O15370_IDR_106_282",0.49909709268087
"O15370_IDR_1_49",0.500902907319129
"O15371_IDR_85_158",1
"O15372_IDR_1_33",1
"O15374_IDR_201_281",1
"O15375_IDR_422_505",1
"O15379_IDR_382_428",1
"O15381_IDR_70_255",1
"O15389_IDR_456_514",1
"O15391_IDR_69_174",1
"O15393_IDR_1_110",1
"O15394_IDR_743_817",1
"O15397_IDR_883_944",1
"O15399_IDR_1_45",0.535615689354566
"O15466_IDR_1_38",1
"O15479_IDR_1_107",1
"O15480_IDR_1_107",1
"O15481_IDR_1_105",0.488723752413706
"O15481_IDR_316_346",0.511276247586294
"O15482_IDR_1_213",1
"O15488_IDR_1_31",0.515488786594977
"O15488_IDR_298_451",0.484511213405023
"O15496_IDR_1_39",1
"O15499_IDR_1_130",1
"O15547_IDR_378_441",1
"O15550_IDR_1_38",0.523230941194682
"O15550_IDR_400_884",0.476769058805318
"O15551_IDR_188_220",1
"O15552_IDR_292_330",1
"O15553_IDR_92_305",1
"O43143_IDR_1_114",1
"O43147_IDR_207_247",0.310764934005908
"O43147_IDR_425_492",0.360161264144101
"O43147_IDR_620_787",0.329073801849992
"O43148_IDR_1_144",1
"O43149_IDR_1434_1533",0.25271765347835
"O43149_IDR_1_43",0.24013519831189
"O43149_IDR_1955_2077",0.254120240414538
"O43149_IDR_2415_2452",0.253026907795222
"O43150_IDR_697_944",1
"O43155_IDR_366_403",0.328506422214289
"O43155_IDR_502_563",0.344001915795889
"O43155_IDR_568_599",0.327491661989822
"O43156_IDR_774_853",1
"O43184_IDR_732_909",0.497137752558235
"O43186_IDR_1_299",1
"O43187_IDR_102_192",0.517412113501254
"O43187_IDR_505_593",0.482587886498746
"O43189_IDR_342_526",1
"O43193_IDR_266_296",0.515669286045852
"O43193_IDR_374_412",0.484330713954148
"O43194_IDR_215_279",0.516679226254134
"O43194_IDR_365_453",0.483320773745866
"O43196_IDR_1_46",1
"O43237_IDR_1_32",0.496935677934631
"O43237_IDR_331_492",0.503064322065369
"O43240_IDR_1_42",1
"O43242_IDR_1_67",1
"O43246_IDR_417_458",0.502925948503437
"O43246_IDR_590_635",0.497074051496563
"O43247_IDR_1_201",1
"O43248_IDR_1_238",1
"O43296_IDR_65_201",1
"O43298_IDR_130_365",1
"O43300_IDR_364_482",1
"O43301_IDR_1_52",1
"O43303_IDR_1_34",0.35192835174083
"O43303_IDR_49_757",0.334949739796607
"O43303_IDR_895_1012",0.313121908462563
"O43304_IDR_183_225",0.488713992814249
"O43304_IDR_661_696",0.51128600718575
"O43306_IDR_1_114",0.516276256097331
"O43306_IDR_558_619",0.483723743902669
"O43307_IDR_441_478",1
"O43310_IDR_103_167",0.346415282406271
"O43310_IDR_169_369",0.31696191732028
"O43310_IDR_38_98",0.336622800273449
"O43312_IDR_135_197",0.506041871680422
"O43312_IDR_250_755",0.493958128319578
"O43313_IDR_1_85",0.225268182570939
"O43313_IDR_213_596",0.243484775883097
"O43313_IDR_89_130",0.246011003860739
"O43424_IDR_860_921",0.507343684261214
"O43424_IDR_957_1007",0.492656315738786
"O43426_IDR_1485_1573",0.521929073213714
"O43426_IDR_975_1483",0.478070926786286
"O43432_IDR_1002_1216",0.502440670360624
"O43432_IDR_1_721",0.497559329639376
"O43435_IDR_1_105",0.479963067679423
"O43435_IDR_306_364",0.520036932320577
"O43439_IDR_1_604",1
"O43448_IDR_10_76",1
"O43451_IDR_1_87",1
"O43462_IDR_108_140",1
"O43464_IDR_67_107",1
"O43482_IDR_1_65",1
"O43488_IDR_1_35",1
"O43490_IDR_829_865",1
"Q6ZVX9_IDR_1_40",1
"Q6ZW13_IDR_1_317",1
"Q6ZW31_IDR_1_246",0.331753531573284
"Q6ZW31_IDR_604_650",0.335448942450896
"Q6ZW31_IDR_667_701",0.33279752597582
"Q6ZW49_IDR_188_587",0.482597185689429
"Q6ZW49_IDR_830_861",0.517402814310571
"Q6ZW76_IDR_304_422",1
"Q6ZWB6_IDR_1_40",0.33370031028019
"Q6ZWB6_IDR_152_205",0.3290853357192
"Q6ZWB6_IDR_324_432",0.33721435400061
"Q6ZWE6_IDR_1_109",0.339801812687247
"Q6ZWE6_IDR_111_205",0.333399484471998
"Q6ZWE6_IDR_316_355",0.326798702840755
"Q6ZWH5_IDR_40_74",0.484348910448076
"Q6ZWH5_IDR_796_965",0.515651089551924
"Q6ZWJ1_IDR_109_214",1
"Q6ZWJ8_IDR_1_48",1
"Q70CQ3_IDR_181_213",0.521364223796439
"Q70CQ3_IDR_361_416",0.478635776203561
"Q70CQ4_IDR_1_122",0.532221753934236
"Q70CQ4_IDR_769_1352",0.467778246065764
"Q70E73_IDR_1_64",0.344714734145461
"Q70E73_IDR_524_1207",0.328049144211617
"Q70E73_IDR_96_241",0.327236121642922
"Q70EK8_IDR_352_1029",1
"Q70EK9_IDR_1_179",0.503847443172631
"Q70EK9_IDR_313_356",0.496152556827369
"Q70EL1_IDR_354_1500",1
"Q70EL2_IDR_1_34",0.507985614353157
"Q70EL2_IDR_386_615",0.492014385646843
"Q70EL4_IDR_1_88",0.484328987350871
"Q70EL4_IDR_740_1123",0.515671012649129
"Q70J99_IDR_1_45",1
"Q70JA7_IDR_50_167",1
"Q70SY1_IDR_1_265",0.499904087896399
"Q70SY1_IDR_397_505",0.500095912103601
"Q70UQ0_IDR_1_50",1
"Q71RG4_IDR_74_169",1
"Q71RS6_IDR_235_266",1
"Q71SY5_IDR_231_394",0.490940208535367
"Q71SY5_IDR_545_747",0.509059791464633
"Q75N03_IDR_1_69",0.515714122165006
"Q75N03_IDR_191_491",0.484285877834994
"Q75T13_IDR_780_811",1
"Q75V66_IDR_1_68",1
"Q75VX8_IDR_181_214",0.477328187125634
"Q75VX8_IDR_350_795",0.522671812874366
"Q75WM6_IDR_1_62",0.514123851243607
"Q75WM6_IDR_85_255",0.485876148756393
"Q765P7_IDR_137_199",0.50344546967118
"Q765P7_IDR_250_747",0.49655453032882
"Q76FK4_IDR_157_192",0.2708838726651
"Q76FK4_IDR_196_797",0.240756822261686
"Q76FK4_IDR_800_1108",0.233568776905099
"Q76FK4_IDR_90_149",0.254790528168115
"Q76G19_IDR_217_736",1
"Q76I76_IDR_444_1416",1
"Q7KZ85_IDR_1519_1726",0.35799194680639
"Q7KZ85_IDR_482_518",0.322218887231072
"Q7KZI7_IDR_1_46",0.516276836787097
"Q7KZI7_IDR_366_696",0.483723163212903
"Q7KZN9_IDR_1_64",1
"Q7L014_IDR_1_315",0.473209484152289
"Q7L014_IDR_786_866",0.526790515847711
"Q7L0J3_IDR_1_145",1
"Q7L0Q8_IDR_1_47",1
"Q7L0R7_IDR_1_302",1
"Q7L0X0_IDR_413_569",1
"Q7L0X2_IDR_1_270",1
"Q7L190_IDR_135_185",0.513456367778102
"Q7L190_IDR_1_82",0.486543632221898
"Q7L1I2_IDR_1_91",1
"Q7L1S5_IDR_36_166",1
"Q7L1V2_IDR_1_102",1
"Q7L1W4_IDR_219_275",0.510137024097269
"Q7L1W4_IDR_61_136",0.489862975902731
"Q7L2E3_IDR_1_40",0.517177571533784
"Q7L590_IDR_424_723",0.501728833314255
"Q7L5A3_IDR_1_348",1
"Q7L5N1_IDR_1_35",1
"Q7L5N7_IDR_1_91",0.527194034240818
"Q7L5N7_IDR_510_544",0.472805965759182
"Q7L622_IDR_294_346",1
"Q7L7V1_IDR_1_35",1
"Q7L7X3_IDR_305_515",0.330808540533773
"Q7L7X3_IDR_547_595",0.331509272925352
"Q7L7X3_IDR_851_1001",0.337682186540874
"Q7L804_IDR_148_449",1
"Q7L8A9_IDR_1_54",0.498368509461401
"Q7L8A9_IDR_306_357",0.501631490538599
"Q7L8C5_IDR_1_155",1
"Q7L8J4_IDR_1_106",0.500329627666388
"Q7L8J4_IDR_276_393",0.499670372333612
"Q7L8L6_IDR_24_107",1
"Q7L8S5_IDR_58_121",1
"Q7L945_IDR_48_137",1
"Q7L9B9_IDR_103_134",0.493499977846607
"Q7RTS1_IDR_140_177",0.52408967972183
"O43491_IDR_1_82",0.346884034551178
"O43491_IDR_521_948",0.326944443088199
"O43491_IDR_84_213",0.326171522360624
"O43497_IDR_1_49",0.201109385007599
"O43526_IDR_368_547",0.25128933751815
"O43526_IDR_551_639",0.248074519694021
"O43526_IDR_648_872",0.255436493854593
"O43529_IDR_1_74",1
"O43541_IDR_132_163",0.337493700471095
"O43541_IDR_16_120",0.314866739503983
"O43541_IDR_284_315",0.347639560024922
"O43548_IDR_467_498",1
"O43555_IDR_33_75",1
"O43556_IDR_362_437",1
"O43557_IDR_68_107",1
"O43559_IDR_109_492",1
"O43561_IDR_1_156",0.352266041445327
"O43561_IDR_170_201",0.334427111623189
"O43561_IDR_225_262",0.313306846931484
"O43566_IDR_191_299",0.324613951328522
"O43566_IDR_22_57",0.328626717000779
"O43566_IDR_446_566",0.346759331670699
"O43567_IDR_287_381",1
"O43572_IDR_1_119",0.345965146002946
"O43614_IDR_258_297",0.50115915358962
"O43614_IDR_386_444",0.49884084641038
"O43615_IDR_1_59",0.567384645876889
"O43615_IDR_83_230",0.432615354123111
"O43623_IDR_10_125",1
"O43633_IDR_173_222",1
"O43638_IDR_104_298",1
"O43639_IDR_63_107",1
"O43660_IDR_58_183",1
"O43663_IDR_441_620",1
"O43665_IDR_1_31",1
"O43670_IDR_88_431",1
"O43679_IDR_238_373",1
"O43680_IDR_1_86",1
"O43683_IDR_149_730",1
"O43688_IDR_250_288",1
"O43692_IDR_1_31",1
"O43699_IDR_372_421",1
"O43707_IDR_1_37",1
"O43709_IDR_214_281",1
"O43815_IDR_1_46",0.477331712948903
"O43815_IDR_66_445",0.522668287051097
"O43818_IDR_1_74",1
"O43819_IDR_1_75",1
"O43822_IDR_134_212",1
"O43823_IDR_1_385",0.535543215073516
"O43823_IDR_543_692",0.464456784926484
"O43824_IDR_1_87",1
"O43825_IDR_1_121",1
"O43829_IDR_125_268",1
"O43837_IDR_1_42",1
"O43847_IDR_13_100",0.521436320582176
"O43847_IDR_134_207",0.478563679417824
"O43852_IDR_1_46",1
"O43861_IDR_1_82",1
"O43865_IDR_1_102",1
"O43868_IDR_1_64",1
"O43889_IDR_1_116",0.537203542781523
"O43889_IDR_244_336",0.462796457218477
"O43896_IDR_385_434",0.327104815383398
"O43918_IDR_238_295",0.246896037214283
"O43918_IDR_343_430",0.255222442696849
"O43918_IDR_474_508",0.252492826834638
"O43921_IDR_1_32",1
"O43933_IDR_1067_1225",0.375830423561846
"O43933_IDR_183_240",0.322415016443241
"O43933_IDR_343_378",0.301754559994913
"O60216_IDR_396_564",0.470436843251079
"O60216_IDR_97_331",0.529563156748921
"O60224_IDR_72_188",1
"O60225_IDR_71_170",1
"O60231_IDR_286_351",0.529336837205543
"O60231_IDR_72_223",0.470663162794457
"O60232_IDR_78_148",1
"O60237_IDR_305_881",0.475970118365129
"O60237_IDR_896_930",0.524029881634871
"O60238_IDR_44_130",1
"O60239_IDR_1_49",0.492262379328163
"O60239_IDR_252_435",0.507737620671837
"O60240_IDR_107_186",0.347388062349774
"O60266_IDR_1_45",0.490634087001284
"O60266_IDR_498_583",0.509365912998716
"O60268_IDR_1_89",0.340231731738391
"O60268_IDR_251_286",0.314697021276663
"O60268_IDR_317_347",0.345071246984946
"O60269_IDR_1_379",0.494646397558514
"O60269_IDR_396_458",0.505353602441486
"O60271_IDR_517_548",0.208074123094171
"O60271_IDR_562_630",0.196110738640516
"O60271_IDR_69_513",0.210954294216837
"O60271_IDR_718_750",0.196937390200637
"O60271_IDR_804_910",0.187923453847839
"O60279_IDR_199_561",1
"O60281_IDR_1385_2115",0.143240698376566
"O60281_IDR_2119_2168",0.148416204528483
"O60281_IDR_2282_2363",0.138473654963633
"O60281_IDR_2433_2576",0.131701939310183
"O60281_IDR_2602_2639",0.136395575706005
"O60281_IDR_460_751",0.145996380012079
"O60281_IDR_812_1369",0.155775547103052
"O60296_IDR_562_837",0.192121657410371
"O60296_IDR_848_914",0.198309044478932
"O60299_IDR_11_353",0.497562744807609
"O60299_IDR_363_673",0.502437255192391
"O60303_IDR_1147_1198",0.206155831692994
"O60303_IDR_1_33",0.199313116807744
"O60303_IDR_152_467",0.20659769781407
"O60303_IDR_626_963",0.196458278291094
"O60303_IDR_79_150",0.191475075394098
"O60304_IDR_133_322",1
"O60306_IDR_1381_1485",1
"O60307_IDR_1038_1309",0.317055483850828
"O60307_IDR_1_172",0.355863643510236
"O60307_IDR_679_945",0.327080872638937
"O60308_IDR_158_201",0.270061310602627
"O60308_IDR_259_418",0.252028668364334
"O60308_IDR_685_743",0.235622584907356
"O60308_IDR_871_925",0.242287436125683
"O60309_IDR_1047_1086",0.190237857569306
"O60309_IDR_1_869",0.183953222698766
"O60333_IDR_1205_1244",0.170032667869016
"O60333_IDR_1521_1588",0.165449251238932
"O60333_IDR_1592_1682",0.171092253284007
"O60333_IDR_705_735",0.164495978883169
"O60333_IDR_912_957",0.167785447770414
"O60336_IDR_748_1412",1
"O60337_IDR_177_258",1
"O60341_IDR_1_173",1
"O60343_IDR_1_32",0.313142144588686
"O60343_IDR_237_352",0.310095029744143
"O60343_IDR_525_874",0.376762825667171
"O60346_IDR_1431_1511",0.33919114957979
"O60346_IDR_1_462",0.319394727861874
"O60346_IDR_1575_1636",0.341414122558337
"O60347_IDR_1_407",1
"O60353_IDR_513_706",1
"O60356_IDR_1_82",1
"O60359_IDR_209_257",1
"O60381_IDR_4_106",0.338261990021706
"O60481_IDR_1_186",0.501462317495943
"O60481_IDR_405_461",0.498537682504057
"O60486_IDR_1_34",1
"O60487_IDR_175_215",1
"O60488_IDR_1_43",1
"O60496_IDR_246_343",1
"O60499_IDR_106_167",1
"O60500_IDR_1092_1137",1
"O60502_IDR_1_55",0.503100656953409
"O60502_IDR_395_550",0.496899343046591
"O60503_IDR_1248_1353",0.323671107771997
"O60503_IDR_1_78",0.326992742125468
"O60503_IDR_579_713",0.349336150102535
"O60504_IDR_1_382",0.504690896572684
"O60504_IDR_522_611",0.495309103427316
"O60506_IDR_499_586",1
"O60507_IDR_1_38",1
"O60508_IDR_1_49",0.508311901307835
"O60508_IDR_201_238",0.491688098692165
"O60512_IDR_1_71",0.556044610472607
"O60609_IDR_358_400",1
"O60610_IDR_1164_1201",0.244268703442375
"O60610_IDR_1208_1272",0.259310132922384
"O60610_IDR_1_85",0.257873215636772
"O60610_IDR_505_766",0.23854794799847
"O60641_IDR_283_907",1
"O60658_IDR_1_64",0.326369442683304
"O60658_IDR_329_386",0.317679814408726
"O60658_IDR_429_481",0.35595074290797
"O60663_IDR_13_48",0.33137431656716
"O60663_IDR_176_237",0.321533332104708
"O60663_IDR_269_388",0.347092351328132
"O60664_IDR_1_35",0.501727934543507
"O60664_IDR_69_172",0.498272065456493
"O60667_IDR_150_348",1
"O60669_IDR_432_478",1
"O60673_IDR_1028_1869",0.189593070355633
"O60673_IDR_2014_2182",0.19262246947624
"O60673_IDR_274_307",0.198742489345343
"O60673_IDR_310_974",0.214542004197716
"O60741_IDR_1_90",0.500460644796471
"O60741_IDR_595_890",0.499539355203529
"O60749_IDR_1_136",1
"O60755_IDR_309_368",1
"O60759_IDR_1_69",0.499018050811916
"O60759_IDR_173_359",0.500981949188084
"O60763_IDR_675_790",0.525182453475625
"O60763_IDR_930_962",0.474817546524375
"O60765_IDR_67_213",1
"O60779_IDR_222_271",1
"O60784_IDR_155_208",0.334557749873944
"O60784_IDR_303_415",0.339382634435763
"O60784_IDR_450_492",0.326059615690292
"O60806_IDR_1_37",0.332655679840792
"O60806_IDR_251_318",0.34391202230423
"O60806_IDR_321_420",0.323432297854979
"O60812_IDR_117_293",1
"O60814_IDR_1_36",1
"O60825_IDR_446_505",1
"O60826_IDR_143_334",1
"O60885_IDR_1206_1337",0.202150337068702
"O60885_IDR_459_666",0.207042067379135
"O60885_IDR_676_1201",0.190124738616829
"O60888_IDR_1_62",1
"O60890_IDR_568_802",1
"O60895_IDR_1_31",1
"O60902_IDR_1_159",0.496699540295477
"O60902_IDR_161_331",0.503300459704523
"O60907_IDR_1_37",0.521798315538946
"O60907_IDR_146_210",0.478201684461054
"O60909_IDR_1_92",1
"O60927_IDR_68_126",1
"O60930_IDR_75_131",1
"O60934_IDR_327_647",1
"O60936_IDR_94_208",1
"O60939_IDR_180_215",1
"O60941_IDR_488_594",1
"O60942_IDR_191_227",1
"O75019_IDR_424_489",1
"O75027_IDR_1_113",1
"O75030_IDR_1_526",1
"O75037_IDR_1064_1280",0.349232826848928
"O75037_IDR_401_480",0.32512164661333
"O75037_IDR_490_970",0.325645526537742
"O75038_IDR_1382_1416",0.367519438342934
"O75038_IDR_475_618",0.317498357294971
"O75038_IDR_886_1379",0.314982204362095
"O75044_IDR_170_229",0.197566791422954
"O75044_IDR_415_457",0.202365383591207
"O75044_IDR_463_501",0.204136166050286
"O75044_IDR_694_755",0.206081292098179
"O75044_IDR_785_1071",0.189850366837374
"O75052_IDR_172_347",0.479008193632501
"O75052_IDR_361_506",0.520991806367499
"O75054_IDR_997_1027",1
"O75056_IDR_1_378",0.470875039561221
"O75056_IDR_412_442",0.529124960438779
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.525292660093754
"O75071_IDR_144_426",0.474707339906246
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.33107494856647
"O75116_IDR_1113_1149",0.350202561342354
"O75116_IDR_1350_1388",0.318722490091176
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.36119848198763
"O75122_IDR_309_645",0.309348044611318
"O75122_IDR_880_1053",0.329453473401052
"O75128_IDR_1_53",0.519461766949336
"O75128_IDR_227_1238",0.480538233050664
"O75129_IDR_1_59",0.33234404075551
"O75129_IDR_288_349",0.333522962784538
"O75129_IDR_357_411",0.334132996459952
"O75132_IDR_172_286",0.193928973155409
"O75132_IDR_1_87",0.201626701670128
"O75132_IDR_341_456",0.199759656309648
"O75132_IDR_511_550",0.200012909301738
"O75132_IDR_609_651",0.204671759563077
"O75140_IDR_1000_1075",0.239781152540735
"O75140_IDR_1112_1172",0.233547377869206
"O75140_IDR_411_456",0.246444099500449
"O75140_IDR_461_727",0.28022737008961
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.494050641964979
"O75145_IDR_859_937",0.505949358035021
"O75146_IDR_1011_1053",0.47878577285242
"O75146_IDR_288_360",0.52121422714758
"O75150_IDR_111_177",0.33233933488141
"O75150_IDR_1_96",0.343397858377637
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.515491710004397
"O75170_IDR_525_966",0.484508289995603
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.521301974793976
"O75177_IDR_41_396",0.478698025206024
"O75179_IDR_1_136",0.32402497119994
"O75179_IDR_1451_2427",0.321121086494579
"O75179_IDR_2471_2509",0.35485394230548
"O75182_IDR_1_36",0.322129767930255
"O75182_IDR_704_767",0.312240794251402
"O75182_IDR_92_300",0.365629437818343
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.513593838607667
"O75362_IDR_207_1048",0.486406161392333
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.498633193866199
"O75364_IDR_1_81",0.501366806133801
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.267970390472228
"O75376_IDR_319_418",0.25410322870791
"O75376_IDR_420_451",0.252401590089484
"O75376_IDR_483_2440",0.225524790730378
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.474111340819967
"O75381_IDR_71_108",0.525888659180033
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.499474249461523
"O75461_IDR_240_281",0.500525750538477
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.494575867660714
"O75467_IDR_55_197",0.505424132339286
"O75469_IDR_122_165",0.333474652439836
"O75469_IDR_1_36",0.320513517704401
"O75469_IDR_179_234",0.346011829855763
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.505411297663022
"O75474_IDR_49_147",0.494588702336978
"O75475_IDR_431_530",0.515795619689039
"O75475_IDR_89_347",0.484204380310961
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.488711360725794
"O75563_IDR_223_295",0.487782084187915
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.124178174788385
"O75592_IDR_2555_2592",0.127834076756244
"O75592_IDR_2670_3153",0.120726024323723
"O75592_IDR_3187_3236",0.124968130538842
"O75592_IDR_3314_3386",0.13046738499719
"O75592_IDR_3479_3511",0.122492943535167
"O75592_IDR_87_131",0.12279991940876
"O75592_IDR_890_922",0.126533345651688
"O75593_IDR_121_277",0.51917909024467
"O75593_IDR_1_32",0.48082090975533
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.552976540507658
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.249780026861465
"O75691_IDR_2572_2613",0.242902424303973
"O75691_IDR_2731_2785",0.261557569214708
"O75691_IDR_863_907",0.245759979619854
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.320307202630991
"O75717_IDR_308_427",0.364116501340296
"O75717_IDR_821_1017",0.315576296028713
"O75747_IDR_1_34",0.504902673194568
"O75747_IDR_174_224",0.495097326805432
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.50070145748253
"O75781_IDR_332_387",0.49929854251747
"O75864_IDR_462_568",0.311567048699481
"O75864_IDR_575_691",0.344798315700101
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.486829159333415
"O75886_IDR_369_525",0.513170840666585
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.492910114277298
"O75899_IDR_752_941",0.507089885722702
