"","GO0060089_molecular_transducer_activity"
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.224671924002031
"Q99607_IDR_302_520",0.25904795702243
"Q99607_IDR_526_582",0.243383091032586
"Q99607_IDR_586_663",0.272897027942953
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.368431082046581
"Q99613_IDR_162_313",0.260294233453055
"Q99613_IDR_879_913",0.371274684500364
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.577898187118634
"Q99678_IDR_314_358",0.422101812881366
"Q99680_IDR_1_35",0.555739863167476
"Q99680_IDR_245_307",0.444260136832524
"Q99683_IDR_1179_1243",0.231051798434973
"Q99683_IDR_1278_1308",0.243280821035536
"Q99683_IDR_32_87",0.254911424973463
"Q99683_IDR_939_1039",0.270755955556027
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.313608118648751
"Q99687_IDR_1_61",0.321572735947694
"Q99687_IDR_163_277",0.364819145403556
"Q99689_IDR_1_73",0.377216113221067
"Q99689_IDR_257_314",0.313914944582468
"Q99689_IDR_75_223",0.308868942196465
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.175603677293008
"Q99698_IDR_109_226",0.161686588210457
"Q99698_IDR_831_867",0.173942617578507
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.471878159198919
"Q99755_IDR_456_562",0.528121840801081
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.500209893086425
"Q99759_IDR_208_358",0.499790106913575
"Q99767_IDR_1_350",0.424671386710817
"Q99767_IDR_392_423",0.575328613289183
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.534336921679877
"Q99801_IDR_37_129",0.465663078320122
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.466573482610007
"Q99811_IDR_125_253",0.533426517389993
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.608109663859242
"Q99835_IDR_555_769",0.391890336140758
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.243829375794093
"Q99856_IDR_377_515",0.377042400774559
"Q99856_IDR_539_593",0.379128223431348
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.439755766880184
"Q99928_IDR_344_397",0.560244233119816
"Q99929_IDR_111_175",0.484922762961365
"Q99929_IDR_1_57",0.515077237038635
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.586700793336942
"Q99983_IDR_386_421",0.413299206663057
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.185806943076804
"Q99996_IDR_2066_2110",0.172535705339637
"Q99996_IDR_2121_3131",0.142861842511945
"Q99996_IDR_3199_3693",0.145937043744101
"Q99996_IDR_3800_3868",0.196228794692209
"Q99996_IDR_751_1844",0.156629670635304
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.487302889246969
"Q9BQA5_IDR_486_517",0.512697110753031
"Q9BQB4_IDR_171_213",0.485900503998761
"Q9BQB4_IDR_41_74",0.514099496001239
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.462510550874427
"Q9BQE6_IDR_196_289",0.537489449125573
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.283068888057485
"Q9BQF6_IDR_443_515",0.21243109250938
"Q9BQF6_IDR_686_733",0.255330502815923
"Q9BQF6_IDR_876_928",0.249169516617211
"Q9BQG0_IDR_1145_1328",0.520473489749035
"Q9BQG0_IDR_696_755",0.479526510250965
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.256000378734959
"Q9BQS8_IDR_340_405",0.246480841278766
"Q9BQS8_IDR_549_601",0.230336127531415
"Q9BQT9_IDR_805_892",0.58104007868443
"Q9BQT9_IDR_912_956",0.41895992131557
"Q9BQW3_IDR_386_438",0.477264661321685
"Q9BQW3_IDR_442_602",0.522735338678315
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.376595539055872
"Q9BR39_IDR_383_416",0.355420114502044
"Q9BR39_IDR_425_671",0.267984346442084
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.48370306030759
"Q9BR77_IDR_86_225",0.51629693969241
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.189564071760331
"Q9BRR8_IDR_353_504",0.190706025377168
"Q9BRR8_IDR_570_612",0.172681150908251
"Q9BRR8_IDR_621_756",0.143574983124771
"Q9BRR8_IDR_68_156",0.173315651543056
"Q9BRR8_IDR_759_914",0.130158117286422
"Q9BRR9_IDR_113_210",0.335499044338957
"Q9BRR9_IDR_248_325",0.364492311895791
"Q9BRR9_IDR_444_508",0.300008643765252
"Q9BRS2_IDR_1_110",0.531210671925569
"Q9BRS2_IDR_451_568",0.468789328074431
"Q9BRS8_IDR_1_84",0.480966444810626
"Q9BRS8_IDR_294_462",0.519033555189374
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.523399000481938
"Q9BSF8_IDR_434_475",0.476600999518062
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.36017615350141
"Q9BSJ2_IDR_773_812",0.311842016105029
"Q9BSJ2_IDR_870_902",0.327981830393561
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.340972043485705
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.214765010231515
"Q9BTC0_IDR_1_262",0.208726949767413
"Q9BTC0_IDR_323_668",0.269465138599783
"Q9BTC0_IDR_765_1046",0.307042901401289
"Q9BTC8_IDR_325_373",0.318551773181567
"Q9BTC8_IDR_419_482",0.320278954707167
"Q9BTC8_IDR_540_590",0.361169272111267
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.316842250706463
"Q9BUA3_IDR_20_66",0.338872340739816
"Q9BUA3_IDR_274_315",0.344285408553721
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.452911754576175
"Q9BUB5_IDR_377_465",0.547088245423825
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.545051466350955
"Q9BUG6_IDR_141_351",0.454948533649045
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.501180881030165
"Q9BUH8_IDR_134_593",0.498819118969835
"Q9BV73_IDR_1084_1412",0.258819187070366
"Q9BV73_IDR_1_513",0.252183932421793
"Q9BV73_IDR_1790_1980",0.242171000262168
"Q9BV73_IDR_2019_2442",0.246825880245673
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.163424360176508
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.478884584639585
"Q9BVW5_IDR_1_66",0.521115415360415
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.494802414432439
"Q9BW11_IDR_20_74",0.505197585567561
"Q9BWU0_IDR_1_149",0.259653351577175
"Q9BWU0_IDR_279_358",0.239014984381061
"Q9BWU0_IDR_444_537",0.267056844630384
"Q9BWU0_IDR_584_765",0.23427481941138
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.314814973546133
"Q9BWV1_IDR_811_855",0.304390439023324
"Q9BWV1_IDR_877_1114",0.380794587430543
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.507127907448423
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.536696163316647
"Q9BX69_IDR_90_279",0.463303836683354
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.144430727095333
"Q9BX84_IDR_1285_1456",0.146748055612584
"Q9BX84_IDR_1459_1598",0.157455466487978
"Q9BX84_IDR_1665_1695",0.142092701967187
"Q9BX84_IDR_1983_2022",0.143354562777095
"Q9BX84_IDR_544_600",0.134026534040286
"Q9BX84_IDR_772_820",0.131891952019536
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.258350293070332
"Q9BXA9_IDR_1_80",0.276967129985409
"Q9BXA9_IDR_83_1121",0.464682576944259
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.490372435314297
"Q9BXK1_IDR_27_156",0.509627564685703
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.318876908765918
"Q9BXL6_IDR_392_567",0.335799954830301
"Q9BXL6_IDR_756_803",0.345323136403781
"Q9BXL7_IDR_225_305",0.32271867698768
"Q9BXL7_IDR_424_664",0.356739013104182
"Q9BXL7_IDR_852_916",0.320542309908138
"Q9BXL8_IDR_186_226",0.540848071923934
"Q9BXL8_IDR_80_174",0.459151928076066
"Q9BXM0_IDR_1342_1375",0.331984986277033
"Q9BXM0_IDR_1_43",0.349682537641392
"Q9BXM0_IDR_45_233",0.318332476081575
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.190604412779845
"Q9BXT5_IDR_1_469",0.202986881247555
"Q9BXT5_IDR_2264_2514",0.164054460987471
"Q9BXT5_IDR_2563_2596",0.151935851187448
"Q9BXT5_IDR_473_775",0.144485601004991
"Q9BXT5_IDR_782_1040",0.145932792792689
"Q9BXT8_IDR_1104_1169",0.311499349537814
"Q9BXT8_IDR_1360_1397",0.335700968143095
"Q9BXT8_IDR_309_399",0.35279968231909
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.584269006513713
"Q9BXU1_IDR_976_1018",0.415730993486287
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.512477789800369
"Q9BXU7_IDR_731_820",0.487522210199631
"Q9BY12_IDR_745_899",0.336979193569226
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.34568391413147
"Q9BY66_IDR_1411_1539",0.324479877948402
"Q9BY66_IDR_174_310",0.329836207920128
"Q9BY67_IDR_335_376",0.491436857017206
"Q9BY67_IDR_398_442",0.508563142982794
"Q9BY76_IDR_1_109",0.56747998204816
"Q9BY76_IDR_115_180",0.43252001795184
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.544416270884863
"Q9BY84_IDR_561_654",0.455583729115137
"Q9BY89_IDR_1_31",0.612503000750839
"Q9BY89_IDR_37_1789",0.387496999249162
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.507587021502046
"Q9BYM8_IDR_243_277",0.492412978497954
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.464861992115618
"Q9BYP7_IDR_486_1800",0.535138007884382
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.199409635369232
"Q9BYW2_IDR_1_1069",0.178695106404233
"Q9BYW2_IDR_1829_2147",0.172304839493346
"Q9BYW2_IDR_2311_2388",0.23700405408842
"Q9BYW2_IDR_2421_2468",0.21258636464477
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.298329058383677
"Q9BYX2_IDR_145_329",0.379894003738727
"Q9BYX2_IDR_384_454",0.321776937877596
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.4851985435595
"Q9BZE3_IDR_286_327",0.5148014564405
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.500873673635572
"Q9BZE9_IDR_495_553",0.499126326364428
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.495538693745713
"Q9BZJ7_IDR_311_368",0.504461306254287
"Q9BZJ8_IDR_1_40",0.392452021446105
"Q9BZJ8_IDR_246_282",0.293422216512778
"Q9BZJ8_IDR_364_451",0.314125762041117
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.292614704582841
"Q9BZL6_IDR_190_250",0.248729269304767
"Q9BZL6_IDR_316_378",0.227685184198676
"Q9BZL6_IDR_848_878",0.230970841913716
"Q9BZM3_IDR_14_204",0.559274254707067
"Q9BZM3_IDR_254_304",0.440725745292933
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.514272592411089
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.47487435546751
"Q9C086_IDR_78_267",0.52512564453249
"Q9C091_IDR_1088_1225",0.349879623228956
"Q9C091_IDR_241_368",0.396189007997699
"Q9C091_IDR_51_102",0.253931368773345
"Q9C093_IDR_1197_1327",0.208258551251817
"Q9C093_IDR_1663_1709",0.194082729679907
"Q9C093_IDR_257_290",0.222858939933203
"Q9C093_IDR_608_681",0.211066972495615
"Q9C093_IDR_890_1004",0.163732806639459
"Q9C098_IDR_21_345",0.438661406763614
"Q9C098_IDR_617_648",0.561338593236386
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.222263824975292
"Q9C0B9_IDR_207_351",0.243516852267702
"Q9C0B9_IDR_403_435",0.24321925736525
"Q9C0B9_IDR_464_1021",0.291000065391756
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.197453694632082
"Q9C0C7_IDR_250_310",0.206098081874861
"Q9C0C7_IDR_312_649",0.203502672423344
"Q9C0C7_IDR_665_726",0.204764546559815
"Q9C0C7_IDR_737_805",0.188181004509899
"Q9C0C9_IDR_1155_1249",0.237944086271104
"Q9C0C9_IDR_1_55",0.261998970696296
"Q9C0C9_IDR_399_537",0.25534906727109
"Q9C0C9_IDR_712_920",0.24470787576151
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.224487083584311
"Q9C0F1_IDR_289_390",0.535558433515015
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.469878726413652
"Q9C0H9_IDR_264_1183",0.530121273586348
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.539053972315108
"Q9C0I9_IDR_179_441",0.460946027684892
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.372922436862918
"Q9C0J8_IDR_408_507",0.352870245020875
"Q9C0J8_IDR_511_1336",0.274207318116207
"Q9C0J9_IDR_1_48",0.481045836106373
"Q9C0J9_IDR_175_482",0.518954163893627
"Q9C0K0_IDR_1_824",0.560645473754163
"Q9C0K0_IDR_858_894",0.439354526245837
"Q9GZR2_IDR_80_195",0.491772399530098
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.342938741810613
"Q9GZR7_IDR_62_190",0.297310971591014
"Q9GZR7_IDR_812_859",0.359750286598374
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.223310066730066
"Q9GZU2_IDR_1305_1386",0.255678227481308
"Q9GZU2_IDR_1_34",0.273802548841673
"Q9GZU2_IDR_1417_1478",0.247209156946953
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.525849930994897
"Q9GZV3_IDR_520_580",0.474150069005103
"Q9H009_IDR_142_177",0.505479241843235
"Q9H009_IDR_1_74",0.494520758156765
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.479049523845258
"Q9H019_IDR_74_143",0.520950476154742
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.436127137547697
"Q9H063_IDR_52_83",0.563872862452303
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.258307123139027
"Q9H0E7_IDR_167_291",0.195081533982875
"Q9H0E7_IDR_306_373",0.284091365345362
"Q9H0E7_IDR_682_712",0.262519977532736
"Q9H0E9_IDR_133_704",0.326869646723215
"Q9H0E9_IDR_819_854",0.349253599197035
"Q9H0E9_IDR_869_1101",0.32387675407975
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.519647849683605
"Q9H0V9_IDR_1_43",0.539474232011135
"Q9H0V9_IDR_293_348",0.460525767988865
"Q9H0W5_IDR_62_92",0.557972000159165
"Q9H0W5_IDR_99_538",0.442027999840835
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.343134179819747
"Q9H0X9_IDR_249_362",0.332371828864058
"Q9H161_IDR_236_411",0.493827700833626
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.33605439792782
"Q9H171_IDR_344_400",0.333350511019949
"Q9H171_IDR_72_104",0.330595091052231
"Q9H172_IDR_1_43",0.49544751067028
"Q9H172_IDR_333_364",0.504552489329719
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.263285564061005
"Q9H175_IDR_1_63",0.247980327060954
"Q9H175_IDR_281_371",0.257983822101075
"Q9H175_IDR_425_543",0.230750286776965
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.329442314578748
"Q9H1A4_IDR_674_704",0.233135754245795
"Q9H1A4_IDR_715_746",0.226960266191601
"Q9H1A4_IDR_988_1019",0.210461664983856
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.469090732225973
"Q9H1K0_IDR_472_732",0.279821226243707
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.449179722471438
"Q9H1M3_IDR_70_183",0.550820277528562
"Q9H1P3_IDR_1_59",0.558557593517546
"Q9H1P3_IDR_319_350",0.441442406482454
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.495487324093867
"Q9H1V8_IDR_646_711",0.504512675906133
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.501964029761982
"Q9H1Y3_IDR_330_397",0.498035970238018
"Q9H1Z8_IDR_109_148",0.424554189777535
"Q9H1Z8_IDR_1_31",0.575445810222465
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.496261110618644
"Q9H2C1_IDR_298_345",0.503738889381356
"Q9H2D6_IDR_1_2115",0.433232396213612
"Q9H2D6_IDR_2151_2188",0.566767603786388
"Q9H2F5_IDR_276_439",0.399699960922141
"Q9H2F5_IDR_471_836",0.600300039077859
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.588087601581054
"Q9H2G2_IDR_313_796",0.411912398418946
"Q9H2G4_IDR_1_210",0.521096031583784
"Q9H2G4_IDR_426_682",0.478903968416216
"Q9H2G9_IDR_1_130",0.478496832356381
"Q9H2G9_IDR_219_321",0.521503167643619
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.474875478917006
"Q9H2W2_IDR_136_220",0.554694795033941
"Q9H2W2_IDR_1_91",0.445305204966059
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.532550125701771
"Q9H2X6_IDR_536_1061",0.467449874298229
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.332720799148835
"Q9H2X9_IDR_87_120",0.332551355392199
"Q9H2X9_IDR_942_1066",0.334727845458966
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.358688336002397
"Q9H2Y9_IDR_374_412",0.292161931422694
"Q9H2Y9_IDR_763_848",0.349149732574909
"Q9H2Z4_IDR_1_191",0.525189182470789
"Q9H2Z4_IDR_289_342",0.474810817529211
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.570114597322842
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.320939027681052
"Q9H3P7_IDR_22_69",0.303849644092059
"Q9H3P7_IDR_291_363",0.375211328226889
"Q9H3Q1_IDR_1_35",0.395196706666796
"Q9H3Q1_IDR_227_356",0.267090624009071
"Q9H3Q1_IDR_55_199",0.337712669324132
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.300878779689629
"Q9H422_IDR_87_147",0.219069189320336
"Q9H422_IDR_874_1078",0.233213752023176
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.311934290113747
"Q9H461_IDR_344_380",0.325668548844228
"Q9H461_IDR_624_694",0.362397161042026
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.301536728342465
"Q9H4A3_IDR_1262_2382",0.369325133253826
"Q9H4A3_IDR_567_1259",0.329138138403709
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.473368761573069
"Q9H4B4_IDR_337_413",0.526631238426931
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.295952599124405
"Q9H4L5_IDR_164_210",0.319996125398641
"Q9H4L5_IDR_246_512",0.384051275476954
"Q9H4L7_IDR_1_248",0.493732324493311
"Q9H4L7_IDR_292_382",0.506267675506689
"Q9H4M7_IDR_1_46",0.340528378266508
"Q9H4M7_IDR_149_436",0.33099459052781
"Q9H4M7_IDR_473_747",0.328477031205683
"Q9H4Q3_IDR_162_443",0.525814233903184
"Q9H4Q3_IDR_643_707",0.474185766096816
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.528025576252691
"Q9H4S2_IDR_199_264",0.471974423747309
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.253068460059008
"Q9H5I5_IDR_1464_1896",0.139432238181314
"Q9H5I5_IDR_2042_2146",0.164182507173084
"Q9H5I5_IDR_837_904",0.141454895702423
"Q9H5J0_IDR_173_466",0.528117265372226
"Q9H5J0_IDR_521_574",0.471882734627774
"Q9H5J8_IDR_1_74",0.392069019016493
"Q9H5J8_IDR_245_278",0.327615971213732
"Q9H5J8_IDR_85_122",0.280315009769776
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.53398018277941
"Q9H5N1_IDR_305_440",0.466019817220591
"Q9H5P4_IDR_309_391",0.227417169856511
"Q9H5P4_IDR_393_553",0.16998717769628
"Q9H5P4_IDR_679_856",0.186280344458208
"Q9H5P4_IDR_952_1033",0.224345295040721
"Q9H5P4_IDR_9_54",0.19197001294828
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.576276281616622
"Q9H5V7_IDR_1_55",0.423723718383378
"Q9H6B1_IDR_216_263",0.197045524984674
"Q9H6B1_IDR_279_319",0.186080496177958
"Q9H6B1_IDR_327_363",0.218821876727348
"Q9H6B1_IDR_92_201",0.182599760824559
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.542975748212406
"Q9H6E5_IDR_636_759",0.457024251787594
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.468238360610846
"Q9H6X2_IDR_475_564",0.531761639389154
"Q9H6X4_IDR_1_144",1
"Q9H6X5_IDR_1_524",1
"Q9H6Y2_IDR_334_383",1
"Q9H6Y5_IDR_211_334",0.438947580026627
