"","GO0045892_negative_regulation_of_transcription._DNA_templated"
"Q9NS87_IDR_601_712",0.511407395831578
"Q9NS91_IDR_359_495",0.477625069522061
"Q9NS91_IDR_99_241",0.522374930477939
"Q9NS93_IDR_522_570",1
"Q9NS98_IDR_734_782",1
"Q9NSA1_IDR_170_209",1
"Q9NSI8_IDR_1_160",0.473509221784249
"Q9NSI8_IDR_305_335",0.526490778215751
"Q9NSN8_IDR_154_196",1
"Q9NST1_IDR_258_304",0.482826324463769
"Q9NST1_IDR_404_481",0.517173675536231
"Q9NSV4_IDR_1022_1179",0.327229791026207
"Q9NSV4_IDR_1_112",0.35481371093176
"Q9NSV4_IDR_549_600",0.317956498042033
"Q9NSY0_IDR_1_35",0.499911181441089
"Q9NSY0_IDR_387_418",0.500088818558912
"Q9NSY1_IDR_1_37",0.521086032143823
"Q9NSY1_IDR_326_1111",0.478913967856177
"Q9NT22_IDR_123_242",1
"Q9NT62_IDR_110_192",1
"Q9NT68_IDR_1_404",1
"Q9NT99_IDR_1_49",0.239268250787206
"Q9NT99_IDR_459_491",0.242192875662358
"Q9NT99_IDR_496_552",0.258517530291889
"Q9NT99_IDR_620_693",0.260021343258548
"Q9NTG1_IDR_1_42",0.479901573371735
"Q9NTZ6_IDR_392_426",0.490485168408848
"Q9NTZ6_IDR_92_222",0.509514831591152
"Q9NU19_IDR_1_180",1
"Q9NU22_IDR_4661_5278",1
"Q9NU39_IDR_1_105",0.491230378207054
"Q9NU39_IDR_185_408",0.508769621792946
"Q9NUA8_IDR_129_237",0.523456862785342
"Q9NUA8_IDR_614_733",0.476543137214657
"Q9NUB1_IDR_1_52",1
"Q9NUB4_IDR_1_34",0.485305428604632
"Q9NUB4_IDR_89_122",0.514694571395368
"Q9NUC0_IDR_1_75",0.437903046590471
"Q9NUC0_IDR_208_253",0.562096953409529
"Q9NUD5_IDR_1_161",1
"Q9NUD7_IDR_1_112",1
"Q9NUE0_IDR_1_65",0.530152556431186
"Q9NUE0_IDR_353_388",0.469847443568814
"Q9NUG4_IDR_1_37",0.313714395517763
"Q9NUG4_IDR_160_295",0.315081564084538
"Q9NUG4_IDR_370_409",0.371204040397699
"Q9NUW8_IDR_13_151",1
"Q9NUX5_IDR_297_327",1
"Q9NUY8_IDR_464_497",0.498279838909938
"Q9NUY8_IDR_512_544",0.501720161090062
"Q9NV06_IDR_412_445",1
"Q9NV56_IDR_117_204",1
"Q9NV58_IDR_22_125",0.3603135020122
"Q9NV58_IDR_400_436",0.296732233364169
"Q9NV58_IDR_463_838",0.342954264623631
"Q9NV64_IDR_1_56",1
"Q9NV66_IDR_248_317",0.487434386261969
"Q9NV66_IDR_319_352",0.512565613738031
"Q9NV70_IDR_437_506",1
"Q9NV72_IDR_1_253",1
"Q9NV79_IDR_300_336",1
"Q9NV92_IDR_1_224",1
"Q9NV96_IDR_1_31",1
"Q9NVA1_IDR_1_87",1
"Q9NVA2_IDR_397_429",1
"Q9NVA4_IDR_342_438",1
"Q9NVN8_IDR_426_582",0.511832610620031
"Q9NVP1_IDR_1_173",0.541738273169209
"Q9NVP1_IDR_626_670",0.458261726830791
"Q9NVP2_IDR_156_202",1
"Q9NVP4_IDR_122_194",1
"Q9NVR0_IDR_1_68",1
"Q9NVR2_IDR_360_393",1
"Q9NVR5_IDR_207_252",0.348245328952603
"Q9NVR5_IDR_354_517",0.317169769819828
"Q9NVR5_IDR_674_794",0.334584901227569
"Q9NVU0_IDR_145_176",0.435917863957925
"Q9NVU0_IDR_439_554",0.564082136042075
"Q9NVU7_IDR_226_280",0.479320564098805
"Q9NVU7_IDR_452_687",0.520679435901195
"Q9NVV0_IDR_250_291",1
"Q9NVV4_IDR_535_582",1
"Q9NVV9_IDR_86_145",1
"Q9NVW2_IDR_1_513",1
"Q9NVZ3_IDR_164_239",1
"Q9NWF9_IDR_1_33",0.51429756558371
"Q9NWF9_IDR_35_277",0.48570243441629
"Q9NWH7_IDR_117_434",1
"Q9NWH9_IDR_463_967",0.288492405460333
"Q9NWH9_IDR_70_383",0.350619905053414
"Q9NWH9_IDR_969_1002",0.360887689486253
"Q9NWK9_IDR_1_219",1
"Q9NWL6_IDR_360_399",1
"Q9NWM3_IDR_1_46",0.304778156562738
"Q9NWM3_IDR_250_386",0.327741609646066
"Q9NWM3_IDR_87_248",0.367480233791196
"Q9NWN3_IDR_1_551",1
"Q9NWQ4_IDR_1_482",1
"Q9NWQ8_IDR_1_432",1
"Q9NWS0_IDR_174_207",1
"Q9NWS1_IDR_463_579",1
"Q9NWS8_IDR_57_167",1
"Q9NWS9_IDR_112_328",1
"Q9NWT1_IDR_307_392",1
"Q9NWT8_IDR_1_65",0.498969640101613
"Q9NX63_IDR_1_116",1
"Q9NX65_IDR_117_542",0.529989866890296
"Q9NX65_IDR_1_50",0.470010133109704
"Q9NX70_IDR_1_53",1
"Q9NX74_IDR_439_493",1
"Q9NX94_IDR_115_240",0.472728331771502
"Q9NX94_IDR_276_314",0.527271668228498
"Q9NX95_IDR_1_281",0.293684437206905
"Q9NX95_IDR_305_336",0.240050406423671
"Q9NX95_IDR_344_484",0.235747646188795
"Q9NXV2_IDR_1_40",1
"Q9NXV6_IDR_111_427",1
"Q9NXW2_IDR_211_265",0.488821400222673
"Q9NXW2_IDR_53_91",0.511178599777327
"Q9NXX6_IDR_1_78",1
"Q9NXZ1_IDR_26_820",1
"Q9NXZ2_IDR_137_167",0.505574629111086
"Q9NXZ2_IDR_1_65",0.494425370888914
"Q9NY12_IDR_162_217",0.514158716172639
"Q9NY12_IDR_1_62",0.485841283827361
"Q9NY25_IDR_1_65",1
"Q9NYB5_IDR_1_35",0.244584562213396
"Q9NYB5_IDR_142_182",0.251996094100176
"Q9NYB5_IDR_300_332",0.261440274657976
"Q9NYB5_IDR_667_712",0.241979069028453
"Q9NYD6_IDR_1_278",1
"Q9NYF0_IDR_1_836",1
"Q9NYF3_IDR_1_392",1
"Q9NYF5_IDR_214_571",0.300688501291236
"Q9NYF5_IDR_621_681",0.338214913786824
"Q9NYF5_IDR_753_837",0.36109658492194
"Q9NYP7_IDR_257_299",1
"Q9NYP9_IDR_1_39",0.494032537601648
"Q9NYP9_IDR_44_76",0.505967462398352
"Q9NYQ6_IDR_2300_2332",0.359169543324693
"Q9NYQ6_IDR_2722_2752",0.319155610352971
"Q9NYQ6_IDR_2754_2998",0.321674846322336
"Q9NYQ7_IDR_181_231",0.369362862304504
"Q9NYQ7_IDR_2788_2818",0.326540607249422
"Q9NYQ7_IDR_2824_3312",0.304096530446074
"Q9NYT0_IDR_109_165",1
"Q9NYT6_IDR_53_195",1
"Q9NYU2_IDR_1_41",1
"Q9NYV4_IDR_1021_1344",0.522430424153366
"Q9NYV4_IDR_1_717",0.477569575846634
"Q9NYV6_IDR_1_45",0.348746987575816
"Q9NYV6_IDR_264_301",0.309401218456691
"Q9NYV6_IDR_591_651",0.341851793967493
"Q9NYW8_IDR_62_176",1
"Q9NYX4_IDR_167_217",1
"Q9NYY3_IDR_1_66",0.489172496154058
"Q9NZ71_IDR_1141_1219",0.274347593728179
"Q9NZ81_IDR_1_148",1
"Q9NZ94_IDR_158_197",0.247721205892911
"Q9NZ94_IDR_639_702",0.258775391952496
"Q9NZ94_IDR_734_806",0.242219032688303
"Q9NZ94_IDR_818_848",0.25128436946629
"Q9NZA1_IDR_1_170",1
"Q9NZB2_IDR_349_547",0.505180277934351
"Q9NZB2_IDR_894_1118",0.494819722065649
"Q9NZB8_IDR_1_47",1
"Q9NZC2_IDR_187_230",1
"Q9NZC4_IDR_123_204",1
"Q9NZC9_IDR_1_235",0.545534450009138
"Q9NZC9_IDR_859_954",0.454465549990862
"Q9NZD1_IDR_271_316",1
"Q9NZE8_IDR_1_85",1
"Q9NZH0_IDR_301_384",1
"Q9NZH6_IDR_1_51",1
"Q9NZI5_IDR_129_163",0.51303145635121
"Q9NZI5_IDR_73_112",0.486968543648791
"Q9NZM3_IDR_818_886",0.267612484910962
"Q9NZM4_IDR_26_1560",1
"Q9NZM5_IDR_1_87",0.513915357659033
"Q9NZM5_IDR_92_417",0.486084642340967
"Q9NZN1_IDR_586_618",1
"Q9NZN5_IDR_1136_1241",0.176335199707082
"Q9NZN5_IDR_1267_1405",0.17214026698191
"Q9NZN5_IDR_1422_1489",0.146968109354595
"Q9NZN5_IDR_149_345",0.178491768823671
"Q9NZN5_IDR_1_64",0.15863015847114
"Q9NZN5_IDR_564_764",0.167434496661602
"Q9NZN8_IDR_1_345",1
"Q9NZN9_IDR_328_384",1
"Q9NZQ0_IDR_191_227",1
"Q9NZQ3_IDR_104_308",1
"Q9NZQ8_IDR_1127_1165",0.514555110953902
"Q9NZQ8_IDR_669_714",0.485444889046098
"Q9NZQ9_IDR_1_181",1
"Q9NZR1_IDR_35_71",0.493266744299422
"Q9P0G3_IDR_1_36",1
"Q9P0J6_IDR_1_67",1
"Q9P0J7_IDR_137_381",1
"Q9P0K1_IDR_1_41",0.337722897142642
"Q9P0K1_IDR_202_233",0.326899078182217
"Q9P0K1_IDR_766_906",0.335378024675141
"Q9P0K7_IDR_242_553",1
"Q9P0K8_IDR_145_465",0.346672596312278
"Q9P0K8_IDR_1_64",0.316172635838295
"Q9P0K8_IDR_469_563",0.337154767849427
"Q9P0L0_IDR_135_249",1
"Q9P0L1_IDR_136_239",0.499400799241698
"Q9P0L1_IDR_241_356",0.500599200758302
"Q9P0L2_IDR_1_53",0.510545909855172
"Q9P0L2_IDR_374_703",0.489454090144828
"Q9P0L9_IDR_1_74",0.495128136475833
"Q9P0L9_IDR_742_805",0.504871863524167
"Q9P0M2_IDR_1_82",1
"Q9P0M4_IDR_1_39",0.495802515778252
"Q9P0M4_IDR_41_103",0.504197484221748
"Q9P0X4_IDR_1736_2223",0.271180329803555
"Q9P104_IDR_234_306",1
"Q9P107_IDR_228_262",0.332421039296348
"Q9P107_IDR_355_479",0.326966679978492
"Q9P107_IDR_761_933",0.34061228072516
"Q9P126_IDR_1_77",1
"Q9P1A6_IDR_167_864",0.341474322472518
"Q9P1A6_IDR_21_162",0.344929369371275
"Q9P1A6_IDR_978_1040",0.313596308156206
"Q9P1Q0_IDR_1_60",0.485338284962987
"Q9P1Q0_IDR_481_575",0.514661715037013
"Q9P1T7_IDR_1_182",1
"Q9P212_IDR_2241_2302",0.2372380414163
"Q9P215_IDR_575_609",0.487845674599504
"Q9P215_IDR_92_151",0.512154325400496
"Q9P217_IDR_119_175",0.331679979062211
"Q9P217_IDR_25_59",0.347566964888683
"Q9P217_IDR_455_485",0.320753056049105
"Q9P218_IDR_119_151",0.495977341453912
"Q9P218_IDR_992_1284",0.504022658546088
"Q9P219_IDR_1329_2016",0.282524587229106
"Q9P219_IDR_221_259",0.234336166551583
"Q9P219_IDR_297_784",0.223025929160535
"Q9P219_IDR_888_1063",0.260113317058776
"Q9P225_IDR_1_73",1
"Q9P227_IDR_173_685",0.405878238802764
"Q9P227_IDR_809_899",0.273712603525572
"Q9P273_IDR_1_295",0.615236944067125
"Q9P273_IDR_338_375",0.384763055932875
"Q9P275_IDR_1046_1123",0.467414697480905
"Q9P275_IDR_426_1044",0.532585302519095
"Q9P278_IDR_180_304",0.26611517705057
"Q9P278_IDR_576_717",0.244433679873075
"Q9P278_IDR_726_922",0.2385751061415
"Q9P278_IDR_93_123",0.250876036934854
"Q9P281_IDR_1_164",0.439271514840356
"Q9P281_IDR_167_2471",0.560728485159644
"Q9P283_IDR_64_95",1
"Q9P286_IDR_46_425",1
"Q9P287_IDR_1_53",1
"Q9P289_IDR_327_378",1
"Q9P291_IDR_31_195",1
"Q9P299_IDR_1_37",1
"Q9P2D8_IDR_1213_1269",0.199348554393736
"Q9P2D8_IDR_1442_1999",0.185369881558452
"Q9P2D8_IDR_721_804",0.205193917645859
"Q9P2D8_IDR_882_939",0.203174112724153
"Q9P2E2_IDR_367_798",0.489548523555721
"Q9P2E2_IDR_901_1029",0.510451476444279
"Q9P2E3_IDR_1_141",0.486698431709128
"Q9P2E3_IDR_795_887",0.513301568290872
"Q9P2E5_IDR_1_86",1
"Q9P2E7_IDR_682_718",0.330360992227801
"Q9P2E7_IDR_725_786",0.330141095237226
"Q9P2E7_IDR_842_947",0.339497912534973
"Q9P2E8_IDR_320_370",0.528465189289731
"Q9P2E8_IDR_60_158",0.471534810710269
"Q9P2E9_IDR_1247_1357",0.190455923349768
"Q9P2E9_IDR_1379_1410",0.187647336676464
"Q9P2E9_IDR_1_698",0.223193949585926
"Q9P2E9_IDR_708_740",0.187334102649581
"Q9P2E9_IDR_883_996",0.211368687738261
"Q9P2F5_IDR_147_926",1
"Q9P2J2_IDR_1091_1133",0.468813481577606
"Q9P2J5_IDR_118_153",1
"Q9P2J8_IDR_107_245",0.524990519477766
"Q9P2J8_IDR_1_48",0.475009480522234
"Q9P2K1_IDR_1_257",0.469238136670753
"Q9P2K1_IDR_587_624",0.530761863329247
"Q9P2K2_IDR_757_825",1
"Q9P2K3_IDR_133_296",0.416926530675641
"Q9P2K3_IDR_347_495",0.583073469324359
"Q9P2K8_IDR_1496_1526",0.250358225363648
"Q9P2K8_IDR_189_260",0.24902217679124
"Q9P2K8_IDR_660_709",0.236068629532494
"Q9P2K8_IDR_713_792",0.264550968312619
"Q9P2K9_IDR_1_42",0.514944356525171
"Q9P2K9_IDR_156_252",0.485055643474829
"Q9P2M4_IDR_1_324",1
"Q9P2N2_IDR_119_312",0.486314235745905
"Q9P2N2_IDR_19_80",0.513685764254095
"Q9P2N4_IDR_212_287",1
"Q9P2R6_IDR_1525_1566",0.261890479209804
"Q9P2R6_IDR_443_1471",0.46815643051854
"Q9P2R7_IDR_1_50",1
"Q9P2S2_IDR_1344_1627",0.557023406677011
"Q9P2S2_IDR_1672_1710",0.442976593322989
"Q9P2S6_IDR_370_444",1
"Q9P2T0_IDR_1_302",0.487175248494597
"Q9P2T0_IDR_341_379",0.512824751505403
"Q9P2U7_IDR_1_51",0.49811110618302
"Q9P2U7_IDR_498_560",0.50188889381698
"Q9P2U8_IDR_1_59",0.486563975084294
"Q9P2U8_IDR_506_582",0.513436024915706
"Q9P2V4_IDR_365_426",1
"Q9P2W6_IDR_1_69",1
"Q9P2W7_IDR_1_69",1
"Q9P2W9_IDR_162_232",1
"Q9P2X3_IDR_119_167",1
"Q9P2Y4_IDR_1_722",1
"Q9P2Y5_IDR_1_40",0.531308728108191
"Q9P2Y5_IDR_467_612",0.468691271891809
"Q9UBF8_IDR_242_318",0.238956178201252
"Q9UBF8_IDR_410_526",0.223167102784493
"Q9UBF8_IDR_61_125",0.257070904568687
"Q9UBG3_IDR_92_479",1
"Q9UBG7_IDR_1_47",1
"Q9UBH6_IDR_635_696",0.520437032035615
"Q9UBH6_IDR_76_123",0.479562967964385
"Q9UBI4_IDR_1_47",0.495891103661436
"Q9UBI4_IDR_248_287",0.504108896338564
"Q9UBI9_IDR_1_90",0.531986903186111
"Q9UBI9_IDR_195_303",0.46801309681389
"Q9UBJ2_IDR_46_76",1
"Q9UBK2_IDR_101_672",0.603216927885281
"Q9UBK2_IDR_1_57",0.396783072114719
"Q9UBK5_IDR_1_41",1
"Q9UBL0_IDR_1_139",0.228414277659611
"Q9UBL0_IDR_241_633",0.265708704888266
"Q9UBL0_IDR_643_683",0.238260657995137
"Q9UBL0_IDR_689_812",0.267616359456986
"Q9UBL3_IDR_1_98",0.509551599465742
"Q9UBS0_IDR_401_482",0.493174261980182
"Q9UBS3_IDR_89_223",1
"Q9UBS5_IDR_906_953",1
"Q9UBS8_IDR_149_184",1
"Q9UBS9_IDR_31_308",0.474544857736294
"Q9UBS9_IDR_458_1224",0.525455142263706
"Q9UBT2_IDR_201_232",0.496427457770848
"Q9UBT2_IDR_549_636",0.503572542229152
"Q9UBT3_IDR_1_143",1
"Q9UBT6_IDR_535_618",0.335860454067683
"Q9UBT6_IDR_651_772",0.34340738929235
"Q9UBT6_IDR_813_861",0.320732156639967
"Q9UBT7_IDR_538_580",1
"Q9UBU2_IDR_1_72",1
"Q9UBU3_IDR_22_69",1
"Q9UBU6_IDR_1_109",0.488638309313771
"Q9UBU7_IDR_1_42",0.247003597963405
"Q9UBU6_IDR_182_238",0.511361690686229
"Q9UBU7_IDR_97_138",0.242836985852445
"Q9UBZ9_IDR_146_344",0.401214551194043
"Q9UBZ9_IDR_827_942",0.303208349048768
"Q9UBZ9_IDR_944_1151",0.295577099757188
"Q9UC06_IDR_1_139",1
"Q9UC07_IDR_68_161",1
"Q9UD57_IDR_1_182",0.485624860554808
"Q9UD57_IDR_184_260",0.514375139445192
"Q9UD71_IDR_1_204",1
"Q9UDT6_IDR_150_216",0.332368380367591
"Q9UDT6_IDR_1_73",0.336301899660226
"Q9UDT6_IDR_957_1046",0.331329719972183
"Q9UDV6_IDR_1_33",0.484727415760755
"Q9UDV6_IDR_186_315",0.515272584239245
"Q9UDV7_IDR_241_516",1
"Q9UDY2_IDR_128_303",0.322637128964567
"Q9UDY2_IDR_386_504",0.320028918361399
"Q9UDY2_IDR_891_1184",0.357333952674035
"Q9UDY4_IDR_116_156",1
"Q9UDY8_IDR_724_824",1
"Q9UFB7_IDR_687_747",0.288211902762426
"Q9UFC0_IDR_203_266",1
"Q9UFD9_IDR_1_197",0.192606212318731
"Q9UFD9_IDR_1199_1449",0.217553534825536
"Q9UFN0_IDR_1_31",1
"Q9UFD9_IDR_208_381",0.184387071809254
"Q9UFD9_IDR_534_571",0.189493784905679
"Q9UFD9_IDR_685_828",0.215959396140801
"Q9UFE4_IDR_864_941",1
"Q9UFP1_IDR_1_228",1
"Q9UG56_IDR_1_59",1
"Q9UG63_IDR_1_65",1
"Q9UGH3_IDR_1_86",1
"Q9UGI0_IDR_109_150",0.333193440109532
"Q9UGI0_IDR_174_244",0.331608225306381
"Q9UGI0_IDR_40_85",0.335198334584087
"Q9UGI6_IDR_1_220",0.346906516022834
"Q9UGI6_IDR_222_267",0.336556614662497
"Q9UGI6_IDR_694_731",0.316536869314669
"Q9UGI9_IDR_1_178",1
"Q9UGR2_IDR_304_411",0.533501006312242
"Q9UGU0_IDR_1_1628",0.446799052725984
"Q9UGU0_IDR_1655_1695",0.254410283802246
"Q9UGU0_IDR_1710_1841",0.29879066347177
"Q9UGU5_IDR_1_413",0.544540591602092
"Q9UGU5_IDR_448_518",0.455459408397908
"Q9UGV2_IDR_319_370",1
"Q9UGY1_IDR_114_213",1
"Q9UH03_IDR_1_37",1
"Q9UH36_IDR_18_58",1
"Q9UH62_IDR_29_114",1
"Q9UH65_IDR_316_349",1
"Q9UH73_IDR_404_591",1
"Q9UH90_IDR_148_287",1
"Q9UH92_IDR_1_138",1
"Q9UH99_IDR_1_180",0.507455166880623
"Q9UH99_IDR_207_329",0.492544833119377
"Q9UHA3_IDR_129_163",1
"Q9UHB6_IDR_1_378",0.491067219831685
"Q9UHB6_IDR_449_731",0.508932780168315
"Q9UHB7_IDR_1_925",0.56830362964959
"Q9UHB7_IDR_1036_1082",0.43169637035041
"Q9UHB9_IDR_1_55",1
"Q9UHC1_IDR_358_602",0.484305345405107
"Q9UHC1_IDR_614_1038",0.515694654594893
"Q9UHC3_IDR_475_517",1
"Q9UHC6_IDR_1221_1270",0.507237725980737
"Q9UHC6_IDR_1290_1331",0.492762274019263
"Q9UHC7_IDR_109_173",0.317715500561335
"Q9UHC7_IDR_1_57",0.339083819210907
"Q9UHC7_IDR_176_213",0.343200680227758
"Q9UHD1_IDR_66_148",1
"Q9UHD8_IDR_1_271",1
"Q9UHD9_IDR_105_574",1
"Q9UHF4_IDR_319_398",0.511845190414026
"Q9UHF4_IDR_409_441",0.488154809585974
"Q9UHF5_IDR_1_47",1
"Q9UHF7_IDR_1_213",0.249867328400022
"Q9UHF7_IDR_461_516",0.222686762468623
"Q9UHF7_IDR_566_613",0.226391028090368
"Q9UHL9_IDR_430_561",0.256816256259237
"Q9UHL9_IDR_649_705",0.238804181105381
"Q9UHL9_IDR_887_934",0.242893825547642
"Q9UHM6_IDR_375_478",1
"Q9UHN1_IDR_24_64",1
"Q9UHN6_IDR_38_103",1
"Q9UHP3_IDR_462_535",0.344926622001689
"Q9UHP3_IDR_59_91",0.328724017934842
"Q9UHP3_IDR_709_799",0.326349360063469
"Q9UHP7_IDR_1_68",1
"Q9UHP9_IDR_1_88",1
"Q9UHQ1_IDR_1_40",1
"Q9UHQ7_IDR_1_52",1
"Q9UHQ9_IDR_1_31",1
"Q9UHR4_IDR_245_357",0.47654557041366
"Q9UHR4_IDR_374_494",0.52345442958634
"Q9UHR5_IDR_1_106",0.467747730352634
"Q9UHR5_IDR_209_295",0.532252269647366
"Q9UHR6_IDR_134_191",1
"Q9UHV2_IDR_1_36",0.50107423566266
"Q9UI33_IDR_1754_1791",0.202116333319497
"Q9UI33_IDR_921_994",0.204950541958268
"Q9UI36_IDR_1_182",0.304641361541304
"Q9UI36_IDR_281_605",0.362498898806315
"Q9UI36_IDR_675_750",0.332859739652381
"Q9UI38_IDR_1_101",1
"Q9UI46_IDR_114_202",0.371895131969949
"Q9UI46_IDR_1_39",0.303684866935594
"Q9UI46_IDR_237_285",0.324420001094457
"Q9UI47_IDR_631_662",1
"Q9UIB8_IDR_221_314",1
"Q9UID3_IDR_635_671",1
"Q9UID6_IDR_1_138",1
"Q9UIF7_IDR_1_80",1
"Q9UIF8_IDR_1251_1348",0.148578511097553
"Q9UIF8_IDR_1403_1701",0.141866164434965
"Q9UIF8_IDR_1_739",0.205614684090028
"Q9UIF8_IDR_848_886",0.124489253329975
"Q9UIF8_IDR_957_1015",0.126783910095794
"Q9UII2_IDR_1_54",1
"Q9UII5_IDR_1_75",1
"Q9UIJ5_IDR_299_367",1
"Q9UIK4_IDR_335_370",1
"Q9UIL4_IDR_212_256",1
"Q9UIL8_IDR_167_211",1
"Q9UIM3_IDR_1_87",1
"Q9UIQ6_IDR_1_150",1
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.37746198667087
"Q9UIU6_IDR_197_237",0.278693878723693
"Q9UIU6_IDR_273_781",0.343844134605437
"Q9UIW0_IDR_1_107",0.476766888684612
"Q9UIW0_IDR_152_183",0.523233111315388
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.555366734105926
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.507570444301472
"Q9UJJ9_IDR_269_305",0.492429555698528
"Q9UJK0_IDR_1_53",0.433577247819983
"Q9UJK0_IDR_226_302",0.566422752180017
"Q9UJL9_IDR_128_275",0.479488975915059
"Q9UJL9_IDR_26_64",0.520511024084941
"Q9UJM3_IDR_1_173",0.333760450767829
"Q9UJM3_IDR_175_373",0.329708740147296
"Q9UJM3_IDR_416_462",0.336530809084876
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.555022275900224
"Q9UJQ4_IDR_1_101",0.444977724099776
"Q9UJT2_IDR_1_366",0.319801723417812
"Q9UJT2_IDR_368_491",0.343447930950914
"Q9UJT2_IDR_518_592",0.336750345631274
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.531955485767976
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.305703332174672
"Q9UKD1_IDR_315_423",0.352205097210715
"Q9UKD1_IDR_43_85",0.342091570614613
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.464938776466383
"Q9UKF5_IDR_699_820",0.535061223533617
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.498208201762312
"Q9UKG1_IDR_464_496",0.501791798237688
"Q9UKP3_IDR_307_347",0.496056734035516
"Q9UKP3_IDR_65_113",0.503943265964484
"Q9UKP4_IDR_1270_1320",0.250648349957048
"Q9UKP4_IDR_1_38",0.254462120428718
"Q9UKP4_IDR_188_237",0.240264547987752
"Q9UKP4_IDR_999_1261",0.254624981626483
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.501846429262255
"Q9UKP6_IDR_331_389",0.498153570737745
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.431741634752599
"Q9UL17_IDR_317_520",0.568258365247401
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.319985987285319
"Q9UL36_IDR_764_808",0.298222734954448
"Q9UL36_IDR_814_916",0.381791277760234
"Q9ULD2_IDR_1237_1270",0.18313126672776
"Q9ULD4_IDR_392_470",0.349932259724439
"Q9ULD4_IDR_68_110",0.322676237229722
"Q9ULD4_IDR_757_1062",0.327391503045839
"Q9ULD5_IDR_1_194",0.47411011515378
"Q9ULD5_IDR_336_544",0.52588988484622
"Q9ULD6_IDR_1_50",0.391905229775639
"Q9ULD6_IDR_665_774",0.293627764221473
"Q9ULD6_IDR_75_150",0.314467006002888
"Q9ULD8_IDR_135_194",0.48895511349683
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.25338443762143
"Q9ULI4_IDR_1_334",0.257519093214749
"Q9ULI4_IDR_724_790",0.245661885167675
"Q9ULI4_IDR_795_1018",0.243434583996147
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.481973139589291
"Q9ULJ3_IDR_866_907",0.263809441471753
"Q9ULJ3_IDR_947_1012",0.254217418938956
"Q9ULL1_IDR_1286_1346",0.14899280753908
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.340463361348829
"Q9ULM0_IDR_137_571",0.33562899212931
"Q9ULM0_IDR_28_93",0.323907646521861
"Q9ULM3_IDR_117_199",0.333250427419821
"Q9ULM3_IDR_335_1139",0.666749572580179
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.523651615878702
"Q9ULQ0_IDR_301_432",0.476348384121298
"Q9ULQ1_IDR_1_66",0.476450443656404
"Q9ULQ1_IDR_783_816",0.523549556343596
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.321161152265815
"Q9ULR3_IDR_1_35",0.327731148593202
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.489098478168916
"Q9ULV5_IDR_197_492",0.510901521831084
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.503024290287997
"Q9ULW2_IDR_540_581",0.496975709712003
"Q9ULW3_IDR_1_41",0.511055855587238
"Q9ULW3_IDR_191_245",0.488944144412762
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.508391327508601
"Q9ULW6_IDR_1_94",0.491608672491399
"Q9ULX3_IDR_104_204",0.498673043480764
"Q9ULX3_IDR_376_412",0.501326956519236
"Q9ULX5_IDR_17_50",0.511252772315955
"Q9ULX5_IDR_97_129",0.488747227684045
"Q9ULX6_IDR_1_383",0.334036164479237
"Q9ULX6_IDR_427_476",0.323416045699972
"Q9ULX6_IDR_545_646",0.342547789820791
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.381366887366422
"Q9UMD9_IDR_374_463",0.332415146881564
"Q9UMD9_IDR_471_1497",0.286217965752014
"Q9UMN6_IDR_1_1166",0.563666163750945
