"","GO2000112_regulation_of_cellular_macromolecule_biosynthetic_process"
"Q96DN2_IDR_744_955",1
"Q96DN5_IDR_949_1027",1
"Q96DZ5_IDR_227_285",0.245885680446888
"Q96DZ5_IDR_361_415",0.246622690304318
"Q96DZ5_IDR_487_547",0.279966013144422
"Q96E09_IDR_1_287",1
"Q96E11_IDR_1_40",1
"Q96E29_IDR_13_116",1
"Q96E39_IDR_82_390",1
"Q96E40_IDR_164_214",1
"Q96E93_IDR_16_69",1
"Q96EA4_IDR_339_586",1
"Q96EB1_IDR_1_44",0.492791728516132
"Q96EB1_IDR_390_420",0.507208271483868
"Q96EB6_IDR_1_174",0.318603731366611
"Q96EB6_IDR_505_621",0.313218743716729
"Q96EB6_IDR_661_747",0.368177524916659
"Q96EC8_IDR_1_51",1
"Q96ES7_IDR_96_151",1
"Q96ED9_IDR_155_256",0.313112980578817
"Q96ED9_IDR_393_481",0.299422957340453
"Q96ED9_IDR_639_719",0.387464062080729
"Q96EE3_IDR_322_360",1
"Q96EU6_IDR_1_116",1
"Q96EV2_IDR_1_1094",1
"Q96EV8_IDR_213_255",0.517219845441815
"Q96EV8_IDR_257_351",0.482780154558185
"Q96EW2_IDR_342_387",0.562238587008548
"Q96EW2_IDR_398_456",0.437761412991452
"Q96EX1_IDR_40_92",1
"Q96EX2_IDR_1_150",1
"Q96EX3_IDR_1_102",1
"Q96EY4_IDR_1_36",0.536948997881111
"Q96EY4_IDR_165_203",0.463051002118889
"Q96EY5_IDR_153_203",1
"Q96EZ8_IDR_1_132",1
"Q96F05_IDR_1_382",1
"Q96F24_IDR_48_242",1
"Q96F25_IDR_1_32",1
"Q96F45_IDR_1_621",1
"Q96FK6_IDR_353_387",1
"Q96FL8_IDR_474_535",1
"Q96FL9_IDR_1_50",1
"Q96FS4_IDR_1_105",0.509616735157722
"Q96FS4_IDR_762_993",0.490383264842278
"Q96FT9_IDR_1_123",1
"Q96FV0_IDR_175_321",1
"Q96FV9_IDR_191_227",0.502276535340289
"Q96FV9_IDR_532_571",0.497723464659711
"Q96FZ2_IDR_292_354",1
"Q96FZ5_IDR_1_33",1
"Q96FZ7_IDR_167_201",1
"Q96G01_IDR_119_665",0.578866923439751
"Q96G01_IDR_737_975",0.421133076560249
"Q96G23_IDR_334_380",1
"Q96G25_IDR_159_268",1
"Q96G27_IDR_46_269",1
"Q96G28_IDR_136_322",1
"Q96G30_IDR_122_157",0.508416318637249
"Q96G30_IDR_58_119",0.491583681362751
"Q96G42_IDR_1_183",1
"Q96G46_IDR_1_120",0.571514991911827
"Q96G46_IDR_236_288",0.428485008088173
"Q96G74_IDR_1_173",0.556191242465642
"Q96G74_IDR_413_512",0.443808757534358
"Q96G91_IDR_337_374",1
"Q96G97_IDR_1_49",0.487999618276131
"Q96G97_IDR_245_398",0.512000381723869
"Q96GA3_IDR_24_377",0.380774966010571
"Q96GA3_IDR_380_475",0.619225033989429
"Q96GC6_IDR_244_478",0.519878418778781
"Q96GC6_IDR_76_108",0.480121581221219
"Q96GC9_IDR_1_36",1
"Q96GD3_IDR_237_353",0.396595784759306
"Q96GD3_IDR_464_587",0.603404215240694
"Q96GD4_IDR_1_67",1
"Q96GE4_IDR_116_568",1
"Q96GE5_IDR_48_111",1
"Q96GF1_IDR_1_33",1
"Q96GI7_IDR_127_178",0.505474516230223
"Q96GI7_IDR_1_86",0.494525483769777
"Q96GL9_IDR_36_94",1
"Q96GM1_IDR_290_343",1
"Q96GM5_IDR_1_130",1
"Q96GM8_IDR_331_435",1
"Q96GN5_IDR_152_234",0.351040433011139
"Q96GN5_IDR_237_321",0.303865754277121
"Q96GN5_IDR_89_138",0.34509381271174
"Q96GP6_IDR_570_871",1
"Q96GX5_IDR_185_490",0.357300773278869
"Q96GX5_IDR_495_648",0.286951099256221
"Q96GX5_IDR_660_732",0.355748127464909
"Q96GY0_IDR_143_296",0.399250681415487
"Q96GY0_IDR_42_140",0.600749318584513
"Q96GY3_IDR_129_200",0.471475715372043
"Q96GY3_IDR_33_91",0.528524284627957
"Q96GZ6_IDR_1_60",1
"Q96H12_IDR_89_213",1
"Q96H15_IDR_134_378",1
"Q96H35_IDR_108_190",1
"Q96H72_IDR_135_209",1
"Q96H79_IDR_250_300",1
"Q96H86_IDR_79_172",1
"Q96HA1_IDR_1_57",0.392680607373643
"Q96HA1_IDR_70_1249",0.607319392626357
"Q96HB5_IDR_1_55",0.27853200985194
"Q96HA4_IDR_181_380",1
"Q96HA7_IDR_458_528",0.453367864804435
"Q96HA7_IDR_663_928",0.546632135195565
"Q96HB5_IDR_63_623",0.72146799014806
"Q96HC4_IDR_84_409",1
"Q96HD1_IDR_1_42",1
"Q96HE9_IDR_134_224",0.513529904181255
"Q96HE9_IDR_1_54",0.486470095818745
"Q96HF1_IDR_1_35",1
"Q96HG1_IDR_1_36",1
"Q96HH4_IDR_1_91",1
"Q96HH6_IDR_1_35",1
"Q96HH9_IDR_1_106",0.444557743688881
"Q96HN2_IDR_1_183",1
"Q96HP0_IDR_1185_1242",0.181064947243305
"Q96HP0_IDR_1308_1375",0.191243400870588
"Q96HP0_IDR_1_44",0.166274095932751
"Q96HP0_IDR_156_194",0.144365722641804
"Q96HP0_IDR_410_444",0.152968861428762
"Q96HP0_IDR_850_900",0.164082971882791
"Q96HQ0_IDR_69_167",1
"Q96HR8_IDR_1_169",0.403151433926512
"Q96HR8_IDR_295_391",0.596848566073488
"Q96HR9_IDR_180_211",1
"Q96HS1_IDR_1_42",1
"Q96HU1_IDR_1_40",0.499471460296033
"Q96HU1_IDR_387_423",0.500528539703967
"Q96HV5_IDR_1_38",1
"Q96HW7_IDR_1_37",1
"Q96HY6_IDR_1_178",1
"Q96HZ4_IDR_136_215",0.502048157493058
"Q96HZ4_IDR_1_37",0.497951842506942
"Q96I13_IDR_101_153",1
"Q96I23_IDR_1_48",1
"Q96I24_IDR_35_74",1
"Q96I25_IDR_1_295",1
"Q96I34_IDR_323_520",1
"Q96I76_IDR_54_96",0.450311871886578
"Q96IQ9_IDR_197_312",0.549144401497375
"Q96IR2_IDR_1_154",1
"Q96IS3_IDR_1_32",1
"Q96IT1_IDR_125_369",0.297333609015307
"Q96IT1_IDR_1_39",0.352222440574394
"Q96IT1_IDR_488_518",0.350443950410299
"Q96IU2_IDR_1_41",1
"Q96IV0_IDR_112_165",1
"Q96IW2_IDR_1_228",1
"Q96IW7_IDR_158_198",1
"Q96IY1_IDR_1_33",0.472152885363521
"Q96IY1_IDR_224_281",0.527847114636479
"Q96IZ0_IDR_1_272",1
"Q96IZ5_IDR_174_267",1
"Q96IZ6_IDR_118_166",1
"Q96IZ7_IDR_1_286",1
"Q96J02_IDR_147_326",1
"Q96J42_IDR_103_174",0.47730870028986
"Q96J42_IDR_1_84",0.52269129971014
"Q96J66_IDR_736_784",1
"Q96J84_IDR_524_604",0.538887830324621
"Q96J84_IDR_612_757",0.461112169675379
"Q96J86_IDR_108_154",1
"Q96J87_IDR_1_42",0.500881183511549
"Q96J87_IDR_278_312",0.499118816488451
"Q96JB5_IDR_253_284",1
"Q96JB8_IDR_322_368",1
"Q96JC9_IDR_113_268",1
"Q96JE7_IDR_123_268",0.270010635135257
"Q96JE7_IDR_1_89",0.359986142623126
"Q96JE7_IDR_397_430",0.168601488823953
"Q96JE7_IDR_713_1054",0.201401733417664
"Q96JE9_IDR_34_813",1
"Q96JF0_IDR_33_194",1
"Q96JF6_IDR_1_99",1
"Q96JG6_IDR_1_46",0.555884698847313
"Q96JG6_IDR_492_601",0.444115301152687
"Q96JG8_IDR_1_55",0.328064501655745
"Q96JG8_IDR_57_408",0.308700747516972
"Q96JG8_IDR_688_729",0.363234750827283
"Q96JH7_IDR_1093_1222",0.202785994067882
"Q96JH7_IDR_1_40",0.264915620596602
"Q96JH7_IDR_699_773",0.32025060512204
"Q96JH7_IDR_985_1087",0.212047780213477
"Q96JH8_IDR_1_58",0.253238835351918
"Q96JH8_IDR_167_237",0.396992391132334
"Q96JH8_IDR_814_968",0.349768773515749
"Q96JJ6_IDR_159_192",0.388366070611026
"Q96JJ6_IDR_356_603",0.611633929388974
"Q96JJ7_IDR_401_454",1
"Q96JK2_IDR_432_485",0.478306325575023
"Q96JK2_IDR_491_942",0.521693674424976
"Q96JM4_IDR_1499_1536",0.128429420751823
"Q96JM4_IDR_1587_1629",0.125493248539348
"Q96JM4_IDR_1690_1722",0.155514839951506
"Q96JM7_IDR_122_223",0.332493129433918
"Q96JM7_IDR_49_118",0.314585892051998
"Q96JM7_IDR_546_683",0.352920978514084
"Q96JN0_IDR_1_345",0.443033361067989
"Q96JN0_IDR_388_433",0.556966638932011
"Q96JN2_IDR_141_303",0.200217500368872
"Q96JN2_IDR_1_89",0.199520654524155
"Q96JN2_IDR_326_382",0.195627110184457
"Q96JN2_IDR_552_869",0.213049436776028
"Q96JN2_IDR_942_1127",0.191585298146487
"Q96JN8_IDR_1088_1124",0.492572240038968
"Q96JN8_IDR_1_39",0.507427759961032
"Q96JP5_IDR_1_309",1
"Q96JQ2_IDR_148_182",0.54734163039544
"Q96K76_IDR_424_461",0.268798340117263
"Q96K76_IDR_839_1026",0.45708404024462
"Q96K78_IDR_743_797",1
"Q96K80_IDR_1_434",1
"Q96K83_IDR_1_45",1
"Q96KA5_IDR_1_31",1
"Q96KC8_IDR_1_36",0.252963116502519
"Q96KC8_IDR_185_220",0.246430236967395
"Q96KC8_IDR_243_327",0.272051827798709
"Q96KC8_IDR_348_493",0.228554818731377
"Q96KC9_IDR_1_381",1
"Q96KD3_IDR_204_301",1
"Q96KE9_IDR_1_59",1
"Q96KG7_IDR_934_1140",1
"Q96KG9_IDR_543_808",1
"Q96KJ4_IDR_581_702",1
"Q96KJ9_IDR_1_45",1
"Q96KK3_IDR_2_40",0.50939189905698
"Q96KK3_IDR_476_526",0.49060810094302
"Q96KQ4_IDR_278_880",0.277151475956373
"Q96KQ7_IDR_1_419",0.488941559978946
"Q96KQ7_IDR_552_611",0.511058440021054
"Q96KR1_IDR_1038_1074",0.192913270347707
"Q96KR1_IDR_145_558",0.468338148811018
"Q96KR1_IDR_642_721",0.338748580841276
"Q96KR6_IDR_20_83",1
"Q96KR7_IDR_1_421",1
"Q96KS0_IDR_1_171",1
"Q96KS9_IDR_1_52",0.477914293772731
"Q96KS9_IDR_54_112",0.522085706227269
"Q96KT7_IDR_1_35",1
"Q96KW2_IDR_1_1035",1
"Q96KW9_IDR_22_162",1
"Q96L03_IDR_148_251",1
"Q96L12_IDR_350_384",1
"Q96L34_IDR_1_52",0.393636408700556
"Q96L34_IDR_372_666",0.606363591299444
"Q96L42_IDR_676_1107",1
"Q96L46_IDR_1_36",1
"Q96LL4_IDR_134_167",0.505248031705962
"Q96LL4_IDR_1_75",0.494751968294038
"Q96LL9_IDR_116_226",1
"Q96LM5_IDR_105_156",1
"Q96LP6_IDR_111_360",0.348358520762612
"Q96LP6_IDR_1_31",0.299872720073987
"Q96LP6_IDR_42_84",0.351768759163401
"Q96LQ0_IDR_383_422",1
"Q96LR2_IDR_101_219",1
"Q96LR4_IDR_1_43",1
"Q96LR7_IDR_1_65",1
"Q96LT4_IDR_86_173",1
"Q96LT9_IDR_103_134",0.393494371382828
"Q96LT9_IDR_200_325",0.284712283234246
"Q96LT9_IDR_327_384",0.321793345382927
"Q96LU7_IDR_572_616",0.192747567808682
"Q96LU7_IDR_654_694",0.225148044967308
"Q96LU7_IDR_718_752",0.204524391638807
"Q96LU7_IDR_77_208",0.377579995585203
"Q96LW1_IDR_67_213",1
"Q96M53_IDR_103_224",0.223923323469092
"Q96M53_IDR_1_101",0.450265657656056
"Q96M53_IDR_254_351",0.325811018874852
"Q96M60_IDR_106_145",0.482478395456476
"Q96M60_IDR_310_376",0.517521604543524
"Q96M61_IDR_1_103",1
"Q96M63_IDR_432_670",1
"Q96M69_IDR_1_99",0.507728732905266
"Q96M69_IDR_603_825",0.492271267094734
"Q96M83_IDR_1_1385",1
"Q96M86_IDR_1_46",0.254654684703207
"Q96M86_IDR_233_268",0.234087937450085
"Q96M86_IDR_2687_2784",0.280370783006294
"Q96M86_IDR_3586_3651",0.230886594840414
"Q96M89_IDR_1_199",0.443677892815068
"Q96M89_IDR_302_401",0.556322107184932
"Q96M93_IDR_1_77",1
"Q96M96_IDR_1_203",1
"Q96M98_IDR_1_66",1
"Q96MA1_IDR_24_342",1
"Q96MK2_IDR_319_610",0.467517316686214
"Q96MK3_IDR_30_93",1
"Q96MM3_IDR_1_45",0.511537844039582
"Q96MM3_IDR_79_110",0.488462155960418
"Q96MM6_IDR_1_55",1
"Q96MM7_IDR_1_83",0.45681355935815
"Q96MM7_IDR_508_600",0.54318644064185
"Q96MN9_IDR_1_275",0.581535400235156
"Q96MN9_IDR_283_318",0.418464599764844
"Q96MP5_IDR_437_478",1
"Q96MP8_IDR_1_45",1
"Q96MR6_IDR_1166_1250",1
"Q96MR9_IDR_67_215",1
"Q96MS0_IDR_1035_1322",0.42451431484131
"Q96MS0_IDR_1334_1386",0.301229733424995
"Q96MS0_IDR_971_1018",0.274255951733695
"Q96MT1_IDR_580_663",1
"Q96MT3_IDR_307_827",1
"Q96MT7_IDR_1_100",0.214560776123267
"Q96MT7_IDR_704_737",0.191833917956811
"Q96MV8_IDR_300_337",1
"Q96MW1_IDR_137_224",1
"Q96MW5_IDR_558_612",1
"Q96MW7_IDR_552_591",1
"Q96MX3_IDR_1_478",0.618390818097276
"Q96MX3_IDR_485_542",0.381609181902724
"Q96MY1_IDR_1_184",0.624986662769009
"Q96MY1_IDR_247_397",0.375013337230991
"Q96MY7_IDR_1_529",0.439231312780297
"Q96MY7_IDR_582_647",0.560768687219703
"Q96MZ0_IDR_1_39",1
"Q96N03_IDR_174_204",1
"Q96N06_IDR_1_82",0.432288461549929
"Q96N06_IDR_93_139",0.567711538450071
"Q96N16_IDR_211_510",1
"Q96N19_IDR_326_380",1
"Q96N20_IDR_48_158",1
"Q96N21_IDR_136_249",0.454459918344865
"Q96N21_IDR_333_525",0.545540081655135
"Q96N22_IDR_44_139",1
"Q96N23_IDR_1240_1286",0.248001032135554
"Q96N23_IDR_1380_1443",0.231042261552026
"Q96N23_IDR_1_45",0.248470416395316
"Q96N23_IDR_1543_1604",0.272486289917105
"Q96N46_IDR_430_744",1
"Q96N64_IDR_1_637",1
"Q96N67_IDR_1381_1463",0.358399090819442
"Q96N67_IDR_414_455",0.310322350602138
"Q96N67_IDR_860_909",0.33127855857842
"Q96N77_IDR_1_117",0.444650961083577
"Q96NA8_IDR_198_231",0.206819348066893
"Q96NA8_IDR_366_419",0.345261013349075
"Q96NB1_IDR_118_174",1
"Q96NB3_IDR_328_360",0.538158712400779
"Q96NB3_IDR_72_287",0.461841287599221
"Q96NC0_IDR_148_199",1
"Q96ND0_IDR_65_118",1
"Q96ND8_IDR_60_211",1
"Q96NE9_IDR_326_548",1
"Q96NG3_IDR_542_672",1
"Q96NG5_IDR_1_32",0.33010298293764
"Q96NG5_IDR_87_160",0.66989701706236
"Q96NG8_IDR_66_170",1
"Q96NH3_IDR_130_166",1
"Q96NI6_IDR_556_719",1
"Q96NI8_IDR_69_170",1
"Q96NJ6_IDR_1_140",1
"Q96NK8_IDR_1_109",0.512259812459458
"Q96NK8_IDR_167_203",0.487740187540542
"Q96NL0_IDR_227_280",0.370748787172476
"Q96NL0_IDR_283_473",0.629251212827524
"Q96NL1_IDR_1_238",0.53621425008881
"Q96NL1_IDR_243_275",0.46378574991119
"Q96NL3_IDR_62_197",1
"Q96NL6_IDR_1_63",0.479518727384284
"Q96NL6_IDR_69_133",0.520481272615716
"Q96NL8_IDR_19_60",1
"Q96NM4_IDR_297_460",0.405151439471193
"Q96NM4_IDR_53_258",0.594848560528807
"Q96NN9_IDR_23_62",1
"Q96NX5_IDR_321_468",1
"Q96NX9_IDR_162_442",0.406665944402041
"Q96NX9_IDR_1_63",0.218960816724608
"Q96NX9_IDR_512_599",0.374373238873351
"Q96NY7_IDR_1_459",1
"Q96NY8_IDR_366_477",1
"Q96NY9_IDR_219_257",0.508962154536048
"Q96NY9_IDR_87_127",0.491037845463952
"Q96NZ1_IDR_1_189",0.412570361833726
"Q96NZ1_IDR_288_421",0.587429638166274
"Q96NZ9_IDR_1_151",1
"Q96P16_IDR_131_162",1
"Q96P26_IDR_104_242",0.316520993974827
"Q96P26_IDR_1_47",0.318639548875004
"Q96P26_IDR_244_277",0.364839457150169
"Q96P31_IDR_602_640",0.484093382026548
"Q96P31_IDR_700_734",0.515906617973452
"Q96P44_IDR_415_957",1
"Q96P47_IDR_255_369",0.38564804895381
"Q96P47_IDR_428_567",0.61435195104619
"Q96PD2_IDR_1_68",0.346717864186364
"Q96PD2_IDR_453_560",0.339754702588375
"Q96PD2_IDR_689_731",0.31352743322526
"Q96PD4_IDR_1_49",1
"Q96PD7_IDR_1_44",1
"Q96PE1_IDR_1088_1325",0.364437912370193
"Q96PE1_IDR_1_32",0.303605447371736
"Q96PE1_IDR_951_1010",0.33195664025807
"Q96PE2_IDR_1_1062",0.300325871512733
"Q96PE2_IDR_1561_1607",0.203235059596456
"Q96PE2_IDR_1616_1727",0.19065284372172
"Q96PE2_IDR_1984_2020",0.305786225169091
"Q96PE3_IDR_1_39",0.517525334363204
"Q96PE3_IDR_472_621",0.482474665636796
"Q96PE5_IDR_58_98",1
"Q96PE6_IDR_63_168",1
"Q96PF2_IDR_275_358",1
"Q96PG1_IDR_1_32",1
"Q96PG2_IDR_1_53",1
"Q96PU5_IDR_226_401",0.32479545297073
"Q96PU5_IDR_415_494",0.407119753376517
"Q96PU8_IDR_183_284",0.609741786685646
"Q96PU8_IDR_290_341",0.390258213314354
"Q96PV0_IDR_727_1343",0.672492534784981
"Q96PV0_IDR_90_174",0.327507465215019
"Q96PV4_IDR_334_442",1
"Q96PV6_IDR_125_235",0.301029512003483
"Q96PV6_IDR_14_78",0.139831668816543
"Q96PV6_IDR_237_285",0.297406472888309
"Q96PV6_IDR_344_540",0.261732346291665
"Q96PX1_IDR_327_630",0.515260108836317
"Q96PX1_IDR_645_679",0.484739891163683
"Q96PX6_IDR_1_55",0.309987145786631
"Q96PX6_IDR_176_553",0.500392831858963
"Q96PX6_IDR_59_140",0.189620022354406
"Q96PX9_IDR_1116_1271",0.377668834718451
"Q96PX9_IDR_1_184",0.263459868861715
"Q96PX9_IDR_574_801",0.358871296419835
"Q96PY6_IDR_269_1032",0.450681922404573
"Q96Q91_IDR_1_51",0.248741349113313
"Q96Q91_IDR_177_227",0.261755054299435
"Q96Q91_IDR_341_375",0.272216429657871
"Q96Q91_IDR_944_976",0.217287166929381
"Q96QB1_IDR_1_806",0.658567714332911
"Q96QB1_IDR_811_1017",0.341432285667089
"Q96QC0_IDR_148_398",0.209637986669207
"Q96QC0_IDR_522_585",0.23164582283062
"Q96QC0_IDR_649_679",0.260139053608969
"Q96QC0_IDR_681_907",0.298577136891205
"Q96QD8_IDR_1_70",1
"Q96QD9_IDR_1_37",0.296531531548125
"Q96QD9_IDR_236_268",0.36003032206191
"Q96QD9_IDR_40_227",0.343438146389965
"Q96QE2_IDR_1_75",1
"Q96QE3_IDR_1089_1122",0.138255844581299
"Q96QE3_IDR_1_322",0.16045306657673
"Q96QE3_IDR_333_867",0.108602959220705
"Q96QE3_IDR_879_932",0.15945532845376
"Q96QE3_IDR_973_1049",0.14399622892358
"Q96QT6_IDR_293_733",0.409697786209674
"Q96QT6_IDR_973_1004",0.210954653297457
"Q96QU1_IDR_1398_1955",1
"Q96QU4_IDR_1_170",1
"Q96QU6_IDR_1_59",1
"Q6IQ49_IDR_126_159",0.494869517495266
"Q6IQ49_IDR_177_379",0.505130482504734
"Q6IQ55_IDR_300_553",0.48432591266075
"Q6L8Q7_IDR_1_33",1
"Q6L9W6_IDR_415_619",1
"Q6MZM9_IDR_1_219",1
"Q6MZP7_IDR_1_187",0.311392169750438
"Q6MZP7_IDR_189_341",0.22196675764161
"Q6MZP7_IDR_367_522",0.224985152819189
"Q6MZP7_IDR_644_680",0.241655919788763
"Q6MZQ0_IDR_1_48",0.294105848596203
"Q6MZQ0_IDR_179_212",0.291635135572179
"Q6MZQ0_IDR_216_368",0.414259015831618
"Q6NT76_IDR_230_269",0.306645149611182
"Q6NT76_IDR_332_420",0.320300319293538
"Q6NT89_IDR_1_114",0.510717652039288
"Q6NT89_IDR_137_227",0.489282347960712
"Q6NTE8_IDR_64_323",1
"Q6NTF9_IDR_237_364",1
"Q6NUI6_IDR_707_762",1
"Q6NUJ2_IDR_1_197",1
"Q6NUJ5_IDR_411_474",0.511655326955455
"Q6NUJ5_IDR_56_407",0.488344673044545
"Q6NXT2_IDR_1_39",1
"Q6NXT4_IDR_340_408",1
"Q6NXT6_IDR_1_65",0.509302129923935
"Q6NXT6_IDR_465_551",0.490697870076065
"Q6NY19_IDR_1_50",0.374609238618676
"Q6NY19_IDR_57_544",0.273065757350498
"Q6NY19_IDR_790_840",0.352325004030826
"Q6NYC1_IDR_330_403",1
"Q6NYC8_IDR_1_613",1
"Q6NZ36_IDR_1_42",0.501720696179382
"Q6P1M9_IDR_1_281",1
"Q6P1N0_IDR_1_497",0.391556229785273
"Q6P1N0_IDR_814_854",0.608443770214727
"Q6P1Q0_IDR_1_73",1
"Q6P1Q9_IDR_119_166",1
"Q6P1R3_IDR_1_101",0.403997003701683
"Q6P1R3_IDR_205_285",0.288135119219732
"Q6P1R3_IDR_435_466",0.307867877078585
"Q6P1R4_IDR_343_410",0.533923680643293
"Q6P1R4_IDR_417_473",0.466076319356707
"Q6P3S6_IDR_373_638",0.601530553728231
"Q6P3V2_IDR_42_74",1
"Q6P3W7_IDR_612_929",1
"Q6P3X3_IDR_294_325",1
"Q6P3X8_IDR_1_109",1
"Q6P444_IDR_323_385",0.553609086976145
"Q6P444_IDR_87_269",0.446390913023855
"Q6P499_IDR_336_406",1
"Q6P4A8_IDR_1_31",1
"Q6P5X7_IDR_248_295",0.478966693385083
"Q6P5Z2_IDR_429_552",0.392954407402374
"Q6P5Z2_IDR_60_146",0.607045592597626
"Q6P6B1_IDR_1_374",1
"Q6P6C2_IDR_1_80",0.602553735369681
"Q6P6C2_IDR_288_394",0.397446264630319
"Q6P988_IDR_1_47",1
"Q6P995_IDR_25_75",0.337477954118661
"Q6P995_IDR_381_673",0.39605633071022
"Q6P995_IDR_677_826",0.266465715171119
"Q6P996_IDR_682_788",1
"Q6P9A2_IDR_1_91",1
"Q6P9A3_IDR_43_113",1
"Q6P9F0_IDR_100_684",1
"Q6P9F7_IDR_176_228",1
"Q6P9G4_IDR_1_183",1
"Q6P9G9_IDR_113_320",1
"Q6P9H4_IDR_294_555",1
"Q6P9H5_IDR_1_37",1
"Q6PF06_IDR_1_113",1
"Q6PFW1_IDR_912_1433",1
"Q6PG37_IDR_58_199",1
"Q6PGN9_IDR_1_363",1
"Q6PGQ1_IDR_11_229",1
"Q6PGQ7_IDR_105_541",0.574143846241237
"Q6PGQ7_IDR_1_103",0.425856153758763
"Q6PH81_IDR_1_35",0.563813489275403
"Q6PH81_IDR_39_125",0.436186510724597
"Q6PHW0_IDR_1_70",1
"Q6PI26_IDR_430_577",1
"Q6PI47_IDR_291_378",0.518986933117923
"Q6PI47_IDR_380_426",0.481013066882077
"Q6PI77_IDR_1_296",1
"Q6PI78_IDR_1_65",1
"Q6PI97_IDR_50_169",1
"Q6PI98_IDR_1_104",1
"Q6PID8_IDR_1_43",1
"Q6PIF2_IDR_1_57",0.478698072163472
"Q6PIF2_IDR_164_218",0.521301927836528
"Q6PJG2_IDR_882_1035",0.174487526020418
"Q6PJG9_IDR_542_635",1
"Q96R06_IDR_1_497",0.491364594031834
"Q96R06_IDR_840_984",0.508635405968166
"Q96RD6_IDR_391_621",1
"Q96RD7_IDR_377_426",1
"Q96RE7_IDR_124_342",1
"Q96RE9_IDR_61_239",1
"Q96RF0_IDR_128_228",1
"Q96RG2_IDR_1_111",0.194144996165242
"Q96RG2_IDR_1272_1323",0.200164436895291
"Q96RG2_IDR_397_610",0.195546438080115
"Q96RG2_IDR_749_864",0.202193839740854
"Q96RG2_IDR_936_990",0.207950289118499
"Q96RI0_IDR_1_58",1
"Q96RI1_IDR_211_257",0.431345868036684
"Q96RI1_IDR_62_130",0.568654131963316
"Q96RN1_IDR_646_708",0.523308599036089
"Q96RN1_IDR_801_970",0.476691400963911
"Q96RN5_IDR_72_533",1
"Q96RP3_IDR_1_68",1
"Q96RP7_IDR_1_60",1
"Q96RP8_IDR_169_202",0.47406205428071
"Q96RP8_IDR_406_456",0.52593794571929
"Q96RQ9_IDR_508_567",1
"Q96RR1_IDR_1_51",0.437141163716173
"Q96RR1_IDR_633_684",0.562858836283827
"Q96RR4_IDR_1_146",0.513991365773825
"Q96RR4_IDR_495_588",0.486008634226175
"Q96RS0_IDR_105_192",0.238679358709028
"Q96RS0_IDR_263_494",0.318473470386911
"Q96RS0_IDR_51_102",0.226332619863921
"Q96RS0_IDR_523_632",0.216514551040139
"Q96RT1_IDR_431_461",0.222897572567242
"Q96RT1_IDR_463_865",0.279383781553505
"Q96RT1_IDR_984_1316",0.497718645879253
"Q96RT6_IDR_245_296",0.310723780939727
"Q96RT6_IDR_343_436",0.267007981806373
"Q96RT6_IDR_445_617",0.4222682372539
"Q96RT7_IDR_685_1447",1
"Q96RT8_IDR_149_199",1
"Q96RU2_IDR_454_548",0.492500220065019
"Q96RU2_IDR_698_775",0.507499779934981
"Q96RU3_IDR_275_377",0.479378733508114
"Q96RU3_IDR_481_546",0.520621266491886
"Q96RU7_IDR_1_63",0.450150342641343
"Q96S15_IDR_463_613",0.517579737609284
"Q96S21_IDR_228_281",1
"Q96S38_IDR_131_234",0.448691369023343
"Q96S38_IDR_422_881",0.551308630976657
"Q96S53_IDR_1_36",0.421863131192187
"Q96S53_IDR_318_571",0.578136868807813
"Q96S55_IDR_42_217",1
"Q96S59_IDR_1_152",0.454161709002781
"Q96S59_IDR_457_611",0.545838290997219
"Q96S65_IDR_116_267",0.308708297308515
"Q96S65_IDR_1_80",0.280651325258069
"Q96S65_IDR_304_508",0.410640377433416
"Q96S66_IDR_365_551",0.566824790892731
"Q96S66_IDR_40_91",0.433175209107269
"Q96S82_IDR_197_333",0.515244003653225
"Q96S82_IDR_96_143",0.484755996346775
"Q96S90_IDR_1_35",0.458097894251021
"Q96S90_IDR_91_227",0.541902105748979
"Q96S94_IDR_1_33",0.422641654702786
"Q96S94_IDR_300_520",0.577358345297214
"Q96S96_IDR_1_32",1
"Q96S99_IDR_216_260",1
"Q96SA4_IDR_342_376",1
"Q96SB3_IDR_1_429",0.627059379727061
"Q96SB3_IDR_598_663",0.372940620272939
"Q96SB4_IDR_1_59",0.497582603924497
"Q96SB4_IDR_246_477",0.502417396075503
"Q96SC8_IDR_1_441",0.652102359235079
"Q96SC8_IDR_497_542",0.347897640764921
"Q96SD1_IDR_360_650",1
"Q96SL1_IDR_1_43",1
"Q96SL8_IDR_1_412",1
"Q96SM3_IDR_1_114",1
"Q96SN7_IDR_1_50",1
"Q96SN8_IDR_1_1470",0.510752105302955
"Q96SN8_IDR_1566_1713",0.489247894697045
"Q96SQ5_IDR_53_162",1
"Q96SQ7_IDR_1_239",1
"Q96SR6_IDR_58_220",1
"Q96ST2_IDR_1_551",0.268822995365416
"Q96ST2_IDR_703_740",0.358731303925562
"Q96ST2_IDR_772_809",0.372445700709021
"Q96ST3_IDR_1_118",0.36064033335019
"Q96ST3_IDR_196_301",0.324218355254457
"Q96ST3_IDR_367_459",0.161212146129756
"Q96ST3_IDR_830_877",0.153929165265597
"Q96ST8_IDR_1_304",0.427346439305608
"Q96ST8_IDR_307_366",0.28985455941006
"Q96ST8_IDR_742_783",0.282799001284332
"Q96T60_IDR_110_142",1
