"","GO0097659_nucleic_acid_templated_transcription"
"Q9UIS9_IDR_73_567",1
"Q9UIU6_IDR_1_103",0.298716543892301
"Q9UIU6_IDR_197_237",0.199801230268516
"Q9UIU6_IDR_273_781",0.501482225839183
"Q9UIW0_IDR_1_107",0.570375865065051
"Q9UIW0_IDR_152_183",0.429624134934949
"Q9UIW2_IDR_1_38",1
"Q9UIX4_IDR_1_60",1
"Q9UJ04_IDR_1_201",1
"Q9UJF2_IDR_616_1011",0.561126415007073
"Q9UJG1_IDR_122_157",1
"Q9UJJ7_IDR_258_292",1
"Q9UJJ9_IDR_1_56",0.496416995007797
"Q9UJJ9_IDR_269_305",0.503583004992203
"Q9UJK0_IDR_1_53",0.569726592633791
"Q9UJK0_IDR_226_302",0.430273407366209
"Q9UJL9_IDR_128_275",0.589305211010491
"Q9UJL9_IDR_26_64",0.410694788989509
"Q9UJM3_IDR_1_173",0.308641808387027
"Q9UJM3_IDR_175_373",0.406556433693643
"Q9UJM3_IDR_416_462",0.284801757919329
"Q9UJN7_IDR_1_135",1
"Q9UJQ4_IDR_104_1053",0.71826690321009
"Q9UJQ4_IDR_1_101",0.28173309678991
"Q9UJT2_IDR_1_366",0.294091112462998
"Q9UJT2_IDR_368_491",0.340520800577835
"Q9UJT2_IDR_518_592",0.365388086959168
"Q9UJT9_IDR_1_112",1
"Q9UK05_IDR_279_324",0.515372661858498
"Q9UK10_IDR_51_156",1
"Q9UK13_IDR_82_171",1
"Q9UK17_IDR_413_606",1
"Q9UK22_IDR_1_44",1
"Q9UK28_IDR_195_296",1
"Q9UK32_IDR_1_48",1
"Q9UKD1_IDR_177_234",0.321766158641577
"Q9UKD1_IDR_315_423",0.34027016112687
"Q9UKD1_IDR_43_85",0.337963680231554
"Q9UKE5_IDR_308_1019",1
"Q9UKF2_IDR_710_790",1
"Q9UKF5_IDR_156_188",0.507736466774399
"Q9UKF5_IDR_699_820",0.492263533225601
"Q9UKF7_IDR_250_332",1
"Q9UKG1_IDR_380_446",0.502042732921649
"Q9UKG1_IDR_464_496",0.497957267078351
"Q9UKP3_IDR_307_347",0.570963653785501
"Q9UKP3_IDR_65_113",0.429036346214499
"Q9UKP4_IDR_1270_1320",0.250970496426647
"Q9UKP4_IDR_1_38",0.260998544750117
"Q9UKP4_IDR_188_237",0.247468896794682
"Q9UKP4_IDR_999_1261",0.240562062028554
"Q9UKP5_IDR_196_245",1
"Q9UKP6_IDR_1_44",0.50323875620107
"Q9UKP6_IDR_331_389",0.49676124379893
"Q9UKQ2_IDR_690_775",1
"Q9UL03_IDR_566_801",1
"Q9UL12_IDR_1_59",1
"Q9UL15_IDR_257_362",1
"Q9UL16_IDR_1_78",1
"Q9UL17_IDR_1_32",0.380450242404244
"Q9UL17_IDR_317_520",0.619549757595756
"Q9UL25_IDR_187_225",1
"Q9UL36_IDR_409_451",0.434854853901257
"Q9UL36_IDR_764_808",0.312649305394557
"Q9UL36_IDR_814_916",0.252495840704186
"Q9ULD2_IDR_1237_1270",0.176633779216332
"Q9ULD4_IDR_392_470",0.389393002884734
"Q9ULD4_IDR_68_110",0.296510204444371
"Q9ULD4_IDR_757_1062",0.314096792670895
"Q9ULD5_IDR_1_194",0.463412216357802
"Q9ULD5_IDR_336_544",0.536587783642198
"Q9ULD6_IDR_1_50",0.349854036221776
"Q9ULD6_IDR_665_774",0.333340238257007
"Q9ULD6_IDR_75_150",0.316805725521217
"Q9ULD8_IDR_135_194",0.463096966777552
"Q9ULI2_IDR_310_365",1
"Q9ULI3_IDR_1_990",1
"Q9ULI4_IDR_1077_1729",0.240147288809317
"Q9ULI4_IDR_1_334",0.26492615487561
"Q9ULI4_IDR_724_790",0.266700460916279
"Q9ULI4_IDR_795_1018",0.228226095398793
"Q9ULJ1_IDR_1_54",1
"Q9ULJ3_IDR_155_854",0.523012134921513
"Q9ULJ3_IDR_866_907",0.270425296295014
"Q9ULJ3_IDR_947_1012",0.206562568783473
"Q9ULL1_IDR_1286_1346",0.160571561640433
"Q9ULL4_IDR_1_38",1
"Q9ULL5_IDR_1_1860",1
"Q9ULL8_IDR_91_1275",1
"Q9ULM0_IDR_1331_1364",0.389443713777821
"Q9ULM0_IDR_137_571",0.280260008915628
"Q9ULM0_IDR_28_93",0.33029627730655
"Q9ULM3_IDR_117_199",0.231598093477739
"Q9ULM3_IDR_335_1139",0.768401906522261
"Q9ULN7_IDR_111_635",1
"Q9ULP0_IDR_294_343",1
"Q9ULQ0_IDR_1_45",0.420442533874539
"Q9ULQ0_IDR_301_432",0.579557466125461
"Q9ULQ1_IDR_1_66",0.484457732917308
"Q9ULQ1_IDR_783_816",0.515542267082692
"Q9ULR0_IDR_191_241",1
"Q9ULR3_IDR_106_138",0.299504555922407
"Q9ULR3_IDR_1_35",0.315812479762002
"Q9ULV4_IDR_396_438",1
"Q9ULV5_IDR_152_184",0.437543759317581
"Q9ULV5_IDR_197_492",0.562456240682419
"Q9ULV8_IDR_406_474",1
"Q9ULW0_IDR_38_745",1
"Q9ULW2_IDR_149_191",0.47996769592645
"Q9ULW2_IDR_540_581",0.52003230407355
"Q9ULW3_IDR_1_41",0.478464784491575
"Q9ULW3_IDR_191_245",0.521535215508425
"Q9ULW5_IDR_1_56",1
"Q9ULW6_IDR_163_237",0.497212175873499
"Q9ULW6_IDR_1_94",0.502787824126501
"Q9ULX3_IDR_104_204",0.476992592818973
"Q9ULX3_IDR_376_412",0.523007407181027
"Q9ULX5_IDR_17_50",0.555276452904521
"Q9ULX5_IDR_97_129",0.444723547095479
"Q9ULX6_IDR_1_383",0.328690403974489
"Q9ULX6_IDR_427_476",0.335649163963343
"Q9ULX6_IDR_545_646",0.335660432062168
"Q9ULY5_IDR_1_56",1
"Q9UMD9_IDR_1_155",0.343736215536453
"Q9UMD9_IDR_374_463",0.439805162075711
"Q9UMD9_IDR_471_1497",0.216458622387836
"Q9UMN6_IDR_1_1166",0.595660210827341
"Q9UMN6_IDR_1810_2409",0.404339789172659
"Q9UMQ3_IDR_1_181",0.671973333744278
"Q9UMQ3_IDR_183_279",0.328026666255722
"Q9UMQ6_IDR_1_58",1
"Q9UMR2_IDR_1_59",1
"Q9UNA0_IDR_1_76",0.640359878661807
"Q9UNA0_IDR_200_255",0.359640121338193
"Q9UNA1_IDR_573_759",1
"Q9UNA4_IDR_1_50",0.422902665094744
"Q9UNA4_IDR_442_700",0.577097334905256
"Q9UNE0_IDR_1_70",0.573300540345999
"Q9UNE0_IDR_91_333",0.426699459654002
"Q9UNE2_IDR_161_315",1
"Q9UP95_IDR_91_128",0.329080960262226
"Q9UP95_IDR_941_1017",0.291831618822148
"Q9UPA5_IDR_1_3926",1
"Q9UPC5_IDR_1_45",0.50001644263002
"Q9UPC5_IDR_346_381",0.49998355736998
"Q9UPE1_IDR_1_57",0.62956121988217
"Q9UPE1_IDR_240_401",0.37043878011783
"Q9UPG8_IDR_1_67",0.217477690955792
"Q9UPG8_IDR_225_496",0.782522309044208
"Q9UPI3_IDR_1_74",0.564019931922682
"Q9UPR6_IDR_12_446",0.478119563264873
"Q9UPR6_IDR_542_588",0.268556557959055
"Q9UPR6_IDR_904_939",0.253323878776072
"Q9UPS6_IDR_1767_1805",0.27754381050519
"Q9UPS6_IDR_199_742",0.525073558643955
"Q9UPS6_IDR_904_1667",0.197382630850855
"Q9UPS8_IDR_1_35",0.344003653135247
"Q9UPS8_IDR_201_707",0.317774936208178
"Q9UPS8_IDR_835_917",0.338221410656576
"Q9UPT5_IDR_210_323",1
"Q9UPW0_IDR_519_611",0.360179093380745
"Q9UPW5_IDR_1149_1226",0.564536084177375
"Q9UPW5_IDR_349_617",0.435463915822625
"Q9UPW6_IDR_1_55",0.133210759473196
"Q9UPW6_IDR_187_223",0.122697206163565
"Q9UPW6_IDR_231_537",0.368868082659973
"Q9UPW6_IDR_550_618",0.228097545144894
"Q9UPW6_IDR_666_733",0.147126406558373
"Q9UPW8_IDR_150_448",1
"Q9UPX0_IDR_750_1349",1
"Q9UQ16_IDR_498_594",0.307147328389365
"Q9UQ16_IDR_598_651",0.321165041162462
"Q9UQ16_IDR_749_869",0.371687630448174
"Q9UQ35_IDR_1_2752",1
"Q9UQ53_IDR_1_32",1
"Q9UQ80_IDR_361_394",1
"Q9UQ84_IDR_339_785",1
"Q9UQ88_IDR_1_407",1
"Q9UQ90_IDR_1_159",0.494363151556505
"Q9UQB3_IDR_1_543",0.49900847508677
"Q9UQ90_IDR_765_795",0.505636848443495
"Q9UQB3_IDR_1040_1155",0.261210748936206
"Q9UQB3_IDR_784_827",0.239780775977024
"Q9UQB8_IDR_128_196",0.165856450787783
"Q9UQB8_IDR_249_395",0.205479180647072
"Q9UQB8_IDR_433_517",0.426526174362423
"Q9UQB8_IDR_522_552",0.202138194202721
"Q9UQB9_IDR_1_34",1
"Q9UQC2_IDR_120_640",1
"Q9UQD0_IDR_31_62",0.254227808918221
"Q9Y210_IDR_792_850",0.465711961646178
"Q9Y215_IDR_56_348",1
"Q9Y216_IDR_547_660",1
"Q9Y217_IDR_540_601",1
"Q9Y219_IDR_1107_1214",1
"Q9Y222_IDR_1_130",0.182614837135928
"Q9Y222_IDR_414_491",0.21502849248056
"Q9Y222_IDR_515_571",0.192293566432717
"Q9Y222_IDR_575_690",0.219409850922942
"Q9Y222_IDR_710_760",0.190653253027852
"Q9Y226_IDR_513_551",1
"Q9Y228_IDR_1_201",0.319701562287384
"Q9Y228_IDR_203_233",0.247725952368768
"Q9Y228_IDR_331_551",0.432572485343848
"Q9Y231_IDR_1_60",1
"Q9Y232_IDR_115_295",0.40972084805424
"Q9Y232_IDR_1_57",0.330559492081502
"Q9Y232_IDR_298_336",0.259719659864258
"Q9Y237_IDR_1_35",1
"Q9Y238_IDR_1_80",0.313014058752621
"Q9Y266_IDR_71_165",1
"Q9Y272_IDR_200_245",1
"Q9Y275_IDR_1_150",1
"Q9Y278_IDR_1_109",1
"Q9Y283_IDR_586_912",1
"Q9Y286_IDR_378_432",1
"Q9Y287_IDR_5_52",1
"Q9Y289_IDR_578_635",1
"Q9Y294_IDR_156_204",1
"Q9Y297_IDR_1_125",1
"Q9Y2A4_IDR_48_121",1
"Q9Y2A9_IDR_1_69",1
"Q9Y2B1_IDR_33_65",1
"Q9Y2B2_IDR_1_38",1
"Q9Y2B4_IDR_85_181",1
"Q9Y2B5_IDR_301_377",0.481397805832023
"Q9Y2B5_IDR_87_149",0.518602194167977
"Q9Y2B9_IDR_1_76",1
"Q9Y2C2_IDR_1_68",1
"Q9Y2C4_IDR_1_57",1
"Q9Y2G1_IDR_711_760",0.154956772653097
"Q9Y2G1_IDR_843_1007",0.167685327150691
"Q9Y2G3_IDR_439_476",1
"Q9Y2G4_IDR_266_387",0.546464973190823
"Q9Y2G4_IDR_516_660",0.453535026809178
"Q9Y2G7_IDR_62_166",1
"Q9Y2G8_IDR_560_596",0.511904337766807
"Q9Y2G8_IDR_718_749",0.488095662233193
"Q9Y2G9_IDR_160_197",0.267939455437094
"Q9Y2G9_IDR_616_677",0.266605738147677
"Q9Y2J0_IDR_165_391",1
"Q9Y2J2_IDR_1_102",0.596804608322414
"Q9Y2J2_IDR_409_1087",0.403195391677586
"Q9Y2J4_IDR_1_431",0.634621243007778
"Q9Y2J4_IDR_468_770",0.365378756992222
"Q9Y2K2_IDR_1_57",0.342442759549467
"Q9Y2K1_IDR_114_344",0.540764652212088
"Q9Y2K1_IDR_348_413",0.459235347787912
"Q9Y2K2_IDR_319_349",0.214246727169584
"Q9Y2K2_IDR_389_1288",0.443310513280949
"Q9Y2Q0_IDR_1100_1130",0.47698319371785
"Q9Y2Q9_IDR_1_75",1
"Q9Y2S6_IDR_1_64",1
"Q9Y2T4_IDR_370_405",1
"Q9Y2T5_IDR_1_32",1
"Q9Y2T7_IDR_153_364",0.460100494353729
"Q9Y2T7_IDR_1_85",0.539899505646271
"Q9Y2U2_IDR_272_307",1
"Q9Y2U8_IDR_1_501",1
"Q9Y385_IDR_164_284",1
"Q9Y388_IDR_117_322",1
"Q9Y397_IDR_297_364",1
"Q9Y399_IDR_1_61",1
"Q9Y3A0_IDR_1_34",1
"Q9Y3A2_IDR_1_36",1
"Q9Y3B8_IDR_1_39",1
"Q9Y3B9_IDR_1_89",1
"Q9Y3C0_IDR_72_130",1
"Q9Y3C1_IDR_1_33",0.445252712401886
"Q9Y3R0_IDR_1088_1128",0.163356767853854
"Q9Y3R0_IDR_933_993",0.177020007863699
"Q9Y3R5_IDR_1031_1215",0.322026737101304
"Q9Y3R5_IDR_1849_1892",0.277837263757556
"Q9Y3R5_IDR_545_683",0.40013599914114
"Q9Y3S1_IDR_1316_2297",0.266741758566053
"Q9Y3S1_IDR_1_47",0.160609542244171
"Q9Y3S1_IDR_50_184",0.210412121143647
"Q9Y3S1_IDR_544_1314",0.362236578046128
"Q9Y3S2_IDR_199_307",1
"A0A024RBG1_IDR_148_181",1
"A0A075B6I1_IDR_3_33",1
"A0A087WVF3_IDR_354_449",1
"A0A087WWA1_IDR_1_70",1
"A0A087WXM9_IDR_1_324",1
"A0A087WXS9_IDR_353_449",1
"A0A087X179_IDR_353_449",1
"A0A087X1G2_IDR_352_447",1
"A0A096LP49_IDR_1_1017",1
"A0A0A6YYL3_IDR_1_90",0.465120813472965
"A0A0A6YYL3_IDR_325_492",0.534879186527035
"A0A0B4J2D5_IDR_1_40",1
"A0A0B4J2F2_IDR_350_755",1
"A0A1B0GTU1_IDR_70_781",1
"A0A1B0GTW7_IDR_1_57",1
"A0A1B0GTZ2_IDR_1_166",0.492889450389283
"A0A1B0GTZ2_IDR_225_276",0.507110549610717
"A0A1B0GV90_IDR_1_55",1
"A0A1B0GVG4_IDR_161_234",1
"A0A1B0GVG6_IDR_1_74",0.518809264596902
"A0A1B0GVG6_IDR_91_124",0.481190735403098
"A0A1B0GVH6_IDR_107_147",1
"A0A1B0GVH7_IDR_208_265",1
"A0A1B0GVM6_IDR_1_53",0.506380552222757
"A0A1B0GVM6_IDR_56_89",0.493619447777244
"A0A1B0GVN3_IDR_26_67",1
"A0A1B0GVQ3_IDR_1_168",1
"A0A1B0GVS7_IDR_1_102",1
"A0AUZ9_IDR_86_384",0.244742215090443
"Q6ZMI3_IDR_137_297",0.541061334407032
"Q6ZMI3_IDR_58_107",0.458938665592968
"Q6ZMJ2_IDR_1_121",0.404676334628734
"Q6ZMJ2_IDR_291_384",0.595323665371266
"Q6ZMJ4_IDR_185_242",1
"Q6ZMK1_IDR_1_60",1
"Q6ZMN7_IDR_318_354",0.387132018719608
"Q6ZMN7_IDR_490_1003",0.612867981280392
"Q6ZMN8_IDR_1_115",1
"Q6ZMP0_IDR_1_287",0.605592588803497
"Q6ZMP0_IDR_534_616",0.394407411196503
"Q6ZMQ8_IDR_1253_1297",0.257155257335357
"Q6ZMQ8_IDR_415_531",0.510223892941864
"Q6ZMQ8_IDR_536_1190",0.232620849722779
"Q6ZMS7_IDR_1_38",0.415222436830296
"Q6ZMS7_IDR_183_281",0.584777563169704
"Q6ZMT1_IDR_1_290",1
"Q6ZMT4_IDR_1_35",0.253175120975799
"Q6ZN04_IDR_382_514",0.428306022939615
"Q6ZN06_IDR_1_214",1
"Q6ZN08_IDR_58_143",1
"Q6ZN11_IDR_61_189",1
"Q6ZN16_IDR_1126_1239",0.45038083550576
"Q6ZN16_IDR_1_57",0.259434386210938
"Q6ZN16_IDR_911_1007",0.290184778283302
"Q6ZN17_IDR_103_250",1
"Q6ZN18_IDR_1_257",0.573024299296944
"Q6ZN18_IDR_351_397",0.426975700703056
"Q6ZNJ1_IDR_1298_1436",0.523467308407488
"Q6ZNJ1_IDR_1858_1915",0.476532691592512
"Q6ZNL6_IDR_1_890",1
"Q6ZNM6_IDR_1_53",0.520184497398322
"Q6ZNM6_IDR_55_116",0.479815502601678
"Q6ZNR0_IDR_1_87",1
"Q6ZP65_IDR_1_160",0.399940523159775
"Q6ZP65_IDR_269_463",0.295559801440641
"Q6ZP65_IDR_508_573",0.304499675399584
"Q6ZPD9_IDR_1_38",1
"Q6ZRS2_IDR_1314_1893",0.156275942334477
"Q6ZRS2_IDR_2213_2316",0.156743289265863
"Q6ZRS2_IDR_2323_3230",0.128836410348962
"Q6ZRS2_IDR_953_1312",0.171327339687243
"Q6ZRS4_IDR_1_136",0.466715565276642
"Q6ZRS4_IDR_221_1044",0.533284434723358
"Q6ZRT6_IDR_147_265",0.542021722932994
"Q6ZRT6_IDR_1_53",0.457978277067006
"Q6ZRV2_IDR_285_1179",1
"Q6ZS10_IDR_1_214",1
"Q6ZSY5_IDR_1_32",0.251195240039065
"Q6ZSY5_IDR_207_237",0.24149619534285
"Q6ZSY5_IDR_290_528",0.268102355380297
"Q6ZSY5_IDR_63_102",0.239206209237789
"Q6ZSZ5_IDR_1104_1360",0.344719941452181
"Q6ZSZ5_IDR_1_402",0.236646516227375
"Q6ZSZ5_IDR_892_992",0.206902020633389
"Q6ZSZ5_IDR_997_1044",0.211731521687055
"Q6ZSZ6_IDR_1_889",1
"Q6ZT07_IDR_408_456",0.265105039159229
"Q6ZU64_IDR_1564_1597",0.320567321677037
"Q6ZU64_IDR_1715_1829",0.325695272486726
"Q6ZU64_IDR_97_136",0.353737405836237
"Q6ZU65_IDR_19_123",0.242320797222629
"Q6ZU65_IDR_249_443",0.166343377029166
"Q6ZU65_IDR_570_600",0.193230987597481
"Q6ZU67_IDR_1_322",1
"Q6ZU65_IDR_665_1347",0.398104838150725
"Q6ZU69_IDR_308_372",0.277781750516699
"Q6ZU69_IDR_32_294",0.343493785898847
"Q6ZUJ8_IDR_634_805",0.253351729987509
"Q6ZUK4_IDR_313_368",1
"Q6ZUM4_IDR_325_388",0.256926450087532
"Q6ZUM4_IDR_446_494",0.288513236197836
"Q6ZUM4_IDR_617_665",0.221435475601851
"Q6ZUM4_IDR_70_259",0.233124838112781
"Q6ZUS5_IDR_245_278",1
"Q6ZUT1_IDR_110_292",0.478410840516304
"Q6ZUT1_IDR_33_96",0.521589159483696
"Q6ZUT3_IDR_315_714",1
"Q6ZUT9_IDR_1052_1089",0.201658899850519
"Q6ZUT9_IDR_140_177",0.199782959037137
"Q6ZUT9_IDR_410_442",0.214826837392557
"Q6ZUT9_IDR_602_728",0.187052346879597
"Q6ZUT9_IDR_811_850",0.196678956840191
"Q6ZUU3_IDR_1_132",1
"Q6ZUX3_IDR_26_478",1
"Q6ZV29_IDR_1247_1317",0.326258709072687
"Q6ZV29_IDR_1_95",0.324365837825782
"Q6ZV29_IDR_303_448",0.349375453101532
"Q6ZVM7_IDR_466_507",0.264426691068052
"Q6ZVT0_IDR_1_153",0.568237569451883
"Q6ZVT0_IDR_570_673",0.431762430548117
"Q6ZVX7_IDR_1_50",1
"A0AV02_IDR_412_579",1
"A0AVI2_IDR_129_159",1
"A0AVK6_IDR_1_56",0.244180378039164
"A0AVK6_IDR_212_263",0.226042222889098
"A0AVK6_IDR_351_867",0.287372483838842
"A0AVK6_IDR_69_110",0.242404915232897
"A0AVT1_IDR_1_38",1
"A0FGR9_IDR_1_49",0.418683621653372
"A0FGR9_IDR_589_736",0.581316378346628
"A1L443_IDR_407_756",0.337189708891495
"A1L453_IDR_1_47",1
"A1L4H1_IDR_911_942",0.388773937457492
"A1L4H1_IDR_951_1468",0.611226062542509
"A1L4K1_IDR_29_158",1
"A1L4L8_IDR_1_44",1
"A1X283_IDR_284_364",0.447836698943181
"A1X283_IDR_428_849",0.55216330105682
"A2RUB6_IDR_914_948",0.428758888621478
"A2RUS2_IDR_434_510",1
"A2VCK2_IDR_216_349",1
"A2VDJ0_IDR_891_1386",1
"A3KMH1_IDR_1543_1588",1
"A3KN83_IDR_1_238",0.63022394402451
"A3KN83_IDR_682_840",0.36977605597549
"A4D0V7_IDR_517_560",1
"A4D126_IDR_1_42",1
"A4D263_IDR_1_209",0.360824561127461
"A4D263_IDR_211_245",0.285896777759709
"A4D263_IDR_379_415",0.35327866111283
"A4D2H0_IDR_278_319",0.401913351392368
"A4D2H0_IDR_330_675",0.598086648607632
"A4D2P6_IDR_212_277",0.327690768493591
"A4D2P6_IDR_469_831",0.672309231506409
"A4FU01_IDR_1_39",1
"A4FU28_IDR_240_271",0.190686788478116
"A4FU28_IDR_278_331",0.244400664966627
"A4FU28_IDR_333_469",0.208854034475789
"A4FU28_IDR_474_698",0.356058512079468
"A5YKK6_IDR_1307_1355",0.451296648289995
"A5YKK6_IDR_683_828",0.352106832735851
"A5YKK6_IDR_998_1072",0.196596518974155
"A5YM69_IDR_1_484",1
"A6BM72_IDR_920_1012",1
"A6H8Z2_IDR_1_224",1
"A6NC57_IDR_226_490",1
"A6NC98_IDR_1236_1476",0.293559502221416
"A6NC98_IDR_307_760",0.308547913981435
"A6NC98_IDR_845_983",0.397892583797149
"A6NDD5_IDR_190_221",0.491365754807739
"A6NDE4_IDR_69_496",1
"A6NDE8_IDR_1_117",1
"A6NDK9_IDR_1_693",1
"A6NDN3_IDR_1_197",0.446612736860148
"A6NDN3_IDR_213_693",0.553387263139852
"A6NDS4_IDR_352_533",1
"A6NDV4_IDR_1_31",1
"A6NDY0_IDR_224_273",0.552268223466806
"A6NDY0_IDR_35_143",0.447731776533194
"A6NFA1_IDR_1_36",0.328246162651534
"A6NFA1_IDR_355_436",0.345226814137951
"A6NFA1_IDR_449_517",0.326527023210515
"A6NFD8_IDR_130_242",1
"A6NFE2_IDR_1_128",0.346337845226929
"A6NFE2_IDR_188_222",0.324741318891432
"A6NFE2_IDR_224_271",0.328920835881639
"A6NFI3_IDR_1_157",0.166820075659346
"A6NFI3_IDR_173_344",0.286778670096565
"A6NFI3_IDR_488_608",0.17106370202788
"A6NHP3_IDR_1_187",1
"A6NHQ2_IDR_1_94",1
"A6NHQ4_IDR_1_354",1
"A6NHR9_IDR_1960_2005",1
"A6NHS7_IDR_125_340",1
"A6NHT5_IDR_1_231",1
"A6NI15_IDR_30_132",1
"A6NI28_IDR_579_820",1
"A6NI79_IDR_1_53",1
"A6NJW4_IDR_1_36",1
"A6NJZ7_IDR_1197_1449",0.224201002898245
"A6NJZ7_IDR_209_374",0.178387901306088
"A6NJZ7_IDR_534_567",0.195778124293313
"A6NJZ7_IDR_685_828",0.200565087025748
"A6NJZ7_IDR_82_193",0.201067884476606
"A6NK53_IDR_61_259",1
"A6NK59_IDR_1_43",1
"A6NL88_IDR_1_78",0.284498608153586
"A6NLC5_IDR_149_224",1
"A6NLE4_IDR_1_32",1
"A6NLJ0_IDR_42_242",1
"A6NLU5_IDR_155_246",1
"A6NMT0_IDR_232_343",0.318542244180182
"A6NMT0_IDR_48_106",0.341189741252178
"A6NMX2_IDR_1_58",1
"A6NMZ2_IDR_1_49",1
"A6NMZ7_IDR_1457_1713",1
"A6NN14_IDR_67_151",1
"A6NN90_IDR_105_582",0.552685571923225
"A6NN90_IDR_1_31",0.447314428076776
"A6NNA5_IDR_1_38",0.45929133810057
"A6NNA5_IDR_83_263",0.54070866189943
"A6NNE9_IDR_1_165",0.512681437604277
"A6NNE9_IDR_327_364",0.487318562395723
"A7E2V4_IDR_1430_1467",0.264125574359081
"A7E2V4_IDR_518_726",0.249090154135652
"A7KAX9_IDR_30_109",0.190098001584955
"A7KAX9_IDR_572_637",0.193573517882807
"A7KAX9_IDR_665_2087",0.616328480532237
"A7MBM2_IDR_1133_1289",0.387110873035771
"A7MBM2_IDR_1_188",0.371909001472639
"A7MBM2_IDR_236_272",0.24098012549159
"A7MCY6_IDR_167_565",0.62232122061341
"A7MCY6_IDR_95_154",0.37767877938659
"A7MD48_IDR_43_611",1
"A7XYQ1_IDR_1_40",0.189725788925604
"A7XYQ1_IDR_189_224",0.175889255031018
"A8MQ14_IDR_63_95",1
"A8MQ27_IDR_1_32",0.544097075804322
"A8MQ27_IDR_435_494",0.455902924195678
"A8MQT2_IDR_1_141",0.506854423198405
"A8MQT2_IDR_271_563",0.493145576801595
"A8MT33_IDR_174_238",1
"A8MT65_IDR_96_246",1
"A8MT70_IDR_12_395",0.257489646946694
"A8MW95_IDR_20_80",1
"A8MW99_IDR_73_144",1
"A8MWA4_IDR_60_171",1
"A8MWA6_IDR_1_464",1
"A8MWE9_IDR_1_46",1
"A8MWV9_IDR_7_40",0.509870932552085
"A8MWV9_IDR_90_139",0.490129067447915
"A8MWY0_IDR_968_1029",1
"A8MX34_IDR_1_340",1
"A8MXD5_IDR_1_97",1
"B1AK53_IDR_369_806",0.322177230446696
"B1AKI9_IDR_109_157",0.250275558472218
"B1AKI9_IDR_165_222",0.3014132641137
"B1AKI9_IDR_1_99",0.448311177414082
"B1AL46_IDR_1_397",0.348134826479171
"B1AL46_IDR_405_522",0.322610134010731
"B1AL46_IDR_525_878",0.329255039510098
"B1AL88_IDR_109_153",0.329597490210561
"B1AL88_IDR_379_413",0.259377637363185
"B1AL88_IDR_67_100",0.411024872426254
"B7U540_IDR_367_433",0.479353168180823
"B7Z1M9_IDR_12_45",0.461417934046842
"B7Z1M9_IDR_47_208",0.538582065953158
"B7ZBB8_IDR_1_127",1
"B7ZW38_IDR_192_293",0.45833228706058
"B7ZW38_IDR_89_186",0.54166771293942
"B8ZZ34_IDR_1_55",0.351908213036012
"B8ZZ34_IDR_98_397",0.648091786963988
"B9A6J9_IDR_351_447",1
"C9JLJ4_IDR_1_55",0.512223716457352
"C9JLJ4_IDR_378_528",0.487776283542648
"C9JLR9_IDR_1_102",0.198997641169913
"C9JLR9_IDR_173_259",0.195289057183727
"C9JLR9_IDR_328_427",0.208841336370431
"C9JLR9_IDR_444_476",0.198848009597942
"C9JLR9_IDR_482_579",0.198023955677988
"C9JPN9_IDR_1_55",0.353942334412509
"C9JPN9_IDR_378_464",0.334497514433727
"C9JPN9_IDR_469_528",0.311560151153764
"C9JQI7_IDR_532_580",1
"C9JSJ3_IDR_1_90",0.362132547525428
"D6RGH6_IDR_127_179",0.358509380942978
"D6RGX4_IDR_1_464",1
"D6RIA3_IDR_1_1609",0.417044909761129
"D6RIA3_IDR_1686_1757",0.582955090238871
"D6RJB6_IDR_1_56",0.352114980685587
"D6RJB6_IDR_379_464",0.336047310330331
"D6RJB6_IDR_469_528",0.311837708984082
"E2RYF6_IDR_1_1675",1
"F8WBI6_IDR_1_122",0.301693765453277
"F8WBI6_IDR_183_214",0.379792421903113
"F8WBI6_IDR_279_604",0.31851381264361
"F8WCM5_IDR_53_200",1
"H0YM25_IDR_1_810",1
"H3BNL1_IDR_1_128",0.531141016912467
"H7C350_IDR_1_240",0.485099935559778
"H7C350_IDR_297_361",0.514900064440222
"I3L1E1_IDR_83_186",1
"I3L273_IDR_1_518",1
"I3L3R5_IDR_157_244",0.685940471089684
"I3L3R5_IDR_69_154",0.314059528910316
"I6L899_IDR_1_116",0.312854457013114
"I6L899_IDR_183_214",0.373353995878572
"I6L899_IDR_271_608",0.313791547108314
"K7EJ46_IDR_47_83",1
"O00180_IDR_282_336",1
"O00189_IDR_149_181",1
"O00192_IDR_1_352",0.333204334023701
"O00192_IDR_589_651",0.315587492739921
"O00192_IDR_851_956",0.351208173236378
"O00193_IDR_1_183",1
"O00203_IDR_1_40",0.498293194640664
"O00203_IDR_646_856",0.501706805359336
"O00204_IDR_312_365",1
"O00213_IDR_1_252",0.585045053083259
"O00305_IDR_164_219",0.340846135575587
"O00305_IDR_1_67",0.2796609187713
"O00305_IDR_406_520",0.379492945653113
"O00308_IDR_149_312",0.564713759004781
"O00308_IDR_355_403",0.435286240995218
"O00311_IDR_1_38",0.30777146244172
"O00321_IDR_1_236",1
"O00311_IDR_203_348",0.331805807459029
"O00311_IDR_470_532",0.36042273009925
"O00327_IDR_1_77",0.343389368875077
"O00459_IDR_260_322",1
"O00461_IDR_1_696",1
"O00469_IDR_1_31",1
