"","GO0005815_microtubule_organizing_center"
"O94941_IDR_339_480",0.540289421126453
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.186863865969788
"O94966_IDR_203_274",0.215116363136911
"O94966_IDR_399_488",0.186847560523681
"O94966_IDR_874_983",0.193561038235074
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.451572718661373
"O94972_IDR_624_943",0.548427281338627
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.356657835279359
"O94979_IDR_792_858",0.328287622882808
"O94979_IDR_881_1111",0.315054541837833
"O94983_IDR_1119_1202",0.226072237256945
"O94983_IDR_212_305",0.178737011299298
"O94983_IDR_392_435",0.195981347101853
"O94983_IDR_447_490",0.196262946426286
"O94983_IDR_814_1022",0.202946457915618
"O94985_IDR_819_902",0.513808919318682
"O95025_IDR_1_38",0.484781475915465
"O95025_IDR_737_777",0.515218524084535
"O95049_IDR_279_374",0.243476535085375
"O95049_IDR_558_590",0.254435337105092
"O95049_IDR_774_919",0.248620469425932
"O95049_IDR_94_189",0.253467658383601
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.497938908462814
"O95069_IDR_333_398",0.502061091537186
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0966298329413655
"O95071_IDR_1749_1779",0.0995324537854536
"O95071_IDR_1860_1911",0.0999465076175992
"O95071_IDR_1965_2021",0.102133323302475
"O95071_IDR_2027_2174",0.101154101999901
"O95071_IDR_2318_2364",0.0991648169434126
"O95071_IDR_2454_2499",0.102216658857405
"O95071_IDR_583_645",0.104170204086913
"O95071_IDR_81_159",0.0936991041972315
"O95071_IDR_936_1074",0.101352996268244
"O95155_IDR_1_152",0.524462456466802
"O95155_IDR_218_393",0.475537543533198
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.503802756150915
"O95158_IDR_20_58",0.496197243849085
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.202133910526159
"O95180_IDR_1564_1595",0.177997028296746
"O95180_IDR_1_68",0.155726730630819
"O95180_IDR_1867_2353",0.145001221736992
"O95180_IDR_424_459",0.165027569004613
"O95180_IDR_483_771",0.15411353980467
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.459266758575787
"O95235_IDR_702_890",0.294701653373556
"O95238_IDR_70_118",0.491294773109751
"O95239_IDR_426_558",0.415547107628804
"O95239_IDR_656_820",0.32541913222962
"O95239_IDR_918_1232",0.259033760141576
"O95243_IDR_149_434",0.59382238860727
"O95243_IDR_1_82",0.40617761139273
"O95248_IDR_1059_1113",0.167936116578203
"O95248_IDR_1284_1318",0.163641900685261
"O95248_IDR_1683_1713",0.183563964508029
"O95248_IDR_1718_1764",0.165450727314633
"O95248_IDR_778_819",0.154308527785371
"O95248_IDR_91_121",0.165098763128504
"O95249_IDR_118_163",0.513376678539433
"O95249_IDR_31_74",0.486623321460567
"O95251_IDR_1_206",0.488421533749663
"O95251_IDR_208_332",0.511578466250337
"O95255_IDR_263_294",0.527685698727943
"O95255_IDR_856_922",0.472314301272057
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.525664152188997
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.52034747463606
"O95365_IDR_487_584",0.47965252536394
"O95373_IDR_881_913",0.510534679083044
"O95373_IDR_917_948",0.489465320916956
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.354504537501805
"O95382_IDR_1_41",0.309925398093284
"O95382_IDR_908_996",0.335570064404911
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.2946388488075
"O95391_IDR_200_257",0.329248381645558
"O95391_IDR_465_560",0.376112769546942
"O95393_IDR_1_49",0.485705304718825
"O95393_IDR_276_319",0.514294695281175
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.531913023163146
"O95436_IDR_634_690",0.468086976836854
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.347653800419068
"O95450_IDR_1_52",0.309489938497413
"O95450_IDR_217_263",0.342856261083519
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.380179513828794
"O95466_IDR_168_222",0.333755740216857
"O95466_IDR_446_635",0.286064745954349
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.338089862796278
"O95477_IDR_1255_1314",0.307635885222517
"O95477_IDR_2226_2261",0.354274251981206
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.52558600637602
"O95567_IDR_87_163",0.47441399362398
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.480881194200725
"O95602_IDR_208_249",0.519118805799275
"O95613_IDR_1_266",0.101192452949692
"O95613_IDR_1384_2557",0.264925067091992
"O95613_IDR_2815_3128",0.187655289393013
"O95613_IDR_321_1256",0.372968345789556
"O95613_IDR_3222_3296",0.0732588447757474
"O95622_IDR_1_204",0.476459341894189
"O95622_IDR_649_711",0.523540658105811
"O95625_IDR_124_174",0.313696491193889
"O95625_IDR_320_364",0.325607191102091
"O95625_IDR_369_649",0.36069631770402
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.481154338374055
"O95644_IDR_702_912",0.518845661625945
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.511524220058094
"O95677_IDR_289_366",0.488475779941906
"O95678_IDR_27_62",0.503920306677627
"O95678_IDR_479_551",0.496079693322373
"O95714_IDR_2417_2458",0.196777703185724
"O95714_IDR_2509_2547",0.198090088564655
"O95714_IDR_3410_3529",0.1903216728012
"O95721_IDR_1_213",0.470635684553432
"O95721_IDR_215_258",0.529364315446569
"O95727_IDR_220_304",0.319711896368005
"O95727_IDR_314_360",0.344596892529416
"O95727_IDR_363_393",0.335691211102578
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.491547742162232
"O95754_IDR_688_739",0.508452257837768
"O95757_IDR_503_575",0.503533407712509
"O95757_IDR_788_839",0.496466592287492
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.452876500512986
"O95789_IDR_599_737",0.547123499487014
"O95793_IDR_387_480",0.525512222051298
"O95793_IDR_9_69",0.474487777948702
"O95800_IDR_1_38",0.3286014559287
"O95800_IDR_234_327",0.338255383029346
"O95800_IDR_402_540",0.333143161041953
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.335208421837689
"O95835_IDR_1_137",0.340913081127434
"O95835_IDR_140_633",0.323878497034877
"O95838_IDR_1_41",0.495533835328256
"O95838_IDR_463_553",0.504466164671744
"O95841_IDR_1_45",0.497876550009624
"O95841_IDR_204_270",0.502123449990376
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.483223874322963
"O95873_IDR_264_294",0.516776125677037
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.467678917267236
"O95886_IDR_905_965",0.532321082732764
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.468319899876654
"O95983_IDR_250_291",0.497427517590203
"O95983_IDR_52_108",0.502572482409797
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.303068452247572
"O95996_IDR_698_2303",0.380432483939628
"O95996_IDR_79_128",0.3164990638128
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.49143584135979
"O96004_IDR_155_201",0.50856415864021
"O96005_IDR_1_87",0.509783230380434
"O96005_IDR_597_669",0.490216769619566
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.467600077193157
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.522750802179508
"P01127_IDR_53_86",0.477249197820492
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.482259770586414
"P01135_IDR_1_37",0.517740229413586
"P01138_IDR_1_70",0.50396916720002
"P01138_IDR_91_126",0.49603083279998
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.543833179488787
"P01210_IDR_72_203",0.456166820511213
"P01213_IDR_1_61",0.549536375437923
"P01213_IDR_70_211",0.450463624562077
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.512237129530913
"P02538_IDR_1_61",0.505380291904339
"P02538_IDR_493_564",0.494619708095661
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.547869793727488
"P02671_IDR_263_626",0.452130206272512
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.230418932417647
"P02686_IDR_180_217",0.24897387048058
"P02686_IDR_251_287",0.262954020030065
"P02686_IDR_98_178",0.257653177071707
"P02730_IDR_1_52",0.32978011841626
"P02730_IDR_161_214",0.336769172694787
"P02730_IDR_338_371",0.333450708888953
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.506317489149487
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.315589755969802
"P04233_IDR_263_296",0.329237020370871
"P04233_IDR_86_136",0.355173223659328
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.504725418353702
"P04259_IDR_493_564",0.495274581646298
"P04264_IDR_1_61",0.502327371579552
"P04264_IDR_509_644",0.497672628420448
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.323647885110612
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.392051640338695
"P05305_IDR_1_52",0.304704412702671
"P05305_IDR_84_118",0.303243946958634
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.47716335090356
"P05423_IDR_278_310",0.52283664909644
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.544772248744077
"P05455_IDR_325_408",0.455227751255923
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.479709456836049
"P05997_IDR_79_1263",0.520290543163951
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.504622917738735
"P06213_IDR_743_793",0.495377082261265
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.317690672693546
"P06400_IDR_580_644",0.331010929016616
"P06400_IDR_855_928",0.351298398289838
"P06401_IDR_1_463",0.309107454351876
"P06401_IDR_474_505",0.335153288009157
"P06401_IDR_636_674",0.355739257638967
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.517205848936228
"P06734_IDR_289_321",0.482794151063772
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.530922230186352
"P06850_IDR_80_157",0.469077769813648
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.513904528620664
"P07333_IDR_927_961",0.486095471379336
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.494137006139099
"P07359_IDR_533_573",0.505862993860901
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.467953409306818
"P07492_IDR_91_148",0.532046590693182
"P07498_IDR_1_47",0.505558249918862
"P07498_IDR_72_182",0.494441750081138
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.529804334754236
"P07814_IDR_954_1019",0.470195665245764
"P07900_IDR_226_279",0.502031853462518
"P07900_IDR_699_732",0.497968146537482
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.516984330798208
"P08151_IDR_1_270",0.338847572912084
"P08151_IDR_294_332",0.353694502402953
"P08151_IDR_334_1106",0.307457924684963
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.488953298199196
"P08183_IDR_632_691",0.511046701800804
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.48022541791583
"P08235_IDR_671_731",0.51977458208417
"P08238_IDR_222_271",0.501147131300515
"P08238_IDR_691_724",0.498852868699485
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.43699183280272
"P08476_IDR_259_316",0.56300816719728
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.510330505686982
"P08575_IDR_27_225",0.489669494313018
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.476787348490385
"P08779_IDR_424_473",0.523212651509615
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.49931032909717
"P08F94_IDR_4026_4059",0.50068967090283
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.517776855209808
"P09016_IDR_9_130",0.482223144790192
"P09017_IDR_1_171",0.502150836179735
"P09017_IDR_212_264",0.497849163820265
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.355512201649098
"P09086_IDR_270_300",0.336585398207547
"P09086_IDR_351_479",0.307902400143355
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.476168857081995
"P09681_IDR_1_54",0.499806901499427
"P09681_IDR_83_124",0.500193098500573
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.346088236589254
"P09874_IDR_352_387",0.332277272166155
"P09874_IDR_483_521",0.321634491244591
"P09884_IDR_1_65",0.479580058579814
"P09884_IDR_90_330",0.520419941420186
"P09912_IDR_1_56",0.496461354993604
"P09912_IDR_91_130",0.503538645006396
"P0C025_IDR_297_328",1
"P0C0L5_IDR_1424_1461",1
"P0C1S8_IDR_1_202",0.549485812228014
"P0C1S8_IDR_517_567",0.450514187771986
"P0C1Z6_IDR_1_214",1
"P0C221_IDR_1_34",0.4480086927168
"P0C221_IDR_741_793",0.5519913072832
"P0C263_IDR_1_46",1
"P0C264_IDR_311_359",1
"P0C2L3_IDR_1_122",0.441214447064474
"P0C2L3_IDR_125_166",0.558785552935526
"P0C2W1_IDR_1_36",1
"P0C2W7_IDR_1_110",0.459683196080817
"P0C2W7_IDR_149_299",0.540316803919183
"P0C5Y4_IDR_1_121",1
"P0C671_IDR_1_533",1
"P0C6A0_IDR_1_204",1
"P0C7I6_IDR_239_297",0.313668159882079
"P0C7I6_IDR_42_90",0.33950688165073
"P0C7M4_IDR_1_136",1
"P0C7M8_IDR_1_88",1
"P0C7N4_IDR_150_181",0.493166747784739
"P0C7N4_IDR_184_270",0.506833252215261
"P0C7P1_IDR_69_496",1
"P0C7Q5_IDR_1_45",1
"P0C7Q6_IDR_1_44",1
"P0C7T5_IDR_1_463",0.470756119370647
"P0C7T5_IDR_586_666",0.529243880629352
"P0C7T8_IDR_168_217",1
"P0C7U0_IDR_264_302",0.245604486243401
"P0C7U0_IDR_473_527",0.23637736808181
"P0C7U0_IDR_529_571",0.26025984022258
"P0C7U0_IDR_577_749",0.257758305452208
"P0C7U3_IDR_277_371",1
"P0C7V6_IDR_1_33",0.318270255244305
"P0CG12_IDR_1_524",1
"P0CG20_IDR_1_571",1
"P0CG23_IDR_1_540",0.513259198269646
"P0CG23_IDR_604_659",0.486740801730354
"P0CG32_IDR_225_344",1
"P0CG33_IDR_1_693",1
"P0CG36_IDR_26_64",1
"P0CG37_IDR_24_64",1
"P0CG40_IDR_1_151",0.350113661525944
"P0CG40_IDR_195_330",0.317358492737043
"P0CG40_IDR_396_484",0.332527845737014
"P0CH99_IDR_60_171",1
"P0CI00_IDR_60_171",1
"P0CI01_IDR_1_187",1
"P0CJ78_IDR_1_343",1
"P0DJD1_IDR_979_1024",1
"P0DJD3_IDR_69_496",1
"P0DJG4_IDR_1_378",1
"Q7RTS3_IDR_1_165",1
"Q7RTS6_IDR_430_479",1
"Q7RTS7_IDR_470_529",1
"Q7RTT5_IDR_73_176",1
"Q7RTT9_IDR_1_60",0.521276905935421
"Q7RTT9_IDR_286_333",0.478723094064579
"Q7RTU0_IDR_134_167",0.533818082190576
"Q7RTU0_IDR_1_56",0.466181917809424
"Q7RTU1_IDR_166_214",0.479930351803268
"Q7RTU1_IDR_1_82",0.520069648196732
"Q7RTU3_IDR_157_233",0.482263518002229
"Q7RTU3_IDR_1_94",0.517736481997771
"Q7RTU4_IDR_127_204",0.487033188569866
"Q7RTU4_IDR_1_72",0.512966811430134
"Q7RTU7_IDR_1_86",1
"Q7RTV3_IDR_1_166",0.500732776868633
"Q7RTV3_IDR_230_340",0.499267223131367
"Q7RTW8_IDR_1106_1153",1
"Q7RTX7_IDR_17_57",0.293723189744134
"Q7Z2Z1_IDR_543_631",0.342719689367857
"Q7Z2Z1_IDR_806_1910",0.330528459432926
"Q7Z2Z2_IDR_444_501",0.521721052274807
"Q7Z2Z2_IDR_902_949",0.478278947725193
"Q7Z309_IDR_1_247",1
"Q7Z333_IDR_2457_2677",0.413877172146631
"Q7Z333_IDR_599_1695",0.586122827853369
"Q7Z340_IDR_1_216",1
"Q7Z353_IDR_53_545",0.335523293914397
"Q7Z353_IDR_548_584",0.333927441112579
"Q7Z353_IDR_654_690",0.330549264973023
"Q7Z388_IDR_1_42",1
"Q7Z398_IDR_74_200",1
"Q7Z3B4_IDR_1_130",1
"Q7Z3C6_IDR_585_808",1
"Q7Z3D4_IDR_115_208",0.371489520069004
"Q7Z3D4_IDR_242_306",0.313248324420255
"Q7Z3D4_IDR_28_58",0.315262155510741
"Q7Z3E1_IDR_79_231",1
"Q7Z3E2_IDR_1_209",0.443426875945619
"Q7Z3K3_IDR_1333_1410",0.203748067778047
"Q7Z3K3_IDR_382_462",0.197063982228358
"Q7Z3K3_IDR_694_743",0.209255470431291
"Q7Z3K3_IDR_857_972",0.193871642135668
"Q7Z3K6_IDR_1_171",0.533051331523134
"Q7Z3K6_IDR_328_481",0.466948668476866
"Q7Z3S7_IDR_1_37",1
"Q7Z3T8_IDR_1_747",0.545204714896746
"Q7Z3T8_IDR_749_1001",0.454795285103254
"Q7Z3U7_IDR_509_542",0.509963728027762
"Q7Z3U7_IDR_626_666",0.490036271972238
"Q7Z3V5_IDR_48_138",1
"Q7Z3Y7_IDR_1_72",0.300821191965709
"Q7Z3Y7_IDR_397_429",0.339419104847177
"Q7Z3Y7_IDR_434_464",0.359759703187114
"Q7Z3Y8_IDR_1_69",0.471974318621791
"Q7Z3Y8_IDR_394_459",0.528025681378209
"Q7Z3Y9_IDR_1_68",0.296189236186892
"Q7Z3Y9_IDR_394_428",0.34802524208541
"Q7Z3Y9_IDR_435_468",0.355785521727698
"Q7Z460_IDR_1082_1269",0.318383906385787
"Q7Z460_IDR_542_845",0.381784220527007
"Q7Z465_IDR_1_160",1
"Q7Z478_IDR_176_286",0.307188341341307
"Q7Z478_IDR_1_82",0.199453093875786
"Q7Z478_IDR_303_359",0.252550872756594
"Q7Z478_IDR_502_542",0.240807692026313
"Q7Z494_IDR_1_73",1
"Q7Z4F1_IDR_536_687",1
"Q7Z4H7_IDR_325_379",0.471497168465581
"Q7Z4H7_IDR_396_955",0.528502831534418
"Q7Z4H9_IDR_1_146",1
"Q7Z4K8_IDR_65_119",1
"Q7Z4L0_IDR_1_37",1
"Q7Z4M0_IDR_151_199",1
"Q7Z4N2_IDR_1168_1226",0.198841430367739
"Q7Z4N2_IDR_1238_1603",0.231228064415773
"Q7Z4N2_IDR_405_448",0.179653382077982
"Q7Z4N2_IDR_560_603",0.195019354684568
"Q7Z4N2_IDR_775_812",0.195257768453937
"Q7Z570_IDR_465_1157",0.54331967739266
"Q7Z572_IDR_1_215",0.3263164136311
"Q7Z572_IDR_341_373",0.337778441959322
"Q7Z572_IDR_411_469",0.335905144409578
"Q7Z589_IDR_95_1322",1
"Q7Z591_IDR_1_612",0.450821137189878
"Q7Z591_IDR_614_1439",0.549178862810122
"Q7Z5B4_IDR_1_110",0.446285574254865
"Q7Z5B4_IDR_117_369",0.553714425745135
"Q7Z5D8_IDR_1_106",1
"Q7Z5R6_IDR_1_165",0.534760552232714
"Q7Z5R6_IDR_437_666",0.465239447767286
"Q7Z5V6_IDR_1_314",1
"Q7Z5Y6_IDR_1_33",0.518684255756434
"Q7Z5Y6_IDR_257_296",0.481315744243566
"Q7Z5Y7_IDR_1_115",1
"P0DJH9_IDR_131_168",1
"P0DJJ0_IDR_166_228",1
"P0DKB5_IDR_347_382",1
"P0DKL9_IDR_1_79",1
"P0DL12_IDR_1_43",0.353463238127894
"P0DL12_IDR_47_86",0.309138841731222
"P0DL12_IDR_88_118",0.337397920140884
"P0DN87_IDR_122_165",1
"P0DP42_IDR_184_221",1
"P0DP91_IDR_160_239",0.376388429408594
"P0DP91_IDR_1_72",0.31387742189321
"P0DP91_IDR_241_581",0.309734148698196
"P0DPA2_IDR_292_414",1
"P0DPD6_IDR_1_74",0.501124285713311
"P0DPD6_IDR_98_135",0.498875714286689
"P0DPD7_IDR_220_255",1
"P0DPF3_IDR_1_718",1
"P0DPI2_IDR_1_40",1
"P0DPI3_IDR_1_95",1
"P0DPK2_IDR_1_41",1
"P0DPK5_IDR_1_39",1
"P10275_IDR_36_481",0.544719865598796
"P10275_IDR_624_663",0.455280134401204
"P10276_IDR_1_82",0.513632226405833
"P10276_IDR_418_462",0.486367773594167
"P10323_IDR_294_377",1
"P10398_IDR_162_295",1
"P10412_IDR_108_219",0.520210787307005
"P10412_IDR_1_36",0.479789212692995
"P10415_IDR_33_87",1
"P10451_IDR_1_314",1
"P10515_IDR_181_215",0.51248468986175
"P10515_IDR_308_351",0.48751531013825
"P10586_IDR_1285_1328",1
"P10588_IDR_121_159",0.508078850218037
"P10588_IDR_1_50",0.491921149781963
"P10589_IDR_149_182",0.484018757169943
"P10589_IDR_1_80",0.515981242830057
"P10600_IDR_255_310",1
"P10606_IDR_1_42",1
"P10636_IDR_1_624",1
"P10914_IDR_115_211",1
"P10997_IDR_1_34",0.496574910185347
"P10997_IDR_53_89",0.503425089814653
"P11047_IDR_1_35",1
"P11055_IDR_1907_1940",1
"P11137_IDR_1_1667",1
"P11142_IDR_615_646",1
"P11150_IDR_1_42",1
"P11161_IDR_1_476",1
"P11171_IDR_1_205",0.355001081774381
"P11171_IDR_510_821",0.341005013250833
"P11171_IDR_824_864",0.303993904974786
"P11226_IDR_1_37",0.496658672049655
"P11226_IDR_40_106",0.503341327950345
"P11229_IDR_223_363",1
"P11230_IDR_362_425",1
"P11274_IDR_68_493",1
"P11277_IDR_2078_2137",1
"P11279_IDR_186_216",1
"P11308_IDR_1_130",0.471503947033534
"P11487_IDR_1_36",0.481704257669231
"P11487_IDR_193_239",0.518295742330768
"P11498_IDR_1_33",1
"P11717_IDR_2355_2491",1
"P11801_IDR_29_84",0.48770023030184
"P11801_IDR_361_424",0.51229976969816
"P11831_IDR_1_141",0.311967461876229
"P11831_IDR_223_406",0.32603878357884
"P11831_IDR_464_508",0.36199375454493
"P11836_IDR_235_297",1
"P11940_IDR_425_543",1
"P12034_IDR_1_80",0.501028395693031
"P12034_IDR_232_268",0.498971604306968
"P12035_IDR_1_140",0.505426227530256
"P12035_IDR_529_628",0.494573772469744
"P12074_IDR_1_33",1
"P12107_IDR_242_1573",1
"P12109_IDR_252_591",1
"P12110_IDR_1_39",0.479205829221466
"P12110_IDR_253_591",0.520794170778534
"P12111_IDR_2041_2371",0.507055878691027
"P12111_IDR_2845_2994",0.492944121308973
"P12259_IDR_1125_1164",0.220180065033497
"P12259_IDR_1189_1499",0.290846241650621
"P12259_IDR_687_771",0.238474868234336
"P12259_IDR_779_1087",0.250498825081546
"P12270_IDR_341_384",0.124573054290504
"P12270_IDR_464_506",0.148153417120169
"P12270_IDR_508_672",0.166350241192175
"P12270_IDR_900_941",0.137226721787578
"P12645_IDR_1_53",0.452586522338208
"P12645_IDR_275_368",0.547413477661793
"P12694_IDR_1_50",1
"P12755_IDR_28_85",0.481964242635504
"P12755_IDR_312_577",0.518035757364496
"P12757_IDR_1_141",0.459015152544143
"P12757_IDR_357_553",0.540984847455857
"P12821_IDR_1_50",1
"P12829_IDR_1_40",1
"P12872_IDR_1_76",1
"P12931_IDR_1_83",1
"P12980_IDR_1_157",0.518279899993468
"P12980_IDR_212_280",0.481720100006532
"P13010_IDR_544_585",1
"P13051_IDR_12_65",1
"P13056_IDR_1_45",0.51335484386352
"P13056_IDR_61_365",0.48664515613648
"P13073_IDR_1_32",1
"P13196_IDR_113_170",0.3639645204902
"P13196_IDR_1_34",0.313385779317342
"P13196_IDR_40_111",0.322649700192458
"P13232_IDR_118_148",1
"P13349_IDR_1_117",0.502538260826391
"P13349_IDR_140_251",0.497461739173609
"P13378_IDR_1_242",0.517192694414486
"P13378_IDR_249_290",0.482807305585513
"P13385_IDR_25_75",1
"P13473_IDR_186_216",1
"P13497_IDR_55_124",1
"P13498_IDR_135_195",1
"P13611_IDR_1330_3078",0.390204819013682
"P13611_IDR_3359_3396",0.300653179446612
"P13611_IDR_350_1327",0.309142001539706
"P13631_IDR_1_85",0.481122071698757
"P13631_IDR_421_454",0.518877928301243
"P13640_IDR_1_44",1
"P13645_IDR_1_118",0.497505259349002
"P13645_IDR_456_584",0.502494740650998
"P13646_IDR_1_85",0.484530522647185
"P13646_IDR_413_458",0.515469477352814
"P13647_IDR_1_73",0.50299284233467
"P13647_IDR_497_590",0.49700715766533
"P13667_IDR_1_55",1
"P13682_IDR_1_220",1
