"","GO0004175_endopeptidase_activity"
"O75061_IDR_395_779",1
"O75063_IDR_1_35",1
"O75064_IDR_890_1262",1
"O75069_IDR_1_523",1
"O75071_IDR_1_120",0.484343325029844
"O75071_IDR_144_426",0.515656674970156
"O75074_IDR_570_763",1
"O75077_IDR_1_106",1
"O75116_IDR_1018_1082",0.3391005170479
"O75116_IDR_1113_1149",0.323175730764778
"O75116_IDR_1350_1388",0.337723752187322
"O75121_IDR_341_379",1
"O75122_IDR_1_62",0.366353021503431
"O75122_IDR_309_645",0.313343186129551
"O75122_IDR_880_1053",0.320303792367019
"O75128_IDR_1_53",0.516519897603793
"O75128_IDR_227_1238",0.483480102396207
"O75129_IDR_1_59",0.381208142866968
"O75129_IDR_288_349",0.298689854543222
"O75129_IDR_357_411",0.32010200258981
"O75132_IDR_172_286",0.209148232229485
"O75132_IDR_1_87",0.197502585532876
"O75132_IDR_341_456",0.193449044905281
"O75132_IDR_511_550",0.197771247970827
"O75132_IDR_609_651",0.202128889361531
"O75140_IDR_1000_1075",0.256326552537174
"O75140_IDR_1112_1172",0.252031437329437
"O75140_IDR_411_456",0.255646157186668
"O75140_IDR_461_727",0.23599585294672
"O75143_IDR_216_441",1
"O75145_IDR_1_829",0.451321759176063
"O75145_IDR_859_937",0.548678240823937
"O75146_IDR_1011_1053",0.500199901302489
"O75146_IDR_288_360",0.499800098697511
"O75150_IDR_111_177",0.356460644832855
"O75150_IDR_1_96",0.334750211221129
"O75161_IDR_453_563",1
"O75164_IDR_343_634",1
"O75167_IDR_1_502",1
"O75170_IDR_404_439",0.513318026712188
"O75170_IDR_525_966",0.486681973287812
"O75173_IDR_185_219",1
"O75175_IDR_214_607",1
"O75177_IDR_1_33",0.512612445262937
"O75177_IDR_41_396",0.487387554737063
"O75179_IDR_1_136",0.330695536370616
"O75179_IDR_1451_2427",0.322891093976458
"O75179_IDR_2471_2509",0.346413369652926
"O75182_IDR_1_36",0.315753204808917
"O75182_IDR_704_767",0.336081319836546
"O75182_IDR_92_300",0.348165475354537
"O75185_IDR_13_50",1
"O75190_IDR_233_326",1
"O75204_IDR_203_238",1
"O75208_IDR_1_95",1
"O75251_IDR_1_58",1
"O75355_IDR_1_43",1
"O75360_IDR_1_73",1
"O75362_IDR_1_202",0.501224977010065
"O75362_IDR_207_1048",0.498775022989935
"O75363_IDR_1_584",1
"O75364_IDR_157_302",0.502417194100838
"O75364_IDR_1_81",0.497582805899162
"O75367_IDR_117_178",1
"O75376_IDR_1_317",0.249059364071072
"O75376_IDR_319_418",0.262152409308433
"O75376_IDR_420_451",0.264871592933541
"O75376_IDR_483_2440",0.223916633686954
"O75379_IDR_1_57",1
"O75381_IDR_137_377",0.474476552691605
"O75381_IDR_71_108",0.525523447308395
"O75385_IDR_274_821",1
"O75386_IDR_1_183",1
"O75387_IDR_224_293",1
"O75388_IDR_1_36",1
"O75446_IDR_1_147",1
"O75448_IDR_825_891",1
"O75449_IDR_77_184",1
"O75459_IDR_1_146",1
"O75460_IDR_406_558",1
"O75461_IDR_1_61",0.485573171175827
"O75461_IDR_240_281",0.514426828824173
"O75462_IDR_1_32",1
"O75467_IDR_512_553",0.50051494933336
"O75467_IDR_55_197",0.49948505066664
"O75469_IDR_122_165",0.33147448038175
"O75469_IDR_1_36",0.328178923385272
"O75469_IDR_179_234",0.340346596232978
"O75473_IDR_845_895",1
"O75474_IDR_187_233",0.50336793111772
"O75474_IDR_49_147",0.49663206888228
"O75475_IDR_431_530",0.497511122878878
"O75475_IDR_89_347",0.502488877121122
"O75477_IDR_315_348",1
"O75486_IDR_247_278",1
"O75487_IDR_343_381",0.502285348890059
"O75563_IDR_223_295",0.51053663987406
"O75564_IDR_446_482",1
"O75569_IDR_1_31",1
"O75581_IDR_1404_1531",1
"O75582_IDR_734_802",1
"O75586_IDR_152_246",1
"O75592_IDR_2317_2347",0.124716591729211
"O75592_IDR_2555_2592",0.124052248416261
"O75592_IDR_2670_3153",0.122303646609498
"O75592_IDR_3187_3236",0.125990660888369
"O75592_IDR_3314_3386",0.126230824288971
"O75592_IDR_3479_3511",0.1279150189251
"O75592_IDR_87_131",0.125143593445973
"O75592_IDR_890_922",0.123647415696618
"O75593_IDR_121_277",0.490191683464867
"O75593_IDR_1_32",0.509808316535133
"O75603_IDR_160_210",1
"O75604_IDR_1_263",1
"O75607_IDR_144_178",1
"O75674_IDR_288_476",0.491994087490638
"O75676_IDR_722_772",1
"O75683_IDR_1_240",1
"O75688_IDR_373_479",1
"O75690_IDR_1_187",1
"O75691_IDR_1695_1763",0.247896166894922
"O75691_IDR_2572_2613",0.248031651739867
"O75691_IDR_2731_2785",0.253841276671162
"O75691_IDR_863_907",0.250230904694048
"O75712_IDR_220_270",1
"O75717_IDR_1068_1129",0.335387214622042
"O75717_IDR_308_427",0.336370693021417
"O75717_IDR_821_1017",0.328242092356541
"O75747_IDR_1_34",0.503957086131627
"O75747_IDR_174_224",0.496042913868373
"O75752_IDR_1_35",1
"O75762_IDR_1076_1119",1
"O75764_IDR_81_184",1
"O75781_IDR_1_328",0.495734934554568
"O75781_IDR_332_387",0.504265065445432
"O75864_IDR_462_568",0.329916880990035
"O75864_IDR_575_691",0.334090589671948
"O75871_IDR_188_218",1
"O75880_IDR_27_91",1
"O75881_IDR_1_40",1
"O75886_IDR_146_200",0.498592852400814
"O75886_IDR_369_525",0.501407147599186
"O75888_IDR_1_113",1
"O75896_IDR_1_37",1
"O75899_IDR_1_51",0.53777911771659
"O75899_IDR_752_941",0.46222088228341
"O75900_IDR_1_75",1
"O75901_IDR_119_265",0.487611958414222
"O75901_IDR_368_423",0.512388041585778
"O75907_IDR_1_63",1
"O75908_IDR_1_100",1
"O75909_IDR_262_580",1
"O75912_IDR_1_159",0.463573755023566
"O75912_IDR_859_925",0.536426244976434
"O75914_IDR_1_66",0.523611987047877
"O75962_IDR_1249_1285",0.212791249509004
"O75962_IDR_1606_1653",0.206883953289036
"O75962_IDR_1704_1968",0.194426038791626
"O75962_IDR_2288_2556",0.185032816111918
"O75969_IDR_162_279",0.198908459863504
"O75969_IDR_409_453",0.205762061531156
"O75969_IDR_456_514",0.216745691833621
"O75969_IDR_542_594",0.204297151394684
"O75969_IDR_605_750",0.174286635377034
"O75970_IDR_1247_1328",0.113295258259502
"O75970_IDR_1565_1611",0.109592359790757
"O75970_IDR_1811_1855",0.110510883975436
"O75970_IDR_340_371",0.113357745329655
"O75970_IDR_43_109",0.110857085121413
"O75970_IDR_466_525",0.111887722124218
"O75970_IDR_638_685",0.111580143718102
"O75970_IDR_857_951",0.108226874022561
"O75970_IDR_954_996",0.110691927658356
"O75971_IDR_1_98",1
"O75973_IDR_38_123",1
"O76050_IDR_452_489",0.348006472664805
"O76061_IDR_213_302",1
"O76064_IDR_135_300",1
"O76070_IDR_1_127",1
"O76074_IDR_63_144",1
"O76080_IDR_40_156",1
"O76081_IDR_31_71",0.536153834403313
"O76081_IDR_93_244",0.463846165596687
"O76082_IDR_527_557",1
"O76083_IDR_557_593",0.520941842724292
"O76083_IDR_68_239",0.479058157275708
"O76090_IDR_371_585",1
"O76093_IDR_1_49",1
"O76094_IDR_523_671",1
"O76096_IDR_1_33",1
"O94759_IDR_1202_1237",0.336070918891087
"O94759_IDR_1_57",0.330804686371825
"O94759_IDR_581_613",0.333124394737088
"O94761_IDR_359_448",0.322288430783727
"O94761_IDR_49_351",0.329222462070552
"O94810_IDR_425_467",1
"O94811_IDR_1_46",1
"O94812_IDR_1_83",1
"O94817_IDR_1_51",1
"O94818_IDR_162_600",1
"O94819_IDR_1_139",1
"O94823_IDR_1339_1461",0.509192116367728
"O94823_IDR_458_712",0.490807883632272
"O94826_IDR_1_33",0.492678308608194
"O94826_IDR_64_107",0.507321691391806
"O94830_IDR_1_32",0.329717678797128
"O94830_IDR_433_477",0.331828385718374
"O94830_IDR_603_647",0.338453935484497
"O94842_IDR_1_232",0.471429741732888
"O94880_IDR_589_620",0.205311441008833
"O94880_IDR_692_754",0.20095090417491
"O94880_IDR_756_867",0.200905768097166
"O94885_IDR_1_35",0.171963747705897
"O94885_IDR_229_344",0.163931064525179
"O94885_IDR_358_547",0.156414917416011
"O94885_IDR_697_728",0.17426311005104
"O94885_IDR_730_1088",0.16860471182025
"O94885_IDR_88_177",0.164822448481622
"O94886_IDR_686_807",1
"O94887_IDR_1_39",0.339831649300812
"O94887_IDR_359_498",0.324108223312137
"O94887_IDR_858_903",0.336060127387052
"O94888_IDR_265_401",1
"O94892_IDR_53_206",1
"O94898_IDR_833_1065",1
"O94900_IDR_303_491",0.327087061854601
"O94900_IDR_46_263",0.332537003914641
"O94900_IDR_8_41",0.340375934230758
"O94906_IDR_1_121",1
"O94907_IDR_143_186",0.533036203300308
"O94907_IDR_23_79",0.466963796699692
"O94910_IDR_1114_1434",0.503182008145696
"O94910_IDR_400_472",0.496817991854304
"O94911_IDR_757_792",1
"O94913_IDR_139_1008",0.240691282314084
"O94925_IDR_38_134",1
"O94929_IDR_264_295",0.517587209574783
"O94929_IDR_298_593",0.482412790425217
"O94933_IDR_293_347",0.364216565823154
"O94933_IDR_613_659",0.307757316185902
"O94933_IDR_682_856",0.328026117990944
"O94966_IDR_1_112",0.178709760154731
"O94941_IDR_219_250",0.511240053691616
"O94941_IDR_339_480",0.488759946308384
"O94955_IDR_201_238",1
"O94966_IDR_1216_1281",0.206727985813239
"O94966_IDR_203_274",0.206208770868132
"O94966_IDR_399_488",0.207910030533493
"O94966_IDR_874_983",0.200443452630405
"O94967_IDR_278_481",1
"O94972_IDR_443_622",0.477248992464853
"O94972_IDR_624_943",0.522751007535147
"O94973_IDR_616_695",1
"O94979_IDR_512_558",0.328153118954305
"O94979_IDR_792_858",0.345133388479707
"O94979_IDR_881_1111",0.326713492565987
"O94983_IDR_1119_1202",0.204116637864989
"O94983_IDR_212_305",0.17946282604819
"O94983_IDR_392_435",0.205846820354683
"O94983_IDR_447_490",0.207040706030924
"O94983_IDR_814_1022",0.203533009701215
"O94985_IDR_819_902",0.499823148400455
"O95025_IDR_1_38",0.505997672162285
"O95025_IDR_737_777",0.494002327837715
"O95049_IDR_279_374",0.248183562599405
"O95049_IDR_558_590",0.255865503300625
"O95049_IDR_774_919",0.250065930956958
"O95049_IDR_94_189",0.245885003143012
"O95067_IDR_1_109",1
"O95069_IDR_1_53",0.48013450716278
"O95069_IDR_333_398",0.51986549283722
"O95070_IDR_1_48",1
"O95071_IDR_1517_1745",0.0988633622163836
"O95071_IDR_1749_1779",0.102603225426827
"O95071_IDR_1860_1911",0.101551013461674
"O95071_IDR_1965_2021",0.103300377215445
"O95071_IDR_2027_2174",0.101452894178591
"O95071_IDR_2318_2364",0.101801390569911
"O95071_IDR_2454_2499",0.10152814575231
"O95071_IDR_583_645",0.101278657250839
"O95071_IDR_81_159",0.0862355333216426
"O95071_IDR_936_1074",0.101385400606378
"O95155_IDR_1_152",0.495444758409448
"O95155_IDR_218_393",0.504555241590552
"O95156_IDR_1_70",1
"O95157_IDR_23_59",1
"O95158_IDR_170_228",0.49341892328723
"O95158_IDR_20_58",0.50658107671277
"O95159_IDR_88_296",1
"O95163_IDR_1151_1209",1
"O95170_IDR_181_257",1
"O95171_IDR_1_612",1
"O95178_IDR_1_37",1
"O95180_IDR_1020_1212",0.162939791836876
"O95180_IDR_1564_1595",0.170516928472685
"O95180_IDR_1_68",0.15647412542188
"O95180_IDR_1867_2353",0.183353925146816
"O95180_IDR_424_459",0.169959352716245
"O95180_IDR_483_771",0.156755876405499
"O95183_IDR_78_116",1
"O95185_IDR_1_48",1
"O95196_IDR_1_355",0.578509106714776
"O95235_IDR_702_890",0.261297929786657
"O95238_IDR_70_118",0.499531791431014
"O95239_IDR_426_558",0.336548434822345
"O95239_IDR_656_820",0.328132206207673
"O95239_IDR_918_1232",0.335319358969982
"O95243_IDR_149_434",0.494122628620229
"O95243_IDR_1_82",0.505877371379771
"O95248_IDR_1059_1113",0.154553394137788
"O95248_IDR_1284_1318",0.171382858922798
"O95248_IDR_1683_1713",0.167912378046254
"O95248_IDR_1718_1764",0.165835815603083
"O95248_IDR_778_819",0.169292555626344
"O95248_IDR_91_121",0.171022997663733
"O95249_IDR_118_163",0.503232339834244
"O95249_IDR_31_74",0.496767660165756
"O95251_IDR_1_206",0.492579528207212
"O95251_IDR_208_332",0.507420471792787
"O95255_IDR_263_294",0.504008440709271
"O95255_IDR_856_922",0.495991559290729
"O95256_IDR_565_599",1
"O95343_IDR_257_332",0.507111643267487
"O95359_IDR_1_2742",1
"O95365_IDR_132_355",0.519377082385882
"O95365_IDR_487_584",0.480622917614118
"O95373_IDR_881_913",0.497247122719717
"O95373_IDR_917_948",0.502752877280283
"O95376_IDR_1_53",1
"O95377_IDR_219_273",1
"O95382_IDR_1124_1162",0.352366507844137
"O95382_IDR_1_41",0.297879854510818
"O95382_IDR_908_996",0.349753637645046
"O95389_IDR_1_43",1
"O95390_IDR_1_61",1
"O95391_IDR_1_32",0.339075754572842
"O95391_IDR_200_257",0.33573235595728
"O95391_IDR_465_560",0.325191889469878
"O95393_IDR_1_49",0.56467207794295
"O95393_IDR_276_319",0.43532792205705
"O95395_IDR_1_48",1
"O95398_IDR_860_892",1
"O95433_IDR_165_201",1
"O95436_IDR_1_81",0.494427500739658
"O95436_IDR_634_690",0.505572499260342
"O95447_IDR_1_670",1
"O95450_IDR_1096_1211",0.329564468515554
"O95450_IDR_1_52",0.348264259328797
"O95450_IDR_217_263",0.322171272155649
"O95452_IDR_223_261",1
"O95453_IDR_520_629",1
"O95456_IDR_8_59",1
"O95461_IDR_86_129",1
"O95466_IDR_1012_1062",0.38179013650138
"O95466_IDR_168_222",0.305489072077226
"O95466_IDR_446_635",0.312720791421394
"O95473_IDR_193_234",1
"O95475_IDR_179_246",1
"O95477_IDR_1136_1174",0.329723462349179
"O95477_IDR_1255_1314",0.323936921840965
"O95477_IDR_2226_2261",0.346339615809856
"O95478_IDR_18_91",1
"O95551_IDR_52_110",1
"O95567_IDR_258_290",0.512438655045953
"O95567_IDR_87_163",0.487561344954047
"O95568_IDR_8_98",1
"O95573_IDR_1_43",1
"O95600_IDR_1_269",1
"O95602_IDR_1362_1494",0.482478781573796
"O95602_IDR_208_249",0.517521218426204
"O95613_IDR_1_266",0.198527136307788
"O95613_IDR_1384_2557",0.194184717297971
"O95613_IDR_2815_3128",0.192957737954906
"O95613_IDR_321_1256",0.214972373619523
"O95613_IDR_3222_3296",0.199358034819811
"O95622_IDR_1_204",0.498913128779481
"O95622_IDR_649_711",0.501086871220519
"O95625_IDR_124_174",0.333067823745723
"O95625_IDR_320_364",0.33846085160511
"O95625_IDR_369_649",0.328471324649167
"O95628_IDR_217_575",1
"O95630_IDR_172_247",1
"O95639_IDR_159_244",1
"O95644_IDR_134_371",0.467354046343835
"O95644_IDR_702_912",0.532645953656165
"O95665_IDR_379_410",1
"O95671_IDR_218_279",1
"O95674_IDR_1_63",1
"O95677_IDR_1_138",0.495781131316615
"O95677_IDR_289_366",0.504218868683385
"O95678_IDR_27_62",0.483157256251596
"O95678_IDR_479_551",0.516842743748404
"O95714_IDR_2417_2458",0.20168569091854
"O95714_IDR_2509_2547",0.202288128328077
"O95714_IDR_3410_3529",0.196862329270814
"O95721_IDR_1_213",0.469713803899244
"O95721_IDR_215_258",0.530286196100756
"O95727_IDR_220_304",0.336332846859843
"O95727_IDR_314_360",0.326288354287285
"O95727_IDR_363_393",0.337378798852872
"O95747_IDR_340_445",1
"O95750_IDR_174_216",1
"O95751_IDR_1_50",1
"O95754_IDR_1_34",0.572241248439292
"O95754_IDR_688_739",0.427758751560708
"O95757_IDR_503_575",0.484274450816576
"O95757_IDR_788_839",0.515725549183424
"O95758_IDR_1_54",1
"O95759_IDR_1031_1076",1
"O95760_IDR_1_33",1
"O95772_IDR_1_46",1
"O95782_IDR_616_734",1
"O95786_IDR_191_239",1
"O95789_IDR_379_422",0.500208374517797
"O95789_IDR_599_737",0.499791625482203
"O95793_IDR_387_480",0.465532810110706
"O95793_IDR_9_69",0.534467189889294
"O95800_IDR_1_38",0.329184698578716
"O95800_IDR_234_327",0.342875330604724
"O95800_IDR_402_540",0.32793997081656
"O95803_IDR_1_74",1
"O95835_IDR_1088_1128",0.34827443602971
"O95835_IDR_1_137",0.349406773020511
"O95835_IDR_140_633",0.302318790949779
"O95838_IDR_1_41",0.516419716583777
"O95838_IDR_463_553",0.483580283416223
"O95841_IDR_1_45",0.556334067238588
"O95841_IDR_204_270",0.443665932761412
"O95859_IDR_252_299",1
"O95863_IDR_10_150",1
"O95866_IDR_168_210",1
"O95872_IDR_51_100",1
"O95873_IDR_1_167",0.499776869162816
"O95873_IDR_264_294",0.500223130837184
"O95876_IDR_632_734",1
"O95881_IDR_1_32",1
"O95886_IDR_1_790",0.488059064179275
"O95886_IDR_905_965",0.511940935820725
"O95897_IDR_124_169",1
"O95900_IDR_299_331",1
"O95905_IDR_431_487",0.506745216271604
"O95983_IDR_250_291",0.494106978774012
"O95983_IDR_52_108",0.505893021225988
"O95985_IDR_817_862",1
"O95990_IDR_77_122",1
"O95994_IDR_1_41",1
"O95995_IDR_1_31",1
"O95996_IDR_189_273",0.339684315997892
"O95996_IDR_698_2303",0.305279360834036
"O95996_IDR_79_128",0.355036323168072
"O95997_IDR_10_110",1
"O95999_IDR_108_233",1
"O96001_IDR_1_155",1
"O96004_IDR_1_104",0.506090146795121
"O96004_IDR_155_201",0.493909853204879
"O96005_IDR_1_87",0.500664953831207
"O96005_IDR_597_669",0.499335046168793
"O96006_IDR_509_540",1
"O96008_IDR_1_74",1
"O96013_IDR_73_297",1
"O96017_IDR_1_89",0.479027245972954
"P01034_IDR_1_33",1
"P01042_IDR_373_586",1
"P01100_IDR_1_380",1
"P01106_IDR_25_360",1
"P01127_IDR_184_241",0.500895398883237
"P01127_IDR_53_86",0.499104601116763
"P01130_IDR_717_762",1
"P01135_IDR_127_160",0.464885499971329
"P01135_IDR_1_37",0.535114500028671
"P01138_IDR_1_70",0.505453621010064
"P01138_IDR_91_126",0.494546378989936
"P01178_IDR_1_41",1
"P01189_IDR_1_220",1
"P01210_IDR_1_32",0.515431559088823
"P01210_IDR_72_203",0.484568440911177
"P01213_IDR_1_61",0.510476610136205
"P01213_IDR_70_211",0.489523389863795
"P01258_IDR_57_141",1
"P01266_IDR_2730_2768",1
"P01270_IDR_62_115",1
"P02533_IDR_422_452",0.495277422739774
"P02538_IDR_1_61",0.500103626797476
"P02538_IDR_493_564",0.499896373202524
"P02545_IDR_386_429",1
"P02649_IDR_1_39",1
"P02655_IDR_1_33",1
"P02671_IDR_181_257",0.510104932251475
"P02671_IDR_263_626",0.489895067748525
"P02675_IDR_29_94",1
"P02686_IDR_1_76",0.247105265462186
"P02686_IDR_180_217",0.252313913243277
"P02686_IDR_251_287",0.250005010364089
"P02686_IDR_98_178",0.250575810930449
"P02730_IDR_1_52",0.336953859492198
"P02730_IDR_161_214",0.326477871276831
"P02730_IDR_338_371",0.336568269230971
"P02745_IDR_1_111",1
"P02747_IDR_1_116",1
"P02765_IDR_254_364",1
"P02775_IDR_1_57",1
"P04150_IDR_478_523",0.523385334051843
"P04156_IDR_1_137",1
"P04181_IDR_1_37",1
"P04183_IDR_193_234",1
"P04196_IDR_249_449",1
"P04198_IDR_1_388",1
"P04233_IDR_1_44",0.328498860977648
"P04233_IDR_263_296",0.334973718560062
"P04233_IDR_86_136",0.33652742046229
"P04234_IDR_129_171",1
"P04259_IDR_1_61",0.499042288813465
"P04259_IDR_493_564",0.500957711186535
"P04264_IDR_1_61",0.494668323100992
"P04264_IDR_509_644",0.505331676899008
"P04279_IDR_1_462",1
"P04553_IDR_1_51",1
"P04554_IDR_1_102",1
"P04626_IDR_998_1179",1
"P04632_IDR_1_93",1
"P04637_IDR_56_89",0.334095023771926
"P05155_IDR_17_136",1
"P05187_IDR_499_535",1
"P05204_IDR_1_90",1
"P05231_IDR_1_45",1
"P05305_IDR_126_212",0.327817315402096
"P05305_IDR_1_52",0.338496991690632
"P05305_IDR_84_118",0.333685692907271
"P05386_IDR_64_112",1
"P05387_IDR_59_115",1
"P05388_IDR_277_312",1
"P05408_IDR_1_212",1
"P05412_IDR_1_266",1
"P05423_IDR_1_247",0.493779128883744
"P05423_IDR_278_310",0.506220871116256
"P05452_IDR_1_39",1
"P05455_IDR_194_225",0.51059155624777
"P05455_IDR_325_408",0.48940844375223
"P05496_IDR_1_59",1
"P05543_IDR_1_38",1
"P05546_IDR_1_118",1
"P05771_IDR_294_333",1
"P05783_IDR_1_33",1
"P05787_IDR_1_50",1
"P05814_IDR_1_226",1
"P05976_IDR_1_37",1
"P05997_IDR_1_60",0.537305636995602
"P05997_IDR_79_1263",0.462694363004398
"P06028_IDR_13_50",1
"P06127_IDR_432_495",1
"P06213_IDR_1309_1382",0.532205718706302
"P06213_IDR_743_793",0.467794281293699
"P06239_IDR_1_61",1
"P06241_IDR_1_75",1
"P06307_IDR_1_97",1
"P06396_IDR_1_51",1
"P06400_IDR_1_52",0.339201592520448
"P06400_IDR_580_644",0.334202603906697
"P06400_IDR_855_928",0.326595803572856
"P06401_IDR_1_463",0.304576653685631
"P06401_IDR_474_505",0.351172504682987
"P06401_IDR_636_674",0.344250841631382
"P06454_IDR_1_111",1
"P06576_IDR_1_59",1
"P06729_IDR_236_351",1
"P06730_IDR_1_33",1
"P06734_IDR_1_47",0.516570868740489
"P06734_IDR_289_321",0.483429131259511
"P06748_IDR_121_243",1
"P06850_IDR_1_60",0.5292070708382
"P06850_IDR_80_157",0.470792929161801
"P07305_IDR_96_194",1
"P07306_IDR_1_62",1
"P07307_IDR_1_85",1
"P07332_IDR_386_426",1
"P07333_IDR_686_746",0.487869324741561
"P07333_IDR_927_961",0.512130675258439
"P07357_IDR_1_32",1
"P07359_IDR_285_506",0.498316527317577
"P07359_IDR_533_573",0.501683472682423
"P07360_IDR_1_31",1
"P07438_IDR_1_36",1
"P07476_IDR_1_585",1
"P07492_IDR_1_72",0.512991675372426
"P07492_IDR_91_148",0.487008324627574
"P07498_IDR_1_47",0.508280074427503
"P07498_IDR_72_182",0.491719925572497
"P07550_IDR_348_413",1
"P07766_IDR_154_187",1
"P07814_IDR_708_748",0.539963518989886
"P07814_IDR_954_1019",0.460036481010114
"P07900_IDR_226_279",0.49591753025348
"P07900_IDR_699_732",0.50408246974652
"P07910_IDR_87_306",1
"P07947_IDR_1_88",1
"P07948_IDR_1_63",1
"P07949_IDR_661_704",1
"P07954_IDR_1_49",1
"P07988_IDR_147_199",1
"P07992_IDR_1_96",1
"P08034_IDR_222_283",1
"P08138_IDR_274_328",0.4954536400413
"P08151_IDR_1_270",0.340823493476005
"P08151_IDR_294_332",0.356584093145379
"P08151_IDR_334_1106",0.302592413378616
"P08172_IDR_218_383",1
"P08173_IDR_228_396",1
"P08174_IDR_325_360",1
"P08183_IDR_1_31",0.506202081862461
"P08183_IDR_632_691",0.493797918137539
"P08195_IDR_1_146",1
"P08235_IDR_1_450",0.47787982610372
"P08235_IDR_671_731",0.52212017389628
"P08238_IDR_222_271",0.498026048483872
"P08238_IDR_691_724",0.501973951516128
"P08240_IDR_128_320",1
"P08247_IDR_230_313",1
"P08253_IDR_1_31",1
"P08473_IDR_1_48",1
"P08476_IDR_1_49",0.557667543145783
"P08476_IDR_259_316",0.442332456854217
"P08514_IDR_872_903",1
"P08567_IDR_107_149",1
"P08572_IDR_1_1474",1
"P08574_IDR_1_83",1
"P08575_IDR_1238_1306",0.509519376757857
"P08575_IDR_27_225",0.490480623242143
"P08579_IDR_97_145",1
"P08590_IDR_1_36",1
"P08620_IDR_1_74",1
"P08621_IDR_194_437",1
"P08779_IDR_1_94",0.506094518006161
"P08779_IDR_424_473",0.493905481993839
"P08833_IDR_101_171",1
"P08887_IDR_316_456",1
"P08908_IDR_228_339",1
"P08912_IDR_228_435",1
"P08922_IDR_2281_2317",1
"P08F94_IDR_3885_3993",0.490954682813972
"P08F94_IDR_4026_4059",0.509045317186028
"P09012_IDR_100_202",1
"P09016_IDR_210_255",0.507974240493558
"P09016_IDR_9_130",0.492025759506442
"P09017_IDR_1_171",0.53193470423488
"P09017_IDR_212_264",0.46806529576512
"P09038_IDR_1_133",1
"P09067_IDR_1_201",1
"P09086_IDR_1_200",0.317928779020071
"P09086_IDR_270_300",0.345636521437867
"P09086_IDR_351_479",0.336434699542062
"P09110_IDR_1_32",1
"P09131_IDR_14_55",1
"P09172_IDR_1_41",1
"P09234_IDR_51_159",1
"P09327_IDR_732_763",1
"P09341_IDR_1_36",1
"P09429_IDR_166_215",1
"P09430_IDR_1_55",1
"P09486_IDR_12_65",1
"P09496_IDR_1_106",1
"P09497_IDR_1_98",0.494549934867319
"P09681_IDR_1_54",0.502778865705324
"P09681_IDR_83_124",0.497221134294676
"P09683_IDR_1_31",1
"P09693_IDR_140_182",1
"P09769_IDR_1_69",1
"P09874_IDR_202_232",0.331547492181
"P09874_IDR_352_387",0.339147355333765
"P09874_IDR_483_521",0.329305152485235
"P09884_IDR_1_65",0.510440519130223
"P09884_IDR_90_330",0.489559480869777
"P09912_IDR_1_56",0.502813148075523
"P09912_IDR_91_130",0.497186851924477
"P0C025_IDR_297_328",1
"P0C0L5_IDR_1424_1461",1
"P0C1S8_IDR_1_202",0.49740249860557
"P0C1S8_IDR_517_567",0.50259750139443
"P0C1Z6_IDR_1_214",1
"P0C221_IDR_1_34",0.506169188409381
"P0C221_IDR_741_793",0.493830811590619
"P0C263_IDR_1_46",1
"P0C264_IDR_311_359",1
"P0C2L3_IDR_1_122",0.495223704373556
"P0C2L3_IDR_125_166",0.504776295626444
"P0C2W1_IDR_1_36",1
"P0C2W7_IDR_1_110",0.484849502119704
"P0C2W7_IDR_149_299",0.515150497880296
"P0C5Y4_IDR_1_121",1
"P0C671_IDR_1_533",1
"P0C6A0_IDR_1_204",1
"P0C7I6_IDR_239_297",0.33166750515306
"P0C7I6_IDR_42_90",0.33652457262738
"P0C7M4_IDR_1_136",1
"P0C7M8_IDR_1_88",1
"P0C7N4_IDR_150_181",0.504406601521288
"P0C7N4_IDR_184_270",0.495593398478712
"P0C7P1_IDR_69_496",1
"P0C7Q5_IDR_1_45",1
"P0C7Q6_IDR_1_44",1
"P0C7T5_IDR_1_463",0.46026367437278
"P0C7T5_IDR_586_666",0.53973632562722
"P0C7T8_IDR_168_217",1
"P0C7U0_IDR_264_302",0.26882348329209
"P0C7U0_IDR_473_527",0.24081236605713
"P0C7U0_IDR_529_571",0.261605181939078
"P0C7U0_IDR_577_749",0.228758968711703
"P0C7U3_IDR_277_371",1
"P0C7V6_IDR_1_33",0.34155510884731
"P0CG12_IDR_1_524",1
"P0CG20_IDR_1_571",1
"P0CG23_IDR_1_540",0.463318896905836
"P0CG23_IDR_604_659",0.536681103094164
"P0CG32_IDR_225_344",1
"P0CG33_IDR_1_693",1
"P0CG36_IDR_26_64",1
"P0CG37_IDR_24_64",1
"P0CG40_IDR_1_151",0.321938399500201
"P0CG40_IDR_195_330",0.318755698158963
"P0CG40_IDR_396_484",0.359305902340836
"P0CH99_IDR_60_171",1
"P0CI00_IDR_60_171",1
"P0CI01_IDR_1_187",1
"P0CJ78_IDR_1_343",1
"P0DJD1_IDR_979_1024",1
"P0DJD3_IDR_69_496",1
"P0DJG4_IDR_1_378",1
"Q7RTS3_IDR_1_165",1
"Q7RTS6_IDR_430_479",1
"Q7RTS7_IDR_470_529",1
"Q7RTT5_IDR_73_176",1
"Q7RTT9_IDR_1_60",0.49175882691902
"Q7RTT9_IDR_286_333",0.50824117308098
"Q7RTU0_IDR_134_167",0.49865896137178
"Q7RTU0_IDR_1_56",0.50134103862822
"Q7RTU1_IDR_166_214",0.517961448934053
