"","GO0007018_microtubule_based_movement"
"Q99593_IDR_433_485",0.329265077735613
"Q99594_IDR_100_134",0.510237544195381
"Q99594_IDR_1_31",0.489762455804619
"Q99595_IDR_139_171",1
"Q99598_IDR_1_32",1
"Q99607_IDR_139_205",0.256584918877489
"Q99607_IDR_302_520",0.244536289512657
"Q99607_IDR_526_582",0.251389339529166
"Q99607_IDR_586_663",0.247489452080689
"Q99608_IDR_1_93",1
"Q99612_IDR_52_195",1
"Q99613_IDR_1_46",0.334204520689326
"Q99613_IDR_162_313",0.371050666679569
"Q99613_IDR_879_913",0.294744812631104
"Q99614_IDR_1_113",1
"Q99618_IDR_1_268",1
"Q99624_IDR_1_58",1
"Q99678_IDR_1_31",0.500163792229932
"Q99678_IDR_314_358",0.499836207770068
"Q99680_IDR_1_35",0.495880835994935
"Q99680_IDR_245_307",0.504119164005064
"Q99683_IDR_1179_1243",0.254883926541126
"Q99683_IDR_1278_1308",0.268372616499989
"Q99683_IDR_32_87",0.212104307225802
"Q99683_IDR_939_1039",0.264639149733083
"Q99684_IDR_1_241",1
"Q99687_IDR_118_161",0.33764642602316
"Q99687_IDR_1_61",0.329529512022365
"Q99687_IDR_163_277",0.332824061954475
"Q99689_IDR_1_73",0.313905737593105
"Q99689_IDR_257_314",0.31475165421693
"Q99689_IDR_75_223",0.371342608189964
"Q99697_IDR_1_91",1
"Q99698_IDR_1006_1096",0.175142054645321
"Q99698_IDR_109_226",0.180028536672603
"Q99698_IDR_831_867",0.157186304054282
"Q99748_IDR_24_100",1
"Q99750_IDR_1_160",1
"Q99755_IDR_1_73",0.480701293386669
"Q99755_IDR_456_562",0.519298706613331
"Q99757_IDR_1_41",1
"Q99758_IDR_848_891",1
"Q99759_IDR_122_203",0.481268484989902
"Q99759_IDR_208_358",0.518731515010098
"Q99767_IDR_1_350",0.524094618118759
"Q99767_IDR_392_423",0.475905381881241
"Q99788_IDR_340_373",1
"Q99795_IDR_262_319",1
"Q99797_IDR_1_33",1
"Q99801_IDR_1_33",0.498365219374783
"Q99801_IDR_37_129",0.501634780625217
"Q99807_IDR_1_39",1
"Q99808_IDR_240_278",1
"Q99811_IDR_1_122",0.515254134065431
"Q99811_IDR_125_253",0.484745865934569
"Q99814_IDR_359_808",1
"Q99816_IDR_144_231",1
"Q99835_IDR_1_63",0.459200935252557
"Q99835_IDR_555_769",0.540799064747443
"Q99848_IDR_144_306",1
"Q99853_IDR_93_325",1
"Q99856_IDR_1_224",0.389305896693776
"Q99856_IDR_377_515",0.32670977181349
"Q99856_IDR_539_593",0.283984331492734
"Q99865_IDR_1_48",1
"Q99873_IDR_1_49",1
"Q99879_IDR_1_36",1
"Q99880_IDR_1_35",1
"Q99884_IDR_1_37",1
"Q99909_IDR_72_176",1
"Q99928_IDR_1_37",0.532058868704631
"Q99928_IDR_344_397",0.467941131295369
"Q99929_IDR_111_175",0.495247853247005
"Q99929_IDR_1_57",0.504752146752995
"Q99932_IDR_1_485",1
"Q99933_IDR_1_140",1
"Q99967_IDR_1_214",1
"Q99973_IDR_54_235",1
"Q99983_IDR_1_40",0.481753632689802
"Q99983_IDR_386_421",0.518246367310198
"Q99985_IDR_714_751",1
"Q99986_IDR_345_396",1
"Q99988_IDR_1_39",1
"Q99990_IDR_50_258",1
"Q99996_IDR_1_277",0.116719726567478
"Q99996_IDR_2066_2110",0.0870164928722683
"Q99996_IDR_2121_3131",0.256994984243173
"Q99996_IDR_3199_3693",0.226869468681267
"Q99996_IDR_3800_3868",0.0782533063172617
"Q99996_IDR_751_1844",0.234146021318553
"Q99999_IDR_1_70",1
"Q9BPU6_IDR_502_549",1
"Q9BPV8_IDR_1_35",1
"Q9BPW5_IDR_206_248",1
"Q9BPW8_IDR_1_40",1
"Q9BPX3_IDR_899_1015",1
"Q9BQ70_IDR_1_145",1
"Q9BQ75_IDR_11_89",1
"Q9BQ87_IDR_94_156",1
"Q9BQ89_IDR_1_264",1
"Q9BQ95_IDR_1_67",1
"Q9BQA5_IDR_404_460",0.521830056050375
"Q9BQA5_IDR_486_517",0.478169943949625
"Q9BQB4_IDR_171_213",0.521405657534512
"Q9BQB4_IDR_41_74",0.478594342465488
"Q9BQD7_IDR_202_235",1
"Q9BQE6_IDR_1_179",0.5596958866535
"Q9BQE6_IDR_196_289",0.4403041133465
"Q9BQE9_IDR_54_202",1
"Q9BQF6_IDR_1_441",0.289916756843226
"Q9BQF6_IDR_443_515",0.247226616241933
"Q9BQF6_IDR_686_733",0.229793770255555
"Q9BQF6_IDR_876_928",0.233062856659286
"Q9BQG0_IDR_1145_1328",0.427191268786061
"Q9BQG0_IDR_696_755",0.572808731213939
"Q9BQG1_IDR_88_297",1
"Q9BQS8_IDR_1231_1331",0.220390072377065
"Q9BQS8_IDR_340_405",0.273036897757172
"Q9BQS8_IDR_549_601",0.226815070047083
"Q9BQT9_IDR_805_892",0.485308588387023
"Q9BQT9_IDR_912_956",0.514691411612977
"Q9BQW3_IDR_386_438",0.514023091358911
"Q9BQW3_IDR_442_602",0.485976908641089
"Q9BQY4_IDR_1_137",1
"Q9BQY9_IDR_1_259",1
"Q9BR10_IDR_1_38",1
"Q9BR39_IDR_229_277",0.352326333789406
"Q9BR39_IDR_383_416",0.322019795302529
"Q9BR39_IDR_425_671",0.325653870908065
"Q9BR61_IDR_1_38",1
"Q9BR76_IDR_399_451",1
"Q9BR77_IDR_1_48",0.386708759997481
"Q9BR77_IDR_86_225",0.613291240002519
"Q9BR84_IDR_30_90",1
"Q9BRA0_IDR_1_38",1
"Q9BRC7_IDR_440_485",1
"Q9BRQ6_IDR_1_143",1
"Q9BRR0_IDR_129_313",1
"Q9BRR3_IDR_1_35",1
"Q9BRR8_IDR_166_348",0.160207309299484
"Q9BRR8_IDR_353_504",0.174221007803925
"Q9BRR8_IDR_570_612",0.164542576801317
"Q9BRR8_IDR_621_756",0.171184896116255
"Q9BRR8_IDR_68_156",0.157285395521401
"Q9BRR8_IDR_759_914",0.172558814457617
"Q9BRR9_IDR_113_210",0.311520954115226
"Q9BRR9_IDR_248_325",0.327192610454628
"Q9BRR9_IDR_444_508",0.361286435430145
"Q9BRS2_IDR_1_110",0.482141048843712
"Q9BRS2_IDR_451_568",0.517858951156288
"Q9BRS8_IDR_1_84",0.463829187699632
"Q9BRS8_IDR_294_462",0.536170812300368
"Q9BRT6_IDR_1_129",1
"Q9BRT8_IDR_1_38",1
"Q9BRU2_IDR_1_47",1
"Q9BSF0_IDR_1_53",1
"Q9BSF8_IDR_1_162",0.480754121160672
"Q9BSF8_IDR_434_475",0.519245878839328
"Q9BSG5_IDR_188_229",1
"Q9BSH4_IDR_7_44",1
"Q9BSI4_IDR_193_381",1
"Q9BSJ2_IDR_100_173",0.333027949295467
"Q9BSJ2_IDR_773_812",0.360673587965164
"Q9BSJ2_IDR_870_902",0.306298462739369
"Q9BSJ5_IDR_1_454",1
"Q9BSJ6_IDR_1_248",1
"Q9BSJ8_IDR_1_62",0.323784816558086
"Q9BT76_IDR_260_294",1
"Q9BT81_IDR_1_374",1
"Q9BT88_IDR_1_155",1
"Q9BTA9_IDR_1_554",1
"Q9BTC0_IDR_1201_2240",0.256581020786275
"Q9BTC0_IDR_1_262",0.290875203640626
"Q9BTC0_IDR_323_668",0.21790382196219
"Q9BTC0_IDR_765_1046",0.234639953610909
"Q9BTC8_IDR_325_373",0.327109465014305
"Q9BTC8_IDR_419_482",0.337795728190788
"Q9BTC8_IDR_540_590",0.335094806794907
"Q9BTD3_IDR_273_319",1
"Q9BTD8_IDR_1_355",1
"Q9BUA3_IDR_140_264",0.347178649206406
"Q9BUA3_IDR_20_66",0.331028094005636
"Q9BUA3_IDR_274_315",0.321793256787959
"Q9BUA6_IDR_1_43",1
"Q9BUB4_IDR_153_251",1
"Q9BUB5_IDR_1_39",0.493980982213918
"Q9BUB5_IDR_377_465",0.506019017786082
"Q9BUB7_IDR_1_71",1
"Q9BUF7_IDR_83_120",1
"Q9BUG6_IDR_1_38",0.453556408168041
"Q9BUG6_IDR_141_351",0.546443591831959
"Q9BUH6_IDR_142_204",1
"Q9BUH8_IDR_1_129",0.494526807934056
"Q9BUH8_IDR_134_593",0.505473192065944
"Q9BV73_IDR_1084_1412",0.227492971493313
"Q9BV73_IDR_1_513",0.233154224911223
"Q9BV73_IDR_1790_1980",0.222408730622445
"Q9BV73_IDR_2019_2442",0.316944072973018
"Q9BV79_IDR_1_39",1
"Q9BV87_IDR_256_359",1
"Q9BV94_IDR_505_553",1
"Q9BV97_IDR_79_191",1
"Q9BVA0_IDR_313_488",1
"Q9BVA6_IDR_1_79",1
"Q9BVV6_IDR_1452_1482",0.162448351206676
"Q9BVV7_IDR_1_105",1
"Q9BVV8_IDR_1_132",1
"Q9BVW5_IDR_150_301",0.553256188852336
"Q9BVW5_IDR_1_66",0.446743811147664
"Q9BVW6_IDR_49_85",1
"Q9BVX2_IDR_1_32",1
"Q9BW04_IDR_1_567",1
"Q9BW11_IDR_112_204",0.511823122761211
"Q9BW11_IDR_20_74",0.488176877238789
"Q9BWU0_IDR_1_149",0.211972464694977
"Q9BWU0_IDR_279_358",0.271495601691072
"Q9BWU0_IDR_444_537",0.245803565080362
"Q9BWU0_IDR_584_765",0.270728368533588
"Q9BWU1_IDR_355_502",1
"Q9BWV1_IDR_420_469",0.339895468576576
"Q9BWV1_IDR_811_855",0.353311821059015
"Q9BWV1_IDR_877_1114",0.30679271036441
"Q9BWV3_IDR_483_514",1
"Q9BWV7_IDR_1_81",0.509490278761953
"Q9BX68_IDR_1_50",1
"Q9BX69_IDR_796_1037",0.392796985368764
"Q9BX69_IDR_90_279",0.607203014631236
"Q9BX70_IDR_1_93",1
"Q9BX73_IDR_1_60",1
"Q9BX79_IDR_595_631",1
"Q9BX82_IDR_68_167",1
"Q9BX84_IDR_1231_1274",0.138293005342226
"Q9BX84_IDR_1285_1456",0.143366773854663
"Q9BX84_IDR_1459_1598",0.138640129217117
"Q9BX84_IDR_1665_1695",0.145044019392329
"Q9BX84_IDR_1983_2022",0.142259650921871
"Q9BX84_IDR_544_600",0.152089120163788
"Q9BX84_IDR_772_820",0.140307301108006
"Q9BX95_IDR_33_117",1
"Q9BX97_IDR_374_442",1
"Q9BXA7_IDR_275_367",1
"Q9BXA9_IDR_1246_1286",0.318516279736237
"Q9BXA9_IDR_1_80",0.322209618980652
"Q9BXA9_IDR_83_1121",0.359274101283112
"Q9BXJ4_IDR_1_111",1
"Q9BXJ5_IDR_1_146",1
"Q9BXJ7_IDR_378_438",1
"Q9BXJ9_IDR_574_639",1
"Q9BXK1_IDR_207_252",0.519059257064954
"Q9BXK1_IDR_27_156",0.480940742935046
"Q9BXK5_IDR_229_451",1
"Q9BXL5_IDR_1_484",1
"Q9BXL6_IDR_214_286",0.385634270058748
"Q9BXL6_IDR_392_567",0.311209731355366
"Q9BXL6_IDR_756_803",0.303155998585886
"Q9BXL7_IDR_225_305",0.332436061437851
"Q9BXL7_IDR_424_664",0.354504604640957
"Q9BXL7_IDR_852_916",0.313059333921191
"Q9BXL8_IDR_186_226",0.482938461327586
"Q9BXL8_IDR_80_174",0.517061538672414
"Q9BXM0_IDR_1342_1375",0.326910484803382
"Q9BXM0_IDR_1_43",0.322016093279465
"Q9BXM0_IDR_45_233",0.351073421917154
"Q9BXM7_IDR_180_210",1
"Q9BXT5_IDR_1042_1607",0.173889521581844
"Q9BXT5_IDR_1_469",0.171887261259962
"Q9BXT5_IDR_2264_2514",0.158138824222396
"Q9BXT5_IDR_2563_2596",0.143240413307017
"Q9BXT5_IDR_473_775",0.189870079891817
"Q9BXT5_IDR_782_1040",0.162973899736964
"Q9BXT8_IDR_1104_1169",0.340925974030634
"Q9BXT8_IDR_1360_1397",0.342260505401742
"Q9BXT8_IDR_309_399",0.316813520567624
"Q9BXU0_IDR_1_47",1
"Q9BXU1_IDR_213_278",0.449806738882312
"Q9BXU1_IDR_976_1018",0.550193261117688
"Q9BXU2_IDR_157_225",1
"Q9BXU3_IDR_145_377",1
"Q9BXU7_IDR_602_726",0.500143649145919
"Q9BXU7_IDR_731_820",0.499856350854081
"Q9BY12_IDR_745_899",0.315593365200134
"Q9BY15_IDR_619_652",1
"Q9BY21_IDR_1_39",1
"Q9BY42_IDR_192_273",1
"Q9BY43_IDR_170_222",1
"Q9BY44_IDR_427_530",1
"Q9BY66_IDR_1299_1367",0.333207564467515
"Q9BY66_IDR_1411_1539",0.334906851587727
"Q9BY66_IDR_174_310",0.331885583944758
"Q9BY67_IDR_335_376",0.501231824631873
"Q9BY67_IDR_398_442",0.498768175368127
"Q9BY76_IDR_1_109",0.472268764577659
"Q9BY76_IDR_115_180",0.527731235422341
"Q9BY77_IDR_12_273",1
"Q9BY78_IDR_299_374",1
"Q9BY84_IDR_301_557",0.488256657838324
"Q9BY84_IDR_561_654",0.511743342161676
"Q9BY89_IDR_1_31",0.404719047082405
"Q9BY89_IDR_37_1789",0.595280952917595
"Q9BYK8_IDR_959_1061",1
"Q9BYL1_IDR_1_109",1
"Q9BYM8_IDR_148_193",0.474240133337298
"Q9BYM8_IDR_243_277",0.525759866662702
"Q9BYN0_IDR_1_36",1
"Q9BYN7_IDR_1_321",1
"Q9BYN8_IDR_1_38",1
"Q9BYP7_IDR_1_134",0.506093921335846
"Q9BYP7_IDR_486_1800",0.493906078664154
"Q9BYP8_IDR_1_105",1
"Q9BYW2_IDR_1075_1452",0.19100265337793
"Q9BYW2_IDR_1_1069",0.247818909715609
"Q9BYW2_IDR_1829_2147",0.226450318274375
"Q9BYW2_IDR_2311_2388",0.157716391629517
"Q9BYW2_IDR_2421_2468",0.177011727002569
"Q9BYW3_IDR_65_111",1
"Q9BYX2_IDR_1_44",0.295192594430745
"Q9BYX2_IDR_145_329",0.335349445173957
"Q9BYX2_IDR_384_454",0.369457960395298
"Q9BYX4_IDR_200_304",1
"Q9BZD6_IDR_1_31",1
"Q9BZD7_IDR_162_214",1
"Q9BZE1_IDR_1_31",1
"Q9BZE2_IDR_434_471",1
"Q9BZE3_IDR_1_190",0.511870113542689
"Q9BZE3_IDR_286_327",0.488129886457311
"Q9BZE4_IDR_461_634",1
"Q9BZE7_IDR_56_93",1
"Q9BZE9_IDR_177_316",0.475132559298863
"Q9BZE9_IDR_495_553",0.524867440701137
"Q9BZJ6_IDR_35_76",1
"Q9BZJ7_IDR_205_237",0.491241816530309
"Q9BZJ7_IDR_311_368",0.508758183469691
"Q9BZJ8_IDR_1_40",0.332780329602701
"Q9BZJ8_IDR_246_282",0.324718909745865
"Q9BZJ8_IDR_364_451",0.342500760651433
"Q9BZK7_IDR_90_150",1
"Q9BZL4_IDR_315_691",1
"Q9BZL6_IDR_1_37",0.220913168330724
"Q9BZL6_IDR_190_250",0.259197677137274
"Q9BZL6_IDR_316_378",0.256660409571928
"Q9BZL6_IDR_848_878",0.263228744960074
"Q9BZM3_IDR_14_204",0.478128406243739
"Q9BZM3_IDR_254_304",0.521871593756261
"Q9BZM4_IDR_207_244",1
"Q9BZM6_IDR_207_244",1
"Q9BZP6_IDR_390_427",1
"Q9BZQ2_IDR_1_103",1
"Q9BZQ6_IDR_792_907",1
"Q9BZQ8_IDR_564_928",1
"Q9C009_IDR_206_403",0.498802324760384
"Q9C010_IDR_1_78",1
"Q9C026_IDR_42_120",1
"Q9C056_IDR_1_277",1
"Q9C073_IDR_1_453",1
"Q9C075_IDR_1_58",1
"Q9C086_IDR_1_67",0.417026737007333
"Q9C086_IDR_78_267",0.582973262992667
"Q9C091_IDR_1088_1225",0.335606361673347
"Q9C091_IDR_241_368",0.298377202877087
"Q9C091_IDR_51_102",0.366016435449566
"Q9C093_IDR_1197_1327",0.209510617883128
"Q9C093_IDR_1663_1709",0.205836871079724
"Q9C093_IDR_257_290",0.195157473256176
"Q9C093_IDR_608_681",0.210160204038354
"Q9C093_IDR_890_1004",0.179334833742619
"Q9C098_IDR_21_345",0.505058506646536
"Q9C098_IDR_617_648",0.494941493353464
"Q9C099_IDR_200_431",1
"Q9C0A0_IDR_1269_1308",1
"Q9C0B7_IDR_761_833",1
"Q9C0B9_IDR_1_92",0.24013625016067
"Q9C0B9_IDR_207_351",0.274755929730175
"Q9C0B9_IDR_403_435",0.266243585790805
"Q9C0B9_IDR_464_1021",0.218864234318351
"Q9C0C2_IDR_1_1729",1
"Q9C0C4_IDR_688_728",1
"Q9C0C6_IDR_1_312",1
"Q9C0C7_IDR_1061_1298",0.204407538898259
"Q9C0C7_IDR_250_310",0.187070451948139
"Q9C0C7_IDR_312_649",0.185149392990309
"Q9C0C7_IDR_665_726",0.212635167203481
"Q9C0C7_IDR_737_805",0.210737448959812
"Q9C0C9_IDR_1155_1249",0.247385241235911
"Q9C0C9_IDR_1_55",0.227708425577273
"Q9C0C9_IDR_399_537",0.248120742774006
"Q9C0C9_IDR_712_920",0.27678559041281
"Q9C0D0_IDR_1_446",1
"Q9C0D2_IDR_1_2537",1
"Q9C0D4_IDR_1_53",0.249197996924319
"Q9C0F1_IDR_289_390",0.503598934878124
"Q9C0F3_IDR_54_135",1
"Q9C0G0_IDR_1_1338",1
"Q9C0G6_IDR_1_177",1
"Q9C0H2_IDR_416_523",1
"Q9C0H6_IDR_27_156",1
"Q9C0H9_IDR_1_175",0.415837709518101
"Q9C0H9_IDR_264_1183",0.584162290481899
"Q9C0I1_IDR_545_578",1
"Q9C0I3_IDR_1_900",1
"Q9C0I9_IDR_1_32",0.381435729351526
"Q9C0I9_IDR_179_441",0.618564270648474
"Q9C0J1_IDR_1_86",1
"Q9C0J8_IDR_1_49",0.349525212559135
"Q9C0J8_IDR_408_507",0.343712784241225
"Q9C0J8_IDR_511_1336",0.30676200319964
"Q9C0J9_IDR_1_48",0.526191739101228
"Q9C0J9_IDR_175_482",0.473808260898772
"Q9C0K0_IDR_1_824",0.530167757234835
"Q9C0K0_IDR_858_894",0.469832242765165
"Q9GZR2_IDR_80_195",0.515633634273247
"Q9GZR5_IDR_273_314",1
"Q9GZR7_IDR_261_383",0.336551547980209
"Q9GZR7_IDR_62_190",0.323988923502719
"Q9GZR7_IDR_812_859",0.339459528517072
"Q9GZS0_IDR_563_605",1
"Q9GZS9_IDR_1_45",1
"Q9GZT5_IDR_1_37",1
"Q9GZT9_IDR_60_185",1
"Q9GZU1_IDR_1_36",1
"Q9GZU2_IDR_126_365",0.270919821617881
"Q9GZU2_IDR_1305_1386",0.256185215617342
"Q9GZU2_IDR_1_34",0.22964445110527
"Q9GZU2_IDR_1417_1478",0.243250511659507
"Q9GZU3_IDR_1_60",1
"Q9GZU7_IDR_1_35",1
"Q9GZU8_IDR_1_254",1
"Q9GZV1_IDR_49_88",1
"Q9GZV3_IDR_1_35",0.462544068986317
"Q9GZV3_IDR_520_580",0.537455931013683
"Q9H009_IDR_142_177",0.495246571836803
"Q9H009_IDR_1_74",0.504753428163198
"Q9H013_IDR_726_923",1
"Q9H019_IDR_148_237",0.488566913239945
"Q9H019_IDR_74_143",0.511433086760055
"Q9H040_IDR_215_450",1
"Q9H063_IDR_210_256",0.514202862472454
"Q9H063_IDR_52_83",0.485797137527546
"Q9H074_IDR_1_118",1
"Q9H078_IDR_23_84",1
"Q9H0E3_IDR_1_886",1
"Q9H0E7_IDR_107_164",0.242523314469192
"Q9H0E7_IDR_167_291",0.273032925082397
"Q9H0E7_IDR_306_373",0.254937109112502
"Q9H0E7_IDR_682_712",0.229506651335909
"Q9H0E9_IDR_133_704",0.324921584968373
"Q9H0E9_IDR_819_854",0.311961556702724
"Q9H0E9_IDR_869_1101",0.363116858328903
"Q9H0F5_IDR_1_386",1
"Q9H0F6_IDR_121_167",0.490945382744197
"Q9H0V9_IDR_1_43",0.492697668053558
"Q9H0V9_IDR_293_348",0.507302331946442
"Q9H0W5_IDR_62_92",0.477132216865047
"Q9H0W5_IDR_99_538",0.522867783134953
"Q9H0W7_IDR_87_127",1
"Q9H0W8_IDR_1_170",1
"Q9H0X4_IDR_1_63",1
"Q9H0X6_IDR_43_138",1
"Q9H0X9_IDR_1_98",0.30629184115755
"Q9H0X9_IDR_249_362",0.400523400304669
"Q9H161_IDR_236_411",0.495418329086129
"Q9H165_IDR_1_747",1
"Q9H171_IDR_281_317",0.327433256683121
"Q9H171_IDR_344_400",0.336310166444536
"Q9H171_IDR_72_104",0.336256576872343
"Q9H172_IDR_1_43",0.511070259473465
"Q9H172_IDR_333_364",0.488929740526535
"Q9H173_IDR_1_63",1
"Q9H175_IDR_128_168",0.256585541083947
"Q9H175_IDR_1_63",0.236300218640575
"Q9H175_IDR_281_371",0.267484195246664
"Q9H175_IDR_425_543",0.239630045028813
"Q9H190_IDR_1_39",1
"Q9H1A4_IDR_288_392",0.232828196702244
"Q9H1A4_IDR_674_704",0.250332129754279
"Q9H1A4_IDR_715_746",0.254303593632094
"Q9H1A4_IDR_988_1019",0.262536079911382
"Q9H1B5_IDR_37_149",1
"Q9H1B7_IDR_64_362",0.526544065030775
"Q9H1K0_IDR_472_732",0.355803670286955
"Q9H1M0_IDR_1_70",1
"Q9H1M3_IDR_1_61",0.467289082775171
"Q9H1M3_IDR_70_183",0.53271091722483
"Q9H1P3_IDR_1_59",0.480776960810447
"Q9H1P3_IDR_319_350",0.519223039189553
"Q9H1Q7_IDR_370_451",1
"Q9H1R2_IDR_140_295",1
"Q9H1R3_IDR_1_262",1
"Q9H1U4_IDR_1_197",1
"Q9H1V8_IDR_1_60",0.513111798166825
"Q9H1V8_IDR_646_711",0.486888201833175
"Q9H1X3_IDR_1_32",1
"Q9H1Y3_IDR_1_31",0.485289100677081
"Q9H1Y3_IDR_330_397",0.514710899322919
"Q9H1Z8_IDR_109_148",0.501392024016324
"Q9H1Z8_IDR_1_31",0.498607975983675
"Q9H201_IDR_144_632",1
"Q9H204_IDR_1_41",1
"Q9H2B2_IDR_1_151",1
"Q9H2B4_IDR_574_604",1
"Q9H2C1_IDR_121_227",0.503903195043906
"Q9H2C1_IDR_298_345",0.496096804956094
"Q9H2D6_IDR_1_2115",0.529706645698696
"Q9H2D6_IDR_2151_2188",0.470293354301304
"Q9H2F5_IDR_276_439",0.505196950190344
"Q9H2F5_IDR_471_836",0.494803049809656
"Q9H2F9_IDR_45_107",1
"Q9H2G2_IDR_1205_1235",0.358007394306773
"Q9H2G2_IDR_313_796",0.641992605693227
"Q9H2G4_IDR_1_210",0.411801703205643
"Q9H2G4_IDR_426_682",0.588198296794357
"Q9H2G9_IDR_1_130",0.48206944815698
"Q9H2G9_IDR_219_321",0.51793055184302
"Q9H2H9_IDR_1_72",1
"Q9H2I8_IDR_135_173",1
"Q9H2J4_IDR_208_239",1
"Q9H2J7_IDR_1_62",0.511868956118807
"Q9H2W2_IDR_136_220",0.509658698293106
"Q9H2W2_IDR_1_91",0.490341301706894
"Q9H2W6_IDR_1_41",1
"Q9H2X0_IDR_1_31",1
"Q9H2X3_IDR_1_60",1
"Q9H2X6_IDR_43_180",0.495457997779575
"Q9H2X6_IDR_536_1061",0.504542002220425
"Q9H2X8_IDR_1_130",1
"Q9H2X9_IDR_10_81",0.327010882444785
"Q9H2X9_IDR_87_120",0.325018505153634
"Q9H2X9_IDR_942_1066",0.347970612401581
"Q9H2Y7_IDR_1_1382",1
"Q9H2Y9_IDR_1_110",0.317997807532757
"Q9H2Y9_IDR_374_412",0.344114322705147
"Q9H2Y9_IDR_763_848",0.337887869762096
"Q9H2Z4_IDR_1_191",0.486471162623941
"Q9H2Z4_IDR_289_342",0.513528837376059
"Q9H300_IDR_21_90",1
"Q9H305_IDR_1_119",1
"Q9H307_IDR_1_150",0.400771672239946
"Q9H3E2_IDR_410_470",1
"Q9H3F6_IDR_265_313",1
"Q9H3H1_IDR_414_467",1
"Q9H3H3_IDR_1_70",1
"Q9H3H9_IDR_1_227",1
"Q9H3J6_IDR_129_166",1
"Q9H3K2_IDR_1_73",1
"Q9H3M0_IDR_427_494",1
"Q9H3M9_IDR_183_355",1
"Q9H3N1_IDR_210_280",1
"Q9H3N8_IDR_207_291",1
"Q9H3P2_IDR_147_433",1
"Q9H3P7_IDR_188_237",0.370722025160744
"Q9H3P7_IDR_22_69",0.317698760784838
"Q9H3P7_IDR_291_363",0.311579214054418
"Q9H3Q1_IDR_1_35",0.324847008528446
"Q9H3Q1_IDR_227_356",0.349831045101302
"Q9H3Q1_IDR_55_199",0.325321946370252
"Q9H3Q3_IDR_1_47",1
"Q9H3R0_IDR_363_612",1
"Q9H422_IDR_511_869",0.236631899561162
"Q9H422_IDR_87_147",0.266248224550946
"Q9H422_IDR_874_1078",0.23309999766823
"Q9H425_IDR_129_306",1
"Q9H426_IDR_1_78",1
"Q9H444_IDR_172_212",1
"Q9H446_IDR_190_243",1
"Q9H461_IDR_152_230",0.323766595410086
"Q9H461_IDR_344_380",0.313800355528136
"Q9H461_IDR_624_694",0.362433049061778
"Q9H467_IDR_89_145",1
"Q9H497_IDR_1_37",1
"Q9H4A3_IDR_1_206",0.350055020717581
"Q9H4A3_IDR_1262_2382",0.317242230611879
"Q9H4A3_IDR_567_1259",0.33270274867054
"Q9H4A5_IDR_1_42",1
"Q9H4A6_IDR_1_57",1
"Q9H4A9_IDR_1_49",1
"Q9H4B4_IDR_1_47",0.485270262461204
"Q9H4B4_IDR_337_413",0.514729737538796
"Q9H4I3_IDR_1_56",1
"Q9H4I9_IDR_1_49",1
"Q9H4L4_IDR_1_309",1
"Q9H4L5_IDR_1_31",0.331517850029783
"Q9H4L5_IDR_164_210",0.319245138199769
"Q9H4L5_IDR_246_512",0.349237011770448
"Q9H4L7_IDR_1_248",0.538558205094198
"Q9H4L7_IDR_292_382",0.461441794905802
"Q9H4M7_IDR_1_46",0.319375771516122
"Q9H4M7_IDR_149_436",0.331050091704384
"Q9H4M7_IDR_473_747",0.349574136779493
"Q9H4Q3_IDR_162_443",0.450377004162116
"Q9H4Q3_IDR_643_707",0.549622995837884
"Q9H4Q4_IDR_321_367",1
"Q9H4S2_IDR_14_162",0.497896616104934
"Q9H4S2_IDR_199_264",0.502103383895066
"Q9H4T2_IDR_125_233",1
"Q9H4W6_IDR_406_596",1
"Q9H4X1_IDR_59_116",1
"Q9H4Z2_IDR_1_165",0.239553155227357
"Q9H5I5_IDR_1464_1896",0.18228370545964
"Q9H5I5_IDR_2042_2146",0.126510526563648
"Q9H5I5_IDR_837_904",0.140504460624563
"Q9H5J0_IDR_173_466",0.489074822593609
"Q9H5J0_IDR_521_574",0.510925177406391
"Q9H5J8_IDR_1_74",0.331214639177627
"Q9H5J8_IDR_245_278",0.344844389346755
"Q9H5J8_IDR_85_122",0.323940971475618
"Q9H5K3_IDR_1_56",1
"Q9H5L6_IDR_100_149",1
"Q9H5N1_IDR_1_303",0.455434231517577
"Q9H5N1_IDR_305_440",0.544565768482423
"Q9H5P4_IDR_309_391",0.202440426769236
"Q9H5P4_IDR_393_553",0.217343168140815
"Q9H5P4_IDR_679_856",0.186967370866631
"Q9H5P4_IDR_952_1033",0.197001806992418
"Q9H5P4_IDR_9_54",0.1962472272309
"Q9H5U6_IDR_450_513",1
"Q9H5V7_IDR_145_360",0.490301803199358
"Q9H5V7_IDR_1_55",0.509698196800642
"Q9H6B1_IDR_216_263",0.204026639549432
"Q9H6B1_IDR_279_319",0.19808402541713
"Q9H6B1_IDR_327_363",0.191365227221641
"Q9H6B1_IDR_92_201",0.211532855332332
"Q9H6B4_IDR_260_347",1
"Q9H6D3_IDR_348_395",1
"Q9H6D8_IDR_195_234",1
"Q9H6E4_IDR_179_229",1
"Q9H6E5_IDR_227_317",0.494194782453821
"Q9H6E5_IDR_636_759",0.505805217546179
"Q9H6W3_IDR_1_196",1
"Q9H6X2_IDR_402_444",0.536474095571897
"Q9H6X2_IDR_475_564",0.463525904428103
"Q9H6X4_IDR_1_144",1
